92-U-234(n,total fission) ENDF/B-VII.1
236.733,2.48037E-4
236.803,2.87838E-4
236.864,3.40181E-4
236.908,3.95967E-4
236.951,4.78256E-4
236.989,5.83794E-4
237.024,7.24325E-4
237.054,8.86665E-4
237.083,0.00110533
237.112,0.00139858
237.141,0.00178909
237.171,0.00232389
237.2,0.00300154
237.229,0.0038736
237.263,0.00519008
237.298,0.00689162
237.336,0.00938937
237.377,0.0127296
237.426,0.0177323
237.489,0.0258275
237.654,0.0502249
237.722,0.057561
237.788,0.0606621
237.8,0.0607349
237.863,0.0586057
237.928,0.0525071
238.027,0.0384357
238.13,0.0232606
238.185,0.0165173
238.232,0.0119408
238.27,0.00890487
238.305,0.00673183
238.34,0.00502668
238.372,0.00384746
238.401,0.00298291
238.43,0.00231102
238.459,0.00179549
238.488,0.00140442
238.517,0.00111054
238.55,8.69673E-4
238.58,7.05634E-4
238.615,5.7448E-4
238.649,4.81303E-4
238.689,4.03224E-4
238.737,3.41719E-4
238.796,2.91044E-4
238.871,2.48885E-4
238.978,2.09258E-4
239.106,1.77592E-4
239.262,1.51687E-4
239.456,1.30218E-4
239.728,1.11388E-4
240.041,9.8409E-5
240.353,9.04238E-5
240.978,8.20207E-5
241.785,7.82048E-5
242.174,7.78243E-5
243.635,8.1366E-5
244.999,8.99277E-5
246.168,1.02029E-4
246.989,1.14536E-4
248.048,1.37435E-4
248.797,1.61891E-4
249.458,1.91987E-4
250.01,2.28144E-4
250.539,2.78034E-4
251.002,3.41805E-4
251.398,4.21479E-4
251.707,5.08722E-4
251.972,6.12054E-4
252.204,7.38047E-4
252.438,9.1766E-4
252.639,0.00113996
252.799,0.00139156
252.936,0.0016919
253.058,0.00206306
253.163,0.00252394
253.234,0.00296193
253.299,0.00354767
253.348,0.0042039
253.391,0.0050425
253.428,0.00607756
253.459,0.00727458
253.489,0.00885076
253.52,0.0111329
253.552,0.014278
253.579,0.0177756
253.605,0.0223015
253.631,0.0281161
253.661,0.0366492
253.692,0.048107
253.723,0.0628915
253.758,0.0847209
253.793,0.112786
253.83,0.150005
253.873,0.20459
253.923,0.283978
253.985,0.403238
254.142,0.749171
254.214,0.867469
254.285,0.920885
254.3,0.922691
254.363,0.891843
254.427,0.805846
254.525,0.602585
254.634,0.363015
254.694,0.253972
254.74,0.185913
254.784,0.134886
254.824,0.0987424
254.859,0.0735314
254.89,0.0567257
254.92,0.0433608
254.951,0.0330608
254.982,0.0252328
255.013,0.0192857
255.044,0.0149417
255.072,0.01202
255.102,0.00960263
255.133,0.00783526
255.17,0.00632617
255.21,0.00521505
255.254,0.00437548
255.307,0.00370093
255.377,0.00311441
255.465,0.00263717
255.588,0.00220263
255.729,0.0018847
255.905,0.00164482
256.102,0.00151051
256.27,0.00147915
256.439,0.00151722
256.608,0.00163059
256.778,0.00183983
256.905,0.0020856
257.027,0.00243345
257.128,0.00284636
257.209,0.00331989
257.283,0.00397243
257.339,0.00472943
257.389,0.00573611
257.424,0.00677909
257.459,0.00823464
257.495,0.0102875
257.525,0.0127142
257.555,0.0159789
257.585,0.0203506
257.615,0.0261612
257.646,0.0338106
257.676,0.0437666
257.708,0.0575254
257.74,0.0752121
257.776,0.100713
257.815,0.135133
257.857,0.183305
257.906,0.253929
257.97,0.366771
258.155,0.750587
258.226,0.85253
258.296,0.891591
258.3,0.891688
258.365,0.86077
258.432,0.772131
258.535,0.567097
258.641,0.344915
258.699,0.24566
258.747,0.178027
258.791,0.129027
258.828,0.0974871
258.864,0.0727189
258.896,0.0555718
258.927,0.0426173
258.957,0.0329065
258.988,0.0254482
259.018,0.019783
259.048,0.0155199
259.079,0.0122432
259.109,0.0098957
259.14,0.00815025
259.176,0.00662992
259.218,0.00539978
259.267,0.00445123
259.323,0.00371034
259.395,0.00307449
259.476,0.00258768
259.585,0.00212283
259.706,0.0017541
259.847,0.00144293
260.016,0.00117545
260.213,9.54506E-4
260.433,7.80027E-4
260.704,6.2944E-4
261.021,5.08436E-4
261.345,4.21548E-4
261.734,3.48443E-4
262.162,2.91648E-4
262.681,2.43276E-4
263.303,2.03891E-4
263.978,1.75244E-4
265.016,1.47706E-4
266.104,1.30833E-4
267.034,1.22375E-4
268.684,1.17487E-4
270.223,1.22948E-4
271.248,1.33505E-4
272.017,1.47227E-4
272.658,1.66269E-4
273.248,1.94566E-4
273.709,2.29582E-4
274.06,2.7067E-4
274.367,3.24953E-4
274.586,3.81543E-4
274.801,4.61458E-4
274.968,5.50998E-4
275.107,6.55664E-4
275.234,7.90816E-4
275.342,9.56777E-4
275.414,0.0011177
275.477,0.00132677
275.526,0.00156303
275.568,0.00185464
275.609,0.00227697
275.644,0.00277904
275.678,0.00345578
275.708,0.00426543
275.738,0.00534078
275.771,0.00692629
275.804,0.00906078
275.836,0.0119013
275.867,0.0153756
275.899,0.0199647
275.935,0.0265918
275.975,0.0361124
276.015,0.0484276
276.06,0.0658312
276.117,0.0931729
276.19,0.13622
276.334,0.230538
276.412,0.268274
276.484,0.283992
276.5,0.28451
276.572,0.273411
276.646,0.241097
276.771,0.162172
276.862,0.104599
276.924,0.0728219
276.972,0.053161
277.013,0.0394682
277.053,0.029213
277.089,0.0220176
277.125,0.0164539
277.16,0.0123372
277.19,0.00963302
277.219,0.00754116
277.249,0.00593923
277.282,0.00463562
277.313,0.00370025
277.348,0.00294216
277.383,0.0023988
277.417,0.00200727
277.459,0.00167447
277.505,0.00142217
277.559,0.00121769
277.63,0.00103243
277.72,8.74975E-4
277.851,7.1889E-4
278.006,5.954E-4
278.187,4.98344E-4
278.386,4.26152E-4
278.635,3.66035E-4
278.884,3.26311E-4
279.275,2.87799E-4
279.762,2.62791E-4
280.346,2.51701E-4
280.54,2.51236E-4
281.458,2.62015E-4
282.375,2.92318E-4
283.221,3.37979E-4
284.066,4.07463E-4
284.802,4.96893E-4
285.406,6.01333E-4
286.01,7.47253E-4
286.485,9.11824E-4
286.901,0.00111052
287.27,0.00135181
287.63,0.00167908
287.943,0.00207752
288.22,0.00256974
288.474,0.00319853
288.696,0.0039697
288.886,0.00488983
289.052,0.00600174
289.195,0.00730787
289.322,0.00889372
289.44,0.0109614
289.539,0.0134122
289.615,0.0160619
289.684,0.0195936
289.739,0.0237329
289.787,0.028819
289.829,0.0350562
289.87,0.0437368
289.906,0.0538945
289.941,0.0674475
289.978,0.0861739
290.014,0.110326
290.054,0.145497
290.094,0.192895
290.133,0.251753
290.178,0.341591
290.225,0.458865
290.279,0.626418
290.345,0.883772
290.529,1.71249
290.614,1.99494
290.69,2.09777
290.7,2.09903
290.77,2.02845
290.843,1.82059
290.954,1.34313
291.064,0.842906
291.129,0.601266
291.178,0.448332
291.227,0.330065
291.27,0.246712
291.31,0.187719
291.349,0.143228
291.388,0.10857
291.423,0.0855746
291.458,0.0679865
291.492,0.0546338
291.528,0.0442893
291.569,0.0354448
291.611,0.0290894
291.659,0.0239099
291.709,0.0200172
291.771,0.0166382
291.843,0.0139301
291.932,0.0115299
292.047,0.00934625
292.185,0.0074958
292.332,0.00610248
292.498,0.00495907
292.7,0.00396731
292.914,0.00321815
293.164,0.00259085
293.433,0.0021044
293.75,0.00169442
294.122,0.00135497
294.503,0.00110844
294.97,8.93162E-4
295.495,7.25179E-4
296.107,5.91463E-4
296.761,4.90821E-4
297.479,4.15296E-4
298.197,3.64298E-4
299.155,3.22652E-4
300.113,3.0351E-4
300.432,3.01705E-4
301.449,3.13961E-4
302.212,3.4236E-4
302.895,3.92152E-4
303.431,4.56343E-4
303.86,5.33057E-4
304.282,6.42543E-4
304.636,7.77952E-4
304.939,9.45726E-4
305.197,0.00114788
305.439,0.00141675
305.649,0.00174981
305.835,0.0021702
305.987,0.00265242
306.117,0.0032288
306.229,0.00391892
306.314,0.00465417
306.394,0.00564808
306.458,0.00684007
306.505,0.00814521
306.548,0.00978496
306.588,0.0119411
306.628,0.0149724
306.661,0.0184357
306.694,0.0230536
306.731,0.0298999
306.767,0.0389815
306.799,0.0498166
306.836,0.066001
306.874,0.0871821
306.915,0.117727
306.959,0.159968
307.007,0.219198
307.057,0.297942
307.117,0.412685
307.219,0.649725
307.338,0.928744
307.419,1.06146
307.495,1.1095
307.5,1.10968
307.577,1.0658
307.653,0.944981
307.783,0.643635
307.883,0.41217
307.944,0.295356
307.997,0.213566
308.043,0.158487
308.086,0.116635
308.126,0.0872384
308.165,0.0654126
308.202,0.0493889
308.234,0.038853
308.266,0.0306888
308.298,0.0244169
308.328,0.0198059
308.362,0.0159963
308.395,0.0131398
308.435,0.0106331
308.481,0.00859172
308.529,0.00714387
308.585,0.00597424
308.649,0.00504596
308.729,0.00423136
308.84,0.00343851
308.968,0.00280469
309.117,0.00227828
309.276,0.001872
309.463,0.00152864
309.691,0.00122878
309.952,9.89369E-4
310.252,7.96575E-4
310.595,6.43443E-4
310.995,5.2008E-4
311.416,4.30159E-4
311.926,3.535E-4
312.45,2.98034E-4
313.149,2.47382E-4
313.848,2.13312E-4
314.597,1.88399E-4
315.629,1.67333E-4
316.677,1.57187E-4
317.21,1.56117E-4
317.955,1.60097E-4
318.7,1.72963E-4
319.197,1.90209E-4
319.634,2.15402E-4
319.999,2.48645E-4
320.29,2.88914E-4
320.546,3.40917E-4
320.765,4.06107E-4
320.947,4.84382E-4
321.117,5.90228E-4
321.239,6.98E-4
321.354,8.43884E-4
321.445,0.00101473
321.518,0.00122081
321.573,0.00144984
321.618,0.00172212
321.664,0.00210949
321.707,0.00262572
321.743,0.00323811
321.78,0.00406587
321.816,0.00518016
321.854,0.00674048
321.891,0.00877875
321.928,0.0114519
321.966,0.0149043
322.007,0.0198958
322.053,0.0269239
322.099,0.0358271
322.156,0.0500056
322.229,0.0724018
322.435,0.145934
322.517,0.166526
322.595,0.173979
322.6,0.174003
322.678,0.167287
322.762,0.146924
322.912,0.0930079
323.001,0.0624307
323.062,0.0451294
323.117,0.0326191
323.162,0.0243763
323.204,0.0184078
323.244,0.0139107
323.281,0.0107395
323.317,0.00827958
323.354,0.00639837
323.388,0.00505459
323.422,0.00403074
323.456,0.00325557
323.49,0.00267083
323.531,0.00215554
323.572,0.00178622
323.618,0.0014932
323.673,0.00124828
323.737,0.00105263
323.809,8.97523E-4
323.913,7.45556E-4
324.034,6.21653E-4
324.18,5.16849E-4
324.363,4.25595E-4
324.581,3.5077E-4
324.837,2.91675E-4
325.14,2.44556E-4
325.505,2.07336E-4
325.932,1.79143E-4
326.303,1.62887E-4
327.044,1.43464E-4
327.784,1.34806E-4
328.248,1.33885E-4
328.891,1.39246E-4
329.319,1.5032E-4
329.641,1.67019E-4
329.855,1.86189E-4
330.048,2.14715E-4
330.164,2.42377E-4
330.25,2.75414E-4
330.322,3.20829E-4
330.373,3.71533E-4
330.416,4.36331E-4
330.457,5.26339E-4
330.495,6.46347E-4
330.529,7.94606E-4
330.563,9.96063E-4
330.597,0.00126791
330.631,0.0016313
330.665,0.00211167
330.7,0.00275648
330.735,0.00361446
330.771,0.00471412
330.812,0.00632282
330.852,0.00836679
330.899,0.0113415
330.957,0.0159065
331.027,0.0228985
331.237,0.0472466
331.319,0.0537341
331.398,0.0560816
331.4,0.0560826
331.476,0.0540078
331.557,0.0477393
331.692,0.0323388
331.792,0.0208851
331.854,0.0149317
331.909,0.0107772
331.956,0.00790122
331.997,0.00595569
332.038,0.00443173
332.073,0.00339431
332.109,0.00258775
332.143,0.00198991
332.178,0.00153457
332.212,0.00119209
332.246,9.37325E-4
332.277,7.67615E-4
332.315,6.11912E-4
332.35,5.10404E-4
332.39,4.26079E-4
332.431,3.6749E-4
332.485,3.15093E-4
332.54,2.80637E-4
332.621,2.47134E-4
332.757,2.13653E-4
332.909,1.90375E-4
333.162,1.66617E-4
333.466,1.50501E-4
333.973,1.36957E-4
334.379,1.31682E-4
335.241,1.2847E-4
336.597,1.3349E-4
337.953,1.46634E-4
339.433,1.70436E-4
340.666,2.01147E-4
341.899,2.47972E-4
342.763,2.96922E-4
343.502,3.56877E-4
344.181,4.34697E-4
344.798,5.34937E-4
345.34,6.6012E-4
345.805,8.13566E-4
346.189,9.89762E-4
346.542,0.00121332
346.884,0.00151753
347.155,0.00185664
347.388,0.00225328
347.629,0.00282298
347.819,0.0034529
347.993,0.00425268
348.156,0.00530312
348.292,0.0065453
348.408,0.00806868
348.486,0.00949881
348.563,0.0115298
348.624,0.0138194
348.678,0.0167914
348.725,0.0204958
348.766,0.0248831
348.806,0.0306853
348.847,0.038755
348.887,0.049716
348.928,0.0644945
348.969,0.0842043
349.011,0.111187
349.052,0.145489
349.098,0.194095
349.143,0.256646
349.195,0.344728
349.254,0.471819
349.332,0.674781
349.522,1.22569
349.605,1.40106
349.688,1.47504
349.7,1.47633
349.778,1.42475
349.855,1.28148
349.979,0.936207
350.106,0.570327
350.176,0.404243
350.235,0.290646
350.282,0.220392
350.33,0.162779
350.374,0.122775
350.418,0.0921747
350.456,0.0714454
350.493,0.0562969
350.534,0.043633
350.575,0.0342752
350.615,0.0273966
350.656,0.0223433
350.706,0.0179491
350.758,0.0147116
350.819,0.0121063
350.889,0.0100636
350.98,0.00824175
351.077,0.0068843
351.213,0.00553767
351.368,0.00445982
351.531,0.00364934
351.729,0.00294193
351.938,0.00240396
352.183,0.00195065
352.454,0.00158845
352.764,0.00129172
353.114,0.00105357
353.486,8.7127E-4
353.945,7.11838E-4
354.467,5.87043E-4
355.088,4.88771E-4
355.586,4.37446E-4
356.182,4.02315E-4
356.58,3.96104E-4
356.978,4.09503E-4
357.277,4.41391E-4
357.542,5.00099E-4
357.708,5.65084E-4
357.832,6.42631E-4
357.935,7.46137E-4
358.008,8.60741E-4
358.067,0.00100107
358.123,0.00119857
358.17,0.00143697
358.216,0.00177392
358.263,0.00224977
358.305,0.00283987
358.348,0.00366575
358.392,0.00477037
358.435,0.00622247
358.479,0.00809401
358.525,0.0106112
358.581,0.0144978
358.645,0.0201551
358.732,0.0296721
358.921,0.0527237
359.012,0.060481
359.095,0.0631634
359.1,0.0631703
359.176,0.0611074
359.259,0.0547103
359.385,0.0399606
359.51,0.0247578
359.585,0.017318
359.639,0.0129958
359.693,0.00955875
359.742,0.00710427
359.786,0.00544683
359.829,0.00417275
359.873,0.00321115
359.916,0.00249673
359.961,0.00195667
360.003,0.00159103
360.05,0.00129784
360.097,0.00108953
360.153,9.15407E-4
360.209,7.95346E-4
360.294,6.74242E-4
360.393,5.83583E-4
360.526,5.05165E-4
360.691,4.41822E-4
360.894,3.9277E-4
361.122,3.59809E-4
361.396,3.40083E-4
361.62,3.3625E-4
361.888,3.45704E-4
362.156,3.74245E-4
362.358,4.14599E-4
362.525,4.69165E-4
362.66,5.38081E-4
362.765,6.25658E-4
362.836,7.22719E-4
362.896,8.50541E-4
362.943,0.00100683
362.985,0.00120661
363.027,0.00149475
363.062,0.00184217
363.095,0.00226588
363.129,0.00286042
363.163,0.00365287
363.197,0.00469945
363.231,0.00606706
363.268,0.00803475
363.307,0.0107333
363.348,0.0144023
363.389,0.0191089
363.435,0.0258425
363.483,0.0346239
363.544,0.0487705
363.624,0.0717946
363.823,0.137114
363.907,0.156843
363.991,0.164892
364.0,0.164972
364.076,0.159352
364.152,0.143695
364.272,0.106395
364.402,0.0638617
364.468,0.0457118
364.522,0.0337259
364.57,0.024991
364.616,0.0184444
364.657,0.0138809
364.698,0.0103314
364.732,0.00802663
364.767,0.0061357
364.803,0.00468787
364.839,0.00359351
364.875,0.00277592
364.908,0.00220835
364.945,0.00173583
364.983,0.0013955
365.02,0.00115065
365.067,9.37793E-4
365.114,7.9386E-4
365.161,6.93896E-4
365.229,5.95543E-4
365.32,5.10272E-4
365.443,4.36521E-4
365.596,3.74596E-4
365.816,3.15793E-4
366.071,2.71694E-4
366.391,2.36359E-4
366.71,2.13293E-4
367.26,1.88416E-4
367.811,1.73414E-4
368.177,1.66797E-4
369.644,1.54084E-4
370.818,1.5182E-4
372.578,1.56164E-4
374.338,1.67658E-4
376.128,1.88014E-4
377.976,2.2131E-4
379.517,2.65576E-4
380.749,3.17189E-4
381.827,3.85341E-4
382.597,4.55229E-4
383.387,5.57771E-4
384.061,6.86085E-4
384.561,8.2386E-4
384.966,9.83123E-4
385.312,0.00117544
385.606,0.00140835
385.842,0.00167765
386.056,0.00203713
386.199,0.00239114
386.313,0.00281739
386.399,0.00332738
386.465,0.00395844
386.519,0.00475326
386.564,0.00573438
386.604,0.00699086
386.644,0.00875381
386.68,0.0109053
386.715,0.0137923
386.749,0.0173094
386.786,0.0225629
386.824,0.0295075
386.861,0.0385623
386.899,0.0501916
386.942,0.0676734
386.987,0.0906355
387.036,0.122764
387.093,0.169308
387.157,0.23556
387.253,0.357164
387.406,0.562539
387.503,0.658233
387.587,0.693007
387.6,0.693621
387.68,0.669322
387.76,0.601616
387.886,0.441364
388.015,0.269765
388.086,0.190749
388.145,0.138203
388.199,0.10051
388.247,0.0741505
388.289,0.0563232
388.329,0.0430558
388.369,0.032887
388.409,0.0252384
388.45,0.0195872
388.49,0.015483
388.526,0.0128286
388.568,0.0105653
388.606,0.00919459
388.656,0.00798722
388.719,0.00713251
388.789,0.00668526
388.88,0.00654066
389.016,0.00678961
389.152,0.00739199
389.31,0.00852297
389.469,0.0102624
389.597,0.0123649
389.703,0.0150054
389.777,0.0177846
389.841,0.0213107
389.897,0.0258899
389.945,0.0316064
389.985,0.0382646
390.025,0.0473725
390.064,0.0598522
390.104,0.0769041
390.144,0.100051
390.184,0.131173
390.224,0.172512
390.264,0.226655
390.305,0.299092
390.347,0.393248
390.393,0.526281
390.446,0.717233
390.506,0.992001
390.579,1.40971
390.711,2.32405
390.836,3.15529
390.928,3.54528
391.0,3.64643
391.085,3.50555
391.17,3.11672
391.312,2.16029
391.425,1.38314
391.498,0.970778
391.556,0.711285
391.607,0.523887
391.655,0.38815
391.701,0.287406
391.743,0.216645
391.785,0.162576
391.821,0.127048
391.857,0.0991103
391.897,0.076144
391.937,0.0592146
391.977,0.0468139
392.017,0.0377533
392.063,0.0301998
392.111,0.0247696
392.167,0.0203913
392.223,0.0173454
392.302,0.0143477
392.39,0.0120798
392.51,0.00990441
392.653,0.00806325
392.807,0.00663709
392.993,0.00538912
393.19,0.00443135
393.413,0.00363494
393.679,0.00294784
393.977,0.00239498
394.317,0.00194235
394.722,0.00156102
395.126,0.00128815
395.598,0.00105963
396.205,8.50877E-4
396.811,7.04137E-4
397.519,5.83124E-4
398.362,4.83622E-4
399.373,4.05105E-4
400.519,3.449E-4
401.867,3.01344E-4
403.278,2.76645E-4
404.689,2.69868E-4
405.778,2.77254E-4
406.868,2.99608E-4
407.685,3.34128E-4
408.366,3.83432E-4
408.911,4.46265E-4
409.362,5.25787E-4
409.741,6.26182E-4
410.056,7.49005E-4
410.327,9.01539E-4
410.559,0.00108899
410.752,0.00130993
410.933,0.00160286
411.088,0.00196687
411.195,0.00233028
411.281,0.00274614
411.356,0.00328531
411.41,0.00385075
411.461,0.00463134
411.506,0.00561097
411.544,0.00673804
411.582,0.00826081
411.619,0.010321
411.657,0.0131018
411.691,0.0164711
411.73,0.0214844
411.769,0.0281516
411.807,0.0369108
411.846,0.0482612
411.887,0.0636604
411.93,0.0843951
411.977,0.113476
412.031,0.155606
412.091,0.215276
412.168,0.311252
412.308,0.522666
412.435,0.705901
412.529,0.79169
412.6,0.81276
412.687,0.781401
412.779,0.688287
412.927,0.467906
413.038,0.302163
413.109,0.215093
413.171,0.153644
413.223,0.11346
413.269,0.0850017
413.312,0.0641619
413.355,0.0479595
413.393,0.0369662
413.431,0.0282046
413.47,0.0215318
413.509,0.0165113
413.547,0.0127731
413.586,0.0100123
413.625,0.00798431
413.666,0.00642753
413.709,0.00525294
413.752,0.00441108
413.803,0.00369608
413.855,0.00319123
413.928,0.00269302
414.014,0.00229133
414.143,0.00187956
414.28,0.00157342
414.46,0.00128842
414.671,0.00105684
414.891,8.85802E-4
415.159,7.39254E-4
415.479,6.17552E-4
415.891,5.12187E-4
416.348,4.34764E-4
416.805,3.82495E-4
417.491,3.31921E-4
418.176,2.99628E-4
419.205,2.71067E-4
420.309,2.55615E-4
421.833,2.47586E-4
422.595,2.47137E-4
425.033,2.57468E-4
427.795,2.86471E-4
430.004,3.24271E-4
431.937,3.744E-4
433.318,4.27838E-4
434.369,4.92023E-4
434.867,5.45603E-4
435.054,5.84874E-4
435.179,6.40911E-4
435.256,7.09838E-4
435.319,8.02405E-4
435.375,9.33023E-4
435.424,0.00109787
435.473,0.00132939
435.521,0.0016486
435.57,0.00207953
435.623,0.00271316
435.677,0.00354608
435.738,0.00477995
435.806,0.00652436
435.895,0.00933849
436.098,0.0166044
436.194,0.0191442
436.285,0.0201842
436.3,0.0202079
436.384,0.019542
436.479,0.0173557
436.639,0.0117963
436.759,0.00764499
436.837,0.00548578
436.9,0.00412579
436.954,0.00319754
437.009,0.00248853
437.063,0.00196569
437.118,0.00159312
437.172,0.00133649
437.234,0.00114686
437.297,0.0010335
437.39,9.50444E-4
437.53,9.213E-4
437.733,9.49027E-4
438.081,0.00105858
438.429,0.00123339
438.734,0.00146825
438.99,0.00176703
439.173,0.00207899
439.323,0.00244306
439.453,0.00289767
439.53,0.00329347
439.608,0.00387305
439.668,0.00455107
439.717,0.00537521
439.767,0.00657619
439.809,0.00800779
439.85,0.0100049
439.888,0.012469
439.925,0.0157822
439.964,0.0203998
440.003,0.0265818
440.042,0.0347698
440.08,0.0454819
440.119,0.0593086
440.16,0.0778403
440.204,0.103689
440.254,0.141017
440.309,0.194217
440.368,0.265845
440.44,0.374075
440.549,0.573016
440.708,0.871715
440.8,0.993543
440.89,1.04314
440.9,1.04363
440.983,1.00906
441.065,0.912509
441.195,0.681184
441.336,0.414466
441.416,0.287353
441.474,0.212744
441.528,0.157374
441.578,0.11589
441.625,0.0864397
441.664,0.0665339
441.703,0.0511885
441.742,0.0392225
441.781,0.0300209
441.819,0.0230356
441.859,0.0176864
441.896,0.0139778
441.933,0.011203
441.975,0.00891909
442.011,0.00743974
442.058,0.00611009
442.104,0.00518221
442.156,0.00444703
442.219,0.00385145
442.313,0.00327679
442.423,0.00284789
442.58,0.00244453
442.805,0.00207808
443.074,0.00181146
443.398,0.00162606
443.722,0.00152171
444.153,0.00145654
444.369,0.00144606
445.015,0.00147653
445.985,0.00163219
446.955,0.00192111
447.802,0.00229867
448.528,0.00275604
449.294,0.00343784
449.939,0.00425029
450.503,0.00526436
450.987,0.00647798
451.39,0.00785676
451.766,0.00959793
452.109,0.0117864
452.441,0.0147272
452.735,0.0184197
452.999,0.0231109
453.214,0.0284671
453.41,0.0352876
453.582,0.0436672
453.729,0.0538255
453.84,0.0645845
453.932,0.077332
454.005,0.0920548
454.07,0.110759
454.123,0.133176
454.177,0.165347
454.223,0.204466
454.269,0.258929
454.312,0.328907
454.355,0.423844
454.398,0.551671
454.441,0.721995
454.482,0.93252
454.525,1.21919
454.573,1.63734
454.621,2.17588
454.676,2.95001
454.737,4.05839
454.806,5.61632
454.904,8.31637
455.106,14.3851
455.201,16.3495
455.294,17.1094
455.3,17.1119
455.388,16.5008
455.477,14.8036
455.616,10.7912
455.754,6.65135
455.835,4.63861
455.898,3.38765
455.954,2.51186
456.004,1.87792
456.049,1.43859
456.092,1.10413
456.135,0.843754
456.177,0.644139
456.22,0.493203
456.263,0.380406
456.302,0.304667
456.34,0.247052
456.386,0.195944
456.432,0.159192
456.478,0.132574
456.533,0.10977
456.589,0.0935745
456.662,0.0783519
456.754,0.0652691
456.871,0.0537972
457.018,0.0436573
457.196,0.0350533
457.38,0.0286917
457.595,0.0233166
457.828,0.0190899
458.086,0.0156825
458.393,0.0127502
458.736,0.0104056
459.129,0.00850997
459.575,0.00701539
460.022,0.00599291
460.557,0.00519834
460.975,0.00484175
461.393,0.00472335
461.764,0.00487447
462.012,0.00516824
462.26,0.00570601
462.451,0.00638917
462.618,0.00732238
462.753,0.00849392
462.853,0.0098947
462.931,0.0116032
462.993,0.0137053
463.044,0.0162871
463.096,0.0200387
463.142,0.0248858
463.183,0.0308433
463.225,0.0389025
463.263,0.0489579
463.302,0.0621132
463.341,0.0791551
463.386,0.105156
463.431,0.139274
463.478,0.184635
463.529,0.249498
463.586,0.341075
463.645,0.461721
463.723,0.657986
463.836,1.01089
464.008,1.56084
464.103,1.76955
464.197,1.84737
464.2,1.84746
464.287,1.78502
464.373,1.61061
464.51,1.19669
464.648,0.757645
464.724,0.55915
464.791,0.423109
464.848,0.336857
464.893,0.288768
464.931,0.259867
464.983,0.237279
465.031,0.230475
465.088,0.237109
465.169,0.26582
465.358,0.357077
465.46,0.383397
465.493,0.385211
465.587,0.370402
465.681,0.32937
465.823,0.237321
465.959,0.147613
466.037,0.105062
466.103,0.075808
466.163,0.0553255
466.211,0.0422814
466.26,0.0320746
466.308,0.0242695
466.349,0.0192815
466.393,0.0151234
466.439,0.0118939
466.485,0.00954201
466.531,0.00784502
466.583,0.00648269
466.636,0.00554729
466.702,0.00476683
466.793,0.0040937
466.882,0.0036838
467.06,0.00316208
467.327,0.00266806
467.685,0.00223743
468.134,0.00188523
468.583,0.00164744
469.288,0.00139644
470.151,0.00120201
471.014,0.0010799
472.346,9.65383E-4
473.629,9.16451E-4
474.592,9.01496E-4
475.915,9.21569E-4
477.238,9.81061E-4
478.441,0.00107931
479.724,0.00124437
480.686,0.00143736
481.688,0.00173454
482.44,0.0020553
483.169,0.00250087
483.84,0.00309269
484.409,0.00381759
484.904,0.00471812
485.316,0.00576844
485.671,0.00701748
486.025,0.00876197
486.301,0.0106539
486.578,0.0132877
486.797,0.0162087
486.994,0.0198043
487.175,0.0243522
487.332,0.0299155
487.468,0.0366616
487.566,0.0435719
487.665,0.0535031
487.744,0.0652821
487.811,0.0800111
487.868,0.0974189
487.924,0.121775
487.973,0.151139
488.025,0.193441
488.076,0.249441
488.127,0.324608
488.177,0.42417
488.231,0.562123
488.287,0.748701
488.343,0.989901
488.413,1.3696
488.493,1.92177
488.612,2.93366
488.784,4.45906
488.881,5.09431
488.98,5.39238
489.0,5.4009
489.099,5.18574
489.203,4.56007
489.489,2.0596
489.571,1.47269
489.638,1.0851
489.699,0.806442
489.755,0.604947
489.806,0.463949
489.856,0.355054
489.906,0.274373
489.955,0.213485
490.004,0.168008
490.053,0.134264
490.107,0.107468
490.166,0.0863558
490.225,0.0713843
490.284,0.060537
490.363,0.0502099
490.465,0.0411041
490.577,0.0340861
490.713,0.028077
490.882,0.0227229
491.079,0.0183014
491.299,0.0148004
491.535,0.0120888
491.794,0.00992854
492.11,0.00803383
492.482,0.00645681
492.876,0.00527191
493.327,0.00430832
493.879,0.00348561
494.431,0.00291008
495.069,0.0024411
495.789,0.00207389
496.51,0.0018217
497.408,0.00161912
498.306,0.00149668
499.384,0.0014395
500.282,0.00148096
500.881,0.00157491
501.331,0.00170492
501.78,0.00193221
502.096,0.00220705
502.36,0.0025838
502.544,0.0030175
502.65,0.00341004
502.742,0.00394971
502.808,0.00455387
502.861,0.00526549
502.913,0.00629702
502.96,0.00758878
503.006,0.00940287
503.045,0.011528
503.084,0.0142639
503.122,0.0178495
503.161,0.0225107
503.199,0.0285122
503.238,0.0361569
503.284,0.0479758
503.33,0.0632763
503.379,0.0842698
503.434,0.114076
503.494,0.154858
503.564,0.215453
503.654,0.311403
503.886,0.593627
503.991,0.686188
504.089,0.721328
504.1,0.721657
504.189,0.697728
504.283,0.625798
504.416,0.47163
504.575,0.278847
504.654,0.199057
504.724,0.141908
504.781,0.105167
504.834,0.0783878
504.88,0.0599273
504.926,0.0454501
504.972,0.0343099
505.015,0.0264131
505.057,0.0204765
505.1,0.0160045
505.142,0.0126723
505.184,0.010212
505.233,0.00819249
505.281,0.00678128
505.329,0.00579394
505.391,0.00494554
505.467,0.00428685
505.568,0.00376476
