28-Ni-58(n,elastic) ENDF/B-VII.1
360054.0,4.90556
360081.0,4.68141
360091.0,4.77538
360100.0,5.13998
360110.0,5.89455
360127.0,7.69992
360135.0,8.07063
360136.0,8.07595
360144.0,7.82956
360167.0,5.93878
360176.0,5.42806
360185.0,5.13108
360207.0,4.83713
360291.0,4.56089
360480.0,4.40691
360532.0,4.49734
360557.0,4.75497
360568.0,5.0878
360576.0,5.48976
360586.0,6.33031
360595.0,7.66924
360617.0,11.7365
360626.0,12.7357
360630.0,12.8503
360636.0,12.5633
360646.0,11.2907
360664.0,8.31429
360674.0,7.13397
360683.0,6.34883
360695.0,5.77766
360711.0,5.34429
360739.0,4.98835
360792.0,4.72418
360949.0,4.50453
361820.0,4.27249
363285.0,4.08053
363385.0,4.15533
363406.0,4.3553
363416.0,4.67807
363426.0,5.32132
363436.0,6.43887
363450.0,8.07823
363458.0,8.60048
363461.0,8.62844
363466.0,8.46763
363476.0,7.6349
363491.0,5.78057
363499.0,5.13182
363505.0,4.79219
363518.0,4.40872
363530.0,4.25875
363593.0,4.09906
364216.0,3.96911
364309.0,4.05258
364324.0,4.24363
364334.0,4.58751
364342.0,5.19869
364350.0,6.12986
364365.0,8.15127
364373.0,8.72215
364376.0,8.7535
364383.0,8.47353
364391.0,7.47675
364405.0,5.67655
364412.0,4.95106
364418.0,4.5885
364427.0,4.26196
364436.0,4.11302
364477.0,3.96735
365142.0,3.8033
365224.0,3.84233
365271.0,4.00973
365291.0,4.24098
365304.0,4.58712
365316.0,5.14524
365325.0,5.90646
365333.0,7.06336
365345.0,9.12381
365360.0,11.996
365369.0,12.9718
365373.0,13.0688
365381.0,12.6085
365393.0,10.8953
365409.0,8.06138
365420.0,6.66368
365431.0,5.77868
365445.0,5.163
365462.0,4.74114
365487.0,4.41575
365528.0,4.18085
365599.0,4.00446
365870.0,3.80545
366793.0,3.4315
367101.0,3.16971
367248.0,2.94518
367377.0,2.62077
367466.0,2.23957
367523.0,1.87429
367568.0,1.45526
367602.0,1.05189
367648.0,0.42019
367657.0,0.310343
367664.0,0.254548
367668.0,0.226008
367673.0,0.212207
367675.0,0.211469
367678.0,0.21763
367682.0,0.235753
367686.0,0.271054
367690.0,0.324632
367694.0,0.402163
367698.0,0.513393
367703.0,0.685692
367709.0,0.928172
367715.0,1.27713
367723.0,1.80683
367734.0,2.75735
367762.0,5.24933
367777.0,6.2674
367794.0,6.95478
367813.0,7.23161
367817.0,7.23757
367855.0,6.92257
367928.0,6.1249
367932.0,6.11699
367950.0,6.30643
367973.0,6.82006
367974.0,6.82279
367987.0,6.57356
368010.0,5.72845
368029.0,5.41572
368125.0,5.00471
368305.0,4.61821
368630.0,4.29338
369391.0,3.98762
370001.0,3.86456
370048.0,3.92203
370064.0,4.14273
370075.0,4.56289
370099.0,6.12108
370106.0,6.30081
370114.0,6.13666
370129.0,5.12909
370142.0,4.40671
370153.0,4.07579
370174.0,3.89631
370520.0,3.77276
370860.0,3.72785
370997.0,3.77242
371066.0,3.93192
371103.0,4.20287
371124.0,4.55502
371141.0,5.12559
371151.0,5.70522
371164.0,6.76209
371175.0,8.21007
371191.0,11.2065
371205.0,13.6805
371215.0,14.6483
371220.0,14.7525
371229.0,14.2503
371243.0,12.3435
371263.0,8.98615
371274.0,7.70477
371287.0,6.53311
371305.0,5.65856
371326.0,5.07003
371359.0,4.58421
371421.0,4.20329
371518.0,3.9754
371789.0,3.78703
373337.0,3.55203
373976.0,3.47152
374005.0,3.55123
374027.0,3.92775
374042.0,4.13309
374043.0,4.13358
374055.0,4.01796
374075.0,3.66169
374096.0,3.5277
376076.0,3.30613
376162.0,3.30228
376264.0,3.36064
376280.0,3.46581
376290.0,3.65689
376300.0,4.03039
376308.0,4.66333
376327.0,6.53331
376336.0,7.05183
376339.0,7.0895
376347.0,6.80378
376358.0,5.7477
376370.0,4.56519
376379.0,3.98207
376386.0,3.71473
376396.0,3.50891
376412.0,3.38637
376520.0,3.27892
376708.0,3.24537
376758.0,3.28859
376868.0,3.22437
376974.0,3.26229
377029.0,3.41491
377051.0,3.62169
377065.0,3.91228
377077.0,4.37675
377087.0,5.02359
377096.0,5.89827
377106.0,7.41281
377126.0,11.299
377135.0,12.3626
377141.0,12.5747
377148.0,12.312
377158.0,11.0807
377178.0,7.72772
377187.0,6.47604
377197.0,5.60193
377207.0,5.02119
377221.0,4.49104
377240.0,4.10704
377270.0,3.8083
377317.0,3.59644
377390.0,3.45331
377661.0,3.30558
378164.0,3.25109
378544.0,3.32508
378675.0,3.46675
378758.0,3.70517
378810.0,4.03912
378841.0,4.40029
378867.0,4.89729
378887.0,5.53489
378905.0,6.40715
378920.0,7.54953
378935.0,9.16526
378949.0,11.4476
378968.0,15.4638
378985.0,19.2893
378996.0,20.6974
379003.0,20.9783
379015.0,20.183
379027.0,18.0563
379054.0,12.0009
379069.0,9.649
379082.0,8.00852
379096.0,6.86728
379111.0,6.01964
379131.0,5.25029
379162.0,4.57386
379197.0,4.15041
379240.0,3.86271
379308.0,3.64161
379423.0,3.5368
379545.0,3.62971
379632.0,3.86414
379705.0,4.28581
379760.0,4.89937
379802.0,5.66731
379844.0,6.83121
379911.0,9.29476
379945.0,9.9734
379950.0,9.99414
379974.0,9.78415
380015.0,8.55222
380071.0,6.68143
380108.0,5.77065
380152.0,5.03476
380210.0,4.42022
380283.0,3.97583
380399.0,3.60562
380596.0,3.32891
381014.0,3.11722
382501.0,2.8849
384422.0,2.69451
384470.0,2.70938
384491.0,2.81144
384501.0,3.00691
384510.0,3.35045
384518.0,3.91872
384534.0,5.2358
384542.0,5.60085
384544.0,5.61959
384552.0,5.39423
384564.0,4.49695
384575.0,3.64468
384582.0,3.28375
384592.0,2.94919
384603.0,2.79927
384635.0,2.71449
385766.0,2.56311
389482.0,2.11836
389944.0,2.03085
389970.0,2.07596
389980.0,2.18088
389989.0,2.40662
389996.0,2.74363
390005.0,3.33856
390019.0,4.46532
390027.0,4.83276
390030.0,4.86979
390037.0,4.73371
390045.0,4.22025
390061.0,3.07057
390070.0,2.62537
390079.0,2.37806
390092.0,2.21835
390117.0,2.12651
390240.0,2.04076
391515.0,1.77275
391550.0,1.82464
391570.0,1.86983
391605.0,1.77295
391724.0,1.72201
392650.0,1.44817
393267.0,1.17955
393678.0,0.924914
393970.0,0.684532
394192.0,0.456731
394460.0,0.150719
394518.0,0.0925179
394554.0,0.0625535
394580.0,0.044041
394600.0,0.0335513
394615.0,0.0273778
394625.0,0.0241987
394638.0,0.0219035
394649.0,0.0213856
394659.0,0.0221841
394669.0,0.0243535
394679.0,0.0280171
394692.0,0.0345081
394703.0,0.0430892
394717.0,0.0563292
394731.0,0.0743168
394746.0,0.0993086
394763.0,0.134505
394782.0,0.183508
394803.0,0.251089
394826.0,0.347542
394850.0,0.476629
394876.0,0.647748
394904.0,0.881207
394934.0,1.20331
394967.0,1.64751
394994.0,2.11178
395012.0,2.52814
395025.0,2.96849
395034.0,3.50515
395042.0,4.14239
395051.0,5.17661
395068.0,7.55901
395077.0,8.19419
395081.0,8.27362
395090.0,7.94489
395113.0,5.87643
395120.0,5.52847
395129.0,5.26734
395138.0,5.22639
395168.0,5.61642
395232.0,6.82964
395257.0,7.62713
395269.0,8.35798
395282.0,9.64187
395292.0,11.3858
395307.0,15.1152
395319.0,17.8393
395329.0,18.9668
395331.0,19.0037
395340.0,18.3082
395352.0,15.7563
395368.0,11.7802
395378.0,10.0201
395389.0,8.89128
395401.0,8.10035
395423.0,7.41965
395469.0,6.79386
395565.0,6.17941
395571.0,6.17472
395592.0,6.36843
395606.0,6.86137
395627.0,7.90932
395634.0,7.98912
395645.0,7.68155
395672.0,6.05453
395688.0,5.56719
395713.0,5.2961
395834.0,4.75068
396075.0,4.04604
396366.0,3.51523
396677.0,3.1828
396884.0,3.09102
397026.0,3.15591
397117.0,3.35384
397165.0,3.59019
397214.0,4.03797
397246.0,4.57561
397275.0,5.35354
397295.0,6.20898
397316.0,7.51086
397338.0,9.45823
397378.0,14.1408
397398.0,15.5477
397405.0,15.7046
397424.0,15.103
397451.0,12.5896
397482.0,9.6589
397503.0,8.24755
397531.0,7.09167
397558.0,6.4453
397596.0,6.07048
397613.0,6.04427
397658.0,6.29859
397704.0,6.9752
397812.0,9.29979
397845.0,9.55446
397874.0,9.37978
397930.0,8.25599
398016.0,6.17256
398074.0,5.17503
398129.0,4.51171
398203.0,3.91652
398295.0,3.44641
398405.0,3.09559
398552.0,2.80674
398789.0,2.53271
399246.0,2.24382
400128.0,1.93505
400508.0,1.85011
400575.0,1.8917
400591.0,1.98121
400601.0,2.15047
400608.0,2.3896
400616.0,2.77604
400625.0,3.48875
400638.0,4.68856
400646.0,5.10849
400650.0,5.18054
400656.0,5.03514
400664.0,4.51186
400681.0,3.01572
400689.0,2.50752
400697.0,2.19171
400705.0,2.01824
400719.0,1.89432
400752.0,1.81747
401043.0,1.71296
401050.0,1.7121
401082.0,1.75583
401110.0,1.85704
401156.0,1.70393
402434.0,1.4289
405797.0,0.806642
405846.0,0.828515
405866.0,0.870696
405878.0,0.936035
405887.0,1.04514
405894.0,1.18934
405900.0,1.38025
405905.0,1.67128
405911.0,2.10329
405918.0,2.75604
405926.0,3.84271
405939.0,5.47201
405946.0,6.09607
405951.0,6.28179
405957.0,6.13122
405965.0,5.44451
405984.0,3.1347
405991.0,2.44737
405998.0,1.96866
406005.0,1.66306
406011.0,1.45703
406020.0,1.27729
406032.0,1.14679
406050.0,1.03541
406083.0,0.93948
406142.0,0.86623
406262.0,0.805546
406487.0,0.757482
406588.0,0.75036
406725.0,0.773258
406776.0,0.807619
406827.0,0.882441
406857.0,0.970529
406880.0,1.0819
406898.0,1.22194
406916.0,1.43744
406929.0,1.68294
406940.0,2.00426
406950.0,2.4393
406958.0,2.96502
406967.0,3.73938
406976.0,4.76978
406988.0,6.55513
407005.0,9.16802
407013.0,10.0481
407020.0,10.2803
407028.0,10.0121
407038.0,8.92317
407062.0,5.03367
407072.0,3.84191
407081.0,3.04964
407090.0,2.48014
407099.0,2.06232
407110.0,1.7145
407123.0,1.44806
407139.0,1.22983
407159.0,1.0534
407182.0,0.928779
407212.0,0.827078
407260.0,0.732271
407343.0,0.649854
407477.0,0.583582
407795.0,0.498921
408158.0,0.420917
408177.0,0.430485
408186.0,0.458916
408194.0,0.521135
408202.0,0.620009
408221.0,0.945134
408228.0,1.01905
408231.0,1.02532
408238.0,0.993953
408246.0,0.877626
408261.0,0.627961
408269.0,0.535096
408276.0,0.481635
408283.0,0.451049
408295.0,0.42767
408339.0,0.41038
408362.0,0.40956
408393.0,0.420605
408409.0,0.443644
408419.0,0.47517
408427.0,0.527558
408432.0,0.592545
408438.0,0.69099
408442.0,0.819721
408447.0,1.00172
408452.0,1.28009
408458.0,1.68597
408466.0,2.39997
408477.0,3.5547
408484.0,4.01256
408490.0,4.20987
408491.0,4.21134
408496.0,4.08467
408502.0,3.73866
408513.0,2.73829
408522.0,1.8796
408528.0,1.41408
408534.0,1.11479
408539.0,0.922661
408545.0,0.765188
408551.0,0.662442
408556.0,0.603347
408562.0,0.550481
408576.0,0.491616
408597.0,0.443301
408638.0,0.401243
408727.0,0.36117
408914.0,0.316465
409101.0,0.286481
409191.0,0.280466
409269.0,0.289557
409313.0,0.30958
409349.0,0.343986
409376.0,0.391856
409395.0,0.444557
409413.0,0.524664
409430.0,0.63178
409443.0,0.760558
409455.0,0.91779
409466.0,1.13986
409476.0,1.41185
409486.0,1.77324
409496.0,2.26713
409508.0,3.01489
409535.0,5.05662
409546.0,5.55419
409552.0,5.65499
409563.0,5.46608
409577.0,4.7664
409603.0,3.03075
409615.0,2.3849
409629.0,1.89345
409642.0,1.54412
409656.0,1.27932
409670.0,1.08983
409688.0,0.912001
409712.0,0.763362
409734.0,0.668694
409766.0,0.577883
409805.0,0.512008
409837.0,0.487178
409853.0,0.484115
409881.0,0.499777
409900.0,0.534044
409915.0,0.582968
409926.0,0.651272
409936.0,0.740007
409945.0,0.872815
409952.0,1.03924
409959.0,1.25475
409965.0,1.54519
409970.0,1.89141
409975.0,2.40337
409980.0,3.06335
409987.0,4.14264
409997.0,6.12858
410008.0,8.4322
410014.0,9.31595
410021.0,9.75202
410021.0,9.75395
410027.0,9.53291
410034.0,8.61109
410046.0,6.19429
410056.0,4.15971
410062.0,3.11136
410068.0,2.45061
410073.0,1.93496
410078.0,1.55596
410084.0,1.28116
410090.0,1.06332
410097.0,0.895636
410105.0,0.75244
410113.0,0.65389
410126.0,0.55609
410141.0,0.476167
410162.0,0.405306
410181.0,0.362815
410211.0,0.319894
410255.0,0.27863
410316.0,0.243498
410416.0,0.207261
410543.0,0.17643
410726.0,0.144331
410981.0,0.110278
411261.0,0.0804953
411270.0,0.0823808
411276.0,0.0871969
411281.0,0.0944385
411287.0,0.10899
411291.0,0.128902
411297.0,0.161926
411304.0,0.21627
411316.0,0.316312
411323.0,0.353384
411327.0,0.360819
411333.0,0.346122
411341.0,0.297539
411354.0,0.185443
411361.0,0.142977
411366.0,0.119187
411370.0,0.102454
411375.0,0.0914079
411383.0,0.0821023
411390.0,0.077699
411400.0,0.0749796
411468.0,0.0677025
411644.0,0.0558635
411830.0,0.0471088
411960.0,0.0429748
412097.0,0.040762
412156.0,0.0404975
412299.0,0.0418992
412417.0,0.0455069
412534.0,0.0519212
412651.0,0.0620586
412749.0,0.0745089
412847.0,0.0922259
412925.0,0.11234
412998.0,0.138598
413062.0,0.170929
413117.0,0.20976
413162.0,0.254493
413207.0,0.314732
413243.0,0.384048
413278.0,0.477541
413310.0,0.595214
413336.0,0.734658
413360.0,0.906626
413382.0,1.12923
413400.0,1.38568
413418.0,1.73954
413434.0,2.15842
413448.0,2.67993
413463.0,3.4075
413477.0,4.40459
413492.0,5.74044
413513.0,8.18647
413530.0,10.287
413545.0,11.4969
413554.0,11.705
413565.0,11.4158
413579.0,10.1631
413614.0,6.10683
413629.0,4.74955
413643.0,3.72476
413659.0,2.94258
413674.0,2.36493
413692.0,1.8912
413710.0,1.54681
413732.0,1.25372
413755.0,1.03729
413779.0,0.873063
413808.0,0.733853
413846.0,0.608882
413885.0,0.522749
413932.0,0.454675
413984.0,0.406241
414057.0,0.367191
414161.0,0.34385
414229.0,0.340613
414385.0,0.353714
414610.0,0.403311
414679.0,0.432318
414692.0,0.4605
414699.0,0.498254
414705.0,0.556081
414710.0,0.651051
414716.0,0.785575
414721.0,0.981929
414730.0,1.36486
414741.0,1.86747
414747.0,2.05079
414751.0,2.08991
414757.0,2.02285
414763.0,1.82287
414780.0,1.05635
414786.0,0.844404
414791.0,0.717422
414798.0,0.612415
414805.0,0.544202
414813.0,0.51339
414828.0,0.496286
414838.0,0.495133
414947.0,0.528564
415188.0,0.647007
415388.0,0.781624
415548.0,0.931175
415682.0,1.11609
415774.0,1.30229
415857.0,1.55344
415922.0,1.84703
415974.0,2.19264
416019.0,2.61522
416061.0,3.18388
416101.0,3.95235
416135.0,4.8756
416169.0,6.10625
416203.0,7.82405
416282.0,12.6582
416306.0,13.6404
416327.0,13.943
416351.0,13.6091
416393.0,11.8492
416464.0,8.2764
416505.0,6.76306
416550.0,5.61487
416603.0,4.69131
416664.0,4.01557
416735.0,3.53389
416824.0,3.18865
416930.0,2.9782
417107.0,2.87276
417366.0,2.96316
417767.0,3.34706
418427.0,4.27169
419559.0,6.0512
420031.0,6.44571
420125.0,6.47082
420510.0,6.25303
420552.0,6.39425
420572.0,6.75009
420587.0,7.47665
420599.0,8.59468
420613.0,10.5957
420629.0,13.1644
420640.0,14.1288
420643.0,14.1935
420652.0,13.8633
420666.0,12.1468
420684.0,9.58376
420696.0,8.45607
420712.0,7.55597
420736.0,6.88765
420775.0,6.38075
420894.0,5.70897
421518.0,3.01191
421784.0,1.89663
421937.0,1.3434
422070.0,0.944232
422184.0,0.665345
422270.0,0.495829
422346.0,0.372934
422417.0,0.279329
422482.0,0.215135
422539.0,0.172267
422593.0,0.143068
422641.0,0.126681
422679.0,0.119291
422717.0,0.116951
422781.0,0.123315
422835.0,0.137914
422900.0,0.166725
422984.0,0.219735
423079.0,0.298049
423203.0,0.425962
423364.0,0.627687
423631.0,1.01954
425278.0,3.74281
425322.0,3.90347
425340.0,4.08997
425352.0,4.40952
425362.0,4.89348
425385.0,6.5354
425395.0,6.83084
425404.0,6.61065
425419.0,5.5436
425429.0,4.79927
425440.0,4.24888
425450.0,4.02752
425473.0,3.91263
425867.0,4.51057
425898.0,4.68775
425914.0,4.97855
425928.0,5.56082
425954.0,7.21705
425964.0,7.45797
425975.0,7.23694
426001.0,5.7703
426012.0,5.35025
426028.0,5.06616
426068.0,4.91928
426211.0,5.08114
426405.0,5.59831
426510.0,6.20264
426573.0,6.92229
426616.0,7.76418
426647.0,8.76356
426679.0,10.2855
426713.0,12.6906
426754.0,16.179
426777.0,17.3227
426785.0,17.4246
426803.0,17.0412
426832.0,15.0499
426876.0,11.6229
426908.0,9.82574
426945.0,8.53378
426993.0,7.6143
427050.0,7.03942
427164.0,6.60224
427291.0,6.50673
427468.0,6.55049
427586.0,6.38755
427641.0,6.03015
427686.0,5.38162
427721.0,4.56203
427755.0,3.41833
427804.0,1.52682
427820.0,1.03635
427831.0,0.735844
427840.0,0.549196
427848.0,0.424071
427854.0,0.344681
427861.0,0.285293
427867.0,0.250767
427873.0,0.236738
427874.0,0.23612
427880.0,0.242925
427887.0,0.270881
427895.0,0.325724
427905.0,0.416825
427919.0,0.586101
427941.0,0.932667
428007.0,1.98898
428058.0,2.66618
428123.0,3.31112
428199.0,3.84172
428336.0,4.44305
428550.0,4.95397
428634.0,5.11328
428650.0,5.31056
428661.0,5.67466
428679.0,6.80281
428692.0,7.48732
428698.0,7.57682
428708.0,7.30012
428732.0,5.98976
428743.0,5.62745
428767.0,5.41252
428795.0,5.39098
429568.0,5.9775
429677.0,6.25393
429728.0,6.63905
429762.0,7.27799
429783.0,8.11769
429796.0,9.12119
429810.0,10.7438
429822.0,12.8845
429845.0,17.7542
429857.0,19.2388
429861.0,19.3775
429872.0,18.6924
429885.0,16.3816
429907.0,11.7664
429921.0,9.81146
429934.0,8.57402
429948.0,7.81673
429962.0,7.34174
429989.0,6.81547
430035.0,6.43556
430132.0,6.19362
430377.0,6.11455
431721.0,6.23879
431740.0,6.46485
431774.0,7.50472
431778.0,7.52734
431790.0,7.30704
431815.0,6.49637
431824.0,6.35544
431898.0,6.23271
431999.0,6.22834
432658.0,6.30563
432829.0,6.54366
432890.0,6.82206
432933.0,7.23955
432962.0,7.74904
432991.0,8.64015
433013.0,9.75847
433034.0,11.4723
433082.0,16.5906
433100.0,17.4765
433102.0,17.4883
433119.0,16.9136
433149.0,14.02
433180.0,11.2703
433207.0,9.70792
433235.0,8.68177
433272.0,7.93488
433329.0,7.31373
433445.0,6.8131
433688.0,6.51565
433966.0,6.44322
434400.0,6.62674
434556.0,6.9271
434675.0,7.47894
434696.0,7.90002
434730.0,9.33505
434736.0,9.39676
434754.0,9.03194
434775.0,8.55329
434782.0,8.53093
434835.0,9.15401
434975.0,11.8595
435030.0,12.2948
435089.0,11.8296
435244.0,9.21745
435352.0,8.10577
435469.0,7.46056
435641.0,7.09687
435656.0,7.09577
435736.0,7.26835
435783.0,7.74444
435810.0,8.41602
435829.0,9.41454
435845.0,10.8381
435858.0,12.7924
435890.0,19.1522
435903.0,20.5312
435907.0,20.6018
435919.0,19.787
435934.0,17.1057
435956.0,12.6616
435971.0,10.6194
435987.0,9.27424
436006.0,8.30203
436037.0,7.52016
436079.0,7.04373
436165.0,6.67866
436272.0,6.56675
436361.0,6.67994
436420.0,6.99795
436464.0,7.60578
436494.0,8.44564
436520.0,9.77747
436542.0,11.6292
436587.0,16.4159
436605.0,17.3362
436607.0,17.3473
436623.0,16.8804
436653.0,14.3023
436681.0,11.7722
436708.0,10.1271
436738.0,9.00165
436775.0,8.17067
436834.0,7.466
436946.0,6.88988
437171.0,6.49123
437905.0,6.1426
438697.0,6.01048
438983.0,6.1597
439065.0,6.499
439103.0,6.94482
439131.0,7.67739
439150.0,8.60618
439167.0,10.002
439186.0,12.33
439208.0,15.0983
439221.0,15.8759
439224.0,15.9015
439236.0,15.4239
439255.0,13.315
439276.0,10.6758
439295.0,9.01488
439314.0,7.99972
439342.0,7.17468
439389.0,6.57417
439406.0,6.48672
439423.0,6.56996
439459.0,7.48321
439461.0,7.48924
439473.0,7.27319
439499.0,6.41199
439520.0,6.14103
439737.0,5.9124
441704.0,5.51867
441728.0,5.5854
441748.0,5.98567
441771.0,6.57458
441774.0,6.59435
441790.0,6.33724
441816.0,5.73557
441857.0,5.57451
443414.0,5.32595
443458.0,5.3931
443479.0,5.73091
443501.0,6.11987
443503.0,6.12366
443518.0,5.92312
443542.0,5.43799
443579.0,5.30237
444856.0,5.136
444927.0,5.22699
444943.0,5.48632
444972.0,6.49934
444978.0,6.54126
444991.0,6.26269
445015.0,5.39226
445030.0,5.16175
445161.0,5.08006
446091.0,4.99012
446490.0,5.08821
446628.0,5.2948
446713.0,5.63884
446772.0,6.17345
446816.0,6.99539
446845.0,7.99656
446870.0,9.38118
446890.0,11.0899
446910.0,13.5108
446950.0,19.6808
446966.0,20.9943
446972.0,21.1052
446984.0,20.6557
447005.0,18.2499
447040.0,13.0488
447060.0,10.8293
447082.0,9.1223
447108.0,7.87149
447130.0,7.1684
447174.0,6.31662
447218.0,5.84468
447297.0,5.39914
447429.0,5.0763
447764.0,4.79967
451543.0,3.77529
451747.0,3.87376
451847.0,4.08141
451918.0,4.42525
451965.0,4.85926
452001.0,5.3921
452036.0,6.23375
452066.0,7.30971
452095.0,8.80968
452140.0,12.0451
452171.0,14.0587
452194.0,14.6108
452213.0,14.2805
452240.0,12.8554
452293.0,9.36743
452322.0,7.93591
452354.0,6.7991
452390.0,5.9282
452437.0,5.16729
452496.0,4.57582
452591.0,4.02729
452722.0,3.60527
452985.0,3.11476
453705.0,2.06983
454085.0,1.38868
454544.0,0.449139
454636.0,0.286475
454701.0,0.189261
454746.0,0.134995
454781.0,0.100506
454808.0,0.0804044
454834.0,0.0657173
454853.0,0.0589704
454872.0,0.0551151
454881.0,0.0544235
454899.0,0.0554328
454918.0,0.0595694
454936.0,0.0670413
454954.0,0.0783502
454967.0,0.0906772
454976.0,0.103422
454983.0,0.118831
454989.0,0.139222
454993.0,0.163095
454997.0,0.196721
455002.0,0.243461
455006.0,0.306526
455011.0,0.406091
455017.0,0.548479
455028.0,0.871959
455036.0,1.12636
455043.0,1.26582
455049.0,1.30695
455056.0,1.26293
455064.0,1.11549
455080.0,0.744824
455086.0,0.631999
455093.0,0.546672
455101.0,0.499779
455110.0,0.481215
455113.0,0.480351
455130.0,0.502988
455165.0,0.600793
455221.0,0.814348
455295.0,1.17001
455380.0,1.66601
455430.0,2.02565
455454.0,2.2868
455468.0,2.51919
455480.0,2.88214
455490.0,3.3494
455498.0,3.91095
455507.0,4.90766
455531.0,8.15091
455538.0,8.84979
455547.0,9.14302
455555.0,8.7935
455569.0,7.41594
455584.0,5.73899
455596.0,4.8791
455605.0,4.43883
455619.0,4.10059
455637.0,3.92666
455652.0,3.88736
455707.0,3.99525
455938.0,4.90858
456166.0,5.51219
456495.0,5.88907
456803.0,5.96089
457184.0,5.92669
457338.0,6.00839
457404.0,6.25178
457438.0,6.64104
457455.0,7.10165
457473.0,8.01875
457485.0,9.11713
457497.0,10.7931
457525.0,16.1657
457535.0,17.2856
457540.0,17.4911
457550.0,16.9077
457563.0,14.9858
457585.0,10.7713
457597.0,9.18897
457609.0,8.1441
457626.0,7.2437
457644.0,6.76411
457679.0,6.31009
457749.0,5.96636
457946.0,5.69904
458732.0,5.39182
458807.0,5.38778
459104.0,5.53562
459252.0,5.90567
459345.0,6.47073
459417.0,7.33564
459474.0,8.54463
459523.0,10.1781
459583.0,13.0561
459635.0,15.5529
459673.0,16.3697
459677.0,16.38
459718.0,15.6844
459840.0,10.8053
459894.0,9.2955
459968.0,7.95747
460061.0,6.97588
460172.0,6.29743
460321.0,5.77302
460618.0,5.19921
461305.0,4.26267
461565.0,3.69191
461713.0,3.16464
461824.0,2.57842
461909.0,1.96386
461991.0,1.21811
462048.0,0.679123
462072.0,0.499271
462088.0,0.399044
462101.0,0.347176
462114.0,0.319993
462119.0,0.316964
462127.0,0.322484
462137.0,0.346233
462146.0,0.390034
462158.0,0.474781
462171.0,0.606531
462186.0,0.803737
462203.0,1.10058
462225.0,1.57143
462316.0,3.81445
462364.0,4.7234
462404.0,5.25972
462444.0,5.6201
462520.0,5.98184
462670.0,6.15927
462929.0,6.26827
463037.0,6.59087
463098.0,7.05599
463148.0,7.84862
463179.0,8.68188
463212.0,10.1324
463244.0,12.2797
463284.0,15.3772
463308.0,16.3126
463312.0,16.3347
463333.0,15.8402
463363.0,13.8129
463404.0,10.726
463433.0,9.26443
463463.0,8.20712
463503.0,7.32384
463554.0,6.68187
463634.0,6.13998
463796.0,5.67563
464118.0,5.3324
465329.0,4.86253
466050.0,4.63253
466096.0,4.73256
466110.0,4.9689
466121.0,5.35817
466131.0,6.08014
466147.0,7.75579
466159.0,8.97646
466168.0,9.41638
466170.0,9.42407
466178.0,9.17872
466192.0,7.98575
466208.0,6.51493
466220.0,5.76272
466235.0,5.30395
466259.0,5.02601
466301.0,4.85482
466489.0,4.66758
468757.0,3.90788
468883.0,3.96533
468973.0,4.16787
469018.0,4.40453
469063.0,4.84238
469097.0,5.41727
469129.0,6.31092
469158.0,7.58475
469188.0,9.50424
469230.0,12.7342
469254.0,13.9224
469266.0,14.1198
469291.0,13.5805
469336.0,10.8918
469372.0,8.83286
469409.0,7.32851
469443.0,6.38455
469488.0,5.53098
469544.0,4.83221
469625.0,4.17267
469803.0,3.18806
469964.0,2.29802
470074.0,1.54798
470175.0,0.795241
470206.0,0.606612
470227.0,0.513617
470241.0,0.472245
470254.0,0.45139
470261.0,0.449786
470275.0,0.466441
470289.0,0.512351
470303.0,0.590499
470317.0,0.703208
470334.0,0.894474
470354.0,1.1919
470381.0,1.67651
470437.0,2.94324
470495.0,4.16813
470545.0,4.95317
470607.0,5.56119
470683.0,5.8996
470782.0,6.0036
471702.0,5.24594
472900.0,4.80099
475413.0,4.40354
475522.0,4.4005
475799.0,4.47703
475898.0,4.68738
475946.0,5.01596
475973.0,5.47428
475994.0,6.18367
476008.0,7.03675
476020.0,8.21078
476034.0,10.1806
476060.0,14.8908
476072.0,16.0417
476076.0,16.1424
476087.0,15.5219
476101.0,13.4204
476123.0,9.60161
476135.0,8.03331
476147.0,6.95926
476161.0,6.17417
476178.0,5.58964
476206.0,5.09701
476253.0,4.73113
476353.0,4.47481
476608.0,4.34076
476695.0,4.33572
476937.0,4.44591
477045.0,4.70172
477110.0,5.11305
477153.0,5.67722
477186.0,6.39463
477222.0,7.61446
477260.0,8.99025
477286.0,9.42416
477288.0,9.43059
477312.0,9.1604
477390.0,6.74616
477426.0,5.99805
477469.0,5.43153
477534.0,4.96848
477663.0,4.57617
477940.0,4.31792
479013.0,4.09058
479475.0,4.05203
479708.0,4.13791
479777.0,4.36532
479802.0,4.60566
479820.0,4.97866
479836.0,5.59946
479846.0,6.32104
479856.0,7.42601
479868.0,9.21527
479890.0,13.2971
479900.0,14.4435
479905.0,14.6025
479914.0,14.1329
479927.0,12.2426
479946.0,8.70477
479956.0,7.30748
479967.0,6.33536
479977.0,5.6957
479992.0,5.12536
480012.0,4.74345
480039.0,4.47007
480098.0,4.23087
480211.0,4.08283
480968.0,3.91649
482546.0,3.76789
482658.0,3.83449
482678.0,3.98848
482689.0,4.2332
482700.0,4.68787
482716.0,5.80662
482730.0,6.66711
482738.0,6.8535
482747.0,6.63963
482763.0,5.58153
482775.0,4.75846
482785.0,4.33715
482798.0,4.02224
