28-Ni-58(n,elastic) ENDF/B-VII.1
617145.0,2.82982
617165.0,3.04044
617184.0,3.50367
617203.0,3.98072
617212.0,4.03777
617226.0,3.86579
617253.0,3.17347
617270.0,2.91904
617296.0,2.74973
617450.0,2.46269
617632.0,2.10665
617760.0,1.73723
617856.0,1.34983
617938.0,0.923865
618026.0,0.414248
618051.0,0.296161
618068.0,0.234029
618080.0,0.205326
618091.0,0.18943
618097.0,0.187043
618106.0,0.1924
618114.0,0.20594
618123.0,0.235661
618134.0,0.287703
618145.0,0.361133
618156.0,0.46956
618171.0,0.638826
618187.0,0.891853
618205.0,1.22779
618225.0,1.69412
618241.0,2.19931
618254.0,2.76613
618266.0,3.43707
618280.0,4.55792
618300.0,6.24384
618310.0,6.77808
618317.0,6.87759
618328.0,6.65724
618358.0,5.03989
618371.0,4.61349
618391.0,4.37672
618400.0,4.3539
618511.0,4.46771
619274.0,3.80313
620135.0,3.42337
621692.0,3.03525
621788.0,3.02768
621949.0,3.08677
622020.0,3.26494
622050.0,3.477
622071.0,3.78179
622088.0,4.25888
622103.0,4.92113
622115.0,5.82103
622130.0,7.36925
622155.0,10.536
622166.0,11.4336
622173.0,11.6228
622183.0,11.3587
622197.0,10.1287
622223.0,7.08125
622236.0,5.85883
622251.0,4.9803
622268.0,4.31157
622286.0,3.92147
622314.0,3.57445
622361.0,3.30157
622433.0,3.11912
622654.0,2.93508
623699.0,2.6855
624534.0,2.58898
624764.0,2.64109
624850.0,2.74895
624903.0,2.92477
624944.0,3.2151
624970.0,3.58718
624990.0,4.03246
625011.0,4.79659
625029.0,5.77447
625076.0,9.12879
625092.0,9.73795
625096.0,9.77372
625111.0,9.54531
625131.0,8.53932
625166.0,6.34911
625190.0,5.30803
625216.0,4.55348
625243.0,4.08876
625283.0,3.68135
625354.0,3.33982
625471.0,3.13772
625593.0,3.09177
625860.0,3.23136
626103.0,3.59763
626297.0,4.13707
626467.0,4.90609
626605.0,5.8383
626758.0,7.26561
626986.0,9.73623
627102.0,10.4017
627132.0,10.4355
627220.0,10.1758
627351.0,9.04286
627580.0,6.65439
627729.0,5.54229
627851.0,4.96464
627964.0,4.69701
628002.0,4.67302
628085.0,4.76555
628168.0,5.10035
628265.0,5.83438
628367.0,6.66745
628410.0,6.78954
628459.0,6.63415
628526.0,5.9836
628662.0,4.36907
628739.0,3.68088
628824.0,3.13712
628930.0,2.66711
629078.0,2.23754
629205.0,1.99644
629296.0,1.88996
629344.0,1.87082
629397.0,1.91568
629427.0,2.00663
629452.0,2.15591
629477.0,2.43183
629496.0,2.78798
629512.0,3.24588
629528.0,3.94739
629545.0,5.01845
629581.0,7.7777
629595.0,8.44866
629604.0,8.62105
629619.0,8.3664
629638.0,7.31845
629672.0,5.08974
629692.0,4.16349
629713.0,3.43803
629735.0,2.95403
629766.0,2.50834
629804.0,2.178
629849.0,1.92798
629908.0,1.71407
630014.0,1.47925
630168.0,1.26112
630635.0,0.763471
630744.0,0.610424
630819.0,0.470867
630877.0,0.349867
630895.0,0.329893
630898.0,0.32971
630907.0,0.337216
630915.0,0.356956
630924.0,0.403351
630931.0,0.468875
630938.0,0.563329
630946.0,0.698074
630953.0,0.886956
630961.0,1.15667
630972.0,1.59637
631004.0,3.26162
631018.0,3.71025
631028.0,3.86573
631034.0,3.87604
631049.0,3.69696
631094.0,2.7052
631115.0,2.37283
631140.0,2.09696
631165.0,1.91065
631214.0,1.6905
631264.0,1.5833
631324.0,1.54213
631388.0,1.57901
631453.0,1.70221
631519.0,1.93022
631574.0,2.22604
631628.0,2.66388
631662.0,3.10234
631680.0,3.47126
631696.0,4.04368
631710.0,4.82387
631724.0,5.96232
631749.0,8.45203
631762.0,9.17589
631768.0,9.26979
631779.0,9.04681
631819.0,6.69214
631840.0,6.00343
631862.0,5.68641
631996.0,4.85902
632170.0,3.42182
632252.0,2.92654
632345.0,2.54652
632412.0,2.37738
632509.0,2.2847
632574.0,2.33686
632639.0,2.51202
632700.0,2.84028
632751.0,3.32019
632795.0,3.94011
632830.0,4.66411
632866.0,5.73765
632894.0,6.8943
632918.0,8.36207
632938.0,10.1673
632958.0,12.6888
632987.0,16.6599
633005.0,18.0095
633013.0,18.1608
633032.0,17.6568
633194.0,8.61708
633236.0,6.78385
633279.0,5.38973
633324.0,4.32651
633374.0,3.50353
633427.0,2.87211
633489.0,2.34615
633555.0,1.95174
633631.0,1.62982
633726.0,1.34673
633828.0,1.13241
633964.0,0.934418
634100.0,0.798453
634282.0,0.675747
634464.0,0.597258
634691.0,0.541557
634933.0,0.51965
634993.0,0.518917
635245.0,0.532607
635434.0,0.568526
635510.0,0.614808
635548.0,0.666742
635577.0,0.744344
635597.0,0.833078
635612.0,0.934971
635626.0,1.08749
635640.0,1.29432
635651.0,1.54433
635662.0,1.89668
635672.0,2.34927
635684.0,3.04585
635698.0,4.16597
635725.0,6.45257
635737.0,7.14626
635748.0,7.33122
635758.0,7.15022
635774.0,6.32226
635805.0,4.23716
635823.0,3.38384
635840.0,2.81803
635860.0,2.36753
635879.0,2.09257
635904.0,1.85219
635942.0,1.63793
635994.0,1.48745
636072.0,1.40086
636112.0,1.39136
636201.0,1.43636
636268.0,1.54155
636317.0,1.69416
636349.0,1.87998
636375.0,2.13393
636394.0,2.44673
636411.0,2.87595
636425.0,3.41383
636439.0,4.17678
636459.0,5.66872
636479.0,7.16677
636493.0,7.67642
636497.0,7.70327
636508.0,7.45395
636522.0,6.58273
636551.0,4.15668
636564.0,3.29887
636577.0,2.74819
636587.0,2.40884
636600.0,2.12884
636618.0,1.8946
636635.0,1.75426
636670.0,1.6152
636718.0,1.56341
636784.0,1.62102
636833.0,1.76047
636866.0,1.93531
636891.0,2.14562
636915.0,2.47354
636938.0,2.95716
636958.0,3.58797
636976.0,4.43025
636998.0,5.75969
637037.0,8.522
637053.0,9.20696
637064.0,9.34457
637078.0,9.1411
637102.0,8.10389
637140.0,6.048
637169.0,4.9342
637198.0,4.20119
637231.0,3.6678
637264.0,3.3277
637313.0,3.01779
637365.0,2.83031
637480.0,2.65116
637612.0,2.60656
637979.0,2.73634
639549.0,3.6463
640101.0,3.93941
640226.0,4.13064
640284.0,4.36638
640326.0,4.74547
640352.0,5.21975
640373.0,5.89202
640391.0,6.8696
640410.0,8.38717
640450.0,12.9335
640462.0,13.7839
640469.0,13.9421
640481.0,13.639
640498.0,12.2605
640530.0,8.85492
640548.0,7.44932
640569.0,6.41041
640596.0,5.65658
640627.0,5.16138
640675.0,4.77736
640760.0,4.49462
640986.0,4.31282
641220.0,4.28921
642556.0,4.33487
643692.0,4.28662
643858.0,4.35667
643912.0,4.54944
643936.0,4.83534
643953.0,5.27306
643967.0,5.95751
643981.0,7.08656
644014.0,10.8176
644026.0,11.5618
644030.0,11.6173
644042.0,11.2206
644059.0,9.53919
644079.0,7.44158
644093.0,6.38092
644107.0,5.70815
644118.0,5.3662
644141.0,4.97073
644178.0,4.67278
644230.0,4.51923
644253.0,4.60158
644268.0,4.87256
644285.0,5.53684
644313.0,7.24292
644326.0,7.51805
644340.0,7.17362
644372.0,5.48124
644390.0,4.96094
644419.0,4.65973
644472.0,4.50385
644774.0,4.32504
645522.0,4.21146
645775.0,4.31454
645860.0,4.5255
645922.0,4.95449
645961.0,5.53838
645998.0,6.42901
646042.0,7.65254
646071.0,8.00091
646096.0,7.79692
646171.0,6.13689
646206.0,5.59321
646269.0,5.02112
646375.0,4.60867
646531.0,4.37157
647110.0,4.11097
648906.0,3.81512
649176.0,3.87008
649324.0,4.01188
649427.0,4.27014
649495.0,4.62762
649551.0,5.19606
649585.0,5.77234
649618.0,6.66641
649646.0,7.79213
649678.0,9.64278
649740.0,14.375
649758.0,15.22
649771.0,15.4344
649789.0,15.1569
649820.0,13.4199
649873.0,9.8595
649908.0,8.19525
649942.0,7.16651
649976.0,6.50437
650024.0,5.95868
650072.0,5.71007
650104.0,5.6633
650171.0,5.83558
650238.0,6.41634
650294.0,7.29903
650356.0,8.83144
650448.0,11.5205
650495.0,12.0862
650499.0,12.0901
650549.0,11.5949
650676.0,8.7188
650735.0,7.78464
650787.0,7.32789
650824.0,7.23876
650872.0,7.52565
650960.0,9.042
650975.0,9.11613
651002.0,8.83262
651052.0,7.3285
651094.0,6.12145
651133.0,5.3382
651172.0,4.8537
651192.0,4.75869
651215.0,4.89918
651231.0,5.262
651251.0,6.09807
651279.0,7.42086
651295.0,7.81289
651304.0,7.86665
651330.0,7.45447
651379.0,6.27153
651413.0,5.75263
651481.0,5.18206
651581.0,4.76817
651745.0,4.42408
652108.0,4.06182
652926.0,3.69841
653314.0,3.5695
653344.0,3.65837
653362.0,3.97263
653394.0,4.9933
653403.0,5.08005
653415.0,4.9236
653444.0,4.07807
653457.0,3.83861
653484.0,3.67186
653711.0,3.56649
653883.0,3.55496
654226.0,3.64244
654441.0,3.90457
654569.0,4.30817
654655.0,4.83333
654719.0,5.49237
654782.0,6.50019
654844.0,7.97948
654940.0,10.6665
654985.0,11.1541
655019.0,10.8877
655079.0,9.4584
655155.0,7.40536
655215.0,6.19364
655269.0,5.44152
655333.0,4.81967
655419.0,4.28496
655548.0,3.81612
655719.0,3.47286
656011.0,3.16177
656763.0,2.67152
656790.0,2.74065
656802.0,2.89106
656814.0,3.22069
656827.0,3.83622
656848.0,4.88831
656859.0,5.16335
656862.0,5.1728
656874.0,4.95276
656906.0,3.61638
656920.0,3.25269
656939.0,3.02227
656969.0,2.87928
657059.0,2.73432
658353.0,1.96319
658811.0,1.58832
659155.0,1.21601
659456.0,0.805554
659750.0,0.366991
659833.0,0.265187
659883.0,0.218575
659927.0,0.191001
659959.0,0.181389
659975.0,0.180283
660002.0,0.184948
660036.0,0.203958
660063.0,0.231268
660096.0,0.281188
660131.0,0.353868
660170.0,0.463933
660212.0,0.624117
660260.0,0.848261
660318.0,1.19512
660404.0,1.81769
660737.0,4.49999
660879.0,5.7062
661089.0,7.89609
661166.0,8.19172
661249.0,7.8776
661480.0,6.06315
661628.0,5.29299
661820.0,4.66384
662062.0,4.17279
662461.0,3.658
662868.0,3.28871
662944.0,3.28461
662962.0,3.45152
662995.0,3.98704
663001.0,4.01154
663016.0,3.88732
663045.0,3.37591
663066.0,3.20946
663253.0,3.02646
664587.0,2.23928
664818.0,2.15807
664871.0,2.20541
664889.0,2.30295
664903.0,2.51414
664914.0,2.83407
664929.0,3.48074
664944.0,4.24331
664956.0,4.57002
664960.0,4.59608
664968.0,4.49896
664980.0,4.05743
665000.0,3.0691
665012.0,2.66317
665026.0,2.39188
665045.0,2.24959
665082.0,2.1951
665155.0,2.25441
665209.0,2.38213
665266.0,2.65051
665306.0,2.98038
665347.0,3.51425
665381.0,4.22811
665413.0,5.18478
665455.0,6.89425
665502.0,8.86636
665529.0,9.43548
665536.0,9.46853
665557.0,9.30323
665590.0,8.40133
665660.0,5.99365
665703.0,4.88658
665752.0,4.04873
665809.0,3.40389
665881.0,2.8952
665968.0,2.5113
666100.0,2.1483
666289.0,1.8287
666583.0,1.50526
666993.0,1.18008
667270.0,1.03175
667371.0,1.01232
667471.0,1.0421
667540.0,1.12606
667588.0,1.24898
667627.0,1.41931
667660.0,1.65633
667686.0,1.93799
667712.0,2.35409
667734.0,2.85451
667757.0,3.60506
667780.0,4.63774
667827.0,7.13129
667848.0,7.83464
667857.0,7.9154
667876.0,7.65007
667898.0,6.76073
667943.0,4.40049
667967.0,3.42525
667989.0,2.761
668012.0,2.25424
668037.0,1.85733
668064.0,1.5489
668099.0,1.26837
668137.0,1.05109
668185.0,0.861421
668241.0,0.707435
668320.0,0.547705
668422.0,0.382577
668439.0,0.369082
668449.0,0.380163
668456.0,0.406545
668461.0,0.445573
668467.0,0.520293
668472.0,0.617941
668478.0,0.754426
668484.0,0.968946
668491.0,1.26642
668503.0,1.95783
668515.0,2.60542
668524.0,2.9012
668531.0,2.98188
668539.0,2.88642
668547.0,2.59385
668570.0,1.56019
668580.0,1.23654
668588.0,1.02794
668596.0,0.881847
668606.0,0.769256
668619.0,0.672058
668635.0,0.599236
668655.0,0.543672
668695.0,0.475798
668748.0,0.422587
668814.0,0.382141
668920.0,0.346216
669019.0,0.333107
669052.0,0.332146
669191.0,0.345827
669344.0,0.390333
669476.0,0.454163
669635.0,0.563086
669794.0,0.711402
669953.0,0.909798
670085.0,1.13328
670191.0,1.3836
670272.0,1.6617
670342.0,2.01382
670390.0,2.37198
670429.0,2.80173
670462.0,3.30804
670497.0,4.07156
670527.0,5.01582
670557.0,6.34371
670588.0,8.24232
670642.0,11.9252
670662.0,12.7855
670677.0,12.9844
670696.0,12.6492
670724.0,11.2807
670778.0,7.82541
670810.0,6.34643
670843.0,5.25419
670876.0,4.5142
670910.0,3.99411
670947.0,3.61762
670996.0,3.29627
671069.0,3.03357
671157.0,2.89633
671260.0,2.85308
671553.0,2.97099
672260.0,3.48852
672446.0,3.76891
672530.0,4.07308
672587.0,4.46478
672629.0,4.9684
672672.0,5.79914
672704.0,6.78443
672745.0,8.51912
672793.0,10.6609
672826.0,11.3672
672832.0,11.3874
672861.0,11.0375
672967.0,7.76553
673013.0,6.80657
673055.0,6.21322
673140.0,5.50799
673224.0,5.14478
673348.0,4.95266
673409.0,5.03943
673455.0,5.32339
673490.0,5.87855
673513.0,6.64096
673533.0,7.79811
673551.0,9.33964
673588.0,13.3707
673602.0,14.2611
673608.0,14.4127
673622.0,14.1297
673644.0,12.4197
673676.0,9.39634
673697.0,8.05024
673720.0,7.05142
673749.0,6.30757
673783.0,5.7974
673837.0,5.3778
673931.0,5.03857
674096.0,4.82664
674268.0,4.77192
674507.0,4.89611
674627.0,5.13717
674716.0,5.53796
674791.0,6.21994
674843.0,7.07933
674892.0,8.39423
674974.0,11.4016
675010.0,12.0321
675012.0,12.0359
675043.0,11.6493
675100.0,9.6467
675156.0,7.76019
675201.0,6.7573
675261.0,5.93297
675351.0,5.28019
675440.0,4.94443
675632.0,4.61018
676111.0,4.33157
677026.0,4.14472
677237.0,4.22712
677328.0,4.47178
677366.0,4.75637
677391.0,5.11334
677416.0,5.74228
677438.0,6.67362
677467.0,8.49583
677490.0,9.99651
677507.0,10.56
677510.0,10.5865
677524.0,10.3882
677544.0,9.46611
677582.0,7.12635
677608.0,6.11007
677633.0,5.48644
677670.0,4.96322
677721.0,4.61287
677781.0,4.39965
677912.0,4.19019
678388.0,3.9529
678460.0,4.02496
678489.0,4.20138
678507.0,4.48484
678524.0,5.08017
678538.0,5.93018
678567.0,8.1242
678581.0,8.69525
678585.0,8.7313
678596.0,8.53593
678614.0,7.47987
678637.0,6.00545
678655.0,5.28444
678672.0,4.86614
678700.0,4.52653
678750.0,4.27003
678877.0,4.06501
679545.0,3.82922
680333.0,3.68356
680479.0,3.76687
680520.0,3.91555
680552.0,4.235
680572.0,4.69073
680587.0,5.34052
680605.0,6.48465
680635.0,8.72466
680650.0,9.26848
680654.0,9.28367
680667.0,8.93595
680692.0,7.31314
680712.0,6.05163
680732.0,5.21513
680751.0,4.72487
680783.0,4.31522
680821.0,4.07679
680903.0,3.85307
681192.0,3.61919
681442.0,3.5197
681510.0,3.61234
681537.0,3.83266
681554.0,4.17882
681567.0,4.68856
681580.0,5.45781
681615.0,8.17357
681628.0,8.73059
681634.0,8.77934
681646.0,8.50049
681669.0,7.08948
681689.0,5.91981
681709.0,5.12636
681729.0,4.67486
681756.0,4.34609
681805.0,4.06185
681908.0,3.82928
682223.0,3.62598
684122.0,3.2864
686093.0,3.03632
686367.0,3.10827
686476.0,3.27346
686545.0,3.53625
686595.0,3.92617
686643.0,4.58417
686733.0,6.39933
686761.0,6.62662
686790.0,6.47169
686895.0,4.75131
686955.0,4.13618
687024.0,3.74202
687133.0,3.42018
687325.0,3.17667
687736.0,2.97966
689159.0,2.72711
689714.0,2.69225
690080.0,2.74017
690162.0,2.81445
690204.0,2.93297
690235.0,3.16985
690254.0,3.50852
690270.0,4.00379
690284.0,4.75307
690322.0,7.35807
690336.0,7.90155
690341.0,7.94074
690354.0,7.6707
690378.0,6.41098
690399.0,5.25936
690415.0,4.68509
690440.0,4.14592
690465.0,3.87833
690522.0,3.65527
690562.0,3.62876
690662.0,3.76153
690763.0,4.10057
690856.0,4.64004
690950.0,5.49286
691037.0,6.66805
691191.0,9.36247
691242.0,9.94395
691277.0,10.074
691335.0,9.74642
691421.0,8.40483
691540.0,6.32481
691627.0,5.2076
691726.0,4.32553
691843.0,3.6476
691960.0,3.20485
692148.0,2.75591
692382.0,2.42202
692476.0,2.37198
692520.0,2.45189
692543.0,2.61457
692562.0,2.91724
692580.0,3.41541
692614.0,4.65863
692629.0,4.92684
692631.0,4.9332
692645.0,4.78099
692672.0,3.94611
692694.0,3.27062
692717.0,2.86364
692748.0,2.59183
692785.0,2.44046
692853.0,2.35971
692902.0,2.43506
692930.0,2.5797
692952.0,2.78721
692974.0,3.14911
692992.0,3.64573
693006.0,4.25615
693025.0,5.33194
693064.0,8.19416
693082.0,9.044
693097.0,9.26196
693114.0,8.92766
693169.0,6.48627
693198.0,5.64854
693227.0,5.18314
693261.0,4.95108
693273.0,4.9315
693319.0,5.0867
693365.0,5.60503
693407.0,6.45816
693447.0,7.70123
693499.0,9.95822
693555.0,12.5725
693591.0,13.4361
693600.0,13.4747
693628.0,13.1071
693668.0,11.6492
693747.0,8.07447
693791.0,6.59685
693841.0,5.37536
693899.0,4.42616
693953.0,3.81234
694025.0,3.24374
694118.0,2.75134
694243.0,2.31019
694420.0,1.88043
694801.0,1.19299
695162.0,0.578515
695240.0,0.471542
695299.0,0.418841
695343.0,0.404905
695375.0,0.414308
695407.0,0.445105
695439.0,0.501388
695474.0,0.602731
695510.0,0.75195
695546.0,0.963235
695587.0,1.27363
695636.0,1.75297
695702.0,2.55929
695925.0,5.74011
696006.0,7.24162
696154.0,10.9083
696205.0,11.4849
696209.0,11.4913
696264.0,11.0385
696438.0,7.47927
696512.0,6.39668
696601.0,5.48391
696712.0,4.71156
696846.0,4.08424
697024.0,3.50703
697320.0,2.83653
697857.0,1.9044
697899.0,1.88207
697925.0,1.94962
697942.0,2.11467
697954.0,2.36038
697966.0,2.78274
697978.0,3.42299
698005.0,5.32874
698017.0,5.79297
698022.0,5.84815
698031.0,5.7156
698043.0,5.15075
698068.0,3.49808
698081.0,2.89557
698093.0,2.48323
698106.0,2.21357
698126.0,1.94554
698158.0,1.72517
698215.0,1.49486
698340.0,1.16724
698532.0,0.768635
698649.0,0.571515
698727.0,0.477209
698784.0,0.437892
698822.0,0.429649
698868.0,0.443143
698913.0,0.486012
698961.0,0.566875
699009.0,0.68779
699062.0,0.868443
699127.0,1.15827
699222.0,1.68672
699412.0,2.82921
699549.0,3.46766
699686.0,3.86964
699869.0,4.11207
700021.0,4.15953
700568.0,3.92757
700608.0,3.90313
700637.0,3.97561
700651.0,4.15311
700671.0,4.73339
700690.0,5.32939
700700.0,5.43732
700715.0,5.22361
700744.0,4.35866
700765.0,4.04673
700793.0,3.93019
701122.0,3.72608
701626.0,3.62223
701962.0,3.68909
702297.0,3.98387
702521.0,4.42569
702756.0,5.22386
703059.0,6.4723
703193.0,6.66754
703339.0,6.41531
703809.0,4.49015
704033.0,3.83548
704355.0,3.20111
704817.0,2.59286
705054.0,2.40703
705073.0,2.40509
705163.0,2.47023
705231.0,2.6678
705282.0,2.98304
705333.0,3.50447
705391.0,4.3971
705469.0,5.63015
705516.0,6.01242
705536.0,6.05016
705588.0,5.88861
705756.0,4.70025
705877.0,4.10059
706011.0,3.67666
706191.0,3.33334
706440.0,3.1032
706509.0,3.08985
706649.0,3.18481
706732.0,3.38799
706793.0,3.68868
706855.0,4.22157
706907.0,4.96044
706954.0,5.98444
707023.0,8.0816
707076.0,9.58743
707115.0,10.0866
707122.0,10.0977
707168.0,9.65831
707298.0,6.84795
707365.0,5.81139
707444.0,5.02725
707547.0,4.42153
707670.0,4.04379
707822.0,3.8939
707940.0,3.99427
708028.0,4.24288
708101.0,4.6325
708175.0,5.28976
708238.0,6.16885
708316.0,7.7799
708402.0,9.69752
708453.0,10.1491
708492.0,9.8926
708561.0,8.52423
708647.0,6.55677
708716.0,5.39355
708789.0,4.5516
708875.0,3.91258
708973.0,3.44694
709095.0,3.07912
709291.0,2.72892
709605.0,2.41529
710125.0,2.113
710453.0,2.01364
710586.0,2.05692
710663.0,2.17064
710727.0,2.39813
710766.0,2.65694
710804.0,3.0903
710836.0,3.67361
710864.0,4.4295
710896.0,5.65951
710952.0,8.19582
710978.0,8.8777
710990.0,8.97208
711011.0,8.78504
711048.0,7.70151
711105.0,5.74188
711142.0,4.81872
711181.0,4.15173
711232.0,3.55843
711283.0,3.1692
711360.0,2.79345
711473.0,2.46576
711627.0,2.20271
711956.0,1.86577
712169.0,1.71706
712177.0,1.71692
712208.0,1.73356
712244.0,1.82727
712264.0,1.95315
712283.0,2.18485
712302.0,2.56074
712323.0,3.21396
712356.0,4.3852
712372.0,4.7301
712382.0,4.79377
712396.0,4.69076
712430.0,3.94803
712461.0,3.26479
712493.0,2.80013
712532.0,2.46775
712584.0,2.20637
712689.0,1.89295
712694.0,1.88651
712712.0,1.92957
712723.0,2.06411
712735.0,2.35706
712763.0,3.30414
712774.0,3.5001
712776.0,3.5042
712787.0,3.39975
712808.0,2.81707
712822.0,2.43585
712833.0,2.22412
712852.0,2.02835
712884.0,1.88185
712952.0,1.69004
712959.0,1.68775
712972.0,1.73039
712984.0,1.86288
712998.0,2.15902
713021.0,2.74248
713034.0,2.88587
713035.0,2.88965
713048.0,2.80293
713082.0,2.26027
713107.0,2.04604
713153.0,1.89894
713245.0,1.77812
713540.0,1.60012
714054.0,1.41384
714246.0,1.38347
714367.0,1.41653
714444.0,1.51201
714495.0,1.66338
714529.0,1.85126
714555.0,2.10134
714579.0,2.45151
714599.0,2.93796
714616.0,3.49562
714632.0,4.28221
714648.0,5.35978
714669.0,7.24251
714695.0,9.5976
714709.0,10.416
714719.0,10.6362
714735.0,10.2363
714754.0,8.9682
714789.0,5.95334
714808.0,4.75235
714828.0,3.84962
714848.0,3.21715
714871.0,2.7167
714898.0,2.33542
714931.0,2.02281
714971.0,1.78022
715029.0,1.56193
715103.0,1.39006
715224.0,1.21927
715328.0,1.13089
715412.0,1.10165
715476.0,1.1375
715520.0,1.23593
715546.0,1.35673
715570.0,1.53778
715589.0,1.77346
715609.0,2.12888
715627.0,2.59073
715644.0,3.2359
715662.0,4.09161
715707.0,6.75767
715726.0,7.5072
715740.0,7.66778
715755.0,7.48182
715781.0,6.55428
715824.0,4.73394
715854.0,3.82077
715885.0,3.17937
715920.0,2.69032
715964.0,2.29297
716017.0,1.98778
716094.0,1.7108
716187.0,1.50624
716302.0,1.34466
716495.0,1.16873
716836.0,0.971619
717363.0,0.758074
718048.0,0.539074
718455.0,0.425826
718492.0,0.422845
718519.0,0.435988
718530.0,0.455631
718542.0,0.498542
718551.0,0.568902
718559.0,0.669089
718566.0,0.788568
718573.0,0.983257
718580.0,1.24136
718590.0,1.71093
718610.0,2.78073
718620.0,3.10034
718627.0,3.18339
718636.0,3.06886
718647.0,2.66428
718668.0,1.64206
718678.0,1.27199
718688.0,1.02972
718697.0,0.86129
718706.0,0.7521
718718.0,0.669188
718735.0,0.597707
718752.0,0.555587
718785.0,0.507912
718818.0,0.47974
718892.0,0.444103
719014.0,0.415196
719195.0,0.401963
719322.0,0.412419
719398.0,0.434074
719463.0,0.476455
719504.0,0.528718
719535.0,0.599284
719558.0,0.686703
719579.0,0.809458
719595.0,0.963529
719610.0,1.16948
719622.0,1.43309
719632.0,1.76167
719642.0,2.19237
719653.0,2.80426
719664.0,3.66674
719679.0,5.1389
719701.0,7.49043
719712.0,8.23614
719722.0,8.45041
719733.0,8.16455
719746.0,7.24823
719775.0,4.4783
719788.0,3.53437
719800.0,2.91272
719812.0,2.42487
719826.0,2.01724
719841.0,1.72573
719857.0,1.51482
719877.0,1.34149
719902.0,1.19103
719941.0,1.05931
719983.0,0.9819
720024.0,0.941674
720108.0,0.915861
720245.0,0.952557
720437.0,1.07751
720660.0,1.29138
720737.0,1.41986
720780.0,1.56585
720809.0,1.76189
720831.0,2.03546
720845.0,2.33273
720861.0,2.80794
720875.0,3.44718
720891.0,4.47094
720923.0,6.84535
720940.0,7.6193
720951.0,7.77227
720962.0,7.62153
720982.0,6.77307
721013.0,5.27315
721036.0,4.46073
721058.0,3.93532
721092.0,3.48093
721127.0,3.23908
721186.0,3.0484
721268.0,2.98612
721432.0,3.09205
722079.0,3.85338
722466.0,4.11063
722808.0,4.17597
722987.0,4.16182
723019.0,4.20918
723041.0,4.42975
723079.0,5.326
723088.0,5.39534
723106.0,5.17084
723130.0,4.57775
723150.0,4.30276
723191.0,4.17145
726024.0,2.74669
727574.0,2.15923
727970.0,2.05915
728059.0,2.11361
728084.0,2.21683
728102.0,2.42712
728114.0,2.7179
728126.0,3.19209
728153.0,4.53343
728165.0,4.84531
728168.0,4.86151
728178.0,4.73132
728192.0,4.1414
728214.0,3.02507
728223.0,2.67323
728236.0,2.35113
728249.0,2.17086
728277.0,2.02821
728327.0,1.95442
728738.0,1.79836
730343.0,1.39787
731050.0,1.28951
731171.0,1.28533
731464.0,1.32782
731607.0,1.40838
731823.0,1.65878
731839.0,1.77142
731852.0,1.99158
731866.0,2.39912
731894.0,3.51074
731908.0,3.83989
731923.0,3.96632
731957.0,4.03456
731987.0,4.40583
732022.0,5.22845
732100.0,7.66533
732129.0,8.05541
732131.0,8.05744
732148.0,7.93859
732177.0,7.18967
732250.0,4.35975
732281.0,3.41827
732314.0,2.72242
732348.0,2.20484
732385.0,1.82577
732427.0,1.527
732463.0,1.35591
732491.0,1.28201
732494.0,1.28091
732508.0,1.31071
732518.0,1.39363
732529.0,1.54302
732542.0,1.85885
732569.0,2.66082
732580.0,2.83285
732585.0,2.84837
732596.0,2.73492
732615.0,2.26741
732632.0,1.84585
732644.0,1.61046
732656.0,1.44781
732678.0,1.27622
732701.0,1.17899
732747.0,1.06978
732822.0,0.978045
732945.0,0.903388
733067.0,0.870639
733149.0,0.864976
733303.0,0.89176
733401.0,0.94336
733517.0,1.06242
733592.0,1.19616
733660.0,1.38889
733719.0,1.64658
733760.0,1.92779
733793.0,2.27396
733815.0,2.6215
733832.0,3.02023
733849.0,3.61716
733864.0,4.40572
733878.0,5.47277
733896.0,7.3109
733921.0,10.1045
733934.0,10.9968
733944.0,11.2149
733954.0,11.0092
733971.0,9.97179
733996.0,8.06665
734015.0,7.15215
734032.0,6.74557
734051.0,6.62855
734083.0,6.85802
734166.0,7.94082
734207.0,8.14457
734256.0,7.85813
734319.0,6.87919
734436.0,4.74667
734512.0,3.71646
734581.0,3.0293
734661.0,2.46489
734750.0,2.018
734840.0,1.69866
734968.0,1.37653
735118.0,1.11052
735239.0,0.939348
735263.0,0.918741
735282.0,0.941437
735293.0,1.0027
735302.0,1.1016
735313.0,1.28822
735328.0,1.67736
735345.0,2.13396
735356.0,2.27756
735359.0,2.28916
735369.0,2.23191
735383.0,1.9708
735404.0,1.49264
735418.0,1.27166
735431.0,1.1403
735447.0,1.0413
735474.0,0.952692
735523.0,0.86837
735613.0,0.77573
735776.0,0.667238
736042.0,0.542411
736416.0,0.413117
736777.0,0.314666
736929.0,0.286679
736963.0,0.285519
737017.0,0.295339
737049.0,0.315332
737078.0,0.353389
737101.0,0.408028
737120.0,0.48165
737136.0,0.58015
737150.0,0.708301
737161.0,0.856034
737173.0,1.06693
737183.0,1.33794
737194.0,1.70377
737206.0,2.25334
737220.0,3.08007
737249.0,5.12427
737264.0,5.80407
737275.0,6.01247
737277.0,6.01251
737290.0,5.77611
737306.0,5.05066
737337.0,3.3889
737353.0,2.70914
737369.0,2.21281
737385.0,1.87002
737406.0,1.56074
737430.0,1.31447
