94-Pu-241(n,total fission) ENDF/B-VII.1
101.785,21.3477
101.833,19.232
101.882,18.2375
101.914,18.0687
101.995,18.7406
102.191,22.0107
102.336,23.1417
102.354,23.1511
102.493,22.2369
102.65,19.554
102.954,13.208
103.062,11.5315
103.14,10.8057
103.179,10.705
103.238,11.0804
103.277,11.8194
103.32,13.224
103.367,15.5511
103.438,20.3444
103.517,25.8542
103.568,28.0186
103.596,28.3597
103.641,27.5062
103.69,24.6737
103.765,18.0573
103.838,11.4253
103.876,8.55377
103.91,6.58108
103.943,5.05132
103.975,3.93992
104.007,3.13259
104.04,2.56
104.071,2.17135
104.111,1.83107
104.159,1.5736
104.224,1.36462
104.321,1.176
104.459,1.01125
104.597,0.910142
104.749,0.847871
104.929,0.823846
105.166,0.855969
105.402,0.947656
105.703,1.14027
105.989,1.40484
106.292,1.78971
106.547,2.23139
106.782,2.78816
106.977,3.43293
107.12,4.08896
107.247,4.90414
107.357,5.92958
107.438,7.08404
107.505,8.54052
107.56,10.2556
107.61,12.49
107.66,15.5219
107.722,20.4712
107.849,32.3432
107.91,35.9472
107.948,36.5729
108.0,34.9834
108.056,30.4641
108.191,15.2853
108.234,11.4091
108.27,8.96326
108.303,7.38873
108.336,6.37093
108.364,5.88329
108.392,5.69449
108.432,5.84456
108.472,6.38319
108.523,7.50352
108.588,9.52808
108.654,12.3908
108.721,16.1527
108.802,21.9914
108.998,39.2784
109.06,43.0944
109.129,44.7566
109.193,43.5492
109.266,39.4274
109.451,24.8727
109.524,20.5742
109.593,17.7521
109.676,15.5783
110.035,9.13388
110.128,7.97443
110.18,7.57056
110.285,7.20774
110.457,6.92252
110.57,6.31773
110.72,4.93938
110.881,3.36258
110.984,2.56627
111.07,2.05841
111.164,1.6553
111.262,1.36
111.368,1.14942
111.452,1.03742
111.536,0.961839
111.667,0.895951
111.798,0.873351
112.023,0.896194
112.295,0.984266
112.491,1.09196
112.59,1.19887
112.653,1.33718
112.699,1.51617
112.737,1.75502
112.775,2.1198
112.81,2.60013
112.844,3.27068
112.881,4.23451
112.921,5.65399
112.969,7.83021
113.059,12.896
113.13,16.6665
113.184,18.4212
113.22,18.8398
113.261,18.543
113.327,16.5956
113.476,10.0566
113.535,8.09427
113.587,6.8655
113.65,5.91782
113.716,5.35413
113.787,5.0386
113.91,4.86425
113.937,4.86182
114.099,5.01724
114.288,5.5287
114.425,6.23752
114.523,7.10796
114.616,8.38252
114.779,11.2769
114.859,12.0532
114.879,12.0804
114.946,11.6329
115.031,10.1235
115.112,8.54534
115.168,7.81718
115.229,7.56273
115.29,7.86805
115.377,8.97716
115.511,10.8431
115.6,11.2954
115.7,10.8186
115.872,9.32108
115.956,9.07297
116.053,9.35118
116.158,10.2023
116.298,12.065
116.407,14.1879
116.517,17.1566
116.613,20.8289
116.696,25.1884
116.785,31.7035
116.881,41.3065
117.084,66.3451
117.15,71.7731
117.206,73.4243
117.273,71.0834
117.352,62.6718
117.555,30.4602
117.621,22.0533
117.676,16.5979
117.725,12.8141
117.775,9.93734
117.825,7.73955
117.873,6.20761
117.92,5.10485
117.978,4.12966
118.035,3.46342
118.094,3.01247
118.159,2.69807
118.237,2.50891
118.302,2.4672
118.379,2.52527
118.457,2.6895
118.553,3.05715
118.65,3.65511
118.755,4.62153
118.854,5.65298
118.933,6.21692
118.971,6.29677
119.038,6.05385
119.111,5.28229
119.238,3.52422
119.288,3.00424
119.345,2.64495
119.402,2.509
119.42,2.50614
119.491,2.62923
119.592,3.03049
119.727,3.78097
119.837,4.65596
119.93,5.74409
120.027,7.32169
120.252,11.7466
120.356,13.002
120.465,13.4223
120.681,13.1889
120.912,13.696
121.13,15.1435
121.283,16.896
121.407,19.3532
121.495,22.1202
121.58,26.1044
121.667,32.0597
121.745,39.6989
121.828,50.5993
121.924,67.3427
122.096,102.066
122.182,113.175
122.242,114.859
122.315,109.074
122.398,93.8507
122.566,55.6328
122.64,42.5734
122.707,33.8824
122.76,28.9756
122.808,25.9408
122.856,24.0913
122.907,23.3605
122.959,23.9352
123.01,25.8401
123.07,30.0028
123.142,37.3895
123.252,49.9181
123.307,53.7307
123.344,54.387
123.398,52.1194
123.456,45.847
123.599,24.0984
123.646,18.4682
123.686,14.9237
123.721,12.8067
123.754,11.4688
123.804,10.4009
123.866,10.0284
123.878,10.0218
123.973,10.1471
124.066,10.0444
124.199,9.22787
124.574,5.53777
124.727,4.39639
124.851,3.75185
124.955,3.40171
125.092,3.18416
125.137,3.17089
125.255,3.27009
125.373,3.55825
125.547,4.28532
126.097,6.86502
126.157,6.95824
126.237,6.73517
126.323,6.08103
126.474,4.6591
126.558,4.11784
126.641,3.86146
126.689,3.83375
126.786,4.00378
126.907,4.5553
127.047,5.56773
127.196,7.05369
127.375,9.41284
127.618,13.4946
128.017,20.3617
128.096,22.8225
128.153,26.0967
128.206,30.9933
128.257,37.8762
128.324,50.2574
128.44,74.9177
128.5,83.4209
128.544,85.6076
128.597,82.8077
128.65,74.6282
128.755,50.6052
128.824,35.145
128.875,26.3394
128.921,20.4086
128.961,16.5714
129.002,13.8651
129.046,11.8365
129.09,10.5297
129.134,9.71943
129.193,9.15051
129.267,8.97649
129.356,9.3293
129.44,10.1876
129.52,11.5515
129.602,13.6733
129.687,16.8341
129.78,21.615
129.945,31.6587
130.026,34.914
130.085,35.6398
130.184,33.9394
130.266,32.3916
130.319,33.5896
130.361,37.0236
130.401,43.0965
130.438,51.5712
130.483,65.6385
130.543,90.8268
130.654,143.233
130.708,160.905
130.764,168.092
130.766,168.093
130.811,163.443
130.867,146.76
130.958,104.208
131.035,68.1723
131.084,49.5457
131.127,36.9162
131.166,28.2173
131.201,22.3428
131.238,17.8412
131.277,14.4075
131.316,12.0301
131.362,10.1828
131.414,8.87062
131.472,8.02057
131.531,7.5731
131.635,7.35589
131.765,7.70086
131.929,8.77
132.102,10.5414
132.285,13.1754
132.46,16.6477
132.659,21.9229
132.905,29.3436
133.03,31.5177
133.076,31.7004
133.23,30.8078
133.303,31.7727
133.35,34.1183
133.397,38.4171
133.455,46.7825
133.606,75.5732
133.664,82.1667
133.698,83.2216
133.747,80.6058
133.803,72.5356
133.957,39.553
134.009,30.9021
134.053,25.5265
134.098,21.8003
134.144,19.6119
134.199,18.4617
134.235,18.298
134.326,18.9965
134.514,21.5528
134.702,22.9787
134.772,23.0687
134.985,22.0114
135.293,18.2319
135.728,12.2415
135.963,9.63743
136.113,8.44992
136.187,8.22902
136.262,8.55999
136.325,9.486
136.386,11.0766
136.557,17.2548
136.618,18.4012
136.64,18.4901
136.693,17.9313
136.75,16.2657
136.92,8.93115
136.98,6.95104
137.033,5.69632
137.09,4.81483
137.139,4.32713
137.204,3.94797
137.286,3.7537
137.319,3.73971
137.41,3.87914
137.486,4.22638
137.561,4.87535
137.624,5.75932
137.674,6.79182
137.731,8.4353
137.782,10.5262
137.835,13.425
137.889,17.355
137.952,23.2937
138.028,32.4169
138.173,51.4528
138.244,58.2934
138.318,61.5837
138.335,61.6736
138.41,59.2854
138.513,50.6
138.676,34.047
138.766,27.0189
138.848,22.4586
138.923,19.4889
139.024,16.8729
139.124,15.3149
139.225,14.4995
139.325,14.2837
139.431,14.7016
139.536,15.9906
139.619,18.0245
139.683,20.6367
139.746,24.7627
139.803,30.4016
139.859,38.3904
139.919,49.8963
140.005,71.5234
140.103,96.8519
140.163,107.199
140.212,110.267
140.266,106.954
140.331,94.5324
140.434,63.9672
140.51,42.0032
140.56,30.4322
140.602,22.9811
140.64,17.6989
140.671,14.4854
140.702,12.0352
140.74,9.84611
140.775,8.52283
140.809,7.65852
140.852,7.05586
140.894,6.80217
140.922,6.77233
141.006,7.13685
141.096,8.05399
141.189,9.49189
141.281,11.5292
141.368,14.2125
141.442,17.4515
141.507,21.4106
141.562,26.0827
141.618,32.4973
141.673,41.3831
141.727,53.2232
141.781,69.0212
141.843,92.5363
141.925,131.672
142.042,189.969
142.106,211.604
142.162,218.599
142.217,212.932
142.277,193.531
142.371,146.584
142.471,93.2447
142.53,67.7437
142.58,50.5382
142.623,38.9958
142.664,30.5126
142.707,23.6736
142.746,19.0318
142.792,14.8471
142.838,11.777
142.884,9.50169
142.938,7.54936
142.995,6.05145
143.06,4.82659
143.125,3.94634
143.196,3.25783
143.272,2.73788
143.349,2.38773
143.425,2.16494
143.51,2.03402
143.579,2.00212
143.688,2.06835
143.819,2.32188
143.936,2.70945
144.053,3.27471
144.166,4.04742
144.271,5.03218
144.373,6.35411
144.467,8.01836
144.557,10.1995
144.659,13.4754
144.905,23.1409
144.999,25.2856
145.048,25.5955
145.12,24.9594
145.239,21.8409
145.365,18.2279
145.435,17.2077
145.47,17.1393
145.531,17.912
145.592,20.0787
145.642,23.1189
145.695,27.9021
145.747,34.6201
145.804,44.3901
145.871,59.3053
146.03,99.6941
146.091,110.489
146.158,114.623
146.213,111.165
146.277,100.033
146.463,52.3899
146.521,40.5207
146.569,33.0647
146.62,27.21
146.672,23.2646
146.729,20.561
146.806,18.6138
146.982,16.8856
147.189,14.7719
147.48,11.1664
147.622,9.91561
147.793,9.07864
147.901,8.92792
148.018,9.10763
148.163,9.91235
148.279,11.2128
148.366,12.8201
148.447,15.1045
148.528,18.5404
148.608,23.4412
148.794,37.6465
148.847,40.2352
148.895,41.0794
148.96,39.4409
149.031,34.354
149.178,19.8936
149.232,15.9451
149.275,13.8204
149.309,12.8655
149.353,12.4858
149.398,13.0111
149.443,14.2937
149.503,16.9519
149.581,21.7411
149.684,29.8115
149.93,52.7938
150.016,58.3134
150.087,59.8651
150.154,58.2809
150.232,52.7063
150.333,41.1279
150.453,26.2744
150.515,20.376
150.564,17.1705
150.601,15.8009
150.639,15.3709
150.682,16.0572
150.722,17.7793
150.777,21.5997
150.867,30.2627
150.976,40.9366
151.06,46.4047
151.144,48.0975
151.218,46.606
151.34,40.3423
151.513,30.1301
151.636,24.906
151.741,22.0739
151.874,20.308
151.972,19.9864
152.266,20.7894
152.418,20.0024
152.617,16.9978
152.738,15.1561
152.84,14.4252
152.851,14.4183
152.909,14.6806
152.982,15.9031
153.037,17.6834
153.1,21.01
153.155,25.236
153.215,31.7107
153.281,41.3098
153.353,54.9777
153.547,97.6392
153.611,107.409
153.683,111.565
153.749,108.487
153.833,96.3348
154.045,51.9847
154.122,39.1894
154.189,30.7464
154.252,24.6962
154.319,19.9321
154.39,16.2062
154.474,13.1195
154.557,10.9608
154.657,9.2176
154.758,8.19389
154.849,7.88637
154.922,8.20139
154.979,8.93331
155.036,10.2412
155.087,12.0521
155.152,15.2604
155.229,20.3934
155.353,29.3848
155.424,32.825
155.478,33.6875
155.545,32.2953
155.617,28.1548
155.787,14.4961
155.847,10.6669
155.893,8.37523
155.936,6.84199
155.969,5.97261
156.003,5.39221
156.032,5.10285
156.067,4.97375
156.113,5.10705
156.176,5.67339
156.294,6.95164
156.361,7.26691
156.372,7.27128
156.428,7.08156
156.509,6.30411
156.656,4.46644
156.727,3.85254
156.797,3.53632
156.849,3.48111
156.927,3.64367
157.024,4.14073
157.191,5.15677
157.274,5.37077
157.355,5.21203
157.439,4.66069
157.57,3.3156
157.675,2.25999
157.736,1.77463
157.793,1.43123
157.837,1.25278
157.88,1.14078
157.921,1.09412
157.933,1.0908
157.979,1.12139
158.025,1.22263
158.072,1.39817
158.124,1.6952
158.174,2.10522
158.222,2.63089
158.269,3.30972
158.315,4.20336
158.36,5.3619
158.404,6.86449
158.451,8.98788
158.498,11.8055
158.545,15.4849
158.598,20.7603
158.654,27.8697
158.741,41.6295
158.868,62.4622
158.944,70.3811
158.997,72.2776
159.053,70.6564
159.125,63.852
159.287,42.6819
159.343,37.5065
159.416,33.5219
159.542,30.9197
159.632,28.743
159.748,23.6501
159.868,18.0341
159.942,15.5951
160.016,14.3307
160.066,14.1796
160.132,14.8854
160.198,16.7307
160.264,19.8549
160.33,24.315
160.455,35.4491
160.542,42.8227
160.62,46.6894
160.658,47.1516
160.718,45.7887
160.789,41.1806
160.997,21.0581
161.063,15.9784
161.119,12.6804
161.177,10.1926
161.229,8.61935
161.274,7.66929
161.328,6.95657
161.377,6.64902
161.407,6.5908
161.491,6.85569
161.707,8.53875
161.804,8.7815
162.01,8.48743
162.141,8.74426
162.318,9.90064
162.628,12.3912
162.79,12.9679
162.813,12.9773
162.931,12.7269
163.119,11.4912
163.378,9.35861
163.514,8.64467
163.604,8.4675
163.701,8.61442
163.803,9.23966
163.906,10.4803
164.009,12.5113
164.114,15.595
164.232,20.3492
164.457,30.9189
164.548,33.9075
164.638,35.0892
164.741,34.0428
164.868,30.0252
165.069,22.3176
165.192,19.0434
165.301,17.242
165.513,14.5589
165.678,11.3654
165.804,8.86989
165.889,7.72693
165.981,7.13096
166.187,6.6507
166.288,5.98161
166.493,4.14353
166.582,3.61965
166.653,3.44892
166.667,3.44667
166.723,3.5673
166.78,3.9354
166.837,4.61655
166.899,5.71436
167.008,8.29598
167.098,10.3259
167.172,11.3071
167.211,11.4645
167.296,11.0603
167.44,9.491
167.51,9.063
167.58,8.98053
167.686,9.07975
167.778,8.795
167.907,7.56501
167.97,6.97534
168.022,6.7619
168.07,6.92837
168.115,7.49662
168.155,8.40573
168.2,9.90051
168.255,12.5559
168.316,16.5188
168.4,23.4805
168.534,35.8706
168.609,40.6999
168.678,42.3144
168.741,40.9301
168.815,36.1868
169.002,18.8152
169.065,14.1251
169.114,11.4406
169.163,9.56974
169.212,8.44546
169.259,7.97961
169.282,7.93514
169.328,8.1667
169.398,9.15376
169.513,11.7953
169.632,14.5764
169.728,15.957
169.783,16.1915
169.865,15.748
169.98,13.9105
170.214,8.96774
170.326,7.16231
170.428,5.96865
170.553,4.9606
170.688,4.27511
170.817,3.92002
170.916,3.83939
171.023,3.97495
171.273,4.75409
171.317,4.79098
171.408,4.64644
171.631,3.70796
171.721,3.50002
171.805,3.46338
171.89,3.54016
172.099,3.99891
172.257,4.56808
172.395,5.35435
172.506,6.37761
172.617,7.91819
172.842,11.8098
172.927,12.5795
172.965,12.6548
173.053,12.1814
173.257,9.74013
173.338,9.32576
173.349,9.32001
173.413,9.57042
173.486,10.5391
173.546,12.0626
173.595,14.0648
173.645,17.0465
173.69,20.9191
173.735,26.2977
173.78,33.597
173.828,44.07
173.882,59.0416
173.95,83.3963
174.107,145.999
174.175,164.588
174.244,171.654
174.316,165.41
174.407,143.186
174.512,114.189
174.577,102.021
174.638,97.6155
174.647,97.5739
174.698,100.153
174.768,110.166
174.906,135.954
174.986,142.071
175.05,138.347
175.125,124.866
175.296,82.5577
175.373,68.3866
175.432,61.2106
175.51,55.8574
175.613,53.16
175.984,51.4464
176.242,46.7186
176.542,39.1145
176.676,37.0908
176.728,36.9176
176.883,38.5741
176.986,40.0695
177.038,40.1323
177.127,38.2373
177.216,33.655
177.413,19.5564
177.491,15.2392
177.547,12.9624
177.617,11.0252
177.694,9.723
177.943,7.07298
178.164,4.1831
178.233,3.4985
178.291,3.11142
178.336,2.97891
178.35,2.97002
178.398,3.08019
178.446,3.43013
178.491,4.01167
178.538,4.89201
178.593,6.25489
178.673,8.83757
178.821,13.9306
178.905,15.9569
178.989,16.7827
178.999,16.7957
179.074,16.3827
179.212,14.0882
179.361,11.3618
179.457,10.2192
179.548,9.74267
179.593,9.73827
179.673,10.0817
179.833,11.7011
179.985,13.1938
180.073,13.4817
180.168,13.1643
180.316,11.7148
180.561,8.84169
180.736,7.41566
180.912,6.51234
181.122,5.88812
181.332,5.61452
181.416,5.59085
181.651,5.81351
181.835,6.40851
181.946,7.0795
182.054,8.18054
182.124,9.31597
182.194,11.0562
182.256,13.4005
182.309,16.4207
182.358,20.2848
182.406,25.5486
182.46,33.415
182.52,44.8314
182.6,64.4683
182.732,100.149
182.795,112.896
182.862,119.409
182.878,119.718
182.939,116.358
183.013,104.425
183.182,66.277
183.249,54.8589
183.32,46.8864
183.375,43.1744
183.618,34.0743
183.741,26.8558
183.904,16.3567
183.988,11.9981
184.058,9.26299
184.118,7.4968
184.178,6.18831
184.245,5.16711
184.307,4.57147
184.382,4.22656
184.407,4.18993
184.492,4.30735
184.705,5.19981
184.751,5.25749
184.82,5.1508
184.919,4.64804
185.104,3.38782
185.21,2.88292
185.304,2.60983
185.431,2.41915
185.641,2.30747
185.711,2.29756
185.999,2.33074
186.371,2.49605
186.539,2.62972
186.655,2.79818
186.752,3.08728
186.817,3.44412
186.881,4.02384
186.942,4.86171
187.004,6.03513
187.084,8.07112
187.236,12.3047
187.317,13.7244
187.372,14.0297
187.449,13.5424
187.562,11.5354
187.696,8.97945
187.785,7.8924
187.865,7.3828
187.953,7.22611
188.069,7.44029
188.195,8.07516
188.322,9.21667
188.414,10.6089
188.49,12.4124
188.566,15.0854
188.638,18.5953
188.749,25.6671
188.868,33.2932
188.946,36.3731
189.0,37.0229
189.092,35.4302
189.237,30.4953
189.288,29.8764
189.355,30.9361
189.411,33.6859
189.493,40.2675
189.651,55.3597
189.741,60.5363
189.81,61.5967
189.936,58.5819
190.107,52.8069
190.306,50.7391
190.503,49.4188
190.769,43.9777
191.148,34.8837
191.343,31.9817
191.549,30.5552
191.626,30.4541
191.819,31.2628
192.012,33.8037
192.197,38.3675
192.382,45.6794
192.785,67.9487
192.913,70.8094
193.017,68.6046
193.119,62.1504
193.274,46.6938
193.431,30.2046
193.522,22.5914
193.594,17.9607
193.672,14.2722
193.743,11.8906
193.812,10.3682
193.882,9.43463
193.937,9.01888
194.036,8.82696
194.136,9.16252
194.285,10.3753
194.445,12.4596
194.6,15.2818
194.746,18.9159
194.882,23.4843
194.998,28.7488
195.125,36.5948
195.234,45.7795
195.345,58.4118
195.46,75.799
195.731,125.884
195.835,137.535
195.894,139.464
195.995,134.081
196.114,116.521
196.346,73.2027
196.452,58.1351
196.552,47.985
196.635,42.239
196.702,39.1059
196.803,36.3037
196.985,34.6971
197.228,34.261
197.408,35.0627
197.534,37.9147
197.644,43.1787
197.886,60.2138
197.979,63.021
197.989,63.0302
198.074,60.5739
198.17,53.1289
198.34,36.1178
198.414,30.5212
198.489,27.01
198.555,25.6567
198.589,25.5633
198.656,26.3698
198.756,29.4976
198.921,37.4893
199.188,51.1277
199.393,58.0926
199.57,60.4141
199.722,59.815
200.019,53.8371
200.341,45.4944
200.526,43.5114
200.716,43.7635
200.867,42.1077
201.202,32.0632
201.365,29.0977
201.505,28.0478
201.59,27.9751
201.725,28.8224
201.859,31.3668
201.949,34.6846
202.03,39.6103
202.098,45.9443
202.165,55.2897
202.232,68.768
202.3,87.4258
202.375,114.779
202.572,203.75
202.654,229.328
202.726,236.532
202.801,225.942
202.884,195.921
203.072,102.011
203.141,73.7248
203.201,54.5057
203.256,41.1819
203.305,32.119
203.355,25.3469
203.405,20.2836
203.457,16.436
203.51,13.6419
203.564,11.5342
203.63,9.6699
203.712,8.04457
203.794,6.90556
203.902,5.86081
204.037,4.98611
204.172,4.40525
204.344,3.93562
204.521,3.6774
204.668,3.61312
204.778,3.66434
204.899,3.85312
205.02,4.26827
205.1,4.77489
205.161,5.3705
205.221,6.26836
205.272,7.36803
205.322,8.93332
205.371,11.051
205.418,13.8724
205.47,18.0528
205.524,23.6946
205.589,32.5838
205.686,49.1317
205.804,69.4781
205.87,77.2364
205.941,80.4386
205.998,78.6475
206.067,71.7997
206.186,53.118
206.295,35.7156
206.364,27.0219
206.423,21.4383
206.48,17.4388
206.537,14.5797
206.594,12.589
206.669,10.8808
206.726,10.0857
206.802,9.47333
206.878,9.27876
206.954,9.5217
207.029,10.318
207.105,11.8309
207.187,14.3885
207.383,22.212
207.458,23.9144
207.496,24.1606
207.575,23.2061
207.662,20.3312
207.812,14.2218
207.892,11.8574
207.972,10.4726
208.053,9.90116
208.093,9.83448
208.24,10.2862
208.487,12.0655
208.77,14.9942
209.289,22.074
209.455,23.1024
209.598,22.3906
209.766,19.7196
209.894,17.4466
209.988,16.551
210.016,16.505
210.102,17.101
210.218,19.3627
210.351,22.0699
210.416,22.4798
210.494,21.7419
210.588,19.1776
210.775,12.1969
210.854,10.0319
210.913,9.01581
210.97,8.50584
211.008,8.40458
211.083,8.70244
211.159,9.56275
211.268,11.5986
211.386,14.7275
211.529,19.6633
211.829,31.4688
211.95,34.6456
212.051,35.5528
212.162,34.4294
212.283,30.9839
212.62,17.3274
212.746,13.3324
212.857,10.7062
212.967,8.8044
213.063,7.63094
213.193,6.60794
213.349,5.96166
213.509,5.71477
213.534,5.71033
213.626,5.79311
213.726,6.12238
213.825,6.86181
213.888,7.66771
213.95,8.88887
214.012,10.712
214.064,12.8637
214.116,15.7592
214.172,19.9006
214.238,26.2501
214.316,35.9607
214.527,67.0261
214.617,76.048
214.693,79.0595
214.71,79.0953
214.799,75.8287
214.937,63.4637
215.098,48.0522
215.21,40.6475
215.274,37.7839
215.402,34.3567
215.558,32.9004
215.612,32.8387
215.857,34.4012
216.128,38.8521
216.4,46.1153
216.677,56.9545
216.996,74.0421
217.304,95.6385
217.516,116.938
217.747,142.429
217.833,145.712
217.936,139.805
218.038,123.224
218.274,69.0354
218.356,54.4907
218.42,46.198
218.493,39.7756
218.548,36.8166
218.629,34.8634
218.653,34.761
218.751,36.2604
218.861,40.8072
219.038,49.2669
219.125,50.6402
219.212,48.758
219.318,42.4118
219.523,26.2574
219.607,21.1179
219.691,17.4005
219.764,15.183
219.86,13.217
220.011,11.4194
220.217,9.99444
220.68,7.81357
220.82,7.52126
220.909,7.69858
220.998,8.29626
221.132,9.93513
221.304,12.1335
221.448,13.0883
221.657,14.2869
221.967,17.5737
222.094,18.0663
222.276,17.4101
222.726,14.1625
222.993,13.0778
223.343,12.6338
223.717,13.2412
224.544,16.222
224.606,16.2822
224.85,15.7377
225.001,15.3526
225.134,15.7764
225.222,16.7965
225.325,19.0607
225.429,22.7518
225.555,29.197
225.738,39.3449
225.842,42.7938
225.894,43.3178
225.984,42.1367
226.091,37.7569
226.352,22.9234
226.455,18.3985
226.559,15.1218
226.666,12.7921
226.83,10.3959
227.084,6.96087
227.216,5.14543
227.284,4.45514
227.324,4.1747
227.383,4.01437
227.426,4.13065
227.47,4.50606
227.513,5.20416
227.557,6.29887
227.601,7.86802
227.644,9.98091
227.697,13.3441
227.761,18.5108
227.93,34.4007
228.003,39.2443
228.072,40.9674
228.074,40.9686
228.139,39.5649
228.221,34.456
228.391,19.8228
228.451,15.7659
228.503,13.2161
228.549,11.7317
228.595,10.8709
228.64,10.5386
228.701,10.7331
228.79,11.8862
228.987,15.8429
229.123,19.3716
229.209,22.7049
229.286,27.123
229.362,33.3558
229.456,43.6989
229.67,71.4761
229.755,78.599
229.83,80.6526
229.915,77.7895
230.013,69.0159
230.233,43.017
230.322,35.0905
230.397,30.217
230.475,26.8729
230.58,24.308
230.775,22.2691
230.933,21.4725
231.064,21.9657
231.187,24.0981
231.482,32.9339
231.603,34.8815
231.653,35.0887
231.815,33.6606
232.247,25.2311
232.434,23.1457
232.5,22.9423
232.599,23.6484
232.664,25.2544
232.726,28.065
232.787,32.5984
232.849,39.2395
232.921,49.8056
233.115,85.2289
233.187,93.8582
233.246,96.3251
233.32,92.5774
233.402,80.755
233.591,42.6022
233.659,31.6522
233.718,24.4201
233.772,19.6357
233.822,16.4755
233.869,14.3986
233.927,12.8167
233.984,11.9753
234.041,11.7092
234.098,11.9516
234.178,13.151
234.256,15.3588
234.353,19.4138
234.493,25.9599
234.577,28.3521
234.622,28.7237
234.698,27.6875
234.782,24.4855
234.977,14.3069
235.051,11.3678
235.117,9.51189
235.167,8.55966
235.241,7.7346
235.303,7.53304
235.365,7.74262
235.429,8.41327
235.5,9.7841
235.571,11.9171
235.651,15.2758
235.795,23.1178
235.899,28.4928
235.991,31.3646
236.047,31.8856
236.141,30.5873
236.253,26.3946
236.448,17.6412
236.554,14.0558
236.643,11.9035
236.757,10.0021
236.87,8.74718
237.013,7.79782
237.156,7.48165
237.428,7.86495
237.553,7.61475
237.73,6.85686
237.754,6.82834
237.812,6.96497
237.864,7.4072
237.919,8.31007
237.977,9.81081
238.043,12.2513
238.128,16.3985
238.301,25.6646
238.395,29.0581
238.489,30.1607
238.573,29.2287
238.72,24.9159
238.904,19.1232
239.022,16.5797
239.154,14.803
239.321,13.6699
239.487,13.3136
239.649,13.5454
239.812,14.4017
239.968,16.0669
240.092,18.3558
240.202,21.4718
240.311,26.1153
240.423,32.9708
240.554,43.713
240.743,60.6021
240.833,66.1654
240.925,68.2157
241.015,66.048
241.115,59.412
241.386,33.931
241.484,26.7758
241.577,21.8383
241.67,18.4682
241.763,16.3158
241.857,15.0555
241.98,14.3583
242.019,14.3168
242.134,14.6026
242.289,15.8264
242.443,17.9608
242.638,22.0217
242.844,28.0193
243.05,35.9808
243.206,44.3845
243.318,53.2008
243.425,65.0652
243.589,89.7367
243.724,109.087
243.819,115.768
243.846,116.166
243.924,113.328
244.033,101.226
244.227,73.7403
244.324,64.8813
244.38,62.1437
244.474,61.0106
244.74,67.9607
244.778,68.2923
244.893,65.989
245.001,59.1837
245.296,31.9418
245.394,24.8596
245.492,19.6927
245.589,16.0269
245.686,13.4396
245.797,11.3367
245.936,9.4764
246.091,8.09939
246.189,7.68136
246.222,7.66108
246.288,7.85726
246.353,8.43621
246.435,9.7824
246.534,12.2678
246.722,17.8358
246.814,19.5503
246.885,19.9944
246.977,19.4373
247.108,17.163
247.305,13.3281
247.42,11.7622
247.567,10.5701
247.692,10.226
247.786,10.516
247.854,11.2604
247.91,12.43
247.967,14.363
248.023,17.3723
248.07,20.9558
248.126,26.8941
248.186,35.1947
248.265,49.4654
248.422,82.057
248.501,93.9357
248.575,98.3201
248.58,98.336
248.654,94.5081
248.733,83.0186
248.93,42.4446
248.994,31.927
249.049,24.8749
249.096,20.4668
249.144,17.4727
249.191,15.7372
249.239,15.0713
249.255,15.0604
249.32,15.8546
249.432,19.1223
249.543,22.1473
249.616,22.8593
249.69,22.2024
249.773,20.0138
249.957,13.4162
250.041,11.2873
250.104,10.355
250.175,9.96492
250.192,9.96392
250.292,10.5018
250.513,12.6559
250.605,12.9735
250.728,12.5182
251.105,8.7622
251.285,7.60481
251.448,6.95923
251.723,6.3175
252.067,5.91083
252.319,5.82287
252.811,6.0419
253.045,5.83623
253.403,5.15728
253.593,5.04614
253.782,5.18198
253.971,5.57422
254.153,6.31602
254.272,7.14566
254.39,8.43677
254.493,10.1781
254.587,12.4918
254.68,15.6188
254.79,20.4884
255.021,32.0477
255.115,35.1228
255.195,36.0299
255.279,35.0651
255.395,31.034
255.649,18.5673
255.743,15.0331
255.824,12.8573
255.901,11.5499
255.993,10.876
256.024,10.8545
256.116,11.3538
256.223,12.8318
256.475,17.7707
256.595,19.1024
256.643,19.2426
256.781,18.4541
257.114,13.9033
257.252,12.9909
257.29,12.9334
257.39,13.2783
257.484,14.4861
257.562,16.5198
257.622,19.0299
257.68,22.675
257.738,27.9187
257.797,35.2509
257.855,45.1169
257.918,58.9991
257.998,81.6247
258.197,147.164
258.276,165.353
258.354,172.581
258.365,172.602
258.431,167.525
258.505,152.549
258.65,107.737
258.762,73.5995
258.836,56.1016
258.896,45.2019
258.963,36.4441
259.027,30.8705
259.098,27.1451
259.168,25.3608
259.222,25.0164
259.314,26.0418
259.411,28.8889
259.71,41.7466
259.827,43.8186
259.832,43.8265
259.925,42.6521
260.04,38.1506
260.331,21.7575
260.441,16.9531
260.538,13.8409
260.643,11.4159
260.766,9.50451
260.918,7.95516
261.092,6.81813
261.301,5.91582
261.615,5.01304
262.149,3.93789
262.602,3.22498
262.802,3.10085
262.923,3.1901
263.041,3.49208
263.13,3.9203
263.229,4.668
263.327,5.73004
263.435,7.30423
263.757,13.1677
263.884,14.6686
263.973,14.9854
264.089,14.4374
264.243,12.5224
264.477,9.23916
264.638,7.63395
264.799,6.52995
