E(MeV)  pendfb7/Fe56:2
0.273609282  0.052502835
0.273653925  0.050489195
0.273698568  0.048880278
0.27372833  0.048044666
0.273787854  0.046953438
0.273832497  0.046698067
0.273863499  0.046822166
0.273894501  0.047197701
0.273925503  0.04783894
0.273956504  0.048755201
0.273986266  0.049903829
0.274016028  0.051326248
0.27404579  0.053033005
0.274075552  0.055035042
0.274105314  0.057343709
0.274135076  0.059970775
0.274164838  0.062928421
0.274194599  0.06622913
0.274224361  0.069886121
0.274254123  0.073912658
0.274283885  0.078322434
0.274313647  0.083129374
0.274348369  0.089258064
0.274383091  0.095969262
0.274417813  0.103313125
0.274452535  0.111261845
0.274484282  0.119052706
0.274516029  0.127342053
0.274637686  0.16192561
0.274642895  0.163807659
0.274646802  0.165833377
0.274650708  0.168846928
0.274653312  0.171687224
0.274655916  0.175425498
0.274658472  0.18017038
0.274661027  0.186162614
0.274663677  0.193847897
0.274665571  0.200303258
0.274668412  0.211467108
0.274671568  0.225721859
0.274680153  0.268843017
0.274682476  0.279603007
0.274685253  0.290721279
0.274687551  0.297994051
0.274689919  0.303300448
0.274692071  0.306018413
0.27469404  0.306703081
0.274695808  0.305883934
0.274697514  0.303884389
0.274699989  0.299105314
0.274703041  0.29075922
0.2747125  0.257962266
0.274716162  0.246408342
0.274719213  0.238337505
0.274723791  0.229231803
0.274727147  0.22474124
0.274730503  0.221817876
0.274733859  0.22014247
0.27473846  0.219311819
0.274743061  0.219589268
0.274752262  0.221829373
0.274770665  0.228653486
0.274794292  0.2389726
0.274817918  0.250283584
0.274849419  0.266537045
0.27488092  0.283970008
0.274910989  0.301743471
0.274953945  0.329078116
0.274996902  0.358596833
0.275045585  0.394983346
0.27507995  0.422697061
0.275114315  0.452158297
0.27514868  0.483502165
0.275183045  0.516889482
0.27521741  0.552432767
0.275251775  0.5902452
0.275300459  0.648136366
0.275343415  0.703792952
0.275386372  0.763963215
0.275429328  0.829662924
0.275472284  0.901479285
0.27551524  0.980161949
0.275558197  1.06674649
0.275601153  1.16253344
0.27562979  1.23231178
0.275658428  1.30753255
0.275687065  1.3889316
0.275715703  1.47741509
0.27574434  1.5740509
0.275772978  1.67999934
0.275801615  1.79726398
0.275830253  1.92806982
0.275851731  2.03660544
0.275873209  2.15566902
0.275894688  2.28703987
0.275916165  2.43288042
0.275937644  2.59592352
0.275959122  2.77952954
0.275979884  2.98056544
0.275999214  3.19284698
0.276012101  3.35027542
0.276024988  3.5224505
0.276037875  3.71143579
0.276050762  3.91964859
0.276063649  4.14992707
0.276076535  4.40558877
0.276086559  4.62452499
0.276096582  4.86330641
0.276106605  5.12436554
0.276116628  5.41039793
0.276126651  5.7243932
0.276136674  6.06973317
0.276146697  6.45039005
0.27615672  6.87098879
0.27616746  7.37175444
0.276178199  7.93061299
0.276188938  8.55431762
0.276199677  9.24969766
0.276210416  10.0232464
0.276220009  10.7847837
0.27622903  11.5639394
0.276238051  12.4043761
0.276250079  13.6154453
0.276262106  14.9139926
0.276290171  18.0690459
0.276299908  19.0942537
0.276308499  19.9113615
0.27631709  20.6121445
0.276324908  21.1228656
0.276332726  21.492577
0.276340229  21.7020637
0.276346873  21.7636112
0.276355465  21.6708794
0.276364056  21.3933274
0.276372483  20.9599747
0.276380581  20.4164211
0.276391378  19.5431364
0.276404562  18.3311683
0.276430929  15.7885362
0.276444112  14.5879577
0.276457295  13.4837805
0.276467393  12.7122148
0.276478801  11.9199134
0.276490208  11.2095378
0.276501615  10.5761199
0.276513022  10.0134388
0.276524429  9.51479492
0.276535836  9.07353798
0.276547243  8.68337028
0.27655865  8.33850117
0.276570058  8.03368207
0.276581465  7.76431355
0.276598575  7.41783503
0.276615687  7.1300793
0.276632797  6.89148874
0.276652189  6.67087207
0.276668159  6.5226563
0.276692114  6.34608977
0.276716069  6.21471369
0.276740024  6.12043474
0.276771964  6.04103567
0.276799342  6.00678642
0.276826719  5.99763541
0.276858659  6.01287875
0.276906569  6.07800288
0.276954479  6.17936908
0.277009234  6.32949303
0.277063988  6.5064468
0.277151595  6.8274682
0.277538527  8.38162792
0.277648036  8.77174498
0.277757545  9.11244452
0.277867054  9.39517751
0.277976563  9.61513704
0.278086072  9.77100319
0.278195581  9.86235006
0.27830509  9.89861554
0.278414599  9.88054949
0.278524108  9.81826675
0.27867012  9.67526809
0.278816132  9.48008735
0.27903515  9.12168116
0.27976521  7.76201689
0.280038983  7.2832969
0.28033557  6.80830428
0.280603639  6.42129129
0.280797561  6.17187822
0.28086777  6.10016385
0.280899517  6.08624512
0.280913523  6.09427348
0.280926595  6.12771932
0.280933599  6.17417412
0.280938267  6.23030998
0.280942935  6.32176494
0.280946436  6.42521178
0.280949937  6.57004418
0.280953439  6.76783241
0.280955774  6.93458971
0.280958108  7.13226719
0.280961259  7.45085724
0.280964235  7.80566888
0.280967211  8.20700882
0.280977569  9.74106326
0.280980631  10.1314545
0.280983096  10.386424
0.280985463  10.5672587
0.280987929  10.6785059
0.280989951  10.706272
0.280991972  10.675468
0.280994389  10.5634646
0.280996657  10.3891097
0.280999123  10.1332506
0.281001465  9.83853383
0.281004793  9.36020052
0.28101219  8.23121854
0.281015766  7.73546453
0.281019094  7.33412687
0.281021313  7.10302887
0.281023531  6.90168368
0.281025997  6.71129605
0.281028463  6.5534327
0.281030929  6.42444648
0.281034627  6.27630296
0.281038325  6.17062439
0.281043256  6.0758039
0.281050099  5.99693665
0.281061501  5.92756196
0.281079993  5.8685514
0.281110812  5.80899661
0.281206968  5.68308807
0.28148311  5.39042125
0.281827831  5.07146813
0.282170721  4.79202245
0.282558893  4.51283239
0.282991687  4.23175502
0.2830021  4.24587046
0.283007446  4.27311423
0.283011195  4.30803881
0.283015082  4.3640703
0.283019108  4.44921868
0.28302251  4.54598159
0.283026675  4.69611442
0.283039448  5.27338913
0.283043336  5.42088737
0.283046529  5.50688501
0.283051277  5.55837698
0.283054166  5.54117837
0.283056387  5.50391839
0.283059163  5.43130162
0.283063468  5.27465196
0.283073326  4.84510479
0.283077907  4.66999255
0.283081517  4.55681835
0.283086099  4.44640179
0.283090265  4.37485234
0.283094429  4.32504928
0.283101371  4.27460475
0.283108313  4.24708258
0.283124974  4.21407654
0.283170791  4.16896231
0.283302689  4.08558354
0.283617022  3.92496027
0.283788789  3.85475301
0.28384768  3.84429991
0.28388326  3.85531309
0.283901663  3.87781537
0.28391608  3.91846092
0.283924729  3.96776265
0.283930435  4.02422057
0.283934238  4.08148954
0.283938042  4.16400594
0.28394117  4.25929766
0.283943624  4.35757633
0.283946078  4.48221359
0.283948532  4.63913297
0.283950372  4.78178422
0.283952212  4.94887853
0.283954053  5.14314157
0.283955893  5.36671005
0.283957734  5.62172672
0.283959573  5.90899506
0.283961414  6.2295204
0.283963254  6.58211354
0.283966934  7.37476394
0.283975523  9.46059553
0.28397859  10.1592711
0.283981045  10.6467371
0.283982884  10.9536194
0.283984688  11.1961072
0.283986271  11.3552827
0.283987792  11.4573031
0.283989976  11.5121528
0.283991865  11.4708352
0.283993141  11.3968917
0.283995153  11.2080517
0.283996994  10.9632898
0.283998834  10.6577182
0.284001104  10.2105471
0.284004232  9.50170239
0.284011594  7.69328964
0.284014047  7.12521115
0.284016133  6.67636645
0.284018219  6.2652269
0.284020305  5.89517633
0.28402239  5.56760718
0.284024231  5.31312836
0.284026071  5.09002727
0.284027912  4.89612049
0.284029752  4.72924263
0.284031593  4.58658003
0.284033433  4.46555822
0.284035887  4.33304292
0.284038341  4.22803699
0.284040795  4.1451316
0.284044107  4.06017921
0.284048279  3.98462932
0.28405245  3.93225291
0.284058706  3.87948807
0.284067908  3.83130392
0.284083244  3.78462895
0.284107782  3.74321906
0.284147043  3.70560873
0.28423538  3.65394709
0.284510206  3.53791058
0.284967439  3.373527
0.285284149  3.28660085
0.285323449  3.28381675
0.285369684  3.29100032
0.285404361  3.31380562
0.285424473  3.34285056
0.285441579  3.38671183
0.285454756  3.44328956
0.285464003  3.50441544
0.285470938  3.56977321
0.285475562  3.62760927
0.285480185  3.70207887
0.285484809  3.80041087
0.285488161  3.8926937
0.285491282  4.00026977
0.285494403  4.13527458
0.285496484  4.24451711
0.285498564  4.37243682
0.285500645  4.52249631
0.285502725  4.69827921
0.285504921  4.91635003
0.285506655  5.11538386
0.285508389  5.34088387
0.285510123  5.59536709
0.285511857  5.88120992
0.28551359  6.20033239
0.285515324  6.55481479
0.285517058  6.94564127
0.285519948  7.6785934
0.285522259  8.33577532
0.28552434  8.97670236
0.285527461  10.0089282
0.285534049  12.3025871
0.285536361  13.0719782
0.285538673  13.7817902
0.285540799  14.3594145
0.285542741  14.8073917
0.28554436  15.1129965
0.285546301  15.3886501
0.285548151  15.5521891
0.285550194  15.6148673
0.285552219  15.5530423
0.285554069  15.3905498
0.285556289  15.0688727
0.285558045  14.7245837
0.285560079  14.2385876
0.285562252  13.6327516
0.285564564  12.9128495
0.285574967  9.38170026
0.285577279  8.65785709
0.28557959  7.98768394
0.285581324  7.52414254
0.285583058  7.09611104
0.285584792  6.70410183
0.285586526  6.34775481
0.28558826  6.02599662
0.285589993  5.73735686
0.285591727  5.47947218
0.285593461  5.25022127
0.285595195  5.04716102
0.285596929  4.86780333
0.28559924  4.66138729
0.285601552  4.4871453
0.285603864  4.34013102
0.285606176  4.21587272
0.285609643  4.06388709
0.285613111  3.94384984
0.285616578  3.84778115
0.285621202  3.74683895
0.285625825  3.66820436
0.285632761  3.57852177
0.285640621  3.50391402
0.285651717  3.42870349
0.285666281  3.36151485
0.285684313  3.30596926
0.285704888  3.26304194
0.285739564  3.21578718
0.285785799  3.17575874
0.285873645  3.12720702
0.286026221  3.06965853
0.286363736  2.97093451
0.28699189  2.8151647
0.287675778  2.66700103
0.28812634  2.5829725
0.288315416  2.55738609
0.288407942  2.55260883
0.288480353  2.55890338
0.288537077  2.57883519
0.288568455  2.6022518
0.288593397  2.63312895
0.288613913  2.67258497
0.288630005  2.71823209
0.288642073  2.76572924
0.288654142  2.83051695
0.288662188  2.88762697
0.288670233  2.96064902
0.288676268  3.02966918
0.288682302  3.11525153
0.288686828  3.19373127
0.288691353  3.28814468
0.28869437  3.3621739
0.288698393  3.47815402
0.288702416  3.61882728
0.288705434  3.74469504
0.28870845  3.89192233
0.288711467  4.06505308
0.288714484  4.26922922
0.288716496  4.42555922
0.288718507  4.60017319
0.288720519  4.79528139
0.28872253  5.01278264
0.288724542  5.25498296
0.288726553  5.52364423
0.288728817  5.86015736
0.28873108  6.23458065
0.288733343  6.64841696
0.288735605  7.10179922
0.288737868  7.59416639
0.288740634  8.24481037
0.288743651  9.00620095
0.288752581  11.3847135
0.288756162  12.2700057
0.288758576  12.8000745
0.288760989  13.2557229
0.288763644  13.6523353
0.288766138  13.9097491
0.288767747  14.0114012
0.288770032  14.0649094
0.288772237  14.0140782
0.288774506  13.8584425
0.288776115  13.6873013
0.288778207  13.3946489
0.288780299  13.0303169
0.288782774  12.5202157
0.288785248  11.9420669
0.288788909  11.0026122
0.288795948  9.11686154
0.288798965  8.34741652
0.288801983  7.62986039
0.288804698  7.03855485
0.288807263  6.5313291
0.288809827  6.07533437
0.288812392  5.66923143
0.288814956  5.31084402
0.288816665  5.096671
0.288818677  4.86798817
0.288820688  4.66281047
0.2888227  4.47883337
0.288824711  4.3141738
0.288827729  4.09882572
0.288830746  3.91623062
0.288833763  3.76090059
0.28883678  3.62820711
0.288839798  3.51423403
0.288842815  3.41584739
0.288846837  3.30439418
0.288850558  3.21748332
0.288855687  3.11766037
0.288860817  3.03580773
0.288865946  2.96778703
0.288872785  2.89346976
0.288880227  2.82858885
0.288888273  2.77226474
0.288900342  2.70693825
0.288924479  2.61924939
0.28894057  2.57985682
0.288967926  2.53245789
0.288995281  2.4997627
0.289075739  2.44257322
0.289156196  2.4091748
0.289284928  2.37196122
0.290068497  2.20996177
0.290162803  2.20049205
0.290207383  2.20617483
0.290233103  2.2176083
0.290258823  2.24145014
0.29027597  2.26996762
0.29028883  2.30272265
0.29030169  2.35110026
0.290310263  2.39649432
0.290318836  2.45754742
0.290325266  2.51783368
0.290329767  2.57005271
0.290334483  2.63628215
0.290339198  2.71763047
0.290342734  2.79129849
0.29034627  2.87863167
0.290349486  2.97268259
0.290352701  3.08382607
0.290355916  3.21594573
0.290359131  3.37377431
0.290361274  3.49603784
0.290363417  3.63419631
0.290365561  3.79048603
0.290367704  3.96711347
0.290369847  4.1666612
0.29037199  4.3917564
0.290374134  4.64519152
0.290376277  4.92933891
0.29037842  5.24673026
0.290380563  5.59944221
0.290382921  6.03018612
0.290385279  6.50659019
0.290387637  7.0282794
0.290389994  7.59288453
0.29039321  8.42492807
0.290402425  11.0183323
0.290406283  12.0616904
0.290409198  12.7694509
0.290411385  13.2338341
0.290413828  13.6685195
0.2904164  14.0150532
0.290418114  14.1763399
0.290420274  14.2955955
0.290421951  14.3220302
0.290423772  14.2851374
0.290425487  14.1891283
0.290427845  13.9644716
0.290429774  13.7066023
0.290432345  13.271121
0.290435111  12.7046998
0.290437876  12.0615791
0.290448292  9.38041817
0.290451508  8.5891022
0.290454722  7.85518952
0.290456865  7.40328612
0.290458902  7.00351251
0.290460938  6.63350355
0.290462974  6.2928587
0.29046501  5.98078707
0.290467046  5.69604721
0.290469082  5.43707844
0.290471118  5.20211598
0.290473154  4.98928804
0.290475298  4.78700722
0.290477441  4.60506579
0.290480657  4.36548551
0.290483872  4.1604503
0.290487087  3.98425211
0.290490301  3.83214254
0.290493517  3.69998289
0.290496732  3.5845963
0.290501019  3.45214497
0.290505305  3.3395929
0.290509485  3.24522789
0.290515593  3.12900229
0.290521701  3.03287953
0.29052781  2.95225033
0.290535954  2.86325894
0.290544313  2.78865572
0.290552887  2.72543486
0.290565746  2.6492722
0.290574319  2.60785677
0.290591466  2.5411785
0.290608612  2.49004516
0.290634332  2.43292573
0.290655765  2.39846393
0.290679342  2.37831626
0.2906847  2.38257975
0.290690058  2.39804246
0.290694378  2.42556035
0.290697195  2.45485367
0.290699949  2.49534119
0.290702702  2.55051397
0.290705455  2.62339292
0.290707832  2.70264681
0.290709833  2.78212649
0.290711834  2.87371908
0.290713834  2.97731939
0.290716357  3.12419965
0.290719401  3.32166218
0.290727012  3.85233725
0.290730157  4.05001212
0.290732288  4.16372564
0.290734318  4.25163682
0.290736449  4.31855393
0.290738721  4.35792059
0.290740041  4.36476427
0.290741898  4.35411427
0.290743857  4.3176243
0.290746291  4.23836501
0.290748321  4.1466603
0.290751315  3.97711536
0.290754207  3.78618704
0.290761614  3.26539525
0.290764659  3.06974629
0.290767551  2.90530543
0.290770443  2.76492074
0.29077298  2.66209776
0.290775517  2.57741645
0.290778054  2.50921478
0.29078059  2.45538323
0.290783397  2.40973974
0.290786204  2.37579845
0.290790414  2.34095291
0.290796513  2.31186022
0.290805904  2.28987766
0.290822807  2.27036825
0.290874832  2.23742973
0.29104837  2.17648458
0.291234305  2.13298971
0.291519404  2.08112244
0.291881356  2.02859791
0.292178851  1.99808281
0.292337515  1.99144199
0.292456513  1.99590349
0.292545762  2.00892182
0.292605261  2.02516849
0.29266476  2.05075218
0.292709384  2.07882984
0.292754008  2.11776192
0.292798633  2.1725332
0.292825903  2.21680676
0.292850695  2.2665717
0.292875486  2.32795556
0.292900277  2.40431643
0.29291887  2.47411094
0.292937464  2.55742692
0.292956058  2.65754334
0.292974651  2.77870176
0.292987046  2.87381026
0.292999442  2.98268377
0.293011837  3.10774998
0.293024233  3.25207139
0.293036629  3.41929186
0.293045926  3.56227553
0.293055223  3.72259774
0.293064519  3.90258742
0.293073816  4.10492111
0.293083113  4.33249273
0.293092409  4.58841243
0.293101706  4.87600368
0.293111002  5.19842839
0.293119184  5.51338072
0.293127365  5.85907856
0.293135546  6.2363245
0.293143727  6.64470801
0.293154635  7.23371762
0.293186367  9.09099515
0.293196284  9.6314979
0.293203721  9.99037287
0.293211159  10.2933627
0.293218596  10.5272928
0.293226033  10.6818165
0.293234959  10.7535107
0.293241281  10.7276937
0.293247602  10.6404137
0.293254296  10.4857777
0.293261733  10.2478118
0.29326917  9.95222922
0.293279087  9.49198136
0.29331206  7.77404018
0.29332272  7.24650619
0.29333338  6.75683292
0.29334404  6.30974169
0.293353337  5.95531187
0.293362634  5.63297379
0.293371931  5.34090449
0.293381228  5.07683093
0.293390525  4.83830085
0.293399821  4.62288232
0.293412217  4.36751045
0.293424612  4.14397285
0.293437008  3.94777451
0.293449093  3.77910642
0.293460869  3.63315685
0.293478533  3.44288721
0.293496197  3.28119366
0.293513861  3.14283912
0.293531525  3.02361811
0.293549808  2.91680474
0.2935746  2.79379376
0.293599391  2.69084731
0.293624182  2.60373812
0.293650213  2.52584606
0.293677483  2.45618092
0.293718388  2.36955144
0.293760533  2.29728561
0.293805157  2.23449955
0.293864656  2.16700438
0.293924155  2.11289806
0.294013404  2.04898465
0.294102652  1.99911674
0.29422165  1.94684517
0.294340648  1.90506184
0.294519145  1.85476532
0.294717475  1.8096615
0.29501497  1.75402002
0.295833206  1.62951801
0.295846143  1.63452647
0.295853329  1.64584692
0.29587415  1.71156035
0.29588273  1.72357463
0.295888775  1.71773776
0.29590886  1.65942631
0.295917635  1.64220018
0.295929335  1.63146206
0.295961336  1.62267708
0.296258375  1.58278123
0.297232852  1.47012453
0.29858544  1.32582867
0.299256087  1.26014127
0.29945079  1.24548097
0.29956617  1.24144877
0.299641889  1.24413861
0.299695973  1.25222372
0.299732029  1.26345041
0.299759071  1.27745174
0.299780345  1.29402837
0.299798734  1.31457265
0.299817122  1.3441124
0.299831545  1.37707589
0.299842362  1.41035885
0.299849573  1.43827009
0.299856785  1.47230541
0.299863996  1.51436513
0.299869404  1.55278188
0.299874812  1.5988393
0.29987941  1.64563332
0.299884007  1.70135608
0.299888604  1.76850362
0.299891669  1.821259
0.299894734  1.88190434
0.299897798  1.95206438
0.299901133  2.04168883
0.299903838  2.1267565
0.299906541  2.22518043
0.299909246  2.33974629
0.29991195  2.4734599
0.299913752  2.57499689
0.299915555  2.68792917
0.299917358  2.81350418
0.299919161  2.95310655
0.299920964  3.10818596
0.299922767  3.28023014
0.29992457  3.47072867
0.299926373  3.68112666
0.299928175  3.91263351
0.299929708  4.1271707
0.29993124  4.35835008
0.299933539  4.73761837
0.299935838  5.15609703
0.299938136  5.61277307
0.299940434  6.10539619
0.299943139  6.72538897
0.299953054  9.15855474
0.299956336  9.90749299
0.299958553  10.3608441
0.29996077  10.7567189
0.299962645  11.0378031
0.299964519  11.262839
0.299966683  11.4464924
0.299968587  11.5362126
0.299970116  11.5579149
0.299973029  11.4743405
0.299975192  11.3089428
0.299976923  11.1168154
0.299979376  10.7616095
0.299981539  10.3776303
0.299983702  9.9388268
0.299986226  9.37351631
0.299996142  6.95121151
0.299998845  6.32217496
0.300001009  5.84731766
0.300003172  5.40289533
0.300005336  4.99118887
0.300007499  4.61390709
0.300009662  4.27101792
0.300011285  4.03587864
0.300013088  3.7961276
0.300014891  3.57791696
0.300016694  3.3799695
0.300018497  3.20088457
0.3000203  3.03919798
0.300022103  2.89343164
0.300023905  2.76220204
0.300025708  2.64396696
0.300027511  2.53748271
0.300030215  2.3971502
0.300032919  2.276776
0.300035623  2.17314111
0.300038327  2.0835146
0.300040671  2.01537694
0.300043555  1.94178841
0.30004644  1.87768605
0.300050766  1.79603556
0.300055093  1.7281764
0.30005942  1.67110687
0.300064107  1.61887951
0.300069516  1.56834894
0.300074925  1.52600828
0.300080333  1.49012861
0.300087544  1.45014248
0.300094755  1.41713679
0.300105572  1.37736668
0.300116389  1.34615914
0.300131532  1.3124738
0.300148839  1.28368663
0.300166146  1.2618195
0.300192648  1.23700344
0.30021915  1.21886688
0.300254845  1.20083036
0.300308929  1.18148095
0.300390056  1.16147906
0.3005469  1.13492461
0.30083535  1.09843025
0.302950615  0.868091964
0.3029624  0.870369075
0.30298871  0.889450555
0.30299339  0.890318661
0.3030026  0.886703423
0.3030218  0.870757661
0.303032  0.865519688
0.30305012  0.861158162
0.303705776  0.782990194
0.30397652  0.74713677
0.304272938  0.700536412
0.304328954  0.696179208
0.30434821  0.698449417
0.304363264  0.70366856
0.304376218  0.712591586
0.304384854  0.722357315
0.304391505  0.733103239
0.304398507  0.748885432
0.304403175  0.763013709
0.304407843  0.781190507
0.304411344  0.798376981
0.304414845  0.819610698
0.304418346  0.846170517
0.30442068  0.867691834
0.304423014  0.893055865
0.304425348  0.923132278
0.304427566  0.957064423
0.304429667  0.995063016
0.304431768  1.03994924
0.304433343  1.07894282
0.304434918  1.12326014
0.304436494  1.17369211
0.304438069  1.23101551
0.304439645  1.29622814
0.30444122  1.37025192
0.304442795  1.4542032
0.304443904  1.51988595
0.304445071  1.59538089
0.304446238  1.6778967
0.304447405  1.76792621
0.304448572  1.86595892
0.304449739  1.97247304
0.304450906  2.08792657
0.304452073  2.21274724
0.30445324  2.34732164
0.304454407  2.49198343
0.304455574  2.64700098
0.304457324  2.89926039
0.304459075  3.17562153
0.304460825  3.47545396
0.304461992  3.68808147
0.30446386  4.04822475
0.304465727  4.43006443
0.304468528  5.03545478
0.304475296  6.55140242
0.30447763  7.04488456
0.304479824  7.47167288
0.304481878  7.82663898
0.304483652  8.09054843
0.304485146  8.27762982
0.304486826  8.44574068
0.304488693  8.57628801
0.304490514  8.6437804
0.304491867  8.65484116
0.304493734  8.61548469
0.304495695  8.50767887
0.304497329  8.36849394
0.30449929  8.14694184
0.304501437  7.84394541
0.304503771  7.45500233
0.304506105  7.01869462
0.304514858  5.21959852
0.304516958  4.80203944
0.304519175  4.38360423
0.304520926  4.07287694
0.304522676  3.78176156
0.304524427  3.51104737
0.304526177  3.26155538
0.304527928  3.03298562
0.304529678  2.8251464
0.304531429  2.63699856
0.304533179  2.46769416
0.30453493  2.31579377
0.30453668  2.18011452
0.304538256  2.0705657
0.304539832  1.97192797
0.304541408  1.88319441
0.304542983  1.80344671
0.304545083  1.70943658
0.304547184  1.62766253
0.304549284  1.55643137
0.304551385  1.49412124
0.304553485  1.43944863
0.304555819  1.38621806
0.304558153  1.33964711
0.304561654  1.27994596
0.304565155  1.22993219
0.304568656  1.18747074
0.304572157  1.15098084
0.304576825  1.10962149
0.304581493  1.07477981
0.304586161  1.04502111
0.304592988  1.00855791
0.304599465  0.979913404
0.304608101  0.948433344
0.304616737  0.9226987
0.304625372  0.90126637
0.304637042  0.877400006
0.304648712  0.857896979
0.304666217  0.834469491
0.304683722  0.815974738
0.304707062  0.7965081
0.304740905  0.775117373
0.304807424  0.746046327
0.304854104  0.731213871
0.30493346  0.711422953
0.305031488  0.69205194
0.305162192  0.670611036
0.305395592  0.637878452
0.30627749  0.529311121
0.306285973  0.531223557
0.3062927  0.535848169
0.306299525  0.544043363
0.306312785  0.564443135
0.30631883  0.570206198
0.30632234  0.571214687
0.3063278  0.569049278
0.30633287  0.563577491
0.30634574  0.54406452
0.30635354  0.534573545
0.3063629  0.527699394
0.306377165  0.52294929
0.3064406  0.513642749
0.306743653  0.476234933
0.306880859  0.456020489
0.306935828  0.443482664
0.306941206  0.444907278
0.306944791  0.448153059
0.30694748  0.45253209
0.306950168  0.459200597
0.306953156  0.470081303
0.306955147  0.479792807
0.306957139  0.491781284
0.30695913  0.506257786
0.306961122  0.523404129
0.306963114  0.54330141
0.306965106  0.565934449
0.306967396  0.595146895
0.306969985  0.631737803
0.306979485  0.777804098
0.306982034  0.812357394
0.306984424  0.839710871
0.306986734  0.860185286
0.306988885  0.873112584
0.306991912  0.880324381
0.306993983  0.877668983
0.306996055  0.869033605
0.306997648  0.858601393
0.306999878  0.839067784
0.307002329  0.812070063
0.307005137  0.775974836
0.307013004  0.665426091
0.307015842  0.628458716
0.307018679  0.595332446
0.307020671  0.57473667
0.307022663  0.556448888
0.307024655  0.540454043
0.307026646  0.526664102
0.307028725  0.514442803
0.307031843  0.499805588
0.30703496  0.488867853
0.307038583  0.479724147
0.307042205  0.473354693
0.307047034  0.46767245
0.307054278  0.462455452
0.307065657  0.457530156
0.307094104  0.449916066
0.307138482  0.441808055
0.307224962  0.429556685
0.307411575  0.406757338
0.307994175  0.340456915
0.308722425  0.260149258
0.309159375  0.213387239
0.309450675  0.183296255
0.30966915  0.161821664
0.3098148  0.1484874
0.309924038  0.13937973
0.309996863  0.133972023
0.310069688  0.129321671
0.310122486  0.126624024
0.310171643  0.124791819
0.310237185  0.123724761
0.310269957  0.12400002
0.310302728  0.124935905
0.310335499  0.126740016
0.310360078  0.128779923
0.310384656  0.131529643
0.310409235  0.135128081
0.310433813  0.139747277
0.310450199  0.143498508
0.310466584  0.147875375
0.31048297  0.152969207
0.310499355  0.158886413
0.31051392  0.164939832
0.310528485  0.171848775
0.31054305  0.179735748
0.310557615  0.188742239
0.31057218  0.199029442
0.310586745  0.210793874
0.310597669  0.220739724
0.310608593  0.231789412
0.310620427  0.24516775
0.310629531  0.256577772
0.310638634  0.269073193
0.310647737  0.28277581
0.31065684  0.297823528
0.310665943  0.314373911
0.310675046  0.332607286
0.310684149  0.35273059
0.310692342  0.372654364
0.310699624  0.391969647
0.310706907  0.412964446
0.310714189  0.435811342
0.310721472  0.460718114
0.310728754  0.487906008
0.310736037  0.517641279
0.310743319  0.550209745
0.310749691  0.581297449
0.310757884  0.625247083
0.310766077  0.674244071
0.31077427  0.729003717
0.310779732  0.769121574
0.310785194  0.812459194
0.310790655  0.859330134
0.310797483  0.923469323
0.310804311  0.994509777
0.310811138  1.0733516
0.310817965  1.16104626
0.310824793  1.25880089
0.310831165  1.36029317
0.31083731  1.46876683
0.310843454  1.58891941
0.310849599  1.72222363
0.310855743  1.87022932
0.31086166  2.02831795
0.310867122  2.18927674
0.310872584  2.3661133
0.310878046  2.56029022
0.310883508  2.77327419
0.310888969  3.00642574
0.310894022  3.24124507
0.310899074  3.49516623
0.310904126  3.76870326
0.310909178  4.06188105
0.310915914  4.48223924
0.310922833  4.94545931
0.310943588  6.43264277
0.310950871  6.93282785
0.310956333  7.27598309
0.310961795  7.57898861
0.310967257  7.83093873
0.310972718  8.02236245
0.310977743  8.13888252
0.31098437  8.19954977
0.310989286  8.17542115
0.310994201  8.094445
0.310999299  7.95468278
0.311004761  7.74907896
0.311010223  7.49501492
0.311017869  7.07797938
0.311043358  5.49636918
0.311051369  5.02080448
0.31105938  4.57820064
0.311065388  4.27087744
0.311071942  3.96058865
0.31107877  3.66470867
0.311085597  3.39562859
0.311092425  3.15155336
0.311099252  2.93057661
0.311106534  2.71797261
0.311111996  2.57271233
0.311117458  2.43853162
0.31112292  2.31450017
0.311131113  2.14559607
0.311139306  1.99491236
0.311147498  1.86011818
0.311154781  1.75196269
0.311162063  1.6535312
0.311169346  1.56372752
0.311176628  1.4816402
0.311183911  1.40642305
0.311191193  1.3373711
0.311202117  1.24394765
0.31121031  1.18091395
0.311219414  1.11704841
0.311228517  1.05893981
0.31123762  1.00591057
0.311246723  0.957383179
0.311260377  0.89196168
0.311274032  0.834141277
0.311288597  0.779557674
0.311303617  0.729761807
0.311318637  0.685565129
0.311333658  0.646156404
0.311348677  0.61085913
0.311366883  0.572716534
0.311383269  0.542091997
0.311399655  0.514498858
0.311416041  0.489545079
0.311432426  0.466894205
0.311448812  0.446257565
0.31147339  0.418563291
0.311497968  0.39419542
0.311522547  0.372619445
0.311547126  0.353408144
0.311571704  0.336215227
0.311596282  0.320756399
0.31162086  0.306801063
0.31164817  0.292853784
0.311675479  0.28030238
0.311711892  0.265363395
0.311748304  0.252229358
0.311784717  0.240627666
0.311821129  0.230336958
0.311857542  0.221177424
0.311893954  0.213000812
0.311943111  0.203359735
0.311989538  0.195419967
0.312035963  0.188555437
0.312090582  0.181625396
0.312145201  0.175788334
0.31219982  0.170914372
0.312254438  0.166893922
0.312327263  0.162709757
0.312400088  0.159702882
0.312472913  0.157696914
