E(MeV)  pendfb7/U235:18
2.08916827e-06  17.0486812
2.09142393e-06  16.7032019
2.0936796e-06  16.3822668
2.09593526e-06  16.084926
2.09819092e-06  15.8100379
2.10044658e-06  15.5563327
2.10270225e-06  15.3224609
2.10495791e-06  15.1070403
2.10721357e-06  14.9086852
2.10946923e-06  14.7260381
2.11247678e-06  14.5046901
2.11548433e-06  14.306028
2.11849188e-06  14.1273724
2.12149943e-06  13.9663032
2.12450698e-06  13.8206619
2.12751453e-06  13.6885417
2.13202586e-06  13.5121159
2.13653718e-06  13.3576406
2.14149964e-06  13.2085008
2.14736436e-06  13.054976
2.15322909e-06  12.921186
2.16031446e-06  12.7803022
2.16801015e-06  12.647388
2.17570584e-06  12.5307116
2.18630648e-06  12.3902161
2.19690711e-06  12.2673507
2.21104128e-06  12.1233586
2.22517546e-06  11.9956079
2.24425659e-06  11.8407419
2.26828469e-06  11.6642788
2.30856708e-06  11.3928813
2.38628841e-06  10.8852116
2.4197222e-06  10.6532593
2.44514639e-06  10.4649613
2.47057057e-06  10.2625944
2.49671215e-06  10.035882
2.51413986e-06  9.87215335
2.53156757e-06  9.69690834
2.54877269e-06  9.51158525
2.56575523e-06  9.31608337
2.58273777e-06  9.10835277
2.63421847e-06  8.44005002
2.64722191e-06  8.28521109
2.65697449e-06  8.18421761
2.66418292e-06  8.12221178
2.67011928e-06  8.08180836
2.67605563e-06  8.05330167
2.68397077e-06  8.03793313
2.68990712e-06  8.04680217
2.69499542e-06  8.07071516
2.6996597e-06  8.10754794
2.70432397e-06  8.16015361
2.70898825e-06  8.22998977
2.71365253e-06  8.31847177
2.71817546e-06  8.42334148
2.72241571e-06  8.539706
2.72665597e-06  8.67435141
2.73089622e-06  8.82792788
2.73513647e-06  9.0009152
2.73937672e-06  9.19359523
2.74299507e-06  9.37364014
2.74661342e-06  9.56797337
2.75023177e-06  9.77636123
2.75385012e-06  9.99843215
2.75741194e-06  10.2299021
2.76131297e-06  10.4973276
2.76651434e-06  10.8748357
2.77216801e-06  11.3092851
2.77782168e-06  11.764773
2.78630219e-06  12.4771413
2.80609003e-06  14.1871545
2.8144292e-06  14.8899358
2.82248568e-06  15.5414045
2.83054216e-06  16.1578987
2.83859864e-06  16.7345259
2.84665512e-06  17.2692424
2.85471159e-06  17.7625342
2.86135466e-06  18.1398872
2.86799772e-06  18.4930547
2.87796231e-06  18.9836972
2.88792691e-06  19.4371874
2.92199027e-06  20.8677058
2.93612444e-06  21.4846301
2.94672508e-06  21.9857809
2.95732571e-06  22.5353988
2.96439279e-06  22.9360521
2.97190473e-06  23.3981378
2.97941666e-06  23.9036487
2.9869286e-06  24.4594297
2.99256255e-06  24.9137874
2.99852533e-06  25.4340019
3.00465253e-06  26.0153915
3.01077972e-06  26.649566
3.01690692e-06  27.3423552
3.02303411e-06  28.1000354
3.0271189e-06  28.6444884
3.03150421e-06  29.2667348
3.03588952e-06  29.9305785
3.04027483e-06  30.6385903
3.04466013e-06  31.3932648
3.04904544e-06  32.1969389
3.05343075e-06  33.0516697
3.05781606e-06  33.9591014
3.06220136e-06  34.9202935
3.06680594e-06  35.9877056
3.07448022e-06  37.896046
3.08061965e-06  39.5306005
3.08675907e-06  41.2457381
3.10763314e-06  47.303401
3.11236927e-06  48.6097975
3.11763163e-06  49.9678959
3.12113988e-06  50.7998465
3.12464812e-06  51.5590964
3.12815637e-06  52.2338509
3.13166462e-06  52.812771
3.13517287e-06  53.285296
3.13868111e-06  53.6419546
3.14162804e-06  53.8460493
3.14401364e-06  53.9444915
3.14696057e-06  53.9810144
3.14990749e-06  53.9215232
3.15271409e-06  53.7745801
3.15552069e-06  53.5395148
3.15832729e-06  53.2172142
3.16113388e-06  52.8094745
3.16464213e-06  52.1838056
3.16815037e-06  51.4359331
3.17165862e-06  50.5747518
3.17516686e-06  49.6107644
3.17963988e-06  48.2513709
3.18411289e-06  46.7707884
3.1870949e-06  45.7302597
3.19305892e-06  43.5587888
3.20691649e-06  38.3608877
3.21217886e-06  36.4410995
3.21744122e-06  34.5973006
3.2200724e-06  33.7107018
3.22445771e-06  32.2924724
3.2277467e-06  31.2811655
3.23103568e-06  30.3170817
3.23432466e-06  29.4014988
3.23761364e-06  28.5350298
3.24090263e-06  27.7177034
3.24419161e-06  26.9490592
3.24748059e-06  26.2282163
3.25076957e-06  25.5539615
3.25405855e-06  24.9248191
3.25734753e-06  24.3391166
3.26063651e-06  23.7950423
3.26392548e-06  23.2906972
3.26721447e-06  22.8241304
3.27269609e-06  22.1251747
3.2770814e-06  21.6316734
3.28146671e-06  21.1917901
3.28585202e-06  20.8013814
3.29023732e-06  20.4565735
3.29462263e-06  20.1537802
3.29900794e-06  19.8897155
3.30339325e-06  19.6613886
3.30777855e-06  19.4660969
3.31336982e-06  19.2611943
3.31896108e-06  19.1016424
3.32455235e-06  18.9836436
3.33014361e-06  18.9039728
3.33573488e-06  18.8599213
3.34088762e-06  18.8489239
3.34746558e-06  18.873826
3.35404354e-06  18.9402747
3.3606215e-06  19.046611
3.36829579e-06  19.2197243
3.37487376e-06  19.4096718
3.38145171e-06  19.6381439
3.38802967e-06  19.9058517
3.39460763e-06  20.2140475
3.40125855e-06  20.5686785
3.40805538e-06  20.97837
3.41485222e-06  21.4392307
3.42164906e-06  21.9554792
3.42844589e-06  22.5322696
3.43524272e-06  23.1758354
3.44087905e-06  23.7654779
3.44651537e-06  24.4111899
3.4521517e-06  25.1187994
3.45778802e-06  25.8950462
3.46342434e-06  26.7477259
3.46819354e-06  27.5355551
3.47252917e-06  28.310034
3.4768648e-06  29.1453922
3.48120043e-06  30.0474303
3.48553606e-06  31.0225689
3.48987169e-06  32.0778827
3.49420732e-06  33.2211195
3.49854295e-06  34.4606948
3.50287858e-06  35.8056527
3.505769e-06  36.7655518
3.50865942e-06  37.7794824
3.51154984e-06  38.8504366
3.51444027e-06  39.9814214
3.51733069e-06  41.1753956
3.52022111e-06  42.4352344
3.52311153e-06  43.7636437
3.52600195e-06  45.1630807
3.52889237e-06  46.6356571
3.53178279e-06  48.1830284
3.53467321e-06  49.8062706
3.53756364e-06  51.5057504
3.54045406e-06  53.2809546
3.54478969e-06  56.0821195
3.54912532e-06  59.0397473
3.55346095e-06  62.1364692
3.55779658e-06  65.3467105
3.57080348e-06  75.2643412
3.57600624e-06  79.1157935
3.5805731e-06  82.3021959
3.58450408e-06  84.8275323
3.58745231e-06  86.5518147
3.59040053e-06  88.1029332
3.59334876e-06  89.4567277
3.59548767e-06  90.3023068
