E(MeV)  pendfb7/U235:2
1.15640212e-05  7.50889925
1.15689008e-05  7.61085774
1.15749215e-05  7.77971431
1.15809422e-05  8.00105855
1.15869629e-05  8.2793725
1.15929836e-05  8.61796585
1.15990043e-05  9.01860612
1.1605025e-05  9.48117897
1.16110457e-05  10.0034089
1.16170664e-05  10.5806706
1.16256459e-05  11.4839545
1.16530703e-05  14.6427699
1.16625348e-05  15.6552157
1.16689649e-05  16.2705333
1.16771531e-05  16.9420643
1.1684378e-05  17.4130159
1.16896762e-05  17.6793792
1.16954561e-05  17.891047
1.17013564e-05  18.0221903
1.17073771e-05  18.070165
1.17146019e-05  18.0206615
1.17230309e-05  17.8318709
1.17302558e-05  17.5761629
1.17392868e-05  17.163289
1.17779913e-05  14.9637216
1.17923805e-05  14.2136676
1.18067697e-05  13.5671583
1.18211589e-05  13.026031
1.18355481e-05  12.5781352
1.18499373e-05  12.2062382
1.18643265e-05  11.8933822
1.18859104e-05  11.5043964
1.19074942e-05  11.1815966
1.19434672e-05  10.7328873
1.19866348e-05  10.2739851
1.21118209e-05  9.03846075
1.21785868e-05  8.32778246
1.22016096e-05  8.11548204
1.22131209e-05  8.04065053
1.22260713e-05  8.00502801
1.22361436e-05  8.03255485
1.22447772e-05  8.11153626
1.22505329e-05  8.20095798
1.22562886e-05  8.32620091
1.22623321e-05  8.50294495
1.22686633e-05  8.74597989
1.22741311e-05  9.0104903
1.22788796e-05  9.2862344
1.2283628e-05  9.60889856
1.22882326e-05  9.97019394
1.22925493e-05  10.3550852
1.22968661e-05  10.7871234
1.23011829e-05  11.2683296
1.23069386e-05  11.9890799
1.23126943e-05  12.8022245
1.231845e-05  13.707929
1.23242057e-05  14.7039587
1.23299613e-05  15.7853869
1.2335717e-05  16.9444863
1.23443505e-05  18.8045351
1.23702182e-05  24.7370579
1.23778228e-05  26.3938028
1.23854273e-05  27.9202678
1.23924615e-05  29.1757031
1.23979748e-05  30.0329773
1.24046287e-05  30.8999143
1.24110926e-05  31.5521484
1.24182219e-05  32.0440569
1.24240679e-05  32.2674097
1.24299138e-05  32.3316631
1.24370431e-05  32.2050961
1.24441723e-05  31.8718118
1.24513016e-05  31.3570318
1.24584308e-05  30.6900842
1.24679364e-05  29.6186414
