E(MeV)  pendfb7/Na23:102
0.14336305  0.001375725
0.143369688  0.001300421
0.143377063  0.00122391
0.143384438  0.001154076
0.143391813  0.001090162
0.143399188  0.001031514
0.143406563  0.000977568
0.143413938  0.000927836
0.143425  0.000860225
0.14343385  0.000811453
0.1434427  0.00076683
0.14345155  0.000725892
0.1434604  0.000688228
0.14346925  0.000653485
0.143482525  0.000606204
0.1434958  0.000563999
0.1435076  0.000530184
0.1435194  0.00049942
0.1435312  0.00047135
0.143543  0.00044567
0.1435548  0.000422114
0.1435666  0.000400454
0.1435784  0.000380492
0.1435902  0.000362054
0.14360495  0.000340922
0.1436197  0.00032168
0.14363445  0.00030411
0.1436492  0.000288022
0.14366395  0.000273255
0.1436787  0.000259668
0.143700825  0.000241236
0.143716313  0.000229565
0.143732538  0.000218309
0.143756875  0.000203062
0.143781213  0.000189465
0.14380555  0.000177297
0.143829888  0.000166379
0.1438557  0.000155982
0.14388225  0.000146388
0.1439088  0.000137762
0.14393535  0.000129977
0.1439619  0.000122928
0.14398845  0.000116524
0.144015  0.00011069
0.1440504  0.000103684
0.1440858  9.74453e-05
0.1441212  9.18645e-05
0.1441566  8.68526e-05
0.144192  8.23352e-05
0.1442274  7.82497e-05
0.1442628  7.45579e-05
0.14430115  7.09275e-05
0.1443395  6.76128e-05
0.14437785  6.4612e-05
0.1444339  6.06965e-05
0.144487  5.74278e-05
0.1445401  5.45236e-05
0.14459025  5.20711e-05
0.14465515  4.92526e-05
0.144723  4.66646e-05
0.1447938  4.42975e-05
0.1448646  4.22175e-05
0.1449354  4.03801e-05
0.145005002  3.87847e-05
0.145073406  3.7374e-05
0.14517601  3.55189e-05
0.145278615  3.39337e-05
0.145381219  3.25606e-05
0.145483824  3.13717e-05
0.145654832  2.97135e-05
0.145791638  2.86156e-05
0.145928444  2.7682e-05
0.14606525  2.68828e-05
0.146202057  2.61948e-05
0.146407266  2.53368e-05
0.146612475  2.46316e-05
0.146886088  2.38901e-05
0.1471597  2.33148e-05
0.147433313  2.28666e-05
0.147706925  2.25163e-05
0.148117344  2.21357e-05
0.148801375  2.17484e-05
0.1493486  2.16007e-05
0.149895825  2.15499e-05
0.1515375  2.1765e-05
0.15263195  2.21028e-05
0.15482085  2.3071e-05
0.156462525  2.40037e-05
0.1581042  2.50728e-05
0.159745875  2.63119e-05
0.16138755  2.76982e-05
0.162954  2.92066e-05
0.16531  3.18167e-05
0.166685  3.35798e-05
0.16806  3.55464e-05
0.169435  3.7749e-05
0.17081  4.02255e-05
0.17184125  4.23019e-05
0.1728725  4.45635e-05
0.17390375  4.70838e-05
0.174935  4.98462e-05
0.17596625  5.29514e-05
0.17686  5.58985e-05
0.177730375  5.91063e-05
0.17851  6.22261e-05
0.179357  6.59915e-05
0.180340125  7.09075e-05
0.1814085  7.70236e-05
0.182019  8.09522e-05
0.183185  8.95582e-05
0.183887625  9.56109e-05
0.1844225  0.000100737
0.18511  0.000108143
0.18566  0.000114917
0.1862595  0.000123427
0.186672  0.000130187
0.187035  0.000136992
0.187365  0.000144135
0.187585  0.000149595
0.18797  0.000161182
0.188135  0.000167282
0.1883  0.000174476
0.1884375  0.00018149
0.18856125  0.000189027
0.18872625  0.000201448
0.18880875  0.000209147
0.18889125  0.000218196
0.188953125  0.000226114
0.189015  0.000235265
0.189076875  0.000245966
0.18913875  0.000258541
0.18918  0.000268324
0.18922125  0.000279484
0.1892625  0.000292289
0.18930375  0.000307105
0.189334688  0.000319819
0.189363907  0.000333339
0.189392266  0.00034812
0.189420625  0.000364836
0.189448985  0.000383846
0.189477344  0.000405552
0.189504844  0.000429747
0.189530625  0.000455934
0.189547813  0.000475612
0.189565  0.000497346
0.189582188  0.000521443
0.189599375  0.000548261
0.189616563  0.000578238
0.18963375  0.000611896
0.189646641  0.000639936
0.189659532  0.000670726
0.189672423  0.000704641
0.189685313  0.000742118
0.189698204  0.000783675
0.189711094  0.000829909
0.189723985  0.000881563
0.189736875  0.000939552
0.189749766  0.001005022
0.18975836  0.00105349
0.189766954  0.001106363
0.189775547  0.001164179
0.189784141  0.001227589
0.189792735  0.001297332
0.189801329  0.001374287
0.189809063  0.00145056
0.189815938  0.001524684
0.189822813  0.001605514
0.189829688  0.001693886
0.189836563  0.001790779
0.189843438  0.001897332
0.189850313  0.002014889
0.189857188  0.002145042
0.189863118  0.002268868
0.189870594  0.002442587
0.189875579  0.002570903
0.189880563  0.002710572
0.189885548  0.002863053
0.189890532  0.003029919
0.189895516  0.0032131
0.1899005  0.003414838
0.189904625  0.003597713
0.18990875  0.003796864
0.189912875  0.004014335
0.189917  0.004252508
0.189921125  0.004514181
0.18992525  0.004802652
0.189929375  0.005121839
0.1899335  0.005476427
0.189936594  0.00576898
0.189939688  0.006087425
0.189942782  0.006435047
0.189945875  0.006815569
0.189948969  0.007233777
0.189952063  0.007694945
0.189955157  0.008205516
0.18995825  0.008773054
0.189961  0.009333176
0.18996375  0.009953793
0.1899665  0.010644421
0.18996925  0.011416493
0.189971313  0.012057341
0.189973375  0.012758194
0.189975438  0.013527588
0.1899775  0.014373801
0.189979563  0.015308012
0.189981282  0.016161858
0.189983344  0.017288076
0.189985407  0.018540428
0.189987469  0.019934657
0.189989016  0.021085567
0.189990563  0.02233616
0.18999211  0.023695974
0.189993657  0.025175248
0.189995204  0.026784906
0.18999675  0.028535346
0.189998297  0.030441005
0.189999844  0.032513498
0.190001391  0.034765946
0.190002938  0.037211753
0.190004485  0.03986444
0.190006032  0.042737448
0.190007579  0.045843901
0.190009125  0.049194086
0.1900105  0.052389551
0.190012563  0.05758157
0.190014625  0.063265858
0.190016688  0.069461961
0.19001875  0.076169627
0.190020727  0.083080023
0.190023134  0.092105782
0.19002554  0.101754222
0.190028547  0.114577389
0.190039719  0.165499817
0.190042813  0.178834759
0.190045632  0.189945687
0.19004845  0.199686409
0.190050925  0.206846068
0.1900534  0.21249008
0.190055463  0.21591762
0.190057525  0.218107394
0.19006  0.219041922
0.190062125  0.218350011
0.190064125  0.216450539
0.190066463  0.212746922
0.190068388  0.208562697
0.190072238  0.197440921
0.190075125  0.187068325
0.190078219  0.174484009
0.190082173  0.156949248
0.190089306  0.124142737
0.190092657  0.109351225
0.190094891  0.099985159
0.190097125  0.091108471
0.190099532  0.082156114
0.190101337  0.07588582
0.190103141  0.070009946
0.190104946  0.064524932
0.19010675  0.059433864
0.190108297  0.055373345
0.190109844  0.051586816
0.190111391  0.048064884
0.190112938  0.044796687
0.190114485  0.041770254
0.190116032  0.038972827
0.190117579  0.036391157
0.190119125  0.034013237
0.190120889  0.031529541
0.190122653  0.02927161
0.190124417  0.027220328
0.190126181  0.025357398
0.190127945  0.023665505
0.190129709  0.022128431
0.190131473  0.020731113
0.190133237  0.019459677
0.190134882  0.018376241
0.190136526  0.017382408
0.190138718  0.016180956
0.19014091  0.015104387
0.190143103  0.014136483
0.190145295  0.013264387
0.190147487  0.012475742
0.190149679  0.011760276
0.190152237  0.011006123
0.19015443  0.010420211
0.190156622  0.009883683
0.190159545  0.009235172
0.190162468  0.008653128
0.190165391  0.008128385
0.190168314  0.007653331
0.190171237  0.007221609
0.19017416  0.006827881
0.190177814  0.00638231
0.190181468  0.005981744
0.190185122  0.005620112
0.190188775  0.005292455
0.190192429  0.004994368
0.190196083  0.004722374
0.190199737  0.00447344
0.19020339  0.004245032
0.190207775  0.003994746
0.19021216  0.003767441
0.190216545  0.003560331
0.190220929  0.003371088
0.190225314  0.0031976
0.190229698  0.003038204
0.190236275  0.002822193
0.190241391  0.002670965
0.190247237  0.002513807
0.190253083  0.002371325
0.190258929  0.002241734
0.190264775  0.002123515
0.190270621  0.00201537
0.190276467  0.00191618
0.190285236  0.001782111
0.190292972  0.001676583
0.190300707  0.001581384
0.190308443  0.001495178
0.190316178  0.00141688
0.190323914  0.001345526
0.190331649  0.001280329
0.19034712  0.001165709
0.190357708  0.001097562
0.190368295  0.001036466
0.190378882  0.000981482
0.190389469  0.000931832
0.190400057  0.000886857
0.190410644  0.000846001
0.190421231  0.000808764
0.19043615  0.000761613
0.190449143  0.000724936
0.190462137  0.000691798
0.190475131  0.000661776
0.190492455  0.000625967
0.19050978  0.000594309
0.190527104  0.000566194
0.190544429  0.000541118
0.190561753  0.000518669
0.190581003  0.000496383
0.190602178  0.000474648
0.190623353  0.000455406
0.190644527  0.000438309
0.190676289  0.000416098
0.190708051  0.000397244
0.190739812  0.000381054
0.190778312  0.000364421
0.190816811  0.000350468
0.19085531  0.000338691
0.190893809  0.000328697
0.190932308  0.000320181
0.190990057  0.000309734
0.191047805  0.00030141
0.191117105  0.00029357
0.191232602  0.000284496
0.191325  0.000279855
0.191417398  0.000276919
0.191617594  0.000274543
0.19178699  0.000275618
0.191971787  0.000278917
0.19227978  0.000287883
0.192526175  0.000297507
0.19277257  0.000308883
0.193018965  0.00032188
0.19326536  0.000336454
0.193511755  0.000352633
0.19375815  0.000370495
0.194004545  0.000390161
0.19425094  0.000411791
0.194497335  0.000435583
0.19474373  0.000461774
0.194990125  0.000490647
0.19523652  0.000522529
0.195482915  0.000557805
0.19572931  0.000596923
0.195975705  0.000640403
0.1962221  0.000688794
0.196406897  0.000728834
0.196591693  0.000772256
0.196776489  0.000819759
0.196961285  0.000871339
0.197146082  0.000927902
0.197330878  0.000989436
0.197515674  0.001057029
0.19770047  0.001130636
0.197885267  0.001211522
0.198070063  0.001299563
0.198254859  0.00139614
0.198439655  0.001500953
0.198624452  0.001615329
0.198784608  0.001721531
0.198981724  0.001862258
0.19917884  0.002013176
0.199474514  0.002255816
0.200065862  0.002761767
0.200262978  0.00291741
0.200460094  0.003054532
0.200607931  0.003140384
0.200755768  0.003208133
0.200903605  0.003255108
0.201130288  0.003282887
0.201248558  0.003274945
0.201396395  0.003244332
0.201544232  0.003191869
0.201790627  0.003062458
0.201987743  0.002929413
0.202184859  0.00277878
0.202825486  0.002252438
0.203022602  0.002097945
0.203219718  0.001952193
0.203416834  0.00181649
0.20361395  0.001691428
0.203798747  0.001584087
0.203983543  0.001485368
0.204168339  0.00139575
0.204353135  0.001313913
0.204584322  0.001222429
0.204768791  0.001156877
0.204953261  0.001097854
0.205193313  0.001029221
0.205371875  0.000983794
0.205550438  0.000942663
0.205907563  0.000871814
0.206264688  0.000814048
0.206532532  0.000778188
0.206800375  0.000747354
0.207068219  0.000721596
0.2074432  0.000692184
0.2077289  0.000674584
0.2080146  0.000660564
0.2083003  0.000649717
0.2088717  0.000636162
0.209514525  0.000631391
0.2100145  0.000633591
0.2105859  0.00064053
0.2123001  0.000670638
0.2128715  0.00067707
0.21330005  0.000678808
0.2137286  0.000677275
0.21424286  0.000670661
0.21472855  0.000659428
0.2151571  0.000645714
0.21558565  0.000628786
0.21615705  0.000602104
0.2168713  0.000564142
0.2185855  0.000467258
0.21929975  0.000429437
0.21987115  0.000401374
0.22044255  0.000375563
0.22101395  0.000352108
0.2214425  0.000336015
0.221978188  0.000317888
0.222513875  0.000301552
0.223049563  0.000287262
0.22358525  0.000274605
0.224120938  0.000263802
0.224656625  0.000254487
0.225192313  0.000246881
0.225728  0.000240672
0.226263688  0.000236112
0.226799375  0.00023294
0.227513625  0.000231241
0.228049313  0.000231903
0.228585  0.000234371
0.228942125  0.000237099
0.22929925  0.000240789
0.229656375  0.000245522
0.2300135  0.00025141
0.230370625  0.000258582
0.23072775  0.000267199
0.231084875  0.000277458
0.231442  0.0002896
0.231799125  0.000303902
0.232066969  0.000316321
0.232334813  0.000330266
0.232602657  0.000346173
0.2328705  0.000364049
0.233138344  0.000384519
0.233495469  0.000416205
0.233674032  0.00043432
0.233852594  0.000454205
0.234120438  0.000487718
0.234299  0.00051319
0.234477563  0.000541573
0.234656125  0.000573432
0.234834688  0.000609468
0.23496861  0.000639956
0.235102532  0.000674097
0.235236454  0.000712987
0.235325735  0.000742126
0.235415016  0.000774535
0.235548938  0.000830979
0.235638219  0.000875595
0.23570518  0.000914023
0.235772141  0.000958211
0.235839103  0.001009655
0.235883743  0.001049102
0.235928384  0.001093754
0.235973024  0.001144768
0.236017665  0.001203516
0.236051145  0.001254392
0.236084625  0.00131238
0.236118106  0.001379033
0.236151587  0.001456461
0.236173907  0.001515417
0.236196228  0.001581456
0.236218548  0.001655864
0.236240868  0.001740181
0.236263188  0.001836347
0.236284114  0.001939706
0.236305039  0.00205878
0.236318989  0.002148571
0.23633294  0.00224813
0.23634689  0.002358965
0.23636084  0.002482927
0.23637479  0.002622258
0.236385722  0.002743946
0.236396654  0.002878332
0.236407586  0.003027292
0.236418518  0.003193057
0.23642945  0.003378298
0.236440382  0.00358624
0.236451314  0.003820815
0.236459513  0.004017105
0.236469291  0.004277812
0.236476336  0.004486266
0.236483381  0.004714513
0.236490426  0.004965195
0.236497472  0.005241433
0.236504517  0.005546767
0.236511562  0.005885511
0.236518607  0.00626275
0.236524372  0.006604309
0.236530136  0.006979585
0.2365359  0.007393261
0.236541664  0.007850782
0.236547428  0.008358591
0.236553192  0.008924362
0.236558956  0.009557282
0.236563279  0.010082618
0.236568563  0.010792548
0.236572406  0.011362035
0.236576249  0.011982244
0.236580091  0.012659138
0.236583934  0.013400134
0.236587777  0.0142132
0.23659162  0.015107717
0.236595462  0.016094241
0.236598509  0.016950407
0.236601555  0.017879145
0.236604602  0.018888962
0.236607648  0.019988
0.236610695  0.021186776
0.236613741  0.022495346
0.236616788  0.023926516
0.236619834  0.025492408
0.236622339  0.026891422
0.236624844  0.028399813
0.236627349  0.030026401
0.236629853  0.031779622
0.236632358  0.033670268
0.236634862  0.035706304
0.236637367  0.037898736
0.236640915  0.041287841
0.236644046  0.04457169
0.236647177  0.048144337
0.236650307  0.052013975
0.236653438  0.056187346
0.236656568  0.060659403
0.236660325  0.066407963
0.236664082  0.072536496
0.236669718  0.082305962
0.236682366  0.105057483
0.236687209  0.113173088
0.236690965  0.118865646
0.236694722  0.123838262
0.236697644  0.127099978
0.236700984  0.130082217
0.236704323  0.132187251
0.236707663  0.133354863
0.23671  0.133594295
0.236712338  0.133353174
0.236715678  0.132183298
0.236719017  0.130076362
0.236722357  0.127092766
0.236725279  0.123830427
0.236729035  0.11885932
0.236732792  0.113166479
0.236737749  0.104855228
0.236750864  0.081285304
0.236754868  0.074328851
0.236758872  0.067712493
0.236762876  0.061515227
0.236766005  0.056996532
0.236769383  0.052453372
0.236772761  0.048262165
0.23677614  0.044416931
0.236779518  0.040907969
0.236782896  0.037716995
0.236785399  0.035545699
0.236787901  0.033529495
0.236790404  0.031657403
0.236792906  0.029921477
0.236795409  0.028310985
0.236797911  0.026818118
0.236801665  0.024778581
0.236804588  0.023341426
0.236807932  0.021842371
0.236811276  0.020482365
0.23681462  0.019246484
0.236817964  0.018121358
0.236821308  0.017095078
0.236824652  0.016157076
0.236827996  0.015298002
0.236831757  0.014415867
0.236835937  0.013527899
0.236840117  0.012725517
0.236844297  0.011998288
0.236848477  0.01133726
0.236852657  0.010734739
0.236856837  0.010184089
0.236861017  0.009679568
0.236866032  0.009128171
0.236871884  0.008549863
0.236877736  0.008032346
0.236883588  0.007567396
0.236889439  0.007148199
0.236895291  0.006768822
0.236901143  0.006424446
0.236906995  0.00611091
0.2369141  0.005766614
0.23692246  0.005405793
0.23693082  0.005086021
0.23693918  0.004801357
0.236947539  0.004546921
0.236955899  0.004318575
0.236964259  0.004112945
0.236972619  0.003927165
0.236983486  0.003711403
0.236993518  0.00353452
0.237003549  0.003376057
0.237016925  0.003189191
0.2370303  0.003025962
0.237043676  0.002882588
0.237057051  0.002756105
0.237070427  0.002644067
0.237089236  0.002507163
0.237105538  0.002404899
0.23712184  0.00231537
0.237138141  0.002236694
0.237159876  0.002146083
0.237181611  0.002069135
0.237203346  0.002003266
0.237225081  0.001946507
0.237257683  0.001875575
0.237292795  0.001814615
0.237327905  0.001766226
0.237363016  0.001727836
0.237398126  0.001697781
0.23744494  0.001667116
0.237498442  0.001642358
0.237551944  0.001626309
0.237632197  0.001614205
0.237685699  0.001611904
0.237779328  0.001616394
0.237926458  0.001636595
0.238407976  0.001736634
0.238621984  0.00177266
0.23878249  0.001790203
0.238969747  0.001798084
0.239098152  0.001794875
0.239264008  0.001780208
0.239424514  0.001755266
0.23958502  0.001720686
0.239799028  0.001662086
0.240013036  0.001593025
0.24065506  0.001367684
0.240869068  0.001300652
0.241029574  0.001257499
0.24119008  0.001222357
0.241297084  0.001204955
0.241404088  0.001193523
0.241511092  0.001189271
0.241591345  0.001192015
0.241671598  0.001201273
0.241746  0.001217013
0.241808697  0.001236508
0.241871395  0.001262614
0.241934093  0.001297639
0.241975891  0.001326888
0.24201769  0.001361679
0.242059488  0.001402963
0.242101287  0.001451914
0.242143085  0.001509988
0.242184884  0.001579009
0.242216233  0.001639326
0.242247582  0.001708268
0.242278931  0.001787093
0.242310279  0.001877465
0.242341628  0.001982068
0.242372976  0.002103493
0.242393875  0.002195318
0.242413954  0.002292986
0.242434032  0.002401136
0.24245411  0.00252119
0.242474188  0.002654796
0.242494266  0.002803864
0.242514344  0.002970621
0.242534422  0.003157742
0.2425545  0.003368471
0.242574653  0.003607546
0.242588088  0.003784432
0.242601523  0.003977077
0.242614958  0.004187197
0.242628393  0.004416718
0.242641828  0.004667798
0.242655262  0.004942822
0.242667845  0.005224529
0.242679576  0.005510343
0.242691307  0.005820738
0.242703037  0.006158042
0.242714768  0.006524815
0.242726499  0.006923598
0.24273823  0.007356993
0.24274996  0.007827668
0.242760562  0.008287539
0.242774772  0.008958869
0.242788982  0.00969682
0.242803191  0.010503741
0.242817401  0.011379705
0.24283161  0.012321019
0.242846438  0.013363773
0.24289092  0.016642284
0.242907395  0.017769362
0.242919752  0.018516681
0.242932108  0.01914376
0.242944464  0.019620301
0.242952702  0.019841721
0.242962916  0.01999965
0.242969671  0.020030304
0.242980462  0.019955891
0.242991706  0.019720519
0.24300295  0.019334749
0.243015307  0.01875769
0.243027663  0.018048306
0.243044138  0.01695209
0.243093563  0.013303975
0.243110038  0.012143278
0.243126513  0.011060732
0.243139384  0.010277148
0.243153285  0.009494606
0.243167186  0.008777681
0.243181087  0.008123853
0.243194988  0.007529398
0.243208888  0.006989983
0.243224334  0.006449456
0.243239779  0.005964859
0.243255225  0.00553016
0.24327067  0.005139937
0.243286115  0.004789198
0.243297956  0.004544179
0.243311342  0.004289492
0.243324728  0.004056062
0.243338114  0.003841725
0.2433515  0.003644632
0.243364886  0.00346315
0.243384965  0.003216999
0.24339835  0.003068383
0.243416885  0.002880572
0.243435419  0.002711272
0.243453954  0.002558189
0.243472488  0.002419385
0.243491023  0.002293166
0.243509557  0.002178093
0.243528091  0.002072906
0.243546625  0.001976514
0.243567219  0.001878578
0.243587813  0.00178921
0.243608407  0.001707438
0.243639297  0.001597219
0.243670188  0.001499839
0.243701079  0.001413357
0.243734029  0.001331332
0.243768009  0.001256201
0.243801988  0.001189367
0.243835968  0.001129403
0.243869947  0.001075317
0.243904957  0.001025011
0.243942025  0.000976949
0.24399145  0.000919965
0.244040875  0.000869817
0.2440903  0.000825386
0.244139725  0.00078577
0.24418915  0.000750258
0.244238575  0.000718466
0.244312713  0.000675944
0.24438685  0.000638826
0.244460988  0.000606175
0.244535125  0.000577216
0.244609263  0.000551339
0.2446834  0.000528061
0.24478225  0.000500409
0.2448811  0.000475928
0.24497995  0.000454101
0.2450788  0.000434439
0.245227075  0.000408402
0.24544125  0.000376447
0.245606  0.00035539
0.24577075  0.000336706
0.2459355  0.000320009
0.24610025  0.000304969
0.246265  0.000291326
0.2465945  0.000267464
0.246841625  0.000252045
0.24708875  0.000238202
0.247335875  0.00022585
0.247583  0.00021462
0.2479125  0.000201266
0.248242  0.000189431
0.2485715  0.000178865
0.248901  0.000169368
0.2492305  0.000160795
0.24956  0.000153022
0.2498895  0.000145947
0.2505485  0.000133551
0.251046579  0.000125487
0.251423  0.000120007
0.25193275  0.000113311
0.2524425  0.000107335
0.25295225  0.000101976
0.253462  9.71506e-05
0.25397175  9.27877e-05
0.25499125  8.52247e-05
0.25601075  7.89196e-05
0.256775375  7.48756e-05
0.25754  7.12584e-05
0.258304625  6.80813e-05
0.259579  6.3489e-05
0.2605985  6.03847e-05
0.261618  5.76879e-05
0.2626375  5.53384e-05
0.263657  5.32875e-05
0.2646765  5.14958e-05
0.265696  4.99318e-05
0.267735  4.73909e-05
0.269774  4.5517e-05
0.2707935  4.48002e-05
0.27232275  4.39958e-05
0.273852  4.34587e-05
0.275891  4.32321e-05
0.27793  4.35915e-05
0.2789495  4.40248e-05
0.279969  4.46566e-05
0.2809885  4.55196e-05
0.282008  4.6658e-05
0.2830275  4.81313e-05
0.283792125  4.95189e-05
0.2844548  5.09244e-05
0.2852704  5.30192e-05
0.2858821  5.49132e-05
0.2864938  5.70989e-05
0.2873094  6.06506e-05
0.2877172  6.27507e-05
0.288125  6.51121e-05
0.2885328  6.7777e-05
0.2889406  7.0797e-05
0.2893484  7.42354e-05
0.28985815  7.92461e-05
0.290164  8.26899e-05
0.29046985  8.65627e-05
0.2907757  9.08705e-05
0.29108155  9.57574e-05
0.2913874  0.000101238
0.2917952  0.000109764
0.2919991  0.000114633
0.292203  0.000119974
0.2924069  0.000125852
0.2926108  0.000132338
0.2928147  0.00013952
0.2930186  0.000147498
0.2932225  0.00015638
0.2934264  0.000166322
0.2936303  0.000177511
0.293783225  0.00018685
0.29393615  0.000197081
0.294089075  0.000208377
0.294242  0.000220825
0.294394925  0.000234655
0.29454785  0.000249991
0.294700775  0.000267152
0.2948537  0.000286316
0.2950576  0.000315685
0.29515955  0.000332261
0.2952615  0.000350287
0.29536345  0.000369932
0.2954654  0.000391386
0.29556735  0.000414866
0.2956693  0.000440624
0.29577125  0.000468944
0.2958732  0.000500157
0.29597515  0.000534642
0.2960771  0.000572835
0.29617905  0.000615239
0.296281  0.000662292
0.296357463  0.00070108
0.296433925  0.000743368
0.296510388  0.00078939
0.29658685  0.000839524
0.296663313  0.000894199
0.296739775  0.000953866
0.296816238  0.001019026
0.2968927  0.001090196
0.296969163  0.001167932
0.297045625  0.001252779
0.297122088  0.001345288
0.29719855  0.001445942
0.297275013  0.001555136
0.297351475  0.001673029
0.297427938  0.001799812
0.2975044  0.00193503
0.29760635  0.002126924
0.2979122  0.002733555
0.297988663  0.002873218
0.298065125  0.002998352
0.298139294  0.00310111
0.298208875  0.003177412
0.298278456  0.003232231
0.29834141  0.003262889
0.298432145  0.003277588
0.298508608  0.00326843
0.29870741  0.003224185
0.298753288  0.003230203
0.298799165  0.00325279
0.298833574  0.003285173
0.298867982  0.003335453
0.298901753  0.003407575
0.298923417  0.003468891
0.298945082  0.003544701
0.298966746  0.003637899
0.298988411  0.003752064
0.299010075  0.00389158
0.299026323  0.00401621
0.299042571  0.00416142
0.299058819  0.004331158
0.299070607  0.004472329
0.299083351  0.004644751
0.299096095  0.004840861
0.299108839  0.005064502
0.299121582  0.005320315
0.299134326  0.005614016
0.299143884  0.005863267
0.299153442  0.006141209
0.299163  0.006451986
0.299173832  0.006850135
0.299181478  0.007165033
0.299189124  0.007512026
0.29919677  0.007895319
0.299204417  0.008319841
0.299212063  0.008791132
0.299219709  0.009315813
0.299227355  0.00990154
0.29923309  0.010386265
0.299238825  0.010914652
0.29924456  0.011491559
0.299250294  0.012122325
0.299256029  0.012813286
0.299261764  0.013571173
0.299267499  0.014403596
0.299273233  0.0153188
0.299279924  0.016503934
0.299286614  0.017830318
0.299291074  0.018801562
0.299295535  0.019848772
0.299299995  0.020976791
0.299304455  0.022191054
0.299310827  0.024085172
0.299316562  0.025959263
0.299322297  0.028000432
0.299328031  0.030210745
0.299333766  0.032588039
0.2993395  0.035121488
0.299349037  0.039626734
0.29936957  0.049778755
0.299376529  0.052980138
0.299383488  0.055834859
0.299388459  0.0575819
0.29939343  0.059029808
0.299398252  0.060108231
0.299402776  0.060799969
0.29941  0.061219384
0.299415037  0.061000558
0.299419279  0.060494552
0.29942425  0.059543535
0.299429221  0.058234164
0.299434358  0.056545845
0.299439826  0.054431255
0.299447117  0.051218494
0.299473629  0.038145049
0.29948092  0.034720535
0.299488211  0.031521064
0.29949368  0.029290569
0.299499147  0.027213891
0.299504864  0.025206996
0.299511077  0.023212723
0.299517291  0.021403658
0.299523505  0.019767912
0.299529719  0.018291654
0.299535932  0.016960719
0.299540903  0.015990776
0.299545874  0.015097669
0.299550845  0.014274826
0.299555816  0.013516106
0.299560787  0.012815835
0.299565758  0.012168801
0.299573215  0.011287728
0.299579014  0.010668831
0.299585642  0.010024214
0.29959227  0.009439156
0.299598898  0.008906901
0.299605526  0.008421546
0.299612154  0.007977934
0.299618782  0.007571552
0.29962541  0.007198449
0.299632867  0.006814161
0.299641152  0.006426253
0.299649437  0.006074557
0.299657722  0.005754728
0.299666007  0.005463035
0.299674292  0.00519627
0.299682577  0.004951658
0.299695004  0.004621123
0.299705775  0.004365333
0.299716545  0.004134179
0.299727316  0.003924512
0.299738086  0.003733716
0.299748857  0.003559476
0.299765013  0.003325
0.299781168  0.003118048
0.299797738  0.002929861
0.299814308  0.002762378
0.299830878  0.002612551
0.299847448  0.002477863
0.299864018  0.002356224
0.299880588  0.002245902
0.299897158  0.002145457
0.299913728  0.002053697
0.299936926  0.001937901
0.299960124  0.001834639
0.299983322  0.001741831
0.30000652  0.001657984
0.300029718  0.001581932
0.300064515  0.001480285
0.300099312  0.001391093
0.30013908  0.001301625
0.300178848  0.001223059
0.300218616  0.001153464
0.300258384  0.001091383
0.300298152  0.001035649
0.300335435  0.000988125
0.300383488  0.00093286
0.300431541  0.000883261
0.300479594  0.000838477
0.300532618  0.000793966
0.300590613  0.000750187
0.300648608  0.000710512
0.300706603  0.000674551
0.30078531  0.000630797
0.300859875  0.000593909
0.30093444  0.000560779
0.301009005  0.000530872
0.30113328  0.000487042
0.3012327  0.00045652
0.30133212  0.00042935
0.30143154  0.000405079
0.30153096  0.000383294
0.30163038  0.000363697
0.3017298  0.00034601
0.30182922  0.000330032
0.30192864  0.000315612
0.3020612  0.000298479
0.30219376  0.000283445
0.30232632  0.000270337
0.30245888  0.000258982
0.30259144  0.000249259
0.302724  0.000241092
0.30285656  0.000234449
0.30302173  0.000228283
0.30311956  0.000225869
0.30329875  0.000223959
0.303397469  0.000224601
0.303496188  0.000226573
0.30359125  0.000230006
0.303679  0.000234763
0.30376675  0.000241363
0.303820375  0.000246391
0.3038935  0.000254968
0.30394225  0.000261905
0.303991  0.000269985
0.30403975  0.000279394
0.3040885  0.000290361
0.30413725  0.000303167
0.304186  0.000318166
0.304222563  0.000331119
0.304259125  0.000345784
0.304295688  0.000362433
0.30433225  0.000381349
0.304368813  0.000402956
0.304405375  0.000427881
0.30442975  0.000446629
0.304454125  0.000467333
0.3044785  0.000490259
0.304502875  0.000515724
0.30452725  0.000544102
0.304551625  0.000575838
0.304576  0.000611467
0.30459355  0.000639888
0.3046111  0.000670938
0.30462865  0.000704936
0.3046462  0.000742253
0.30466375  0.000783342
0.3046813  0.000828757
0.30469885  0.000879143
0.3047164  0.000935223
0.304735413  0.001003384
0.304748088  0.001053719
0.304760763  0.001108495
0.304773438  0.001168245
0.304786113  0.00123359
0.304798788  0.00130527
0.304811463  0.00138416
0.304822675  0.001460763
0.3048373  0.001571707
0.30484705  0.001653549
0.3048568  0.001742544
0.30486655  0.001839542
0.3048763  0.001945526
0.30488605  0.002061639
0.3048958  0.002189212
0.3049075  0.002359637
0.3049153  0.00248524
0.3049231  0.002621723
0.3049309  0.002770378
0.3049387  0.002932694
0.3049465  0.00311039
0.3049543  0.003305467
0.304961369  0.003499222
0.304967707  0.003688363
0.304974044  0.003893793
0.304980382  0.004117517
0.304986719  0.004361701
0.304993057  0.00462902
0.304999394  0.004922409
0.305005732  0.00524549
0.305011338  0.005559267
0.305016213  0.005856194
