E(MeV)  pendfb7/Na23:102
0.0353028282  0.003129534
0.0353052344  0.003314686
0.0353076407  0.003517192
0.0353100469  0.003739299
0.0353122344  0.003960459
0.0353142032  0.004177153
0.0353161719  0.004412579
0.0353181407  0.00466903
0.0353201094  0.004949108
0.0353220782  0.005255907
0.0353240469  0.005592986
0.0353260157  0.005964615
0.0353277657  0.006327979
0.0353292969  0.006674807
0.0353308282  0.007052035
0.0353323594  0.007463413
0.0353338907  0.007913439
0.0353354219  0.008407296
0.0353369532  0.008951276
0.0353384844  0.009552781
0.0353398516  0.010145848
0.0353410548  0.010717882
0.0353422579  0.01134345
0.035343461  0.012030334
0.0353446641  0.012787982
0.0353458673  0.013628176
0.0353470704  0.014565525
0.0353479727  0.015343472
0.035348875  0.016196564
0.0353498594  0.017227422
0.0353508438  0.018382128
0.0353515821  0.019344297
0.0353523204  0.020403156
0.0353530586  0.021574195
0.0353537969  0.022876538
0.0353545352  0.024332628
0.0353552735  0.025969573
0.0353560118  0.027819836
0.035356504  0.029190705
0.0353571875  0.031305065
0.0353578438  0.033600367
0.0353582813  0.035295447
0.0353587188  0.037138654
0.0353591563  0.039145359
0.0353595938  0.041332409
0.0353600313  0.043718227
0.0353604688  0.046322906
0.0353609063  0.04916831
0.0353613438  0.052278155
0.0353617813  0.055678101
0.0353622188  0.05939582
0.0353626563  0.063461061
0.0353630938  0.0679057
0.0353635313  0.07276377
0.0353639141  0.077381974
0.0353644063  0.083867172
0.0353648985  0.091021315
0.0353653907  0.098905148
0.0353658829  0.107582513
0.035366375  0.117118069
0.0353668673  0.127587094
0.0353673594  0.139052325
0.0353678516  0.151593253
0.0353683438  0.165281398
0.035368836  0.180190715
0.0353692625  0.194154155
0.0353697875  0.212746259
0.0353703125  0.232966457
0.0353708375  0.254894485
0.0353713625  0.278603763
0.0353718875  0.304159639
0.0353724125  0.331617529
0.0353729375  0.361021002
0.0353735938  0.400558333
0.0353741844  0.438795537
0.035374775  0.479537232
0.0353753657  0.52274508
0.0353761532  0.584027901
0.03537705  0.658575097
0.0353781  0.751450804
0.0353794125  0.873920015
0.035382125  1.13348252
0.03538335  1.24454343
0.0353844  1.33197694
0.0353853188  1.4003088
0.0353861063  1.45141325
0.035387025  1.50094117
0.0353878563  1.5353333
0.0353886  1.55704015
0.03538937  1.570054
0.03539  1.57335969
0.03539084  1.56741214
0.0353914  1.55693306
0.0353921438  1.53516952
0.035392975  1.50072685
0.0353938938  1.45114183
0.0353946813  1.40000122
0.0353956  1.33164633
0.03539665  1.24419386
0.035397875  1.1331311
0.0354012  0.815802923
0.03540225  0.719669239
0.03540295  0.658380425
0.0354038469  0.583864506
0.0354046344  0.522615943
0.035405225  0.479439854
0.0354058157  0.438714452
0.0354064063  0.400499132
0.0354070625  0.360989887
0.0354075875  0.331602229
0.0354081125  0.304158629
0.0354086375  0.278615495
0.0354091625  0.254917417
0.0354096875  0.232999078
0.0354102125  0.21278711
0.0354107375  0.194201849
0.0354111641  0.180239847
0.0354116563  0.165335085
0.0354121485  0.151650489
0.0354126407  0.139112189
0.0354131329  0.12764653
0.035413625  0.117182821
0.0354141173  0.107643798
0.0354146094  0.09896813
0.0354151016  0.091083668
0.0354155938  0.083928493
0.035416086  0.077441936
0.0354164415  0.073140245
0.0354168243  0.068841149
0.0354172071  0.064863498
0.0354175899  0.061184153
0.0354179727  0.057781247
0.0354183555  0.054634164
0.0354187383  0.051723519
0.0354191211  0.049031136
0.035419504  0.046539381
0.0354200782  0.043145679
0.0354206524  0.040120299
0.0354212266  0.037419379
0.0354218008  0.035003849
0.035422375  0.03283905
0.0354228672  0.03115966
0.0354233594  0.029624801
0.0354238516  0.028219142
0.0354245899  0.026323373
0.0354253282  0.024647803
0.0354260665  0.023158863
0.0354268047  0.021828675
0.035427543  0.02063349
0.0354282813  0.019554022
0.0354290196  0.018574057
0.0354297579  0.017680089
0.0354305782  0.016774054
0.0354315625  0.015790851
0.0354325469  0.014904263
0.0354341875  0.013604153
0.0354355  0.012695613
0.0354368125  0.011883288
0.035438125  0.01115253
0.0354394375  0.01049171
0.03544075  0.009891433
0.0354420033  0.009367638
0.0354432565  0.008886442
0.0354449274  0.008302956
0.0354465984  0.00777733
0.0354482693  0.007301899
0.0354499403  0.006870188
0.0354516112  0.006476864
0.0354532821  0.006117354
0.0354551443  0.005751811
0.0354571978  0.005386411
0.0354592513  0.005055593
0.0354613048  0.004755043
0.0354633583  0.004481114
0.0354654118  0.004230702
0.0354674653  0.00400115
0.0354695188  0.003790171
0.0354717006  0.003584152
0.0354740108  0.003384155
0.035476321  0.003200767
0.0354786312  0.003032178
0.0354809414  0.002876821
0.0354844067  0.002665663
0.035487872  0.002477358
0.0354906955  0.002338586
0.0354940325  0.002189405
0.0354973694  0.002054358
0.0355007064  0.001931696
0.0355040433  0.001819937
0.0355073803  0.001717799
0.0355107172  0.001624191
0.0355140542  0.00153817
0.0355177761  0.001450197
0.0355218831  0.001361772
0.0355259901  0.001281365
0.0355300971  0.001208039
0.0355342041  0.001140988
0.0355383111  0.001079513
0.0355424181  0.001023013
0.0355465251  0.000970962
0.0355511455  0.000917157
0.0355562793  0.000862618
0.0355614131  0.000812962
0.0355665469  0.00076762
0.0355716806  0.000726106
0.0355768144  0.000687999
0.0355819481  0.000652938
0.0355870819  0.000620603
0.0355929857  0.000586438
0.0355996596  0.00055128
0.0356063335  0.000519376
0.0356130073  0.000490331
0.0356196812  0.000463782
0.0356263551  0.000439432
0.035633029  0.000417055
0.0356397028  0.000396452
0.0356471467  0.000375348
0.0356553607  0.000354101
0.0356635747  0.00033475
0.0356717887  0.000317074
0.0356800027  0.000300885
0.0356882167  0.000286022
0.0357005377  0.000265909
0.0357128588  0.000248064
0.0357251798  0.000232158
0.0357375008  0.000217921
0.0357498218  0.000205127
0.0357621428  0.000193587
0.0357744638  0.000183143
0.0357867849  0.000173661
0.0357991059  0.000165037
0.0358155339  0.000154721
0.0358319619  0.0001455
0.03584839  0.000137246
0.035864818  0.000129839
0.035881246  0.000123167
0.035897674  0.000117136
0.035914102  0.000111667
0.03593053  0.000106692
0.035955172  0.000100034
0.0359802938  9.40962e-05
0.036006375  8.86881e-05
0.0360324563  8.3932e-05
0.0360585375  7.97281e-05
0.0360846188  7.59954e-05
0.0361107  7.26803e-05
0.036145475  6.87876e-05
0.03618025  6.53933e-05
0.036215025  6.24292e-05
0.0362498  5.9827e-05
0.036284575  5.75319e-05
0.03631935  5.54986e-05
0.0363715125  5.28653e-05
0.036423675  5.06304e-05
0.0364758375  4.8735e-05
0.036528  4.71106e-05
0.03659755  4.52915e-05
0.0366671  4.37854e-05
0.03673665  4.25345e-05
0.0368062  4.14904e-05
0.03687575  4.0616e-05
0.036980075  3.95681e-05
0.0370844  3.87498e-05
0.0372235  3.79569e-05
0.0373626  3.74125e-05
0.0375017  3.70588e-05
0.037814675  3.67605e-05
0.038162425  3.69921e-05
0.0384754  3.75011e-05
0.0387536  3.81651e-05
0.03931  3.99369e-05
0.0397273  4.16165e-05
0.0401446  4.35423e-05
0.0405619  4.57749e-05
0.0409792  4.82747e-05
0.0415356  5.21386e-05
0.042092  5.66751e-05
0.0426484  6.20136e-05
0.0429266  6.50352e-05
0.0432048  6.83258e-05
0.043483  7.19156e-05
0.0437612  7.58395e-05
0.0440394  8.01381e-05
0.0443176  8.48583e-05
0.0445958  9.00548e-05
0.044874  9.57919e-05
0.0451522  0.000102145
0.0454304  0.000109202
0.04565296  0.000115423
0.04590334  0.00012316
0.04609808  0.000129688
0.04632064  0.000137895
0.0465432  0.000146938
0.04676576  0.000156939
0.04698832  0.000168038
0.04721088  0.00018039
0.0473778  0.000190632
0.04754472  0.000201724
0.04771164  0.000213924
0.04787856  0.00022719
0.04804548  0.000241865
0.0482124  0.000257905
0.04837932  0.000275763
0.04854624  0.000295399
0.0487688  0.000325179
0.04899136  0.000359735
0.04910264  0.000379126
0.04921392  0.000400133
0.0493252  0.000422938
0.04943648  0.00044775
0.04954776  0.000474811
0.04965904  0.000504396
0.04977032  0.000536825
0.0498816  0.000572472
0.04999288  0.000611771
0.05010416  0.00065523
0.05024326  0.00071629
0.05032672  0.000757021
0.05041018  0.000801458
0.05049364  0.000849688
0.0505771  0.000902559
0.05066056  0.000960212
0.05074402  0.00102375
0.05082748  0.001093394
0.05091094  0.001170604
0.0509944  0.001255725
0.05107786  0.00135072
0.05118914  0.001494322
0.05124478  0.001574639
0.05130042  0.001661428
0.05135606  0.00175538
0.0514117  0.001857279
0.05146734  0.001968014
0.05152298  0.002088598
0.05157862  0.002220185
0.05166208  0.002440434
0.05171772  0.002605648
0.05177336  0.00278739
0.051829  0.002987811
0.05188464  0.003209393
0.051947235  0.003486704
0.051988965  0.003691079
0.052030695  0.003912909
0.052072425  0.004153802
0.052114155  0.00441581
0.052155885  0.004701184
0.052197615  0.005012479
0.052239345  0.005352492
0.052281075  0.005724377
0.052322805  0.006131562
0.052364535  0.006577866
0.052406265  0.007067379
0.052447995  0.007604555
0.052489725  0.008194022
0.052531455  0.008840606
0.052573185  0.009549004
0.052614915  0.010323639
0.052683074  0.011739234
0.052730368  0.012835533
0.05277488  0.013949884
0.052819392  0.015136274
0.052986312  0.019854002
0.05302526  0.02086724
0.053064208  0.021769344
0.053103156  0.022517679
0.053132367  0.022953879
0.0531599088  0.023252565
0.053186616  0.023429112
0.0532133232  0.023490041
0.0532372484  0.023442674
0.0532628428  0.023288358
0.053295114  0.02294827
0.053324325  0.022511167
0.053353536  0.021965932
0.053392484  0.021099713
0.053431432  0.020113278
0.053598352  0.015425889
0.053642864  0.014232582
0.053687376  0.01310824
0.053731888  0.012061996
0.0537764  0.011097757
0.05381813  0.010267606
0.05385986  0.009505501
0.05390159  0.008808705
0.05394332  0.008172311
0.05398505  0.00759209
0.05402678  0.007062895
0.05406851  0.006580536
0.05411024  0.006140331
0.05415197  0.00573857
0.0541937  0.005371263
0.05423543  0.005035298
0.05427716  0.00472739
0.05431889  0.004444994
0.05436062  0.004185452
0.05440235  0.003946715
0.05444408  0.003727202
0.05449972  0.003460418
0.05455536  0.003219494
0.054611  0.003001864
0.05466664  0.002804768
0.05472228  0.002625817
0.05477792  0.002462943
0.05483356  0.002314347
0.0548892  0.002178469
0.05494484  0.002053942
0.05500048  0.001939576
0.05505612  0.001834325
0.05511176  0.001737271
0.0551674  0.001647605
0.05527868  0.001487664
0.05536214  0.001382573
0.0554456  0.001287761
0.05552906  0.001202655
0.05561252  0.00112538
0.05569598  0.00105556
0.05577944  0.000991803
0.0558629  0.000933856
0.05594636  0.000880669
0.05602982  0.000832073
0.05611328  0.000787322
0.05622456  0.000733163
0.05633584  0.000684388
0.05644712  0.000640362
0.0565584  0.000600494
0.05666968  0.000564278
0.05678096  0.000531283
0.05689224  0.00050114
0.05700352  0.000473532
0.0571148  0.000448183
0.05722608  0.000424852
0.05733736  0.000403334
0.05755992  0.000365024
0.05778248  0.000332041
0.0579494  0.000310306
0.05811632  0.000290553
0.05828324  0.00027281
0.05845016  0.000256585
0.05861708  0.000241914
0.058784  0.000228425
0.05895092  0.000216154
0.05922912  0.000197809
0.05945168  0.000184848
0.05967424  0.000173179
0.0598968  0.000162636
0.06011936  0.00015308
0.06039756  0.000142348
0.06078704  0.000129214
0.0610096  0.00012257
0.0612878  0.000115009
0.061566  0.000108179
0.0618442  0.000101987
0.0621224  9.63582e-05
0.0624006  9.12241e-05
0.0626788  8.65288e-05
0.062957  8.22234e-05
0.0635134  7.46194e-05
0.0640698  6.81363e-05
0.064348  6.52472e-05
0.0647653  6.13114e-05
0.0651826  5.77372e-05
0.0655999  5.4544e-05
0.0660172  5.16254e-05
0.0664345  4.89985e-05
0.06713  4.51e-05
0.0676864  4.23776e-05
0.0682428  3.99474e-05
0.0687992  3.77689e-05
0.0693556  3.58087e-05
0.069912  3.40385e-05
0.0704684  3.24346e-05
0.0710248  3.09769e-05
0.0721376  2.8434e-05
0.0732504  2.63e-05
0.074085  2.49257e-05
0.0749196  2.36918e-05
0.0757542  2.2606e-05
0.0765888  2.16246e-05
0.0777016  2.04783e-05
0.0788144  1.94818e-05
0.0799272  1.86118e-05
0.08104  1.78493e-05
0.0821528  1.71792e-05
0.0832656  1.65888e-05
0.0854912  1.5608e-05
0.086604  1.52017e-05
0.0882732  1.46859e-05
0.0899424  1.42527e-05
0.0916116  1.39088e-05
0.0932808  1.36295e-05
0.09495  1.34239e-05
0.0966192  1.32755e-05
0.0994012  1.31788e-05
0.1010704  1.32185e-05
0.103296  1.34182e-05
0.1044088  1.36021e-05
0.1055216  1.3864e-05
0.1063562  1.4132e-05
0.1071908  1.44696e-05
0.1083036  1.50925e-05
0.10886  1.55032e-05
0.1096946  1.62975e-05
0.1101119  1.68017e-05
0.1105292  1.74006e-05
0.1109465  1.81185e-05
0.111259475  1.87592e-05
0.11157245  1.94962e-05
0.11198975  2.06903e-05
0.1121984  2.13969e-05
0.11240705  2.21932e-05
0.1126157  2.30948e-05
0.11282435  2.41215e-05
0.113033  2.52974e-05
0.11324165  2.66511e-05
0.113398138  2.78104e-05
0.113554625  2.9106e-05
0.113711113  3.05783e-05
0.1138676  3.22367e-05
0.11407625  3.48275e-05
0.114180575  3.63139e-05
0.1142849  3.79505e-05
0.114389225  3.97584e-05
0.11449355  4.17623e-05
0.114597875  4.39918e-05
0.1147022  4.64819e-05
0.114806525  4.92752e-05
0.11491085  5.24158e-05
0.114989094  5.50404e-05
0.115067338  5.79328e-05
0.115145582  6.1132e-05
0.115223825  6.46729e-05
0.115302069  6.86174e-05
0.115380313  7.3016e-05
0.115458557  7.79569e-05
0.11551724  8.20629e-05
0.115574626  8.64479e-05
0.115631364  9.12177e-05
0.115688101  9.64616e-05
0.115742047  0.000101955
0.115795992  0.000107995
0.11584941  0.000114596
0.115901773  0.000121721
0.115954136  0.000129645
0.11600262  0.000137775
0.116049165  0.000146401
0.11609571  0.000155946
0.116142255  0.000166546
0.1161888  0.000178362
0.116235345  0.000191589
0.11628189  0.000206459
0.11631292  0.000217423
0.11634395  0.000229342
0.11637498  0.00024233
0.11640601  0.000256518
0.11643704  0.00027206
0.11646807  0.000289133
0.1164991  0.000307945
0.11653013  0.000328741
0.11656116  0.000351806
0.11659219  0.000377394
0.116615463  0.000398522
0.116638735  0.000421616
0.116662008  0.000446858
0.11668528  0.000474507
0.116708553  0.000504881
0.116731825  0.000538349
0.116755098  0.000575348
0.11677837  0.00061639
0.116801643  0.00066209
0.116824915  0.000713177
0.11684043  0.000750658
0.116855945  0.000791229
0.11687146  0.000835237
0.116886975  0.000883085
0.11690249  0.000935231
0.116918005  0.000992208
0.11693352  0.00105463
0.116949035  0.001123216
0.11696455  0.001198804
0.116982005  0.001293426
0.116993641  0.001362876
0.117005277  0.001438045
0.117016914  0.001519641
0.11702855  0.001608512
0.117040186  0.001705591
0.117051822  0.001811878
0.117062004  0.00191334
0.117075095  0.002056927
0.117088186  0.002217443
0.117096913  0.0023352
0.117105641  0.002462679
0.117114368  0.002600949
0.117123095  0.002751283
0.117131337  0.002905643
0.117139095  0.003063203
0.117146852  0.003234
0.11715461  0.003419612
0.117162367  0.003621753
0.117170125  0.003842508
0.117177882  0.004084167
0.11718564  0.004349516
0.117192524  0.004607329
0.117198536  0.004851776
0.117204548  0.005116285
0.11721056  0.005403152
0.117216572  0.005715024
0.117222584  0.00605495
0.117228596  0.006426427
0.117234608  0.006833468
0.117239942  0.007228102
0.117246923  0.007798718
0.117251578  0.008217803
0.117256232  0.008671704
0.117260887  0.009164672
0.117265541  0.00970117
0.117270196  0.010286834
0.11727485  0.010927666
0.117278729  0.011509242
0.117282608  0.012139105
0.117286487  0.012822797
0.117290365  0.013566483
0.117294244  0.01437789
0.117298123  0.015265349
0.117302002  0.016238782
0.11730588  0.017309515
0.117308983  0.018245624
0.117312086  0.019261026
0.117315189  0.020365076
0.117318292  0.021568576
0.117321395  0.022884058
0.117324498  0.024326133
0.117327601  0.025911931
0.117330704  0.027661655
0.117333226  0.029220935
0.117335747  0.030918632
0.117338268  0.032772819
0.117340789  0.034803866
0.117343311  0.037036546
0.117345832  0.039497134
0.117348353  0.042219578
0.117350874  0.045243114
0.117352814  0.047803859
0.117354753  0.050593659
0.117356693  0.0536438
0.117358632  0.056983682
0.117360572  0.060654065
0.117362511  0.064693841
0.11736445  0.069153524
0.117366389  0.074088551
0.117368135  0.078990888
0.11736988  0.084377578
0.117371626  0.090311575
0.117373371  0.096848408
0.117375117  0.104063504
0.117376862  0.112021774
0.117378607  0.120805051
0.117380352  0.130495106
0.11738171  0.138717564
0.117383068  0.147580471
0.117384426  0.157123718
0.117385783  0.167378299
0.117387141  0.178396198
0.117388498  0.190195093
0.117389856  0.202822276
0.117391747  0.221816493
0.117393347  0.239199798
0.117394947  0.25779659
0.11739708  0.28445489
0.117399213  0.313161021
0.117401686  0.348774945
0.117404595  0.393302783
0.11741274  0.523435019
0.117415261  0.561401736
0.117417588  0.593618428
0.117419916  0.622113446
0.117421622  0.64008036
0.117423484  0.656439841
0.117425191  0.668151201
0.117426743  0.675871603
0.117428651  0.681353314
0.11743  0.68248996
0.117431916  0.680173535
0.117434034  0.672320392
0.117435585  0.663174154
0.117437447  0.648630864
0.117439309  0.630516192
0.117441637  0.60346199
0.117443964  0.572370985
0.117446388  0.53673288
0.117455407  0.393172287
0.117458316  0.348660684
0.117460789  0.313062091
0.117462923  0.284356536
0.117465056  0.257712544
0.117466655  0.239137335
0.117468255  0.221763128
0.117470146  0.202778899
0.117471503  0.190167314
0.117472861  0.17836554
0.117474218  0.16736108
0.117475576  0.157103781
0.117476933  0.147571929
0.117478291  0.138712693
0.117479648  0.130499317
0.1174812  0.121837643
0.117482751  0.113904996
0.117484303  0.106633294
0.117485854  0.099976378
0.117487406  0.093872907
0.117488957  0.088281219
0.117490509  0.083147938
0.11749206  0.078437039
0.117494  0.073074959
0.117495939  0.068240522
0.117497879  0.063867436
0.117499818  0.059906187
0.117501758  0.056305225
0.117503697  0.053026745
0.117505636  0.050032546
0.117507575  0.047290994
0.117509903  0.044294549
0.11751223  0.041582627
0.117514557  0.039118894
0.117516884  0.03687352
0.117519212  0.034820148
0.117521539  0.032938643
0.117523866  0.03120923
0.117526193  0.02961561
0.117529296  0.027677643
0.117532399  0.025927576
0.117535502  0.02434144
0.117538605  0.022899036
0.117541708  0.021583234
0.117544811  0.020379422
0.117547914  0.01927507
0.117551017  0.018259376
0.117554508  0.017211058
0.117557999  0.016251647
0.11756149  0.015371263
0.117564981  0.014561374
0.117568472  0.013814584
0.117573709  0.012798751
0.117578944  0.01189248
0.117583599  0.011165944
0.117588253  0.01050483
0.117592908  0.009901197
0.117597562  0.009348728
0.117602217  0.008841513
0.117606871  0.008374864
0.117611526  0.007944327
0.11761618  0.007546399
0.117621999  0.00708975
0.117627817  0.006673612
0.117633635  0.006293303
0.117639453  0.005944852
0.117645271  0.005624797
0.117651089  0.005330105
0.117656907  0.005058123
0.117662725  0.004806538
0.117669513  0.004536117
0.117676301  0.00428797
0.117683089  0.004059723
0.117689877  0.003849314
0.117696665  0.003654936
0.117706847  0.003390009
0.117717028  0.003153064
0.117725756  0.002969284
0.117734483  0.002801233
0.11774321  0.002647144
0.117751937  0.002505511
0.117760664  0.002375022
0.117769391  0.002254537
0.117782482  0.00209041
0.117792664  0.001974923
0.1178043  0.001854377
0.117815936  0.001744636
0.117827572  0.001644473
0.117839209  0.001552839
0.117850845  0.001468806
0.117862481  0.001391473
0.117874117  0.001320078
0.117886723  0.001248755
0.117900299  0.00117826
0.117913875  0.00111363
0.117927451  0.001054237
0.117941026  0.000999533
0.117954602  0.000949031
0.117974965  0.000880259
0.118004055  0.000794449
0.11801957  0.000753799
0.118042843  0.000698526
0.118066115  0.000649222
0.118089388  0.000605053
0.11811266  0.000565333
0.118135933  0.000529481
0.118159205  0.000497012
0.118182478  0.000467512
0.11820575  0.000440631
0.118229023  0.000416067
0.118252295  0.000393586
0.118283325  0.000366515
0.118314355  0.000342146
0.118345385  0.000320189
0.118376415  0.000300358
0.118407445  0.000282388
0.118438475  0.000266053
0.118469505  0.00025116
0.118500535  0.000237544
0.118531565  0.000225064
0.118562595  0.000213595
0.118593625  0.000203033
0.11864017  0.000188687
0.118686715  0.000175906
0.11873326  0.000164471
0.118779805  0.0001542
0.11882635  0.000144938
0.118872895  0.000136558
0.11891944  0.000128952
0.118965985  0.00012203
0.119016409  0.000115227
0.119068773  0.000108791
0.119121135  0.000102946
0.119173499  9.76205e-05
0.119225862  9.27549e-05
0.119280164  8.81396e-05
0.119338345  8.36254e-05
0.11941592  7.82191e-05
0.11947798  7.43232e-05
0.11954004  7.07664e-05
0.11966416  6.45224e-05
0.11975725  6.04862e-05
0.119827579  5.77399e-05
0.119945476  5.36483e-05
0.120040612  5.07396e-05
0.120135747  4.8133e-05
0.120230883  4.57884e-05
0.120326018  4.36718e-05
0.120421154  4.17547e-05
0.120611425  3.84257e-05
0.120754128  3.63034e-05
0.120896831  3.44274e-05
0.121039535  3.27813e-05
0.121182237  3.13124e-05
0.121348724  2.98061e-05
0.121562778  2.81327e-05
0.121753049  2.68503e-05
0.12194332  2.57294e-05
0.122133591  2.47445e-05
0.122323862  2.38749e-05
0.122704404  2.24171e-05
0.12298981  2.15264e-05
0.123275216  2.07588e-05
0.123560623  2.01095e-05
0.1240363  1.92128e-05
0.124416841  1.86355e-05
0.124797383  1.81546e-05
0.125177925  1.77522e-05
0.125748738  1.72712e-05
0.126700092  1.66896e-05
0.127461175  1.63811e-05
0.128222259  1.61712e-05
0.129744426  1.59684e-05
0.130505509  1.59509e-05
0.131647134  1.60154e-05
0.133185366  1.62431e-05
0.134343057  1.65427e-05
0.135211326  1.68618e-05
0.136079593  1.72755e-05
0.136658438  1.7636e-05
0.137381996  1.82225e-05
0.137816129  1.86696e-05
0.138250263  1.92346e-05
0.138684397  1.99366e-05
0.138973819  2.05241e-05
0.139263242  2.1235e-05
0.13948031  2.18778e-05
0.139697377  2.26307e-05
0.139986799  2.38795e-05
0.14013151  2.46373e-05
0.140276222  2.55087e-05
0.140420933  2.65185e-05
0.140601822  2.80214e-05
0.140710355  2.90851e-05
0.140818889  3.03032e-05
0.140927423  3.1697e-05
0.141035956  3.33159e-05
0.141180667  3.58984e-05
0.141253023  3.74167e-05
0.1413246  3.90869e-05
0.1413954  4.09573e-05
0.1414662  4.30695e-05
0.141537  4.54679e-05
0.14160485  4.8085e-05
0.14166975  5.09304e-05
0.1417199  5.3403e-05
0.141773  5.63276e-05
0.1418261  5.96157e-05
0.14188215  6.35507e-05
0.1419205  6.6564e-05
0.14195885  6.98907e-05
0.1419972  7.35322e-05
0.1420326  7.72337e-05
0.142068  8.1328e-05
0.1421034  8.58535e-05
0.1421388  9.08723e-05
0.1421742  9.64593e-05
0.1422096  0.000102704
0.142245  0.000109712
0.14227155  0.000115548
0.1422981  0.000121953
0.14232465  0.000129002
0.1423512  0.000136785
0.14237775  0.000145409
0.1424043  0.000154999
0.142430113  0.000165392
0.14245445  0.000176304
0.142478788  0.000188465
0.142503125  0.000202052
0.142527463  0.000217288
0.142543688  0.000228535
0.142559175  0.000240196
0.1425813  0.000258612
0.14259605  0.000272188
0.1426108  0.000286943
0.14262555  0.000303017
0.1426403  0.000320572
0.14265505  0.000339797
0.1426698  0.000360911
0.1426875  0.000389104
0.1426993  0.000409874
0.1427111  0.000432437
0.1427229  0.000457004
0.1427347  0.000483821
0.1427465  0.000513172
0.1427583  0.000545387
0.142768625  0.000576225
0.1427819  0.000620006
0.142795175  0.000669117
0.142804025  0.000705253
0.142812875  0.000744477
0.142821725  0.000787172
0.142830575  0.000833774
0.142838688  0.00088035
0.142846063  0.000926264
0.142853438  0.000975964
0.142860813  0.001029875
0.142868188  0.001088486
0.142875563  0.001152361
0.142882938  0.001222153
0.142890313  0.00129862
0.14289695  0.001373869
0.14290285  0.001446503
0.14290875  0.001525167
0.14291465  0.001610552
0.14292055  0.001703451
0.14292645  0.001804775
0.14293235  0.001915581
0.14293825  0.002037098
0.142943413  0.002153344
0.14295005  0.002318258
0.142954475  0.002439152
0.1429589  0.002569932
0.142963325  0.002711721
0.14296775  0.002865809
0.142972175  0.003033683
0.1429766  0.00321706
0.142980435  0.003390062
0.14298427  0.003577706
0.142988105  0.00378172
0.14299194  0.004004101
0.142995775  0.004247173
0.14299961  0.004513649
0.143003445  0.004806714
0.14300728  0.005130132
0.14301023  0.005402347
0.14301318  0.005697533
0.14301613  0.006018433
0.14301908  0.00636823
0.14302203  0.006750635
0.14302498  0.007169997
0.14302793  0.007631453
0.14303088  0.008141107
0.14303324  0.0085884
0.1430356  0.00907562
0.14303796  0.009607943
0.14304032  0.010191451
0.14304268  0.010833334
0.14304504  0.011542128
0.1430474  0.012328018
0.14304976  0.0132032
0.143051825  0.014053682
0.14305389  0.014995368
0.143055955  0.016041979
0.14305802  0.017209646
0.143059569  0.018176272
0.143061118  0.019230755
0.143062667  0.020383368
0.143064215  0.021644753
0.143065764  0.023029348
0.143067092  0.024324616
0.143068714  0.026057239
0.143070337  0.027975189
0.143071959  0.030097568
0.143073582  0.032450339
0.143075204  0.035055716
0.143076421  0.037193364
0.143077638  0.039500837
0.143078855  0.041990318
0.143079924  0.044337052
0.143081252  0.047474166
0.143082579  0.050869681
0.143083907  0.054544819
0.143085234  0.058509595
0.143086562  0.062784668
0.143087889  0.067377009
0.143089217  0.072305281
0.143090913  0.079097834
0.143092462  0.085800923
0.14309401  0.092980412
0.143095559  0.100642798
0.143097624  0.111581674
0.14309991  0.124596639
0.143102565  0.14075538
0.143112448  0.205312697
0.143115103  0.221721299
0.143117699  0.236347077
0.143119602  0.24585979
0.143121504  0.254119626
0.143123274  0.260526783
0.143125044  0.265572277
0.143126814  0.269155833
0.143128525  0.271162087
0.14313  0.271710841
0.143132006  0.270689419
0.143133776  0.268117116
0.143135841  0.263209093
0.143137611  0.257464176
0.143139765  0.248730116
0.143141033  0.242786154
0.14314357  0.229376266
0.143146225  0.21362749
0.143155665  0.152001711
0.14315832  0.135236042
0.143160975  0.119433502
0.143162893  0.10875301
0.143164958  0.098021657
0.143166507  0.090520527
0.143168055  0.083503805
0.143169604  0.076962721
0.143170784  0.072298443
0.143172112  0.067371882
0.143173439  0.062781095
0.143174767  0.058507422
0.143176094  0.054543892
0.143177422  0.050869855
0.143178749  0.047475301
0.143180077  0.044339017
0.143181552  0.041141558
0.143182769  0.038714711
0.143183985  0.036467467
0.143185203  0.034382427
0.143186419  0.032454778
0.143188042  0.030102333
0.143189664  0.02798019
0.143191287  0.026062401
0.143192909  0.024329879
0.143194237  0.023034656
0.143195785  0.021650934
0.143197334  0.020388686
0.143198883  0.019236041
0.143200432  0.018181511
0.14320198  0.017215423
0.143204045  0.016047599
0.14320611  0.015000832
0.143208175  0.014058994
0.14321024  0.013208364
0.1432126  0.01233302
0.14321496  0.01154698
0.14321732  0.010838044
0.14321968  0.010196028
0.14322204  0.009612394
0.1432244  0.009079955
0.14322676  0.008592625
0.14322912  0.008145228
0.14323207  0.007635453
0.14323502  0.007173884
0.14323797  0.006754415
0.14324092  0.006371911
0.14324387  0.006022019
0.14324682  0.005701031
0.14324977  0.005405761
0.14325272  0.005133466
0.14325626  0.004833706
0.1432598  0.004560077
0.14326334  0.004309561
0.14326688  0.004079574
0.14327042  0.003867889
0.14327396  0.003672581
0.14327927  0.003406723
0.1432834  0.003219758
0.14328812  0.003024652
0.14329284  0.002847055
0.14329756  0.002684909
0.14330228  0.002536454
0.143307  0.002400172
0.14331172  0.002274752
0.14331644  0.002159057
0.14332175  0.002039297
0.14332765  0.001917723
0.14333355  0.001806861
0.14333945  0.001705485
0.14334535  0.001612538
0.14335125  0.001527107
0.14335715  0.0014484
