E(MeV)  pendfb7/Pu241:18
4.77705166e-07  69.0245195
4.79725655e-07  68.0595826
4.81754673e-07  67.1203445
4.8379229e-07  66.2060124
4.85838507e-07  65.3158485
4.87893397e-07  64.4491065
4.8995696e-07  63.6050943
4.93069797e-07  62.3797598
4.96200202e-07  61.2026496
4.99348247e-07  60.0715792
5.02522978e-07  58.9814728
5.05715651e-07  57.9336066
5.08926342e-07  56.9261185
5.12155125e-07  55.9572397
5.1541128e-07  55.0227021
5.18685835e-07  54.1236651
5.21978871e-07  53.2585862
5.25290464e-07  52.4259967
5.28630129e-07  51.6222749
5.31988668e-07  50.8484623
5.35366161e-07  50.1032799
5.38762687e-07  49.38551
5.42188006e-07  48.6920741
5.45632682e-07  48.0239136
5.49096797e-07  47.379967
5.52580435e-07  46.7592223
5.56093603e-07  46.1590543
5.59626625e-07  45.5803121
5.63179586e-07  45.0221109
5.66752569e-07  44.4836067
5.7035584e-07  43.9625519
5.76402019e-07  43.1348464
5.81288178e-07  42.5057711
5.86215758e-07  41.9048315
5.91185109e-07  41.3305887
5.96196585e-07  40.7816817
6.01250544e-07  40.2568213
6.06347345e-07  39.7547887
6.11487351e-07  39.2744345
6.1667093e-07  38.8146757
6.21898449e-07  38.3744913
6.27170282e-07  37.9529191
6.32486805e-07  37.5490524
6.37848395e-07  37.1620388
6.43255436e-07  36.7910749
6.48708312e-07  36.4353969
6.54207413e-07  36.0942684
6.59753129e-07  35.766976
6.65345856e-07  35.4528384
6.70985993e-07  35.1512204
6.76673941e-07  34.8615384
6.85302502e-07  34.4479388
6.94028725e-07  34.0588442
7.02878584e-07  33.6915636
7.1182861e-07  33.3456474
7.20905443e-07  33.018747
7.30085012e-07  32.7105147
7.3939464e-07  32.41891
7.48809639e-07  32.1436719
7.58358033e-07  31.8830246
7.68014501e-07  31.636778
7.77807784e-07  31.4033842
7.87711913e-07  31.1827109
8.01123385e-07  30.9063054
8.14763199e-07  30.6490787
8.28635243e-07  30.4096109
8.42743471e-07  30.186625
8.57091902e-07  29.978973
8.71684629e-07  29.7856241
8.86525809e-07  29.6056539
9.05441188e-07  29.3981686
9.24743682e-07  29.2090466
9.44474497e-07  29.036784
9.64609116e-07  28.8806203
9.85190521e-07  28.7392179
1.00619314e-06  28.6120791
1.0290386e-06  28.4916195
1.05071451e-06  28.3929279
1.07279437e-06  28.306641
1.10306487e-06  28.2095803
1.1341895e-06  28.1329153
1.16619236e-06  28.0760102
1.19909823e-06  28.0381958
1.25674051e-06  28.014949
1.31043203e-06  28.0307217
1.38542697e-06  28.0757203
1.41780612e-06  28.083231
1.44781026e-06  28.0682144
1.46809523e-06  28.0379835
1.4886624e-06  27.9832964
1.50423286e-06  27.920817
1.52009349e-06  27.8333688
1.53595412e-06  27.7163739
1.54667705e-06  27.6173623
1.55754916e-06  27.4980277
1.56842127e-06  27.3572513
1.57929337e-06  27.1925622
1.59031886e-06  26.998556
1.60149774e-06  26.7714886
1.61267662e-06  26.5113705
1.62106078e-06  26.2932588
1.62944494e-06  26.0545621
1.63876513e-06  25.7644296
1.64808532e-06  25.4479603
1.65740551e-06  25.1054923
1.66672569e-06  24.7380539
1.67648725e-06  24.3284011
1.6862488e-06  23.8963471
1.70089113e-06  23.2153787
1.73388517e-06  21.629135
1.74637996e-06  21.0516961
1.75506774e-06  20.6705418
1.7623889e-06  20.3662838
1.76971007e-06  20.0801776
1.77703123e-06  19.8143907
1.78435239e-06  19.57072
1.79167355e-06  19.3505625
1.79899472e-06  19.1549009
1.80631589e-06  18.9843043
1.81363705e-06  18.8389396
1.82095821e-06  18.7185949
1.82827938e-06  18.6227143
1.83377025e-06  18.5663564
1.83987123e-06  18.5187726
1.8459722e-06  18.4863368
1.85757733e-06  18.4636463
1.86493836e-06  18.4736077
1.87475307e-06  18.5131826
1.88456777e-06  18.5794203
1.89438247e-06  18.6686989
1.90419718e-06  18.7775818
1.91419651e-06  18.9053834
1.92765203e-06  19.0989303
1.94110755e-06  19.3113258
1.96129084e-06  19.6536189
2.04508274e-06  21.1521776
2.07353389e-06  21.6421388
2.10278782e-06  22.1263439
2.13204176e-06  22.5903322
2.17716082e-06  23.2694755
2.22312862e-06  23.9231699
2.28585753e-06  24.7695061
2.51943477e-06  27.7625789
2.5905244e-06  28.6997249
2.66361993e-06  29.7044488
2.71998846e-06  30.5171967
2.77741733e-06  31.3848847
2.83592151e-06  32.3169945
2.89551596e-06  33.3240347
2.95679195e-06  34.4285088
3.01922061e-06  35.6353608
3.06122394e-06  36.4981506
3.10441245e-06  37.4340856
3.14760096e-06  38.4244087
3.1920081e-06  39.5040983
3.23641524e-06  40.6523275
3.2820754e-06  41.9120503
3.32773555e-06  43.2609533
3.37468408e-06  44.7520253
3.40989547e-06  45.9475751
3.44576923e-06  47.2412793
3.48197417e-06  48.6325796
3.5181791e-06  50.1196438
3.55540562e-06  51.7605957
3.59263213e-06  53.5294135
3.62985003e-06  55.4431236
3.66705069e-06  57.524619
3.69185114e-06  59.0195931
3.71665158e-06  60.611577
3.74105546e-06  62.2841936
3.76545934e-06  64.0755588
3.78986322e-06  66.0019221
3.8142671e-06  68.083141
3.83867098e-06  70.3438064
3.85697389e-06  72.1753503
3.8752768e-06  74.1410536
3.89357971e-06  76.2603392
3.91188261e-06  78.5571367
3.92801186e-06  80.7519973
3.9441411e-06  83.1334379
3.96027034e-06  85.7331469
3.97236727e-06  87.8496867
3.98428531e-06  90.0966549
3.9961139e-06  92.5090429
4.00794248e-06  95.1314291
4.01977107e-06  97.9987017
4.03159966e-06  101.154304
4.03948538e-06  103.444696
4.04815968e-06  106.163601
4.05683398e-06  109.122083
4.06550828e-06  112.358272
4.07418257e-06  115.918819
4.0820683e-06  119.485404
4.08798259e-06  122.399128
4.09389689e-06  125.547209
4.09981118e-06  128.961519
4.10572547e-06  132.679874
4.11163977e-06  136.747418
4.11755406e-06  141.21838
4.12346836e-06  146.158403
4.12741122e-06  149.75111
4.13135408e-06  153.615403
4.13529694e-06  157.783383
4.13914123e-06  162.174799
4.14288695e-06  166.802598
4.14663267e-06  171.817011
4.15037839e-06  177.266003
4.15412411e-06  183.204558
4.15786983e-06  189.695632
4.16067912e-06  194.969439
4.16348841e-06  200.628295
4.1662977e-06  206.709596
4.16920557e-06  213.492974
4.17216272e-06  220.951948
4.17511986e-06  229.03311
4.17807701e-06  237.798624
4.18103415e-06  247.315459
4.1839913e-06  257.655446
4.18694845e-06  268.894701
4.1899056e-06  281.113142
4.19187703e-06  289.843564
4.19384846e-06  299.070981
4.19581989e-06  308.820577
4.19779132e-06  319.117466
4.20035418e-06  333.362323
4.2027199e-06  347.415192
4.20508561e-06  362.376011
4.20745133e-06  378.281065
4.20981705e-06  395.16231
4.21237991e-06  414.582791
4.21435135e-06  430.338934
4.21730849e-06  455.32231
4.22026564e-06  481.928811
4.22322278e-06  510.138959
4.22617993e-06  539.904354
4.22953136e-06  575.414166
4.23307994e-06  614.880242
4.23662851e-06  655.986844
4.24057137e-06  703.136314
4.25042853e-06  823.517397
4.25571196e-06  886.110868
4.25902396e-06  923.33336
4.26186283e-06  953.470157
4.26470169e-06  981.591444
4.26754055e-06  1007.34716
4.27037941e-06  1030.40803
4.27321828e-06  1050.47383
4.27574171e-06  1065.58155
4.27810743e-06  1077.26652
4.28047314e-06  1086.44545
4.28277577e-06  1092.89746
4.28539383e-06  1097.1973
4.28780687e-06  1098.27333
4.29048801e-06  1096.22974
4.29261716e-06  1092.21141
4.29498287e-06  1085.32067
4.29734859e-06  1075.96314
4.30034517e-06  1060.74887
4.30365717e-06  1039.88227
4.30696917e-06  1015.19667
4.31028118e-06  987.195088
4.31359318e-06  956.419695
4.31690519e-06  923.433673
4.32218863e-06  867.641461
4.33401721e-06  738.59086
4.33796008e-06  697.015479
4.34190294e-06  657.149103
4.34486009e-06  628.625419
4.34781723e-06  601.432029
4.35077438e-06  575.666606
4.35345447e-06  553.604456
4.35599604e-06  533.842384
4.35853761e-06  515.219329
4.36107918e-06  497.732486
4.36362075e-06  481.368322
4.36670239e-06  462.999703
4.36947691e-06  447.799994
4.37225142e-06  433.81841
4.37502593e-06  421.00058
4.37780044e-06  409.288205
4.38057495e-06  398.620665
4.38334946e-06  388.936428
4.38612397e-06  380.17423
4.38889848e-06  372.274034
4.39167299e-06  365.17778
4.3944475e-06  358.829956
4.39722201e-06  353.177995
4.40138377e-06  345.897773
4.40554554e-06  339.920667
4.4097073e-06  335.111574
4.41331417e-06  331.796495
4.41692104e-06  329.201942
4.42052791e-06  327.268546
4.42413477e-06  325.944406
4.43138319e-06  324.949373
4.43467791e-06  325.16867
4.43994948e-06  326.316361
4.44522104e-06  328.37864
4.45156774e-06  331.987454
4.45791443e-06  336.74487
4.46426113e-06  342.580114
4.47060782e-06  349.431939
4.47695452e-06  357.242043
4.48792077e-06  372.808153
4.49677146e-06  387.043795
4.50562215e-06  402.448118
4.52956618e-06  446.103463
4.53711285e-06  458.813388
4.54277285e-06  467.398887
