E(MeV)  pendfb7/Cr52:2
0.264404886  0.618303799
0.264405807  0.661200889
0.264407648  0.755092778
0.264408799  0.819565749
0.26440995  0.888682976
0.264411101  0.962608704
0.264412252  1.04150052
0.264413403  1.12550763
0.264414554  1.21476909
0.264415705  1.30941187
0.264416855  1.40945948
0.264418142  1.528048
0.264419428  1.65363435
0.264420714  1.78638417
0.264422  1.92633817
0.264423476  2.09584918
0.264424952  2.27478433
0.264427166  2.56051337
0.264429377  2.86580945
0.264431587  3.18957618
0.264433796  3.52999099
0.264436559  3.97589036
0.264448527  6.01619443
0.264452155  6.60690131
0.264455138  7.05957756
0.264458471  7.51808882
0.264461233  7.85281467
0.264463995  8.14142414
0.264467034  8.40183119
0.264470072  8.60019862
0.264473018  8.73335978
0.26447578  8.80684081
0.264479003  8.83347554
0.264481305  8.81662154
0.264484987  8.73466203
0.26448913  8.57430045
0.264493734  8.33140021
0.264498337  8.04181243
0.264519053  6.58890616
0.264526879  6.08829328
0.264533324  5.71415831
0.264539769  5.37508344
0.264546214  5.06986873
0.264551508  4.84339935
0.264557723  4.60427208
0.264563938  4.39279159
0.264570152  4.20733459
0.264576367  4.04552403
0.264582581  3.90443253
0.264589487  3.76789342
0.264596392  3.648585
0.264605599  3.51041627
0.264614806  3.39108375
0.264625854  3.26784037
0.264638744  3.14729272
0.264648412  3.07324758
0.264658079  3.01764988
0.264664524  2.9948023
0.264670968  2.98634431
0.264678414  2.99634563
0.264682828  3.01209878
0.264691656  3.06229786
0.264700484  3.13065998
0.26471814  3.29482429
0.264744624  3.56990228
0.264794343  4.12950236
0.264810915  4.30025353
0.264936821  5.37157086
0.264952933  5.47901339
0.264969045  5.54741867
0.265077331  5.81292539
0.265087166  5.82171465
0.26510095  5.80286782
0.265112799  5.75446752
0.2653707  4.07389064
0.265389114  3.96879222
0.265407528  3.88238836
0.265508805  3.47628137
0.265532  3.41601313
0.265677  3.55381218
0.265690688  3.52014838
0.2657135  3.42800958
0.265795625  3.06136005
0.265813875  2.99095221
0.265828431  2.95417544
0.265844722  2.93602861
0.266383471  2.84256043
0.266981926  2.51784169
0.267107643  2.440949
0.26719257  2.3773059
0.267239844  2.32927396
0.267279106  2.28078407
0.267285115  2.28535844
0.267288761  2.29814263
0.267292046  2.32132299
0.26729451  2.34941988
0.267296973  2.3899942
0.267299437  2.44663383
0.267301861  2.52187773
0.267303463  2.58419282
0.267305066  2.65792677
0.267306668  2.74408181
0.267308111  2.83317001
0.267309553  2.93369216
0.267310995  3.04615005
0.267312437  3.17079543
0.26731404  3.32367867
0.267315642  3.49117189
0.267318046  3.76816757
0.26732021  4.0401451
0.267328303  5.13609298
0.267330706  5.43934494
0.267332749  5.67057348
0.267335033  5.88971779
0.267336635  6.01356061
0.267338366  6.11608774
0.267340208  6.18677635
0.267342564  6.21690747
0.267344007  6.20176303
0.267345609  6.15586558
0.267347372  6.07185059
0.267348975  5.96748091
0.267351379  5.76764374
0.267353782  5.52635857
0.267357  5.16048719
0.267363076  4.4346667
0.267366281  4.07903878
0.267368685  3.83783671
0.267370448  3.67731857
0.267372371  3.51892557
0.267374294  3.37806778
0.267376217  3.25428132
0.267378741  3.11612571
0.267381085  3.01020493
0.267383428  2.92312385
0.267385772  2.85203102
0.267388116  2.79429305
0.267391682  2.72666059
0.267395688  2.67201042
0.267399694  2.6326418
0.267405703  2.59131915
0.267413716  2.5546683
0.267435349  2.4992658
0.26744897  2.4788361
0.26748102  2.44925641
0.26752589  2.42751045
0.26758999  2.41190558
0.267747035  2.39820336
0.267914296  2.39551449
0.269307  2.41337235
0.270266  2.27054565
0.271263  2.32725232
0.272266  2.34399428
0.27326  2.15192075
0.274033768  1.92252118
0.274043105  1.9253493
0.27405099  1.9377785
0.274057008  1.95981567
0.27406261  1.99429406
0.27406842  2.04489555
0.27407838  2.14708908
0.274083028  2.18503189
0.274087261  2.2048176
0.274089784  2.20815305
0.274093818  2.19954929
0.27409747  2.17803103
0.27410245  2.13287109
0.274114036  2.00897067
0.274118962  1.96720215
0.274123654  1.9377798
0.274128345  1.91767155
0.274135381  1.90037667
0.274148517  1.88813246
0.274268  1.85262896
0.275256  1.951409
0.276257649  1.91728175
0.277311  1.84772386
0.278347  1.94093878
0.279364812  1.92176224
0.279795034  1.85918481
0.280081849  1.82536356
0.280416467  1.79694064
0.280607677  1.77147801
0.280751085  1.75972288
0.280894492  1.75614829
0.2810379  1.76325688
0.281288863  1.79115877
0.281396419  1.81267494
0.281468122  1.83629
0.281539826  1.86903884
0.28161153  1.91249909
0.281683234  1.96905134
0.281737012  2.02348943
0.281790789  2.08927591
0.281844567  2.1667398
0.281898345  2.25776444
0.281958098  2.37680118
0.282002913  2.48127346
0.282047728  2.60065543
0.282092543  2.73685727
0.282137357  2.89222803
0.282182173  3.0694438
0.282271803  3.47063292
0.282301679  3.61826851
0.282331556  3.7811303
0.282361432  3.96039508
0.282393101  4.16959798
0.282426563  4.41348138
0.282460025  4.68204055
0.282493487  4.97616485
0.282526948  5.29673873
0.28256041  5.64326856
0.282610603  6.20824463
0.282786599  8.39000012
0.282820498  8.78384564
0.282854395  9.12650643
0.282887021  9.39298305
0.282919646  9.58534502
0.282950956  9.69230448
0.282978682  9.71964912
0.283002584  9.69255589
0.283026485  9.61989974
0.283050386  9.50420852
0.283086238  9.25813429
0.28312209  8.93886906
0.283157942  8.56364306
0.283200964  8.06360997
0.283294178  6.92119432
0.28332764  6.55759998
0.283377833  6.05518952
0.283428025  5.59041944
0.283472841  5.20961268
0.283517656  4.85912919
0.283627452  4.07496879
0.283643885  3.9452816
0.28365733  3.82309106
0.283667786  3.70751391
0.283676749  3.58314525
0.283694675  3.26246885
0.283698783  3.20023528
0.283702517  3.16429287
0.283704384  3.15691008
0.283707372  3.16364835
0.283709613  3.1859071
0.283712227  3.23244049
0.283714819  3.30132081
0.283716991  3.37619518
0.283719679  3.48876998
0.283723347  3.6712378
0.28373227  4.1646887
0.283735877  4.34046226
0.283738765  4.45636165
0.283741348  4.5371766
0.283744388  4.60252854
0.283747428  4.63600178
0.283749454  4.6418715
0.283753102  4.62399701
0.28375675  4.57763739
0.283773976  4.23768131
0.283780967  4.12184252
0.283788871  4.01926624
0.283798395  3.92488235
0.283809541  3.83951794
0.283824233  3.75182871
0.283842471  3.66890903
0.283867802  3.58352149
0.283900226  3.50044411
0.283936703  3.42798758
0.283977233  3.36586553
0.28402502  3.31129359
0.284080062  3.26742854
0.2841452  3.23523108
0.284266408  3.20634378
0.284283126  3.21303932
0.28429159  3.2348496
0.284296136  3.26312511
0.284299584  3.29938574
0.284303032  3.35522609
0.284305618  3.41479746
0.284308204  3.49403039
0.284310294  3.57550021
0.284312384  3.67520381
0.284314474  3.79553433
0.284316563  3.93858212
0.284318653  4.10622505
0.284320743  4.29950335
0.284322833  4.51865869
0.284324922  4.7627375
0.284327117  5.04386428
0.284329311  5.34612535
0.284338088  6.62970806
0.284340596  6.96305162
0.284343104  7.25357375
0.284345152  7.44915897
0.284346991  7.587042
0.284349081  7.69559226
0.284352069  7.75562079
0.284353908  7.73582846
0.284355852  7.66917887
0.284357941  7.54845819
0.284359979  7.38668192
0.284361965  7.19330164
0.284364838  6.86504307
0.28437466  5.58534795
0.284377481  5.24399476
0.284380511  4.91411244
0.284382601  4.71196974
0.284384691  4.53143207
0.28438678  4.37232176
0.284389288  4.20811879
0.284391796  4.0707432
0.284394304  3.95705543
0.284396812  3.86368883
0.284399791  3.7746331
0.284402768  3.70454804
0.284406739  3.63309132
0.284412694  3.55762431
0.284420531  3.49139049
0.284428368  3.44455534
0.284440907  3.38942012
0.284462849  3.32079487
0.284494197  3.25016349
0.284544352  3.16544459
0.284613315  3.07417563
0.284701086  2.97956941
0.285034788  2.68357536
0.285175226  2.57349882
0.28532369  2.46995176
0.285546386  2.33330982
0.285657734  2.27296521
0.285793826  2.22635489
0.286090753  2.14239948
0.286387681  2.07315784
0.286742  2.00556214
0.287080512  2.02159049
0.287832  2.08091123
0.288891033  1.90951608
0.289601543  1.73104615
0.289725215  1.69292736
0.28979189  1.66559696
0.289850469  1.63070342
0.289854994  1.63327805
0.289859518  1.64326075
0.289863091  1.66037583
0.289865472  1.67859005
0.289867853  1.70407658
0.289870234  1.73862614
0.289872616  1.78417336
0.289874997  1.84259935
0.289876783  1.89596219
0.289878568  1.95816788
0.289880235  2.02468048
0.289881902  2.09953546
0.289884402  2.22736228
0.289886569  2.35251245
0.289889236  2.52240987
0.289898189  3.14735545
0.289901047  3.32927627
0.289902952  3.43559075
0.289904857  3.52620464
0.289906762  3.59835819
0.289908933  3.65531003
0.289911953  3.6861482
0.289913858  3.67596302
0.289915335  3.6526549
0.28991724  3.60379523
0.28991924  3.53170599
0.28992124  3.44118362
0.289924097  3.2867504
0.289933813  2.67797871
0.28993667  2.51164948
0.289939528  2.36246378
0.289941671  2.26360288
0.289944053  2.1673636
0.289946434  2.08527851
0.289948815  2.01645674
0.289951196  1.95963979
0.289953578  1.91332476
0.289955959  1.87599082
0.28995953  1.83350915
0.289963817  1.798311
0.289968103  1.77460654
0.289974532  1.75162435
0.2899862  1.72772926
0.290001917  1.70965651
0.29002049  1.69809476
0.29005859  1.68872379
0.290117645  1.68549518
0.29026934  1.69316004
0.291083  1.77958981
0.29217459  1.65076224
0.293318  1.38720665
0.293349689  1.39450263
0.294427566  1.76654791
0.294433377  1.76719511
0.294453365  1.76359493
0.294495187  1.73514283
0.294839667  1.46363001
0.295091432  1.25972428
0.295139063  1.22775485
0.295179889  1.21299629
0.295186693  1.21298444
0.295202004  1.21749973
0.295212211  1.22542275
0.295222417  1.23916117
0.295230639  1.25617056
0.295236877  1.27389453
0.295243114  1.29709604
0.295249352  1.32744796
0.295255306  1.36519233
0.295259559  1.39892688
0.295263811  1.43978678
0.295268064  1.48950981
0.295272316  1.55027154
0.295275151  1.59828141
0.295277987  1.65346962
0.295280822  1.71697822
0.295283657  1.79019105
0.295286492  1.87467099
0.295289328  1.97221827
0.295292163  2.08471791
0.29529429  2.18022821
0.295296416  2.28624244
0.295298613  2.40788378
0.295300952  2.55203281
0.295303291  2.71243565
0.29530563  2.8901318
0.295307969  3.08594729
0.295310307  3.30031061
0.295313143  3.58548135
0.295315978  3.89733501
0.295318813  4.23389161
0.295322924  4.75812361
0.295331855  5.9576709
0.295335711  6.44699941
0.295338603  6.77927965
0.295341835  7.10021741
0.295344103  7.28636884
0.295346371  7.43560568
0.295348639  7.5447598
0.295350976  7.61303637
0.295353516  7.63510892
0.295355444  7.61573343
0.295357712  7.55419365
0.29535998  7.4529664
0.295362702  7.28364932
0.295365424  7.06879416
0.295368486  6.78276477
0.295372228  6.38693192
0.295382889  5.16330205
0.295387142  4.70018476
0.295389977  4.41230995
0.295392812  4.1440068
0.295395647  3.89647804
0.295398482  3.67000052
0.295401317  3.46413483
0.295404153  3.27786247
0.295406988  3.11001838
0.295409823  2.9590448
0.295412658  2.82337621
0.295415494  2.70141484
0.295418329  2.59175641
0.295422581  2.44726878
0.295426835  2.3230611
0.295431087  2.21574948
0.29543534  2.12236112
0.295439592  2.04058217
0.295445262  1.94630394
0.295450933  1.86568958
0.295456603  1.79605956
0.295462274  1.7353149
0.29547078  1.6574717
0.295479285  1.59208549
0.295487791  1.53628394
0.295496297  1.48801224
0.295507637  1.43281591
0.295518411  1.38805368
0.295533721  1.33509845
0.295543928  1.30648418
0.295554134  1.28336867
0.295568877  1.2587969
0.29558362  1.2416515
0.295605734  1.22346539
0.29563522  1.20734791
0.295657335  1.19952553
0.295701564  1.19140464
0.295735586  1.18992357
0.29578662  1.19287318
0.29586884  1.20596686
0.295962401  1.22822477
0.29609849  1.26818988
0.296325305  1.3447372
0.296654009  1.46405915
0.296697229  1.47003348
0.297809  1.53914624
0.298963  1.29941806
0.299023624  1.30861832
0.300123  1.52696212
0.30123882  1.44474451
0.301891018  1.33379029
0.302404  1.25968567
0.302658311  1.21233011
0.302811769  1.18914291
0.302980573  1.17090507
0.30310334  1.16434904
0.303126359  1.16558686
0.303143624  1.17139062
0.303162806  1.18479384
0.303249126  1.26709997
0.303418312  1.44526563
0.30344096  1.45650184
0.30345284  1.45427785
0.303582898  1.37443558
0.303640445  1.34775752
0.303707583  1.32869202
0.303721131  1.33175573
0.303733  1.34222909
0.303745903  1.36392585
0.303758806  1.39412414
0.303784612  1.46500044
0.303836224  1.61854234
0.303870632  1.72859189
0.303905161  1.8463449
0.303939689  1.97238483
0.303974217  2.10862929
0.30402601  2.3251727
0.304086434  2.5324356
0.30411233  2.63303547
0.304138226  2.74777715
0.304164122  2.87903369
0.304190018  3.02967368
0.304215914  3.20319262
0.30424181  3.40387672
0.304259074  3.55531279
0.304300357  3.97034889
0.304310614  4.05633507
0.304318308  4.09449335
0.304323436  4.10211177
0.304329274  4.09121937
0.304335822  4.05475653
0.304342369  3.99662578
0.304371831  3.63345615
0.304384926  3.48461394
0.30439802  3.35974474
0.304407841  3.28410599
0.304417662  3.22553048
0.304427483  3.18547883
0.304442266  3.16357124
0.304450898  3.17416704
0.30446049  3.20813096
0.304467683  3.25006258
0.304474876  3.30708064
0.30448207  3.38012466
0.304489263  3.47014581
0.304496456  3.57816437
0.304503649  3.70522658
0.304510843  3.85242839
0.304518036  4.0208209
0.304526188  4.23868762
0.304532902  4.44075055
0.304539616  4.66416062
0.30454633  4.90971231
0.304553044  5.17812616
0.304559758  5.47003014
0.304566472  5.78595935
0.304573186  6.12641032
0.304582681  6.65107767
0.304591888  7.21184504
0.304601095  7.83296113
0.304607234  8.28838374
0.304613372  8.78339354
0.30461951  9.32274852
0.304625648  9.90809876
0.304633706  10.7410694
0.304663246  14.0747971
0.304672454  15.0706331
0.304683963  16.2088624
0.304691636  16.879788
0.304699308  17.4647126
0.304706291  17.9123003
0.304713273  18.2710101
0.304720256  18.5348242
0.304728773  18.7221109
0.304736138  18.7625556
0.304743811  18.6857174
0.304751484  18.4915795
0.304759157  18.1872244
0.30476683  17.782239
0.304774503  17.2881604
0.304786013  16.4083127
0.304797522  15.4029785
0.30484049  11.2448051
0.304854973  9.89591785
0.304866099  8.91938779
0.304877225  8.00406694
0.304885569  7.36092919
0.30489353  6.78379267
0.304900723  6.29462017
0.304907917  5.83793216
0.30491511  5.41569718
0.304922303  5.028944
0.304929496  4.67729417
0.304935251  4.41989433
0.304941006  4.18205532
0.304946761  3.96196326
0.304955393  3.66140488
0.304964025  3.39224243
0.304972657  3.1511721
0.30497985  2.97003105
0.304986324  2.82135883
0.304992798  2.68554342
0.304999272  2.56190879
0.305005746  2.44981472
0.305014378  2.31726568
0.30502301  2.20282142
0.305031642  2.10525091
0.305040274  2.02340176
0.305047947  1.96293736
0.305054661  1.91887745
0.305064732  1.86712009
0.305074802  1.83120963
0.305084873  1.80985649
0.305096622  1.80189835
0.305105844  1.80746334
0.30511716  1.82733506
0.305128475  1.86041679
0.305139791  1.90558623
0.30515865  2.00497203
0.305173738  2.1033858
0.305196369  2.26509041
0.305203913  2.31042378
0.305211457  2.34211352
0.305219  2.35482317
0.305224853  2.35005341
0.305230704  2.33315828
0.305238506  2.29537089
0.305250209  2.21916382
0.305273615  2.05322463
0.305297022  1.90094096
0.305320428  1.76443169
0.305343834  1.6416447
0.305369731  1.51963292
0.305395627  1.41021195
0.305421523  1.31168318
0.305447419  1.22262656
0.305473315  1.1419204
0.305490579  1.09283988
0.305507843  1.04956742
0.305520791  1.02302758
0.305533739  1.00205021
0.305551003  0.980218066
0.305576899  0.953876263
0.305602795  0.932217893
0.305639242  0.908438262
0.305677607  0.890785078
0.305715972  0.879661988
0.305773518  0.873391571
0.305802292  0.875005701
0.305821475  0.879548086
0.305850248  0.89233081
0.305888613  0.914481062
0.305944241  0.952622371
0.305996033  0.993889691
0.306105168  1.09463479
0.306129215  1.10794277
0.306209028  1.12494597
0.30625609  1.14028146
0.306303152  1.16159979
0.306350214  1.19007264
0.306381589  1.21449642
0.306397277  1.23192214
0.306409043  1.25209817
0.306420808  1.28182166
0.306428651  1.30713129
0.306444338  1.36723575
0.306475713  1.50305758
0.306507088  1.64840311
0.306538463  1.80455294
0.306561994  1.93061093
0.30658291  2.05048786
0.306609056  2.21299816
0.306628666  2.34613485
0.306648275  2.49105269
0.306687414  2.81147717
0.30669521  2.86297268
0.306700408  2.88548867
0.306705605  2.89387828
0.306710803  2.8844243
0.306716  2.85451746
0.306721261  2.80252498
0.306726522  2.72985043
0.306731783  2.63948149
0.306737043  2.53557032
0.306763316  1.94820904
0.306773774  1.72421049
0.306781618  1.56648626
0.306789461  1.41891919
0.306797305  1.28258137
0.306802207  1.20362541
0.306806783  1.1346028
0.306811358  1.07041255
0.306815934  1.0113386
0.306820509  0.957738841
0.306825085  0.909941276
0.30682966  0.8683371
0.306834236  0.833298295
0.306838484  0.807015392
0.306842406  0.788395233
0.306846328  0.775490874
0.30684927  0.769744118
0.30685221  0.767516641
0.306856133  0.770256337
0.306858748  0.775861715
0.306861362  0.784607595
0.306863977  0.796607897
0.306866591  0.81196338
0.306869206  0.83079843
0.30687182  0.853213706
0.306874435  0.879343782
0.306877049  0.90928811
0.306879664  0.9431909
0.306882278  0.981148944
0.306884893  1.02331518
0.306887507  1.06978189
0.306890122  1.12070941
0.306892736  1.17618313
0.306896658  1.26824693
0.30690058  1.37127249
0.306904501  1.48562259
0.306908423  1.61172642
0.306912345  1.74989596
0.306916136  1.895199
0.306919666  2.04108047
0.306923196  2.19730503
0.306926725  2.3639052
0.306931431  2.60230203
0.306936399  2.87391758
0.306941629  3.18142022
0.306946858  3.50992128
0.306952087  3.85792192
0.306959408  4.37403033
0.306967251  4.95768306
0.306976663  5.689797
0.307005424  8.04155291
0.307012483  8.59251225
0.307019542  9.08776479
0.307024353  9.37824397
0.307030209  9.66685013
0.307035857  9.86829503
0.307040458  9.972666
0.307046995  10.0271799
0.307051701  9.99991396
0.307056407  9.920099
0.307061113  9.79169507
0.307066081  9.60865826
0.307071311  9.36996396
0.307079154  8.94002104
0.307084383  8.61655151
0.307094842  7.9138011
0.307115758  6.45308813
0.307126216  5.76472136
0.307133668  5.30761625
0.30714112  4.88293396
0.307148571  4.49281862
0.307156022  4.13794617
0.307163474  3.81800966
0.307168899  3.60656634
0.307174782  3.39701965
0.307180665  3.20722061
0.307186548  3.0362647
0.307192431  2.88319657
0.307198314  2.747033
0.307204197  2.62676905
0.307210079  2.52137403
0.307216615  2.42026807
0.307223805  2.32627241
0.307230995  2.24699253
0.30725616  2.0116842
0.307266945  1.89595049
0.30729015  1.62176879
0.307297994  1.53612675
0.307305837  1.45808097
0.307313681  1.38795078
0.307321524  1.32546255
0.307329368  1.27009314
0.307339172  1.21009392
0.307347997  1.16408048
0.307356821  1.12497629
0.307365646  1.09219321
0.30737447  1.06521697
0.307383294  1.04357294
0.307392118  1.02683608
0.307403883  1.01149468
0.307415649  1.00338376
0.307427414  1.00178999
0.307440487  1.00689871
0.30745356  1.01851885
0.307466633  1.03598747
0.307479705  1.05872138
0.307505851  1.11797747
0.307538747  1.20859517
0.307548874  1.23150018
0.307559  1.24541536
0.307567771  1.24858479
0.307576541  1.24445889
0.307620394  1.19111433
0.307646705  1.16447953
0.307673017  1.14418677
0.307699328  1.12936397
0.307730703  1.11783062
0.307782994  1.11091785
0.307841499  1.11601014
0.307856125  1.1144682
0.307870294  1.10762015
0.307953932  1.02963079
0.30800969  0.983292883
0.308063722  0.943784876
0.308117753  0.908470044
0.308193481  0.864953392
0.308272894  0.825436416
0.3083126  0.808867158
0.308352307  0.798875944
0.30843172  0.785357925
0.308521059  0.774341221
0.308620325  0.766665365
0.308766743  0.762125056
0.308910679  0.766045519
0.308933014  0.771737197
0.308977684  0.7908305
0.30910673  0.852664862
0.309225849  0.91446002
0.309344969  0.981532916
0.309511835  1.0833016
0.30953  1.08782988
0.309546578  1.08400214
0.309702327  0.990408714
0.30978174  0.948360375
0.309861153  0.91206061
0.309920713  0.88930901
0.309980272  0.871053967
0.310039832  0.858056596
0.310109319  0.850952084
0.310139098  0.855469441
0.310158952  0.866581234
0.310218511  0.918715902
0.310258218  0.959696118
0.310297924  1.00582027
0.310337631  1.05776943
0.310377337  1.11632682
0.310417044  1.1824069
0.31045675  1.25706534
0.310491494  1.3303949
0.310526237  1.41197547
0.31056098  1.50265045
0.310630467  1.70309387
0.310656525  1.7848793
0.310682582  1.87504423
0.310708639  1.97454773
0.310734696  2.08429559
0.310760754  2.20527458
0.310786812  2.33853921
0.310812869  2.48521423
0.310838926  2.64649609
0.310906427  3.11186063
0.310955564  3.39021817
0.310980133  3.54482801
0.3110047  3.71848658
0.311028525  3.90527189
0.311052349  4.10968781
0.311084114  4.40790387
0.311115879  4.73128841
0.311186358  5.49910155
0.311208196  5.75419362
0.311268749  6.55480494
0.311288602  6.7878661
0.311314808  7.04945044
0.311339228  7.23808941
0.311363647  7.36729344
0.311382706  7.42419088
0.31139978  7.44180356
0.311424349  7.4126894
0.311448917  7.32244235
0.31147423  7.1714482
0.311581437  6.28517501
0.311688645  5.30531214
0.311721403  5.02649629
0.311754161  4.76859608
0.311821662  4.29948243
0.311891148  3.77226381
0.311925891  3.53309668
0.311960635  3.31723806
0.311995378  3.12279656
0.312030121  2.9478647
0.312064864  2.79061618
0.312099608  2.64933089
0.312134351  2.5222394
0.312169094  2.40740742
0.312203837  2.30434632
0.312243544  2.19923901
0.31228325  2.10586307
0.312322957  2.02327735
0.312362663  1.9502964
0.31240237  1.88589038
0.312442076  1.83157517
0.312471857  1.80251807
0.312521489  1.76678583
0.312581049  1.73538277
0.312640609  1.71454112
0.312739875  1.69622742
0.312759728  1.68367498
0.312878848  1.52624713
0.312958261  1.42866593
0.313017821  1.36112243
0.313047601  1.33403551
0.313156793  1.27361453
0.313275913  1.22071931
0.313365252  1.18740214
0.313514151  1.14122783
0.313633271  1.1114153
0.313792097  1.07698285
0.313911216  1.04168174
0.314070042  0.999490129
0.314228868  0.962113212
0.314467107  0.913150579
0.314625933  0.884268074
0.315003145  0.824881597
0.315025  0.823448329
0.315064206  0.827093017
0.315420064  0.881040157
0.316261848  1.01626955
0.31628  1.01519706
0.316304887  1.00658943
0.316487177  0.910006017
0.316628631  0.82958099
0.316726766  0.768970952
0.316789026  0.727404438
0.316951856  0.60819325
0.316973022  0.59622896
0.316994188  0.590465105
0.317003596  0.591670877
0.317010652  0.59502306
0.317017707  0.601268469
0.317024762  0.611431442
0.317030054  0.622478383
0.317034757  0.635491211
0.317039167  0.651128601
0.317043576  0.670915172
0.317047986  0.695908423
0.317050926  0.716116035
0.317053866  0.739729058
0.317056511  0.764370421
0.317058863  0.789409603
0.317061215  0.817822765
0.317063567  0.850084569
0.317065919  0.886736838
0.317068271  0.928395296
0.317070623  0.975755632
0.317072975  1.02959823
0.317074885  1.07868745
0.31707709  1.14204884
0.317079295  1.2133842
0.3170815  1.29359036
0.317083705  1.38361017
0.317085909  1.4843674
0.317088114  1.59693132
0.317090319  1.72221318
0.317092524  1.86110648
0.317094729  2.01439956
0.317096934  2.1827248
0.317098991  2.35367903
0.317100976  2.53152574
0.31710296  2.72181974
0.317105606  2.99446806
0.317108251  3.28702192
0.317111691  3.69302071
0.317122715  5.07541664
0.317125889  5.4514509
0.317128712  5.75873541
0.317131534  6.03117168
0.317133886  6.22591653
0.317136237  6.38699812
0.317138742  6.51820749
0.317141411  6.6093181
0.317144793  6.65059999
0.317147291  6.62842206
0.317149643  6.56848085
0.317151818  6.48159596
0.317154816  6.31731929
0.317157815  6.10890637
0.31716146  5.80953603
0.317165429  5.44492318
0.317175278  4.4920972
0.317179688  4.08974333
0.317183068  3.80352196
0.317185935  3.57820637
0.3171888  3.36987224
0.317191667  3.17829455
0.317194533  3.00324445
0.317197913  2.81685203
0.317200853  2.67111572
0.317203793  2.53931304
0.317206733  2.42014913
0.317209672  2.31238926
0.317212612  2.2147569
0.317217022  2.08496209
0.317221431  1.97225943
0.317225841  1.87379459
0.317230251  1.78727076
0.3172376  1.66458952
0.317243479  1.58195353
0.317249653  1.5069065
0.317255827  1.44162773
0.317262  1.3843523
0.317268173  1.333686
0.317276404  1.27455836
0.317285224  1.21986248
0.317294044  1.17235134
0.317305803  1.1178601
0.317317562  1.07133392
0.317329909  1.02917076
0.317342844  0.990796594
0.317355779  0.957145085
0.31737518  0.91356358
0.317396347  0.873172059
0.317417513  0.838366857
0.317438679  0.807820781
0.317459845  0.780600218
0.317485715  0.750852845
0.317518053  0.718219901
0.317537455  0.702511276
0.317556857  0.691950547
0.317580963  0.684185366
0.317633878  0.673281328
0.317686794  0.666305527
0.317763227  0.661025711
0.317822022  0.65972194
0.317986648  0.664317115
0.318127756  0.674420934
0.318268864  0.688226765
0.318480526  0.713871759
0.318804  0.760314728
0.319115512  0.757748733
0.319397728  0.760790493
0.319632908  0.768360034
0.31984457  0.779439326
0.320150304  0.801809634
0.320338448  0.819853515
0.320526592  0.84215959
0.320714736  0.86914399
0.32091123  0.902835831
0.321116072  0.944565497
0.321269704  0.980848643
0.321372126  1.00865614
0.321525757  1.05547445
0.321679389  1.10774371
0.321833021  1.16535172
0.321986653  1.22931909
0.322140284  1.29950204
0.322293916  1.37706981
0.322447547  1.46183248
0.322604  1.55509313
0.322806022  1.64207209
0.322959654  1.71748133
0.323113286  1.80343538
0.323266918  1.89950233
0.32342055  2.00730855
0.323574181  2.12624834
0.323727813  2.25792309
0.324133842  2.64758861
0.32415457  2.67106096
0.324163425  2.69044956
0.32417228  2.72465906
0.324194437  2.86038503
0.324201694  2.88581565
0.324205517  2.88949852
0.324211956  2.88147813
0.324228054  2.82737434
0.324238739  2.80452463
0.324246718  2.79994395
0.324305207  2.8524241
0.324456737  3.03251433
0.324638573  3.26759137
0.324881022  3.60841134
0.325122327  3.97461848
0.325446735  4.50189526
0.326093265  5.59115751
0.326497346  6.23894714
0.326739795  6.675961
0.326982243  7.0678355
0.327224692  7.40691732
0.32746714  7.68818892
0.327707887  7.90801585
0.328032854  8.15531764
0.328275302  8.28304831
0.328638975  8.39775719
0.32896224  8.60863926
0.329144076  8.85457296
0.329275403  9.10175236
0.329291652  9.06623096
0.329342515  8.7383135
0.329365121  8.63313883
0.329384  8.60240449
0.329399153  8.63484858
0.32941178  8.71787673
0.329421251  8.8255257
0.329430722  8.9842119
0.329439561  9.19129105
0.329447137  9.42605788
0.329454714  9.72662643
0.329459765  9.97077194
0.329464816  10.2557425
0.329469867  10.5869817
0.329474918  10.9701585
0.329481091  11.5170807
0.329486563  12.0809225
0.329492035  12.7234847
0.329497507  13.4456269
0.329502979  14.2432194
0.32951131  15.5755718
0.329525357  17.9232825
0.329530286  18.6803346
0.329535214  19.3490233
0.329540143  19.8964343
0.329543839  20.2095725
0.329547339  20.4192224
0.329552957  20.5651456
0.329557393  20.509486
0.329561829  20.3064042
0.329566758  19.9206928
0.329571686  19.3885066
0.329577601  18.5966476
0.329583515  17.6897425
0.329601012  14.826563
0.329606434  13.9989613
0.329612841  13.1021934
0.329618387  12.4074483
0.329623931  11.791935
0.329629476  11.253593
0.329635021  10.7874097
0.329638717  10.5132337
0.329644878  10.1138303
0.329651039  9.77691187
0.3296572  9.4924028
0.329663361  9.25177241
0.329672603  8.95829598
0.329681844  8.73032771
0.329691085  8.55462406
0.329700326  8.42114616
0.329712648  8.29560957
0.32972497  8.2173737
0.329747148  8.16440506
0.329765631  8.18272626
0.329784114  8.24159558
0.329809497  8.3704672
0.329835621  8.54492713
0.329874807  8.86229621
0.32993535  9.41317904
0.329952559  9.48080376
0.329963738  9.44846205
0.32998695  9.2192752
0.330035102  8.60481085
0.330069504  8.21149224
0.330095306  7.96068391
0.330112508  7.82455372
0.330129709  7.72339611
0.33015336  7.66635492
0.330164111  7.68426741
0.330177012  7.75520665
0.330185612  7.8396159
