E(MeV)  pendfb7/Ni58:102
5.30538145e-07  1.00881952
5.46441581e-07  0.994026791
5.62831765e-07  0.979442288
5.79703235e-07  0.9650804
5.97091082e-07  0.950920655
6.14989512e-07  0.936977025
6.33435749e-07  0.923229638
6.52423648e-07  0.909692059
6.71992699e-07  0.896345011
6.92136383e-07  0.883201861
7.12896594e-07  0.870245104
7.34266415e-07  0.857490706
7.5629029e-07  0.844921475
7.78960882e-07  0.832542896
8.02325342e-07  0.820331452
8.26375882e-07  0.808301792
8.51162526e-07  0.796440367
8.76677012e-07  0.784759933
9.02972407e-07  0.773243952
9.30039949e-07  0.761903785
9.57935933e-07  0.750723265
9.86651065e-07  0.739713419
1.01195589e-06  0.730402229
1.04050974e-06  0.720306206
1.06986929e-06  0.710349728
1.10005725e-06  0.70053086
1.13109702e-06  0.690847695
1.16301262e-06  0.681298353
1.19582876e-06  0.671881044
1.22957087e-06  0.66259497
1.26426505e-06  0.653443454
1.29993819e-06  0.644427446
1.33661789e-06  0.635530948
1.37433257e-06  0.626747141
1.41311143e-06  0.618081815
1.45298448e-06  0.609536096
1.5150601e-06  0.596909692
1.57948201e-06  0.584601495
1.64696196e-06  0.572491655
1.71699247e-06  0.560686947
1.79034725e-06  0.549072426
1.86647465e-06  0.537750506
1.94621574e-06  0.526610998
2.02897083e-06  0.515759076
2.11565421e-06  0.505112535
2.20561399e-06  0.494698485
2.29984408e-06  0.484446515
2.3976358e-06  0.474453161
2.5000696e-06  0.464621055
2.60637512e-06  0.455036778
2.71772686e-06  0.445606932
2.83328738e-06  0.436414673
2.99543407e-06  0.424425324
3.16686028e-06  0.412765001
3.34809707e-06  0.401456847
3.53970589e-06  0.390442889
3.74228032e-06  0.379711631
3.95644792e-06  0.36927687
4.18287216e-06  0.359130173
4.42225446e-06  0.34925875
4.74129723e-06  0.337278765
5.08237344e-06  0.32576392
5.5248473e-06  0.312452983
5.92343644e-06  0.301734563
6.34955257e-06  0.29141957
6.80763992e-06  0.281431904
7.40031631e-06  0.269872401
8.04459138e-06  0.258827292
8.74495735e-06  0.248281294
9.50629751e-06  0.238084249
1.03339203e-05  0.228327704
1.12335964e-05  0.218976205
1.22115986e-05  0.209980964
1.34594242e-05  0.199950741
1.48376288e-05  0.190379406
1.61293999e-05  0.182680381
1.75336331e-05  0.175134345
1.90601196e-05  0.167920388
2.07195027e-05  0.161018651
2.25233526e-05  0.154399401
2.44842464e-05  0.14802901
2.69861357e-05  0.140940347
2.97494351e-05  0.134160323
3.46658473e-05  0.124220342
3.8215526e-05  0.118269454
4.1542588e-05  0.113379535
4.51593056e-05  0.10868735
4.90908963e-05  0.104169428
5.41071826e-05  0.099150667
5.96475957e-05  0.094342984
6.95049987e-05  0.08729569
7.55561371e-05  0.083645487
8.21340905e-05  0.080154209
8.92847237e-05  0.076806134
9.70578944e-05  0.073583878
0.000106929592  0.069990652
0.000117856047  0.066558964
0.000126358751  0.064223476
0.000139270547  0.061062123
0.000151395508  0.058458864
0.000164576073  0.055966574
0.000178904144  0.053574218
0.000192255549  0.05158187
0.000208993409  0.04934984
0.00022753598  0.04717151
0.00024929775  0.04492065
0.000278648452  0.042332214
0.000303372755  0.040428091
0.000328651679  0.038705184
0.000353930604  0.037166407
0.000384485083  0.035513264
0.000417958538  0.033900774
0.000454362609  0.032351596
0.0004985702  0.03069402
0.000556162003  0.02884815
0.000604581732  0.027487194
0.000657216907  0.026181369
0.000707835551  0.025059595
0.000758393401  0.024049769
0.000820205361  0.022943255
0.000891612832  0.021798746
0.000969237071  0.020705173
0.00104696959  0.019722345
0.00111229835  0.018987887
0.00120913557  0.017993541
0.00131440349  0.017039971
0.00141564545  0.016221472
0.00151676115  0.01548559
0.00161787684  0.014818722
0.00173426257  0.014125087
0.00184542955  0.013523111
0.0019942049  0.01279312
0.0021529968  0.012107625
0.00232568674  0.011440418
0.00262903384  0.010440079
0.00283126524  0.009866333
0.00303349663  0.009354552
0.00323572802  0.008895363
0.00343795942  0.008481306
0.00363471099  0.008115817
0.00404465362  0.007455038
0.00444911641  0.006911353
0.00471605725  0.006601092
0.00505581061  0.006253227
0.00538431021  0.005959373
0.00574128144  0.005685838
0.0060669676  0.005470861
0.00640765  0.005278535
0.0066439  0.005174371
0.00673133875  0.005156671
0.00677368  0.005167504
0.0068039725  0.005201634
0.0068224  0.005250715
0.0068357875  0.00531724
0.006844975  0.005392259
0.0068520625  0.005480066
0.0068567875  0.005561758
0.00686138125  0.005669069
0.00686584375  0.005809849
0.00686919063  0.005950796
0.00687142188  0.006069277
0.00687365313  0.006213548
0.00687588438  0.006391707
0.00687768907  0.00656838
0.00687975625  0.006818272
0.00688113438  0.00702158
0.0068825125  0.007262963
0.00688389063  0.007552634
0.00688492422  0.007809717
0.00688595782  0.008109421
0.00688699141  0.008461955
0.006888025  0.008880946
0.00688868125  0.00918962
0.0068893375  0.009538473
0.00688999375  0.009935051
0.00689065  0.010388832
0.00689130625  0.010911916
0.00689179844  0.011359014
0.00689229063  0.011862363
0.00689278282  0.012432746
0.006893275  0.013084191
0.00689370157  0.013728835
0.00689412813  0.0144653
0.00689444805  0.01509168
0.00689476797  0.015796201
0.0068950879  0.016596999
0.00689540782  0.01751871
0.0068956211  0.018216689
0.00689583438  0.018996434
0.00689604766  0.019874353
0.00689626094  0.020870905
0.00689647422  0.022011589
0.00689663418  0.022980486
0.00689683516  0.02436287
0.00689698282  0.025516097
0.00689713048  0.026805724
0.00689727813  0.028252297
0.00689742579  0.029879715
0.00689757344  0.031714876
0.0068977211  0.03378896
0.00689783184  0.035522129
0.00689794258  0.037425807
0.00689805333  0.039518281
0.00689816407  0.041818935
0.00689827482  0.044349729
0.00689838556  0.047133622
0.0068984963  0.050196222
0.00689860704  0.053564984
0.00689871778  0.057269516
0.00689882852  0.061341655
0.00689893927  0.065815957
0.00689905  0.070727628
0.00689914844  0.075493404
0.00689924688  0.080665017
0.00689934532  0.086272853
0.00689944375  0.092348137
0.00689954219  0.098925428
0.00689964063  0.106038872
0.00689973907  0.113724573
0.0068998375  0.12201904
0.00689993594  0.130962539
0.00690003438  0.140593924
0.00690013282  0.150953813
0.00690023125  0.162082456
0.00690032969  0.174024157
0.00690042813  0.186820305
0.00690052657  0.200513591
0.006900625  0.215145143
0.00690073575  0.232784163
0.00690084649  0.251723981
0.00690095724  0.272025936
0.00690106798  0.293742175
0.00690117872  0.316927532
0.00690128946  0.34163164
0.00690143712  0.37701256
0.00690158477  0.415265357
0.00690173243  0.45647055
0.00690186368  0.495616547
0.00690203594  0.550628094
0.00690220821  0.609766062
0.00690238048  0.6729695
0.00690255274  0.740111882
0.006902725  0.811004436
0.00690290875  0.890457891
0.00690318438  1.01612602
0.00690353219  1.18314053
0.00690427375  1.54802285
0.00690460188  1.70080168
0.0069048775  1.81880717
0.00690511375  1.9096244
0.00690531063  1.97643148
0.00690553375  2.04092077
0.00690573063  2.08686173
0.00690595375  2.12546764
0.0069061795  2.14914248
0.00690639922  2.15680565
0.0069065785  2.15168873
0.00690680688  2.13050256
0.00690702344  2.09566701
0.00690720063  2.05699773
0.00690741063  2.00010913
0.00690760094  1.93906092
0.0069078175  1.85985123
0.00690809313  1.7463957
0.006908395  1.60968396
0.00690938594  1.12504699
0.00690964188  1.00337492
0.00690986993  0.899503902
0.00691009962  0.800313901
0.00691027188  0.729997188
0.00691044415  0.663457196
0.00691061641  0.600882848
0.00691073125  0.561425633
0.00691087891  0.513381087
0.00691102657  0.468368005
0.00691117423  0.426365566
0.00691132188  0.387329459
0.00691146954  0.351184767
0.00691158028  0.325923668
0.00691169102  0.302196842
0.00691180177  0.279954202
0.0069119125  0.25914976
0.00691201094  0.241814309
0.00691210938  0.225528918
0.00691220782  0.210252426
0.00691230625  0.195944292
0.00691240469  0.182559186
0.00691250313  0.170055983
0.00691260157  0.158392109
0.0069127  0.147526345
0.00691279844  0.137414701
0.00691289688  0.128017224
0.00691299532  0.119293668
0.00691309375  0.111205575
0.00691319219  0.103713178
0.00691329063  0.096780427
0.00691338907  0.090371727
0.0069134875  0.084453439
0.00691358594  0.078991572
0.00691368438  0.073955425
0.00691378282  0.069315159
0.00691388125  0.065042843
0.00691397969  0.061110758
0.00691407813  0.057493985
0.00691417657  0.054168611
0.006914275  0.051112452
0.00691437344  0.0483038
0.00691447188  0.045723247
0.00691460313  0.04260574
0.00691473438  0.039820894
0.00691486563  0.037332245
0.00691499688  0.035106847
0.00691512813  0.033115035
0.00691525938  0.031330186
0.00691539063  0.029728476
0.00691552188  0.028288655
0.00691576797  0.025961172
0.00691594844  0.024512956
0.00691612891  0.023244995
0.00691630938  0.022128852
0.00691648985  0.021140728
0.00691667032  0.020260767
0.00691685079  0.019472443
0.00691712149  0.018432407
0.00691739219  0.017531298
0.0069176629  0.016741199
0.0069179336  0.016041041
0.00691829454  0.015220111
0.00691863907  0.014533344
0.00691896719  0.013950697
0.00691945938  0.013182772
0.00691995157  0.012518036
0.00692044375  0.011936692
0.00692093594  0.011424107
0.00692142813  0.010969122
0.00692208438  0.010437161
0.00692274063  0.009975962
0.00692339688  0.0095731
0.00692428282  0.009104885
0.00692511954  0.00872764
0.00692595625  0.008401524
0.00692679298  0.008117467
0.00692762969  0.007868381
0.00692874532  0.0075811
0.00692986094  0.007335771
0.00693097657  0.007124554
0.00693265  0.006858751
0.00693431344  0.006642028
0.00693597688  0.00646177
0.0069381948  0.006264972
0.00694041272  0.006106113
0.0069437396  0.005919322
0.00694706648  0.005777022
0.00695039336  0.005666173
0.00695438777  0.00556334
0.00696104512  0.005437268
0.00696903394  0.005334308
0.0069777836  0.005257969
0.00698995704  0.005189561
0.00700821719  0.005123462
0.00703256407  0.005074541
0.00711777813  0.004993278
0.0073789  0.004886788
0.00772181391  0.004798089
0.00801222782  0.004746982
0.00830264173  0.004716995
0.00859305563  0.004708932
0.00888346954  0.004724341
0.00917388345  0.004765491
0.00946429736  0.004835501
0.00975471126  0.004938516
0.00997542579  0.005043585
0.0101961404  0.005171481
0.010416855  0.005331842
0.0106375695  0.005522992
0.0109318556  0.00584482
0.0110789987  0.006038961
0.0112261417  0.006259435
0.0113732848  0.006510201
0.0115204278  0.006796099
0.0116675709  0.007123135
0.0118147139  0.007498748
0.0119250713  0.007819989
0.0120354285  0.008175889
0.0121622  0.008642748
0.0122686  0.009090952
0.012375  0.009604133
0.0124523528  0.010032092
0.01251598  0.010441627
0.01255588  0.010762677
0.012574234  0.01096105
0.012586204  0.011138605
0.012594982  0.011323458
0.012600834  0.01149626
0.012605622  0.011691303
0.012609346  0.011899492
0.012612139  0.012107005
0.012614932  0.012382632
0.012616794  0.012622283
0.012618656  0.012927253
0.0126200525  0.013215722
0.012621449  0.013575784
0.0126228455  0.014036904
0.0126237765  0.014424053
0.0126247075  0.014903628
0.0126254058  0.015350356
0.012626104  0.01590787
0.0126265529  0.016350454
0.0126270018  0.016886105
0.0126274507  0.017549356
0.0126277499  0.018085933
0.0126280492  0.01872048
0.0126283484  0.019477115
0.0126285729  0.020143354
0.0126287973  0.020910852
0.0126290217  0.021798208
0.0126292462  0.022827297
0.0126294706  0.024022044
0.012629695  0.025411566
0.0126298447  0.026462957
0.0126299943  0.027625733
0.0126301439  0.028912465
0.0126302935  0.030336102
0.0126304432  0.031911789
0.0126305928  0.033652614
0.0126307424  0.03557595
0.012630892  0.037699398
0.0126310292  0.039838856
0.0126311664  0.042177972
0.0126313036  0.044733164
0.0126314407  0.04751965
0.0126315778  0.050557428
0.012631715  0.053868139
0.0126318522  0.057469713
0.0126319893  0.061380084
0.0126321265  0.065626667
0.0126322636  0.070225717
0.0126324008  0.075207108
0.0126325379  0.080587338
0.0126326751  0.086398562
0.0126328123  0.092661749
0.0126329494  0.099396847
0.0126330865  0.106633405
0.0126332237  0.114402445
0.0126333609  0.12272394
0.0126334981  0.131622622
0.0126336352  0.141115542
0.012633818  0.154747227
0.0126339926  0.168851538
0.0126341672  0.184058333
0.0126343417  0.200396259
0.0126345163  0.217917309
0.0126346909  0.236639772
0.0126348654  0.256572325
0.01263504  0.277750473
0.0126352727  0.307900482
0.0126355055  0.340246359
0.0126357632  0.378535469
0.0126360125  0.41794854
0.0126362619  0.459547696
0.0126365944  0.518001597
0.01263701  0.594908852
0.012638074  0.799085384
0.0126385528  0.886693673
0.0126389518  0.953621584
0.012639271  1.0015285
0.0126396168  1.04638774
0.0126399094  1.0777182
0.0126401488  1.09834508
0.0126404148  1.11559861
0.0126407221  1.12773123
0.0126409992  1.13127669
0.0126412926  1.12730658
0.0126415453  1.11758119
0.0126418113  1.10121665
0.0126421438  1.07236751
0.0126424364  1.03984685
0.0126427157  1.00321176
0.0126430482  0.953421074
0.0126434339  0.888822173
0.0126438728  0.808898238
0.0126450981  0.574454163
0.0126454722  0.505964616
0.0126457714  0.453825208
0.0126460125  0.413870142
0.0126462868  0.370909642
0.0126465611  0.330801065
0.012646744  0.305709373
0.0126469269  0.281966619
0.0126471098  0.259581584
0.0126472926  0.23856251
0.0126474672  0.219737689
0.0126476334  0.202936184
0.0126477997  0.187192399
0.0126479659  0.172497348
0.0126481322  0.15880111
0.0126482984  0.146084346
0.0126484647  0.134292969
0.0126486309  0.123400098
0.0126487972  0.113349809
0.0126489634  0.104110244
0.0126491297  0.095625643
0.0126492959  0.08786141
0.0126494622  0.080763582
0.0126496284  0.074296693
0.0126497947  0.068409828
0.0126499609  0.063068143
0.0126501189  0.058455107
0.0126502685  0.054474278
0.0126504181  0.050842064
0.0126505677  0.047532418
0.0126507174  0.044518623
0.012650867  0.041781176
0.0126510166  0.03929575
0.0126511662  0.037041427
0.0126513159  0.034997285
0.0126514655  0.033147694
0.0126516151  0.031474117
0.0126517647  0.029960661
0.0126519144  0.028591734
0.012652064  0.027355555
0.0126522136  0.026238636
0.012652438  0.024761956
0.0126526625  0.02349258
0.0126528869  0.022401245
0.0126531114  0.0214606
0.0126533358  0.020648733
0.0126535602  0.019945664
0.0126537847  0.019334445
0.0126540839  0.018638899
0.0126543832  0.01805406
0.0126546824  0.01755812
0.0126550315  0.017068303
0.0126554305  0.016599597
0.012656029  0.016030392
0.0126566275  0.015575021
0.012657226  0.015199394
0.012658024  0.014786745
0.012658822  0.014447359
0.012660019  0.014036511
0.012661216  0.01371123
0.012662812  0.01337192
0.012664408  0.013109999
0.012666802  0.012816956
0.012669196  0.012605651
0.012672388  0.01240674
0.0126768856  0.012227039
0.0126826888  0.012097961
0.0126913935  0.012012108
0.0126971966  0.011995052
0.0127128163  0.012025969
0.012728436  0.012113382
0.012761134  0.012377734
0.0127979193  0.012744782
0.0128469663  0.013324393
0.0128837515  0.013834753
0.0129205368  0.014428942
0.0129450603  0.014885729
0.0129695838  0.015405416
0.0129941073  0.016005884
0.0130186308  0.01671262
0.0130370234  0.017334239
0.013055416  0.018058549
0.0130738087  0.018916559
0.0130860704  0.019583903
0.0130983322  0.020347588
0.0131105939  0.021230709
0.0131228557  0.022263901
0.013132052  0.023161578
0.0131412483  0.024189389
0.0131504446  0.02537662
0.0131596409  0.026761371
0.0131657718  0.027818478
0.0131719027  0.029004264
0.0131780335  0.030341851
0.0131841644  0.031859906
0.0131902953  0.033594144
0.0131948935  0.035063385
0.0131994916  0.036702721
0.0132040898  0.038540535
0.0132086879  0.040611217
0.0132132861  0.042957127
0.0132178843  0.045629134
0.0132224824  0.048685741
0.0132255478  0.050978469
0.0132283578  0.053293319
0.0132321896  0.05682863
0.0132347442  0.059463264
0.0132372987  0.062353343
0.0132398533  0.065533626
0.0132424078  0.069044511
0.0132449623  0.072934153
0.0132475168  0.077259656
0.0132503524  0.082654903
0.0132522427  0.086651746
0.0132541331  0.091014492
0.0132560234  0.09578826
0.0132579138  0.101026785
0.0132598041  0.106793083
0.0132616945  0.113164313
0.0132633805  0.119430244
0.0132648621  0.125451588
0.0132663437  0.132014371
0.0132678253  0.139183913
0.013269307  0.147036421
0.0132707886  0.155659478
0.0132722702  0.165158443
0.0132737518  0.175658314
0.0132750036  0.185419404
0.0132765363  0.198645257
0.013278069  0.213492261
0.0132790908  0.224425928
0.0132801126  0.236299213
0.0132811344  0.249223047
0.0132821562  0.263325349
0.013283127  0.277950263
0.0132840466  0.293041496
0.0132849663  0.309485886
0.0132858859  0.327447188
0.0132868056  0.34712353
0.0132877252  0.368737015
0.0132886448  0.392554861
0.0132895644  0.418889416
0.0132903819  0.444710983
0.0132910972  0.469414998
0.0132918125  0.496338076
0.0132925277  0.525752748
0.013293243  0.55798926
0.0132939582  0.593414961
0.0132946735  0.632481964
0.0132953887  0.67570137
0.0132960018  0.716527189
0.0132965128  0.753564278
0.0132970237  0.793654487
0.0132975346  0.837154281
0.0132980455  0.884463841
0.0132985564  0.936042667
0.0132990673  0.992419758
0.0132995782  1.05420555
0.0133000636  1.11855971
0.0133005234  1.18524067
0.0133009832  1.25817845
0.013301443  1.33814861
0.0133019028  1.42603533
0.0133023626  1.52284458
0.0133028224  1.62971731
0.0133032822  1.74794163
0.013303691  1.86375086
0.0133040486  1.97422939
0.0133044063  2.09415805
0.0133047639  2.22434661
0.0133051216  2.36580044
0.0133054792  2.51942163
0.0133058368  2.6862683
0.0133061944  2.86738627
0.0133065265  3.04929127
0.0133069863  3.32450691
0.0133074462  3.62882093
0.013307906  3.9639695
0.0133083658  4.33150908
0.0133088255  4.73230449
0.0133092087  5.09207396
