E(MeV)  pendfb7/Pu240:18
1e-11  3.08831117
1.02999e-11  3.04301968
1.06087e-11  2.99840637
1.09269e-11  2.95442674
1.12544e-11  2.91111899
1.1592e-11  2.86842167
1.19395e-11  2.82637284
1.22976e-11  2.78491857
1.26662e-11  2.74409393
1.30462e-11  2.7038413
1.34372e-11  2.66421046
1.38403e-11  2.62513127
1.42552e-11  2.58665267
1.46827e-11  2.5487158
1.51229e-11  2.51135287
1.55765e-11  2.47451487
1.60434e-11  2.43824532
1.65246e-11  2.40248234
1.70199e-11  2.36726621
1.75304e-11  2.33254742
1.80559e-11  2.29835359
1.85975e-11  2.26464362
1.9155e-11  2.23144728
1.97295e-11  2.19871994
2.03209e-11  2.16648888
2.09305e-11  2.13471059
2.15579e-11  2.1034217
2.22045e-11  2.07257002
2.28701e-11  2.04219067
2.35561e-11  2.01223628
2.42622e-11  1.98274235
2.49899e-11  1.95366199
2.5739e-11  1.92502484
2.6511e-11  1.89679201
2.73057e-11  1.86898776
2.81247e-11  1.84157734
2.89678e-11  1.81458219
2.98367e-11  1.78796796
3.07311e-11  1.76176064
3.16528e-11  1.73592256
3.26017e-11  1.710477
3.35795e-11  1.68539099
3.45861e-11  1.66068649
3.56235e-11  1.63633017
3.66913e-11  1.61234566
3.77919e-11  1.58869821
3.89247e-11  1.56541232
4.00923e-11  1.54245292
4.12941e-11  1.51984548
4.25327e-11  1.49755457
4.38076e-11  1.47560537
4.51216e-11  1.45396424
4.64742e-11  1.43265337
4.78681e-11  1.41164282
4.9303e-11  1.39095199
5.07818e-11  1.37055333
5.23041e-11  1.35046482
5.38729e-11  1.33065969
5.54878e-11  1.31115653
5.71521e-11  1.29192829
5.88653e-11  1.2729928
6.0631e-11  1.25432364
6.24484e-11  1.23594031
6.43215e-11  1.21781554
6.62496e-11  1.19996672
6.82368e-11  1.18236903
7.02822e-11  1.16504063
7.23903e-11  1.14795571
7.45603e-11  1.13113155
7.67967e-11  1.11454387
7.90987e-11  1.09820987
8.14712e-11  1.08210575
8.39134e-11  1.06624686
8.64304e-11  1.05061119
8.90212e-11  1.03521462
9.16913e-11  1.02003471
9.44399e-11  1.00508606
9.72725e-11  0.990348246
1.00188e-10  0.97583488
1.03193e-10  0.961528268
1.06287e-10  0.94743554
1.09475e-10  0.933542635
1.12756e-10  0.919863256
1.16139e-10  0.906373755
1.1962e-10  0.893093952
1.23208e-10  0.879998489
1.26901e-10  0.867104267
1.30707e-10  0.854392205
1.34626e-10  0.841871512
1.38664e-10  0.829526923
1.4282e-10  0.817373656
1.47104e-10  0.805389748
1.51513e-10  0.793589318
1.56058e-10  0.781954842
1.60736e-10  0.770497734
1.65557e-10  0.759202553
1.7052e-10  0.748078749
1.75635e-10  0.737111273
1.80899e-10  0.726312787
1.86325e-10  0.715666367
1.91911e-10  0.705180855
1.97667e-10  0.69484372
2.03592e-10  0.684664502
2.09699e-10  0.674628343
2.15985e-10  0.66474582
2.22463e-10  0.655002454
2.29132e-10  0.645407419
2.36004e-10  0.635948214
2.43079e-10  0.626632421
2.5037e-10  0.617448139
2.57875e-10  0.608404434
2.6561e-10  0.599487646
2.73572e-10  0.590707549
2.81777e-10  0.582051154
2.90224e-10  0.573526316
2.98929e-10  0.56512182
3.0789e-10  0.556845733
3.17125e-10  0.54868587
3.26631e-10  0.540651246
3.36428e-10  0.532729386
3.46513e-10  0.524928716
3.56906e-10  0.517237892
3.67605e-10  0.509664415
3.78631e-10  0.502197559
3.89981e-10  0.494845023
4.01678e-10  0.487595873
4.13719e-10  0.480457598
4.26128e-10  0.473419745
4.38901e-10  0.466489587
4.52066e-10  0.45965702
4.65617e-10  0.452928795
4.79583e-10  0.446295461
4.93959e-10  0.439763381
5.08775e-10  0.433323465
5.24026e-10  0.426981857
5.39744e-10  0.420729698
5.55923e-10  0.414573062
5.72598e-10  0.408503232
5.89762e-10  0.40252617
6.07452e-10  0.396633307
6.25661e-10  0.390830658
6.44427e-10  0.385109791
6.63744e-10  0.379476319
6.83653e-10  0.373922348
7.04146e-10  0.36845324
7.25267e-10  0.363061238
7.47007e-10  0.357751805
7.69413e-10  0.352517305
7.92477e-10  0.347362666
8.16247e-10  0.342280904
8.40715e-10  0.337276759
8.65932e-10  0.332343258
8.91889e-10  0.327485277
9.18641e-10  0.322695792
9.46178e-10  0.317979675
9.74558e-10  0.313330089
1.003771e-09  0.308751653
1.033879e-09  0.304237849
1.064871e-09  0.29979316
1.096811e-09  0.295411179
1.129689e-09  0.291096371
1.163573e-09  0.28684247
1.198452e-09  0.282653697
1.234399e-09  0.278524133
1.271402e-09  0.274457772
1.309537e-09  0.270448849
1.348791e-09  0.266501437
1.389247e-09  0.262609819
1.430892e-09  0.258777752
1.47381e-09  0.254999933
1.517989e-09  0.251279971
1.563521e-09  0.247612605
1.610389e-09  0.244001549
1.658691e-09  0.240441565
1.708412e-09  0.236936139
1.759655e-09  0.23348035
1.812403e-09  0.230077571
1.866765e-09  0.226722944
1.922723e-09  0.22341986
1.980394e-09  0.220163509
2.039758e-09  0.216957197
2.100939e-09  0.213796311
2.163917e-09  0.210683943
2.228823e-09  0.207615691
2.295634e-09  0.204594627
2.36449e-09  0.201616388
2.435368e-09  0.198683939
2.508415e-09  0.195793115
2.583608e-09  0.192946726
2.661102e-09  0.190140747
2.740871e-09  0.187377985
2.823082e-09  0.184654446
2.907706e-09  0.181972867
2.994921e-09  0.179329408
3.084697e-09  0.17672666
3.177221e-09  0.174160944
3.272461e-09  0.171634795
3.370617e-09  0.169144598
3.471655e-09  0.166692829
3.575785e-09  0.164275979
3.682973e-09  0.161896455
3.793441e-09  0.159550857
3.907154e-09  0.157241489
4.024346e-09  0.154965084
4.14498e-09  0.152723866
4.269306e-09  0.150514666
4.397283e-09  0.14833964
4.529177e-09  0.146195711
4.664944e-09  0.144084977
4.804866e-09  0.142004446
4.948897e-09  0.139956161
5.097336e-09  0.137937206
5.250134e-09  0.135949566
5.407609e-09  0.133990408
5.569708e-09  0.132061671
5.736768e-09  0.130160591
5.908733e-09  0.128289051
6.085962e-09  0.126444373
6.268395e-09  0.124628372
6.456412e-09  0.122838462
6.649949e-09  0.121076412
6.849411e-09  0.119339703
7.054729e-09  0.117630198
7.266331e-09  0.115945179
7.484147e-09  0.114286459
7.70863e-09  0.112651686
7.939704e-09  0.11104249
8.17785e-09  0.109456583
8.42299e-09  0.107895535
8.675632e-09  0.106357145
8.935694e-09  0.10484293
9.203714e-09  0.103350754
9.479605e-09  0.101882092
9.76394e-09  0.100434866
1.0056625e-08  0.099010505
1.0358267e-08  0.097606988
1.0668767e-08  0.096225699
1.098877e-08  0.094864666
1.131817e-08  0.093525223
1.1657652e-08  0.092205447
1.2007102e-08  0.090906631
1.2367248e-08  0.089626903
1.2737969e-08  0.088367518
1.3120036e-08  0.087126673
1.3513323e-08  0.085905587
1.3918647e-08  0.08470253
1.4335873e-08  0.083518697
1.4765869e-08  0.082352417
1.5208491e-08  0.081204856
1.5664661e-08  0.080074395
1.6134225e-08  0.078962164
1.6618162e-08  0.077866587
1.7116308e-08  0.076788758
1.7629702e-08  0.075727147
1.8158171e-08  0.074682812
1.8702814e-08  0.073654273
1.926345e-08  0.072642559
1.9841246e-08  0.071646239
2.0436008e-08  0.070666316
2.1048973e-08  0.069701408
2.1679938e-08  0.068752476
2.2330215e-08  0.067818172
2.2999587e-08  0.066899408
2.3689445e-08  0.065994852
2.4399561e-08  0.065105373
2.5268741e-08  0.064069756
2.53e-08  0.064033541
2.6058858e-08  0.063175159
2.684e-08  0.062331206
2.7645049e-08  0.061500518
2.8473738e-08  0.060683952
2.9327791e-08  0.059880381
3.0206922e-08  0.059090613
3.111296e-08  0.058313524
3.2181429e-08  0.057441557
3.3286591e-08  0.056586255
3.4429706e-08  0.055747373
3.5612077e-08  0.054924695
3.6835053e-08  0.05411803
3.8100027e-08  0.053327195
3.9408443e-08  0.052552007
4.0761792e-08  0.051792278
4.2161617e-08  0.051047821
4.3609514e-08  0.050318453
4.5107135e-08  0.049603996
4.6656186e-08  0.048904278
4.8258434e-08  0.048219134
4.9915706e-08  0.047548405
5.1629891e-08  0.046891948
5.3402944e-08  0.046249636
5.5236886e-08  0.045621373
5.7133809e-08  0.045007073
5.9095876e-08  0.044406614
6.1125323e-08  0.043819786
6.3224464e-08  0.043246344
6.5395693e-08  0.042686109
6.7641486e-08  0.042139016
6.9964403e-08  0.041605051
7.2367092e-08  0.041084191
7.4852294e-08  0.040576384
7.7422841e-08  0.040081575
8.0081665e-08  0.039599712
8.2831798e-08  0.039130753
8.5676374e-08  0.038674665
8.8618638e-08  0.038231429
9.1661944e-08  0.037801035
9.4809761e-08  0.037383487
9.806568e-08  0.036978801
1.01433412e-07  0.036587014
1.04916798e-07  0.036208205
1.08519809e-07  0.035842526
1.12246552e-07  0.035490134
1.16101278e-07  0.035150989
1.20088382e-07  0.034824936
1.24212409e-07  0.034512052
1.28478062e-07  0.034212632
1.32890204e-07  0.033926951
1.37453866e-07  0.03365524
1.42174251e-07  0.033397738
1.47056742e-07  0.033154711
1.52106906e-07  0.032926457
1.57330501e-07  0.032713315
1.62733481e-07  0.032515661
1.68322009e-07  0.032333916
1.74102456e-07  0.03216855
1.80081413e-07  0.032020087
1.86265697e-07  0.031889111
1.92662359e-07  0.031776269
1.99278692e-07  0.031682281
2.06122241e-07  0.031607928
2.13200808e-07  0.031554111
2.20522465e-07  0.03152188
2.27333428e-07  0.03151224
2.34358744e-07  0.031521917
2.42406998e-07  0.031556377
2.49673402e-07  0.031608194
2.57162204e-07  0.031681569
2.6487091e-07  0.031777632
2.72815552e-07  0.031897854
2.80993483e-07  0.032043624
2.89421712e-07  0.032216824
2.98097431e-07  0.032419153
3.07038682e-07  0.032653019
3.14913361e-07  0.032880228
3.22990003e-07  0.033133933
3.31273788e-07  0.033415978
3.39770029e-07  0.033728418
3.48484175e-07  0.034073536
3.57060888e-07  0.034437982
3.65956e-07  0.034842421
3.737035e-07  0.035217115
3.81451e-07  0.035613193
3.891985e-07  0.036031189
3.96946e-07  0.036471702
4.05415448e-07  0.036979803
4.14058228e-07  0.037527843
4.21107925e-07  0.037997728
4.2827765e-07  0.038497416
