24-Cr-52(n,&gamma;) ENDF/B-VII.1
1190950.0,0.00141101
1191010.0,0.00163177
1191070.0,0.00193957
1191120.0,0.00234485
1191160.0,0.002855
1191200.0,0.00346611
1191240.0,0.00431496
1191270.0,0.00528108
1191300.0,0.00656875
1191330.0,0.0082581
1191380.0,0.0114166
1191430.0,0.0153367
1191460.0,0.0165694
1191480.0,0.016672
1191500.0,0.0160499
1191540.0,0.0138501
1191610.0,0.00889305
1191640.0,0.00691989
1191670.0,0.00552789
1191710.0,0.00447804
1191740.0,0.00355365
1191780.0,0.00288615
1191830.0,0.00232541
1191880.0,0.00187311
1191930.0,0.00151791
1192000.0,0.00124333
1192070.0,0.00101738
1192150.0,8.51664E-4
1192260.0,7.1649E-4
1192370.0,6.21936E-4
1192490.0,5.66616E-4
1192600.0,5.49584E-4
1192700.0,5.68113E-4
1192790.0,6.18575E-4
1192850.0,6.97771E-4
1192910.0,8.09308E-4
1192950.0,9.48524E-4
1192990.0,0.0011451
1193030.0,0.00139677
1193060.0,0.00172973
1193090.0,0.00219596
1193130.0,0.00291034
1193190.0,0.00417229
1193220.0,0.0045047
1193230.0,0.00453497
1193260.0,0.00435457
1193290.0,0.00371551
1193350.0,0.00253351
1193380.0,0.00196253
1193410.0,0.00154222
1193450.0,0.00124141
1193480.0,0.00102542
1193520.0,8.45651E-4
1193560.0,7.0213E-4
1193620.0,5.80056E-4
1193680.0,4.83277E-4
1193770.0,4.05159E-4
1193870.0,3.45531E-4
1193990.0,2.99259E-4
1194160.0,2.58037E-4
1194410.0,2.24914E-4
1194760.0,1.97647E-4
1195280.0,1.76021E-4
1195940.0,1.63066E-4
1196210.0,1.6155E-4
1196600.0,1.65604E-4
1196870.0,1.78368E-4
1197040.0,1.96543E-4
1197150.0,2.17818E-4
1197230.0,2.43144E-4
1197300.0,2.79169E-4
1197360.0,3.28569E-4
1197410.0,3.87979E-4
1197450.0,4.64548E-4
1197490.0,5.59294E-4
1197520.0,6.68887E-4
1197540.0,8.05091E-4
1197560.0,9.70164E-4
1197580.0,0.001181
1197600.0,0.00142452
1197610.0,0.00173952
1197620.0,0.00209834
1197630.0,0.0025391
1197640.0,0.00306422
1197650.0,0.0037908
1197660.0,0.0046179
1197660.0,0.00572185
1197670.0,0.00718266
1197680.0,0.00932318
1197690.0,0.0121484
1197690.0,0.0161406
1197700.0,0.0220875
1197720.0,0.0326523
1197740.0,0.0497726
1197750.0,0.0563719
1197760.0,0.0580664
1197770.0,0.0558526
1197790.0,0.0487707
1197820.0,0.0241379
1197830.0,0.0174272
1197840.0,0.0132883
1197840.0,0.0100584
1197850.0,0.00793142
1197860.0,0.00629756
1197870.0,0.00506094
1197870.0,0.00399892
1197880.0,0.00323496
1197890.0,0.00261425
1197900.0,0.00212705
1197910.0,0.00174969
1197930.0,0.0014331
1197940.0,0.00117574
1197960.0,9.91101E-4
1197980.0,8.03911E-4
1198010.0,6.72901E-4
1198030.0,5.61361E-4
1198070.0,4.63994E-4
1198110.0,3.93468E-4
1198150.0,3.34892E-4
1198210.0,2.83314E-4
1198280.0,2.4167E-4
1198360.0,2.14616E-4
1198480.0,1.88314E-4
1198600.0,1.71672E-4
1198780.0,1.5681E-4
1199130.0,1.42556E-4
1199490.0,1.35784E-4
1200390.0,1.30715E-4
1200440.0,1.30708E-4
1201150.0,1.33737E-4
1201630.0,1.39904E-4
1201990.0,1.48042E-4
1202340.0,1.64647E-4
1202580.0,1.86325E-4
1202760.0,2.15498E-4
1202880.0,2.47153E-4
1202980.0,2.88031E-4
1203070.0,3.43691E-4
1203150.0,4.1442E-4
1203210.0,4.97633E-4
1203260.0,6.05013E-4
1203300.0,7.32063E-4
1203340.0,8.9572E-4
1203370.0,0.00109611
1203400.0,0.00133042
1203430.0,0.00166204
1203450.0,0.00203864
1203470.0,0.00249835
1203490.0,0.00304442
1203500.0,0.00366292
1203510.0,0.00450661
1203530.0,0.00568674
1203540.0,0.00717206
1203550.0,0.00896036
1203560.0,0.0116636
1203570.0,0.0152555
1203590.0,0.0209135
1203630.0,0.0365124
1203640.0,0.041029
1203650.0,0.041824
1203670.0,0.0401535
1203680.0,0.0349009
1203720.0,0.0194
1203730.0,0.014594
1203740.0,0.0113016
1203750.0,0.00880077
1203770.0,0.00694616
1203780.0,0.00558158
1203790.0,0.00445308
1203810.0,0.00355438
1203820.0,0.00285267
1203840.0,0.00235047
1203860.0,0.00191487
1203880.0,0.00155325
1203910.0,0.00126149
1203940.0,0.00102964
1203970.0,8.4717E-4
1204010.0,6.93394E-4
1204060.0,5.69471E-4
1204120.0,4.72491E-4
1204170.0,4.01095E-4
1204240.0,3.42408E-4
1204320.0,2.92727E-4
1204420.0,2.53569E-4
1204560.0,2.20782E-4
1204720.0,1.97147E-4
1204920.0,1.80731E-4
1205210.0,1.68264E-4
1205650.0,1.62295E-4
1205720.0,1.62127E-4
1206380.0,1.67841E-4
1207040.0,1.85429E-4
1207530.0,2.11182E-4
1207890.0,2.43033E-4
1208150.0,2.82758E-4
1208350.0,3.32914E-4
1208510.0,3.95502E-4
1208630.0,4.65116E-4
1208730.0,5.55484E-4
1208820.0,6.70721E-4
1208890.0,8.117E-4
1208960.0,9.96631E-4
1209010.0,0.00120132
1209060.0,0.00148965
1209100.0,0.00183786
1209140.0,0.00223206
1209180.0,0.00275597
1209210.0,0.00344346
1209270.0,0.00473367
1209330.0,0.00630021
1209360.0,0.00678355
1209380.0,0.00682457
1209410.0,0.00655753
1209450.0,0.00560534
1209520.0,0.00386227
1209560.0,0.00297568
1209600.0,0.00242573
1209650.0,0.00194658
1209690.0,0.00160985
1209740.0,0.0013383
1209800.0,0.0011328
1209870.0,9.7689E-4
1209950.0,8.83958E-4
1210040.0,8.39007E-4
1210060.0,8.36805E-4
1210160.0,8.64773E-4
1210250.0,9.46177E-4
1210340.0,0.00109012
1210440.0,0.00133403
1210630.0,0.00190472
1210700.0,0.00199817
1210710.0,0.0019985
1210780.0,0.00192514
1210880.0,0.00162153
1211010.0,0.00121019
1211110.0,9.96545E-4
1211210.0,8.34616E-4
1211330.0,7.24939E-4
1211510.0,6.38284E-4
1211720.0,6.03398E-4
1211790.0,6.0115E-4
1212070.0,6.27031E-4
1212350.0,6.92772E-4
1212720.0,8.26483E-4
1213680.0,0.00130331
1214360.0,0.00151262
1214520.0,0.00164754
1214650.0,0.00185036
1214750.0,0.00212412
1214830.0,0.00250248
1214900.0,0.00298356
1214970.0,0.0036206
1215020.0,0.00442671
1215080.0,0.00552562
1215140.0,0.00724417
1215240.0,0.0103457
1215290.0,0.0110757
1215300.0,0.0111234
1215350.0,0.0107036
1215410.0,0.0091566
1215500.0,0.00624394
1215560.0,0.00478071
1215610.0,0.00387281
1215670.0,0.00307518
1215730.0,0.00250446
1215800.0,0.00203014
1215880.0,0.00165142
1215970.0,0.00135568
1216080.0,0.00110805
1216210.0,9.10883E-4
1216360.0,7.57937E-4
1216540.0,6.34294E-4
1216740.0,5.41619E-4
1217020.0,4.5583E-4
1217350.0,3.93998E-4
1217750.0,3.4823E-4
1218110.0,3.27751E-4
1218310.0,3.2432E-4
1218610.0,3.34018E-4
1218810.0,3.55151E-4
1218960.0,3.9081E-4
1219060.0,4.33004E-4
1219150.0,4.88774E-4
1219210.0,5.58029E-4
1219270.0,6.57246E-4
1219320.0,7.73095E-4
1219360.0,9.18268E-4
1219390.0,0.00110651
1219420.0,0.00134506
1219450.0,0.0016358
1219460.0,0.00196843
1219480.0,0.00237856
1219500.0,0.00287295
1219510.0,0.00344328
1219520.0,0.00423976
1219530.0,0.00524692
1219540.0,0.00648036
1219550.0,0.00815354
1219560.0,0.010401
1219570.0,0.0133638
1219580.0,0.0176664
1219590.0,0.0249688
1219620.0,0.0415058
1219640.0,0.0466578
1219650.0,0.0478513
1219660.0,0.0459172
1219680.0,0.0397313
1219710.0,0.0207773
1219720.0,0.0153594
1219730.0,0.0115864
1219740.0,0.00904807
1219750.0,0.00714855
1219760.0,0.0057437
1219770.0,0.00459992
1219790.0,0.00370249
1219800.0,0.00306704
1219810.0,0.00252325
1219830.0,0.00207832
1219850.0,0.00176033
1219870.0,0.00144086
1219890.0,0.00121966
1219930.0,0.00100855
1219960.0,8.66959E-4
1220010.0,7.34535E-4
1220070.0,6.34129E-4
1220140.0,5.66088E-4
1220240.0,5.24536E-4
1220310.0,5.17117E-4
1220410.0,5.35124E-4
1220500.0,5.86855E-4
1220570.0,6.56321E-4
1220620.0,7.55998E-4
1220670.0,8.91204E-4
1220700.0,0.00105191
1220730.0,0.00125734
1220750.0,0.0014839
1220770.0,0.0017523
1220790.0,0.00214282
1220800.0,0.00260628
1220810.0,0.00320312
1220830.0,0.00394955
1220830.0,0.00482845
1220840.0,0.00604912
1220850.0,0.0075513
1220860.0,0.00954769
1220870.0,0.0124966
1220880.0,0.0167775
1220890.0,0.023304
1220920.0,0.0456707
1220940.0,0.0515052
1220950.0,0.0529146
1220960.0,0.0508955
1220970.0,0.0443936
1221010.0,0.0225358
1221020.0,0.0166131
1221030.0,0.0123812
1221040.0,0.00946801
1221040.0,0.0074942
1221050.0,0.00601612
1221060.0,0.00481413
1221070.0,0.00394905
1221080.0,0.00321455
1221090.0,0.00262748
1221110.0,0.00222011
1221120.0,0.00182096
1221140.0,0.00154936
1221170.0,0.00129202
1221200.0,0.00109997
1221230.0,9.6469E-4
1221270.0,8.38557E-4
1221330.0,7.51059E-4
1221400.0,6.91658E-4
1221500.0,6.66E-4
1221510.0,6.65817E-4
1221640.0,6.91942E-4
1221750.0,7.61337E-4
1221820.0,8.52711E-4
1221880.0,9.7158E-4
1221920.0,0.00112333
1221950.0,0.001287
1221970.0,0.0015009
1221990.0,0.00169363
1222000.0,0.00197894
1222010.0,0.00233046
1222020.0,0.00277423
1222030.0,0.00336885
1222040.0,0.0041346
1222050.0,0.00506872
1222050.0,0.00633555
1222060.0,0.00803203
1222070.0,0.0102621
1222070.0,0.0135868
1222080.0,0.018449
1222090.0,0.0260339
1222120.0,0.0528753
1222140.0,0.0599058
1222150.0,0.0617787
1222160.0,0.0595174
1222170.0,0.0523303
1222200.0,0.0249473
1222210.0,0.0178706
1222220.0,0.0135193
1222230.0,0.0101614
1222230.0,0.00797786
1222240.0,0.00632353
1222250.0,0.00509727
1222250.0,0.00419729
1222260.0,0.00345201
1222270.0,0.0029365
1222280.0,0.00253152
1222290.0,0.00219758
1222300.0,0.00190731
1222330.0,0.00166788
1222350.0,0.00150773
1222390.0,0.00139673
1222440.0,0.00133385
1222480.0,0.00132535
1222580.0,0.00138143
1222760.0,0.00160459
1223100.0,0.00213294
1223280.0,0.00227297
1223330.0,0.00228338
1223520.0,0.00219468
1223870.0,0.00185912
1224000.0,0.00181616
1224150.0,0.00188142
1224260.0,0.00206102
1224360.0,0.00236133
1224450.0,0.00278006
1224520.0,0.00329482
1224590.0,0.00401588
1224660.0,0.0049892
1224830.0,0.00778829
1224890.0,0.00828052
1224900.0,0.00829519
1224960.0,0.0079754
1225040.0,0.0067847
1225160.0,0.00458262
1225240.0,0.00352403
1225310.0,0.00284259
1225380.0,0.00233032
1225460.0,0.00187799
1225550.0,0.00150332
1225640.0,0.00123707
1225750.0,0.00101862
1225890.0,8.27273E-4
1226040.0,6.81756E-4
1226210.0,5.62864E-4
1226410.0,4.68736E-4
1226660.0,3.91591E-4
1226950.0,3.28523E-4
1227330.0,2.75987E-4
1227760.0,2.37396E-4
1228360.0,2.04762E-4
1228950.0,1.85936E-4
1229620.0,1.76399E-4
1229760.0,1.75896E-4
1230160.0,1.8045E-4
1230430.0,1.90077E-4
1230640.0,2.06899E-4
1230800.0,2.33613E-4
1230910.0,2.62576E-4
1230990.0,2.92478E-4
1231060.0,3.40629E-4
1231120.0,3.95737E-4
1231180.0,4.78837E-4
1231230.0,5.79596E-4
1231270.0,7.06685E-4
1231300.0,8.59847E-4
1231330.0,0.00104888
1231360.0,0.00127217
1231380.0,0.00155556
1231400.0,0.00191327
1231410.0,0.00236003
1231430.0,0.00290619
1231440.0,0.00354576
1231450.0,0.00444627
1231460.0,0.0055937
1231470.0,0.00699744
1231480.0,0.00888986
1231490.0,0.0114043
1231500.0,0.0151185
1231510.0,0.0204353
1231530.0,0.0316695
1231550.0,0.0422158
1231570.0,0.0466197
1231580.0,0.0473924
1231590.0,0.0456111
1231600.0,0.0398137
1231640.0,0.0206265
1231650.0,0.0152704
1231660.0,0.0115175
1231670.0,0.00897595
1231680.0,0.00706152
1231690.0,0.00564091
1231700.0,0.00448065
1231710.0,0.00356889
1231720.0,0.00292297
1231740.0,0.00237141
1231750.0,0.0019205
1231770.0,0.00156004
1231790.0,0.00127479
1231820.0,0.00104994
1231850.0,8.59764E-4
1231880.0,7.05608E-4
1231920.0,5.77615E-4
1231970.0,4.76065E-4
1232010.0,4.06203E-4
1232070.0,3.4584E-4
1232140.0,2.97133E-4
1232240.0,2.55141E-4
1232360.0,2.22779E-4
1232520.0,1.96216E-4
1232760.0,1.7597E-4
1233140.0,1.61119E-4
1233780.0,1.53178E-4
1234060.0,1.52611E-4
1234900.0,1.58333E-4
1235510.0,1.72334E-4
1235900.0,1.92532E-4
1236160.0,2.17402E-4
1236350.0,2.48521E-4
1236490.0,2.86309E-4
1236600.0,3.35645E-4
1236690.0,3.92124E-4
1236780.0,4.72595E-4
1236840.0,5.66198E-4
1236900.0,6.82737E-4
1236940.0,8.21561E-4
1236980.0,9.75543E-4
1237020.0,0.00118906
1237050.0,0.00145253
1237080.0,0.00176805
1237100.0,0.00217096
1237130.0,0.00268501
1237150.0,0.00333693
1237170.0,0.00415295
1237180.0,0.00514599
1237200.0,0.00652862
1237210.0,0.00815333
1237230.0,0.0103228
1237240.0,0.0131557
1237260.0,0.0180248
1237300.0,0.0298108
1237320.0,0.033135
1237330.0,0.033757
1237350.0,0.0323831
1237360.0,0.0279481
1237400.0,0.016218
1237420.0,0.0122582
1237430.0,0.00962876
1237450.0,0.00763316
1237460.0,0.00614091
1237480.0,0.00487039
1237490.0,0.00395379
1237510.0,0.00319629
1237530.0,0.00258609
1237560.0,0.00210225
1237580.0,0.00172083
1237610.0,0.00142047
1237640.0,0.00116865
1237680.0,9.63652E-4
1237730.0,7.84824E-4
1237770.0,6.59905E-4
1237830.0,5.54234E-4
1237900.0,4.68916E-4
1237980.0,3.95538E-4
1238070.0,3.41906E-4
1238190.0,2.98497E-4
1238350.0,2.62339E-4
1238560.0,2.38016E-4
1238820.0,2.269E-4
1238870.0,2.26629E-4
1239050.0,2.32358E-4
1239190.0,2.48805E-4
1239290.0,2.73144E-4
1239360.0,3.08677E-4
1239390.0,3.40467E-4
1239430.0,3.8574E-4
1239460.0,4.4392E-4
1239480.0,5.26053E-4
1239500.0,6.14324E-4
1239520.0,7.28884E-4
1239530.0,8.43319E-4
1239540.0,9.9045E-4
1239550.0,0.00117661
1239550.0,0.00140093
1239560.0,0.00172101
1239570.0,0.00212947
1239570.0,0.00269726
1239580.0,0.00338276
1239580.0,0.00428966
1239590.0,0.00547728
1239590.0,0.00722113
1239600.0,0.00948574
1239610.0,0.0127173
1239610.0,0.0173103
1239620.0,0.0238556
1239640.0,0.0367932
1239650.0,0.0541285
1239670.0,0.0614206
1239680.0,0.0634401
1239690.0,0.0609872
1239700.0,0.0530866
1239730.0,0.024367
1239740.0,0.0177291
1239740.0,0.0130504
1239750.0,0.00974679
1239760.0,0.00742504
1239760.0,0.00563021
1239770.0,0.00440979
1239770.0,0.00347435
1239780.0,0.00276523
1239780.0,0.00217866
1239790.0,0.00175715
1239800.0,0.00142635
1239800.0,0.00119483
1239810.0,0.00100318
1239820.0,8.52301E-4
1239830.0,7.12235E-4
1239850.0,6.17662E-4
1239870.0,5.23209E-4
1239890.0,4.59364E-4
1239920.0,3.91667E-4
1239960.0,3.3952E-4
1240000.0,3.03619E-4
1240060.0,2.75183E-4
1240150.0,2.52256E-4
1240270.0,2.35795E-4
1240440.0,2.25643E-4
1240670.0,2.22203E-4
1241370.0,2.31423E-4
1242420.0,2.64759E-4
1243580.0,3.21896E-4
1244720.0,4.02348E-4
1245550.0,4.86636E-4
1246040.0,5.64704E-4
1246340.0,6.48686E-4
1246550.0,7.49961E-4
1246700.0,8.72318E-4
1246820.0,0.00102193
1246910.0,0.00120389
1246990.0,0.00143897
1247060.0,0.00172876
1247130.0,0.00213879
1247200.0,0.00270778
1247360.0,0.00431794
1247410.0,0.00458753
1247420.0,0.0045953
1247470.0,0.00444279
1247540.0,0.0038475
1247660.0,0.00260831
1247730.0,0.00207072
1247800.0,0.00168455
1247850.0,0.00144633
1247930.0,0.00121724
1248030.0,0.00102143
1248150.0,8.69516E-4
1248290.0,7.56508E-4
1248490.0,6.54166E-4
1248760.0,5.77703E-4
1249190.0,5.07968E-4
1249900.0,4.4555E-4
1250840.0,4.01473E-4
1251830.0,3.86226E-4
1252610.0,3.96541E-4
1253400.0,4.28871E-4
1254250.0,4.94979E-4
1254980.0,5.88267E-4
1255840.0,7.44205E-4
1257120.0,0.00100446
1257780.0,0.00111379
1257880.0,0.00117029
1257930.0,0.00123505
1257970.0,0.00133435
1257990.0,0.00147184
1258010.0,0.00163496
1258020.0,0.00185823
1258030.0,0.00217346
1258040.0,0.00258103
1258050.0,0.0031659
1258060.0,0.00397593
1258070.0,0.00504936
1258080.0,0.00689093
1258110.0,0.012115
1258120.0,0.0135222
1258130.0,0.0140021
1258140.0,0.0134451
1258160.0,0.0116787
1258190.0,0.0062739
1258200.0,0.00469121
1258210.0,0.00362595
1258220.0,0.00293946
1258230.0,0.00244442
1258240.0,0.00207089
1258250.0,0.0017811
1258260.0,0.00160207
1258280.0,0.00143875
1258310.0,0.00131694
1258360.0,0.00121375
1258470.0,0.00115564
1258550.0,0.00114903
1258770.0,0.00119478
1258950.0,0.0013091
1259070.0,0.00146981
1259170.0,0.00169157
1259230.0,0.00194697
1259290.0,0.00228829
1259330.0,0.00272607
1259370.0,0.00324913
1259400.0,0.00391755
1259430.0,0.0047423
1259460.0,0.00570259
1259480.0,0.00703134
1259500.0,0.00887891
1259520.0,0.0114086
1259550.0,0.0155592
1259600.0,0.022016
1259620.0,0.0242234
1259630.0,0.0246202
1259650.0,0.0237577
1259680.0,0.0208225
1259730.0,0.0126931
1259750.0,0.0097336
1259770.0,0.00775087
1259800.0,0.00620993
1259820.0,0.0051217
1259850.0,0.00419351
1259890.0,0.0034932
1259920.0,0.0029732
1259970.0,0.00254943
1260020.0,0.00227846
1260080.0,0.00205702
1260180.0,0.00189011
1260330.0,0.00181337
1260370.0,0.00181116
1260550.0,0.00182116
1260770.0,0.00176038
1261020.0,0.00153747
1261430.0,0.00107489
1261670.0,8.73748E-4
1261950.0,7.05489E-4
1262230.0,5.88801E-4
1262580.0,4.86569E-4
1263020.0,4.04665E-4
1263540.0,3.41964E-4
1264170.0,2.92671E-4
1264920.0,2.56798E-4
1265800.0,2.34692E-4
1266310.0,2.30582E-4
1266750.0,2.3479E-4
1267150.0,2.49787E-4
1267380.0,2.69693E-4
1267580.0,3.00403E-4
1267740.0,3.40879E-4
1267860.0,3.91775E-4
1267960.0,4.58443E-4
1268040.0,5.40148E-4
1268110.0,6.47764E-4
1268160.0,7.69027E-4
1268210.0,9.05389E-4
1268250.0,0.00109675
1268290.0,0.00133607
1268320.0,0.00162668
1268350.0,0.00200361
1268380.0,0.00249292
1268400.0,0.00304313
1268420.0,0.00370355
1268440.0,0.00461706
1268450.0,0.00569917
1268470.0,0.00717966
1268490.0,0.00921075
1268500.0,0.0119434
1268520.0,0.01612
1268560.0,0.0276712
1268580.0,0.0306029
1268590.0,0.0311185
1268610.0,0.0299555
1268630.0,0.0259827
1268670.0,0.0151506
1268690.0,0.011697
1268700.0,0.0090249
1268720.0,0.00704588
1268740.0,0.00560217
1268750.0,0.00454741
1268770.0,0.00365458
1268790.0,0.0029311
1268820.0,0.00235841
1268840.0,0.00191088
1268870.0,0.00156328
1268910.0,0.00128192
1268950.0,0.00105842
1268990.0,8.7422E-4
1269040.0,7.44829E-4
1269100.0,6.24046E-4
1269170.0,5.22314E-4
1269260.0,4.43738E-4
1269370.0,3.85843E-4
1269520.0,3.37063E-4
1269700.0,3.06028E-4
1269940.0,2.88423E-4
1270090.0,2.85705E-4
1270420.0,2.96026E-4
1270720.0,3.24932E-4
1270990.0,3.73345E-4
1271210.0,4.34204E-4
1271420.0,5.27075E-4
1271610.0,6.54689E-4
1271990.0,9.59644E-4
1272130.0,0.00100858
1272150.0,0.00100928
1272300.0,9.67459E-4
1272750.0,6.37399E-4
1272950.0,5.3572E-4
1273160.0,4.71519E-4
1273400.0,4.33478E-4
1273650.0,4.21359E-4
1273970.0,4.36107E-4
1274260.0,4.77502E-4
1274560.0,5.50812E-4
1274840.0,6.63181E-4
1275090.0,8.14725E-4
1275340.0,0.00102208
1275640.0,0.00137196
1275970.0,0.00176681
1276170.0,0.0018755
1276210.0,0.00187906
1276420.0,0.00180343
1276650.0,0.00168085
1276670.0,0.00167997
1276750.0,0.00171774
1276820.0,0.0018607
1276870.0,0.00208526
1276910.0,0.00239656
1276930.0,0.00273011
1276960.0,0.00324449
1276980.0,0.00383632
1276990.0,0.00455934
1277000.0,0.00537432
1277020.0,0.00650612
1277030.0,0.00809156
1277040.0,0.0103018
1277050.0,0.0131306
1277070.0,0.0175234
1277090.0,0.0252635
1277110.0,0.0364255
1277130.0,0.0406229
1277140.0,0.0414644
1277150.0,0.0398572
1277170.0,0.0346693
1277200.0,0.0189718
1277220.0,0.014096
1277230.0,0.0107842
1277240.0,0.00860408
1277250.0,0.00697104
1277260.0,0.00560924
1277280.0,0.00453162
1277290.0,0.00370351
1277310.0,0.00302554
1277330.0,0.00249195
1277360.0,0.00207812
1277390.0,0.0017293
1277430.0,0.00145029
1277470.0,0.0012326
1277530.0,0.00104655
1277590.0,9.02265E-4
1277680.0,7.66323E-4
1277810.0,6.49898E-4
1277980.0,5.47951E-4
1278190.0,4.65192E-4
1278470.0,3.97153E-4
1278820.0,3.4482E-4
1279200.0,3.14715E-4
1279370.0,3.10834E-4
1279570.0,3.21078E-4
1279690.0,3.45734E-4
1279770.0,3.83426E-4
1279820.0,4.30584E-4
1279860.0,4.92658E-4
1279890.0,5.62713E-4
1279920.0,6.5922E-4
1279940.0,7.72822E-4
1279950.0,9.17025E-4
1279970.0,0.00111378
1279980.0,0.00134938
1279990.0,0.00164538
1280010.0,0.00205776
1280020.0,0.00262662
1280030.0,0.00338788
1280040.0,0.00449695
1280070.0,0.0072778
1280090.0,0.00902964
1280100.0,0.00977464
1280110.0,0.00984699
1280120.0,0.00946313
1280140.0,0.00823889
1280170.0,0.00454561
1280190.0,0.00342465
1280200.0,0.00265278
1280210.0,0.00207517
1280220.0,0.00165539
1280230.0,0.00135382
1280250.0,0.00111352
1280260.0,9.28107E-4
1280280.0,7.76058E-4
1280300.0,6.56561E-4
1280320.0,5.64321E-4
1280350.0,4.87168E-4
1280390.0,4.18522E-4
1280450.0,3.65339E-4
1280520.0,3.21804E-4
1280620.0,2.90462E-4
1280800.0,2.64544E-4
1281110.0,2.46242E-4
1281750.0,2.35613E-4
1281900.0,2.35222E-4
1282820.0,2.42787E-4
1283550.0,2.64033E-4
1284010.0,2.92293E-4
1284320.0,3.27368E-4
1284540.0,3.69618E-4
1284690.0,4.182E-4
1284830.0,4.89258E-4
1284940.0,5.79264E-4
1285030.0,6.88407E-4
1285090.0,8.0314E-4
1285150.0,9.69632E-4
1285200.0,0.00116428
1285240.0,0.00140919
1285280.0,0.00173831
1285320.0,0.00214201
1285340.0,0.00260998
1285370.0,0.00318889
1285390.0,0.003887
1285410.0,0.00485687
1285430.0,0.00600705
1285450.0,0.00757725
1285470.0,0.00971328
1285480.0,0.0125357
1285510.0,0.0173238
1285540.0,0.0244397
1285560.0,0.0268791
1285580.0,0.027236
1285590.0,0.0262243
1285620.0,0.0227439
1285660.0,0.0136271
1285680.0,0.0105763
1285700.0,0.00822924
1285720.0,0.006493
1285730.0,0.0052235
1285760.0,0.00415967
1285780.0,0.0033998
1285800.0,0.00277641
1285830.0,0.00227776
1285860.0,0.00185295
1285900.0,0.00153373
1285940.0,0.00127876
1285990.0,0.00109613
1286040.0,9.38833E-4
1286110.0,8.11023E-4
1286200.0,7.19362E-4
1286310.0,6.56631E-4
1286440.0,6.35741E-4
1286600.0,6.58855E-4
1286750.0,7.32533E-4
1286880.0,8.41193E-4
1286990.0,9.92556E-4
1287090.0,0.00119026
1287180.0,0.00143371
1287260.0,0.00177916
1287330.0,0.00217671
1287410.0,0.00277534
1287530.0,0.00393676
1287620.0,0.00478574
1287680.0,0.0050375
1287690.0,0.00504009
1287740.0,0.00491381
1287810.0,0.00430937
1287960.0,0.00282606
1288040.0,0.00221892
1288120.0,0.00177669
1288190.0,0.00149622
1288270.0,0.00126424
1288380.0,0.00106762
1288480.0,9.43204E-4
1288600.0,8.63376E-4
1288680.0,8.4575E-4
1288770.0,8.67243E-4
1288840.0,9.18704E-4
1288920.0,0.001031
1288980.0,0.00119566
1289030.0,0.00139047
1289070.0,0.00162685
1289110.0,0.0019671
1289140.0,0.00235026
1289170.0,0.00287476
1289210.0,0.00363484
1289250.0,0.00482424
1289310.0,0.00689095
1289340.0,0.00759277
1289360.0,0.00775831
1289390.0,0.00747368
1289420.0,0.00646464
1289480.0,0.00421956
1289520.0,0.00325469
1289550.0,0.00265042
1289590.0,0.00211674
1289620.0,0.00173432
1289660.0,0.00141704
1289710.0,0.00116475
1289760.0,9.69154E-4
1289830.0,8.07041E-4
1289900.0,6.79922E-4
1290000.0,5.78072E-4
1290120.0,4.9713E-4
1290280.0,4.28812E-4
1290490.0,3.78329E-4
1290800.0,3.39277E-4
1291250.0,3.13679E-4
1291660.0,3.0702E-4
1292140.0,3.16144E-4
1292520.0,3.42149E-4
1292790.0,3.80888E-4
1293010.0,4.3613E-4
1293170.0,5.04558E-4
1293300.0,5.93516E-4
1293410.0,7.01748E-4
1293510.0,8.41972E-4
1293590.0,0.0010185
1293660.0,0.00123031
1293720.0,0.00150123
1293770.0,0.00184218
1293820.0,0.00226029
1293860.0,0.00275316
1293900.0,0.00342986
1293940.0,0.00419511
1293970.0,0.00521335
1294000.0,0.00655823
1294050.0,0.00874106
1294120.0,0.0131242
1294160.0,0.0142151
1294170.0,0.0143121
1294200.0,0.013742
1294240.0,0.011731
1294310.0,0.00761991
1294340.0,0.00603614
1294380.0,0.00481597
1294410.0,0.00389643
1294450.0,0.00308783
1294490.0,0.00250502
1294540.0,0.00201636
1294600.0,0.00162323
1294660.0,0.00131503
1294720.0,0.00107711
1294810.0,8.81138E-4
1294890.0,7.36553E-4
1295000.0,6.16235E-4
1295130.0,5.26873E-4
1295290.0,4.50917E-4
1295480.0,3.98442E-4
1295720.0,3.64635E-4
1295890.0,3.5775E-4
1296080.0,3.68247E-4
1296250.0,4.04616E-4
1296350.0,4.53775E-4
1296420.0,5.09399E-4
1296470.0,5.73275E-4
1296520.0,6.69306E-4
1296560.0,7.93553E-4
1296590.0,9.43468E-4
1296620.0,0.00113868
1296650.0,0.00138772
1296670.0,0.00169437
1296680.0,0.00205081
1296700.0,0.00249959
1296710.0,0.00305168
1296720.0,0.00369903
1296730.0,0.00460618
1296740.0,0.00574241
1296750.0,0.00729716
1296760.0,0.00940794
1296770.0,0.0121967
1296780.0,0.0162126
1296790.0,0.0228738
1296830.0,0.0403884
1296840.0,0.0454399
1296850.0,0.0466564
1296860.0,0.0447643
1296880.0,0.0392134
1296910.0,0.0199751
1296920.0,0.0147768
1296930.0,0.0110879
1296940.0,0.0085616
1296950.0,0.00667212
1296960.0,0.0052851
1296970.0,0.00427492
1296980.0,0.00346517
1296990.0,0.00288364
1297000.0,0.00238286
1297020.0,0.0019499
