24-Cr-52(n,&gamma;) ENDF/B-VII.1
206824.0,0.0141035
206825.0,0.0183104
206827.0,0.0236977
206829.0,0.0314175
206831.0,0.0415197
206833.0,0.0560373
206836.0,0.0766784
206838.0,0.105461
206841.0,0.149226
206846.0,0.224869
206855.0,0.380884
206859.0,0.43594
206863.0,0.455998
206864.0,0.456038
206868.0,0.438193
206872.0,0.383877
206880.0,0.242632
206885.0,0.159131
206888.0,0.11347
206891.0,0.0814405
206893.0,0.0597819
206896.0,0.04446
206898.0,0.0337358
206899.0,0.0253427
206901.0,0.0196061
206903.0,0.0147417
206905.0,0.0112087
206907.0,0.0085443
206908.0,0.006714
206910.0,0.00532266
206911.0,0.00427126
206913.0,0.00344626
206915.0,0.00273716
206917.0,0.00223896
206919.0,0.00188544
206922.0,0.00158753
206925.0,0.0013224
206928.0,0.00115134
206932.0,9.7543E-4
206938.0,8.22574E-4
206946.0,6.81416E-4
206954.0,5.63894E-4
206965.0,4.65793E-4
206977.0,3.90223E-4
206991.0,3.27422E-4
207005.0,2.83016E-4
207024.0,2.41459E-4
207047.0,2.06838E-4
207075.0,1.79927E-4
207115.0,1.56713E-4
207160.0,1.40486E-4
207205.0,1.30384E-4
207295.0,1.18816E-4
207445.0,1.09885E-4
207686.0,1.04188E-4
208159.0,1.00358E-4
209223.0,9.77063E-5
214543.0,9.47778E-5
220943.0,9.81021E-5
223397.0,1.03733E-4
224173.0,1.08856E-4
224446.0,1.15872E-4
224568.0,1.24435E-4
224650.0,1.36878E-4
224706.0,1.53743E-4
224740.0,1.72445E-4
224768.0,1.96266E-4
224792.0,2.30198E-4
224809.0,2.64973E-4
224825.0,3.1765E-4
224837.0,3.77309E-4
224848.0,4.56647E-4
224857.0,5.50638E-4
224864.0,6.4993E-4
224869.0,7.65885E-4
224873.0,8.96906E-4
224876.0,0.00105565
224878.0,0.00126102
224881.0,0.00151298
224882.0,0.00179456
224884.0,0.00223454
224886.0,0.00277751
224888.0,0.0034763
224890.0,0.00442144
224891.0,0.00568188
224893.0,0.00734753
224895.0,0.00952923
224897.0,0.0126817
224898.0,0.0169026
224900.0,0.022385
224902.0,0.0293835
224904.0,0.0394081
224907.0,0.0536523
224910.0,0.0738716
224913.0,0.10408
224916.0,0.148945
224927.0,0.302037
224932.0,0.348602
224936.0,0.370622
224937.0,0.371672
224941.0,0.359531
224945.0,0.321796
224952.0,0.233206
224958.0,0.143635
224962.0,0.0997622
224965.0,0.0715935
224968.0,0.0518566
224970.0,0.0387106
224972.0,0.0286984
224974.0,0.0218458
224976.0,0.0164878
224978.0,0.0123659
224980.0,0.00933946
224981.0,0.00720258
224983.0,0.00557151
224985.0,0.00433946
224986.0,0.00341545
224988.0,0.00272662
224990.0,0.00218018
224992.0,0.00177181
224994.0,0.00147857
224996.0,0.00122236
224999.0,0.00101847
225002.0,8.8203E-4
225006.0,7.46476E-4
225012.0,6.29466E-4
225019.0,5.2992E-4
225027.0,4.46287E-4
225039.0,3.67671E-4
225053.0,3.05488E-4
225070.0,2.5601E-4
225086.0,2.24486E-4
225108.0,1.96421E-4
225141.0,1.70166E-4
225183.0,1.50712E-4
225245.0,1.35761E-4
225313.0,1.27086E-4
225425.0,1.20364E-4
225723.0,1.15299E-4
225873.0,1.14937E-4
227016.0,1.21098E-4
228209.0,1.36098E-4
229004.0,1.54873E-4
229501.0,1.75149E-4
229899.0,2.022E-4
230185.0,2.34283E-4
230409.0,2.74746E-4
230558.0,3.15882E-4
230707.0,3.77835E-4
230819.0,4.48321E-4
230923.0,5.46327E-4
230998.0,6.49381E-4
231072.0,7.99025E-4
231132.0,9.73665E-4
231182.0,0.00118006
231225.0,0.00143246
231266.0,0.0017655
231301.0,0.00216385
231333.0,0.00268258
231359.0,0.0032626
231385.0,0.00403316
231407.0,0.00498304
231428.0,0.00621109
231445.0,0.00762298
231463.0,0.00956631
231478.0,0.0118609
231491.0,0.0147118
231505.0,0.0186861
231518.0,0.0234505
231532.0,0.0305822
231548.0,0.0412663
231570.0,0.0566511
231579.0,0.0614207
231589.0,0.0631458
231600.0,0.0610199
231613.0,0.0543811
231643.0,0.0333098
231656.0,0.0258018
231670.0,0.0199526
231684.0,0.0156409
231699.0,0.0123182
231714.0,0.00990946
231731.0,0.00787674
231748.0,0.00640575
231768.0,0.00519621
231790.0,0.00419647
231814.0,0.00344117
231841.0,0.00279903
231874.0,0.00225039
231909.0,0.00184105
231952.0,0.00148865
232000.0,0.00121636
232057.0,9.94484E-4
232116.0,8.36551E-4
232191.0,7.03097E-4
232265.0,6.13601E-4
232355.0,5.42008E-4
232459.0,4.88317E-4
232608.0,4.46008E-4
232758.0,4.28496E-4
232832.0,4.262E-4
233056.0,4.39441E-4
233280.0,4.80496E-4
233478.0,5.44466E-4
233628.0,6.18085E-4
233777.0,7.24475E-4
233913.0,8.7794E-4
233988.0,0.00101005
234040.0,0.00114708
234084.0,0.00131751
234113.0,0.00149991
234139.0,0.00175452
234158.0,0.00205975
234170.0,0.00238419
234180.0,0.00277977
234188.0,0.00325888
234194.0,0.00375746
234198.0,0.0044287
234202.0,0.00516059
234205.0,0.00617497
234208.0,0.00744713
234210.0,0.00892669
234212.0,0.0109398
234215.0,0.0136688
234217.0,0.0173447
234219.0,0.0222376
234221.0,0.0286656
234224.0,0.0381531
234226.0,0.0505057
234229.0,0.0665543
234232.0,0.0912557
234236.0,0.127996
234242.0,0.196726
234249.0,0.288864
234254.0,0.328618
234258.0,0.345534
234259.0,0.345763
234263.0,0.333193
234268.0,0.297659
234275.0,0.212224
234281.0,0.133092
234285.0,0.0944387
234288.0,0.0696524
234291.0,0.0515021
234294.0,0.0389531
234296.0,0.0293192
234299.0,0.0224481
234301.0,0.0173162
234304.0,0.0135408
234306.0,0.0107969
234309.0,0.00863775
234311.0,0.00714223
234315.0,0.0059332
234318.0,0.00513359
234322.0,0.00443957
234326.0,0.0039858
234333.0,0.00353895
234344.0,0.00309581
234359.0,0.00275891
234371.0,0.00263161
234397.0,0.00252595
234400.0,0.00252458
234434.0,0.00259457
234476.0,0.002827
234517.0,0.00319926
234564.0,0.00382887
234605.0,0.0045933
234645.0,0.00562645
234678.0,0.0068122
234711.0,0.00845932
234740.0,0.0105185
234766.0,0.0131599
234788.0,0.016214
234809.0,0.0201868
234827.0,0.0251149
234844.0,0.031491
234859.0,0.0391784
234872.0,0.0493996
234884.0,0.0606906
234895.0,0.0756913
234906.0,0.0963462
234915.0,0.120914
234925.0,0.15611
234937.0,0.210651
234961.0,0.337583
234972.0,0.372746
234977.0,0.377251
234986.0,0.365355
234996.0,0.325228
235021.0,0.192292
235031.0,0.148579
235040.0,0.117896
235050.0,0.0941137
235061.0,0.0741204
235072.0,0.0593279
235085.0,0.0471398
235098.0,0.0378552
235113.0,0.0307018
235130.0,0.0245318
235148.0,0.0198628
235170.0,0.0158423
235192.0,0.012917
235218.0,0.0104711
235247.0,0.00849626
235280.0,0.00690143
235313.0,0.0057571
235358.0,0.0046743
235409.0,0.00383072
235461.0,0.00326765
235520.0,0.00280894
235593.0,0.00243666
235667.0,0.00220855
235756.0,0.00206186
235859.0,0.00200615
235980.0,0.00206795
236080.0,0.00220201
236227.0,0.00254001
236386.0,0.00309571
236740.0,0.00478506
236858.0,0.00513022
236916.0,0.00517655
237011.0,0.00505196
237161.0,0.00444762
237465.0,0.00286211
237612.0,0.00226721
237760.0,0.00181422
237907.0,0.00147454
238084.0,0.00117727
238261.0,9.63309E-4
238467.0,7.84132E-4
238673.0,6.55248E-4
238909.0,5.48829E-4
239204.0,4.55529E-4
239557.0,3.80145E-4
239970.0,3.23039E-4
240442.0,2.82699E-4
240913.0,2.60263E-4
241385.0,2.52832E-4
241738.0,2.60157E-4
241974.0,2.74783E-4
242151.0,2.93164E-4
242328.0,3.26578E-4
242475.0,3.75131E-4
242578.0,4.30543E-4
242667.0,5.03624E-4
242740.0,5.95996E-4
242807.0,7.19946E-4
242858.0,8.63949E-4
242902.0,0.0010429
242939.0,0.0012547
242972.0,0.00152287
243000.0,0.00183056
243028.0,0.0022581
243049.0,0.00274166
243071.0,0.00340629
243089.0,0.00417862
243105.0,0.00512003
243119.0,0.00628461
243133.0,0.00780308
243144.0,0.00954567
243153.0,0.0115805
243162.0,0.0142776
243170.0,0.0173449
243177.0,0.0211869
243183.0,0.0262849
243189.0,0.0323766
243194.0,0.0395463
243198.0,0.0489354
243203.0,0.0611938
243207.0,0.0769762
243212.0,0.0976528
243217.0,0.128337
243223.0,0.177771
243238.0,0.315589
243245.0,0.359941
243250.0,0.372266
243255.0,0.36192
243261.0,0.324465
243279.0,0.162764
243285.0,0.120236
243289.0,0.0918301
243294.0,0.0713182
243299.0,0.0553946
243304.0,0.0438427
243309.0,0.0350982
243314.0,0.0287365
243320.0,0.0236337
243327.0,0.0192884
243334.0,0.0156339
243343.0,0.0126872
243353.0,0.0102297
243365.0,0.00816298
243378.0,0.00661689
243391.0,0.00542573
243407.0,0.00437569
243426.0,0.00352572
243448.0,0.0028236
243471.0,0.00229327
243499.0,0.0018572
243526.0,0.00154635
243559.0,0.00127838
243598.0,0.00105799
243642.0,8.79767E-4
243699.0,7.27466E-4
243758.0,6.18995E-4
243837.0,5.24825E-4
243915.0,4.63343E-4
244009.0,4.14954E-4
244104.0,3.83634E-4
244254.0,3.5439E-4
244474.0,3.37911E-4
244543.0,3.36831E-4
244806.0,3.45871E-4
245108.0,3.79084E-4
245286.0,4.16927E-4
245392.0,4.51675E-4
245450.0,4.86228E-4
245488.0,5.31445E-4
245505.0,5.69183E-4
245521.0,6.35488E-4
245530.0,6.98503E-4
245535.0,7.72881E-4
245538.0,8.50428E-4
245541.0,9.7804E-4
245544.0,0.00115054
245546.0,0.00135737
245548.0,0.00164058
245550.0,0.00205616
245552.0,0.00254661
245554.0,0.00320055
245556.0,0.00406444
245557.0,0.00519193
245559.0,0.00664678
245561.0,0.00885455
245563.0,0.0117298
245565.0,0.0154079
245568.0,0.020513
245570.0,0.0277366
245573.0,0.0378363
245576.0,0.0523506
245581.0,0.0780522
245590.0,0.130057
245595.0,0.151338
245599.0,0.159715
245600.0,0.159881
245605.0,0.153974
245610.0,0.13401
245623.0,0.0598702
245626.0,0.041522
245629.0,0.0302162
245632.0,0.0221305
245635.0,0.0164787
245637.0,0.0124789
245639.0,0.00935999
245641.0,0.00721114
245643.0,0.00554569
245645.0,0.00427363
245646.0,0.00331711
245648.0,0.00261425
245650.0,0.00209504
245652.0,0.00167527
245654.0,0.00141019
245657.0,0.00117989
245659.0,0.00100313
245662.0,8.93799E-4
245665.0,8.24394E-4
245669.0,7.66455E-4
245676.0,7.03571E-4
245691.0,6.44555E-4
245706.0,6.15988E-4
245748.0,5.8919E-4
245830.0,5.99933E-4
245973.0,6.72383E-4
246127.0,7.91316E-4
246281.0,9.65163E-4
246420.0,0.00119341
246528.0,0.00144665
246636.0,0.00180517
246728.0,0.00224444
246805.0,0.00275593
246882.0,0.00347207
246944.0,0.0042674
247005.0,0.00535918
247059.0,0.00666721
247110.0,0.00834521
247166.0,0.0108212
247219.0,0.0139036
247328.0,0.0214773
247370.0,0.0232261
247393.0,0.0235167
247423.0,0.0230443
247464.0,0.0210881
247585.0,0.0127697
247640.0,0.00984977
247692.0,0.00780875
247743.0,0.00628674
247801.0,0.00502768
247862.0,0.00405488
247924.0,0.00334409
248001.0,0.00270302
248078.0,0.00224586
248170.0,0.00185602
248278.0,0.00154335
248386.0,0.00132996
248509.0,0.00116643
248663.0,0.00104195
248848.0,9.76487E-4
248909.0,9.70906E-4
249002.0,9.91487E-4
249033.0,0.00103154
249041.0,0.00109048
249045.0,0.00119333
249048.0,0.00132977
249051.0,0.00149344
249054.0,0.0017847
249056.0,0.00215567
249058.0,0.00267965
249061.0,0.00340358
249063.0,0.00438002
249065.0,0.00566441
249068.0,0.00731273
249070.0,0.00975698
249074.0,0.0132969
249078.0,0.0188241
249085.0,0.0321173
249091.0,0.0417463
249096.0,0.0465465
249100.0,0.047666
249104.0,0.0457684
249109.0,0.0400217
249122.0,0.0188116
249126.0,0.0132729
249129.0,0.00973227
249132.0,0.00719026
249135.0,0.00541254
249137.0,0.00418971
249139.0,0.00326645
249142.0,0.00258644
249144.0,0.00209759
249147.0,0.00172293
249149.0,0.00147627
249152.0,0.00129391
249156.0,0.00118973
249160.0,0.0011185
249168.0,0.00107048
249185.0,0.00105331
249290.0,0.00109534
249446.0,0.00124726
249566.0,0.00143368
249686.0,0.00171026
249792.0,0.00206572
249882.0,0.00250232
249957.0,0.00300889
250032.0,0.00371316
250100.0,0.0046029
250160.0,0.00570033
250218.0,0.00715171
250273.0,0.00909531
250325.0,0.0115375
250378.0,0.0147706
250482.0,0.0223542
250529.0,0.024424
250548.0,0.0246512
250580.0,0.0241256
250629.0,0.0215732
250739.0,0.0138429
250796.0,0.0107846
250849.0,0.00875982
250902.0,0.00731777
250954.0,0.00631581
251014.0,0.00557705
251077.0,0.00517195
251125.0,0.00508264
251178.0,0.0052118
251231.0,0.00562063
251276.0,0.00624925
251321.0,0.00723477
251363.0,0.00857909
251402.0,0.0104148
251442.0,0.0129762
251485.0,0.0167707
251558.0,0.0242971
251580.0,0.0257969
251604.0,0.0264148
251634.0,0.0254483
251675.0,0.0217972
251740.0,0.0148771
251779.0,0.0115842
251818.0,0.00911364
251860.0,0.00716366
251904.0,0.00570328
251950.0,0.0046263
251998.0,0.00377703
252059.0,0.00302972
252119.0,0.00249629
252194.0,0.00202044
252269.0,0.00168074
252361.0,0.00138176
252463.0,0.00114751
252570.0,9.68298E-4
252721.0,7.91137E-4
252901.0,6.46773E-4
253112.0,5.33782E-4
253322.0,4.56031E-4
253623.0,3.81414E-4
253969.0,3.2691E-4
254346.0,2.89658E-4
254797.0,2.65387E-4
255241.0,2.57879E-4
255645.0,2.65307E-4
256048.0,2.91238E-4
256317.0,3.249E-4
256519.0,3.64337E-4
256707.0,4.1867E-4
256868.0,4.86223E-4
257030.0,5.84822E-4
257171.0,7.12408E-4
257282.0,8.56264E-4
257383.0,0.00103989
257467.0,0.0012531
257546.0,0.00152913
257621.0,0.0019007
257690.0,0.00237516
257749.0,0.00296221
257803.0,0.00370476
257850.0,0.00460894
257895.0,0.0058238
257935.0,0.00729199
257973.0,0.00922722
258006.0,0.0115655
258040.0,0.0146905
258079.0,0.0194722
258151.0,0.0305229
258178.0,0.0332512
258198.0,0.0338867
258221.0,0.0329265
258256.0,0.0287425
258324.0,0.018388
258359.0,0.0142166
258393.0,0.011209
258427.0,0.00896031
258464.0,0.00709698
258504.0,0.00568012
258549.0,0.00450451
258596.0,0.0036268
258651.0,0.00289422
258712.0,0.00231663
258773.0,0.00189434
258849.0,0.00152012
258933.0,0.00122678
259017.0,0.00101528
259117.0,8.32199E-4
259228.0,6.87816E-4
259370.0,5.58571E-4
259531.0,4.57271E-4
259692.0,3.8647E-4
259914.0,3.19313E-4
260150.0,2.7187E-4
260418.0,2.34589E-4
260675.0,2.12034E-4
260729.0,2.10317E-4
260788.0,2.15181E-4
260818.0,2.2851E-4
260829.0,2.43645E-4
260834.0,2.63183E-4
260838.0,2.90334E-4
260841.0,3.26079E-4
260843.0,3.72837E-4
260845.0,4.43156E-4
260848.0,5.4439E-4
260849.0,6.7152E-4
260851.0,8.46595E-4
260853.0,0.00108465
260855.0,0.0014039
260857.0,0.00182589
260859.0,0.00237527
260862.0,0.00315895
260864.0,0.00427314
260866.0,0.00557302
260869.0,0.00767166
260872.0,0.0103177
260875.0,0.0143814
260880.0,0.0212959
260889.0,0.0366069
260894.0,0.0424533
260899.0,0.0451637
260900.0,0.0452767
260904.0,0.0435731
260909.0,0.0388461
260916.0,0.0278456
260923.0,0.017062
260926.0,0.0120915
260930.0,0.00874399
260932.0,0.0064329
260935.0,0.00474625
260937.0,0.00354061
260939.0,0.00268758
260941.0,0.00202845
260943.0,0.0015717
260945.0,0.00122043
260947.0,9.53968E-4
260949.0,7.54566E-4
260951.0,6.07006E-4
260953.0,4.8911E-4
260955.0,4.06853E-4
260958.0,3.40919E-4
260960.0,2.99182E-4
260964.0,2.6599E-4
260969.0,2.40973E-4
260972.0,2.32087E-4
260985.0,2.15199E-4
261012.0,2.0124E-4
261065.0,1.89493E-4
261172.0,1.79541E-4
261613.0,1.60631E-4
262275.0,1.46968E-4
262716.0,1.44067E-4
263267.0,1.48902E-4
263598.0,1.59795E-4
263862.0,1.77623E-4
264061.0,2.01634E-4
264226.0,2.35162E-4
264359.0,2.78526E-4
264458.0,3.27958E-4
264539.0,3.87115E-4
264615.0,4.66579E-4
264673.0,5.52515E-4
264728.0,6.66123E-4
264780.0,8.18599E-4
264824.0,9.96071E-4
264864.0,0.00122719
264903.0,0.00153574
264935.0,0.00189657
264966.0,0.00237253
264996.0,0.00300502
265024.0,0.00379759
265052.0,0.00492145
265086.0,0.00666675
265126.0,0.00896476
265147.0,0.00979651
265164.0,0.0100179
265187.0,0.009611
265216.0,0.00824014
265266.0,0.00543874
265293.0,0.00423873
265320.0,0.00333574
265348.0,0.00265704
265376.0,0.00214389
265409.0,0.00170703
265446.0,0.00135775
265485.0,0.00109989
265525.0,9.03504E-4
265575.0,7.31994E-4
265631.0,5.95104E-4
265685.0,5.02987E-4
265748.0,4.22808E-4
265831.0,3.49318E-4
265930.0,2.89987E-4
266046.0,2.43665E-4
266178.0,2.08546E-4
266343.0,1.79891E-4
266575.0,1.55246E-4
266793.0,1.41178E-4
267071.0,1.31738E-4
267126.0,1.31094E-4
267230.0,1.33905E-4
267278.0,1.3957E-4
267322.0,1.52318E-4
267343.0,1.6578E-4
267361.0,1.85956E-4
267372.0,2.06099E-4
267381.0,2.32783E-4
267387.0,2.63023E-4
267391.0,3.01318E-4
267393.0,3.38099E-4
267396.0,3.92824E-4
267398.0,4.59471E-4
267400.0,5.54368E-4
267402.0,6.8951E-4
267404.0,8.59148E-4
267405.0,0.00109029
267407.0,0.00139323
267409.0,0.00179632
267411.0,0.00232757
267413.0,0.00302
267414.0,0.00391357
267416.0,0.00523827
267418.0,0.00695885
267420.0,0.00915581
267423.0,0.0121482
267425.0,0.0163825
267428.0,0.0224231
267431.0,0.0308584
267435.0,0.044155
267441.0,0.0679709
267449.0,0.102659
267454.0,0.11728
267458.0,0.122223
267458.0,0.122224
267463.0,0.11782
267467.0,0.106273
267474.0,0.0777467
267481.0,0.0473247
267485.0,0.033258
267488.0,0.0239119
267491.0,0.017565
267494.0,0.0130847
267496.0,0.00996517
267498.0,0.00756106
267500.0,0.00560878
267502.0,0.00426825
267504.0,0.00323104
267506.0,0.00244027
267508.0,0.00190975
267509.0,0.00150028
267511.0,0.00118624
267513.0,9.47719E-4
267514.0,7.61691E-4
267516.0,6.21833E-4
267518.0,5.06617E-4
267520.0,4.25534E-4
267523.0,3.56869E-4
267525.0,3.11798E-4
267528.0,2.76535E-4
267533.0,2.41708E-4
267541.0,2.11293E-4
267554.0,1.85147E-4
267570.0,1.64554E-4
267594.0,1.47189E-4
267627.0,1.35057E-4
267675.0,1.25668E-4
267789.0,1.16945E-4
268095.0,1.0913E-4
268935.0,1.01794E-4
270230.0,9.69946E-5
271646.0,9.53487E-5
273253.0,9.75492E-5
273578.0,1.01852E-4
273712.0,1.08361E-4
273786.0,1.17694E-4
273831.0,1.29569E-4
273860.0,1.4355E-4
273884.0,1.63219E-4
273904.0,1.89624E-4
273917.0,2.18992E-4
273928.0,2.54619E-4
273936.0,2.97808E-4
273943.0,3.49217E-4
273947.0,4.09164E-4
273951.0,4.82362E-4
273954.0,5.78036E-4
273956.0,6.91885E-4
273958.0,8.56475E-4
273960.0,0.00106044
273962.0,0.00134791
273964.0,0.00172852
273966.0,0.00224615
273968.0,0.0029425
273970.0,0.003871
273972.0,0.00509361
273974.0,0.00660211
273976.0,0.00879902
273978.0,0.011632
273980.0,0.0158034
273983.0,0.0211456
273985.0,0.0287678
273988.0,0.0399306
273992.0,0.0560569
273997.0,0.0831
274007.0,0.145416
274012.0,0.165824
274017.0,0.173786
274017.0,0.173841
274022.0,0.166924
274027.0,0.14781
274035.0,0.102532
274041.0,0.0639191
274045.0,0.0443735
274048.0,0.032371
274051.0,0.0242133
274053.0,0.0180013
274056.0,0.013773
274058.0,0.0104178
274060.0,0.00780293
274062.0,0.00594621
274064.0,0.00451217
274066.0,0.00344819
274068.0,0.00263947
274070.0,0.00203189
274071.0,0.00157922
274073.0,0.00124493
274075.0,9.99241E-4
274077.0,8.19456E-4
274079.0,6.67304E-4
274082.0,5.5266E-4
274085.0,4.65809E-4
274088.0,3.96538E-4
274092.0,3.51509E-4
274098.0,3.04334E-4
274105.0,2.62327E-4
274117.0,2.21856E-4
274130.0,1.9208E-4
274147.0,1.68041E-4
274168.0,1.49012E-4
274201.0,1.31497E-4
274248.0,1.18868E-4
274305.0,1.11224E-4
274419.0,1.0474E-4
274684.0,1.00873E-4
274911.0,1.00313E-4
276274.0,1.05065E-4
277637.0,1.16716E-4
278546.0,1.31196E-4
279303.0,1.51549E-4
279848.0,1.75489E-4
280333.0,2.08824E-4
280696.0,2.46977E-4
280999.0,2.93758E-4
281241.0,3.46243E-4
281484.0,4.21417E-4
281696.0,5.16714E-4
281877.0,6.33356E-4
282029.0,7.70234E-4
282180.0,9.63747E-4
282302.0,0.00118189
282408.0,0.00144362
282514.0,0.00180524
282604.0,0.00223393
282695.0,0.00282631
282771.0,0.00350034
282847.0,0.00440311
282930.0,0.00574131
283024.0,0.00773182
283147.0,0.0105301
283192.0,0.0112013
283238.0,0.0114483
283277.0,0.0112766
283353.0,0.0101325
283489.0,0.00737944
283535.0,0.0067602
283581.0,0.00650338
283608.0,0.00662751
283634.0,0.00712691
283654.0,0.00795062
283671.0,0.00918467
283682.0,0.0105865
283693.0,0.0125838
283701.0,0.0147241
283707.0,0.0174462
283713.0,0.0208313
283718.0,0.024847
283722.0,0.0305536
283727.0,0.0378268
283731.0,0.0479922
283735.0,0.0611825
283739.0,0.0800319
283743.0,0.104917
283748.0,0.142351
283755.0,0.201794
283766.0,0.321716
283772.0,0.363046
283778.0,0.379882
283778.0,0.379942
283783.0,0.369619
283789.0,0.33209
283798.0,0.239885
283806.0,0.15677
283811.0,0.116463
283816.0,0.0873128
283820.0,0.0682904
283823.0,0.054705
283827.0,0.0442504
283831.0,0.0351211
283835.0,0.0279673
283840.0,0.0229008
283845.0,0.0188351
283851.0,0.0154979
283858.0,0.0127371
283867.0,0.0105181
283876.0,0.00875467
283888.0,0.00731496
283901.0,0.00610645
283917.0,0.0051052
283935.0,0.00435027
283959.0,0.00363726
283987.0,0.00307618
284026.0,0.00256984
284071.0,0.00217577
284131.0,0.00183414
284206.0,0.00157113
284268.0,0.00143855
284331.0,0.00136747
284363.0,0.00135885
284427.0,0.00141104
284475.0,0.00154335
284512.0,0.00174529
284544.0,0.00204135
284565.0,0.0023466
284587.0,0.00281718
284604.0,0.00335785
284618.0,0.00399935
284632.0,0.00486556
284644.0,0.00602203
284655.0,0.00740837
284663.0,0.00907543
284670.0,0.0110003
284677.0,0.0135531
284683.0,0.0166002
284689.0,0.0209129
284695.0,0.0265887
284700.0,0.0335828
284705.0,0.0439531
284711.0,0.0578284
284718.0,0.0799513
284733.0,0.134446
284740.0,0.150811
284746.0,0.155297
284752.0,0.149516
284760.0,0.131141
284777.0,0.0691494
284783.0,0.051781
284789.0,0.0394652
284794.0,0.0312591
284799.0,0.0251252
284804.0,0.0198332
284810.0,0.015854
284816.0,0.0129799
284822.0,0.0106908
284830.0,0.00875476
284838.0,0.0071369
284848.0,0.00590045
284859.0,0.00482144
284872.0,0.00394384
284886.0,0.00321958
284902.0,0.00267887
284922.0,0.00219178
284945.0,0.00180606
284971.0,0.00149302
284998.0,0.00127144
285037.0,0.00104648
285079.0,8.81455E-4
285129.0,7.49576E-4
285193.0,6.34711E-4
285274.0,5.3717E-4
285381.0,4.53518E-4
285505.0,3.88721E-4
285682.0,3.27413E-4
285909.0,2.76372E-4
286164.0,2.37939E-4
286504.0,2.03588E-4
286958.0,1.74064E-4
287475.0,1.53012E-4
288164.0,1.35248E-4
289198.0,1.22345E-4
289241.0,1.22273E-4
289456.0,1.23932E-4
289575.0,1.29089E-4
289639.0,1.35177E-4
289687.0,1.44247E-4
289732.0,1.62012E-4
289755.0,1.77998E-4
289777.0,2.04639E-4
289794.0,2.38784E-4
289807.0,2.79783E-4
289816.0,3.21426E-4
289822.0,3.68269E-4
289826.0,4.15418E-4
289830.0,4.83127E-4
289834.0,5.73095E-4
289836.0,6.83536E-4
289839.0,8.24896E-4
289841.0,0.00102839
289843.0,0.00127323
289845.0,0.0016074
289847.0,0.00206124
289849.0,0.00262659
289851.0,0.00342871
289853.0,0.00448946
289855.0,0.00587515
289857.0,0.00766448
289859.0,0.0102006
289861.0,0.0134539
289864.0,0.0179737
289866.0,0.0243794
289869.0,0.0337816
289872.0,0.0461036
289877.0,0.0657663
289884.0,0.107242
289891.0,0.146427
289896.0,0.166183
289901.0,0.173544
289901.0,0.173553
289905.0,0.167874
289910.0,0.14898
289918.0,0.106817
289925.0,0.0654016
289929.0,0.0455273
289932.0,0.0330877
289935.0,0.0240136
289938.0,0.0176875
289940.0,0.0133388
289943.0,0.00993848
289945.0,0.00766167
289947.0,0.00582107
289949.0,0.00438795
289951.0,0.00341223
289952.0,0.00266062
289954.0,0.00208699
289956.0,0.00165272
289958.0,0.0012916
289960.0,0.00105611
289962.0,8.53969E-4
289964.0,7.108E-4
289967.0,6.08686E-4
289970.0,5.1514E-4
289973.0,4.40041E-4
289978.0,3.83124E-4
289983.0,3.34416E-4
289993.0,2.84905E-4
290005.0,2.42758E-4
290020.0,2.09357E-4
290042.0,1.80848E-4
290070.0,1.596E-4
290107.0,1.43983E-4
290162.0,1.31604E-4
290275.0,1.21454E-4
290492.0,1.14572E-4
291228.0,1.09244E-4
292209.0,1.07967E-4
293312.0,1.11297E-4
293926.0,1.17734E-4
294298.0,1.27819E-4
294496.0,1.38669E-4
294674.0,1.566E-4
294773.0,1.73624E-4
294868.0,1.99431E-4
294947.0,2.34183E-4
295010.0,2.78356E-4
295058.0,3.28565E-4
295099.0,3.9317E-4
295134.0,4.71383E-4
295163.0,5.66941E-4
295189.0,6.84438E-4
295213.0,8.4255E-4
295234.0,0.00103147
295251.0,0.00125798
295267.0,0.00155895
295281.0,0.00191974
295293.0,0.00235136
295303.0,0.00286969
295313.0,0.00355309
295321.0,0.0043124
295328.0,0.00528774
295334.0,0.00642467
295339.0,0.0078541
295344.0,0.00971994
295349.0,0.0120838
295353.0,0.015152
295356.0,0.0185906
295360.0,0.0230838
295364.0,0.0299498
295368.0,0.0385016
295372.0,0.0510826
295377.0,0.0708438
295385.0,0.107202
295394.0,0.149576
295401.0,0.169473
295406.0,0.175322
295412.0,0.168712
295418.0,0.147839
295434.0,0.0748779
295439.0,0.0539528
295444.0,0.0404846
295447.0,0.0315966
295451.0,0.0250287
295454.0,0.0199658
295459.0,0.0155651
295462.0,0.0127774
295467.0,0.0102155
295471.0,0.00830553
295476.0,0.00684331
295482.0,0.00558704
295489.0,0.00459923
295497.0,0.00370636
295506.0,0.00302804
295517.0,0.0024476
295529.0,0.00196991
295542.0,0.0016041
295558.0,0.00129804
295576.0,0.0010549
295597.0,8.55659E-4
295620.0,7.02439E-4
295647.0,5.72554E-4
295675.0,4.81533E-4
295711.0,3.99195E-4
295746.0,3.41577E-4
295794.0,2.88317E-4
295849.0,2.4673E-4
295914.0,2.14272E-4
296004.0,1.86264E-4
296103.0,1.66989E-4
296256.0,1.49803E-4
296437.0,1.39418E-4
296710.0,1.31189E-4
297254.0,1.27058E-4
298162.0,1.31309E-4
299341.0,1.47085E-4
300249.0,1.69023E-4
300975.0,1.97697E-4
301519.0,2.31051E-4
301973.0,2.72286E-4
