94-Pu-240(n,elastic) ENDF/B-VII.1
493.464,9.66426
493.603,12.5128
493.82,17.3284
493.948,18.9329
494.008,19.1441
494.115,18.6546
494.28,16.3392
494.494,12.8043
494.642,11.0532
494.809,9.89655
494.995,9.24512
495.422,8.60326
497.315,7.04662
497.864,6.23126
498.19,5.58551
498.255,5.54233
498.347,5.69044
498.415,6.08987
498.484,6.89632
498.541,8.01341
498.598,9.66667
498.655,11.9833
498.712,15.0775
498.781,19.9273
498.863,27.3369
498.988,41.4346
499.156,60.6714
499.263,68.86
499.363,71.4415
499.449,69.4237
499.561,61.8406
499.845,34.4559
499.946,26.8911
500.044,21.5685
500.142,17.9699
500.24,15.6621
500.371,13.8629
500.501,12.8613
500.762,11.8121
501.311,10.7791
502.225,9.98557
504.237,9.23007
509.368,8.18343
511.378,7.45275
512.291,6.73386
512.839,5.90722
513.165,5.27981
513.23,5.26604
513.328,5.53161
513.4,6.12249
513.459,7.00994
513.517,8.41008
513.566,10.0833
513.625,12.8431
513.682,16.4518
513.747,21.8347
513.824,29.9507
513.922,42.8219
514.138,74.0886
514.25,85.231
514.352,88.8671
514.449,85.9945
514.561,76.1942
514.845,41.3719
514.946,31.7026
515.024,26.0401
515.102,21.844
515.2,18.2666
515.304,15.9034
515.435,14.2135
515.631,12.9199
515.944,11.8964
516.492,10.9771
517.587,10.1221
519.189,9.55553
525.218,8.52988
525.643,8.42098
526.098,8.90913
526.439,9.19322
527.455,8.74675
530.303,8.21229
530.804,8.55396
531.134,8.76897
532.675,8.36461
539.163,7.59362
541.775,6.99317
543.35,6.26423
544.104,5.62349
544.674,4.82121
545.126,3.89019
545.227,3.80035
545.294,3.88284
545.361,4.1806
545.411,4.62405
545.462,5.33849
545.512,6.41689
545.562,7.96913
545.612,10.1191
545.663,12.9987
545.713,16.7388
545.772,22.3444
545.839,30.5449
545.922,43.385
546.045,66.9344
546.232,104.104
546.343,119.029
546.444,124.098
546.454,124.105
546.551,119.601
546.672,104.382
546.949,56.0842
547.052,41.8459
547.135,33.1098
547.219,26.5938
547.293,22.4856
547.376,19.1904
547.479,16.5791
547.598,14.7504
547.758,13.3447
548.076,11.8575
548.629,10.5188
549.566,9.29039
551.148,7.7084
551.696,6.86857
552.084,6.14907
552.113,6.13826
552.201,6.24781
552.289,6.71288
552.362,7.5519
552.421,8.65125
552.477,10.1729
552.546,12.8179
552.616,16.4497
552.696,21.9748
552.799,31.0491
553.047,55.66
553.163,63.337
553.265,65.6389
553.358,63.7746
553.486,56.0921
553.767,32.5632
553.875,25.513
553.977,20.6625
554.063,17.7732
554.162,15.5415
554.285,13.8424
554.47,12.5121
554.779,11.4826
555.445,10.453
556.857,9.49216
562.441,7.54966
563.622,6.77492
564.273,6.03672
564.709,5.25194
565.015,4.5763
565.122,4.49859
565.202,4.67104
565.256,4.99019
565.309,5.56055
565.363,6.48197
565.416,7.87723
565.466,9.72274
565.518,12.34
565.569,15.8181
565.627,20.865
565.688,27.7947
565.757,37.6304
565.845,53.2415
566.122,111.719
566.233,128.097
566.332,134.292
566.349,134.42
566.438,130.737
566.557,115.858
566.854,61.0333
566.96,45.3447
567.046,35.6793
567.122,29.2687
567.199,24.5882
567.287,20.8626
567.39,18.0683
567.493,16.3422
567.631,14.9477
567.922,13.3962
568.381,12.1471
569.054,11.1699
570.385,10.2209
572.359,9.55224
577.93,8.68263
582.769,8.0322
583.581,7.7748
583.977,8.11685
584.392,8.56547
584.433,8.57036
585.724,7.98681
590.335,7.00514
592.247,6.27012
593.477,5.44879
594.228,4.637
594.74,3.81955
595.207,2.79455
595.377,2.44505
595.454,2.38296
595.514,2.43519
595.565,2.59689
595.616,2.92185
595.662,3.40577
595.707,4.14187
595.747,5.05794
595.787,6.29823
595.827,7.94197
595.872,10.4313
595.919,13.8357
595.969,18.5778
596.02,24.9059
596.077,33.9557
596.14,46.6982
596.209,64.5444
596.29,90.2543
596.418,139.539
596.609,216.079
596.723,247.972
596.829,259.987
596.836,260.101
596.939,251.926
597.039,228.605
597.223,163.586
597.376,109.458
597.476,81.1434
597.565,61.5574
597.645,48.563
597.722,39.3629
597.807,32.1469
597.893,27.2431
597.978,23.9199
598.092,21.0309
598.265,18.4284
598.507,16.3515
598.894,14.4139
599.349,13.0423
600.032,11.7887
601.17,10.5863
603.63,9.12641
605.438,8.03448
606.199,7.23869
606.919,6.00561
606.935,6.00001
607.054,6.18936
607.143,6.77242
607.204,7.5459
607.265,8.74591
607.326,10.4947
607.387,12.9171
607.458,16.7429
607.53,21.7579
607.621,29.963
607.775,47.086
607.951,66.2672
608.067,74.5158
608.165,76.8058
608.279,73.7915
608.399,65.2906
608.684,38.0395
608.793,29.7508
608.894,23.9465
608.996,19.8851
609.112,16.9143
609.214,15.282
609.349,13.966
609.621,12.6581
610.191,11.4653
611.142,10.5641
613.273,9.70623
618.105,8.90229
627.864,7.72454
629.897,7.14294
630.658,6.67923
631.397,5.91683
631.502,6.00988
631.607,6.40405
631.685,7.02359
631.764,8.03748
631.844,9.58051
631.927,11.8047
632.023,15.2312
632.186,22.539
632.37,30.6895
632.497,34.1495
632.584,34.8692
632.685,33.9494
632.815,30.4875
633.134,18.7396
633.261,15.2487
633.385,12.8941
633.509,11.3955
633.669,10.2905
633.89,9.52796
634.485,8.63715
635.944,7.25501
636.436,6.68656
636.568,6.84883
636.674,7.35388
636.754,8.08225
636.853,9.56244
636.955,11.8632
637.076,15.6525
637.369,26.3824
637.502,29.4397
637.602,30.1026
637.712,29.1407
637.865,25.5424
638.137,17.5435
638.272,14.5625
638.384,12.8256
638.527,11.4197
638.686,10.5469
638.898,9.94425
639.533,9.18999
640.848,8.55765
645.791,7.58089
652.196,6.44701
655.652,5.48111
657.726,4.59561
659.166,3.7253
660.319,2.78883
661.183,1.8998
662.22,0.687878
662.421,0.486463
662.565,0.373159
662.666,0.31792
662.753,0.292698
662.796,0.289772
662.853,0.29806
662.911,0.322825
662.976,0.374597
663.037,0.451963
663.098,0.563562
663.156,0.707301
663.213,0.897751
663.271,1.14672
663.329,1.46988
663.386,1.8884
663.449,2.48567
663.507,3.21909
663.568,4.22433
663.625,5.49554
663.677,6.99199
663.729,8.93184
663.781,11.4542
663.833,14.7385
663.884,19.0127
663.936,24.5606
663.988,31.7284
664.04,40.9275
664.092,52.6339
664.152,70.1718
664.213,92.756
664.282,125.924
664.353,169.104
664.432,229.913
664.535,329.464
664.697,519.0
664.893,748.906
665.008,842.344
665.128,881.003
665.139,881.172
665.25,851.456
665.359,773.071
665.564,554.14
665.738,367.466
665.847,273.407
665.943,209.707
666.033,163.515
666.125,128.914
666.218,104.031
666.321,84.4837
666.425,71.0496
666.529,61.5963
666.667,52.8097
666.84,45.364
667.073,38.6279
667.397,32.52
667.721,28.4307
668.168,24.5928
668.729,21.3985
669.478,18.6281
670.63,15.9928
671.782,14.3112
674.087,12.0792
676.021,10.286
676.859,8.98189
677.37,7.86702
677.406,7.85219
677.513,8.04289
677.585,8.48514
677.661,9.38258
677.74,10.9989
677.809,13.167
677.879,16.2073
677.96,21.0426
678.046,27.8338
678.165,39.7093
678.433,69.813
678.563,79.4698
678.673,82.3081
678.776,80.0859
678.894,72.6262
679.233,41.0365
679.359,31.905
679.458,26.6228
679.566,22.5535
679.701,19.3442
679.809,17.7764
680.025,16.04
680.384,14.7022
681.118,13.4156
682.49,12.3111
685.463,11.2676
692.053,10.2702
710.759,8.90258
711.446,8.71057
711.858,8.95834
712.394,9.6017
712.476,9.61943
713.736,9.13214
735.818,7.82084
741.018,7.17466
742.793,6.67622
743.613,7.0246
746.187,5.59394
747.082,4.79171
747.701,3.95014
748.211,2.9725
748.438,2.55222
748.513,2.49569
748.582,2.53857
748.651,2.73221
748.703,3.02795
748.754,3.50751
748.799,4.12095
748.851,5.12705
748.897,6.37998
748.949,8.2591
749.002,10.8686
749.057,14.4347
749.112,19.0637
749.174,25.7638
749.238,34.477
749.313,47.6233
749.406,67.7929
749.527,100.451
749.785,176.761
749.912,203.388
750.035,214.29
750.058,214.455
750.168,207.133
750.31,181.079
750.642,95.0179
750.761,70.0108
750.866,53.3628
750.958,42.5477
751.049,34.6736
751.153,28.4827
751.239,24.9622
751.342,22.0386
751.48,19.5197
751.652,17.5679
751.9,15.8269
752.272,14.2136
752.919,12.5825
753.745,11.4053
754.956,10.394
757.336,8.99241
757.951,8.51783
758.137,8.69239
758.286,9.20119
758.453,10.2917
758.882,14.1695
759.064,14.8511
759.083,14.8599
759.291,14.2701
759.743,11.4919
760.036,10.4708
760.241,10.1179
761.097,9.54396
763.733,8.93945
776.976,7.52093
777.719,7.34128
778.307,7.7037
778.623,7.8848
780.904,7.21024
781.717,7.08549
782.713,7.43317
783.352,7.58309
787.822,6.67302
789.038,6.20922
790.036,5.42856
790.179,5.53972
790.35,6.03363
790.491,6.80489
790.943,10.2716
791.118,10.9687
791.205,11.0388
791.393,10.6601
791.846,8.76539
792.076,8.11728
792.496,7.51063
793.167,7.0777
795.893,6.2533
800.239,5.06991
802.74,4.08326
804.344,3.19512
805.498,2.35852
806.476,1.48763
807.35,0.643425
807.598,0.438688
807.743,0.344882
807.839,0.298527
807.935,0.269923
807.999,0.263407
808.063,0.26932
808.127,0.290224
808.192,0.329278
808.259,0.393912
808.32,0.478647
808.384,0.600328
808.448,0.763775
808.512,0.979955
808.576,1.26357
808.644,1.66127
808.705,2.12041
808.761,2.6691
808.823,3.46022
808.888,4.54946
808.948,5.88559
809.006,7.56453
809.06,9.61788
809.118,12.4364
809.176,16.1111
809.234,20.8856
809.291,27.0551
809.349,34.9678
809.416,46.9369
809.484,62.5261
809.551,82.4767
809.628,111.541
809.716,154.154
809.808,209.528
809.936,305.409
810.237,563.292
810.372,649.844
810.508,690.943
810.544,692.594
810.667,668.889
810.789,606.43
811.016,432.621
811.199,293.033
811.315,221.244
811.42,169.362
811.526,130.099
811.629,102.223
811.732,82.1897
811.834,67.9336
811.956,56.177
812.091,47.3825
812.245,40.5452
812.437,34.7035
812.681,29.6365
813.001,25.0886
813.45,20.8498
813.963,17.5958
814.637,14.627
815.639,11.4441
817.245,6.92676
817.891,4.67283
818.17,3.6809
818.272,3.44744
818.342,3.40432
818.413,3.53264
818.466,3.80004
818.524,4.32895
818.577,5.11965
818.63,6.30063
818.677,7.74862
818.723,9.68457
818.776,12.6394
818.829,16.5699
818.886,22.0784
818.941,28.9678
819.001,38.5923
819.065,51.4932
819.135,69.4843
819.22,96.5165
819.32,135.447
819.489,215.973
819.688,309.672
819.822,353.389
819.945,369.239
819.957,369.374
820.084,355.657
820.219,315.627
820.583,162.259
820.707,120.357
820.812,93.1392
820.913,73.4717
821.013,59.2645
821.114,49.2731
821.215,42.3298
821.316,37.4823
821.449,33.1412
821.67,28.69
821.936,25.4526
822.343,22.3438
822.98,19.4336
824.007,16.8097
825.494,14.7496
827.83,13.0041
830.946,11.7028
837.602,10.1108
842.266,9.0746
843.834,8.34014
844.45,7.84087
844.655,8.03972
844.786,8.55404
844.939,9.76092
845.081,11.5788
845.503,18.7293
845.664,20.2284
845.727,20.4123
845.879,19.896
846.072,17.8021
846.401,13.5645
846.606,11.8016
846.843,10.6891
847.243,9.90696
848.311,9.13632
851.13,7.71805
852.112,6.9102
852.799,5.98922
853.344,4.9553
853.427,4.8779
853.553,5.00846
853.636,5.40594
853.699,5.97288
853.761,6.86551
853.83,8.34655
853.89,10.1957
853.95,12.6855
854.019,16.4716
854.085,21.2255
854.164,28.4306
854.252,38.6863
854.366,55.0682
854.688,108.334
854.826,124.124
854.955,129.858
854.967,129.881
855.089,125.372
855.218,112.432
855.596,58.5009
855.723,44.1613
855.83,34.9505
855.938,28.2403
856.046,23.5856
856.154,20.4552
856.284,18.0424
856.432,16.3838
856.726,14.6159
857.021,13.6338
857.786,12.2186
859.063,11.0902
861.028,10.2386
865.749,9.23118
872.362,8.10116
874.205,7.45651
875.267,6.65897
875.461,6.8984
875.563,7.32916
875.691,8.34961
875.793,9.66221
875.918,11.9411
876.1,16.4134
876.36,23.0859
876.517,25.4959
876.616,25.9551
876.746,25.2471
876.931,22.2619
877.259,15.5408
877.421,13.0978
877.583,11.4754
877.761,10.4144
878.011,9.66168
878.659,8.91121
880.416,8.10716
884.807,6.70761
886.701,5.77618
887.806,4.93117
888.596,4.04461
889.148,3.18564
889.669,2.21214
889.811,2.06102
889.835,2.05719
889.922,2.13638
889.985,2.32928
890.032,2.58527
890.087,3.04989
890.141,3.72303
890.194,4.68808
890.241,5.85995
890.295,7.62394
890.348,9.97344
890.403,13.1713
890.458,17.3064
890.518,22.9744
890.585,31.2116
890.656,42.3412
890.73,56.8933
890.818,78.3254
890.932,112.04
891.273,227.834
891.418,261.255
891.551,272.017
891.664,264.496
891.808,235.824
892.201,117.021
892.327,86.2369
892.438,65.4629
892.534,51.8242
892.631,41.7808
892.72,35.0821
892.818,29.7691
892.937,25.4638
893.095,21.8851
893.253,19.6605
893.533,17.232
893.868,15.4349
894.405,13.6284
895.036,12.2926
895.984,11.0132
897.562,9.67002
900.916,7.4809
901.942,6.45994
902.521,5.70289
902.555,5.69138
902.681,5.78611
902.801,6.21402
902.891,6.88797
902.981,7.99169
903.071,9.6432
903.167,12.139
903.267,15.5683
903.401,21.3702
903.71,36.4033
903.86,41.1955
903.983,42.4885
904.103,41.2846
904.252,36.9335
904.629,21.2145
904.779,16.3854
904.912,13.308
905.046,11.2142
905.206,9.62198
905.408,8.46383
905.732,7.38409
906.925,4.41919
907.172,3.7925
907.296,3.61672
907.337,3.61165
907.419,3.74025
907.481,4.01523
907.542,4.51617
907.597,5.22119
907.652,6.24974
907.707,7.69337
907.762,9.65884
907.817,12.2669
907.878,16.1335
907.944,21.4957
908.009,28.3962
908.081,38.0537
908.162,51.8052
908.264,73.1413
908.401,108.362
908.67,182.014
908.812,209.259
908.944,219.28
908.958,219.373
909.092,210.965
909.229,187.531
909.606,96.5958
909.737,71.2959
909.841,55.6688
909.945,43.9299
910.049,35.5197
910.151,29.6579
910.271,25.0611
910.409,21.7212
910.546,19.5811
910.793,17.2155
911.163,15.1227
911.807,12.9108
913.593,8.67239
913.844,8.10129
913.928,8.03891
914.053,8.2648
914.146,8.8506
914.221,9.74088
914.309,11.4275
914.384,13.5877
914.472,17.1323
914.56,21.9453
914.66,29.1004
914.798,41.5651
915.099,71.8976
915.25,82.135
915.389,85.2608
915.514,82.3911
915.655,73.8664
916.028,42.2607
916.175,32.5535
916.304,26.3227
916.438,21.9462
916.572,19.137
916.706,17.3702
916.94,15.6419
917.275,14.397
918.045,12.9618
919.532,11.6429
922.187,10.4931
929.591,8.76784
935.041,7.40092
937.31,6.47418
938.752,5.57454
939.809,4.59736
940.578,3.58389
941.14,2.6051
941.51,1.90329
941.655,1.71448
941.712,1.68617
941.799,1.73878
941.856,1.87082
941.905,2.06745
941.962,2.44558
942.01,2.91779
942.061,3.61563
942.111,4.57897
942.164,5.95171
942.217,7.7943
942.267,10.0985
942.318,13.0531
942.373,17.1892
942.435,23.1718
942.499,31.0398
942.57,42.3193
942.647,57.8441
942.731,79.3003
942.839,113.385
942.993,173.223
943.246,278.138
943.4,323.374
943.536,339.578
943.549,339.795
943.673,330.006
943.808,298.246
944.054,209.169
944.233,144.677
944.354,109.081
944.457,85.2236
944.558,67.2594
944.659,53.9467
944.759,44.3499
944.877,36.6223
945.009,30.9561
945.154,26.9926
945.346,23.6615
945.634,20.6208
946.057,17.9317
946.547,15.9786
947.422,13.8628
948.576,12.2291
950.498,10.5718
953.979,8.21229
955.142,7.0877
955.896,6.0037
956.535,4.65825
956.72,4.29445
956.821,4.22197
956.921,4.36496
957.008,4.79488
957.079,5.49788
957.139,6.40953
957.202,7.84663
957.266,9.88595
957.33,12.6819
957.397,16.6145
957.464,21.7611
957.541,29.3615
957.621,39.4432
957.721,55.2698
957.853,81.507
958.16,149.516
958.313,173.562
958.441,181.906
958.467,182.11
958.605,174.923
958.768,151.444
959.131,81.1156
959.265,60.554
959.374,47.6415
959.486,37.8007
959.598,30.8977
959.71,26.1715
959.838,22.6175
959.991,19.9687
960.163,18.1428
960.508,16.0526
961.109,14.0989
961.875,12.6774
963.332,11.1033
967.238,8.13696
968.351,6.82016
968.977,5.70012
969.603,4.27692
969.686,4.21018
969.77,4.28803
969.853,4.60938
969.923,5.16618
969.975,5.82763
970.036,6.95075
970.097,8.55997
970.152,10.5678
970.215,13.5829
970.278,17.5642
970.347,23.3339
970.42,31.1558
970.506,42.8921
970.599,59.0211
970.724,85.8627
971.066,170.326
971.211,195.501
971.345,205.247
971.373,205.416
971.495,198.658
971.634,178.244
972.041,91.1457
972.169,69.0354
972.283,53.8872
972.398,42.7204
972.504,35.3141
972.608,30.1816
972.747,25.6661
972.886,22.8422
973.091,20.3304
973.422,18.0725
973.951,16.0583
974.695,14.437
975.757,13.0672
978.07,10.8774
978.279,10.843
978.53,11.3485
978.771,12.6549
979.22,15.8729
979.426,16.4198
979.64,16.0165
980.247,13.1791
980.456,12.5907
981.126,11.7758
982.466,11.1572
988.196,9.86922
994.08,8.54633
996.61,7.4927
997.875,6.58167
998.783,5.55121
999.351,4.607
999.959,3.31595
1000.11,3.16893
1000.18,3.22522
1000.26,3.47526
1000.32,3.85752
1000.38,4.47793
1000.44,5.41949
1000.5,6.78453
1000.56,8.47745
1000.62,11.0044
1000.68,14.3667
1000.74,18.7376
1000.8,24.5031
1000.87,32.4077
1000.95,43.5422
1001.04,60.2302
1001.15,86.3324
1001.32,133.675
1001.57,204.486
1001.72,234.807
1001.85,244.36
1001.87,244.364
1002.01,234.778
1002.16,206.819
1002.55,107.751
1002.68,81.457
1002.79,64.024
1002.9,50.8657
1003.01,41.3363
1003.12,34.6368
1003.23,29.9992
1003.35,26.4952
1003.51,23.4876
1003.71,21.1641
1004.04,18.917
1004.52,16.9156
1005.17,15.3229
1006.34,13.7278
1008.29,12.4019
1011.77,11.2976
1022.18,9.65908
1023.06,9.26387
1023.41,9.50202
1023.66,10.2127
1024.19,12.3436
1024.4,12.607
1024.76,12.0099
1025.29,10.8368
1025.95,10.3252
1029.21,9.7793
1036.34,9.09243
1038.88,8.58817
1040.28,7.80438
1040.5,7.94364
1040.67,8.46307
1040.8,9.29926
1040.95,10.8681
1041.16,13.9391
1041.48,19.1266
1041.66,20.7471
1041.74,20.9763
1041.91,20.4278
1042.16,17.7578
1042.5,13.6924
1042.72,11.9707
1042.98,10.8419
1043.44,10.0475
1044.84,9.07375
1045.15,9.27274
1045.89,10.9262
1046.06,11.0204
1046.56,10.4538
1047.26,9.74234
1049.65,9.20621
1060.99,7.96143
1064.61,7.25554
1066.95,6.43437
1068.27,5.66215
1069.23,4.78583
1069.94,3.84412
1070.68,2.53199
1070.81,2.43985
1070.9,2.51708
1070.97,2.70214
1071.03,3.0207
1071.09,3.58024
1071.14,4.24534
1071.2,5.16105
1071.25,6.39101
1071.3,8.00844
1071.36,10.4979
1071.42,13.6463
1071.49,18.0117
1071.55,23.7949
1071.63,31.9386
1071.71,43.9492
1071.8,60.3767
1071.91,85.5294
1072.08,131.667
1072.35,207.942
1072.51,239.841
1072.66,250.601
1072.78,244.12
1072.94,217.91
1073.38,107.773
1073.52,80.2076
1073.64,62.2083
1073.75,48.8083
1073.87,39.2473
1073.99,32.6227
1074.09,28.4953
1074.22,24.9326
1074.4,21.9217
1074.62,19.6181
1075.02,17.1459
1075.49,15.4245
1076.32,13.6633
1077.37,12.3928
1078.91,11.3263
1081.48,10.345
1092.2,8.09571
1094.45,7.32053
1095.94,6.43545
1096.84,5.5641
1097.48,4.59463
1097.97,3.71098
1098.1,3.6406
1098.2,3.77658
1098.26,4.02268
1098.34,4.59629
1098.41,5.42971
1098.48,6.53929
1098.54,8.09078
1098.6,10.1958
1098.67,13.1584
1098.74,16.9118
1098.81,22.5665
1098.89,29.787
1098.98,40.9231
1099.09,57.3523
1099.24,85.4774
1099.54,148.368
1099.7,171.426
1099.85,180.859
1099.87,181.016
1100.0,175.429
1100.15,158.334
1100.6,78.7009
1100.73,59.4745
1100.86,46.245
1100.97,37.2138
1101.08,31.0044
1101.2,25.9868
1101.35,22.2907
1101.53,19.5147
1101.79,17.2923
1102.17,15.4748
1102.85,13.7488
1103.71,12.5347
1104.98,11.5284
1107.3,10.5508
1114.5,8.90401
1114.87,8.81336
1115.35,9.14469
1115.93,9.92077
1116.08,9.97302
1117.46,9.13141
1123.3,7.84347
1125.24,7.02179
1126.28,6.16898
1127.13,5.04787
1127.17,5.03594
1127.28,5.12142
1127.4,5.50737
1127.49,6.2119
1127.57,7.14471
1127.64,8.51733
1127.73,10.6719
1127.81,13.4988
1127.9,17.6767
1127.99,23.6757
1128.11,32.7153
1128.27,48.2001
1128.56,78.2845
1128.73,89.6912
1128.87,93.4457
1128.88,93.4636
1129.03,89.8504
1129.19,79.6195
1129.59,44.136
1129.75,33.1491
1129.88,26.5903
1129.99,22.2979
1130.13,18.581
1130.29,15.9637
1130.44,14.4273
1130.69,12.9849
1131.0,12.0281
1131.79,10.6335
1132.81,9.46918
1132.9,9.45693
1133.17,9.75787
1133.43,10.7028
1133.93,13.1077
1134.14,13.4447
1134.37,13.072
1134.99,10.8504
1135.41,10.0382
1136.68,9.17981
1139.49,7.77449
1140.45,6.87748
1141.07,6.08415
1141.15,6.07469
1141.27,6.24064
1141.39,6.77884
1141.49,7.68613
1141.57,8.83918
1141.65,10.4818
1141.74,13.0426
1141.84,16.9195
1141.95,22.5548
1142.09,31.2503
1142.48,61.3203
1142.64,69.6962
1142.79,72.2704
1142.94,69.8227
1143.13,60.4187
1143.51,35.4086
1143.66,27.6784
1143.8,22.6015
1143.93,19.0087
1144.07,16.4589
1144.25,14.5316
1144.52,13.0463
1144.95,11.9575
1145.69,11.0257
1147.19,10.1251
1150.04,9.30355
1155.17,8.2474
1156.79,7.67759
1158.17,6.73128
1158.37,7.05186
1158.5,7.70898
1158.6,8.56594
1158.72,10.1037
1158.84,12.5182
1158.99,16.2452
1159.42,29.4463
1159.59,32.8579
1159.72,33.6284
1159.9,32.1758
1160.12,27.4124
1160.44,19.1467
1160.61,15.7591
1160.78,13.5127
1160.98,11.8528
1161.24,10.7258
1161.69,9.93759
1162.64,9.26251
1164.13,8.73947
1174.21,6.74911
1177.37,5.79911
1179.48,4.81289
1180.66,4.02462
1181.64,3.13451
1182.42,2.22572
1183.15,1.24839
1183.29,1.10537
1183.38,1.05134
1183.43,1.045
1183.5,1.07348
1183.57,1.16598
1183.64,1.33121
1183.7,1.58893
1183.75,1.91394
1183.81,2.39346
1183.86,3.0531
1183.92,3.88932
1183.97,5.05254
1184.03,6.57513
1184.09,8.77641
1184.15,11.6503
1184.21,15.2658
1184.28,20.3751
1184.35,27.6337
1184.43,37.0441
1184.51,50.4432
1184.61,69.1987
1184.72,97.3111
1184.86,140.331
1185.23,264.616
1185.39,302.111
1185.54,316.346
1185.56,316.425
1185.71,303.866
1185.88,267.885
1186.31,135.208
1186.46,97.899
1186.57,75.9965
1186.69,58.9426
1186.8,46.5656
1186.91,37.541
1187.02,31.0527
1187.15,25.8628
1187.29,21.8918
1187.47,18.3585
1187.71,15.4078
1188.07,12.2902
1188.61,8.69513
1188.91,7.15965
1189.05,6.70148
1189.12,6.65415
1189.22,6.88128
1189.28,7.353
1189.35,8.18455
1189.42,9.49091
1189.49,11.4092
1189.56,14.0992
1189.63,17.7357
1189.7,23.052
1189.78,30.8502
1189.87,41.9977
1189.98,58.049
1190.1,82.5497
1190.28,125.089
1190.56,195.375
1190.72,223.282
1190.86,233.428
1190.88,233.558
1191.04,224.41
1191.22,196.464
1191.63,106.884
1191.77,81.3358
1191.9,64.3094
1192.03,51.3175
1192.15,42.0909
1192.28,35.7161
1192.43,30.7671
1192.63,26.8021
1192.88,23.7422
1193.28,20.8743
1193.82,18.5239
1194.73,16.2027
1196.15,14.1687
1198.05,12.5942
1204.69,9.12756
1205.95,8.00148
1206.65,6.96483
1207.13,6.11741
1207.23,6.05626
1207.34,6.16986
1207.44,6.58825
1207.52,7.21251
1207.61,8.42754
1207.69,10.0276
1207.77,12.2897
1207.85,15.3599
1207.94,19.9723
1208.03,26.2829
1208.14,35.2877
1208.29,51.0621
1208.66,96.2476
1208.83,110.439
1208.98,115.277
1208.99,115.281
1209.12,111.902
1209.29,100.258
1209.75,53.0888
1209.91,40.2324
1210.04,32.2934
1210.16,27.0595
1210.3,22.9461
1210.45,20.2648
1210.64,17.9809
1210.94,16.2127
1211.52,14.5174
1212.51,13.1354
1214.14,12.0072
1217.32,10.9592
1224.65,9.5595
1226.23,8.94414
1226.74,8.70115
1226.95,8.85515
1227.14,9.3533
1227.36,10.525
1227.75,13.908
1228.02,15.822
1228.2,16.2498
1228.43,15.7127
1229.03,12.2081
1229.37,11.0161
1229.72,10.4553
1230.43,9.99879
1233.88,8.9709
1235.23,8.31555
1235.44,8.52849
1235.65,9.23469
1235.88,10.716
1236.43,16.0221
1236.64,16.978
1236.71,17.0268
1236.9,16.4862
1237.47,12.5396
1237.68,11.4676
1237.98,10.5943
1238.28,10.1669
1239.46,9.55416
1247.93,7.86371
1249.9,7.16337
1251.21,6.35429
1252.0,5.54335
1252.82,4.3096
1252.95,4.25306
1253.08,4.44278
1253.17,4.85726
1253.24,5.47863
1253.32,6.44926
1253.4,7.88236
1253.48,10.0133
1253.56,12.8085
1253.63,16.49
1253.72,21.7844
1253.81,29.0883
1253.92,40.0644
1254.06,58.022
1254.45,112.26
1254.62,128.503
1254.77,133.984
1254.79,133.991
1254.95,128.077
1255.12,112.529
1255.53,61.9648
1255.69,46.8464
1255.82,36.524
1255.95,29.5643
1256.07,24.9319
1256.21,21.3021
1256.38,18.4526
1256.58,16.4659
1256.86,14.9695
1257.4,13.3761
1258.19,12.1499
1259.5,11.0807
1261.47,10.2499
1266.13,9.29379
1278.65,7.69271
1280.34,7.21875
1280.69,7.37227
1281.16,8.21219
1281.57,8.91711
1281.72,8.98615
1282.18,8.58746
1282.85,7.82797
1284.41,7.29163
1289.79,6.00773
1292.28,5.11005
1294.04,4.18418
1295.29,3.27525
1296.22,2.38581
1297.49,0.92937
1297.67,0.767671
1297.78,0.70512
1297.88,0.679087
1297.95,0.691399
1298.02,0.737007
1298.1,0.842663
1298.17,1.00261
1298.23,1.22926
1298.29,1.52948
1298.35,1.9415
1298.41,2.50738
1298.47,3.22892
1298.53,4.17398
1298.59,5.48421
1298.65,7.19547
1298.72,9.40987
1298.79,12.6077
1298.86,16.7694
1298.92,22.1173
1299.0,29.662
1299.08,40.2793
1299.17,53.83
1299.26,73.9087
1299.37,103.071
1299.5,144.045
1299.68,216.356
1300.01,358.489
1300.18,410.591
1300.35,430.422
1300.36,430.581
1300.52,416.347
1300.69,372.651
1301.19,183.934
1301.34,139.988
1301.48,106.959
1301.6,84.8326
1301.73,68.4431
1301.87,55.3345
1302.02,45.5725
1302.17,39.1044
1302.38,33.1584
1302.62,28.7943
1302.93,25.174
1303.36,21.7636
1303.96,18.7209
1304.75,16.2435
1305.78,14.2092
1307.35,12.2994
1309.42,10.7361
1313.78,8.5955
1318.29,6.49765
1320.54,5.08681
1322.09,3.79173
1323.27,2.54568
1324.57,0.974354
1324.82,0.721161
1325.0,0.586404
1325.11,0.52935
1325.2,0.507229
1325.25,0.50552
1325.34,0.527159
1325.41,0.577119
1325.49,0.667366
1325.57,0.797058
1325.65,0.989491
1325.72,1.2282
1325.79,1.54541
1325.86,1.96253
1325.93,2.50753
1326.0,3.21702
1326.07,4.13824
1326.14,5.43013
1326.22,7.13344
1326.29,9.37352
1326.37,12.3095
1326.44,15.8515
1326.52,21.1038
1326.6,27.9752
1326.68,36.8676
1326.76,48.2358
1326.85,64.5846
1326.95,87.984
1327.06,120.631
1327.17,163.546
1327.32,232.505
