92-U-234(n,&gamma;) ENDF/B-VII.1
518.9,21.4025
518.992,20.651
519.085,18.5636
519.23,13.6222
519.378,8.35628
519.459,5.93269
519.526,4.31497
519.588,3.12987
519.643,2.3113
519.693,1.73271
519.736,1.33534
519.779,1.02359
519.824,0.775286
519.866,0.599352
519.908,0.465751
519.949,0.365379
519.991,0.290622
520.033,0.235309
520.079,0.190717
520.132,0.155439
520.19,0.129269
520.248,0.111563
520.32,0.0966577
520.407,0.0847948
520.551,0.0721247
520.749,0.061123
520.997,0.0521765
521.244,0.0461598
521.614,0.0403213
522.064,0.0362002
522.604,0.0340534
522.785,0.0339108
523.2,0.034711
523.615,0.0374769
523.927,0.0415652
524.186,0.0472834
524.394,0.0544954
524.571,0.064119
524.696,0.0750347
524.79,0.0883243
524.853,0.102053
524.915,0.122731
524.964,0.146582
525.008,0.176702
525.053,0.218436
525.097,0.276228
525.136,0.34674
525.176,0.440285
525.216,0.5634
525.256,0.728398
525.297,0.945376
525.338,1.22417
525.386,1.64468
525.434,2.18829
525.487,2.9558
525.546,4.04636
525.613,5.61565
525.691,7.92448
525.801,11.8613
525.989,18.9537
526.094,21.7311
526.193,22.7591
526.2,22.7633
526.288,22.0513
526.382,19.8713
526.527,14.6826
526.686,8.69888
526.772,6.03259
526.839,4.35825
526.898,3.20231
526.952,2.36866
527.0,1.78631
527.048,1.33305
527.089,1.03085
527.13,0.794486
527.171,0.612014
527.211,0.477139
527.251,0.374276
527.29,0.296489
527.33,0.238062
527.374,0.190266
527.418,0.155739
527.466,0.128882
527.517,0.108843
527.581,0.0917747
527.657,0.0783447
527.759,0.0668423
527.902,0.0565498
528.066,0.0486493
528.313,0.0407478
528.589,0.0350134
528.94,0.0302994
529.362,0.0267343
529.925,0.0239372
530.769,0.0218856
531.701,0.021068
532.011,0.0210219
533.347,0.0217644
535.084,0.0244383
536.486,0.0283815
537.688,0.033407
538.989,0.0415064
539.933,0.0502055
540.723,0.0605462
541.468,0.0742695
542.106,0.0908701
542.673,0.111588
543.169,0.137001
543.595,0.167312
544.008,0.208641
544.351,0.256886
544.641,0.313319
544.918,0.388677
545.167,0.483921
545.379,0.599349
545.557,0.734098
545.722,0.912789
545.855,1.12189
545.958,1.35933
546.041,1.63418
546.113,1.97952
546.181,2.44056
546.237,2.99032
546.294,3.75217
546.343,4.6374
546.393,5.84884
546.441,7.37351
546.494,9.57769
546.548,12.517
546.601,16.3236
546.661,21.8368
546.726,29.4797
546.796,39.8185
546.885,56.1665
547.031,89.0727
547.197,125.606
547.301,140.95
547.4,146.128
547.504,140.403
547.613,123.727
547.814,78.4326
547.937,51.8903
548.018,37.5104
548.087,27.7206
548.151,20.5879
548.209,15.4958
548.263,11.9012
548.316,9.12943
548.367,7.07777
548.419,5.52973
548.471,4.37297
548.523,3.51366
548.582,2.79969
548.644,2.26831
548.715,1.84504
548.794,1.51862
548.892,1.248
548.998,1.0447
549.131,0.865677
549.291,0.713754
549.468,0.592998
549.681,0.489487
549.917,0.408142
550.212,0.33797
550.508,0.290389
550.803,0.257902
551.176,0.232034
551.548,0.218913
551.796,0.21627
552.24,0.223718
552.537,0.238627
552.907,0.272368
553.194,0.31536
553.449,0.373281
553.661,0.444057
553.859,0.54033
554.001,0.638727
554.138,0.775785
554.232,0.913935
554.315,1.08811
554.385,1.30463
554.444,1.5608
554.5,1.89613
554.558,2.38752
554.607,2.97042
554.657,3.75682
554.706,4.81159
554.756,6.21326
554.806,8.091
554.857,10.5315
554.913,14.0434
554.97,18.6817
555.036,25.3867
555.109,34.864
555.198,49.2503
555.485,104.09
555.592,118.329
555.697,123.49
555.7,123.493
555.802,118.806
555.904,105.855
556.074,73.8424
556.214,47.2194
556.304,33.0264
556.37,24.6959
556.436,18.067
556.497,13.3832
556.55,10.181
556.603,7.71197
556.651,5.98811
556.701,4.64052
556.75,3.62742
556.8,2.87244
556.849,2.31278
556.902,1.87328
556.956,1.55345
557.019,1.27908
557.094,1.05806
557.168,0.903708
557.267,0.7591
557.38,0.643107
557.522,0.539703
557.701,0.447337
557.928,0.367632
558.117,0.321426
558.362,0.279922
558.645,0.251304
558.928,0.240468
559.184,0.248756
559.344,0.269462
559.465,0.303511
559.545,0.345641
559.616,0.406985
559.666,0.47362
559.722,0.582058
559.772,0.723899
559.817,0.898969
559.862,1.13567
559.907,1.45242
559.951,1.87131
559.996,2.41794
560.043,3.15421
560.093,4.16618
560.149,5.63722
560.205,7.51588
560.267,10.1362
560.345,14.2758
560.445,20.7685
560.669,37.1611
560.779,43.0342
560.882,45.4604
560.9,45.5131
561.0,43.8143
561.099,39.1128
561.258,27.9165
561.406,17.2484
561.493,12.087
561.562,8.82456
561.624,6.46777
561.68,4.80329
561.73,3.6431
561.781,2.71964
561.826,2.09412
561.87,1.61049
561.915,1.24155
561.96,0.963417
562.003,0.763334
562.048,0.60771
562.092,0.493048
562.143,0.399874
562.199,0.32763
562.255,0.2776
562.322,0.23636
562.393,0.206527
562.482,0.180392
562.632,0.15149
562.811,0.128432
563.03,0.108945
563.304,0.0921455
563.632,0.0783923
563.996,0.0679426
564.51,0.0580663
565.128,0.0506027
565.806,0.0457263
566.749,0.0423799
567.22,0.0419617
568.182,0.0437516
568.823,0.0469107
569.464,0.0526801
569.948,0.0594359
570.435,0.0694293
570.842,0.0816208
571.226,0.0982683
571.554,0.118683
571.834,0.14348
572.102,0.177195
572.336,0.219924
572.529,0.271013
572.69,0.332041
572.817,0.402916
572.917,0.486657
572.997,0.587372
573.067,0.719176
573.126,0.879797
573.176,1.07303
573.226,1.33967
573.276,1.70817
573.318,2.1196
573.359,2.65427
573.404,3.40726
573.451,4.43048
573.498,5.76064
573.545,7.46524
573.598,9.96381
573.653,13.2634
573.714,17.8211
573.784,24.5243
573.867,34.4803
573.999,53.749
574.181,81.0677
574.288,92.3158
574.393,96.6611
574.4,96.6772
574.5,93.1542
574.6,83.3808
574.763,59.5788
574.914,36.9061
575.001,26.1421
575.068,19.4202
575.133,14.1841
575.193,10.4164
575.244,7.96303
575.296,5.95763
575.341,4.62797
575.386,3.59293
575.431,2.79695
575.477,2.18146
575.519,1.75611
575.569,1.3748
575.619,1.09873
575.669,0.898681
575.728,0.732546
575.796,0.599177
575.877,0.494783
575.977,0.408638
576.087,0.344354
576.237,0.283407
576.418,0.232449
576.625,0.191246
576.842,0.160358
577.103,0.133877
577.443,0.110262
577.794,0.0941997
578.215,0.0820433
578.551,0.0763365
578.944,0.0733208
579.14,0.073223
579.474,0.0754747
579.808,0.0815634
580.059,0.089733
580.31,0.102718
580.54,0.121665
580.697,0.141592
580.822,0.165801
580.916,0.193837
580.989,0.226922
581.052,0.268922
581.104,0.319117
581.156,0.389965
581.209,0.490634
581.256,0.617052
581.303,0.78983
581.345,0.994598
581.392,1.29948
581.439,1.70466
581.486,2.23582
581.533,2.92175
581.585,3.90295
581.642,5.29799
581.705,7.25626
581.777,10.1212
581.859,14.2394
581.982,21.7762
582.183,34.6634
582.299,39.6933
582.4,41.2144
582.505,39.5876
582.609,35.0999
582.787,23.8509
582.922,15.2661
583.005,10.9655
583.075,7.98138
583.141,5.79733
583.199,4.26832
583.252,3.21263
583.301,2.44326
583.351,1.83758
583.397,1.41894
583.442,1.10086
583.488,0.862219
583.534,0.685161
583.578,0.558222
583.625,0.460168
583.68,0.380138
583.743,0.319963
583.806,0.281822
583.884,0.253741
583.978,0.238204
584.025,0.235959
584.104,0.240094
584.167,0.252058
584.246,0.283099
584.309,0.32815
584.364,0.390712
584.411,0.469408
584.459,0.580365
584.506,0.734935
584.553,0.947529
584.599,1.22445
584.643,1.57613
584.692,2.08273
584.74,2.74301
584.793,3.675
584.851,4.97927
584.914,6.84995
584.986,9.51945
585.074,13.6448
585.214,21.6695
585.371,30.8099
585.48,35.4422
585.584,37.326
585.6,37.3586
585.699,36.0336
585.797,32.3518
585.953,23.653
586.114,14.2463
586.196,10.2411
586.266,7.49681
586.327,5.54157
586.383,4.15484
586.438,3.0684
586.489,2.28153
586.536,1.73882
586.582,1.32043
586.628,1.00252
586.667,0.799125
586.706,0.640409
586.751,0.49935
586.795,0.397635
586.844,0.314609
586.894,0.255608
586.949,0.209615
587.004,0.177546
587.07,0.150898
587.159,0.127328
587.266,0.108424
587.421,0.0905306
587.624,0.0747681
587.866,0.0619461
588.157,0.0514707
588.44,0.044383
588.794,0.0381456
589.238,0.0329184
589.77,0.0289971
590.202,0.027188
590.635,0.0264749
591.069,0.0269801
591.503,0.0291447
591.829,0.0325323
592.1,0.0374751
592.29,0.0430562
592.426,0.0491917
592.536,0.0569024
592.618,0.0660567
592.687,0.0778952
592.742,0.0920269
592.797,0.112685
592.847,0.140167
592.893,0.175337
592.939,0.223947
592.98,0.283064
593.021,0.361181
593.062,0.463517
593.104,0.596254
593.148,0.783793
593.193,1.02638
593.238,1.33553
593.289,1.78599
593.347,2.43819
593.408,3.31074
593.479,4.61651
593.558,6.40721
593.682,9.86307
593.866,15.2236
593.977,17.6021
594.08,18.5743
594.1,18.6002
594.204,17.8756
594.308,15.8745
594.477,11.0665
594.62,6.96092
594.704,4.95638
594.778,3.55059
594.839,2.6166
594.897,1.925
594.948,1.44418
594.999,1.07089
595.047,0.804663
595.093,0.608418
595.139,0.459361
595.18,0.357396
595.221,0.279511
595.262,0.22052
595.308,0.171964
595.35,0.139196
595.395,0.113542
595.446,0.0926321
595.498,0.0779557
595.562,0.0653609
595.639,0.0554137
595.741,0.0469142
595.873,0.0398727
596.038,0.0339285
596.269,0.0282543
596.521,0.0240313
596.835,0.0204124
597.276,0.0170735
597.776,0.0146092
598.444,0.0125208
599.278,0.0109464
600.39,0.00969339
601.725,0.00889378
603.504,0.00851026
605.079,0.00869449
606.654,0.0094903
607.638,0.0104757
608.622,0.0121078
609.377,0.0141229
609.967,0.0164871
610.558,0.0199998
611.05,0.0243883
611.444,0.0295855
611.772,0.0358062
612.067,0.0438019
612.314,0.0532908
612.519,0.0643681
612.7,0.078088
612.841,0.0930558
612.953,0.110179
613.031,0.127083
613.107,0.150735
613.172,0.18065
613.226,0.216554
613.28,0.267709
613.328,0.332743
613.37,0.409451
613.416,0.520699
613.461,0.671418
613.507,0.874135
613.552,1.14426
613.597,1.50022
613.643,1.96353
613.688,2.5584
613.74,3.43325
613.792,4.55539
613.848,6.09631
613.913,8.3496
613.985,11.5158
614.076,16.4413
614.246,27.608
614.382,36.2959
614.495,41.2295
614.6,42.8666
614.697,41.4704
614.801,37.206
614.961,27.14
615.119,16.7502
615.214,11.5606
615.289,8.26263
615.354,6.03003
615.414,4.42738
615.469,3.274
615.521,2.43684
615.566,1.86911
615.611,1.42797
615.655,1.10381
615.698,0.854866
615.741,0.665567
615.784,0.522818
615.827,0.415874
615.871,0.33609
615.914,0.276652
615.968,0.223056
616.022,0.185507
616.087,0.154331
616.152,0.13277
616.238,0.112863
616.35,0.0952953
616.502,0.0791468
616.683,0.0656548
616.911,0.053848
617.189,0.0439951
617.468,0.0372134
617.804,0.0315273
618.226,0.0267862
618.648,0.023761
619.239,0.021398
619.746,0.0205666
619.999,0.0204578
620.645,0.0211451
621.291,0.0234144
621.856,0.0271601
622.26,0.0313677
622.686,0.0379772
623.046,0.0463575
623.303,0.0549183
623.557,0.0667616
623.784,0.081852
623.973,0.0997968
624.129,0.121065
624.247,0.144654
624.341,0.172828
624.417,0.20666
624.483,0.250692
624.54,0.305724
624.587,0.36984
624.634,0.457528
624.681,0.577657
624.724,0.723033
624.765,0.908671
624.811,1.17783
624.856,1.53381
624.901,1.99942
624.947,2.60097
624.997,3.44677
625.05,4.61777
625.103,6.11308
625.163,8.2605
625.229,11.2362
625.31,15.7659
625.409,22.6545
625.669,43.0739
625.79,49.6074
625.9,51.6924
626.006,49.7299
626.119,43.8062
626.306,29.3439
626.446,18.705
626.533,13.2336
626.609,9.44974
626.671,6.97619
626.73,5.14294
626.783,3.85639
626.835,2.8809
626.885,2.16613
626.927,1.6915
626.97,1.32059
627.012,1.03366
627.057,0.803104
627.105,0.622569
627.147,0.501654
627.194,0.401855
627.242,0.328936
627.298,0.266538
627.36,0.219881
627.43,0.18323
627.501,0.157846
627.596,0.134112
627.714,0.113392
627.879,0.0930796
628.078,0.0759976
628.319,0.061456
628.583,0.0502542
628.848,0.0421905
629.156,0.0353563
629.54,0.0292834
630.002,0.0242331
630.464,0.0207363
631.106,0.017519
631.619,0.0158629
632.372,0.0144846
633.094,0.0141158
633.583,0.0144948
634.073,0.0156106
634.44,0.0172172
634.746,0.0194348
634.99,0.0222363
635.199,0.026019
635.31,0.0291047
635.421,0.0338726
635.495,0.0388985
635.559,0.0455166
635.614,0.0538579
635.664,0.0645544
635.714,0.0796238
635.758,0.0981289
635.803,0.123157
635.847,0.156814
635.891,0.201716
635.935,0.261049
635.98,0.338598
636.026,0.443479
636.07,0.572411
636.122,0.765075
636.173,1.01172
636.232,1.37086
636.299,1.88677
636.376,2.65126
636.469,3.78687
636.649,6.48823
636.786,8.4303
636.9,9.52024
637.0,9.85153
637.105,9.48799
637.21,8.47949
637.38,6.02609
637.532,3.7721
637.624,2.65061
637.701,1.88732
637.768,1.37219
637.827,1.01356
637.878,0.767226
637.93,0.574771
637.974,0.445956
638.02,0.341154
638.065,0.263653
638.109,0.204355
638.153,0.159482
638.197,0.125858
638.242,0.100869
638.292,0.0804781
638.336,0.0674116
638.384,0.0571294
638.448,0.0476805
638.513,0.0415067
638.59,0.0366866
638.668,0.0335109
638.823,0.0296331
638.978,0.0273594
639.281,0.0251019
639.572,0.0245663
639.927,0.0254386
640.283,0.027868
640.638,0.0321914
640.948,0.0382706
641.221,0.0464346
641.449,0.0566523
641.629,0.0685219
641.771,0.0823271
641.871,0.0966128
641.957,0.114782
642.028,0.13745
642.085,0.163749
642.142,0.201319
642.189,0.245174
642.237,0.30511
642.284,0.386995
642.332,0.498429
642.375,0.631882
642.417,0.805589
642.46,1.0297
642.51,1.3706
642.56,1.81728
642.612,2.42418
642.665,3.22095
642.725,4.35087
642.788,5.86785
642.864,8.176
642.959,11.7914
643.115,19.055
643.272,26.2364
643.386,29.8843
643.496,31.2061
643.5,31.2075
643.603,30.1222
643.72,26.5197
643.904,18.1134
644.046,11.5822
644.132,8.33162
644.206,6.0258
644.272,4.42636
644.331,3.28103
644.384,2.47197
644.438,1.8424
644.485,1.40908
644.535,1.05893
644.578,0.828334
644.621,0.649321
644.663,0.51159
644.71,0.398896
644.758,0.312595
644.806,0.249609
644.859,0.199404
644.913,0.163877
644.977,0.134265
645.043,0.113251
645.115,0.0974932
645.21,0.0828397
645.328,0.0701281
645.475,0.0589309
645.665,0.0485907
645.893,0.0397842
646.165,0.0324081
646.48,0.0264426
646.848,0.0216267
647.28,0.0177273
647.784,0.0146049
648.289,0.0124314
649.009,0.0103183
649.874,0.00869698
650.883,0.00747077
652.228,0.00646934
653.381,0.00594342
655.303,0.00546632
657.993,0.00525626
660.449,0.00545585
662.208,0.00585759
663.617,0.00643661
665.026,0.007421
665.849,0.00835044
666.671,0.0098011
667.297,0.0115236
667.767,0.0134853
668.159,0.0158744
668.515,0.0190468
668.814,0.0229786
669.071,0.0279651
669.28,0.0340395
669.435,0.0408658
669.544,0.0482362
669.621,0.0561738
669.687,0.0660736
669.745,0.0787234
669.803,0.0970674
669.855,0.120819
669.902,0.150157
669.948,0.190135
669.995,0.244366
670.039,0.313927
670.085,0.410287
670.132,0.537597
670.178,0.703797
670.225,0.917962
670.277,1.22876
670.329,1.62822
670.387,2.19477
670.451,2.98948
670.525,4.15154
670.612,5.88195
670.736,8.91923
670.952,14.6542
671.067,16.8707
671.178,17.8346
671.2,17.8632
671.311,17.1566
671.432,15.0007
671.664,8.91184
671.788,5.87818
671.875,4.15018
671.949,2.98974
672.013,2.19605
672.071,1.63013
672.123,1.23102
672.175,0.920413
672.222,0.706319
672.268,0.540124
672.315,0.412778
672.361,0.316362
672.406,0.246743
672.452,0.192457
672.498,0.152436
672.545,0.123071
672.597,0.09931
672.655,0.0809798
672.713,0.0683662
672.787,0.0575959
672.883,0.0485695
672.98,0.0426721
673.135,0.0363921
673.328,0.0312166
673.591,0.0266238
673.928,0.023022
674.264,0.0209025
674.712,0.0194751
675.161,0.0190945
675.758,0.0197966
676.355,0.0217846
676.803,0.0243344
677.326,0.0289912
677.723,0.0343054
678.07,0.0409563
678.358,0.0487771
678.633,0.059292
678.873,0.0723488
679.072,0.0878146
679.241,0.106634
679.37,0.127863
679.473,0.153667
679.546,0.180854
679.609,0.214997
679.662,0.255007
679.714,0.310547
679.767,0.388337
679.815,0.48493
679.862,0.615869
679.903,0.765364
679.944,0.957982
679.985,1.20449
680.034,1.58933
680.084,2.09531
680.136,2.80467
680.189,3.72523
680.248,5.04559
680.306,6.73204
680.368,8.97211
680.443,12.3487
680.536,17.5289
680.687,27.8266
680.871,40.3557
680.991,45.8735
681.1,47.6195
681.205,45.9763
681.318,40.9779
681.492,29.3272
681.656,18.0234
681.747,12.816
681.824,9.25416
681.895,6.69486
681.953,5.01804
682.007,3.79846
682.057,2.91821
682.106,2.2263
682.155,1.6907
682.204,1.282
682.254,0.974161
682.3,0.754388
682.347,0.589902
682.394,0.467629
682.441,0.377115
682.488,0.310187
682.537,0.258455
682.596,0.21434
682.666,0.17804
682.737,0.153132
682.83,0.130271
682.966,0.108303
683.13,0.0905041
683.327,0.0756384
683.542,0.0641792
683.831,0.0534895
684.121,0.0462768
684.52,0.0398547
685.023,0.0354377
685.526,0.0338469
685.693,0.033845
686.129,0.0350661
686.564,0.0383144
686.891,0.0425461
687.218,0.0490939
687.518,0.0583178
687.767,0.0697062
687.973,0.0835711
688.149,0.100961
688.278,0.120266
688.382,0.144015
688.459,0.171157
688.521,0.202789
688.583,0.248391
688.635,0.302236
688.687,0.376749
688.739,0.479931
688.785,0.605931
688.832,0.773316
688.881,1.00803
688.927,1.30028
688.974,1.67744
689.02,2.15831
689.075,2.8779
689.129,3.80107
689.187,5.0548
689.252,6.8132
689.324,9.28217
689.414,13.1246
689.55,20.1968
689.748,31.022
689.873,35.9553
689.988,37.7898
690.0,37.8073
690.104,36.5383
690.215,32.726
690.383,23.985
690.558,14.418
690.651,10.2362
690.724,7.58645
690.792,5.57234
690.857,4.08103
690.915,3.03805
690.967,2.31444
691.016,1.77614
691.062,1.37754
691.109,1.06774
691.156,0.829649
691.202,0.648472
691.251,0.505239
691.303,0.394849
691.355,0.315049
691.406,0.257377
691.468,0.208593
691.53,0.174853
691.61,0.145273
691.701,0.123096
691.83,0.102272
691.985,0.0856405
692.166,0.0720734
692.42,0.0589234
692.69,0.0493509
693.004,0.0417101
693.318,0.0364113
693.698,0.0319804
694.083,0.0289378
694.598,0.0264181
695.369,0.0248694
695.627,0.024824
696.285,0.0256885
696.943,0.0279762
697.601,0.0321044
698.094,0.0371381
698.518,0.0435743
698.907,0.0521619
699.232,0.0624604
699.509,0.0749047
699.764,0.0910946
699.976,0.110221
700.167,0.134943
700.295,0.158619
700.406,0.188598
700.497,0.224974
700.571,0.269723
700.635,0.325824
700.688,0.391774
700.741,0.483098
700.794,0.610127
700.842,0.766328
700.889,0.975606
700.937,1.25419
700.985,1.62182
701.033,2.10199
701.081,2.72185
701.134,3.61156
701.187,4.75661
701.247,6.40829
701.309,8.6104
701.378,11.6854
701.463,16.4516
701.566,23.6556
701.845,46.0625
701.965,53.1299
702.079,56.0875
702.1,56.1604
702.207,54.2099
702.321,48.3642
702.493,35.0592
702.665,21.2763
702.758,15.1508
702.833,11.1645
702.902,8.20028
702.967,6.00922
703.026,4.44971
703.08,3.37362
703.127,2.61452
703.175,2.02005
703.223,1.56036
703.271,1.20895
703.318,0.943014
703.366,0.743435
703.417,0.587545
703.47,0.468537
703.523,0.382979
703.576,0.321151
703.64,0.268482
703.714,0.226376
703.81,0.190426
703.937,0.159447
704.096,0.134078
704.287,0.113474
704.542,0.0952203
704.797,0.0833945
705.116,0.0744005
705.468,0.0696887
705.692,0.068995
706.04,0.0713457
706.388,0.0785825
706.65,0.0884722
706.911,0.104327
707.115,0.123655
707.266,0.14518
707.387,0.171339
707.478,0.201377
707.553,0.239061
707.619,0.2874
707.679,0.352384
707.73,0.428574
707.78,0.533063
707.831,0.67623
707.881,0.871507
707.929,1.12071
707.974,1.43043
708.019,1.8301
708.072,2.43782
708.125,3.23344
708.177,4.23021
708.234,5.62149
708.297,7.59144
708.365,10.2851
708.445,14.2971
708.548,20.7044
708.858,43.3846
708.983,49.6938
709.099,51.7902
709.1,51.7902
709.213,49.8175
709.334,43.8638
709.533,29.3417
709.682,18.6755
709.775,13.1986
709.846,9.8397
709.916,7.15457
709.979,5.28017
710.036,3.96284
710.09,2.98275
710.143,2.24464
710.188,1.75395
710.233,1.37015
710.279,1.07304
710.329,0.823376
710.38,0.639108
710.43,0.504021
710.48,0.405352
710.531,0.33327
710.591,0.271576
710.657,0.225407
710.732,0.189077
710.808,0.163849
710.908,0.140179
711.034,0.11943
711.211,0.0990065
711.422,0.081767
711.65,0.0684467
711.96,0.0556662
712.322,0.0454796
712.743,0.0374131
713.221,0.0311954
713.698,0.0268865
714.38,0.0226895
715.062,0.0198654
715.88,0.0176383
716.943,0.0159223
718.006,0.0150775
718.715,0.014892
719.816,0.0151941
720.916,0.0163892
721.65,0.0180193
722.262,0.0203064
722.771,0.0233615
723.179,0.0271396
723.53,0.032089
723.828,0.0385366
724.026,0.0448524
724.203,0.0529573
724.329,0.0616707
724.424,0.0714759
724.503,0.0837068
724.566,0.0980277
724.623,0.116172
724.674,0.138851
724.724,0.170051
724.775,0.213051
724.826,0.272167
724.872,0.34373
724.915,0.432621
724.963,0.559027
725.01,0.723926
725.058,0.936545
725.105,1.20725
725.16,1.61155
725.221,2.18886
725.282,2.92793
725.35,3.96429
725.431,5.53127
725.53,7.89003
725.716,13.3245
725.865,17.5187
725.99,19.9093
726.1,20.6402
726.212,19.8797
726.34,17.3749
726.565,10.8556
726.701,7.10204
726.792,5.03504
726.868,3.6643
726.936,2.69168
726.998,1.99248
727.051,1.52257
727.106,1.13927
727.154,0.88347
727.201,0.683126
727.249,0.528141
727.296,0.409607
727.341,0.323588
727.392,0.251139
727.443,0.198253
727.494,0.159835
727.55,0.129381
727.607,0.107972
727.665,0.0922454
727.744,0.0778626
727.839,0.0666866
727.966,0.0571554
728.124,0.0493887
728.314,0.0430422
728.567,0.0373094
728.883,0.0326878
729.271,0.0292733
729.678,0.0273331
730.22,0.026444
730.736,0.0270212
731.251,0.0291266
731.638,0.0321071
732.025,0.0370277
732.324,0.0431583
732.57,0.0511052
732.735,0.0593456
732.858,0.0690039
732.953,0.080819
733.029,0.0956662
733.093,0.114296
733.144,0.135538
733.195,0.164945
733.246,0.20575
733.297,0.262256
733.341,0.328951
733.383,0.410111
733.431,0.53393
733.479,0.697624
733.528,0.911472
733.576,1.18723
733.629,1.57401
733.684,2.08873
733.746,2.83126
733.814,3.89093
733.888,5.33142
733.976,7.49463
734.099,11.2352
734.349,19.547
734.465,22.3001
734.581,23.501
734.6,23.525
734.713,22.6534
734.835,19.9788
735.034,13.4752
735.187,8.53803
735.283,5.99706
735.358,4.38957
735.427,3.22423
735.489,2.39717
735.543,1.81751
735.597,1.37048
735.65,1.0306
735.698,0.790137
735.747,0.604937
735.795,0.464055
735.844,0.358093
735.891,0.28123
735.942,0.21986
735.993,0.175481
736.043,0.143489
736.094,0.120405
736.158,0.10022
736.234,0.0842424
736.321,0.0725098
736.424,0.0635152
736.589,0.054366
736.794,0.0470438
737.071,0.0406249
737.454,0.0351534
737.838,0.0318389
738.451,0.0288276
739.372,0.0270151
739.913,0.0268339
741.805,0.0284783
743.225,0.0314341
744.915,0.0368402
746.538,0.0445736
748.047,0.0551328
749.151,0.0662583
750.119,0.0799805
750.934,0.0960714
751.632,0.115138
752.272,0.139542
752.795,0.167368
753.319,0.206757
753.726,0.250541
754.075,0.303127
754.38,0.367493
754.642,0.444563
754.871,0.538812
755.068,0.652439
755.231,0.787024
755.365,0.945527
755.478,1.14345
755.569,1.37534
755.649,1.66665
755.715,2.00306
755.786,2.50525
755.851,3.14993
755.917,4.03379
755.98,5.19823
756.046,6.8032
756.111,8.92917
756.177,11.6928
756.243,15.2967
756.322,20.7004
756.414,28.6334
756.533,41.6207
756.838,80.0542
756.972,91.8324
757.096,95.8798
757.1,95.8844
757.216,92.503
757.344,81.8997
757.549,56.5312
757.714,36.1573
757.818,25.6723
757.907,18.5726
757.98,14.0003
758.053,10.4402
758.116,8.0407
758.18,6.19669
758.243,4.80317
758.307,3.76451
758.371,2.99816
758.431,2.46366
758.494,2.04436
758.571,1.68449
758.66,1.3973
758.762,1.17813
758.878,1.01157
759.028,0.868338
759.209,0.756239
759.451,0.66276
759.753,0.598107
760.08,0.568895
760.189,0.566306
760.535,0.57822
760.967,0.634571
761.312,0.717155
761.628,0.831565
761.912,0.979961
762.203,1.20018
762.431,1.44845
762.638,1.76782
762.823,2.17798
762.976,2.6702
763.103,3.26108
763.216,4.01141
763.314,4.93798
763.401,6.07879
763.478,7.41906
763.56,9.33017
763.641,11.8785
763.731,15.6139
763.816,20.1995
763.918,27.3102
764.033,37.5671
764.218,57.8353
764.424,80.792
764.56,91.5839
764.689,95.6446
764.701,95.6752
764.816,92.9063
764.955,83.1192
765.197,56.8801
765.355,40.2264
765.464,31.2107
765.546,26.2224
765.626,22.9714
765.706,21.4139
765.736,21.2795
765.806,21.9405
765.879,24.0926
765.962,28.4136
766.052,35.1759
766.162,45.9866
766.459,79.362
766.586,88.7297
766.695,91.5391
766.819,87.9638
766.948,77.5522
767.186,49.1481
767.329,32.8021
767.427,23.6751
767.51,17.4475
767.585,13.0712
767.656,9.81375
767.719,7.6149
767.781,5.92162
767.844,4.63873
767.903,3.719
767.963,3.02778
768.034,2.42428
768.106,1.99815
768.189,1.65281
768.279,1.39997
768.404,1.16507
768.547,0.987995
768.725,0.835198
768.964,0.692172
769.256,0.568875
769.595,0.467285
769.988,0.383434
770.447,0.313554
770.977,0.255904
771.597,0.2081
772.258,0.171661
772.967,0.143338
773.897,0.117063
774.947,0.097136
775.822,0.0859784
776.722,0.0791492
777.272,0.0778861
777.763,0.0802056
778.09,0.0860409
778.254,0.0931319
778.376,0.104183
778.458,0.117646
778.53,0.136774
778.596,0.164601
778.651,0.198248
778.706,0.245609
778.761,0.311594
778.816,0.402377
778.871,0.525514
778.926,0.689929
778.981,0.905824
779.036,1.18434
779.1,1.60102
779.167,2.16098
779.241,2.9638
779.325,4.08551
779.433,5.8914
779.734,11.7788
779.867,13.6517
779.989,14.3343
780.0,14.3391
780.112,13.8415
780.222,12.501
780.392,9.35801
780.588,5.51842
780.688,3.9037
780.768,2.85051
780.843,2.07185
780.909,1.53102
780.967,1.16077
781.022,0.888811
781.077,0.674552
781.133,0.511841
781.179,0.408123
781.225,0.327699
781.271,0.26597
781.327,0.211099
781.382,0.172015
781.438,0.144406
781.493,0.124995
781.567,0.107766
781.641,0.096907
781.715,0.0898653
781.862,0.0817779
782.083,0.0758922
782.452,0.0717178
782.746,0.0707896
783.32,0.0728243
783.894,0.0794643
784.324,0.0881872
784.754,0.101569
785.138,0.119635
785.481,0.143592
785.774,0.173895
786.006,0.208469
786.19,0.246654
786.336,0.288777
786.458,0.337581
786.556,0.392501
786.654,0.472603
786.727,0.560581
786.801,0.687419
786.862,0.837875
786.923,1.04756
786.974,1.28463
787.025,1.59725
787.076,2.00754
787.134,2.62874
787.191,3.44223
787.248,4.50916
787.305,5.88711
787.367,7.81328
787.434,10.484
787.508,14.1912
787.591,19.5113
787.693,27.5774
787.865,44.1151
788.036,60.5875
788.165,69.484
788.289,72.9321
788.3,72.9551
788.417,70.308
788.535,62.9598
788.72,45.6479
788.903,27.9103
789.001,20.0802
789.088,14.4157
