92-U-234(n,&gamma;) ENDF/B-VII.1
237.8,121.367
237.863,117.109
237.928,104.911
238.027,76.7682
238.13,46.4176
238.185,32.9307
238.232,23.7776
238.27,17.7056
238.305,13.3594
238.34,9.94893
238.372,7.59037
238.401,5.86117
238.43,4.51727
238.459,3.48611
238.488,2.70386
238.517,2.11599
238.546,1.67734
238.576,1.35141
238.605,1.10948
238.64,0.899164
238.675,0.749832
238.71,0.641778
238.756,0.539329
238.811,0.456511
238.889,0.375724
238.982,0.309238
239.099,0.250918
239.235,0.20299
239.375,0.167591
239.538,0.137575
239.728,0.112396
239.946,0.0918643
240.164,0.0769925
240.421,0.0641521
240.762,0.052136
241.151,0.0428118
241.59,0.0355737
242.028,0.0304958
242.661,0.0255331
243.392,0.0219247
244.415,0.0189343
245.291,0.0175014
246.637,0.0166124
246.813,0.0166071
248.136,0.0171979
249.018,0.0184173
249.899,0.0206204
250.517,0.0232083
251.134,0.0273225
251.575,0.0319192
251.952,0.0378127
252.253,0.0449161
252.504,0.053711
252.723,0.0651393
252.892,0.078106
253.026,0.0927851
253.132,0.109096
253.216,0.127578
253.29,0.151575
253.343,0.177483
253.392,0.213958
253.427,0.252023
253.462,0.305576
253.498,0.381778
253.529,0.477925
253.561,0.610228
253.589,0.768266
253.615,0.961022
253.647,1.26471
253.679,1.66792
253.71,2.1954
253.744,2.91718
253.779,3.89628
253.818,5.27768
253.862,7.28678
253.911,10.134
253.974,14.6885
254.154,29.6772
254.224,33.8382
254.292,35.4971
254.3,35.5134
254.363,34.3275
254.427,31.0206
254.525,23.2039
254.634,13.9909
254.695,9.74256
254.744,6.9823
254.786,5.1492
254.825,3.77522
254.86,2.82854
254.894,2.12443
254.925,1.63099
254.956,1.25169
254.987,0.964166
255.018,0.748891
255.045,0.603257
255.076,0.482385
255.109,0.387671
255.146,0.314616
255.183,0.264434
255.226,0.22553
255.278,0.194023
255.342,0.170415
255.426,0.151215
255.528,0.137269
255.681,0.12612
255.864,0.121967
256.068,0.125631
256.244,0.135028
256.464,0.15599
256.657,0.185933
256.818,0.223454
256.959,0.271205
257.08,0.330304
257.172,0.395217
257.253,0.477766
257.309,0.563134
257.358,0.669439
257.398,0.796932
257.434,0.958932
257.47,1.18777
257.501,1.45127
257.531,1.80606
257.561,2.28286
257.591,2.92033
257.621,3.76602
257.652,4.87677
257.682,6.31873
257.712,8.16614
257.747,10.9413
257.784,14.6816
257.823,19.7164
257.865,26.6371
257.915,36.9321
257.981,53.4519
258.155,103.24
258.226,117.265
258.296,122.639
258.3,122.652
258.365,118.399
258.432,106.206
258.535,78.0012
258.641,47.4373
258.699,33.7835
258.747,24.4797
258.791,17.7392
258.828,13.4006
258.864,9.99357
258.896,7.63488
258.927,5.85295
258.957,4.51722
258.988,3.49136
259.018,2.71217
259.048,2.12586
259.079,1.67524
259.109,1.35245
259.14,1.11248
259.176,0.903492
259.218,0.734453
259.267,0.60417
259.323,0.502482
259.395,0.415298
259.476,0.348635
259.585,0.285078
259.706,0.23476
259.847,0.192396
260.016,0.156087
260.213,0.126211
260.433,0.102729
260.659,0.085444
260.93,0.0705076
261.215,0.0591946
261.539,0.0498849
261.993,0.0408669
262.473,0.0343374
263.096,0.0287148
263.718,0.0250412
264.497,0.0221716
265.275,0.0203417
266.52,0.0189316
267.246,0.018728
268.633,0.0194985
269.71,0.0212915
270.633,0.0239816
271.556,0.0284462
272.171,0.0331666
272.684,0.0390453
273.094,0.0457934
273.504,0.0554153
273.863,0.0677095
274.168,0.0831542
274.432,0.102787
274.647,0.125756
274.828,0.153061
274.984,0.185707
275.115,0.223868
275.234,0.272068
275.334,0.329046
275.41,0.391324
275.465,0.456836
275.521,0.552696
275.563,0.658272
275.601,0.793567
275.636,0.973723
275.672,1.22709
275.702,1.51601
275.732,1.90004
275.765,2.46704
275.798,3.23179
275.827,4.14679
275.857,5.323
275.892,7.10096
275.927,9.40877
275.965,12.6797
276.007,17.2673
276.05,23.2773
276.104,32.6248
276.174,47.6449
276.341,88.4863
276.419,102.194
276.49,107.417
276.5,107.489
276.572,103.294
276.646,91.0827
276.771,61.2563
276.862,39.4986
276.924,27.4898
276.972,20.0597
277.013,14.885
277.053,11.0094
277.089,8.29009
277.125,6.18745
277.155,4.8281
277.185,3.76253
277.214,2.93675
277.244,2.30337
277.276,1.79407
277.306,1.43695
277.336,1.16835
277.372,0.932631
277.407,0.764734
277.449,0.627233
277.495,0.523732
277.551,0.438158
277.614,0.371515
277.694,0.313492
277.809,0.255382
277.949,0.207288
278.112,0.1684
278.307,0.136552
278.524,0.112374
278.771,0.0934764
279.068,0.07826
279.39,0.0672571
279.762,0.0588668
280.257,0.0521442
280.753,0.0487473
281.53,0.0469373
282.516,0.0494394
283.256,0.0543459
284.066,0.0632663
284.77,0.0751377
285.334,0.0886787
285.883,0.106729
286.39,0.130388
286.826,0.15892
287.214,0.194164
287.547,0.235616
287.856,0.288352
288.133,0.353561
288.387,0.435878
288.609,0.535369
288.822,0.669556
288.989,0.814423
289.155,1.0153
289.298,1.25817
289.417,1.54176
289.512,1.857
289.591,2.22271
289.662,2.69365
289.718,3.22138
289.767,3.89114
289.815,4.81165
289.856,5.95251
289.898,7.54804
289.934,9.41571
289.971,12.0197
290.006,15.3394
290.042,19.6783
290.082,26.079
290.121,34.0964
290.165,45.9697
290.214,62.8448
290.269,87.3422
290.332,122.071
290.472,214.89
290.567,272.597
290.646,302.196
290.7,308.333
290.77,297.965
290.843,267.433
290.96,192.933
291.068,121.906
291.135,85.2113
291.187,62.4122
291.235,46.0292
291.278,34.332
291.317,26.2733
291.357,19.9025
291.391,15.6239
291.426,12.3215
291.461,9.7977
291.496,7.83516
291.532,6.36358
291.573,5.10509
291.615,4.19996
291.667,3.41013
291.722,2.82353
291.793,2.30862
291.872,1.91598
291.964,1.59449
292.082,1.29454
292.221,1.04609
292.387,0.835364
292.554,0.684379
292.76,0.549641
292.982,0.445865
293.227,0.362787
293.504,0.294905
293.798,0.242717
294.13,0.199423
294.518,0.16287
294.946,0.13395
295.39,0.112204
296.003,0.0913756
296.601,0.0769504
297.32,0.0650601
298.038,0.0571488
298.996,0.050842
299.874,0.0482881
300.273,0.0479881
301.095,0.0496303
301.918,0.0539618
302.574,0.0607938
303.109,0.0696921
303.645,0.0833351
304.074,0.0995536
304.434,0.119022
304.737,0.142273
305.024,0.173239
305.266,0.209817
305.474,0.253053
305.676,0.311649
305.862,0.388482
306.005,0.471766
306.136,0.576657
306.247,0.703552
306.33,0.835856
306.394,0.978892
306.458,1.18555
306.505,1.4118
306.548,1.69605
306.588,2.0698
306.628,2.59526
306.661,3.19559
306.694,3.99606
306.731,5.18276
306.767,6.75693
306.799,8.63503
306.836,11.4404
306.874,15.1118
306.915,20.4062
306.959,27.7281
307.007,37.9947
307.057,51.6435
307.117,71.5324
307.219,112.619
307.338,160.983
307.419,183.986
307.495,192.314
307.5,192.345
307.577,184.739
307.653,163.798
307.783,111.564
307.883,71.4437
307.944,51.196
307.997,37.0191
308.043,27.4721
308.086,20.2178
308.126,15.1225
308.165,11.3393
308.202,8.56193
308.234,6.73575
308.266,5.32064
308.298,4.23355
308.328,3.43432
308.362,2.77402
308.395,2.27892
308.435,1.84445
308.481,1.49066
308.529,1.23974
308.585,1.03705
308.649,0.876205
308.729,0.735078
308.84,0.597751
308.968,0.488003
309.117,0.396897
309.276,0.326628
309.463,0.267296
309.691,0.215556
309.952,0.174339
310.252,0.141265
310.595,0.115143
310.995,0.0942942
311.46,0.0780649
311.969,0.0660314
312.479,0.0578882
313.182,0.0508286
313.931,0.0468453
314.68,0.0454858
315.429,0.0464752
316.178,0.0498479
316.877,0.0557532
317.576,0.0655218
318.175,0.0785812
318.624,0.0927972
319.042,0.111775
319.44,0.137729
319.78,0.169737
320.072,0.208709
320.321,0.255358
320.534,0.31038
320.728,0.379635
320.898,0.463192
321.062,0.575906
321.19,0.698375
321.299,0.843111
321.397,1.02507
321.473,1.2313
321.533,1.47053
321.585,1.76324
321.634,2.16061
321.676,2.65739
321.713,3.24438
321.749,4.03807
321.784,5.05902
321.821,6.51784
321.859,8.47575
321.896,11.0743
321.933,14.4761
321.974,19.3708
322.016,25.8421
322.061,34.9072
322.113,48.0352
322.168,65.4408
322.241,94.0717
322.435,179.724
322.517,205.099
322.595,214.283
322.6,214.312
322.678,206.036
322.762,180.945
322.912,114.508
323.001,76.8303
323.062,55.5112
323.117,40.0959
323.162,29.9389
323.204,22.5844
323.244,17.043
323.281,13.1355
323.317,10.1043
323.354,7.78626
323.388,6.13047
323.422,4.8689
323.456,3.91376
323.49,3.19326
323.531,2.55836
323.572,2.10332
323.618,1.7423
323.664,1.48339
323.724,1.23883
323.8,1.02895
323.888,0.85925
323.998,0.709071
324.135,0.575294
324.299,0.461961
324.49,0.369259
324.697,0.298614
324.94,0.239781
325.177,0.198542
325.469,0.161742
325.809,0.131314
326.202,0.106794
326.66,0.0872215
327.095,0.0740607
327.572,0.0638225
328.169,0.0555122
328.766,0.0512014
329.025,0.0506482
329.427,0.0521836
329.695,0.0558414
329.896,0.0611615
330.064,0.0687979
330.174,0.0770626
330.263,0.0881574
330.327,0.101309
330.377,0.117863
330.422,0.139778
330.46,0.16708
330.498,0.205889
330.535,0.258824
330.569,0.326776
330.604,0.418707
330.638,0.541833
330.673,0.704771
330.707,0.917539
330.745,1.22605
330.784,1.64167
330.825,2.19347
330.871,2.98669
330.918,4.02337
330.979,5.69026
331.061,8.43725
331.234,14.8358
331.317,16.9464
331.396,17.7109
331.4,17.7125
331.476,17.0568
331.552,15.2414
331.671,10.9925
331.787,6.76016
331.855,4.68816
331.91,3.36211
331.957,2.47535
332.0,1.82995
332.041,1.35863
332.077,1.03832
332.112,0.789679
332.148,0.599717
332.182,0.461135
332.217,0.357053
332.251,0.279709
332.285,0.222726
332.323,0.177109
332.362,0.144926
332.401,0.121738
332.448,0.102397
332.507,0.0867482
332.567,0.0765623
332.662,0.0660541
332.804,0.0563219
332.994,0.0481798
333.231,0.0417531
333.516,0.0369198
333.84,0.033419
334.163,0.0310541
334.81,0.0282652
335.781,0.026607
336.535,0.0262689
337.737,0.027158
339.186,0.0300243
340.419,0.0344013
341.406,0.039732
342.393,0.0473145
343.256,0.0573109
343.996,0.0697639
344.612,0.0844954
345.154,0.102458
345.67,0.1269
346.089,0.154962
346.492,0.193179
346.845,0.241098
347.117,0.292652
347.388,0.364406
347.629,0.454678
347.819,0.554361
347.993,0.680797
348.156,0.846724
348.292,1.04281
348.408,1.28317
348.486,1.50874
348.563,1.82899
348.624,2.18996
348.678,2.65844
348.725,3.24231
348.766,3.93377
348.806,4.84817
348.847,6.11988
348.887,7.84719
348.928,10.1761
348.969,13.282
349.008,17.2019
349.052,22.8676
349.095,30.1844
349.143,40.2809
349.197,55.067
349.262,77.0866
349.345,112.286
349.522,193.155
349.605,220.789
349.688,232.447
349.7,232.649
349.778,224.523
349.855,201.947
349.979,147.541
350.106,89.8877
350.176,63.7172
350.235,45.8173
350.282,34.7473
350.33,25.669
350.374,19.3656
350.418,14.544
350.456,11.2778
350.493,8.89099
350.534,6.89568
350.575,5.42137
350.615,4.33769
350.656,3.54165
350.706,2.84954
350.758,2.33969
350.819,1.92954
350.889,1.60811
350.98,1.32162
351.077,1.10837
351.213,0.89714
351.36,0.735589
351.523,0.607209
351.725,0.494105
351.958,0.403095
352.229,0.329935
352.505,0.278598
352.834,0.236533
353.23,0.204077
353.596,0.185842
354.064,0.174319
354.298,0.17271
354.736,0.176732
355.174,0.19044
355.612,0.216519
355.995,0.253891
356.348,0.307089
356.647,0.374365
356.904,0.458757
357.107,0.553041
357.31,0.68624
357.484,0.850122
357.633,1.05094
357.757,1.29074
357.857,1.56752
357.94,1.90563
358.002,2.27452
358.06,2.77076
358.111,3.39625
358.154,4.14605
358.198,5.17853
358.236,6.40879
358.273,7.98828
358.311,10.0534
358.348,12.7312
358.391,16.8243
358.433,21.9155
358.478,29.1401
358.528,39.2972
358.582,53.3287
358.647,74.8766
358.729,107.93
358.921,195.034
359.01,223.48
359.093,233.792
359.1,233.846
359.183,224.831
359.266,199.973
359.407,137.488
359.519,87.8315
359.586,63.286
359.639,47.5061
359.693,34.7411
359.738,26.2954
359.784,19.7288
359.825,15.1349
359.867,11.6158
359.908,8.95896
359.947,7.06227
359.991,5.50996
360.035,4.38376
360.078,3.56632
360.128,2.89771
360.184,2.37324
360.249,1.95356
360.314,1.65962
360.408,1.36468
360.509,1.13857
360.633,0.938458
360.783,0.765511
360.957,0.621115
361.156,0.503537
361.379,0.409448
361.64,0.33198
361.906,0.276231
362.214,0.231422
362.471,0.206634
362.665,0.195661
362.756,0.194012
362.847,0.196965
362.938,0.209922
362.994,0.228076
363.051,0.260444
363.097,0.304634
363.135,0.356498
363.177,0.439116
363.219,0.556117
363.259,0.70897
363.297,0.903663
363.34,1.18853
363.382,1.56023
363.429,2.08683
363.48,2.82038
363.535,3.8155
363.612,5.52427
363.816,10.8644
363.907,12.592
363.99,13.2295
363.999,13.2372
364.076,12.7865
364.158,11.4211
364.279,8.37138
364.402,5.16131
364.473,3.61243
364.529,2.63415
364.58,1.9296
364.626,1.43425
364.669,1.07827
364.707,0.829753
364.745,0.637881
364.784,0.492191
364.822,0.383252
364.86,0.302878
364.898,0.244243
364.941,0.197905
364.984,0.165725
365.035,0.139753
365.086,0.1227
365.154,0.108139
365.239,0.0968989
365.375,0.0858565
365.601,0.0743857
365.918,0.0639924
366.394,0.0538548
366.985,0.0455004
367.811,0.037514
368.727,0.0315668
369.938,0.0260561
371.111,0.022361
372.578,0.0191904
374.338,0.0167243
376.142,0.0153149
377.976,0.0147796
379.825,0.0152874
381.057,0.0163193
382.289,0.0183657
383.175,0.0208161
383.984,0.0242621
384.658,0.0286559
385.19,0.033999
385.573,0.0397264
385.893,0.0468684
386.119,0.0544783
386.288,0.0633981
386.39,0.0722412
386.458,0.0816845
386.509,0.0923422
386.56,0.108132
386.602,0.127315
386.646,0.15526
386.686,0.191851
386.726,0.242569
386.766,0.312201
386.807,0.406631
386.847,0.532824
386.887,0.698721
386.93,0.929178
386.973,1.2254
387.021,1.64982
387.075,2.24787
387.134,3.06773
387.214,4.44039
387.417,8.36012
387.509,9.60466
387.594,10.0583
387.6,10.0607
387.677,9.73561
387.76,8.73546
387.889,6.3525
388.015,3.94938
388.086,2.81047
388.144,2.06383
388.198,1.5192
388.247,1.13249
388.292,0.862574
388.336,0.658183
388.376,0.520299
388.417,0.417499
388.461,0.335508
388.506,0.279194
388.548,0.243481
388.598,0.216597
388.647,0.201134
388.73,0.190948
388.763,0.190323
388.845,0.193937
388.978,0.209409
389.15,0.242569
389.31,0.287837
389.442,0.340784
389.562,0.406905
389.674,0.496052
389.748,0.582739
389.815,0.694431
389.87,0.831271
389.918,0.999333
389.966,1.23977
390.006,1.52099
390.042,1.86192
390.082,2.37277
390.122,3.06897
390.161,4.01033
390.201,5.26959
390.239,6.83823
390.281,9.09572
390.323,12.021
390.369,16.2057
390.415,21.4435
390.471,29.4847
390.538,41.5575
390.628,61.9176
390.815,108.267
390.904,123.957
390.991,130.169
391.0,130.228
391.086,125.073
391.174,110.432
391.33,72.5137
391.437,46.7808
391.504,33.7226
391.558,25.0203
391.61,18.4083
391.659,13.5108
391.702,10.2187
391.744,7.66715
391.781,5.94025
391.821,4.5166
391.861,3.44593
391.901,2.65009
391.941,2.06392
391.981,1.63474
392.021,1.32118
392.061,1.09154
392.108,0.893776
392.164,0.73457
392.228,0.611057
392.297,0.518582
392.382,0.438045
392.488,0.366041
392.616,0.303451
392.776,0.246931
392.962,0.199829
393.153,0.164772
393.376,0.134888
393.637,0.109707
393.934,0.0890966
394.275,0.0723233
394.654,0.059007
395.059,0.0487991
395.497,0.0408198
396.103,0.0329735
396.71,0.0274888
397.35,0.0233658
398.193,0.0195962
399.036,0.0171045
399.979,0.0151233
400.788,0.0139764
401.867,0.0130423
403.163,0.0126295
404.362,0.0129897
405.56,0.0142113
406.378,0.0157777
407.059,0.0178108
407.74,0.0209669
408.312,0.0250027
408.802,0.0301036
409.211,0.0362032
409.592,0.0444597
409.919,0.054722
410.194,0.0670465
410.434,0.0822885
410.649,0.101531
410.83,0.124277
410.993,0.153289
411.122,0.185704
411.229,0.224481
411.311,0.267839
411.38,0.322333
411.431,0.382223
411.483,0.468993
411.526,0.572705
411.569,0.7186
411.607,0.900718
411.646,1.14893
411.685,1.48561
411.723,1.93875
411.762,2.54254
411.802,3.36272
411.839,4.37003
411.882,5.85865
411.925,7.77891
411.973,10.4781
412.024,14.2235
412.084,19.749
412.155,27.8734
412.263,42.8393
412.414,64.5105
412.512,74.1097
412.6,77.1124
412.683,74.3629
412.779,65.301
412.935,43.1089
413.043,28.1148
413.113,19.9533
413.171,14.5685
413.225,10.6502
413.273,7.86242
413.314,5.99076
413.357,4.47329
413.395,3.44466
413.432,2.64535
413.466,2.09412
413.504,1.60216
413.543,1.23545
413.582,0.964412
413.62,0.765221
413.659,0.619178
413.704,0.497007
413.753,0.405897
413.801,0.342094
413.859,0.288471
413.936,0.24004
414.039,0.197238
414.168,0.161078
414.319,0.131555
414.499,0.106467
414.705,0.086209
414.937,0.0700667
415.212,0.0566041
415.51,0.0463466
415.853,0.0379234
416.195,0.0318435
416.672,0.0258835
417.148,0.0217827
417.719,0.0183128
418.481,0.0151579
419.243,0.0130664
420.157,0.011411
421.376,0.0100403
422.595,0.0092389
424.424,0.00875031
425.033,0.00872298
426.69,0.00903221
428.347,0.00997677
429.728,0.0115503
430.694,0.0134879
431.385,0.01564
432.006,0.0185047
432.524,0.022
432.956,0.0262828
433.352,0.0320377
433.663,0.0385054
433.944,0.0467919
434.203,0.0578248
434.388,0.0689493
434.563,0.0835082
434.715,0.101263
434.842,0.122538
434.926,0.142773
435.003,0.170227
435.062,0.200728
435.11,0.237122
435.159,0.289212
435.199,0.349287
435.24,0.434127
435.281,0.551763
435.315,0.683613
435.349,0.855704
435.383,1.079
435.42,1.39473
435.455,1.78167
435.496,2.3674
435.537,3.13078
435.578,4.10948
435.622,5.47455
435.671,7.36186
435.725,9.98509
435.787,13.8127
435.866,19.8221
436.104,41.3022
436.205,47.7597
436.295,49.9222
436.3,49.927
436.387,48.0763
436.474,42.9484
436.612,30.9475
436.742,19.1574
436.818,13.4743
436.879,9.77131
436.933,7.19575
436.981,5.34684
437.025,4.03754
437.069,3.01633
437.108,2.31178
437.254,0.845993
437.292,0.660988
437.331,0.519109
437.371,0.41547
437.415,0.332845
437.458,0.274434
437.511,0.225882
437.571,0.188632
437.647,0.158114
437.723,0.137664
437.85,0.114862
438.006,0.0965156
438.171,0.0835548
438.392,0.0725737
438.612,0.0664991
438.862,0.0642388
439.083,0.0663162
439.275,0.0721255
439.419,0.0804386
439.515,0.0895869
439.587,0.100185
439.659,0.116873
439.71,0.135016
439.761,0.16185
439.807,0.19733
439.847,0.242033
439.888,0.304119
439.928,0.389935
439.964,0.490826
440.004,0.640586
440.042,0.835036
440.081,1.08948
440.12,1.41788
440.159,1.8356
440.205,2.47176
440.256,3.37629
440.311,4.64361
440.368,6.28888
440.442,8.91881
440.555,13.8038
440.701,20.3186
440.8,23.4862
440.891,24.6606
440.9,24.6695
440.983,23.8521
441.071,21.3604
441.208,15.5012
441.343,9.49483
441.417,6.76055
441.48,4.87838
441.535,3.56084
441.586,2.61467
441.628,1.99312
441.674,1.47646
441.712,1.13399
441.751,0.867821
441.79,0.663759
441.828,0.510843
441.866,0.398325
441.903,0.313922
441.94,0.251035
441.982,0.200001
442.023,0.163414
442.065,0.137086
442.118,0.113781
442.178,0.0960037
442.25,0.0819276
442.346,0.0697003
442.466,0.0595637
442.621,0.0505851
442.815,0.0428598
443.047,0.0365543
443.326,0.0314852
443.727,0.026845
444.208,0.0235344
444.757,0.0214923
445.533,0.0202635
445.922,0.0201098
446.793,0.0207577
447.664,0.022535
448.487,0.0254264
449.334,0.0300913
450.06,0.0361634
450.665,0.0437381
451.148,0.0523882
451.588,0.0633701
451.996,0.0778687
452.345,0.0955692
452.643,0.11675
452.922,0.14482
453.165,0.179553
453.379,0.223466
453.554,0.274094
453.705,0.335333
453.833,0.410749
453.932,0.49512
454.005,0.587442
454.07,0.704699
454.125,0.849995
454.171,1.01979
454.217,1.25443
454.263,1.58093
454.301,1.94915
454.34,2.43326
454.378,3.06639
454.422,4.02101
454.465,5.26532
454.508,6.88959
454.551,8.97738
454.597,11.8814
454.648,15.8872
454.703,21.4176
454.766,29.3096
454.843,41.203
454.988,68.5326
455.123,92.8235
455.219,104.027
455.3,107.22
455.388,103.391
455.477,92.7584
455.616,67.6207
455.754,41.6846
455.835,29.0748
455.898,21.2375
455.954,15.7508
456.004,11.7793
456.049,9.02693
456.092,6.93163
456.135,5.30045
456.177,4.04996
456.22,3.10444
456.263,2.39787
456.302,1.92346
456.34,1.56259
456.386,1.24252
456.432,1.01239
456.478,0.845747
456.533,0.703028
456.589,0.60172
456.662,0.506561
456.754,0.424871
456.871,0.353361
457.018,0.290317
457.202,0.23551
457.386,0.196772
457.607,0.163521
457.877,0.135298
458.184,0.11361
458.491,0.0989677
458.864,0.0873927
459.247,0.0804694
459.757,0.0770711
460.228,0.079096
460.699,0.0863412
461.052,0.0961773
461.405,0.111743
461.723,0.133402
461.971,0.158198
462.177,0.187242
462.378,0.227216
462.559,0.279316
462.688,0.333133
462.796,0.399041
462.879,0.474252
462.941,0.557059
462.993,0.654996
463.044,0.793949
463.091,0.971228
463.137,1.22035
463.176,1.50401
463.214,1.88036
463.257,2.43471
463.298,3.15431
463.337,4.03609
463.376,5.16641
463.421,6.86944
463.466,9.07195
463.516,12.2264
463.57,16.5788
463.634,23.0537
463.705,32.1859
463.808,48.5602
463.993,80.3484
464.093,92.8188
464.188,97.8011
464.2,97.874
464.287,94.6089
464.373,85.4502
464.52,62.0453
464.641,42.307
464.716,32.5857
464.778,26.6483
464.835,23.0554
464.882,21.4605
464.914,21.0718
464.964,21.5091
465.02,23.4112
465.096,27.84
465.325,46.2019
465.424,51.3965
465.497,52.6549
465.587,50.7478
465.689,44.5227
465.856,29.3482
465.969,19.2144
466.042,13.8205
466.107,9.90163
466.163,7.28754
466.213,5.42202
466.258,4.13356
466.3,3.16734
466.343,2.41688
466.385,1.84317
466.428,1.41084
466.47,1.08919
466.511,0.86205
466.551,0.69358
466.591,0.569136
466.642,0.458291
466.692,0.381888
466.753,0.319638
466.82,0.273936
466.899,0.237418
467.004,0.204206
467.161,0.17029
467.351,0.141909
467.592,0.116662
467.874,0.0959845
468.206,0.0790778
468.574,0.0659536
469.029,0.0545943
469.547,0.045621
470.151,0.0384934
470.823,0.0332288
471.656,0.0289399
472.655,0.0257904
473.95,0.023953
474.912,0.0234985
476.516,0.0246569
477.719,0.0268767
479.082,0.0312243
480.045,0.0358241
481.062,0.0431181
481.939,0.0522674
482.69,0.0634734
483.361,0.077667
483.935,0.0947068
484.471,0.116918
484.904,0.141861
485.349,0.177629
485.71,0.218298
486.054,0.27248
486.33,0.333074
486.6,0.415725
486.837,0.517882
487.039,0.640894
487.22,0.794479
487.378,0.985291
487.507,1.21042
487.606,1.45599
487.685,1.73414
487.754,2.07748
487.818,2.53601
487.875,3.09888
487.931,3.88749
487.98,4.83862
488.031,6.16528
488.082,7.96153
488.132,10.3693
488.183,13.5533
488.231,17.4359
488.287,23.2247
488.343,30.7082
488.413,42.4889
488.493,59.6205
488.612,91.0159
488.784,138.343
488.881,158.052
488.98,167.301
489.0,167.565
489.099,160.889
489.203,141.477
489.489,63.897
489.571,45.6871
489.638,33.6618
489.699,25.016
489.755,18.7644
489.806,14.3898
489.856,11.0112
489.906,8.5079
489.955,6.61877
490.004,5.20777
490.053,4.16084
490.107,3.32945
490.166,2.67441
490.225,2.20989
490.284,1.87333
490.363,1.55292
490.465,1.27039
490.577,1.05263
490.713,0.866179
490.882,0.700041
491.079,0.562838
491.299,0.454191
491.535,0.370035
491.794,0.302982
492.11,0.244162
492.482,0.195193
492.876,0.15839
493.327,0.128451
493.8,0.105981
494.352,0.0871937
494.949,0.0727903
495.669,0.060674
496.51,0.0513699
497.408,0.0454575
498.306,0.0424267
498.905,0.0419129
499.518,0.0429869
500.131,0.0463021
500.591,0.0509945
501.051,0.0587545
501.406,0.0681844
501.696,0.0797326
501.938,0.0937432
502.162,0.112599
502.347,0.135216
502.5,0.162816
502.608,0.191303
502.703,0.229157
502.772,0.271685
502.831,0.325966
502.881,0.391395
502.93,0.484704
502.971,0.591303
503.009,0.726243
503.048,0.90506
503.086,1.14094
503.128,1.48568
503.171,1.94507
503.212,2.54101
503.252,3.26721
503.298,4.35681
503.344,5.75928
503.397,7.81542
503.45,10.4267
503.511,14.2491
503.584,19.8656
503.687,29.7035
503.886,50.3463
503.991,58.21
504.089,61.1948
504.1,61.2226
504.189,59.1886
504.283,53.0759
504.416,39.9752
504.575,23.5931
504.654,16.8126
504.724,11.9559
504.784,8.67475
504.839,6.35098
504.889,4.72934
504.933,3.60603
504.977,2.73289
505.016,2.12371
505.056,1.65081
505.095,1.28765
505.135,1.01144
505.177,0.793107
505.216,0.63928
505.26,0.513489
505.304,0.422484
505.357,0.34542
505.418,0.284863
505.489,0.239362
505.568,0.205465
505.673,0.175367
505.805,0.150043
505.954,0.130032
506.148,0.112045
506.39,0.0972432
506.631,0.087859
506.986,0.0804341
507.341,0.0783392
507.7,0.080723
508.059,0.0879442
508.328,0.0974689
508.597,0.11205
508.846,0.132341
509.055,0.157324
509.229,0.187222
509.377,0.224062
509.489,0.264227
509.578,0.311469
509.656,0.373942
509.716,0.445048
509.768,0.534506
509.82,0.662813
509.864,0.812771
509.907,1.01756
509.951,1.29666
509.99,1.63789
510.027,2.0538
510.065,2.58603
510.109,3.41585
510.154,4.50387
510.199,5.90808
510.246,7.80146
510.3,10.6143
510.36,14.5535
510.424,19.9454
510.503,28.0609
510.623,43.2843
510.786,64.5869
510.884,73.9645
510.98,78.1169
511.0,78.2429
511.093,75.4298
511.187,67.6166
511.337,48.6394
511.484,29.6173
511.563,21.1068
511.632,15.1586
511.688,11.3207
511.744,8.29629
511.794,6.18576
511.837,4.75989
511.881,3.64355
511.924,2.78255
511.968,2.12765
512.01,1.64776
512.053,1.27878
512.097,1.00665
512.14,0.80703
512.183,0.66089
512.236,0.535891
512.295,0.438637
512.357,0.370358
512.419,0.322928
512.518,0.271859
512.642,0.230605
512.774,0.200836
512.935,0.175674
513.148,0.154009
513.416,0.139656
513.65,0.135977
513.862,0.13953
514.075,0.151034
514.234,0.167282
514.367,0.189517
514.473,0.218519
514.552,0.253371
514.616,0.296101
514.669,0.348282
514.722,0.423633
514.77,0.520433
514.818,0.656337
514.863,0.834093
514.902,1.04387
514.942,1.31747
514.986,1.71145
515.03,2.22706
515.078,2.96126
515.125,3.91289
515.178,5.27418
515.237,7.20028
515.303,9.9979
515.383,14.2442
515.483,20.8466
515.684,35.0089
515.785,40.2284
515.885,42.4267
515.9,42.4631
515.991,41.0191
516.099,36.0165
516.271,24.0716
516.397,15.4359
516.477,10.9617
516.542,8.01986
516.599,5.96234
516.652,4.45189
516.699,3.41111
516.745,2.59451
516.791,1.96532
516.838,1.48862
516.88,1.16392
516.921,0.917258
516.963,0.731678
517.005,0.593126
517.051,0.480633
517.097,0.400998
517.149,0.337244
517.21,0.287417
517.28,0.251184
517.367,0.224761
517.471,0.21064
517.506,0.20956
517.576,0.213655
517.645,0.229006
517.713,0.261103
517.77,0.308144
517.815,0.365458
517.861,0.447135
517.906,0.561434
517.952,0.718657
517.997,0.931231
518.042,1.20635
518.087,1.57277
518.132,2.04229
518.182,2.69272
518.24,3.661
518.3,4.95159
518.375,6.91778
518.471,10.0304
518.692,17.8996
518.799,20.5266
518.898,21.4023
