94-Pu-241(n,&gamma;) ENDF/B-VII.1
76.1859,18.5146
76.2129,14.9702
76.2446,11.8729
76.277,9.61252
76.3095,8.0265
76.342,6.9187
76.3791,6.05821
76.4223,5.42619
76.4733,5.0338
76.5244,4.93493
76.5769,5.13799
76.6163,5.56049
76.6492,6.18887
76.682,7.22072
76.7083,8.49804
76.7346,10.3791
76.759,12.9035
76.7804,15.941
76.8019,19.9784
76.8263,26.1262
76.8488,33.5162
76.8734,43.7973
76.904,60.2119
76.9409,85.0614
77.0397,163.925
77.082,188.688
77.1205,198.491
77.1274,198.731
77.1679,190.679
77.2102,167.334
77.3211,79.782
77.3545,57.9216
77.3836,42.6376
77.4099,31.8636
77.4334,24.4342
77.4569,18.7631
77.4804,14.5262
77.5016,11.6819
77.5262,9.24684
77.5509,7.51225
77.5791,6.12633
77.6073,5.16641
77.639,4.41164
77.6813,3.72698
77.7342,3.15809
77.8082,2.63608
77.8963,2.22964
78.0021,1.90664
78.1125,1.67983
78.2629,1.48059
78.4133,1.36389
78.6388,1.29808
78.8268,1.33125
79.0148,1.4558
79.1558,1.63364
79.2732,1.86808
79.3907,2.23085
79.4788,2.64598
79.5523,3.15605
79.611,3.74904
79.6609,4.4755
79.705,5.40614
79.7446,6.63266
79.7784,8.14168
79.8078,9.97278
79.8372,12.4836
79.8665,15.9082
79.8959,20.5111
79.9253,26.5556
79.9591,35.5543
79.9987,49.0152
80.0661,77.1496
80.1248,101.074
80.1729,114.011
80.2093,117.233
80.2499,113.331
80.2905,102.416
80.3629,73.0577
80.4245,47.9488
80.465,34.7036
80.4998,25.9657
80.5317,19.9494
80.5626,15.6601
80.5936,12.5807
80.6245,10.4175
80.6554,8.92369
80.6941,7.71301
80.7327,6.99846
80.7714,6.62524
80.81,6.50973
80.868,6.75215
80.926,7.52384
80.9733,8.65586
81.0168,10.232
81.0603,12.482
81.1086,15.9695
81.1618,21.1701
81.2338,30.228
81.3202,41.4875
81.3686,45.9475
81.4208,47.8772
81.4663,46.7395
81.5268,41.6614
81.6796,22.6253
81.7361,17.1045
81.7843,13.5513
81.8324,10.9284
81.8806,9.02886
81.9322,7.5723
81.9942,6.35764
82.0527,5.56036
82.125,4.87792
82.1972,4.42056
82.2936,4.05649
82.4037,3.9178
82.507,4.07006
82.5741,4.37242
82.6412,4.94318
82.6859,5.58112
82.7307,6.58496
82.7642,7.73144
82.796,9.30572
82.827,11.5002
82.8546,14.2104
82.8821,17.8613
82.9113,23.0322
82.9423,30.2405
82.9784,41.1642
83.0232,58.3234
83.1243,102.529
83.1652,115.532
83.2075,121.642
83.2161,121.809
83.2593,117.059
83.3049,103.268
83.4267,50.5867
83.4672,36.2627
83.5005,27.0488
83.5296,20.8192
83.5574,16.2798
83.5851,12.8655
83.6143,10.2335
83.6434,8.33607
83.6767,6.80955
83.71,5.75232
83.7488,4.90512
83.7904,4.29031
83.8459,3.75668
83.9014,3.42464
83.9902,3.14509
84.13,3.02089
84.3342,2.88307
84.5117,2.73601
84.5228,2.73565
84.6338,2.83178
84.7337,3.11469
84.8169,3.56209
84.8862,4.18762
84.9417,4.98788
84.9889,6.03192
85.0305,7.39329
85.0679,9.12752
85.1037,11.3788
85.1436,14.7275
85.189,19.7168
85.253,28.6225
85.3462,42.2969
85.4054,48.4728
85.4591,51.1751
85.4863,51.5176
85.5568,50.0271
85.6575,44.2793
85.746,36.3205
85.8927,20.2079
85.9491,15.2918
85.9935,12.3562
86.0416,10.0482
86.0849,8.60659
86.1296,7.59341
86.1832,6.83048
86.241,6.39598
86.307,6.27256
86.3637,6.47387
86.4204,7.04216
86.4676,7.95169
86.5055,9.14763
86.5385,10.7308
86.5716,13.0625
86.6,15.9037
86.6301,20.0708
86.661,25.9621
86.6919,33.8675
86.7237,44.424
86.7624,60.7672
86.8191,90.5387
86.8949,131.724
86.943,149.69
86.9867,155.391
87.0284,149.99
87.0765,132.287
87.2046,63.4198
87.2415,47.1999
87.2721,36.381
87.3027,27.8949
87.333,21.5324
87.3631,16.8651
87.3933,13.497
87.4242,11.0501
87.4535,9.42617
87.487,8.15462
87.5205,7.32456
87.5539,6.81238
87.6092,6.47996
87.6138,6.47671
87.6594,6.62822
87.7071,7.1271
87.7682,8.2272
87.9162,11.7598
87.9771,12.558
88.0039,12.6245
88.0547,12.2193
88.1163,10.9103
88.2716,6.26269
88.3294,4.90743
88.3842,3.96081
88.439,3.29927
88.4887,2.88797
88.5496,2.55648
88.6105,2.35243
88.6917,2.20589
88.8102,2.14648
89.0409,2.27188
89.2303,2.35567
89.3673,2.28844
89.599,1.95735
89.7571,1.72372
89.8887,1.61337
89.9282,1.60386
90.0138,1.63556
90.083,1.73314
90.1521,1.92948
90.2097,2.20714
90.2673,2.63596
90.3249,3.26732
90.3855,4.18885
90.4731,5.93146
90.5606,7.6908
90.6062,8.3353
90.6666,8.65386
90.7248,8.30375
90.7826,7.40963
90.9347,4.21337
90.9925,3.23528
91.0467,2.54142
91.0921,2.11112
91.1405,1.78133
91.1889,1.56271
91.2275,1.46042
91.2662,1.42279
91.3049,1.45383
91.3436,1.55761
91.3982,1.8233
91.5219,2.63119
91.574,2.80718
91.5915,2.81811
91.64,2.70922
91.696,2.36575
91.8127,1.40785
91.8602,1.10473
91.9009,0.917985
91.9416,0.793508
91.9741,0.732173
92.0164,0.695514
92.0294,0.693445
92.0685,0.715336
92.1077,0.790235
92.1404,0.911396
92.1666,1.06322
92.1927,1.28049
92.2188,1.58091
92.2482,2.04082
92.2782,2.66431
92.3102,3.51761
92.3556,5.03338
92.4544,8.71294
92.5014,9.8878
92.5417,10.234
92.5815,9.89338
92.6274,8.75689
92.7118,5.62043
92.7604,3.89421
92.7979,2.8196
92.8286,2.13594
92.8563,1.66431
92.8829,1.32255
92.9102,1.06696
92.9375,0.887034
92.9648,0.763973
92.999,0.66667
93.04,0.603826
93.0924,0.573602
93.1096,0.571728
93.1726,0.590885
93.2299,0.647119
93.2745,0.729091
93.3149,0.85009
93.3503,1.01017
93.3857,1.24105
93.4211,1.56456
93.4592,2.03926
93.5017,2.73998
93.5556,3.86518
93.6419,5.81533
93.6937,6.65737
93.7415,6.95312
93.7433,6.95363
93.7822,6.77553
93.8226,6.24017
93.89,4.83587
93.9696,3.06259
94.0141,2.26649
94.0507,1.7596
94.0864,1.38749
94.1221,1.11834
94.1528,0.952708
94.1936,0.80082
94.241,0.691575
94.2885,0.626921
94.3518,0.580063
94.4584,0.553506
94.4701,0.553129
94.587,0.569618
94.7163,0.629421
94.8263,0.72492
94.9226,0.861035
95.0051,1.03762
95.0835,1.27621
95.1798,1.67774
95.3578,2.55092
95.4484,2.83822
95.5844,3.06366
95.6284,3.27094
95.6615,3.57192
95.6978,4.12381
95.7317,4.91543
95.7704,6.2103
95.8133,8.16161
95.9432,15.4926
95.9892,17.1889
96.0276,17.6655
96.0723,17.0144
96.1239,14.8738
96.2428,7.90056
96.2821,6.01376
96.3158,4.7524
96.3495,3.81672
96.3832,3.16689
96.4183,2.73303
96.4534,2.47944
96.5019,2.31575
96.6889,2.14908
96.9046,1.70406
96.9945,1.62365
97.0632,1.65427
97.1319,1.77745
97.203,2.01679
97.2741,2.38194
97.3902,3.20639
97.513,4.08188
97.6221,4.55749
97.7349,4.96736
97.8003,5.48993
97.8552,6.31187
97.9024,7.45775
97.9418,8.85037
97.9813,10.7573
98.0275,13.8048
98.0727,17.7637
98.1311,24.3617
98.2643,42.1145
98.3222,47.5776
98.3771,49.4374
98.4201,48.2649
98.4756,43.6778
98.573,30.9712
98.6506,20.9588
98.7043,15.4988
98.7521,11.8203
98.7939,9.41196
98.836,7.60777
98.8811,6.20254
98.9262,5.19818
98.9733,4.45417
99.0312,3.83112
99.0891,3.4343
99.147,3.20383
99.2223,3.10527
99.3092,3.24902
99.3961,3.66672
99.4992,4.47698
99.6393,5.69421
99.7067,6.03225
99.7459,6.08891
99.82,5.88426
99.9058,5.21916
100.088,3.36153
100.171,2.70359
100.257,2.225
100.343,1.92096
100.428,1.7428
100.522,1.6528
100.573,1.63971
100.692,1.68396
100.837,1.84781
100.944,2.0807
101.008,2.35016
101.059,2.73103
101.101,3.24955
101.135,3.86406
101.167,4.64994
101.206,5.95743
101.244,7.71212
101.292,10.4802
101.417,19.3969
101.469,22.0558
101.516,23.0055
101.519,23.0103
101.567,22.1702
101.618,19.655
101.756,9.83021
101.8,7.27127
101.839,5.51004
101.875,4.31885
101.91,3.44557
101.946,2.81851
101.986,2.34064
102.033,1.98576
102.087,1.74226
102.14,1.59528
102.235,1.44744
102.44,1.27901
102.669,1.14118
102.833,1.09715
102.921,1.12388
102.997,1.20756
103.054,1.34506
103.091,1.50421
103.129,1.75569
103.162,2.09342
103.194,2.56624
103.221,3.14726
103.249,3.93302
103.276,4.97453
103.308,6.54202
103.341,8.71214
103.381,11.9668
103.438,17.8307
103.521,26.7933
103.572,30.6555
103.62,31.9398
103.664,30.8072
103.705,28.0142
103.774,20.8783
103.845,13.1371
103.886,9.51398
103.921,7.05069
103.951,5.35535
103.981,4.05605
104.011,3.1141
104.037,2.49695
104.066,1.97515
104.096,1.60017
104.128,1.31135
104.165,1.07972
104.209,0.899123
104.258,0.761658
104.321,0.646509
104.394,0.553896
104.487,0.474544
104.616,0.400756
104.768,0.344434
104.971,0.296961
105.236,0.260499
105.557,0.237877
105.878,0.230822
106.164,0.236622
106.451,0.256899
106.666,0.286973
106.845,0.328958
106.989,0.381962
107.116,0.455117
107.208,0.534737
107.281,0.627304
107.34,0.733829
107.396,0.880128
107.44,1.05084
107.479,1.26332
107.517,1.55827
107.553,1.94778
107.589,2.48906
107.621,3.13666
107.657,4.1099
107.697,5.53394
107.741,7.52073
107.808,11.2683
107.891,15.9912
107.944,18.0629
107.991,18.706
108.031,18.2717
108.085,16.381
108.167,11.8493
108.234,8.09205
108.279,6.01654
108.317,4.64684
108.352,3.68326
108.388,2.94913
108.424,2.43369
108.46,2.08831
108.497,1.87101
108.542,1.73022
108.582,1.6968
108.622,1.72965
108.676,1.86096
108.743,2.15429
108.82,2.66265
109.011,4.25604
109.081,4.63912
109.135,4.73372
109.201,4.58883
109.281,4.09772
109.462,2.59771
109.536,2.1471
109.613,1.83337
109.685,1.65165
109.995,1.17408
110.162,0.904126
110.255,0.797371
110.405,0.691894
110.72,0.514438
110.939,0.389823
111.083,0.33028
111.218,0.291214
111.405,0.256557
111.578,0.238543
111.817,0.229923
112.028,0.237644
112.21,0.261145
112.323,0.28918
112.407,0.322278
112.491,0.37374
112.559,0.439882
112.606,0.508913
112.653,0.61077
112.694,0.742685
112.729,0.903451
112.762,1.11118
112.796,1.40033
112.83,1.78609
112.868,2.35242
112.907,3.1007
112.959,4.36232
113.087,7.97187
113.137,8.95178
113.19,9.347
113.191,9.3472
113.243,8.98106
113.298,7.90032
113.436,4.02297
113.485,2.90724
113.525,2.19475
113.56,1.69796
113.594,1.34424
113.628,1.0771
113.662,0.881187
113.701,0.721872
113.74,0.611175
113.782,0.527255
113.839,0.453645
113.91,0.397373
113.967,0.369162
114.068,0.341375
114.169,0.334291
114.274,0.348109
114.353,0.379278
114.413,0.425001
114.459,0.48084
114.505,0.565323
114.55,0.691117
114.593,0.860564
114.635,1.08548
114.685,1.43567
114.755,2.05689
114.845,2.88635
114.904,3.25308
114.951,3.35833
115.004,3.25038
115.056,2.95081
115.202,1.74445
115.251,1.44657
115.293,1.27236
115.338,1.16451
115.386,1.12555
115.401,1.12519
115.585,1.2449
115.597,1.24546
115.661,1.21322
115.751,1.0832
115.9,0.808096
115.987,0.701797
116.074,0.652985
116.118,0.647388
116.214,0.670894
116.321,0.748439
116.427,0.882199
116.509,1.04022
116.591,1.26774
116.663,1.54762
116.73,1.91222
116.8,2.43316
116.874,3.18269
116.959,4.31196
117.128,6.86935
117.201,7.60908
117.264,7.82089
117.319,7.6389
117.387,6.98995
117.528,4.87917
117.624,3.49547
117.695,2.68967
117.761,2.12428
117.827,1.70383
117.894,1.38938
117.964,1.15118
118.046,0.951221
118.143,0.790739
118.252,0.669822
118.362,0.59509
118.467,0.561096
118.494,0.559276
118.573,0.576719
118.634,0.625116
118.681,0.691088
118.736,0.813009
118.795,1.00537
118.89,1.4204
118.973,1.77877
119.038,1.94247
119.068,1.96314
119.117,1.91443
119.183,1.70981
119.339,1.00087
119.398,0.794491
119.443,0.681502
119.487,0.601253
119.535,0.545212
119.582,0.513276
119.651,0.498077
119.724,0.511665
119.81,0.561184
119.883,0.633044
119.991,0.785131
120.127,1.0051
120.219,1.1036
120.279,1.12265
120.367,1.08237
120.607,0.818514
120.691,0.763294
120.785,0.740918
120.899,0.762749
121.013,0.831399
121.13,0.951681
121.236,1.11283
121.341,1.34098
121.441,1.64326
121.532,2.0268
121.611,2.47328
121.69,3.08472
121.759,3.82494
121.824,4.78054
121.887,6.03021
121.962,8.00028
122.086,12.213
122.173,14.9661
122.218,15.9085
122.275,16.3731
122.339,15.837
122.404,14.2811
122.584,8.41351
122.65,6.7338
122.704,5.75555
122.757,5.09898
122.802,4.79902
122.832,4.72933
122.878,4.88094
122.921,5.37108
122.957,6.1471
122.993,7.36311
123.029,9.14028
123.067,11.7783
123.108,15.5788
123.152,20.8177
123.236,33.1346
123.307,43.1491
123.362,47.9461
123.398,49.005
123.445,47.5777
123.496,42.7844
123.571,31.8576
123.65,19.9698
123.696,14.3427
123.731,10.8357
123.766,8.15698
123.795,6.4312
123.826,5.0314
123.855,4.03574
123.888,3.20209
123.917,2.67368
123.952,2.21047
123.995,1.83752
124.032,1.60916
124.093,1.36392
124.176,1.15266
124.272,0.99248
124.411,0.835523
124.583,0.704444
124.756,0.614973
124.955,0.547199
125.154,0.509385
125.311,0.499575
125.458,0.50999
125.579,0.543336
125.668,0.598518
125.734,0.67148
125.811,0.802135
125.907,1.03702
126.006,1.29211
126.068,1.39751
126.127,1.4267
126.2,1.3622
126.327,1.09363
126.436,0.872196
126.52,0.760063
126.608,0.692685
126.699,0.659841
126.778,0.651645
126.941,0.673575
127.136,0.755772
127.31,0.884886
127.461,1.05704
127.59,1.27118
127.701,1.53298
127.791,1.83586
127.865,2.20951
127.917,2.59785
127.962,3.08103
127.999,3.65568
128.036,4.46925
128.07,5.49525
128.105,6.97842
128.138,8.86914
128.17,11.3391
128.207,15.02
128.245,19.9036
128.294,27.8953
128.436,55.7791
128.494,63.8866
128.544,66.5766
128.548,66.5886
128.597,64.3279
128.643,58.5575
128.723,43.3674
128.805,27.285
128.854,19.4455
128.893,14.5402
128.929,11.0903
128.961,8.69303
128.992,6.94114
129.024,5.6119
129.061,4.49937
129.092,3.82338
129.134,3.19973
129.183,2.74164
129.238,2.4272
129.293,2.24348
129.375,2.11966
129.4,2.10923
129.472,2.14142
129.564,2.32448
129.649,2.66326
129.723,3.13973
129.796,3.82479
129.881,4.87687
130.097,8.28626
130.181,9.90612
130.227,11.1742
130.272,13.0592
130.313,15.6047
130.35,18.8945
130.387,23.4094
130.429,30.3781
130.475,40.5014
130.539,58.1111
130.648,91.5742
130.709,104.372
130.762,108.291
130.809,105.112
130.867,93.7178
130.958,65.9822
131.035,42.7307
131.08,31.5967
131.122,23.4978
131.158,18.0166
131.195,13.8411
131.23,10.8315
131.265,8.60423
131.304,6.81582
131.346,5.47428
131.393,4.43218
131.445,3.64204
131.502,3.04465
131.565,2.58814
131.643,2.18964
131.729,1.88706
131.846,1.61521
131.986,1.42336
132.08,1.35184
132.226,1.31099
132.382,1.35685
132.499,1.4607
132.629,1.6685
132.735,1.93898
132.843,2.34814
132.926,2.79392
133.009,3.41464
133.076,4.13607
133.13,5.00465
133.177,6.12152
133.219,7.57326
133.255,9.36165
133.29,11.7039
133.329,15.2085
133.368,19.8441
133.411,26.3729
133.47,37.5608
133.583,61.1416
133.643,69.9476
133.697,72.6859
133.752,69.6569
133.803,62.3496
133.898,42.3022
133.969,27.8372
134.016,20.0825
134.051,15.4677
134.088,11.7342
134.123,8.99996
134.158,6.97601
134.192,5.56936
134.229,4.45244
134.266,3.66598
134.303,3.10778
134.345,2.65616
134.404,2.23273
134.474,1.90089
134.557,1.64185
134.674,1.39462
134.806,1.20723
134.994,1.02384
135.206,0.884617
135.417,0.795741
135.615,0.757601
135.68,0.756781
135.81,0.780865
135.907,0.83716
135.971,0.913628
136.02,1.01267
136.068,1.17779
136.109,1.40056
136.141,1.6649
136.174,2.03781
136.206,2.55599
136.238,3.26125
136.271,4.19685
136.307,5.57274
136.348,7.56311
136.399,10.7283
136.533,20.2127
136.592,22.9749
136.64,23.7383
136.69,22.9104
136.75,20.0252
136.9,9.50703
136.947,6.85916
136.986,5.10296
137.02,3.95036
137.053,3.06725
137.087,2.42055
137.121,1.96081
137.151,1.67207
137.189,1.42709
137.234,1.24972
137.28,1.15342
137.346,1.09824
137.368,1.09506
137.453,1.13236
137.546,1.2553
137.634,1.46659
137.708,1.74635
137.776,2.11704
137.844,2.63069
137.923,3.44162
138.036,4.94592
138.145,6.42129
138.217,7.08847
138.284,7.30305
138.352,7.07355
138.43,6.34245
138.634,3.6479
138.713,2.8461
138.785,2.3179
138.86,1.93558
138.923,1.72234
138.999,1.55926
139.074,1.47108
139.144,1.44106
139.245,1.4733
139.345,1.597
139.44,1.8232
139.515,2.12674
139.571,2.47484
139.628,2.99486
139.674,3.62426
139.72,4.5206
139.762,5.65822
139.8,7.09219
139.838,8.93477
139.881,11.7434
139.932,16.009
139.994,22.5145
140.125,37.8457
140.178,42.3262
140.233,44.3469
140.243,44.3938
140.298,42.8462
140.352,38.8034
140.451,27.528
140.531,18.3356
140.583,13.5775
140.629,10.3035
140.666,8.28059
140.707,6.57284
140.748,5.32734
140.791,4.39314
140.834,3.7474
140.878,3.30524
140.921,3.00544
140.979,2.75716
141.057,2.60387
141.084,2.58827
141.176,2.64864
141.269,2.88448
141.338,3.19767
141.419,3.76998
141.486,4.49823
141.54,5.34126
141.594,6.52514
141.642,7.9769
141.689,9.87181
141.735,12.3867
141.787,16.1522
141.843,21.33
141.914,29.6259
142.047,46.613
142.111,52.4128
142.177,54.6395
142.224,53.5072
142.291,48.4137
142.395,35.5449
142.488,23.8557
142.546,17.8419
142.602,13.4091
142.649,10.5521
142.698,8.32526
142.746,6.69868
142.796,5.44204
142.856,4.36119
142.914,3.61926
142.983,2.97853
143.066,2.43763
143.153,2.04206
143.264,1.68333
143.397,1.39195
143.542,1.18069
143.673,1.05267
143.831,0.954883
143.988,0.905859
144.093,0.898835
144.233,0.926235
144.338,0.983359
144.455,1.10212
144.543,1.24705
144.645,1.49881
144.764,1.9163
144.952,2.67147
145.055,2.92669
145.127,2.97972
145.29,2.82064
145.379,2.74592
145.462,2.82564
145.525,3.05926
145.589,3.52056
145.641,4.13539
145.692,5.02565
145.743,6.27566
145.798,8.1116
145.859,10.79
145.966,16.6674
146.059,21.5703
146.126,23.7692
146.172,24.2306
146.236,23.3468
146.31,20.4186
146.476,11.2843
146.538,8.48722
146.589,6.66378
146.64,5.30728
146.69,4.3009
146.737,3.61518
146.801,2.94095
146.869,2.4605
146.951,2.06874
147.054,1.72743
147.18,1.43416
147.333,1.17844
147.469,1.02102
147.604,0.914858
147.746,0.849967
147.901,0.828672
148.018,0.849736
148.134,0.914479
148.221,1.00952
148.293,1.14345
148.352,1.31351
148.405,1.55129
148.45,1.84743
148.495,2.26851
148.54,2.85874
148.586,3.66468
148.631,4.72501
148.685,6.35948
148.778,9.84515
148.872,13.2667
148.936,14.7104
148.979,15.0225
149.032,14.5987
149.091,13.1892
149.21,8.86392
149.286,6.23986
149.338,4.84447
149.384,3.93105
149.425,3.33793
149.466,2.92929
149.518,2.62764
149.565,2.50832
149.581,2.49607
149.645,2.55799
149.724,2.83911
149.818,3.4171
149.96,4.62957
150.067,5.54812
150.142,5.96006
150.206,6.08017
150.287,5.90922
150.502,4.72615
150.583,4.47324
150.632,4.42953
150.769,4.64054
150.921,4.90926
151.02,4.75822
151.129,4.21949
151.363,2.59002
151.46,2.0668
151.548,1.72601
151.636,1.49236
151.741,1.31941
151.874,1.21837
151.972,1.20224
152.133,1.24314
152.625,1.44116
152.75,1.55138
152.841,1.71117
152.932,1.98639
153.005,2.34023
153.07,2.79796
153.136,3.4429
153.201,4.33134
153.274,5.67438
153.365,7.87691
153.516,11.9567
153.594,13.4682
153.669,13.9956
153.745,13.4588
153.825,11.8962
154.019,6.72336
154.092,5.11755
154.159,3.99813
154.219,3.24246
154.283,2.63736
154.347,2.19981
154.419,1.85594
154.491,1.61873
154.567,1.45063
154.653,1.343
154.724,1.31342
154.793,1.34294
154.87,1.46906
154.935,1.68707
154.987,1.97067
155.038,2.38646
155.09,2.96733
155.148,3.84643
155.222,5.28903
155.364,8.38014
155.43,9.34742
155.488,9.63796
155.548,9.32771
155.614,8.35502
155.79,4.62431
155.849,3.63906
155.901,3.03129
155.949,2.68006
155.984,2.54422
156.023,2.49872
156.081,2.59621
156.242,3.23656
156.305,3.32697
156.366,3.22007
156.435,2.88183
156.611,1.62162
156.676,1.24977
156.73,1.02587
156.783,0.876585
156.835,0.78081
156.887,0.725995
156.962,0.697437
156.974,0.696895
157.059,0.714748
157.312,0.830522
157.386,0.839496
157.552,0.799464
157.716,0.746661
157.77,0.741457
157.886,0.763609
158.002,0.839514
158.089,0.941047
158.176,1.09672
158.255,1.31182
158.321,1.56812
158.386,1.93582
158.442,2.38746
158.495,2.9552
158.554,3.8226
158.617,5.04915
158.69,6.89263
158.874,12.2335
158.946,13.6703
159.03,14.3278
159.044,14.3416
159.186,13.9793
159.259,14.2865
159.445,16.8105
159.481,16.9352
159.548,16.2926
159.618,14.3701
159.799,7.01117
159.855,5.20868
159.901,4.07988
159.94,3.36476
159.973,2.92853
160.013,2.57035
160.059,2.34313
160.099,2.28423
160.148,2.36137
160.198,2.59174
160.256,3.04878
160.322,3.8155
160.411,5.19828
160.533,7.23249
160.605,8.03592
160.665,8.27552
160.721,8.08182
160.799,7.21565
161.003,3.7383
161.069,2.86269
161.124,2.32422
161.173,1.97736
161.215,1.7861
161.254,1.68104
161.294,1.64876
161.353,1.72731
161.41,1.92845
161.581,2.81042
161.648,2.99071
161.67,3.00239
161.732,2.89343
161.796,2.59161
161.97,1.44607
162.026,1.15588
162.083,0.945514
162.131,0.825909
162.187,0.73542
162.248,0.684502
162.346,0.658614
162.36,0.658336
162.575,0.693296
162.817,0.732215
162.865,0.733756
163.076,0.713166
163.419,0.65374
163.468,0.651643
163.632,0.670539
163.775,0.73207
163.89,0.824983
164.008,0.976612
164.12,1.18639
164.271,1.5701
164.457,2.06413
164.576,2.24367
164.617,2.26129
164.727,2.19153
164.871,1.91077
165.038,1.55632
165.136,1.42917
165.253,1.3846
165.549,1.48249
165.562,1.48265
165.674,1.47528
165.77,1.50704
165.864,1.62429
166.025,1.90974
166.086,1.94431
166.159,1.87469
166.248,1.63794
166.4,1.11318
166.462,0.966445
166.514,0.902121
166.54,0.896431
166.574,0.920726
166.615,1.00611
166.649,1.13536
166.683,1.33017
166.717,1.60444
166.751,1.97257
166.794,2.59014
166.838,3.41464
166.895,4.78047
167.039,8.70421
167.1,9.84899
167.16,10.2675
167.16,10.2675
167.215,9.93054
167.27,8.99445
167.437,4.85423
167.484,3.94776
167.528,3.33855
167.577,2.92314
167.626,2.74848
167.643,2.732
167.71,2.80903
167.837,3.05619
167.858,3.06244
167.931,2.97206
168.079,2.5313
168.135,2.45382
168.195,2.53274
168.242,2.7494
168.298,3.1974
168.36,3.94645
168.452,5.44787
168.563,7.36514
168.644,8.29246
168.7,8.49048
168.751,8.31647
168.826,7.5093
169.039,3.88652
169.105,3.0143
169.162,2.45646
169.212,2.10813
169.269,1.84209
169.341,1.66101
169.426,1.59052
169.652,1.64247
169.757,1.59367
169.871,1.43722
170.143,0.904897
170.257,0.736154
170.364,0.625912
170.489,0.545249
170.596,0.508861
170.667,0.502116
170.752,0.523406
170.803,0.562535
170.854,0.634817
170.896,0.731598
170.939,0.872757
170.981,1.06845
171.032,1.38836
171.095,1.89912
171.237,3.25652
171.3,3.68161
171.361,3.83024
171.42,3.69057
171.483,3.27535
171.649,1.73889
171.702,1.3485
171.752,1.0678
171.794,0.895328
171.836,0.774651
171.879,0.695215
171.944,0.630124
172.021,0.608004
172.032,0.607829
172.141,0.630827
172.257,0.6923
172.345,0.767291
172.432,0.882547
172.514,1.04908
172.593,1.28634
172.686,1.67205
172.863,2.56575
172.958,2.89846
173.049,2.9969
173.27,2.76553
173.355,2.84012
173.408,3.01627
173.466,3.36963
173.522,3.91959
173.571,4.65298
173.619,5.68191
173.667,7.141
173.71,8.94546
173.758,11.5979
173.807,15.3012
173.861,20.5346
173.933,29.3876
174.081,49.8623
174.144,56.0846
174.211,58.7544
174.215,58.7691
174.283,56.6236
174.368,48.8
174.488,35.7583
174.542,32.0425
174.583,30.9388
174.625,31.5553
174.669,34.1452
174.728,40.5122
174.889,64.9957
174.958,71.3964
174.998,72.396
175.054,69.9668
175.112,63.2265
175.21,46.0039
175.303,29.2955
175.356,21.57
175.401,16.3361
175.443,12.6175
175.484,9.79668
175.525,7.71645
175.567,6.21388
175.612,5.05887
175.657,4.26245
175.708,3.64283
175.773,3.13592
175.859,2.71393
175.952,2.41743
176.098,2.12089
176.253,1.92409
176.397,1.84265
176.506,1.90233
176.583,2.07743
176.645,2.35425
176.707,2.80586
176.769,3.47583
176.841,4.54881
177.016,7.65625
177.083,8.42364
177.135,8.62596
177.191,8.40979
177.267,7.47911
177.449,4.23614
177.509,3.40504
177.561,2.88568
177.61,2.54658
177.673,2.27758
177.812,1.98223
177.946,1.67465
178.104,1.25547
178.159,1.15259
178.233,1.07527
178.277,1.06417
178.343,1.0969
178.409,1.18561
178.497,1.37911
178.699,1.94578
178.797,2.10363
178.836,2.11767
178.922,2.03989
179.009,1.83397
179.212,1.21114
179.305,0.999794
179.386,0.880922
179.467,0.817355
179.549,0.79915
179.667,0.830522
179.899,0.93848
179.955,0.944019
180.062,0.914482
180.202,0.809467
180.412,0.623581
180.54,0.545421
180.645,0.505725
180.813,0.478176
180.841,0.476912
181.052,0.490562
181.262,0.541774
181.451,0.626686
181.599,0.730771
181.721,0.857773
181.83,1.01889
181.918,1.20198
182.005,1.46381
182.076,1.76855
182.14,2.17611
182.194,2.66579
182.242,3.28482
182.291,4.15229
182.334,5.20796
182.377,6.61345
182.425,8.66227
182.477,11.606
182.533,15.7393
182.611,22.7136
182.732,34.3281
182.793,38.6802
182.861,40.8993
182.872,40.9605
182.936,39.612
183.013,34.7067
183.186,19.0091
183.246,14.6449
183.299,11.6581
183.35,9.56725
183.404,8.03011
183.466,6.83838
183.554,5.79669
183.895,2.815
183.991,2.15045
184.07,1.73595
184.145,1.46075
184.207,1.30943
184.282,1.21575
184.319,1.20367
184.382,1.23265
184.45,1.3263
184.625,1.67398
184.709,1.73905
184.78,1.68048
184.846,1.53882
185.054,0.877206
185.128,0.693848
185.196,0.574544
185.269,0.487497
185.357,0.424772
185.445,0.388292
185.515,0.369526
185.718,0.339695
185.991,0.328209
186.236,0.340366
186.42,0.371898
186.512,0.403242
186.604,0.458359
186.665,0.520713
186.711,0.590555
186.765,0.71126
186.81,0.857254
186.855,1.05813
186.9,1.32699
186.951,1.7199
187.011,2.3257
187.123,3.71494
187.217,4.79679
187.277,5.22907
187.325,5.34352
187.388,5.16599
187.456,4.609
187.64,2.40649
187.7,1.82263
187.752,1.43647
187.805,1.15662
187.854,0.976092
187.907,0.850691
187.961,0.778892
188.03,0.740834
188.056,0.738683
188.134,0.763126
188.22,0.842772
188.288,0.957943
188.348,1.1193
188.398,1.32782
188.449,1.63246
188.495,2.02069
188.542,2.5617
188.588,3.28265
188.642,4.37982
188.71,6.14228
188.878,11.2462
188.943,12.6511
189.012,13.273
189.018,13.2794
