94-Pu-239(n,&gamma;) ENDF/B-VII.1
29.8594,0.323715
30.3081,0.314008
30.7455,0.3267
31.008,0.352448
31.1829,0.38399
31.3579,0.437244
31.4992,0.509346
31.6002,0.58988
31.6922,0.700398
31.7707,0.843059
31.8268,0.990738
31.8851,1.21178
31.9344,1.48739
31.9759,1.8236
32.0096,2.20747
32.0432,2.74352
32.0713,3.35743
32.1027,4.29416
32.1341,5.56956
32.1677,7.37378
32.2137,10.5064
32.2732,14.7505
32.3055,16.3694
32.335,17.0042
32.3414,17.018
32.3719,16.4725
32.406,14.8217
32.5053,7.82634
32.539,5.92253
32.5698,4.57849
32.6012,3.562
32.6304,2.87085
32.6607,2.34388
32.6971,1.88987
32.7364,1.54702
32.7757,1.3018
32.8295,1.06505
32.8923,0.877984
32.963,0.735586
33.0505,0.617808
33.1525,0.528027
33.2804,0.456798
33.4509,0.401212
33.6057,0.373014
33.83,0.354367
33.9422,0.352414
34.1777,0.363218
34.4132,0.399875
34.5703,0.448844
34.6872,0.508906
34.7846,0.58639
34.8626,0.678759
34.931,0.798334
34.9897,0.95007
35.0386,1.13587
35.0806,1.37058
35.1155,1.66312
35.1435,2.01411
35.1647,2.40193
35.1837,2.89171
35.2028,3.58659
35.2194,4.4392
35.2366,5.65771
35.2534,7.29219
35.2701,9.50105
35.2858,12.2078
35.3026,15.9307
35.3222,21.492
35.3445,29.5314
35.3764,43.657
35.4301,68.6835
35.4558,77.0812
35.4836,80.7914
35.4858,80.8121
35.5128,77.7534
35.5414,68.7345
35.6202,32.404
35.6448,23.0853
35.6644,17.2013
35.6812,13.2187
35.6979,10.1152
35.7144,7.79192
35.7301,6.13075
35.7458,4.88663
35.7634,3.86487
35.781,3.13464
35.8011,2.54689
35.8238,2.09254
35.8509,1.72513
35.8788,1.46521
35.9138,1.23771
35.9557,1.04749
36.0117,0.874421
36.0788,0.73654
36.1585,0.629066
36.2535,0.546148
36.3723,0.48112
36.5149,0.434356
36.7386,0.39665
37.0518,0.379411
37.1413,0.378854
37.4992,0.389247
38.024,0.433747
38.4414,0.495909
38.7887,0.572712
39.1406,0.687918
39.4485,0.839238
39.705,1.02695
39.9176,1.25524
40.0972,1.5335
40.2438,1.85501
40.3721,2.24719
40.4821,2.71159
40.5829,3.30014
40.6726,4.03136
40.757,5.00082
40.8229,6.06269
40.8889,7.55379
40.9439,9.32686
40.9879,11.3165
41.0282,13.8859
41.0612,16.8869
41.0886,20.4367
41.1139,25.0925
41.1359,30.8502
41.1557,38.0756
41.1755,48.0801
41.1938,60.7478
41.2122,77.7473
41.2305,100.243
41.2488,129.426
41.2693,171.334
41.2943,236.481
41.3236,332.125
41.3896,576.098
41.4218,665.446
41.4529,704.008
41.4593,705.055
41.4884,680.068
41.5186,609.806
41.6046,327.105
41.6326,255.33
41.66,203.535
41.6869,168.035
41.7171,140.92
41.7689,108.867
41.8606,60.5555
41.8992,43.7122
41.9303,33.0224
41.9584,25.6703
41.9861,20.2536
42.0157,16.0858
42.0453,13.1393
42.0749,11.0352
42.1097,9.26408
42.1533,7.71766
42.2057,6.43403
42.2642,5.42739
42.339,4.53226
42.4137,3.90753
42.5184,3.31271
42.623,2.92597
42.78,2.59321
42.9071,2.47576
42.9818,2.4578
43.1189,2.51663
43.2559,2.70293
43.3929,3.04872
43.4957,3.44773
43.6059,4.07264
43.697,4.82572
43.784,5.85885
43.8614,7.18845
43.9277,8.82615
43.9814,10.6933
44.0288,12.9864
44.0683,15.6429
44.1015,18.7347
44.133,22.9098
44.1583,27.695
44.1817,33.9926
44.2038,42.5383
44.2237,53.4579
44.2414,66.8185
44.2594,85.2182
44.2764,108.472
44.2954,142.744
44.315,189.603
44.3339,247.946
44.356,333.851
44.3835,467.31
44.4628,928.839
44.4969,1073.73
44.5282,1126.42
44.5308,1126.72
44.5608,1084.77
44.5942,952.461
44.6801,457.379
44.7076,326.137
44.7303,239.906
44.7489,184.211
44.7679,140.007
44.7863,107.301
44.8046,82.9035
44.8229,64.8457
44.8412,51.5905
44.8595,41.8754
44.8803,33.8962
44.9029,27.7292
44.9256,23.3005
44.958,18.848
44.9952,15.3427
45.0356,12.6581
45.0842,10.3518
45.1392,8.47888
45.2071,6.8374
45.2816,5.57316
45.3722,4.49984
45.4628,3.74382
45.5793,3.05793
45.7152,2.51434
45.8657,2.11397
46.0194,1.84739
46.2039,1.65461
46.369,1.57216
46.4725,1.56088
46.6279,1.60945
46.7573,1.72882
46.8867,1.96096
46.9838,2.25928
47.0647,2.64784
47.1295,3.11023
47.1893,3.73228
47.2418,4.51832
47.2913,5.57722
47.3379,6.97994
47.3787,8.63515
47.4253,11.1038
47.4926,15.6621
47.5677,20.9494
47.6188,23.3468
47.6557,23.9249
47.7042,23.0137
47.7567,20.254
47.8754,11.9405
47.9288,8.99419
47.9741,7.12548
48.0194,5.75361
48.0709,4.64941
48.1283,3.81055
48.192,3.18779
48.2557,2.76882
48.333,2.43052
48.4362,2.15888
48.5651,1.9959
48.6683,1.9606
48.8189,2.02874
48.9695,2.23839
49.0974,2.55591
49.2074,2.97457
49.3174,3.58899
49.4137,4.35646
49.51,5.42619
49.5966,6.75892
49.6695,8.34928
49.7177,9.93972
49.752,11.7276
49.7795,13.9868
49.8002,16.5396
49.8208,20.2643
49.838,24.6688
49.8552,30.7106
49.8731,39.2981
49.8896,49.8965
49.9061,63.6627
49.9253,84.5068
49.9446,111.267
49.9666,149.728
49.9941,209.382
50.0766,420.904
50.1069,477.449
50.1382,503.594
50.1438,504.207
50.1717,488.478
50.204,435.542
50.2532,312.463
50.2977,198.144
50.3247,141.316
50.3469,103.797
50.367,77.0131
50.3852,58.3183
50.4034,44.022
50.4198,34.2268
50.4366,26.6796
50.4534,21.093
50.4702,16.9959
50.4861,14.1508
50.5053,11.6575
50.5284,9.60892
50.5514,8.21918
50.5822,6.97326
50.6187,5.99688
50.6725,5.06445
50.7398,4.32989
50.8205,3.78532
50.9262,3.38568
51.032,3.20321
51.1025,3.16672
51.2391,3.25318
51.3757,3.5385
51.5123,4.05666
51.6318,4.77303
51.7445,5.7925
51.8401,7.0741
51.9143,8.48559
51.9845,10.3533
52.0431,12.5248
52.0938,15.12
52.1406,18.4593
52.1797,22.3842
52.2148,27.4268
52.2441,33.4677
52.2704,41.2412
52.2921,50.1774
52.3131,62.0872
52.3342,78.4291
52.3522,97.0362
52.3717,123.6
52.3931,162.413
52.4138,211.402
52.4357,277.548
52.463,382.889
52.4981,553.575
52.5762,982.572
52.6105,1117.23
52.6436,1171.52
52.6479,1172.23
52.6786,1134.46
52.7167,995.84
52.8143,468.681
52.8447,334.258
52.8697,247.177
52.8923,185.85
52.9138,141.345
52.9333,110.547
52.954,85.9753
52.9751,67.5606
52.9961,54.1258
53.0201,43.1574
53.0434,35.5845
53.0699,29.3608
53.1031,23.9001
53.1398,19.6803
53.1866,15.9094
53.2412,12.8476
53.2998,10.5225
53.3681,8.58077
53.452,6.90302
53.5476,5.57855
53.651,4.58086
53.774,3.75828
53.8969,3.18558
54.046,2.70746
54.195,2.38912
54.3739,2.1559
54.5639,2.05013
54.6273,2.04625
54.8014,2.13289
54.9321,2.33193
55.039,2.64658
55.1181,3.04184
55.1815,3.54458
55.229,4.12592
55.2705,4.90829
55.3038,5.87203
55.3329,7.14346
55.3578,8.74067
55.3814,10.8899
55.4035,13.7094
55.4257,17.5617
55.4479,22.7325
55.472,30.1984
55.497,40.2206
55.5257,54.8217
55.5686,81.8926
55.628,121.445
55.6628,138.573
55.6977,146.304
55.7044,146.512
55.7357,141.905
55.7711,126.886
55.8281,90.1731
55.8766,58.7214
55.9052,43.5655
55.9323,32.1414
55.9558,24.5074
55.9794,18.7406
56.0022,14.6186
56.0236,11.7886
56.045,9.72035
56.07,8.01007
56.0949,6.82842
56.1206,5.98227
56.1577,5.17507
56.1948,4.66157
56.2505,4.19532
56.3247,3.88441
56.3989,3.77939
56.513,3.87654
56.6272,4.21815
56.7414,4.79458
56.8715,5.77536
57.0125,7.29484
57.1866,9.80165
57.3578,12.3215
57.4862,13.3907
57.529,13.4774
57.6446,12.9976
57.7987,11.1922
58.0299,8.11659
58.1797,6.70926
58.2921,6.02468
58.4045,5.65379
58.4794,5.59532
58.5757,5.79445
58.6479,6.21929
58.7202,7.01024
58.7804,8.13208
58.8285,9.55321
58.8718,11.5082
58.9075,13.904
58.9396,16.9835
58.9717,21.3147
59.0002,26.5742
59.0323,34.5014
59.0644,44.9202
59.106,62.2773
59.2163,116.77
59.2567,129.838
59.2921,133.761
59.3184,131.541
59.3598,119.909
59.4184,92.3354
59.4854,58.6697
59.5224,43.5786
59.556,32.849
59.584,25.9754
59.6154,20.1717
59.6457,16.0784
59.6793,12.8081
59.7129,10.4844
59.7533,8.52361
59.7981,7.01596
59.8542,5.72507
59.9125,4.79681
59.9798,4.03782
60.0605,3.3955
60.1591,2.85144
60.2712,2.42672
60.4282,2.03203
60.6076,1.74276
60.8318,1.51503
61.1008,1.3518
61.3878,1.25613
61.7645,1.21451
62.0336,1.24221
62.3026,1.34841
62.4371,1.46319
62.5627,1.65777
62.6434,1.88114
62.7039,2.16164
62.7443,2.4547
62.7847,2.90008
62.8183,3.4585
62.8519,4.27474
62.8822,5.31496
62.9125,6.72693
62.9439,8.65197
62.9842,11.843
63.0941,22.2571
63.1277,24.4886
63.1702,25.604
63.1708,25.6042
63.2047,24.9089
63.2431,22.6125
63.3081,16.6172
63.3677,11.0756
63.4049,8.33163
63.4354,6.59969
63.4675,5.23559
63.4997,4.26615
63.5319,3.59661
63.5655,3.1242
63.6109,2.72649
63.6653,2.45912
63.7197,2.3145
63.8285,2.20422
63.8569,2.19904
63.9989,2.26599
64.1692,2.50559
64.3425,2.92718
64.4919,3.48623
64.6114,4.13119
64.7309,5.05375
64.828,6.12984
64.9087,7.38011
64.9849,9.02009
65.0566,11.1635
65.1265,14.0329
65.1982,18.0537
65.2556,22.3713
65.3094,27.8257
65.353,33.9116
65.3907,41.0995
65.4282,50.9634
65.4614,62.8543
65.4958,79.2857
65.5317,101.805
65.5735,135.708
65.6381,201.254
65.7037,268.753
65.7479,300.571
65.7923,312.139
65.8273,304.633
65.8715,276.241
65.943,203.881
66.0095,135.219
66.0523,99.7484
66.0878,76.8515
66.12,60.8421
66.1555,47.4937
66.1871,38.645
66.2243,30.9184
66.2615,25.2853
66.3038,20.6165
66.3511,16.838
66.4064,13.6727
66.4627,11.3268
66.5304,9.26645
66.6138,7.44941
66.7085,5.99499
66.8032,4.94979
66.9104,4.08556
67.0389,3.33771
67.1742,2.77006
67.3433,2.26077
67.5406,1.84553
67.7549,1.53125
67.9916,1.28746
68.2904,1.07666
68.6005,0.929908
68.9726,0.814834
69.4461,0.729384
69.8971,0.692499
70.1226,0.68724
70.5736,0.701458
71.0246,0.751376
71.4756,0.846982
71.8703,0.986606
72.2131,1.17405
72.4996,1.40969
72.7561,1.72182
72.9485,2.0596
73.1229,2.49313
73.2772,3.04755
73.3974,3.67285
73.4936,4.38843
73.5738,5.25088
73.6319,6.16439
73.682,7.34079
73.7221,8.78186
73.7522,10.375
73.7822,12.67
73.8079,15.4409
73.8335,19.2525
73.8592,24.4351
73.8848,31.3446
73.9113,40.6321
73.9421,54.5807
73.981,76.9363
74.09,150.912
74.132,169.969
74.1715,176.009
74.2055,170.913
74.252,150.683
74.36,82.6193
74.3962,64.6245
74.4264,53.4895
74.4505,47.1399
74.4735,43.0817
74.5079,40.2324
74.5193,40.0662
74.5537,41.723
74.5881,46.5461
74.6225,54.8037
74.6562,66.896
74.6895,83.7805
74.7228,106.789
74.7597,140.897
74.7981,186.927
74.8512,266.899
74.9381,408.766
74.9815,460.205
75.0266,483.027
75.0328,483.299
75.07,470.126
75.1143,424.874
75.1859,311.492
75.2535,202.742
75.2966,147.123
75.3313,112.302
75.3642,86.9612
75.397,67.8655
75.4261,55.1232
75.4565,44.997
75.4931,36.0619
75.533,29.1043
75.5752,23.8271
75.6258,19.3044
75.6812,15.7796
75.7468,12.7851
75.8181,10.4491
75.8969,8.57165
75.9982,6.84707
76.0995,5.61666
76.2177,4.57603
76.3471,3.75084
76.4972,3.06024
76.6754,2.47826
76.8724,2.02547
77.0975,1.66208
77.3601,1.3692
77.6324,1.16068
77.9628,0.990655
78.2459,0.898255
78.5205,0.859931
78.6298,0.885577
78.6913,0.949004
78.7283,1.02921
78.7652,1.16384
78.8015,1.37243
78.8376,1.67534
78.8781,2.14451
78.9412,3.09726
79.0033,4.0544
79.0502,4.53171
79.0848,4.64613
79.1258,4.48543
79.1754,3.92686
79.2858,2.22144
79.329,1.70567
79.3603,1.42861
79.3961,1.20305
79.4319,1.05591
79.4766,0.949308
79.5124,0.903425
79.5839,0.865364
79.6543,0.858786
79.8654,0.89563
80.0765,0.978359
80.3377,1.14275
80.643,1.42695
81.0628,1.85911
81.3109,1.9841
81.3681,1.99119
81.6735,1.93179
82.017,1.86021
82.1735,1.93362
82.2361,2.02682
82.2987,2.22598
82.3457,2.53399
82.377,2.8846
82.4083,3.42242
82.4357,4.11109
82.4631,5.0709
82.4905,6.36873
82.5209,8.27236
82.5566,11.1924
82.6014,15.7758
82.6861,25.2338
82.7295,28.6661
82.7703,29.9518
82.7739,29.9604
82.8119,29.0041
82.8534,26.0246
82.9214,18.6719
82.9792,12.3998
83.0158,9.20501
83.0477,7.03244
83.0751,5.61569
83.1025,4.55757
83.1284,3.82922
83.1588,3.23253
83.1892,2.84042
83.2273,2.54066
83.2729,2.34686
83.3338,2.23034
83.4327,2.18329
83.5834,2.24279
83.8026,2.47344
84.0217,2.84419
84.2688,3.46131
84.4929,4.28069
84.6609,5.15056
84.8057,6.20393
84.9226,7.44306
85.0005,8.67788
85.0614,10.1758
85.104,11.8519
85.1345,13.6717
85.1649,16.3869
85.1923,20.0394
85.2173,24.8603
85.2392,30.7354
85.2611,38.6505
85.283,49.1679
85.3049,62.901
85.3293,82.6823
85.356,110.799
85.3877,153.432
85.4267,219.533
85.5265,417.711
85.5728,484.146
85.6139,507.571
85.6177,507.746
85.6582,488.49
85.7025,428.946
85.8222,195.273
85.8577,138.96
85.8864,102.761
85.9126,76.7817
85.9355,59.2136
85.9575,46.1298
85.9795,36.1461
86.0015,28.6535
86.0254,22.7004
86.0506,18.2536
86.0757,15.1331
86.1059,12.5672
86.1411,10.5945
86.1814,9.11337
86.2417,7.67693
86.3172,6.50029
86.4228,5.38146
86.5636,4.36626
86.7246,3.56273
86.8956,2.95194
87.1069,2.41229
87.3256,2.01613
87.5705,1.70414
87.8154,1.48966
88.0113,1.37031
88.3059,1.26001
88.6004,1.226
88.8615,1.26355
89.1227,1.3837
89.2967,1.53149
89.4842,1.78617
89.6449,2.13101
89.7754,2.55389
89.8926,3.11427
89.993,3.82118
90.075,4.65725
90.1453,5.6836
90.2056,6.95335
90.2558,8.50431
90.2977,10.4228
90.3278,12.4125
90.3579,15.2303
90.3847,18.7932
90.4081,23.1017
90.4322,29.1534
90.4563,37.4289
90.4804,48.6468
90.5045,63.6435
90.5283,83.0186
90.5541,110.19
90.5822,148.211
90.6157,205.774
90.6572,294.718
90.7536,529.909
90.7991,612.081
90.8409,645.988
90.8499,647.096
90.8928,621.605
90.9411,540.607
91.0589,257.718
91.095,185.6
91.1252,137.213
91.1526,102.409
91.1767,78.4983
91.2008,59.9598
91.2249,45.886
91.249,35.3841
91.2731,27.6472
91.2986,21.7246
91.3254,17.2869
91.3521,14.1347
91.3789,11.8597
91.4107,9.91333
91.4526,8.1322
91.5028,6.67327
91.5664,5.41005
91.6367,4.44258
91.7237,3.6084
91.8241,2.94713
91.9413,2.42325
92.0757,2.02698
92.1766,1.82853
92.3279,1.65871
92.3964,1.63565
92.4724,1.67033
92.5381,1.80298
92.5819,2.01039
92.6147,2.28907
92.6419,2.65065
92.6689,3.18568
92.696,3.96681
92.7203,4.95286
92.7447,6.28313
92.7717,8.25868
92.7988,10.8525
92.8266,14.2401
92.8637,19.9178
92.9224,31.0443
92.9925,44.4375
93.0398,50.4666
93.0786,52.133
93.1202,50.2251
93.1676,43.9769
93.2902,20.4549
93.3258,14.8464
93.3536,11.2974
93.3791,8.69183
93.4061,6.54614
93.4293,5.14449
93.4525,4.07729
93.4757,3.27953
93.5008,2.65086
93.5233,2.24388
93.5491,1.911
93.5813,1.63156
93.6199,1.42155
93.6714,1.25766
93.7363,1.1421
93.8535,1.03953
94.0098,0.997436
94.1941,1.03002
94.3324,1.10893
94.4768,1.25676
94.5996,1.46391
94.698,1.71985
94.7834,2.05465
94.8534,2.46721
94.9118,2.98382
94.9585,3.60034
94.9929,4.24814
95.0273,5.15279
95.0574,6.25296
95.0875,7.76137
95.1182,9.8749
95.1459,12.4266
95.1763,16.1279
95.2061,20.8407
95.2405,27.7955
95.2838,38.9149
95.3603,63.097
95.4279,83.1684
95.4716,91.377
95.5092,93.7507
95.55,90.952
95.5971,81.5128
95.6742,57.8807
95.7403,37.524
95.7822,27.1402
95.8174,20.3071
95.8504,15.4132
95.8802,12.0927
95.9099,9.61179
95.9419,7.67611
95.9749,6.26248
96.0079,5.27299
96.0465,4.48053
96.0905,3.88059
96.1566,3.33146
96.2227,3.0102
96.2888,2.81117
96.4491,2.56138
96.7646,2.22708
97.3314,1.33094
97.5534,1.06515
97.7754,0.872959
97.9973,0.73629
