92-U-238(n,elastic) ENDF/B-VII.1
2319.08,13.2629
2321.01,12.7266
2336.87,11.2871
2337.94,11.4908
2339.2,12.8204
2339.26,12.8262
2339.76,12.4269
2340.41,11.4583
2341.14,10.9085
2347.03,9.73942
2349.09,8.88501
2350.32,7.93458
2350.94,7.40713
2351.06,7.40582
2351.25,7.60998
2351.44,8.22882
2351.58,9.10493
2351.75,10.7309
2351.92,13.3119
2352.1,17.0283
2352.35,23.46
2352.8,36.4879
2353.05,40.9049
2353.22,41.9566
2353.39,41.1222
2353.6,37.8283
2354.16,24.5166
2354.36,21.3689
2354.5,20.2915
2354.55,20.2262
2354.66,20.7099
2354.8,22.6551
2354.95,26.1517
2355.11,32.037
2355.32,42.1394
2355.79,67.5874
2356.03,76.0766
2356.23,78.3247
2356.47,75.1079
2356.72,66.2541
2357.27,40.6874
2357.52,31.9473
2357.73,26.5715
2357.96,22.6971
2358.21,19.9959
2358.53,18.0892
2359.07,16.4852
2359.91,15.224
2361.78,13.8691
2365.57,12.7106
2367.97,12.3584
2369.48,12.6053
2371.95,11.8381
2386.57,10.4258
2389.23,9.72159
2390.45,9.24367
2390.73,9.67081
2390.94,10.4927
2391.16,12.0968
2391.38,14.4846
2391.71,19.4633
2392.12,25.7253
2392.39,28.0544
2392.54,28.3689
2392.81,27.2089
2393.2,22.8226
2393.6,18.0057
2393.88,15.4767
2394.19,13.7745
2394.5,12.8167
2394.98,12.1247
2396.13,11.5067
2396.92,11.3707
2397.75,11.4131
2400.27,10.7386
2400.49,10.7354
2402.16,11.2952
2403.62,10.4795
2409.63,9.75344
2409.86,9.74302
2410.8,9.99191
2411.85,10.6782
2412.43,10.3412
2413.13,9.62175
2413.94,9.23419
2419.2,8.14559
2421.69,7.13433
2423.02,6.22427
2424.02,5.14635
2424.59,4.40538
2424.83,4.26739
2425.0,4.42256
2425.12,4.75884
2425.24,5.38412
2425.34,6.2898
2425.44,7.45356
2425.54,9.27356
2425.65,11.758
2425.76,15.2496
2425.88,20.3216
2426.01,27.0341
2426.16,37.0793
2426.36,53.3313
2426.92,108.45
2427.16,124.452
2427.38,130.423
2427.4,130.479
2427.63,125.42
2427.89,109.081
2428.47,61.0643
2428.7,45.7236
2428.91,35.8033
2429.08,29.6676
2429.29,24.7035
2429.52,21.0803
2429.76,18.839
2430.15,16.6422
2430.73,14.9058
2431.7,13.2795
2433.28,11.7994
2436.73,9.95538
2440.39,8.11143
2441.94,6.96996
2442.99,5.8541
2443.94,4.45735
2444.33,3.86038
2444.49,3.73382
2444.57,3.72929
2444.69,3.83978
2444.81,4.15728
2444.93,4.78149
2445.03,5.62978
2445.12,6.82928
2445.22,8.48685
2445.32,10.9822
2445.43,14.3386
2445.53,18.7247
2445.64,24.303
2445.77,33.3413
2445.92,46.5389
2446.09,64.2593
2446.37,100.474
2446.73,148.125
2446.96,169.36
2447.16,178.088
2447.22,178.414
2447.43,172.158
2447.69,151.7
2448.29,84.0823
2448.5,64.9459
2448.7,51.7125
2448.89,41.5926
2449.09,34.5251
2449.29,29.7068
2449.49,26.4272
2449.81,23.1007
2450.31,20.1268
2451.07,17.659
2452.03,15.8127
2453.99,13.2772
2454.42,13.0184
2454.73,13.309
2454.99,14.1257
2455.32,16.0417
2456.01,21.2154
2456.32,22.1899
2456.36,22.2015
2456.72,21.2227
2457.61,16.0195
2458.1,14.4451
2458.83,13.507
2461.14,12.4662
2468.01,11.1178
2480.82,9.2343
2484.17,8.24317
2485.68,7.38238
2487.05,6.03169
2487.18,5.98252
2487.38,6.11995
2487.51,6.4538
2487.64,7.0945
2487.78,8.25225
2487.91,9.9143
2488.04,12.2985
2488.17,15.5498
2488.31,20.3962
2488.48,27.4452
2488.69,38.9182
2489.2,70.0377
2489.45,80.2501
2489.67,83.6774
2489.85,81.8737
2490.08,74.5313
2490.78,39.7088
2490.99,31.7361
2491.21,25.3563
2491.4,21.4177
2491.65,18.227
2491.89,16.3117
2492.22,14.8491
2492.88,13.4078
2494.12,12.1295
2495.95,11.1882
2500.1,10.1519
2516.33,7.73753
2518.54,7.15982
2519.74,6.74274
2520.09,6.97853
2520.32,7.49222
2520.55,8.43791
2520.81,10.1159
2521.51,15.9104
2521.79,17.2188
2521.91,17.3699
2522.15,16.9127
2522.52,14.8175
2523.05,11.1172
2523.35,9.67112
2523.73,8.60175
2524.18,7.98622
2524.78,7.59776
2527.75,6.66584
2534.14,4.83114
2537.0,3.75086
2539.27,2.67157
2541.27,1.53406
2542.61,0.734813
2543.08,0.494691
2543.37,0.373823
2543.57,0.310438
2543.72,0.279683
2543.85,0.26503
2543.89,0.263345
2544.04,0.271248
2544.17,0.299249
2544.3,0.34972
2544.42,0.42444
2544.54,0.526776
2544.65,0.66093
2544.78,0.859643
2544.91,1.12276
2545.04,1.4538
2545.16,1.88101
2545.29,2.46113
2545.43,3.25766
2545.56,4.26079
2545.68,5.49449
2545.81,7.14122
2545.93,9.15694
2546.06,12.0621
2546.19,15.9535
2546.32,21.1395
2546.45,27.4659
2546.58,36.1914
2546.72,48.4535
2546.86,64.2635
2547.02,86.4348
2547.2,119.803
2547.43,170.451
2547.82,279.649
2548.16,369.318
2548.4,414.898
2548.64,433.463
2548.68,433.624
2548.94,415.122
2549.21,367.391
2549.9,201.389
2550.16,150.973
2550.4,116.126
2550.61,92.8696
2550.83,75.7869
2551.07,61.959
2551.35,50.8938
2551.69,41.8873
2552.06,35.1444
2552.59,28.7104
2553.19,23.6433
2553.99,18.8506
2555.09,14.0169
2557.05,6.78614
2557.29,6.16521
2557.45,6.01038
2557.57,6.14168
2557.69,6.59715
2557.81,7.51371
2557.91,8.75414
2558.01,10.5556
2558.12,13.2913
2558.23,17.0341
2558.34,21.9838
2558.46,29.1356
2558.59,39.6204
2558.75,54.9103
2558.92,76.6893
2559.23,122.268
2559.61,179.961
2559.87,205.224
2560.08,212.986
2560.29,207.65
2560.51,189.538
2560.98,130.393
2561.27,95.7678
2561.51,73.1061
2561.71,58.9891
2561.93,47.714
2562.17,39.6035
2562.41,34.244
2562.76,29.3297
2563.13,25.9768
2563.82,22.2277
2564.79,18.9697
2566.11,16.1749
2567.94,13.5332
2571.97,9.36537
2574.65,6.55115
2576.26,4.48083
2577.96,1.88532
2578.19,1.62482
2578.38,1.49351
2578.45,1.48276
2578.58,1.53726
2578.67,1.64837
2578.77,1.89091
2578.86,2.21299
2578.95,2.71454
2579.04,3.37496
2579.12,4.26938
2579.22,5.54879
2579.31,7.30948
2579.4,9.47073
2579.49,12.3325
2579.6,16.6136
2579.71,22.2354
2579.82,29.6076
2579.95,40.5198
2580.09,55.6419
2580.24,75.7554
2580.43,107.998
2580.71,164.994
2581.15,256.385
2581.4,293.201
2581.64,306.89
2581.87,298.633
2582.11,269.389
2582.85,139.605
2583.1,104.526
2583.32,81.5392
2583.53,65.4227
2583.76,52.8241
2583.96,45.1852
2584.21,38.5782
2584.52,33.0036
2584.89,28.5057
2585.47,23.9104
2586.15,20.2237
2587.17,16.4961
2588.5,13.021
2593.58,2.45501
2593.95,1.80949
2594.17,1.52628
2594.34,1.38695
2594.48,1.35341
2594.6,1.40805
2594.7,1.51768
2594.8,1.72162
2594.9,2.02766
2595.0,2.47926
2595.1,3.12705
2595.2,4.01417
2595.3,5.20502
2595.4,6.60637
2595.5,8.55284
2595.6,11.308
2595.71,14.7974
2595.82,19.5975
2595.95,26.3577
2596.07,35.0912
2596.19,45.7733
2596.33,62.3019
2596.47,83.2426
2596.64,113.113
2596.84,159.526
2597.15,244.723
2597.58,369.486
2597.87,429.645
2598.1,452.212
2598.19,453.404
2598.45,435.321
2598.78,375.599
2599.43,226.283
2599.68,179.029
2599.94,142.831
2600.22,114.474
2600.49,95.4017
2600.81,79.9338
2601.18,68.2029
2601.58,59.4548
2602.14,51.127
2602.79,44.7127
2603.76,38.3305
2605.13,32.7464
2606.91,28.3961
2609.5,24.3716
2611.64,22.6152
2615.73,18.9537
2617.81,16.748
2618.33,16.1697
2618.71,16.5524
2618.99,18.0522
2619.19,20.2118
2619.41,23.7963
2619.76,31.5366
2620.22,42.5007
2620.51,46.2691
2620.64,46.762
2620.9,45.4497
2621.2,40.8806
2621.75,30.6684
2622.11,25.9536
2622.49,22.9976
2622.9,21.3972
2623.96,19.765
2626.23,18.3436
2631.16,16.8146
2631.87,16.7384
2632.95,16.8421
2636.1,15.8292
2657.73,12.4676
2659.02,12.7793
2659.95,12.2983
2661.46,11.3959
2664.65,10.0678
2666.74,8.61808
2668.04,7.19473
2668.95,5.74828
2669.66,4.43024
2669.9,4.19195
2669.92,4.18885
2670.07,4.2856
2670.19,4.61362
2670.3,5.18761
2670.42,6.1329
2670.52,7.48184
2670.62,9.23118
2670.72,11.5813
2670.83,15.0983
2670.94,19.7189
2671.06,26.3691
2671.19,35.4615
2671.34,49.1821
2671.52,69.083
2671.77,103.242
2672.21,166.309
2672.46,192.093
2672.7,203.379
2672.73,203.665
2672.94,198.795
2673.17,181.913
2673.62,129.299
2673.94,93.5836
2674.18,72.0425
2674.38,58.5848
2674.6,48.4143
2674.79,41.7645
2675.05,35.7874
2675.38,31.185
2675.81,27.558
2676.52,24.1897
2677.45,21.6512
2679.08,19.1986
2680.86,17.6707
2685.52,15.5729
2692.4,13.5481
2694.85,12.1971
2695.22,12.5966
2695.44,13.4501
2695.67,15.0152
2695.95,17.9931
2696.72,29.3823
2697.01,31.7097
2697.13,31.9556
2697.42,30.8481
2697.85,26.2719
2698.35,20.5572
2698.68,18.1276
2699.09,16.3687
2699.79,15.1935
2701.81,14.1291
2710.29,11.5659
2712.21,10.52
2713.63,9.2304
2714.64,7.71955
2715.1,7.04458
2715.23,6.98895
2715.42,7.19276
2715.54,7.64097
2715.67,8.46982
2715.8,9.82207
2715.91,11.6239
2716.04,14.4435
2716.16,18.3016
2716.3,23.9424
2716.44,31.1996
2716.63,43.5742
2716.9,65.6967
2717.34,104.188
2717.59,119.763
2717.83,125.492
2717.87,125.508
2718.1,120.754
2718.39,104.713
2718.98,62.872
2719.22,49.2506
2719.42,40.7077
2719.61,34.8594
2719.83,30.1883
2720.04,27.0731
2720.37,24.2113
2720.93,21.5855
2721.89,19.1935
2722.79,17.9146
2725.01,16.3411
2729.66,14.8964
2743.67,12.9316
2747.37,11.9743
2749.04,10.9513
2749.41,11.2795
2749.6,11.9159
2749.84,13.4478
2750.08,16.0248
2750.37,20.5513
2750.98,32.0119
2751.27,35.1835
2751.43,35.7055
2751.7,34.558
2752.06,30.1205
2752.58,22.6763
2752.86,19.7686
2753.13,17.7868
2753.55,16.0827
2753.97,15.2722
2755.3,14.2704
2761.1,12.3426
2761.47,12.58
2761.76,13.2522
2762.09,14.6982
2762.94,19.9712
2763.29,20.8054
2763.56,20.4518
2764.61,15.9338
2765.14,14.7054
2765.88,14.2471
2766.93,14.4572
2768.04,13.8611
2769.23,13.3008
2782.85,12.0984
2785.98,11.3531
2786.47,11.8328
2786.85,13.0996
2787.35,16.054
2787.84,18.8964
2788.19,19.5734
2788.54,18.9014
2789.41,15.1404
2789.72,14.2486
2790.33,13.3415
2790.93,12.9921
2794.97,12.3266
2798.3,12.0986
2799.91,12.386
2802.91,11.6263
2805.1,11.1799
2805.61,11.4605
2806.16,12.6462
2806.94,14.8284
2807.26,15.1019
2807.69,14.6549
2808.61,12.9116
2809.36,12.2873
2810.66,12.0567
2811.53,12.119
2814.93,11.5383
2825.28,10.5813
2827.71,9.86518
2828.09,10.1043
2828.38,10.7632
2828.7,12.2536
2829.12,15.3342
2829.62,19.1386
2829.94,20.2686
2830.03,20.318
2830.27,19.8875
2830.74,17.4418
2831.23,14.5952
2831.63,13.07
2832.05,12.2333
2832.6,11.7295
2835.26,11.0071
2848.01,9.5093
2854.72,8.27671
2858.24,7.14066
2860.2,6.10114
2861.53,5.02032
2862.6,3.77261
2862.99,3.36719
2863.13,3.32152
2863.29,3.41637
2863.41,3.66913
2863.53,4.15893
2863.64,4.85806
2863.75,5.80673
2863.85,7.18013
2863.96,9.04329
2864.07,11.814
2864.2,15.6853
2864.32,20.7641
2864.45,27.5008
2864.62,38.4115
2864.83,55.6135
2865.47,116.699
2865.74,133.792
2865.98,139.279
2866.19,135.475
2866.44,122.088
2867.18,62.4717
2867.43,46.8115
2867.62,37.5671
2867.82,30.7066
2868.01,25.789
2868.21,22.3311
2868.44,19.5095
2868.75,17.1181
2869.2,15.0364
2869.95,12.9962
2870.95,11.2717
2872.81,9.06873
2876.15,5.63228
2877.75,3.67295
2879.12,1.71878
2879.42,1.38506
2879.59,1.26605
2879.72,1.22862
2879.83,1.24789
2879.95,1.34263
2880.05,1.50925
2880.16,1.77982
2880.26,2.18634
2880.35,2.65843
2880.45,3.37981
2880.54,4.2855
2880.65,5.63665
2880.74,7.20544
2880.84,9.48602
2880.95,12.4382
2881.07,16.6898
2881.18,22.1887
2881.3,29.1877
2881.43,39.2305
2881.58,53.7773
2881.74,73.0225
2881.91,99.6561
2882.15,144.806
2882.79,285.781
2883.06,329.312
2883.32,348.469
2883.39,349.383
2883.63,338.874
2883.91,303.646
2884.68,167.548
2884.97,127.736
2885.21,102.314
2885.48,82.1754
2885.74,68.8307
2886.03,58.3871
2886.4,49.5688
2886.84,42.8133
2887.44,36.817
2888.24,31.8137
2889.36,27.3981
2890.7,24.0794
2892.95,20.6608
2895.91,17.4485
2896.34,17.8641
2896.73,19.4092
2897.72,26.4669
2898.06,27.2897
2898.38,26.5896
2899.44,20.744
2900.08,18.9278
2901.39,17.6605
2905.05,16.2603
2912.1,14.8925
2917.37,14.3277
2918.93,14.9307
2920.88,13.8803
2921.91,13.7679
2923.03,13.8505
2924.56,13.5997
2925.81,13.799
2928.51,12.76
2930.37,12.1704
2931.89,11.3424
2932.27,11.6875
2932.57,12.7677
2932.83,14.7268
2933.09,17.7401
2933.5,24.265
2933.92,30.8878
2934.23,33.3318
2934.33,33.5478
2934.55,32.953
2934.91,29.4663
2935.57,21.2623
2935.91,18.4238
2936.19,16.9245
2936.57,15.785
2937.35,14.8106
2939.33,13.9948
2945.54,13.1626
2953.8,12.0063
2955.33,11.4295
2955.82,11.8075
2956.12,12.7482
2956.44,14.5845
2957.32,21.8802
2957.63,23.1076
2957.73,23.1877
2957.99,22.6689
2958.48,19.8665
2958.99,16.7028
2959.4,15.0852
2959.81,14.2219
2960.63,13.5368
2966.79,12.3191
2968.02,12.8629
2968.73,13.1284
2971.74,12.4345
2987.31,11.406
2989.18,11.8426
2991.35,11.0028
2996.66,10.0365
2998.86,9.19823
3000.08,8.36971
3001.47,6.92833
3001.55,6.91084
3001.8,7.14368
3001.95,7.6451
3002.1,8.58361
3002.25,10.1311
3002.38,12.0241
3002.54,15.1863
3002.69,19.6405
3002.88,26.4653
3003.1,37.1333
3003.74,72.616
3004.01,82.8399
3004.24,86.1093
3004.27,86.1266
3004.48,83.5885
3004.77,74.4035
3005.44,43.6026
3005.71,33.9858
3005.97,27.5181
3006.22,23.2009
3006.53,20.041
3006.89,17.9538
3007.26,16.7775
3008.0,15.4597
3009.63,14.0193
3012.32,12.8928
3021.9,10.543
3024.98,9.0885
3025.73,8.28445
3026.45,7.30263
3026.6,7.24836
3026.75,7.35114
3026.94,7.89025
3027.09,8.75451
3027.23,10.1818
3027.38,12.3463
3027.53,15.4256
3027.68,19.7888
3027.85,25.9836
3028.05,35.6754
3028.4,56.3428
3028.79,78.6976
3029.05,88.7848
3029.27,91.6661
3029.53,88.5027
3029.83,77.6187
3030.46,46.8308
3030.71,37.3734
3030.94,30.7446
3031.16,26.3335
3031.43,22.6893
3031.7,20.4468
3032.09,18.5828
3032.48,17.4963
3033.54,15.9022
3035.57,14.4812
3038.92,13.4124
3043.12,12.5541
3044.89,13.1188
3048.82,12.3162
3053.82,11.6898
3056.87,10.898
3057.85,10.4943
3058.24,10.804
3058.51,11.5742
3058.73,12.7555
3059.03,15.2317
3059.86,24.5635
3060.19,26.4436
3060.32,26.5869
3060.56,25.9183
3060.99,22.7125
3061.56,17.7517
3061.92,15.6324
3062.39,14.1566
3063.16,13.2343
3064.09,12.7968
3068.38,12.0752
3080.39,11.1045
3082.27,11.5385
3087.33,10.9542
3088.98,11.0577
3092.52,10.5054
3099.11,9.65806
3103.49,8.51879
3105.47,7.38434
3107.34,5.70837
3107.63,5.62816
3107.91,5.85746
3108.13,6.40417
3108.32,7.34262
3108.47,8.5195
3108.61,10.161
3108.76,12.6133
3108.91,15.9599
3109.06,20.3286
3109.22,26.8633
3109.4,35.9434
3109.6,49.1465
3109.93,75.5201
3110.35,110.573
3110.62,126.138
3110.88,131.602
3111.12,127.687
3111.39,114.556
3112.11,63.6341
3112.39,48.3832
3112.62,38.9578
3112.83,32.882
3113.03,28.5409
3113.29,24.8821
3113.54,22.5143
3113.93,20.3169
3114.67,18.0425
3115.69,16.2842
3117.04,14.9671
3119.93,13.5343
3125.76,12.2542
3132.41,11.5237
3133.24,11.7778
3133.99,12.9011
3134.68,13.9978
3134.84,14.0519
3135.38,13.4914
3136.31,11.617
3137.01,10.9673
3143.06,9.60305
3144.8,8.82038
3146.02,7.85828
3146.85,7.03767
3146.95,7.00902
3147.13,7.08805
3147.32,7.4942
3147.47,8.14305
3147.64,9.44384
3147.78,11.1776
3147.93,13.723
3148.08,17.0413
3148.25,22.2482
3148.47,30.5964
3148.85,48.7763
3149.22,66.0495
3149.5,74.3291
3149.7,76.3858
3149.94,74.3954
3150.2,67.3847
3150.93,39.0797
3151.22,30.3435
3151.46,25.1369
3151.7,21.563
3152.01,18.7165
3152.32,17.0709
3152.79,15.7063
3153.72,14.3594
3154.49,13.7112
3157.28,12.4753
3163.37,11.2727
3167.63,10.6292
3168.71,10.6219
3170.3,11.5092
3170.94,11.1261
3171.92,10.0332
3173.36,9.38487
3174.89,8.72759
3176.8,7.13769
3176.83,7.13288
3177.06,7.27134
3177.29,7.87908
3177.45,8.73455
3177.61,10.1387
3177.78,12.2218
3177.96,15.5376
3178.14,19.9895
3178.38,27.6346
3179.04,51.9453
3179.32,58.7696
3179.54,60.6851
3179.79,58.942
3180.06,53.1041
3180.78,31.1782
3181.06,24.5638
3181.31,20.374
3181.57,17.4568
3181.89,15.2317
3182.21,13.9449
3182.82,12.6298
3184.48,10.7041
3186.22,8.72807
3186.83,8.06891
3186.89,8.05679
3187.13,8.26194
3187.31,8.83655
3187.5,9.98572
3187.67,11.819
3187.83,14.4973
3188.0,18.2243
3188.19,23.7092
3188.43,32.8635
3189.07,61.2682
3189.35,69.5784
3189.61,72.2101
3189.88,69.1814
3190.19,60.222
3190.79,38.5273
3191.07,30.53
3191.3,25.6082
3191.56,21.7793
3191.86,19.0305
3192.23,17.0857
3192.67,15.8205
3193.78,14.263
3195.99,12.7926
3201.62,10.3412
3202.9,9.32781
3203.71,8.5633
3203.87,8.54442
3204.08,8.7559
3204.29,9.42187
3204.44,10.3786
3204.63,12.1814
3204.81,14.9905
3204.99,18.7965
3205.21,24.8394
3205.55,36.7541
3206.0,53.1915
3206.28,59.8072
3206.5,61.5579
3206.77,59.393
3207.08,52.4868
3207.72,33.284
3208.01,26.8644
3208.29,22.3461
3208.53,19.7696
3208.89,17.4596
3209.23,16.2769
3210.03,15.0116
3212.12,13.4805
3216.08,12.345
3218.75,11.9302
3220.48,12.3322
3221.58,11.7912
3223.97,10.622
3224.68,10.3863
3225.04,10.6007
3225.39,11.4474
3225.74,13.1758
3226.17,16.615
3226.71,21.0891
3227.03,22.4109
3227.14,22.5047
3227.45,21.8381
3228.05,18.1725
3228.55,15.253
3229.01,13.6458
3229.48,12.8372
3230.11,12.3586
3233.3,11.5754
3243.76,10.3384
3246.21,9.70715
3247.0,9.40443
3247.5,9.61443
3247.79,10.2598
3248.08,11.4835
3248.4,13.7428
3249.18,20.5571
3249.5,22.0735
3249.63,22.211
3249.97,21.3568
3250.59,17.2367
3251.03,14.5333
3251.42,12.9796
3251.91,11.9716
3252.72,11.325
3256.06,10.5143
3265.94,9.21099
3267.4,9.46934
3268.27,9.16067
3269.53,8.40903
3272.25,7.59856
3272.89,7.83054
3273.85,8.62662
3273.98,8.63964
3274.39,8.34604
3274.86,7.42397
3275.78,5.31028
3276.51,4.04741
3276.92,3.53982
3277.08,3.45039
3277.25,3.50471
3277.37,3.6958
3277.49,4.07711
3277.61,4.72157
3277.74,5.7202
3277.84,6.90183
3277.94,8.47821
3278.06,11.0037
3278.19,14.3593
3278.31,18.6902
3278.45,25.1517
3278.62,34.8466
3278.82,49.2076
3279.08,72.7965
3279.63,127.183
3279.91,146.133
3280.18,153.33
3280.2,153.392
3280.46,148.029
3280.74,131.674
3281.47,72.869
3281.72,57.1186
3281.96,45.4763
3282.18,37.3044
3282.45,30.895
3282.71,26.698
3283.07,23.0972
3283.58,20.2416
3284.2,18.2393
3285.26,16.19
3286.57,14.7109
3288.85,13.219
3292.94,11.7735
3296.1,11.0863
3297.86,11.5606
3298.77,11.081
3299.41,10.5481
3300.94,9.94382
3305.51,8.56002
3308.22,7.48977
3308.99,6.62368
3309.8,5.4668
3310.05,5.36232
3310.24,5.55344
3310.43,6.15188
3310.58,7.12357
3310.71,8.32642
3310.85,10.3084
3310.98,12.6621
3311.13,16.3936
3311.28,21.5015
3311.48,29.7145
3311.72,42.1625
3312.32,76.8479
3312.59,87.8305
3312.85,91.7784
3312.88,91.8035
3313.1,89.0483
3313.39,79.2419
3314.13,43.7837
3314.41,33.3825
3314.65,26.9301
3314.86,22.6409
3315.11,19.2781
3315.43,16.6355
3315.79,14.8053
3316.29,13.27
3317.31,11.2652
3319.31,7.97146
3319.58,7.75975
3319.79,7.91258
3319.99,8.56483
3320.13,9.42155
3320.28,11.0105
3320.44,13.4081
3320.6,16.7905
3320.77,21.4797
3320.97,29.0735
3321.23,41.4138
3321.8,71.2074
3322.09,81.4102
3322.33,84.7637
3322.36,84.7972
3322.64,81.4376
3322.99,69.427
3323.61,42.6916
3323.91,33.0765
3324.13,27.6643
3324.42,23.0008
3324.7,20.0565
3325.06,17.8166
3325.61,15.9927
3326.6,14.2081
3328.78,11.9065
3330.71,9.8543
3331.35,9.01572
3331.62,8.83918
3331.9,9.09874
3332.11,9.85703
3332.27,10.9742
3332.45,13.0238
3332.63,16.1051
3332.82,20.3827
3333.02,26.5268
3333.32,38.1912
3333.82,58.1938
3334.11,65.9424
3334.36,68.3019
3334.55,67.0555
3334.82,61.6762
3335.65,35.3074
3335.92,28.6038
3336.2,23.8463
3336.44,20.9684
3336.76,18.6816
3337.22,16.833
3337.9,15.5076
3339.0,14.3566
3341.27,13.2561
3344.43,11.9941
3349.47,10.4289
3351.68,9.28343
3352.89,8.1801
3353.57,7.51706
3353.65,7.49875
3353.87,7.64106
3354.1,8.27846
3354.25,9.14535
3354.42,10.7954
3354.58,12.9116
3354.75,16.3761
3354.94,21.5087
3355.16,29.2727
3355.5,43.853
3355.93,63.0059
3356.22,71.3121
3356.48,73.8629
3356.69,72.063
3356.96,65.43
3357.72,38.3838
3358.02,30.0337
3358.27,25.0607
3358.52,21.6464
3358.84,18.9204
3359.17,17.3337
3359.81,15.6986
3361.02,14.2966
3362.87,13.233
3367.2,12.0578
3376.98,10.7596
3377.99,10.9354
3379.37,11.734
3380.16,11.2661
3381.2,10.3958
3383.24,10.0039
3385.39,9.6257
3387.98,8.77178
3388.38,8.95609
3388.64,9.41028
3388.97,10.5572
3389.32,12.5399
3390.06,17.6237
3390.4,18.8279
3390.51,18.9127
3390.87,18.2117
3391.86,13.0176
3392.21,11.7507
3392.72,10.682
3393.41,10.0736
3396.61,9.02051
3398.06,8.73505
3399.07,9.03416
3399.8,9.32369
3400.4,9.04314
3401.56,7.73869
3404.26,5.93205
3405.41,4.80138
3406.17,3.94921
3406.35,3.87949
3406.53,3.98411
3406.69,4.30824
3406.84,4.9684
3406.97,5.88288
3407.1,7.24113
3407.23,9.16502
3407.36,11.7865
3407.5,15.502
3407.65,20.7199
3407.8,27.8561
3407.99,38.3589
3408.25,56.1079
3408.82,100.865
3409.1,116.385
3409.36,122.517
3409.4,122.712
3409.66,118.675
3409.95,105.527
3410.7,58.1293
3410.97,44.3134
3411.22,35.0828
3411.44,29.1727
3411.66,24.9803
3411.89,21.9773
3412.23,19.0732
3412.75,16.6538
3413.35,15.1127
3414.52,13.5698
3416.23,12.0133
3421.12,9.63494
3426.8,7.42266
3429.51,5.95048
3431.02,4.80386
3432.16,3.66976
3433.31,2.32154
3433.59,2.07831
3433.76,2.03111
3433.88,2.07386
3433.99,2.20459
3434.11,2.47322
3434.23,2.92614
3434.33,3.50954
3434.44,4.32547
3434.55,5.50475
3434.65,7.09043
3434.77,9.30054
3434.88,12.1831
3435.01,16.2828
3435.15,22.0596
3435.29,30.0869
3435.45,41.0156
3435.64,56.5449
3435.87,80.8721
3436.55,161.264
3436.85,185.727
3437.11,193.874
3437.15,193.927
3437.42,186.484
3437.72,164.914
3438.47,90.5495
3438.76,67.9612
3439.0,53.8302
3439.25,43.5326
3439.48,36.6294
3439.76,30.726
3440.1,26.1907
3440.45,23.2414
3441.02,20.0752
3441.87,17.1611
3443.13,14.5347
3444.84,12.2313
3448.71,8.57946
3451.17,6.16094
3452.74,4.26996
3454.45,1.92035
3454.73,1.61968
3454.94,1.47972
3455.07,1.45445
3455.21,1.49822
3455.3,1.59159
3455.43,1.80547
3455.55,2.15043
3455.66,2.64182
3455.77,3.31881
3455.88,4.24657
3455.99,5.49117
3456.1,7.13213
3456.21,9.26303
3456.33,12.164
3456.46,16.3206
3456.59,22.0448
3456.74,29.7669
3456.89,40.3028
3457.06,55.7562
3457.25,76.8962
3457.49,108.999
3457.87,173.994
3458.29,244.217
3458.61,283.868
3458.91,297.775
3459.16,291.857
3459.47,264.833
3460.37,144.232
3460.66,113.389
3460.92,91.7935
3461.19,75.8605
3461.51,62.4944
3461.8,54.1454
3462.18,46.5397
3462.67,40.2929
3463.27,35.1783
3464.22,30.0704
3465.51,25.8635
3467.13,22.665
3469.3,20.0146
3472.8,17.4235
3481.17,13.3319
3482.92,11.8121
3483.68,11.0187
3483.8,11.0006
3484.05,11.2386
3484.29,12.0849
3484.47,13.3366
3484.65,15.3017
3484.85,18.4966
3485.05,22.8588
3485.32,30.3853
3485.96,50.5993
3486.27,56.8896
3486.52,58.4299
3486.74,57.0238
3487.1,50.4659
3487.79,33.2826
3488.11,27.2694
3488.43,23.3014
3488.73,20.8739
3489.19,18.8698
3489.85,17.5054
3490.92,16.3961
3494.66,14.4649
3494.93,14.4431
3495.7,15.013
3496.7,16.2376
3496.86,16.2808
3497.76,15.6164
3498.77,14.7092
3502.42,13.7901
3512.44,12.7227
3513.14,12.733
3521.32,11.7986
3523.11,12.0082
3527.76,11.5461
3529.08,11.6917
3532.06,11.0904
3546.06,9.49207
3551.72,8.25742
3554.87,7.08285
3556.7,5.98227
3557.84,4.96609
3558.92,3.75934
3559.16,3.65282
3559.32,3.73276
3559.47,3.99919
3559.62,4.50329
3559.72,5.10312
3559.85,6.1177
3559.97,7.55973
3560.1,9.53232
3560.22,12.1438
3560.36,15.8267
3560.51,21.3478
3560.68,28.6943
3560.89,40.7308
3561.2,61.9964
3561.69,98.3024
3561.99,113.157
3562.24,118.435
3562.28,118.526
3562.55,114.283
3562.85,101.057
3563.58,56.2429
3563.87,42.083
3564.13,32.8754
3564.33,27.6148
3564.55,23.2449
3564.8,19.9714
3565.11,17.276
3565.56,14.9309
3566.26,12.7422
3567.48,10.2998
3570.01,6.07345
3571.12,4.00417
3571.38,3.70136
3571.53,3.66712
3571.67,3.79099
3571.81,4.14908
3571.93,4.69935
3572.05,5.55794
3572.17,6.81579
3572.29,8.57956
3572.4,10.8342
3572.53,14.1222
3572.66,18.6325
3572.79,24.4113
3572.95,33.4723
3573.12,45.8374
3573.34,65.0387
