E(MeV)  pendfb7/U238:2
2.10824487e-05  200.555699
2.10867744e-05  189.159122
2.10911001e-05  178.849659
2.10954258e-05  169.515263
2.10997515e-05  161.05378
2.11040772e-05  153.372512
2.11084029e-05  146.387713
2.11127286e-05  140.024024
2.11192171e-05  131.497337
2.11257056e-05  124.019532
2.11321941e-05  117.424223
2.11386826e-05  111.572553
2.11451712e-05  106.349073
2.11516596e-05  101.658456
2.11593841e-05  96.6602223
2.11671085e-05  92.1974539
2.11774078e-05  86.9332085
2.1187707e-05  82.3107395
2.11980063e-05  78.2112105
2.12083055e-05  74.5446504
2.12186048e-05  71.2416456
2.1228904e-05  68.2479669
2.12443529e-05  64.2450822
2.12598019e-05  60.7294857
2.12752507e-05  57.6162211
2.12906996e-05  54.8396479
2.13061485e-05  52.3481008
2.13257171e-05  49.5373513
2.13442557e-05  47.1747227
2.13627944e-05  45.0583014
2.1381333e-05  43.1520188
2.1409141e-05  40.6237867
2.1436949e-05  38.4252325
2.14647569e-05  36.4969122
2.14956547e-05  34.6156405
2.15265524e-05  32.9622871
2.15574502e-05  31.4985505
2.15883479e-05  30.1941624
2.16295449e-05  28.6616397
2.16707419e-05  27.324689
2.17119389e-05  26.1487107
2.17531359e-05  25.1067835
2.18128716e-05  23.7915544
2.18684876e-05  22.7363383
2.19241036e-05  21.8128631
2.19797195e-05  20.9979889
2.20538741e-05  20.0501422
2.21321484e-05  19.1891614
2.22145424e-05  18.4067768
2.22969364e-05  17.726839
2.23793304e-05  17.1303503
2.24721517e-05  16.5403442
2.25754002e-05  15.9674165
2.27302729e-05  15.2371184
2.28839233e-05  14.6312526
2.30351292e-05  14.1242569
2.3236737e-05  13.5521237
2.34782378e-05  12.984915
2.36737384e-05  12.5966708
2.39842394e-05  12.0761675
2.43269404e-05  11.601881
2.46627414e-05  11.2098666
2.50767427e-05  10.7969445
2.55406687e-05  10.3991171
2.60505952e-05  10.0155372
2.69475996e-05  9.42267703
2.90821036e-05  8.12958098
2.98275882e-05  7.64266561
3.04385364e-05  7.20460314
3.08967475e-05  6.84313185
3.13549586e-05  6.44480016
3.18131697e-05  5.99976219
3.21186437e-05  5.67113739
3.24410246e-05  5.29128588
3.26954903e-05  4.96310558
3.2949956e-05  4.60631405
3.31938191e-05  4.23409267
3.33563944e-05  3.96754812
3.35189697e-05  3.6848669
3.36744765e-05  3.39847097
3.38600245e-05  3.03523765
3.40084628e-05  2.72713834
3.41569012e-05  2.40334604
3.43212436e-05  2.02763258
3.44908874e-05  1.62393536
3.475949e-05  0.971739469
3.4844312e-05  0.771175817
3.48973258e-05  0.649913915
3.49432709e-05  0.548555971
3.49786134e-05  0.473635814
3.50068873e-05  0.416020157
3.50351613e-05  0.360817292
3.5059901e-05  0.314778769
3.50819901e-05  0.275687563
3.50996613e-05  0.245929854
3.51190997e-05  0.21490206
3.51314695e-05  0.196161374
3.51469319e-05  0.173915873
3.51593017e-05  0.15712366
3.51712298e-05  0.141828636
3.51800654e-05  0.131096241
3.5188901e-05  0.120895197
3.51977366e-05  0.111247032
3.52083394e-05  0.100430485
3.52154079e-05  0.093699503
3.52224764e-05  0.087366927
3.5231312e-05  0.08003097
3.52392641e-05  0.073999187
3.52472161e-05  0.068528274
3.52538428e-05  0.06441208
3.52604695e-05  0.060711387
3.52648873e-05  0.058481205
3.52710723e-05  0.055685593
3.52772572e-05  0.05328074
3.52825586e-05  0.051538625
3.52878599e-05  0.050098592
3.52922777e-05  0.049134464
3.52966955e-05  0.048389332
3.53019969e-05  0.047790351
3.53091759e-05  0.047505519
3.53125997e-05  0.047587984
3.53179011e-05  0.048000453
3.53227606e-05  0.048688711
3.53302708e-05  0.050351425
3.53346887e-05  0.051677873
3.533999e-05  0.05361895
3.53452914e-05  0.055949803
3.53499301e-05  0.058316302
3.53550106e-05  0.061266279
3.53607537e-05  0.065062246
3.53651715e-05  0.068322953
3.53700311e-05  0.072259663
3.53753325e-05  0.076981524
3.53815175e-05  0.083067763
3.53868189e-05  0.088791931
3.53921202e-05  0.094996236
3.53987469e-05  0.103444661
3.54053736e-05  0.11268471
3.54120004e-05  0.122740455
3.54186271e-05  0.133636269
3.54252538e-05  0.145397762
3.54327641e-05  0.159807263
3.54407161e-05  0.176357004
3.54486681e-05  0.194284345
3.54548531e-05  0.209212898
3.5461038e-05  0.225029885
3.54703154e-05  0.250477625
3.54778257e-05  0.272645865
3.54866613e-05  0.300593508
3.54954969e-05  0.330639672
3.55043325e-05  0.362871804
3.55131682e-05  0.397381736
3.55220038e-05  0.434264313
3.55308394e-05  0.473619945
3.5539675e-05  0.515553316
3.55493942e-05  0.564788449
3.5559997e-05  0.622388425
3.55705997e-05  0.684249623
3.55812024e-05  0.750594216
3.55926887e-05  0.827799495
3.56019661e-05  0.894415446
3.56143359e-05  0.989481656
3.56267058e-05  1.09209428
3.56395174e-05  1.20683189
3.56501201e-05  1.30869472
3.56607229e-05  1.4171791
3.56713256e-05  1.53264601
3.56819284e-05  1.65548337
3.56925311e-05  1.78609891
3.57057846e-05  1.96097693
3.5719038e-05  2.14960709
3.57322914e-05  2.35298067
3.57455448e-05  2.57217062
3.57587982e-05  2.8083412
3.57720517e-05  3.06275917
3.57853051e-05  3.33679635
3.57985585e-05  3.63195267
3.58118119e-05  3.94986157
3.58250653e-05  4.29230634
3.58383188e-05  4.6612394
3.58515722e-05  5.0587893
3.58648256e-05  5.48729828
3.5878079e-05  5.94933497
3.58913324e-05  6.44772398
3.59045858e-05  6.98557655
3.59178393e-05  7.5663303
3.59310927e-05  8.19377168
3.59443462e-05  8.87211415
3.59575996e-05  9.60601389
3.5970853e-05  10.4006671
3.59841065e-05  11.2618694
3.59973599e-05  12.196079
3.60106133e-05  13.2105551
3.60238667e-05  14.3134495
3.60371201e-05  15.5139509
3.60503736e-05  16.822459
3.6063627e-05  18.2507402
3.60768804e-05  19.812221
3.60901338e-05  21.5222333
3.61033872e-05  23.3983694
3.61166406e-05  25.4609066
3.61298941e-05  27.733352
3.61431475e-05  30.2430344
3.61519831e-05  32.0635791
3.61608187e-05  34.0145901
3.61696543e-05  36.1082653
3.61784899e-05  38.3583304
3.61873255e-05  40.7802959
3.61992537e-05  44.354236
3.62072058e-05  46.9535574
3.62151578e-05  49.7463357
3.62231099e-05  52.7525892
3.62310619e-05  55.9950723
3.6239014e-05  59.5001291
3.6246966e-05  63.2980381
3.62549181e-05  67.4241885
3.62628701e-05  71.9197007
3.62708222e-05  76.8330677
3.62787742e-05  82.2211886
3.62867263e-05  88.1516676
3.62946783e-05  94.7044364
3.63026304e-05  101.97495
3.63085944e-05  107.966264
3.63145584e-05  114.480509
3.63216269e-05  122.966483
3.63286954e-05  132.399576
3.63339968e-05  140.1813
3.63392982e-05  148.644953
3.63445996e-05  157.867955
3.63499009e-05  167.936752
3.63552023e-05  178.948526
3.63605037e-05  191.011023
3.6365805e-05  204.244041
3.63711063e-05  218.781008
3.63758776e-05  233.10108
3.63806488e-05  248.714237
3.63854201e-05  265.749662
3.63901913e-05  284.346281
3.63949625e-05  304.655693
3.63997338e-05  326.84171
3.6404505e-05  351.07916
3.64092762e-05  377.556938
3.64140475e-05  406.476969
3.64188187e-05  438.052182
3.64234132e-05  471.179687
3.64276543e-05  504.315898
3.64318954e-05  540.086876
3.64361365e-05  578.675064
3.64403776e-05  620.269285
3.64446187e-05  665.064049
3.64488598e-05  713.258718
3.64531009e-05  765.056511
3.6457342e-05  820.663358
3.64615831e-05  880.286579
3.64658242e-05  944.133407
3.64697118e-05  1006.5443
3.64746598e-05  1091.60665
3.64796077e-05  1183.25935
3.64845557e-05  1281.80317
3.64895036e-05  1387.51157
3.64944516e-05  1500.64129
3.64993995e-05  1621.40963
3.65043475e-05  1750.0069
3.65107091e-05  1927.06784
3.65165407e-05  2101.10644
3.65223721e-05  2286.39001
3.65282037e-05  2482.8384
3.6535979e-05  2761.70809
3.65442845e-05  3079.96476
3.65538269e-05  3469.2889
3.65633693e-05  3880.23431
3.66008324e-05  5590.56079
3.66135557e-05  6150.1936
3.66248653e-05  6609.93363
3.6635468e-05  6994.4573
3.66450104e-05  7291.98788
3.6653846e-05  7519.47409
3.66619041e-05  7682.1702
3.6669114e-05  7788.8836
3.66775962e-05  7865.18649
3.66855129e-05  7887.10826
3.66939951e-05  7857.45565
3.67024773e-05  7773.68906
3.67115957e-05  7625.66946
3.67209968e-05  7414.3514
3.67308927e-05  7133.92132
3.67414953e-05  6776.76097
3.67513912e-05  6400.44149
3.67612871e-05  5992.90367
3.68015776e-05  4218.01611
3.68121803e-05  3769.14741
3.68227831e-05  3343.87016
3.68312653e-05  3024.29467
3.68397475e-05  2725.20841
3.6846109e-05  2515.12066
3.68517638e-05  2338.8908
3.68574186e-05  2172.65612
3.68630734e-05  2016.40206
3.68687282e-05  1870.02298
3.6874383e-05  1733.33339
3.68800378e-05  1606.07911
3.68856926e-05  1487.94839
3.68913474e-05  1378.58252
3.68966488e-05  1283.66056
3.69019502e-05  1195.7469
3.69072516e-05  1114.47885
3.69125529e-05  1039.48609
3.69178543e-05  970.39025
3.69231557e-05  906.817996
3.69284571e-05  848.399188
3.69337584e-05  794.772707
3.69390598e-05  745.585296
3.69443611e-05  700.500709
3.69498392e-05  657.878681
3.69556707e-05  616.561343
3.69615022e-05  579.049212
3.69673337e-05  544.984268
3.69731653e-05  514.034143
3.69789967e-05  485.894457
3.69848283e-05  460.28276
