E(MeV)  pendfb7/Zr90:102
8.0081665e-08  0.043792269
8.2482197e-08  0.043149487
8.49562e-08  0.042515746
8.7502851e-08  0.041891678
9.0127446e-08  0.041276403
9.2829111e-08  0.040670543
9.5613464e-08  0.040073249
9.8479577e-08  0.03948512
1.01433412e-07  0.038905311
1.04473985e-07  0.038334362
1.07607619e-07  0.037771416
1.1083327e-07  0.03721699
1.14157646e-07  0.036670273
1.17579641e-07  0.036131814
1.21106371e-07  0.035600867
1.24736661e-07  0.035077983
1.28478062e-07  0.034562435
1.32329326e-07  0.03405474
1.36298464e-07  0.033554178
1.40384153e-07  0.033061245
1.4459489e-07  0.032575239
1.48929273e-07  0.032096638
1.53396316e-07  0.03162476
1.57994531e-07  0.031160071
1.62733481e-07  0.030701909
1.67611588e-07  0.030250725
1.72638996e-07  0.029805877
1.7781403e-07  0.029367805
1.83147454e-07  0.028935887
1.8863749e-07  0.02851056
1.94295557e-07  0.028091241
2.0011977e-07  0.027678378
2.06122241e-07  0.027271395
2.12300971e-07  0.026870653
2.18668809e-07  0.026475495
2.25223636e-07  0.02608625
2.31979082e-07  0.025702365
2.38932897e-07  0.025324264
2.46099545e-07  0.024951446
2.53476636e-07  0.024584297
2.61079514e-07  0.024222298
2.68905645e-07  0.023865807
2.76971307e-07  0.023514316
2.85273811e-07  0.023168171
2.93830426e-07  0.02282688
3.02638301e-07  0.022490778
3.11715753e-07  0.022159388
3.21059758e-07  0.021833035
3.30689751e-07  0.021511254
3.40602522e-07  0.021194364
3.50818688e-07  0.020881912
3.61334845e-07  0.020574207
3.72172865e-07  0.02027081
3.83329135e-07  0.019972024
3.9482686e-07  0.019677439
4.06662208e-07  0.019387397
4.18859794e-07  0.019101535
4.31415555e-07  0.018820062
4.44355602e-07  0.01854242
4.57675626e-07  0.018268856
4.71403329e-07  0.017999058
4.85534136e-07  0.017733343
5.00097438e-07  0.017471342
5.15088382e-07  0.017213315
5.30538145e-07  0.016958894
5.46441581e-07  0.016708331
5.62831765e-07  0.016461268
5.79703235e-07  0.016217948
5.97091082e-07  0.015978025
6.14989512e-07  0.015741736
6.33435749e-07  0.015508744
6.52423648e-07  0.015279278
6.71992699e-07  0.015053012
6.92136383e-07  0.014830169
7.12896594e-07  0.014610432
7.34266415e-07  0.014394016
7.5629029e-07  0.014180614
7.78960882e-07  0.013970437
8.02325342e-07  0.013763193
8.26375882e-07  0.013559147
8.51162526e-07  0.013358104
8.76677012e-07  0.01316007
9.02972407e-07  0.012964604
9.30039949e-07  0.012772025
9.57935933e-07  0.012582117
9.86651065e-07  0.012395072
1.01195589e-06  0.012236857
1.04050974e-06  0.012065276
1.06986929e-06  0.011896034
1.10005725e-06  0.011729097
1.13109702e-06  0.011564434
1.16301262e-06  0.011402013
1.19582876e-06  0.011241802
1.22957087e-06  0.01108377
1.26426505e-06  0.010927886
1.29993819e-06  0.01077412
1.33661789e-06  0.010622449
1.37433257e-06  0.010472939
1.41311143e-06  0.010325735
1.47348355e-06  0.010107765
1.53613758e-06  0.009894971
1.60176573e-06  0.009685515
1.66987445e-06  0.009481247
1.74121623e-06  0.009280182
1.81525452e-06  0.009084091
1.89280734e-06  0.008891063
1.97329145e-06  0.008702802
2.05759605e-06  0.008517475
2.14508714e-06  0.008336722
2.23673135e-06  0.008159322
2.33183946e-06  0.007985978
2.43146225e-06  0.007815047
2.53485051e-06  0.00764831
2.64314651e-06  0.007484135
2.75553581e-06  0.00732398
2.87326011e-06  0.00716629
2.99543407e-06  0.007012465
3.16686028e-06  0.006811689
3.34809707e-06  0.006616159
3.53970589e-06  0.006426107
3.79507735e-06  0.006195336
4.01226648e-06  0.006015946
4.24188516e-06  0.005841321
4.48464473e-06  0.005671321
4.74129723e-06  0.00550575
5.08237344e-06  0.005304697
5.44904038e-06  0.005110019
5.76088444e-06  0.004959119
6.26242979e-06  0.004740219
6.7129322e-06  0.00456396
7.19723551e-06  0.004393032
7.71498533e-06  0.004227914
8.38665564e-06  0.004035534
9.11680189e-06  0.003851437
9.91051502e-06  0.003675172
1.07733292e-05  0.003503833
1.17112604e-05  0.003339291
1.27308483e-05  0.003180881
1.36493131e-05  0.003052921
1.48376288e-05  0.002904325
1.61293999e-05  0.002761904
1.75336331e-05  0.002624238
1.90601196e-05  0.002492183
2.13041346e-05  0.002323339
2.31588827e-05  0.002202192
2.51751061e-05  0.002085664
2.69861357e-05  0.001991654
2.89330458e-05  0.001900374
3.10144115e-05  0.001812087
3.3714541e-05  0.001709387
3.6649745e-05  0.001611049
3.98404893e-05  0.001516549
4.27147744e-05  0.001440672
4.64335431e-05  0.001352948
4.97738477e-05  0.001282406
5.33647732e-05  0.001214341
5.72036918e-05  0.001148997
6.04774117e-05  0.00109815
6.48405439e-05  0.001036997
6.85513145e-05  0.000989671
7.24744494e-05  0.000943826
7.74841032e-05  0.000890484
8.30741802e-05  0.00083767
8.90503139e-05  0.000786988
9.41465896e-05  0.000748044
0.000100000435  0.000707734
0.000105723377  0.000671418
0.00011269265  0.000631878
0.000120822841  0.00059097
0.000127737432  0.000559647
0.00013504774  0.000529723
0.00014277641  0.000501145
0.000149987825  0.000476879
0.000164269935  0.000434699
0.000178552047  0.000398948
0.000188147858  0.000377867
0.000198275263  0.000357765
0.000209997666  0.000336959
0.000222015659  0.000317949
0.000234988018  0.000299598
0.000245268342  0.000286531
0.000259304846  0.000270342
0.000274122969  0.000255191
0.000293899523  0.000237604
0.000310719149  0.000224482
0.000323931245  0.000215146
0.000340833225  0.000204454
0.0003573294  0.000195112
0.000374266313  0.000186485
0.000396722418  0.000176407
0.000431074143  0.000163215
0.000448250006  0.000157502
0.000471900862  0.000150424
0.000496219064  0.000143989
0.000524145302  0.000137485
0.00056057235  0.000130176
0.000601014744  0.000123398
0.000635410319  0.000118426
0.000664768037  0.000114715
0.000701983558  0.00011058
0.0007371192  0.00010716
0.000790298535  0.000102841
0.000833334125  9.98741e-05
0.000919149587  9.51596e-05
0.000975441437  9.27691e-05
0.00104787278  9.03355e-05
0.0011704663  8.75688e-05
0.00125015209  8.64567e-05
0.0013335  8.58035e-05
0.00141670302  8.56339e-05
0.00151623869  8.60222e-05
0.00161333538  8.69201e-05
0.00173646  8.88513e-05
0.00183583617  9.11126e-05
0.0019626213  9.49791e-05
0.00203868  9.7903e-05
0.00209620441  0.000100465
0.0021701457  0.000104231
0.00224016  0.000108383
0.0023116854  0.000113331
0.0023751516  0.000118331
0.0024386178  0.000124144
0.0025217283  0.000133046
0.0026108832  0.000144634
0.002663268  0.00015274
0.002703564  0.000159743
0.0027458748  0.000167932
0.002784156  0.000176189
0.002824452  0.000185885
0.002864748  0.000196778
0.002905044  0.000209064
0.002935266  0.000219388
0.002965488  0.000230677
0.00299571  0.000243272
0.003025932  0.000257123
0.003056154  0.0002727
0.003086376  0.000289955
0.003126672  0.00031646
0.003166968  0.000347693
0.003187116  0.000365443
0.003207264  0.000384855
0.003227412  0.000406137
0.0032500785  0.000432759
0.0032803005  0.00047307
0.0033105225  0.00052021
0.0033256335  0.000546837
0.003353337  0.000601795
0.003368448  0.000635774
0.003383559  0.000673263
0.00339867  0.000714269
0.003413781  0.000759812
0.003428892  0.000809942
0.003444003  0.000866038
0.003464151  0.00095089
0.003484299  0.001049906
0.003494373  0.001105737
0.003504447  0.001166444
0.003514521  0.001232612
0.003529632  0.00134312
0.003539706  0.001426094
0.00354978  0.001517421
0.003559854  0.00161827
0.003569928  0.001730018
0.003580002  0.001854077
0.0035875575  0.001956518
0.003595113  0.00206809
0.0036026685  0.002190063
0.003610224  0.002323342
0.0036177795  0.002469863
0.003625335  0.002630894
0.0036328905  0.00280905
0.003640446  0.003006139
0.0036480015  0.003225778
0.00365366813  0.003406925
0.00365933475  0.003604123
0.00366500138  0.003819393
0.003670668  0.00405509
0.00367633463  0.004313931
0.00368200125  0.004599021
0.00368766788  0.004913945
0.0036933345  0.00526291
0.00369900113  0.005650961
0.00370655663  0.006239845
0.00371033438  0.00657021
0.003716001  0.007116434
0.00372072319  0.007626151
0.00372544538  0.008195224
0.00373016757  0.008831374
0.00373331569  0.009298071
0.00373646382  0.009803233
0.00373961194  0.01035121
0.00374276007  0.010946986
0.00374590819  0.011596291
0.00374905632  0.012305758
0.00375220444  0.013083059
0.00375535257  0.013937134
0.00375850069  0.014878445
0.00376164882  0.015919321
0.00376479694  0.01707432
0.00376778766  0.018293017
0.00377062098  0.019572979
0.00377345429  0.020992955
0.0037762876  0.022570163
0.00377886906  0.024167358
0.00378119868  0.02576353
0.00378352829  0.027523803
0.0037858579  0.029472198
0.00378796714  0.031421524
0.00378985602  0.033337022
0.00379174489  0.035434046
0.00379331896  0.037337233
0.00379514487  0.039744221
0.00379703374  0.042488489
0.00379860781  0.044999139
0.00380005594  0.047511279
0.00380150408  0.050240224
0.00380339295  0.054168292
0.0038046522  0.057048962
0.00380591145  0.060166128
0.00380754848  0.064616453
0.00380981513  0.071641485
0.00381107438  0.07604968
0.00381233363  0.080877071
0.00381359288  0.086178492
0.00381485213  0.092017855
0.00381611138  0.098470125
0.00381737063  0.105623715
0.00381862988  0.113583467
0.00381957432  0.120156683
0.00382051875  0.127314848
0.00382146319  0.135129149
0.00382240763  0.143681568
0.00382335207  0.153067281
0.0038242965  0.163397044
0.00382524094  0.174800809
0.00382618538  0.187431004
0.00382712982  0.201467878
0.00382807425  0.217125382
0.00382901869  0.234659654
0.00382990017  0.252988447
0.00383075016  0.272744034
0.00383131682  0.287208206
0.00383188349  0.302834845
0.00383245015  0.319748429
0.00383301681  0.338090844
0.00383358347  0.35802282
0.00383410291  0.377846054
0.00383481124  0.407570495
0.00383528346  0.429322272
0.00383575568  0.4528095
0.0038362279  0.47821626
0.00383670012  0.505750912
0.00383717234  0.535649183
0.00383764455  0.568176944
0.00383811678  0.603638003
0.00383858899  0.642371203
0.00383906121  0.684767076
0.00383953343  0.73126638
0.00384000565  0.782371807
0.00384047787  0.83865559
0.00384095009  0.900768282
0.0038414223  0.969446051
0.00384189453  1.04552655
0.00384236674  1.12993821
0.00384283896  1.22372584
0.00384331118  1.3280289
0.0038439408  1.4855889
0.00384425562  1.57315654
0.00384457043  1.66709055
0.00384488524  1.7677631
0.00384533542  1.9240992
0.00384574153  2.07821644
0.00384614764  2.24511466
0.00384655375  2.42479823
0.00384695986  2.61679642
0.00384736596  2.82001521
0.00384912891  3.76823555
0.00384963261  4.02553027
0.00385001039  4.20153073
0.00385038816  4.3569667
0.00385076594  4.48663563
0.00385114371  4.5858801
0.00385153408  4.65250708
0.003852  4.68051448
0.00385226193  4.670962
0.00385262459  4.62801912
0.00385293185  4.56570829
0.00385330962  4.45899724
0.0038536874  4.32286432
0.00385411554  4.13911769
0.00385441776  3.9945658
0.0038550222  3.68080268
0.00385628145  2.99703521
0.00385678515  2.73625914
0.00385732034  2.47641563
0.00385774534  2.28488246
0.00385817033  2.10729026
0.00385859533  1.94373102
0.00385902032  1.79387067
0.00385946106  1.65223562
0.00385977588  1.55915716
0.00386009069  1.47240536
0.0038604055  1.39159272
0.00386087772  1.28066637
0.00386134994  1.1809698
0.00386182215  1.09131014
0.00386216845  1.03129376
0.00386251474  0.975682013
0.00386286104  0.924102114
0.00386338048  0.853559973
0.00386389992  0.790304296
0.00386441936  0.733438221
0.00386481287  0.694132808
0.00386525361  0.653566544
0.00386569435  0.616296357
0.00386613509  0.581994267
0.00386657582  0.550370211
0.00386701656  0.521164453
0.0038674573  0.494147865
0.0038681184  0.457286228
0.0038686221  0.431826268
0.0038691258  0.408381887
0.0038696295  0.386751789
0.0038701332  0.36675835
0.00387088875  0.339498297
0.0038716443  0.315114412
0.003872148  0.300264537
0.00387277763  0.283109977
0.00387340725  0.267363342
0.00387403688  0.252876757
0.0038746665  0.23952195
0.00387529613  0.227185869
0.00387624057  0.210379731
0.003877185  0.195361521
0.00387794055  0.184470537
0.0038786961  0.174460165
0.00387945165  0.16523493
0.0038802072  0.156712941
0.00388134053  0.145099773
0.00388247385  0.13471979
0.0038832294  0.128402622
0.0038842368  0.120644909
0.0038852442  0.113566747
0.0038862516  0.107091557
0.003887259  0.101153172
0.0038882664  0.095694211
0.0038892738  0.090664726
0.0038902812  0.086021078
0.0038912886  0.081725012
0.00389242193  0.077265652
0.00389355525  0.073161796
0.00389468858  0.069376784
0.00389638857  0.064228242
0.00389808855  0.059633952
0.00389978854  0.055517544
0.00390111075  0.052605193
0.00390262185  0.049550845
0.00390413295  0.046758132
0.00390564405  0.044201181
0.00390715515  0.041854305
0.00390866625  0.039689225
0.00391017735  0.037686882
0.003912444  0.034959466
0.0039148051  0.032426976
0.00391716619  0.030163898
0.00391952729  0.028141169
0.00392188838  0.026327464
0.00392424947  0.024691424
0.00392661057  0.023208824
0.00392897166  0.021864502
0.00393133275  0.020643459
0.00393369385  0.019532367
0.00393605494  0.018519847
0.00393841604  0.017596153
0.00394077713  0.016752984
0.00394392525  0.015741948
0.00394707338  0.014847802
0.0039502215  0.014059803
0.00395336963  0.013369978
0.00395651775  0.012773068
0.00395966588  0.012266655
0.003962814  0.011851603
0.0039653325  0.01158848
0.003967851  0.011391614
0.0039703695  0.011266695
0.003972888  0.011227711
0.00397501299  0.011276613
0.00397713798  0.011415384
0.00397855463  0.011568353
0.00397997129  0.011779713
0.00398138794  0.012060714
0.0039828046  0.012425567
0.00398386709  0.012765336
0.00398500829  0.013207008
0.00398618884  0.013765849
0.00398697587  0.014207601
0.0039877629  0.014714791
0.00398854993  0.015298155
0.00398933696  0.015970908
0.00399012399  0.016749395
0.00399081264  0.017533167
0.00399140292  0.018294398
0.00399199319  0.019151627
0.00399258347  0.020120464
0.00399317374  0.021219953
0.00399376402  0.022473693
0.00399420672  0.023532546
0.00399464942  0.024709448
0.00399509213  0.026022229
0.00399543645  0.027150662
0.00399582997  0.028571881
0.00399622349  0.030153418
0.00399661701  0.031920153
0.00399701052  0.033902097
0.00399740404  0.036136011
0.00399769917  0.038003492
0.00399799431  0.040060945
0.00399828945  0.04233567
0.00399851572  0.044246989
0.0039987715  0.046606468
0.00399902729  0.049205905
0.00399928307  0.052081043
0.00399953886  0.055276196
0.00399979464  0.058846394
0.00399998648  0.061812454
0.00400017832  0.06506774
0.00400037016  0.068661302
0.00400053248  0.072012991
0.00400072924  0.076535163
0.00400087681  0.080324675
0.00400102438  0.08452949
0.00400117195  0.089238255
0.00400131951  0.094566634
0.00400146708  0.100667855
0.00400156546  0.105261233
0.00400166384  0.110360279
0.00400176222  0.116054248
0.0040018606  0.122450059
0.00400195898  0.129675542
0.00400204633  0.13690866
0.00400212267  0.143961819
0.00400219901  0.151798269
0.00400227535  0.160528053
0.00400235168  0.170274911
0.00400242802  0.181183243
0.00400250436  0.193412322
0.0040025807  0.207143227
0.00400263795  0.218547598
0.0040026952  0.231005699
0.00400275246  0.244623438
0.00400280971  0.259508454
0.00400286697  0.275787899
0.00400292421  0.293584857
0.00400298147  0.313054465
0.00400303872  0.334340884
0.00400309597  0.357613083
0.00400315322  0.383049143
0.00400321047  0.410840043
0.00400325944  0.436634167
0.00400331922  0.470858547
0.00400337899  0.508332306
0.00400343877  0.549348164
0.00400349854  0.594190354
0.00400355832  0.643190061
0.00400361809  0.69666537
0.00400367787  0.754987194
0.00400373764  0.818507391
0.00400379742  0.887636917
0.00400385719  0.962760143
0.00400391697  1.04432717
0.00400397674  1.13275219
0.00400403652  1.2285221
0.00400409629  1.33207659
0.00400415606  1.44391584
0.00400420836  1.54896377
0.00400427561  1.69446589
0.00400434286  1.85237483
0.0040044101  2.02340245
0.00400447735  2.20834077
0.00400454459  2.4078732
0.00400461185  2.62282209
0.00400467909  2.85377405
0.00400474634  3.1015205
0.00400481358  3.36664933
0.00400488083  3.64986266
0.0040049406  3.91718924
0.00400501532  4.27262865
0.00400509004  4.65226028
0.00400516476  5.05659992
0.00400523948  5.48603369
0.0040053142  5.94080203
0.00400538892  6.42098386
0.004005501  7.18864112
0.00400559288  7.85962423
0.00400571538  8.8104554
0.00400583788  9.82162201
0.004005991  11.1612243
0.004006187  12.9748272
0.0040066966  17.8873085
0.00400688035  19.5800502
0.0040070396  20.9446389
0.0040071817  22.0506627
0.004007314  22.963171
0.0040074512  23.7700419
0.0040076031  24.4765695
0.0040077256  24.8903843
0.00400785545  25.1677408
0.00400799941  25.2745291
0.00400812985  25.1868318
0.0040082646  24.9140524
0.0040083773  24.5480358
0.0040085292  23.8667755
0.0040086664  23.0805257
0.0040088232  22.0064955
0.0040089702  20.8554094
0.0040091368  19.4175105
0.0040093328  17.5991272
0.004009813  12.9674546
0.00400999063  11.3206436
0.00401014375  9.97278947
0.00401026625  8.95384221
0.00401038875  7.99444205
0.00401048675  7.27282093
0.004010597  6.51181849
0.0040106705  6.03497014
0.004010744  5.5826836
0.0040108175  5.15491651
0.004010891  4.75147255
0.0040109645  4.37201591
0.004011038  4.016086
0.0040111115  3.68311219
0.004011185  3.37242851
0.0040112585  3.08328803
0.004011332  2.81487672
0.0040114055  2.56632682
0.004011479  2.33672943
0.0040115525  2.12514628
0.004011626  1.93062072
0.0040116995  1.75218771
0.004011773  1.58888285
0.004011822  1.48794497
0.00401188325  1.37020454
0.0040119445  1.26133222
0.00401200575  1.16080302
0.004012067  1.06810583
0.00401212825  0.982745137
0.0040121895  0.904242339
0.00401225075  0.83213691
0.004012312  0.765987254
0.00401237325  0.705371346
0.0040124345  0.649887166
0.00401249575  0.599152934
0.004012557  0.552807175
0.00401261825  0.510508626
0.0040126795  0.471936006
0.00401274075  0.436787662
0.004012802  0.404781119
0.00401286173  0.37634256
0.00401292144  0.350420917
0.00401298116  0.326790163
0.00401304088  0.305257501
0.0040131006  0.285639966
0.00401316032  0.267768285
0.00401322004  0.251486173
0.00401327975  0.236652003
0.00401333948  0.223126239
0.00401339919  0.210796425
0.00401345891  0.199544727
0.00401351863  0.189271478
0.00401357835  0.179883724
0.00401363807  0.171296751
0.00401371769  0.160961744
0.00401379732  0.151749454
0.00401387694  0.143518826
0.00401395657  0.136142302
0.00401403619  0.129512188
0.004014125  0.122879809
0.004014223  0.11636344
0.004014321  0.110563459
0.004014419  0.105370976
0.004014517  0.100694977
0.004014615  0.096459509
0.004014762  0.090796735
0.004014909  0.085814153
0.004015056  0.081381603
0.004015203  0.077399734
0.00401535  0.073792324
0.004015546  0.069465022
0.0040157665  0.065138915
0.004015889  0.06294441
0.004016134  0.058934146
0.004016379  0.05535597
0.004016624  0.052141629
0.004016869  0.049238264
0.004017114  0.046603713
0.004017359  0.044203568
0.004017604  0.042009258
0.0040179225  0.039425299
0.004018241  0.037104954
0.0040185595  0.035012173
0.004018878  0.033117079
0.0040191965  0.031394694
0.004019515  0.029823973
0.0040198335  0.028387064
0.004020152  0.027068728
0.00402061502  0.025337247
0.00402107803  0.02379542
0.00402154104  0.022415771
0.00402200405  0.021175735
0.00402246707  0.020056575
0.00402293008  0.019042689
0.00402339309  0.018120871
0.0040238561  0.017279949
0.00402449521  0.016234721
0.00402513431  0.015304854
0.00402577342  0.014473397
0.00402641252  0.013726519
0.00402705163  0.013052735
0.00402769073  0.012442499
