E(MeV)  pendfb7/Zr90:102
0.00402832984  0.011887749
0.00402921749  0.011196784
0.00402996311  0.010678014
0.00403095727  0.010060682
0.00403195144  0.009515546
0.0040329456  0.009030993
0.00403393977  0.008597438
0.00403493393  0.008207284
0.00403592809  0.007854559
0.00403692225  0.007534378
0.00403834249  0.007125318
0.00403976272  0.006764276
0.00404118296  0.006443292
0.00404260319  0.006156022
0.00404402343  0.005897356
0.00404615378  0.005554255
0.00404828413  0.005256082
0.00405041449  0.004993566
0.00405396507  0.00461728
0.00405680554  0.004360736
0.004059646  0.004135286
0.00406248647  0.003935107
0.00406532694  0.00375576
0.00406816741  0.003593805
0.00407242812  0.003378071
0.00407668882  0.00318937
0.00408094952  0.003020444
0.00408577832  0.002849829
0.00409089116  0.002689019
0.004096004  0.002545063
0.00410111685  0.002415165
0.00410622969  0.002297149
0.00411304682  0.002155329
0.00411986394  0.002028465
0.00412668107  0.001914195
0.00413349819  0.001810626
0.00414031532  0.001716362
0.004150541  0.001589881
0.0041596305  0.001489699
0.00416872  0.001399498
0.00417656  0.001328661
0.00418732782  0.0012405
0.00419611128  0.001175483
0.00420799808  0.001095933
0.00421988487  0.001024613
0.00423177167  0.000960487
0.00424365846  0.00090259
0.00425554526  0.000850116
0.00426743205  0.000802395
0.00427931885  0.000758859
0.00429120564  0.000719024
0.00430309244  0.000682478
0.00431497923  0.000648864
0.00433875282  0.000589242
0.00435063962  0.000562733
0.00436846981  0.000526624
0.0043863  0.000494031
0.00440619375  0.000461592
0.0044260875  0.000432584
0.00444598125  0.000406567
0.004465875  0.000383145
0.00448576875  0.000361991
0.0045056625  0.000342823
0.00452555625  0.000325406
0.00454545  0.000309535
0.00456534375  0.00029504
0.00460513125  0.000269592
0.00464491875  0.000248082
0.00467475938  0.000234143
0.0047046  0.000221622
0.00473444063  0.000210551
0.00476428125  0.000200549
0.00479412188  0.000191651
0.0048239625  0.000183581
0.00486375  0.000174085
0.0049035375  0.000165787
0.004943325  0.000158526
0.0049831125  0.000152161
0.0050229  0.000146581
0.0050626875  0.000141688
0.0051422625  0.000133665
0.0052218375  0.0001276
0.00528151875  0.000124162
0.0053412  0.000121448
0.00540088125  0.000119521
0.0054605625  0.000118193
0.00556003125  0.000117394
0.0056595  0.000118242
0.00572316  0.000119651
0.00578682  0.000121767
0.00584244293  0.000124267
0.00591414  0.000128369
0.0059778  0.000133037
0.0060586482  0.000140569
0.00610512  0.000145855
0.0061468173  0.000151297
0.00618962865  0.000157674
0.00623244  0.000164972
0.0062668164  0.000171599
0.0063069222  0.000180389
0.0063603966  0.000194046
0.0064110063  0.000209533
0.0064622526  0.000228367
0.0064940826  0.000242111
0.00651891  0.000254115
0.0065542413  0.000273492
0.00658257  0.000291303
0.0066064425  0.000308235
0.0066299967  0.000326781
0.00666003627  0.000353823
0.00667806  0.000372092
0.00670300677  0.000400473
0.00671959815  0.000421539
0.00673618954  0.000444779
0.006757635  0.000478246
0.0067710036  0.000501427
0.0067843722  0.000526636
0.0067977408  0.000554108
0.0068111094  0.000584117
0.0068241597  0.000616172
0.00683721  0.000651304
0.0068534433  0.000699919
0.0068671302  0.000745705
0.006875406  0.00077596
0.0068884563  0.000827928
0.0069015066  0.000885735
0.00691535265  0.000954418
0.0069247425  0.001006146
0.0069342915  0.001063579
0.0069438405  0.001126449
0.0069533895  0.001195478
0.0069629385  0.001271484
0.0069724875  0.001355458
0.0069820365  0.001448533
0.0069915855  0.0015521
0.00699874725  0.00163765
0.007005909  0.001730802
0.00701307075  0.001832475
0.0070202325  0.001943753
0.00702739425  0.002065909
0.007034556  0.002200441
0.00704171775  0.002349094
0.0070488795  0.002513902
0.00705544444  0.002680577
0.00706081575  0.002830371
0.00706618707  0.002993497
0.007072752  0.003213264
0.0070775265  0.003389061
0.007082301  0.003580028
0.0070870755  0.003787954
0.00709145213  0.003994819
0.00709582875  0.00421928
0.00710020538  0.004464166
0.007104582  0.004731398
0.00710856075  0.004996067
0.0071125395  0.005283929
0.00711651825  0.005597776
0.007120497  0.00594083
0.00712447575  0.006316832
0.0071284545  0.00673014
0.00713243325  0.007185856
0.007136412  0.007689988
0.00714039075  0.008249647
0.00714337482  0.00871086
0.00714635888  0.009212204
0.00714934294  0.009758475
0.007152327  0.010355204
0.00715531107  0.011008808
0.00715829513  0.011726745
0.00716127919  0.012517562
0.00716426325  0.013389522
0.00716724732  0.014354947
0.00717023138  0.015432632
0.00717321544  0.016638
0.00717520482  0.01752217
0.00717719419  0.018479049
0.00717918357  0.019516846
0.00718117294  0.020644942
0.00718316232  0.021874144
0.00718495275  0.023077115
0.00718734  0.024842388
0.00718972725  0.026818976
0.00719131875  0.028271162
0.00719291025  0.029844955
0.00719450175  0.031554334
0.00719609325  0.033415349
0.00719758529  0.035314191
0.00719897785  0.03723677
0.00720037041  0.039321203
0.00720176297  0.041586184
0.00720315554  0.044053081
0.0072045481  0.046746003
0.00720594066  0.04969222
0.00720733322  0.052923873
0.00720852685  0.055951232
0.00721001888  0.060118338
0.00721151091  0.06477461
0.0072125056  0.068188559
0.00721350029  0.071881165
0.00721449498  0.07588327
0.00721548966  0.080230329
0.00721643461  0.084716773
0.00721732983  0.089324772
0.00721822505  0.094320667
0.00721912027  0.099749405
0.00722001549  0.105662659
0.00722091071  0.112120086
0.00722180593  0.119190844
0.00722270115  0.126955458
0.0072234969  0.134515592
0.00722419318  0.14170143
0.00722488946  0.149481553
0.00722558574  0.157923366
0.00722628202  0.167104205
0.0072269783  0.177113349
0.00722767458  0.188054519
0.00722837086  0.200048799
0.00722899752  0.211860881
0.00722955454  0.223269245
0.00723011157  0.235633675
0.00723066859  0.249064161
0.00723122562  0.263687897
0.00723178264  0.279650659
0.00723233967  0.297123088
0.00723289669  0.316303494
0.00723339404  0.335062603
0.0072338317  0.353004752
0.00723426936  0.372449309
0.00723470702  0.393572245
0.00723514469  0.416576867
0.00723558235  0.441696753
0.00723602001  0.469205223
0.00723645767  0.499421209
0.00723685555  0.529554696
0.00723721364  0.559124371
0.00723757173  0.591304079
0.00723792981  0.626417401
0.0072382879  0.664844572
0.00723864599  0.707028011
0.00723900408  0.753490537
0.00723936216  0.804851254
0.00723968046  0.855215914
0.00723995898  0.903426052
0.00724023749  0.956006067
0.007240516  1.0135263
0.00724079451  1.07665352
0.00724107303  1.14617561
0.00724135154  1.22301611
0.00724163005  1.30827923
0.00724187872  1.39258743
0.00724209756  1.47406854
0.00724231639  1.56327147
0.00724253522  1.6611975
0.00724275405  1.76899074
0.00724297288  1.88796038
0.00724319171  2.0196002
0.00724341054  2.16560771
0.00724361942  2.32013974
0.00724381836  2.48282278
0.0072440173  2.66244943
0.00724421624  2.86098115
0.00724441517  3.08053828
0.00724461411  3.32343702
0.00724481305  3.59210722
0.00724501199  3.8891097
0.00724519103  4.18281051
0.00724535018  4.46652605
0.00724550933  4.77297459
0.00724566848  5.10348832
0.00724582763  5.4593387
0.00724598678  5.84170478
0.00724614593  6.25163785
0.00724630508  6.69002296
0.00724652391  7.34045821
0.0072467328  8.01358917
0.00724694168  8.73761776
0.00724715057  9.511418
0.00724742908  10.6160564
0.00724769764  11.7516754
0.00724809552  13.5324469
0.00724892111  17.3396273
0.00724917376  18.444801
0.00724950002  19.7620649
0.00724973476  20.6048772
0.00724994961  21.2804376
0.00725016447  21.850425
0.00725039523  22.3315758
0.00725063396  22.6744112
0.007251  22.8748113
0.00725124589  22.7828998
0.00725147745  22.5319099
0.0072516366  22.2700962
0.00725185941  21.7879618
0.00725208222  21.1810585
0.00725233289  20.3659396
0.00725258355  19.4320505
0.0072529297  17.9919543
0.00725406365  12.8027105
0.00725439189  11.3610669
0.00725465051  10.2880218
0.00725490913  9.28182642
0.0072551031  8.57524716
0.00725529705  7.91191503
0.00725550594  7.24665237
0.00725571483  6.63231559
0.00725592371  6.06798798
0.00725613259  5.55197174
0.00725634148  5.08201855
0.00725650063  4.75328614
0.00725667967  4.41203667
0.00725685872  4.09918459
0.00725703776  3.8128194
0.00725721681  3.55096103
0.00725739585  3.31172274
0.00725757489  3.09323261
0.00725775393  2.89371421
0.00725795287  2.69223012
0.007258117  2.5405426
0.00725828112  2.40080383
0.00725849995  2.23126411
0.00725871878  2.07885193
0.00725893761  1.94155543
0.00725915644  1.81759068
0.00725937527  1.70538466
0.0072595941  1.60355643
0.00725980299  1.51492332
0.00726001188  1.43372476
0.00726029039  1.33564838
0.0072605689  1.24772322
0.00726084741  1.16857175
0.00726112593  1.09703435
0.00726140444  1.0321417
0.00726168295  0.973067838
0.00726198135  0.915441018
0.00726229965  0.859633903
0.00726261795  0.808945756
0.00726293625  0.762749763
0.00726325455  0.720514747
0.00726357285  0.681787911
0.00726389115  0.646181094
0.00726420945  0.613359767
0.00726456754  0.579405805
0.00726496542  0.544953332
0.00726536329  0.513546865
0.00726576117  0.484829895
0.00726615904  0.458500083
0.00726655692  0.434294655
0.00726695479  0.411988682
0.0072675516  0.381666792
0.00726802905  0.35979004
0.0072685065  0.339766249
0.00726898395  0.321388676
0.0072694614  0.304478985
0.00726993885  0.288882783
0.00727065503  0.267662472
0.0072713712  0.248716856
0.0072720078  0.233529557
0.0072726444  0.219703923
0.007273281  0.207081087
0.0072739176  0.195524317
0.0072745542  0.184915533
0.0072751908  0.175152588
0.0072758274  0.166146974
0.007276464  0.157821789
0.00727725975  0.148270721
0.0072780555  0.13956521
0.00727885125  0.131608256
0.007279647  0.124316323
0.00728044275  0.117617144
0.0072812385  0.111447975
0.00728203425  0.105754153
0.00728283  0.100487902
0.00728382469  0.094442989
0.00728481938  0.088930041
0.00728581407  0.083888237
0.00728680875  0.079265279
0.00728780344  0.075015835
0.00728879813  0.071100729
0.00728979282  0.067485892
0.0072907875  0.064141749
0.00729198113  0.06044983
0.00729317475  0.057071342
0.00729436838  0.05397105
0.007295562  0.051117489
0.00729675563  0.048483674
0.00729854607  0.044897546
0.0073003365  0.041695329
0.007301928  0.039129073
0.0073035195  0.036793719
0.007305111  0.034662349
0.0073067025  0.03271185
0.007308294  0.030922294
0.0073098855  0.029276425
0.007311477  0.027759245
0.0073130685  0.026357663
0.00731485894  0.024904836
0.00731664938  0.023569598
0.00731843982  0.022339579
0.00732023025  0.021204003
0.00732291591  0.019657377
0.00732560157  0.018275111
0.00732838669  0.016991227
0.00733137075  0.015761312
0.00733435482  0.014661876
0.00733733888  0.013677199
0.00734032294  0.012788863
0.007343307  0.01198313
0.00734629107  0.011251732
0.00734927513  0.010586031
0.00735225919  0.009978385
0.00735524325  0.00942223
0.00735822732  0.008911903
0.00736121138  0.008442505
0.00736519013  0.007873014
0.00736916888  0.007360115
0.00737314763  0.00689655
0.00737712638  0.006476184
0.00738110513  0.006093812
0.00738508388  0.005744989
0.00738906263  0.0054259
0.00739304138  0.005133261
0.00739702013  0.004864226
0.00740099888  0.004616325
0.007406967  0.004279493
0.00741134363  0.004056675
0.00741572025  0.003850919
0.00742228519  0.003571084
0.00742686075  0.003394296
0.00743163525  0.003223973
0.007438797  0.002992436
0.00744575982  0.002791488
0.00745232475  0.002621353
0.00745888969  0.002466515
0.0074658525  0.002317562
0.00747301425  0.002178775
0.007480176  0.002052862
0.00748733775  0.001938294
0.007499274  0.001769178
0.007508782  0.001651062
0.00751829  0.001545203
0.007527798  0.001450145
0.00753730599  0.001364481
0.00754681399  0.001287026
0.00755632198  0.001216778
0.00756582998  0.001152883
0.00757533797  0.00109461
0.00758484597  0.001041333
0.00759435397  0.000992509
0.00760386197  0.000947667
0.00761812396  0.00088711
0.00763238595  0.000833201
0.00764664795  0.000785418
0.00766090994  0.000742585
0.00767517194  0.000704362
0.00768943393  0.000669907
0.00770369593  0.000638998
0.00772746591  0.000594004
0.0077464819  0.000563009
0.00776549789  0.000535833
0.00778451388  0.000511976
0.00780352987  0.000491021
0.00782157207  0.00047351
0.00783961426  0.000458063
0.00787569864  0.000432551
0.00789374084  0.000422166
0.00792080413  0.000409294
0.00794786741  0.000399064
0.00797493071  0.000391603
0.00800199399  0.000386383
0.00802905728  0.000383607
0.00805161002  0.000382864
0.00809220494  0.000385521
0.00811926824  0.00039015
0.00814633152  0.000397017
0.00817339481  0.000406595
0.00820045809  0.000418754
0.00823654247  0.000439951
0.00827262686  0.000467657
0.00829066905  0.000484381
0.00830871124  0.000503313
0.00832675343  0.000524727
0.00834479562  0.000548951
0.00836283781  0.000576374
0.00838088  0.000607428
0.008399  0.00064299
0.00842316  0.000698197
0.00843524  0.00072976
0.00844732  0.00076438
0.0084594  0.000802434
0.00847148  0.000844358
0.00848205  0.000884356
0.00849564  0.000941544
0.00850923  0.001006116
0.00852735  0.001105381
0.00853641  0.00116171
0.00854547  0.001223216
0.00855453  0.001290141
0.00856359  0.00136397
0.00857265  0.001445211
0.00858171  0.001534879
0.00859077  0.001634151
0.00859983  0.001744446
0.00860889  0.001867421
0.008615685  0.001969155
0.00862248  0.002080146
0.008629275  0.002201548
0.00863607  0.002334691
0.008642865  0.002481112
0.00864966  0.002642609
0.008656455  0.002821305
0.00866325  0.00301973
0.008670045  0.003240915
0.00867684  0.003488496
0.008683635  0.003766838
0.008688165  0.003971308
0.008692695  0.00419294
0.008697225  0.004435581
0.008701755  0.004700627
0.008706285  0.004990855
0.008710815  0.005309552
0.008715345  0.005660561
0.008719875  0.006048395
0.008724405  0.006478385
0.008728935  0.006956863
0.0087323325  0.007352037
0.00873573  0.007782451
0.0087391275  0.008252419
0.008742525  0.008766938
0.0087459225  0.009331816
0.00874932  0.009953844
0.0087527175  0.010640994
0.008756115  0.011402681
0.0087595125  0.012250084
0.00876291  0.013196558
0.008765175  0.013890322
0.00876847813  0.015003935
0.0087715925  0.016179305
0.00877366875  0.017043089
0.008775745  0.017979944
0.00877782125  0.018997215
0.0087798975  0.020103923
0.00878197375  0.021310806
0.00878405  0.022630327
0.00878659813  0.024425155
0.00878829688  0.025743587
0.00878999563  0.027172217
0.00879169438  0.028723681
0.00879339313  0.030412481
0.00879509188  0.032255326
0.00879679063  0.034271545
0.00879830063  0.036227367
0.0088002825  0.039060047
0.00880160375  0.041137814
0.008802925  0.043386422
0.00880424625  0.045825073
0.0088055675  0.048475586
0.00880688875  0.051362718
0.00880821  0.054514911
0.00880985213  0.058853432
0.00881094688  0.062041137
0.00881204163  0.065497491
0.00881313638  0.069253961
0.00881423113  0.07334541
0.00881532588  0.077811097
0.00881642063  0.082696348
0.00881738325  0.08738074
0.008818629  0.094056111
0.00881987475  0.10152742
0.00882070525  0.107016471
0.00882153575  0.112966102
0.00882236625  0.119429594
0.00882319675  0.126467667
0.00882395175  0.133423008
0.008824971  0.143765206
0.0088256505  0.151345469
0.00882633  0.159543753
0.0088270095  0.16842925
0.008827689  0.178081186
0.0088283685  0.188590589
0.008829048  0.20006245
0.008829652  0.211165512
0.008830256  0.223223213
0.00883086  0.236348462
0.008831464  0.250671327
0.008832068  0.266342278
0.008832672  0.283536223
0.008833276  0.302457561
0.00883388  0.323346536
0.008834333  0.340473515
0.008834786  0.359005211
0.008835239  0.379100755
0.008835692  0.400942672
0.008836145  0.424741038
0.008836598  0.450738508
0.008837051  0.479216419
0.008837504  0.510502247
0.0088378815  0.538992963
0.008838259  0.569954564
0.0088386365  0.603680912
0.008839014  0.640510004
0.0088393915  0.680831792
0.008839769  0.725097456
0.0088401465  0.773830347
0.008840524  0.827638807
0.008840826  0.874812098
0.008841128  0.926100253
0.00884143  0.981972631
0.008841732  1.04295894
0.008842034  1.10965596
0.008842336  1.18273423
0.008842638  1.26294429
0.00884294  1.3511219
0.00884320425  1.43553771
0.0088434685  1.52743563
0.00884373275  1.62754222
0.008843997  1.73663135
0.00884426125  1.85551751
0.0088445255  1.98504568
0.00884478975  2.12607694
0.008845054  2.27946929
0.00884536544  2.47725038
0.00884567688  2.69460358
0.00884598832  2.93258479
0.00884629975  3.19194863
0.00884661119  3.47307248
0.00884688488  3.73796597
0.00884722463  4.08919722
0.00884756438  4.46337393
0.008848074  5.0604108
0.0088493424  6.61691194
0.00884977275  7.11299646
0.0088502031  7.56060716
0.00885049  7.822069
0.008850792  8.05814096
0.008851094  8.24832564
0.008851396  8.38776089
0.008851698  8.47279467
0.008852  8.50116487
0.00885232918  8.4666963
0.008852604  8.386421
0.008852906  8.24637434
0.008853208  8.05564464
0.0088535251  7.80618242
0.0088538422  7.51302247
0.00885421215  7.12598118
0.0088546878  6.57698142
0.0088560015  4.9664852
0.00885651113  4.37561224
0.00885686975  3.98683062
0.00885715288  3.69834305
0.008857436  3.42726525
0.00885771913  3.17407014
0.00885800225  2.93884363
0.00885831369  2.70048746
0.00885855907  2.5272689
0.00885880444  2.36636668
0.00885904982  2.2171821
0.00885929519  2.07908551
0.00885954057  1.95139062
0.00885978594  1.83341892
0.00886003132  1.72447374
0.00886028613  1.62017958
0.00886055038  1.52076616
0.00886081463  1.42949654
0.00886107888  1.34564902
0.00886134313  1.26855298
0.00886160738  1.19759027
0.00886187163  1.13219473
0.00886213588  1.07185057
0.00886243788  1.00847298
0.00886277763  0.943552557
0.00886311738  0.884630882
0.00886345713  0.831019782
0.00886379688  0.7821191
0.00886413663  0.737405643
0.00886447638  0.696423123
0.00886481613  0.658773176
0.00886519363  0.620426297
0.00886560888  0.582006651
0.00886602413  0.547068203
0.00886643938  0.515203315
0.00886685463  0.486061588
0.00886726988  0.459340689
0.00886768513  0.434778784
0.00886810038  0.412148298
0.00886857225  0.388525762
0.00886910075  0.364415176
0.00886962925  0.3424928
0.00887015775  0.322500022
0.00887068625  0.304215659
0.00887121475  0.287449649
0.00887174325  0.272037905
0.00887227175  0.2578381
0.008872838  0.243828343
0.008873442  0.230112026
0.008874046  0.217526172
0.00887465  0.205949675
0.008875254  0.195277198
0.008875858  0.185416778
0.008876764  0.171975243
0.008877368  0.163813489
0.008878123  0.154406422
0.008878878  0.145790155
0.008879633  0.137878374
0.008880388  0.130596354
0.008881143  0.123879149
0.0088822755  0.11474028
0.008883408  0.106582982
0.008884314  0.100671552
0.00888522  0.095241002
0.008886126  0.090239283
0.008887032  0.085621297
0.008888391  0.079330305
0.00888975  0.073707101
0.008890656  0.070284713
0.008891864  0.06608262
0.008893072  0.062249903
0.00889428  0.058744111
0.008895488  0.05552771
0.008896696  0.052568502
0.008897904  0.049839415
0.00890032  0.044982539
0.00890183  0.042299961
0.00890334  0.039851322
0.00890485  0.037610196
0.00890636  0.035553759
0.00890787  0.033662244
0.00890938  0.031918459
0.0089124  0.028815909
0.0089142875  0.027102228
0.008916175  0.025537798
0.0089180625  0.024105763
0.00891995  0.022791582
0.0089218375  0.02158266
0.008923725  0.02046804
0.00892655625  0.018952334
0.0089286325  0.017946146
0.0089308975  0.016938552
0.0089331625  0.016015828
0.0089354275  0.015167689
0.0089376925  0.014384302
0.00894109  0.013317752
0.0089444875  0.012366449
0.008947885  0.011514538
0.0089512825  0.010748632
0.00895468  0.010057521
0.0089580775  0.00943177
0.008961475  0.008863381
0.0089648725  0.008345548
0.00896827  0.007872443
0.0089716675  0.007439056
0.008975065  0.007041059
0.008979595  0.00655903
0.008984125  0.006125708
0.008988655  0.005734742
0.008993185  0.00538078
0.008997715  0.005059293
0.0090026225  0.004743203
0.0090079075  0.004435599
0.0090131925  0.004158018
0.0090184775  0.003907722
0.009023385  0.003694237
0.009027915  0.003512664
0.00903471  0.003265383
0.009041505  0.003044201
0.0090483  0.002845549
0.009055095  0.002666459
0.00906189  0.00250445
0.009068685  0.002357429
0.00907548  0.002223615
0.009082275  0.002101477
0.00908907  0.00198969
0.00909813  0.001854773
0.00910719  0.001733953
0.00911625  0.001625347
0.00912531  0.001527355
0.00913437  0.00143865
0.00914343  0.00135809
0.009154  0.001273219
0.00916608  0.00118664
0.00917665  0.001118556
0.00919477  0.001016173
0.00920836  0.000949405
0.00922195  0.000890114
0.00923252  0.00084856
0.0092446  0.000804933
0.00925668  0.00076526
0.00926876  0.000729106
0.00928084  0.000696103
0.009305  0.000638331
0.00932980752  0.000588815
0.00935655759  0.000544713
0.00938330765  0.000509211
0.00939668268  0.000494546
0.00941005771  0.000481992
0.00942343274  0.000471706
0.00944516717  0.000460371
0.00946021407  0.000457913
0.00946857347  0.000459136
0.00947693286  0.000462506
0.00948445632  0.000468164
0.00949197977  0.00047692
0.00949908525  0.000488664
0.0095053548  0.000503086
0.0095095345  0.000515354
0.00951371419  0.000530261
0.00951789389  0.000548418
0.00952102867  0.000564642
0.00952416344  0.000583571
0.00952729822  0.000605722
0.00953043298  0.00063168
0.0095336591  0.000663412
0.00953580985  0.000688085
0.00953796059  0.000716075
0.00954011134  0.000747913
0.00954226208  0.000784263
0.00954441283  0.000825951
0.00954602589  0.000861364
0.00954763894  0.000900992
0.00954953477  0.000953912
0.00955079865  0.000993615
0.00955206253  0.001037396
0.00955332642  0.001085817
0.0095545903  0.001139544
0.00955585418  0.001199376
0.00955711806  0.00126626
0.00955825469  0.001333367
0.00955926407  0.001399306
0.00956027344  0.001472067
0.00956128282  0.001552626
0.00956229219  0.00164214
0.00956330157  0.001741996
0.00956431094  0.001853848
0.00956532032  0.001979704
0.00956615157  0.002095577
0.00956713125  0.002248716
0.00956778438  0.002362295
0.0095684375  0.002486398
0.00956909063  0.002622389
0.00956974375  0.002771852
0.00957039688  0.002936654
0.00957105  0.003118994
0.00957158438  0.003283046
0.00957211875  0.00346227
0.00957265313  0.003658637
0.0095731875  0.003874446
0.00957372188  0.004112421
0.00957425625  0.004375776
0.00957479063  0.004668376
0.009575325  0.004994858
0.00957571094  0.005254875
0.00957609688  0.005538034
0.00957648282  0.005847301
0.00957686875  0.006186166
0.00957725469  0.006558804
0.00957764063  0.00697021
0.00957802657  0.007426486
0.0095784125  0.007935209
0.00957870938  0.008368216
0.00957900625  0.008843448
0.00957930313  0.009367889
0.0095796  0.009950396
0.00957989688  0.010602627
0.00958011954  0.011146662
0.00958034219  0.011746914
0.00958056485  0.012414112
0.0095807875  0.013161769
0.0095809879  0.013917755
0.00958118829  0.014768792
0.00958138868  0.015734787
0.00958152228  0.016454686
0.00958165587  0.017245287
0.00958178946  0.018116784
0.00958192305  0.019080873
0.00958205665  0.020151102
0.00958219024  0.02134278
0.00958232384  0.02267381
0.00958245743  0.024164251
0.00958259103  0.025837415
0.00958269122  0.02722764
0.00958279141  0.028747584
0.00958289161  0.030410933
0.00958297696  0.031951799
0.00958308087  0.033996891
0.00958318478  0.036246022
0.00958328868  0.038720074
0.00958339259  0.041442502
0.00958349649  0.044437707
0.0095836004  0.047733235
0.0095837043  0.051357546
0.00958380821  0.055342647
0.00958391212  0.059721793
0.00958401603  0.064530912
0.00958411993  0.069807772
0.00958422384  0.075594092
0.00958432774  0.081931858
0.00958443165  0.088867784
0.00958453555  0.096448364
0.00958462461  0.103497751
0.00958473594  0.113078483
0.00958484727  0.123575442
0.0095849586  0.135057599
0.00958506993  0.147596081
0.00958518125  0.161262521
0.00958529258  0.176133641
0.00958540391  0.192283403
0.00958551524  0.20978724
0.00958562657  0.228720242
0.0095857379  0.249156458
0.0095858418  0.269648615
0.009585942  0.29076383
0.00958604219  0.313254118
0.00958617579  0.345465045
0.00958630938  0.380301036
0.00958644298  0.417852213
0.00958657657  0.458181732
0.00958671016  0.501342238
0.00958684375  0.547362114
0.00958699962  0.604675684
0.00958715548  0.665842618
0.00958731134  0.730771924
0.00958751915  0.822920571
0.009587675  0.895916615
0.00958792438  1.01880846
0.00958825688  1.19173372
0.00958896938  1.57354619
0.00958929  1.73665141
0.00958953938  1.8536275
0.009589765  1.94909927
0.00959001438  2.04042103
0.00959021625  2.10163731
0.00959039438  2.14514941
0.00959059625  2.18165574
0.0095908005  2.20402219
0.00959099929  2.21126863
0.00959121138  2.20304279
0.00959142751  2.17791216
0.00959164125  2.13701247
0.0095918075  2.09475593
0.00959202125  2.0280067
0.00959221719  1.95571892
0.00959244875  1.85844893
0.00959271  1.73615653
0.009592995  1.59168615
0.0095938975  1.11001993
0.0095941825  0.96497774
0.00959442  0.850782667
0.00959461  0.764707291
0.0095948  0.68383879
0.00959497813  0.613040054
0.00959515625  0.547265078
0.009595275  0.506238253
0.00959539375  0.467470962
0.0095955125  0.430945844
0.00959563125  0.396631733
0.00959575  0.364485165
0.00959586133  0.33626775
0.00959597266  0.309855698
0.00959608399  0.285190722
0.00959619532  0.262209446
0.00959630665  0.240844377
0.00959641797  0.22102656
0.0095965293  0.202679461
0.00959664063  0.185730457
0.00959675196  0.170104323
0.00959686329  0.155725761
0.0095969375  0.146797358
0.00959702657  0.136738326
0.00959711563  0.127362111
0.00959720469  0.118630935
0.00959729375  0.110509027
0.00959738282  0.102960742
0.00959747188  0.095953975
0.00959756094  0.089455162
0.00959765  0.083432788
0.00959773907  0.077855956
0.00959782813  0.072696875
0.00959791719  0.067927137
0.00959800625  0.063520272
0.00959809532  0.059450674
0.00959818438  0.055695377
0.00959827344  0.052231307
0.0095983625  0.049037128
0.00959845157  0.046092422
0.00959854063  0.043378949
0.00959862969  0.040878641
0.00959871875  0.038574899
0.00959880782  0.036451991
0.00959889688  0.03449593
0.00959901563  0.032123819
0.00959913438  0.029994798
0.00959925313  0.028082394
0.00959937188  0.026362757
0.00959949063  0.024814452
0.00959960938  0.023418273
0.00959972813  0.022157056
0.00959984688  0.021015496
0.00959996563  0.019979981
0.00960008438  0.01903843
0.00960020313  0.018180142
0.00960033672  0.017302381
0.00960048516  0.016422336
0.0096006336  0.015629184
0.00960078204  0.014911051
0.00960093047  0.014257883
0.00960115313  0.013381386
0.00960137579  0.012608279
0.00960159844  0.011920065
0.0096018211  0.011302173
0.00960204375  0.010743258
0.00960234063  0.010074417
0.0096026375  0.009478153
0.00960292696  0.008954855
0.00960340938  0.008187134
0.00960379532  0.007650262
0.00960418125  0.007170067
0.00960456719  0.006738056
0.00960495313  0.006347504
0.00960533907  0.005992932
0.009605725  0.005669823
0.0096062  0.005309777
0.009606675  0.004985811
0.00960715  0.004693095
0.009607625  0.004427611
0.0096081  0.004185991
0.009608575  0.003965387
0.00960905  0.003763375
0.009609525  0.003577879
0.00961011875  0.003366536
0.0096107125  0.00317525
0.00961130625  0.003001521
0.0096119  0.00284323
0.00961249375  0.002698575
0.0096130875  0.002566011
0.009614275  0.002332018
0.00961516563  0.002179598
0.00961605625  0.002043726
0.00961694688  0.001922056
0.0096178375  0.001812654
0.00961872813  0.001713906
0.00961961875  0.001624462
0.00962050938  0.001543176
0.0096214  0.001469074
0.00962257544  0.001380875
0.00962375088  0.00130214
0.00962492632  0.001231555
0.00962610176  0.001168031
0.0096272772  0.001110653
0.00962845264  0.001058639
0.00962962808  0.001011325
0.00963080352  0.000968143
0.00963252447  0.000911399
0.00963424542  0.000861276
0.00963596637  0.000816778
0.00963768731  0.000777083
0.00963940826  0.000741515
0.00964112921  0.00070951
0.0096445711  0.000654415
0.00964698043  0.000621711
0.00964938976  0.000592896
0.00965179909  0.000567289
0.00965420841  0.000544431
0.00965661774  0.000523955
0.00966023173  0.000497007
0.00966384571  0.000473799
0.00966745971  0.00045364
0.00967348302  0.000425415
0.00967830167  0.000406746
0.00968312032  0.000390644
0.00968862735  0.000374737
0.00969413438  0.000361049
0.00969964141  0.000349147
0.00970790196  0.000333945
0.00971616251  0.000321207
0.00972442306  0.000310371
0.00973819063  0.000295499
0.00974920469  0.000285623
0.00976021876  0.000277137
0.00977673985  0.000266398
0.00979326094  0.000257347
0.00982630313  0.000242927
0.00984833125  0.000235138
0.00987035938  0.000228405
0.00990340157  0.000219852
0.00993644375  0.000212575
0.0099805  0.000204517
0.0100185  0.000198692
0.010066  0.000192566
0.0101216344  0.000186745
0.0102143584  0.000179345
0.0102885376  0.000175171
0.0103627167  0.000172203
0.0104368959  0.000170258
0.0105110751  0.000169202
0.0105852543  0.000168938
0.0106594335  0.000169401
