94-Pu-239(n,total fission) ENDF/B-VII.1
340.57,0.684256
340.641,0.63853
340.736,0.60663
340.967,0.583568
340.994,0.583261
341.267,0.595729
341.529,0.630425
341.835,0.704031
342.06,0.793989
342.24,0.906015
342.384,1.04729
342.492,1.22008
342.564,1.40258
342.626,1.64448
342.68,1.95186
342.734,2.40159
342.779,2.93291
342.824,3.65972
342.871,4.69993
342.918,6.10351
342.966,7.95659
343.013,10.3421
343.067,13.805
343.131,19.0558
343.214,27.3442
343.383,46.0639
343.468,53.0119
343.55,56.0805
343.567,56.1703
343.649,53.9268
343.734,47.5122
343.902,28.9347
343.995,19.3501
344.055,14.3347
344.112,10.481
344.163,7.83965
344.209,5.98832
344.256,4.59082
344.295,3.69087
344.342,2.91775
344.388,2.37499
344.434,2.00284
344.487,1.72616
344.54,1.5581
344.609,1.44391
344.703,1.39761
344.818,1.43616
344.986,1.60308
345.154,1.88205
345.326,2.30367
345.48,2.8345
345.644,3.60615
345.803,4.62818
345.963,5.99479
346.17,8.26914
346.551,13.034
346.727,14.5228
346.89,15.0048
347.035,14.6602
347.268,12.9775
347.7,8.98122
347.948,7.24338
348.177,6.07488
348.442,5.13418
348.751,4.42121
348.989,4.07644
349.289,3.86566
349.364,3.85871
349.572,4.00852
349.671,4.26034
349.737,4.57342
349.804,5.09179
349.87,5.94308
349.928,7.1079
349.978,8.56993
350.031,10.7212
350.084,13.6661
350.137,17.5721
350.199,23.5209
350.269,32.2178
350.374,48.3308
350.517,71.7264
350.602,81.7797
350.685,86.1515
350.7,86.2597
350.782,83.0421
350.878,72.3079
351.109,35.2471
351.182,25.4769
351.246,18.7897
351.304,14.1757
351.355,11.0677
351.403,8.88476
351.451,7.22076
351.507,5.86403
351.563,4.93283
351.632,4.17286
351.702,3.69618
351.785,3.33846
351.934,2.98105
352.115,2.74895
352.296,2.66433
352.395,2.73922
352.462,2.89031
352.528,3.17314
352.591,3.61223
352.65,4.22532
352.715,5.16953
352.785,6.55152
352.883,8.99352
353.057,13.763
353.155,15.5545
353.231,15.9985
353.31,15.4999
353.403,13.8421
353.648,7.63432
353.724,6.13287
353.799,5.00516
353.866,4.29239
353.94,3.76125
354.014,3.42285
354.124,3.13953
354.326,2.93123
354.594,2.85068
354.794,2.93904
354.937,3.1601
355.285,4.03491
355.413,4.13979
355.583,3.95424
355.851,3.43417
356.074,3.21977
356.327,3.17172
357.546,3.37991
358.876,3.81376
359.497,4.17662
359.683,4.44328
359.828,4.85426
359.987,5.61702
360.267,7.27542
360.399,7.56698
360.5,7.40203
360.709,6.34442
360.874,5.51251
361.026,5.06552
361.398,4.4979
361.611,3.86211
361.876,2.89724
361.98,2.65774
362.1,2.55086
362.117,2.55081
362.221,2.61914
362.468,3.06672
362.84,3.74573
363.211,4.18135
364.202,4.89507
367.538,6.7726
368.051,7.22149
368.7,8.48934
368.806,8.5312
369.068,8.47735
369.283,8.59467
369.998,9.83902
370.213,10.3598
370.33,11.1339
370.67,14.8837
370.802,15.4355
370.915,15.0888
371.202,12.8012
371.369,12.063
371.453,11.961
371.776,12.4285
372.314,13.5753
372.601,13.7275
372.888,13.2749
373.223,11.9133
374.048,7.11037
374.347,5.80159
374.586,5.06148
374.766,4.78851
374.796,4.78251
374.885,4.86074
375.005,5.23534
375.154,6.13192
375.358,7.45913
375.471,7.72672
375.585,7.44923
375.746,6.35409
375.932,4.96022
376.052,4.33838
376.15,4.02483
376.299,3.78206
376.49,3.69884
376.71,3.8235
376.828,4.08288
376.924,4.49386
377.01,5.06904
377.135,6.30421
377.347,8.81309
377.457,9.62534
377.516,9.75341
377.619,9.39741
377.731,8.33533
377.941,5.89692
378.028,5.192
378.139,4.69086
378.275,4.55955
378.509,4.68729
378.707,4.5142
379.047,3.9615
379.346,3.8206
379.393,3.81954
380.718,4.10734
382.005,4.57772
382.304,4.84337
382.597,5.4791
382.863,6.04312
382.994,6.11888
383.364,5.98379
383.608,6.14862
383.785,6.60085
383.891,7.21185
383.973,8.04099
384.055,9.36336
384.137,11.3633
384.218,14.1801
384.322,18.9005
384.523,29.3117
384.618,32.6517
384.703,33.6707
384.79,32.5062
384.897,28.4728
385.136,15.9318
385.222,12.3618
385.304,9.87148
385.386,8.17362
385.468,7.09012
385.529,6.5622
385.636,6.00044
385.849,5.43232
386.532,4.08185
386.827,3.74113
387.11,3.41818
387.381,2.78707
387.633,2.18941
387.844,1.85721
388.124,1.58263
388.44,1.3872
388.756,1.26953
388.966,1.23938
389.124,1.27673
389.236,1.37991
389.326,1.54576
389.415,1.81851
389.504,2.21884
389.639,3.03256
389.801,4.05692
389.895,4.42612
389.959,4.50491
390.055,4.33043
390.149,3.86447
390.392,2.19951
390.479,1.72817
390.56,1.40787
390.635,1.2064
390.711,1.07887
390.824,0.981873
390.968,0.949165
391.116,0.98055
391.236,1.07678
391.324,1.22155
391.412,1.46119
391.502,1.83195
391.614,2.46123
391.819,3.75198
391.926,4.17334
391.999,4.25988
392.098,4.0994
392.207,3.62648
392.427,2.43503
392.533,2.01287
392.621,1.77508
392.691,1.64986
392.804,1.5379
392.974,1.48857
393.008,1.48827
393.35,1.5663
393.598,1.70947
393.754,1.87859
393.872,2.11468
393.961,2.42432
394.038,2.85452
394.101,3.3949
394.165,4.1704
394.229,5.25625
394.291,6.70221
394.36,8.76543
394.44,11.8817
394.582,18.6465
394.711,24.6167
394.806,27.4306
394.879,28.1394
394.96,27.2446
395.049,24.4107
395.191,17.5736
395.32,11.2041
395.396,8.15736
395.458,6.16977
395.514,4.76981
395.57,3.68379
395.621,2.96077
395.679,2.37205
395.73,2.00365
395.793,1.69256
395.857,1.49642
395.933,1.35674
396.033,1.26318
396.182,1.21093
396.231,1.20704
396.364,1.23138
396.464,1.30804
396.547,1.44941
396.617,1.65878
396.685,1.98504
396.743,2.39129
396.811,3.04739
396.88,3.92436
396.967,5.36493
397.194,9.78749
397.295,11.1325
397.38,11.5291
397.461,11.2056
397.559,10.0239
397.819,5.40895
397.912,4.12454
397.978,3.45192
398.052,2.89438
398.131,2.50556
398.214,2.25721
398.339,2.07415
398.522,1.99645
398.592,1.99281
399.015,2.08248
399.438,2.29941
399.805,2.61596
400.086,2.99446
400.312,3.44309
400.509,4.01963
400.678,4.75574
400.819,5.6827
400.932,6.80421
401.031,8.28228
401.11,10.0165
401.179,12.1449
401.248,15.0779
401.311,18.714
401.375,23.4888
401.451,31.0203
401.536,41.954
401.643,59.4565
401.857,97.936
401.965,110.805
402.051,114.145
402.131,110.988
402.224,100.466
402.359,76.5073
402.511,47.7297
402.599,33.9649
402.669,25.2712
402.728,19.4238
402.787,14.8454
402.844,11.4949
402.903,8.84213
402.962,6.8848
403.019,5.51197
403.075,4.49652
403.131,3.74498
403.198,3.10025
403.272,2.60998
403.357,2.25426
403.441,2.07361
403.484,2.048
403.549,2.10732
403.594,2.23692
403.65,2.53843
403.701,2.9911
403.744,3.54635
403.786,4.31415
403.829,5.35333
403.871,6.73334
403.918,8.73095
403.967,11.5199
404.016,15.136
404.072,20.3895
404.138,28.3021
404.214,39.8791
404.338,62.8395
404.486,90.1471
404.584,102.289
404.672,105.934
404.752,102.719
404.834,93.6443
404.975,69.7426
405.116,44.9398
405.203,32.3497
405.272,24.6145
405.34,18.8243
405.405,14.6274
405.471,11.584
405.537,9.41596
405.606,7.80311
405.668,6.79328
405.742,5.92902
405.84,5.16946
405.914,4.80882
406.01,4.559
406.056,4.52148
406.149,4.60653
406.273,5.01837
406.582,6.53621
407.004,7.59614
407.256,8.66647
407.347,8.80688
407.464,8.48621
407.58,7.55629
407.882,3.97266
407.978,3.09384
408.061,2.546
408.149,2.15618
408.222,1.95786
408.303,1.84096
408.385,1.80799
408.506,1.89427
408.6,2.0802
408.705,2.4428
408.813,2.99526
409.085,4.71879
409.205,5.15743
409.266,5.21429
409.372,5.04155
409.523,4.37743
409.722,3.37495
409.857,2.90491
409.947,2.70401
410.129,2.49821
410.394,2.41932
410.982,2.48631
411.361,2.6454
411.603,2.8652
411.759,3.18144
411.863,3.61068
411.941,4.16818
412.007,4.88993
412.076,6.01338
412.135,7.36579
412.205,9.50608
412.274,12.3359
412.357,16.6367
412.613,32.5789
412.706,36.4801
412.79,37.7103
412.877,36.4203
412.967,32.6515
413.122,22.8353
413.248,14.9076
413.327,10.9083
413.391,8.39847
413.454,6.49148
413.509,5.2784
413.564,4.38725
413.63,3.64282
413.695,3.17528
413.773,2.84138
413.851,2.65944
414.007,2.51449
414.184,2.4811
414.715,2.55037
415.217,2.71487
415.374,2.84837
415.531,3.1327
415.662,3.5635
415.872,4.60881
416.05,5.42073
416.169,5.61251
416.29,5.42803
416.508,4.49629
416.677,3.82761
416.776,3.58723
416.929,3.41688
417.016,3.39822
417.276,3.5341
417.447,3.78734
417.621,4.27557
417.994,5.80136
418.152,6.04202
418.324,5.80274
418.645,5.01326
418.783,4.88735
419.059,5.01313
419.344,5.48884
419.482,6.0101
419.59,6.78157
419.677,7.79874
419.763,9.31352
419.858,11.657
419.986,15.8419
420.161,21.8297
420.27,24.2015
420.343,24.6841
420.436,23.8859
420.545,21.1822
420.818,11.6775
420.915,8.95498
421.009,6.90686
421.098,5.45615
421.199,4.22996
421.29,3.39824
421.39,2.68944
421.491,2.15579
421.597,1.75239
421.698,1.49766
421.773,1.37859
421.887,1.29669
421.925,1.29113
422.038,1.32599
422.189,1.46075
422.499,1.8938
423.427,3.30452
424.535,4.68368
425.382,5.63869
426.007,6.79899
426.121,6.86022
426.688,6.37453
427.133,6.53138
428.197,7.35736
428.69,8.16836
428.944,8.99822
429.143,10.1229
429.302,11.5577
429.461,13.6661
429.699,18.0671
429.904,21.92
430.056,23.5966
430.124,23.802
430.279,22.9365
430.497,19.4333
430.74,15.0612
430.899,12.9402
431.097,11.2589
431.296,10.3316
431.614,9.60163
433.032,7.61178
433.362,6.83151
433.911,4.85103
434.291,3.87532
434.79,2.90214
435.211,2.27592
435.632,1.80563
436.081,1.44216
436.555,1.17592
436.908,1.0391
437.2,0.974263
437.259,0.973391
437.405,1.01662
437.493,1.09738
437.58,1.24588
437.67,1.49352
437.768,1.8872
437.902,2.61358
438.054,3.4762
438.155,3.86674
438.24,3.98024
438.336,3.8456
438.456,3.35516
438.638,2.46057
438.722,2.20155
438.796,2.11869
438.806,2.11866
438.87,2.17935
438.955,2.40162
439.194,3.31163
439.304,3.50025
439.321,3.50419
439.428,3.36795
439.544,2.96861
439.764,2.02756
439.843,1.78466
439.922,1.63145
440.001,1.57304
440.08,1.60584
440.159,1.72071
440.289,2.0516
440.527,2.78832
440.65,3.00998
440.713,3.04061
440.832,2.93882
441.159,2.19567
441.264,2.06067
441.34,2.03747
441.454,2.12794
441.569,2.37288
441.668,2.72604
441.768,3.24336
441.867,3.98686
441.956,4.91986
442.039,6.1022
442.129,7.84768
442.215,10.0451
442.316,13.4055
442.442,18.7005
442.696,30.5565
442.794,33.7903
442.909,35.3946
442.916,35.4041
443.019,34.352
443.142,30.5753
443.471,15.5872
443.577,11.6986
443.665,9.13402
443.748,7.28671
443.831,5.88049
443.918,4.77475
444.01,3.92428
444.117,3.21679
444.24,2.65544
444.387,2.19648
444.555,1.84126
444.739,1.57617
444.969,1.35071
445.245,1.17151
445.575,1.03237
446.016,0.921313
446.231,0.900011
446.388,0.918573
446.544,0.991096
446.74,1.17109
446.954,1.38727
447.102,1.44538
447.241,1.39389
447.633,1.02392
447.808,0.926751
447.982,0.88351
448.2,0.867485
448.775,0.883947
449.191,0.938727
449.333,0.991402
449.427,1.05781
449.521,1.17082
449.603,1.32962
449.693,1.58719
449.782,1.95304
449.891,2.54778
450.134,4.05964
450.243,4.4764
450.313,4.55758
450.418,4.3783
450.517,3.92348
450.773,2.35211
450.865,1.93105
450.941,1.70859
450.998,1.62159
451.037,1.60657
451.095,1.65441
451.153,1.79358
451.221,2.08325
451.285,2.49239
451.361,3.16916
451.453,4.2306
451.682,7.32166
451.785,8.30699
451.885,8.64979
451.98,8.34209
452.084,7.39787
452.334,4.27016
452.432,3.29977
452.51,2.72915
452.589,2.33011
452.657,2.10324
452.712,1.98231
452.821,1.85786
452.931,1.83057
453.15,1.90704
453.479,2.16625
453.755,2.50858
453.997,2.96077
454.191,3.51882
454.351,4.22525
454.482,5.08474
454.609,6.22995
454.765,8.13535
455.003,11.7982
455.208,15.6418
455.332,18.9745
455.436,23.1958
455.527,28.4122
455.626,36.3645
455.741,48.558
456.045,88.7494
456.159,99.3948
456.273,103.322
456.388,99.5309
456.523,86.6303
456.818,48.1261
456.921,37.4801
457.008,30.793
457.09,26.4814
457.171,23.9876
457.26,23.1718
457.348,24.0616
457.437,26.3518
457.695,35.7374
457.812,38.1214
457.858,38.3066
457.966,36.9199
458.081,32.9089
458.369,18.8844
458.475,14.8399
458.564,12.4477
458.647,11.1191
458.713,10.6606
458.746,10.6248
458.812,10.9162
458.891,11.8363
459.014,14.1377
459.176,17.3925
459.291,18.6024
459.323,18.6566
459.427,17.8768
459.524,15.9458
459.81,7.73699
459.897,5.75148
459.966,4.52358
460.035,3.60492
460.107,2.93345
460.179,2.4877
460.265,2.16437
460.352,1.98887
460.495,1.86701
460.606,1.84497
460.76,1.89321
460.887,2.05439
460.982,2.32066
461.059,2.67797
461.135,3.21096
461.213,3.97552
461.302,5.13678
461.432,7.34678
461.619,10.6924
461.725,11.9323
461.816,12.2881
461.902,11.9601
462.008,10.7871
462.299,6.05997
462.393,4.8899
462.482,4.10718
462.555,3.67576
462.643,3.38214
462.732,3.27647
462.912,3.38472
463.107,3.52513
463.256,3.39697
463.431,2.98176
463.661,2.38903
463.789,2.18625
463.958,2.07103
464.043,2.05979
464.441,2.16154
464.87,2.37883
465.192,2.67107
465.4,3.01247
465.607,3.55537
465.975,4.71897
466.17,4.99371
466.224,5.00297
466.64,4.79758
466.859,5.04257
467.117,5.77736
467.419,7.09251
467.865,9.66313
468.348,12.5956
468.711,14.0335
468.975,14.3583
469.315,13.9164
470.611,9.50836
471.291,7.87198
472.103,6.58166
472.745,5.89869
472.878,5.85378
473.076,5.99808
473.312,6.61253
473.545,7.26735
473.628,7.33211
473.777,7.10752
474.193,5.4016
474.34,5.07142
474.438,4.99919
474.612,5.15853
474.785,5.73645
474.921,6.57836
475.061,7.91209
475.221,10.0658
475.613,16.4603
475.779,18.0551
475.885,18.3326
476.038,17.7121
476.26,15.3508
476.606,11.141
476.836,9.09585
477.079,7.58946
477.339,6.47075
477.687,5.42784
478.092,4.55978
478.59,3.77432
478.972,3.33793
479.226,3.18982
479.689,3.10445
479.907,2.86932
480.301,2.28062
480.597,2.01311
481.101,1.76672
481.716,1.58166
482.264,1.49679
482.654,1.48087
483.316,1.54453
483.581,1.61506
483.799,1.73842
483.929,1.89011
484.058,2.15884
484.174,2.541
484.323,3.23638
484.545,4.38606
484.678,4.79254
484.745,4.85022
484.863,4.70114
485.075,3.93645
485.25,3.33216
485.367,3.10344
485.498,3.02112
485.632,3.08035
485.902,3.44453
486.217,4.1139
486.474,4.88189
486.739,6.01188
486.951,7.32579
487.134,8.93158
487.301,10.9573
487.492,14.1181
487.752,19.7669
487.973,24.5631
488.098,26.3983
488.247,27.1193
488.391,26.1139
488.582,22.7258
488.891,15.9512
489.039,13.5139
489.188,11.9015
489.366,10.9498
489.484,10.7904
489.603,10.9247
489.841,11.8514
490.139,13.875
490.884,20.3163
491.154,21.6791
491.299,21.8961
491.549,21.3216
491.881,18.956
492.652,11.2913
492.972,8.77526
493.251,7.10391
493.489,6.07583
493.63,5.7252
493.69,5.67045
493.811,5.84379
493.902,6.33974
493.993,7.28482
494.075,8.62336
494.172,10.8659
494.302,14.8251
494.486,20.8328
494.597,23.3046
494.69,24.0027
494.799,23.0166
494.92,19.9387
495.192,10.5284
495.288,7.86012
495.367,6.14396
495.443,4.9242
495.516,4.08501
495.601,3.42502
495.673,3.06415
495.77,2.78296
495.927,2.59029
496.198,2.36867
496.389,2.05104
496.637,1.57232
496.79,1.36138
496.907,1.25882
497.105,1.16762
497.537,1.10482
497.957,1.08922
498.626,1.12628
499.183,1.22141
499.667,1.38327
499.893,1.53073
500.005,1.66391
500.118,1.89429
500.202,2.17986
500.275,2.55798
500.348,3.10492
500.421,3.87182
500.5,4.99959
500.587,6.64441
500.706,9.4907
500.9,14.4845
501.003,16.3579
501.106,17.0454
501.203,16.4413
501.31,14.5417
501.583,7.498
501.672,5.61678
501.744,4.43907
501.807,3.6613
501.87,3.09492
501.933,2.70924
502.008,2.43853
502.096,2.32436
502.108,2.32238
502.193,2.38838
502.283,2.60002
502.372,2.9757
502.447,3.4549
502.521,4.14306
502.596,5.11349
502.667,6.38731
502.738,8.05559
502.823,10.6808
502.923,14.7247
503.076,22.4076
503.239,30.8248
503.355,35.0712
503.46,36.6627
503.473,36.6851
503.572,35.6219
503.704,31.3302
503.999,17.7583
504.11,13.7167
504.204,11.1754
504.3,9.28991
504.385,8.13864
504.498,7.13858
504.64,6.44375
504.822,6.04135
505.061,5.91522
505.404,6.14537
505.718,6.75033
506.232,8.2981
506.385,8.43786
506.657,8.05945
506.931,7.67939
506.954,7.67586
507.205,7.94166
508.13,10.4818
508.652,12.305
508.883,13.6184
509.036,15.1507
509.152,17.1045
509.241,19.4862
509.331,23.0479
509.42,28.2933
509.51,35.7804
509.599,46.0066
509.702,61.3605
509.843,88.0236
510.066,132.345
510.181,147.494
510.274,152.697
510.312,152.73
510.418,146.589
510.547,128.809
510.848,73.132
510.972,54.785
511.075,43.2642
511.168,35.5941
511.26,30.0091
511.376,25.191
511.519,21.3978
511.691,18.5874
511.936,16.1172
512.229,14.2269
512.616,12.586
513.131,11.1908
513.776,10.178
514.652,9.60058
514.832,9.58265
515.258,9.86188
515.789,10.525
515.831,10.5288
516.344,10.3307
516.915,10.8316
517.771,12.1235
518.02,12.9022
518.568,15.8062
518.739,16.1054
519.272,15.1382
519.399,15.1252
519.701,15.7261
519.9,16.8571
520.033,18.4204
520.166,21.2108
520.276,24.8348
520.428,31.8433
520.662,43.9295
520.793,48.034
520.868,48.717
520.991,46.9649
521.133,41.5928
521.38,30.3597
521.512,26.1479
521.656,23.5075
521.755,22.5855
521.953,22.0051
523.087,23.9811
523.83,25.7923
524.021,27.5631
524.149,30.1053
524.283,34.5187
524.451,42.7547
524.676,54.4666
524.819,58.1958
524.856,58.3669
524.971,56.7058
525.136,49.8003
525.396,36.8603
525.526,32.4055
525.652,29.7153
525.82,27.8877
526.155,26.841
526.988,25.6554
527.15,25.4023
527.492,25.9686
527.976,28.3833
528.006,28.3971
528.259,27.3833
528.613,24.9828
528.845,24.5249
529.33,25.8039
529.951,28.1486
529.985,28.1657
530.188,28.0715
530.346,28.8495
530.463,31.3014
530.553,35.0618
530.653,41.5414
530.784,53.7065
530.991,74.8861
531.104,82.1936
531.18,83.707
531.284,80.7199
531.404,70.8809
531.699,36.1896
531.796,26.929
531.883,20.6399
531.962,16.421
532.037,13.5362
532.112,11.5155
532.201,9.9219
532.291,8.93644
532.441,8.04933
532.677,7.44215
533.355,6.73908
535.774,5.1502
537.617,4.26718
538.267,4.07089
538.61,4.03846
538.877,4.18922
539.03,4.50841
539.168,5.08783
539.323,6.15348
539.588,8.47005
539.719,9.17078
539.783,9.26286
539.908,8.89354
540.051,7.738
540.272,5.51613
540.362,4.82062
540.453,4.37825
540.531,4.23104
540.609,4.31025
540.694,4.6628
540.799,5.46426
540.915,6.7733
541.335,12.65
541.971,19.5666
542.111,20.1577
542.263,19.5045
542.435,17.1772
542.745,11.4701
542.859,9.84494
542.967,8.84741
543.074,8.42249
543.092,8.40773
543.203,8.6483
543.346,9.62401
543.58,11.4737
543.692,11.7736
543.819,11.3289
543.978,9.76857
544.206,7.01412
544.314,6.04797
544.422,5.45078
544.531,5.21041
544.567,5.19978
544.675,5.34025
544.805,5.78372
544.978,6.73973
545.18,8.34739
545.401,10.7854
545.674,14.7921
546.078,21.2787
546.286,23.432
546.449,23.9685
546.625,23.3147
546.871,20.7046
547.394,13.4459
547.671,10.534
547.941,8.51821
548.21,7.11273
548.479,6.13114
548.768,5.40337
549.129,4.85325
549.273,4.77432
549.417,4.85937
549.561,5.23925
549.682,5.90171
549.802,6.9495
550.129,10.8701
550.253,11.8184
550.33,11.9948
550.448,11.584
550.583,10.2713
550.839,7.05957
550.974,5.83026
551.072,5.25041
551.19,4.8702
551.341,4.74115
551.563,4.94819
551.841,5.53371
552.133,6.46862
552.406,7.74165
552.662,9.46925
552.883,11.5636
553.077,14.0985
553.271,17.5921
553.451,22.0952
553.635,28.4635
553.831,37.3722
554.262,59.8914
554.459,66.7916
554.649,69.441
554.684,69.4795
554.904,66.7231
555.15,58.7126
555.668,37.0904
555.929,28.7203
556.158,23.3245
556.44,18.3833
556.74,14.5383
557.01,12.0935
557.335,10.0763
557.705,8.53415
558.072,7.48515
558.526,6.67557
558.677,6.56304
558.875,6.73281
558.974,7.08828
559.101,8.00871
559.215,9.43271
559.347,11.8797
559.649,18.8537
559.782,20.6431
559.849,20.8781
559.97,20.0675
560.102,17.7217
560.377,11.5384
560.49,9.6585
560.58,8.60692
560.693,7.80131
560.806,7.43299
560.881,7.36071
561.107,7.6492
561.333,8.41141
561.596,9.849
561.814,11.6593
562.025,14.2139
562.206,17.3271
562.379,21.4543
562.537,26.5998
562.7,33.8256
562.862,43.6251
563.097,62.0897
563.308,77.9405
563.452,83.3181
563.489,83.5609
563.619,80.4073
563.767,70.1727
564.088,40.2151
564.212,31.2447
564.334,24.7348
564.445,20.4865
564.593,16.5481
564.8,12.5819
565.032,9.13422
565.19,7.321
565.35,5.96997
565.495,5.12876
565.62,4.63809
565.753,4.31486
565.889,4.18816
566.028,4.2606
566.399,4.82453
566.441,4.83541
566.595,4.66071
566.766,4.09999
567.062,2.88579
567.21,2.44116
567.358,2.14434
567.546,1.91543
567.861,1.70126
568.452,1.45746
569.064,1.29821
569.655,1.21377
570.041,1.20206
570.343,1.24179
570.524,1.33506
570.615,1.43847
570.705,1.62009
570.781,1.8694
570.856,2.25422
570.924,2.76243
570.992,3.47224
571.062,4.4654
571.141,5.94724
571.227,8.0628
571.345,11.7135
571.577,19.547
571.696,22.2688
571.803,23.1386
571.918,22.1925
572.05,19.1549
572.3,11.5948
572.4,9.16609
572.484,7.64187
572.579,6.45413
572.641,5.96105
572.723,5.58366
572.805,5.46061
572.929,5.62397
573.093,6.30447
573.242,7.32418
573.376,8.67202
573.487,10.3004
573.593,12.5322
573.691,15.4973
573.783,19.4034
573.872,24.4839
573.977,32.4162
574.099,44.4725
574.44,84.9382
574.562,94.6015
574.672,97.7698
574.772,95.5699
574.898,86.7258
575.122,61.812
575.293,43.0524
575.416,32.6083
575.514,26.3671
575.612,21.9113
575.691,19.5079
575.77,18.0299
575.878,17.3435
575.966,17.7908
576.084,19.4829
576.343,24.4763
576.475,25.4579
576.594,24.487
576.713,21.8119
577.038,11.1669
577.138,8.51834
577.228,6.67671
577.318,5.33057
577.408,4.39716
577.485,3.84851
577.591,3.35979
577.699,3.06163
577.862,2.83483
578.002,2.77652
578.158,2.83461
578.608,3.30165
578.695,3.32109
578.93,3.27145
579.065,3.38298
579.17,3.66943
579.299,4.31464
579.585,6.21712
579.715,6.6552
579.749,6.67591
579.862,6.43944
579.974,5.78603
580.285,3.21258
580.391,2.51691
580.479,2.07962
580.577,1.73239
580.662,1.532
580.775,1.36361
580.944,1.23299
581.282,1.1216
582.247,0.947526
583.853,0.74794
584.324,0.705716
584.433,0.705348
584.596,0.731942
584.695,0.778718
584.809,0.877829
584.922,1.04123
585.049,1.307
585.33,2.03168
585.464,2.25678
585.548,2.30212
585.672,2.21917
585.817,1.94052
586.096,1.26323
586.232,1.02175
586.345,0.887097
586.445,0.810381
586.608,0.742328
586.825,0.710325
586.954,0.706452
587.25,0.724234
587.472,0.773831
587.605,0.839863
587.723,0.949271
587.812,1.08706
587.9,1.29988
587.974,1.55694
588.052,1.93307
588.138,2.48698
588.232,3.28485
588.366,4.724
588.565,7.00998
588.688,7.98254
588.793,8.26757
588.893,7.98972
589.009,7.07491
589.307,3.61364
589.396,2.79677
589.476,2.26587
589.538,1.98633
589.601,1.81712
589.681,1.73913
589.689,1.73864
589.786,1.81335
590.062,2.28996
590.181,2.35935
590.282,2.29441
590.418,2.04386
590.751,1.15886
590.873,0.902608
590.982,0.733412
591.083,0.623203
591.198,0.539047
591.313,0.486499
591.428,0.454547
591.607,0.428815
591.9,0.418385
592.245,0.432069
592.59,0.466562
592.878,0.515254
593.094,0.580031
593.224,0.651043
593.332,0.749763
593.418,0.870451
593.513,1.06725
593.609,1.34952
593.704,1.73085
593.837,2.41609
594.069,3.77317
594.196,4.30945
594.317,4.50663
594.324,4.50748
594.447,4.34057
594.608,3.73244
594.839,2.71657
594.954,2.35829
595.041,2.18605
595.157,2.07457
595.214,2.06108
595.388,2.1404
595.619,2.4128
595.989,3.04561
596.486,4.16535
597.11,5.89747
597.427,7.10509
597.888,9.36134
598.08,9.71841
598.264,9.42533
598.796,7.48456
599.204,6.66365
600.445,4.77537
601.192,3.92028
602.055,3.20894
602.87,2.74125
603.441,2.53177
603.512,2.52488
603.698,2.58274
603.826,2.75264
603.955,3.12318
604.069,3.69757
604.194,4.6383
604.413,6.86316
604.557,8.20708
604.683,8.84443
604.73,8.9009
604.843,8.60151
604.957,7.75111
605.272,4.39062
605.379,3.48096
605.486,2.81508
605.568,2.45725
605.682,2.13284
605.825,1.91617
605.996,1.79732
606.567,1.66074
606.997,1.61494
607.209,1.64227
607.345,1.73307
607.455,1.90566
607.54,2.14057
607.625,2.50299
607.71,3.02809
607.809,3.8789
607.923,5.16085
608.183,8.57359
608.311,9.69131
608.406,9.95951
608.507,9.64599
608.637,8.46456
608.926,4.70422
609.025,3.72116
609.099,3.21208
609.162,2.94776
609.226,2.84663
609.289,2.90985
609.352,3.1331
609.423,3.56423
609.511,4.34895
609.648,5.98892
609.846,8.44327
609.963,9.37533
610.054,9.60944
610.171,9.21609
610.29,8.13837
610.594,4.37284
610.704,3.30122
610.802,2.59695
610.888,2.15786
610.974,1.85425
611.081,1.61389
611.22,1.44584
611.415,1.33764
611.728,1.26073
612.273,1.19839
612.445,1.22442
612.559,1.29275
612.674,1.44459
612.763,1.65759
612.845,1.95018
612.935,2.40497
613.027,3.02671
613.171,4.27834
613.384,6.23053
613.511,6.97213
613.6,7.13527
613.711,6.88993
613.828,6.16172
614.133,3.49203
614.244,2.721
614.34,2.21941
614.442,1.84639
614.544,1.60515
614.666,1.43505
614.789,1.34287
614.952,1.27953
615.279,1.22279
616.063,1.16467
618.242,1.11656
618.854,1.11495
620.291,1.13116
620.484,1.18602
620.613,1.29516
620.71,1.45587
620.795,1.6868
620.885,2.04533
620.974,2.54846
621.082,3.35988
621.288,5.33124
621.44,6.66703
621.564,7.29731
621.629,7.38706
621.75,7.09628
621.89,6.16158
622.149,3.96478
622.253,3.30065
622.324,2.98441
622.418,2.74809
622.478,2.70978
622.538,2.7585
622.618,2.95571
622.719,3.40299
622.854,4.30155
623.112,6.27114
623.244,6.87096
623.312,6.95684
623.428,6.71273
623.556,5.95352
623.864,3.37614
623.982,2.61511
624.087,2.12919
624.187,1.82455
624.262,1.67747
624.363,1.5608
624.524,1.49334
624.585,1.49187
624.767,1.54737
624.889,1.653
625.011,1.86455
625.115,2.17647
625.197,2.55047
625.295,3.17338
625.405,4.11505
625.597,6.21351
625.755,7.87813
625.885,8.71081
625.961,8.85243
626.072,8.57297
626.211,7.54841
626.501,4.64219
626.625,3.70083
626.728,3.15196
626.831,2.79462
626.955,2.55671
627.141,2.43439
627.203,2.42827
627.616,2.55043
627.99,2.81697
628.246,3.18907
628.501,3.81191
628.792,4.56377
628.991,4.76898
629.002,4.76986
629.259,4.5617
629.558,4.27366
