92-U-238(n,total fission) ENDF/B-VII.1
517.369,3.33415E-5
517.417,4.10513E-5
517.464,5.13509E-5
517.511,6.50202E-5
517.561,8.42131E-5
517.61,1.09171E-4
517.659,1.41414E-4
517.715,1.88097E-4
517.775,2.52605E-4
517.845,3.49396E-4
517.925,4.8837E-4
518.041,7.36699E-4
518.224,0.00114685
518.332,0.00131598
518.431,0.00137562
518.438,0.0013758
518.529,0.00132902
518.619,0.00120305
518.764,8.93096E-4
518.915,5.51341E-4
519.004,3.83766E-4
519.077,2.74286E-4
519.139,2.00018E-4
519.193,1.50151E-4
519.244,1.13521E-4
519.294,8.51999E-5
519.339,6.58101E-5
519.386,5.02007E-5
519.433,3.8463E-5
519.48,2.97278E-5
519.528,2.32744E-5
519.575,1.85247E-5
519.624,1.48853E-5
519.678,1.20248E-5
519.741,9.68222E-6
519.803,8.04016E-6
519.875,6.70272E-6
519.965,5.52139E-6
520.073,4.52196E-6
520.207,3.63853E-6
520.364,2.91009E-6
520.521,2.38451E-6
520.71,1.92669E-6
520.93,1.54829E-6
521.158,1.27024E-6
521.428,1.04104E-6
521.742,8.60071E-7
522.084,7.30719E-7
522.425,6.46911E-7
522.821,5.87008E-7
523.399,5.44675E-7
523.869,5.35345E-7
524.614,5.49708E-7
525.526,6.0089E-7
526.742,7.12132E-7
527.839,8.60559E-7
528.791,1.04333E-6
529.584,1.25689E-6
530.328,1.5362E-6
530.907,1.84437E-6
531.414,2.22263E-6
531.907,2.74811E-6
532.277,3.31078E-6
532.634,4.07725E-6
532.944,5.03725E-6
533.185,6.0895E-6
533.391,7.33864E-6
533.588,9.02654E-6
533.742,1.09143E-5
533.871,1.31817E-5
533.978,1.60027E-5
534.053,1.89209E-5
534.118,2.24882E-5
534.182,2.76275E-5
534.237,3.38711E-5
534.289,4.22378E-5
534.342,5.38552E-5
534.387,6.72991E-5
534.432,8.49372E-5
534.48,1.09742E-4
534.532,1.44652E-4
534.583,1.90315E-4
534.635,2.48886E-4
534.689,3.27547E-4
534.757,4.50962E-4
534.834,6.29593E-4
534.935,9.18337E-4
535.158,0.00163126
535.268,0.00188266
535.367,0.00197598
535.38,0.0019771
535.479,0.00190158
535.573,0.00170557
535.731,0.00121834
535.876,7.57182E-4
535.964,5.28219E-4
536.033,3.85232E-4
536.092,2.87419E-4
536.146,2.16978E-4
536.199,1.61968E-4
536.25,1.2218E-4
536.295,9.47155E-5
536.34,7.34743E-5
536.385,5.72348E-5
536.428,4.54454E-5
536.471,3.64547E-5
536.513,2.9624E-5
536.565,2.35609E-5
536.616,1.91854E-5
536.677,1.55506E-5
536.745,1.26723E-5
536.822,1.04414E-5
536.908,8.70472E-6
537.024,7.06151E-6
537.153,5.77006E-6
537.303,4.67818E-6
537.483,3.73246E-6
537.689,2.95984E-6
537.921,2.3404E-6
538.161,1.87794E-6
538.405,1.53155E-6
538.688,1.23598E-6
539.019,9.87154E-7
539.353,8.0532E-7
539.744,6.5259E-7
540.177,5.3277E-7
540.643,4.42464E-7
541.149,3.74552E-7
541.668,3.26912E-7
542.394,2.84336E-7
543.236,2.56948E-7
544.389,2.41499E-7
545.075,2.3958E-7
547.301,2.52129E-7
551.423,3.05389E-7
558.392,4.23253E-7
564.49,5.5224E-7
569.122,6.80897E-7
572.982,8.26485E-7
576.304,1.00217E-6
579.511,1.23242E-6
580.064,1.19935E-6
580.404,1.24517E-6
581.083,1.42094E-6
583.346,1.78571E-6
585.013,2.18401E-6
586.245,2.60931E-6
587.236,3.08704E-6
588.227,3.75717E-6
589.067,4.57103E-6
589.742,5.49266E-6
590.32,6.58797E-6
590.857,8.00553E-6
591.339,9.7978E-6
591.759,1.20092E-5
592.145,1.4914E-5
592.468,1.84101E-5
592.757,2.28837E-5
593.005,2.83946E-5
593.212,3.49575E-5
593.377,4.23711E-5
593.508,5.05609E-5
593.631,6.16888E-5
593.735,7.55336E-5
593.817,9.19451E-5
593.886,1.11579E-4
593.946,1.35483E-4
594.007,1.68403E-4
594.067,2.13876E-4
594.119,2.66272E-4
594.17,3.34725E-4
594.23,4.40303E-4
594.292,5.82689E-4
594.353,7.71305E-4
594.416,0.00101571
594.493,0.00139744
594.58,0.0019381
594.71,0.00292856
594.902,0.0044797
595.023,0.00516684
595.133,0.00539835
595.138,0.00539864
595.244,0.00519428
595.359,0.0045665
595.571,0.00286738
595.701,0.00188165
595.783,0.00136992
595.852,0.00102872
595.914,7.80292E-4
595.972,5.94664E-4
596.027,4.5776E-4
596.082,3.51697E-4
596.137,2.7085E-4
596.194,2.08408E-4
596.246,1.65967E-4
596.297,1.33944E-4
596.358,1.06413E-4
596.418,8.6534E-5
596.487,7.02767E-5
596.564,5.74399E-5
596.65,4.74368E-5
596.76,3.85213E-5
596.881,3.16659E-5
597.025,2.57484E-5
597.204,2.05088E-5
597.397,1.64627E-5
597.597,1.33891E-5
597.838,1.06687E-5
598.113,8.42757E-6
598.402,6.72486E-6
598.733,5.313E-6
599.063,4.28003E-6
599.449,3.39252E-6
599.875,2.67761E-6
600.316,2.13896E-6
600.805,1.70178E-6
601.335,1.35591E-6
601.865,1.10182E-6
602.471,8.89187E-7
603.099,7.28558E-7
603.848,5.92579E-7
604.676,4.91449E-7
605.597,4.19199E-7
606.667,3.70812E-7
607.859,3.4747E-7
608.418,3.45048E-7
609.899,3.58813E-7
611.38,4.00241E-7
612.449,4.49672E-7
613.697,5.37058E-7
614.602,6.30889E-7
615.342,7.42552E-7
616.056,9.01376E-7
616.568,1.06925E-6
617.008,1.27599E-6
617.37,1.51944E-6
617.679,1.81683E-6
617.944,2.18014E-6
618.164,2.6121E-6
618.347,3.13579E-6
618.473,3.66685E-6
618.579,4.33331E-6
618.659,5.08348E-6
618.726,5.99405E-6
618.792,7.32278E-6
618.846,8.83873E-6
618.895,1.07831E-5
618.945,1.34178E-5
618.995,1.69724E-5
619.045,2.17311E-5
619.095,2.80335E-5
619.145,3.62726E-5
619.198,4.76871E-5
619.251,6.23587E-5
619.311,8.34387E-5
619.378,1.13327E-4
619.448,1.52648E-4
619.537,2.15041E-4
619.697,3.49598E-4
619.857,4.80344E-4
619.974,5.42902E-4
620.066,5.59263E-4
620.165,5.40501E-4
620.272,4.82936E-4
620.439,3.45749E-4
620.588,2.18234E-4
620.681,1.52214E-4
620.756,1.09583E-4
620.82,8.09408E-5
620.879,5.95541E-5
620.934,4.42789E-5
620.987,3.28319E-5
621.034,2.50848E-5
621.081,1.90765E-5
621.127,1.44778E-5
621.174,1.09996E-5
621.22,8.39533E-6
621.267,6.46137E-6
621.313,5.03321E-6
621.36,3.9813E-6
621.408,3.18217E-6
621.458,2.57903E-6
621.516,2.07491E-6
621.583,1.67321E-6
621.649,1.39001E-6
621.726,1.15502E-6
621.826,9.36085E-7
621.945,7.49604E-7
622.085,5.9381E-7
622.225,4.79854E-7
622.384,3.83578E-7
622.571,3.02343E-7
622.761,2.42779E-7
622.979,1.94618E-7
623.197,1.61059E-7
623.448,1.34836E-7
623.697,1.17876E-7
623.99,1.05815E-7
624.379,9.84767E-8
624.64,9.72456E-8
625.243,1.01286E-7
626.112,1.16022E-7
628.93,1.79271E-7
631.379,2.38876E-7
647.355,5.9033E-7
655.335,8.06812E-7
660.171,9.61664E-7
660.521,9.4402E-7
660.973,8.45143E-7
661.241,8.03276E-7
661.259,8.03097E-7
661.486,8.33895E-7
662.013,9.94689E-7
662.405,1.04959E-6
669.471,1.41575E-6
674.507,1.77762E-6
678.85,2.21176E-6
682.515,2.72179E-6
685.874,3.37453E-6
688.915,4.21552E-6
691.279,5.14056E-6
692.432,5.62174E-6
692.509,5.62634E-6
692.951,5.56648E-6
693.32,5.7585E-6
694.081,6.72642E-6
696.135,8.61654E-6
697.562,1.04664E-5
698.835,1.27675E-5
699.992,1.57254E-5
700.912,1.90606E-5
701.795,2.35453E-5
702.53,2.87131E-5
703.206,3.54282E-5
703.786,4.36666E-5
704.315,5.43653E-5
704.732,6.62179E-5
705.115,8.13551E-5
705.455,1.00276E-4
705.747,1.23113E-4
706.005,1.51426E-4
706.226,1.85508E-4
706.413,2.26089E-4
706.554,2.69383E-4
706.667,3.18604E-4
706.752,3.71283E-4
706.832,4.42187E-4
706.901,5.33108E-4
706.961,6.45146E-4
707.02,8.04879E-4
707.07,9.90246E-4
707.121,0.00124985
707.172,0.00160375
707.222,0.00208322
707.273,0.00272694
707.324,0.00358146
707.377,0.00473658
707.426,0.00614699
707.483,0.00821644
707.54,0.0108627
707.608,0.0149215
707.677,0.0201746
707.761,0.0280663
707.877,0.0416485
708.13,0.0748513
708.252,0.0864641
708.366,0.0910561
708.383,0.091133
708.493,0.0877707
708.619,0.0767639
708.837,0.0485214
708.967,0.0322235
709.06,0.022638
709.135,0.0164796
709.205,0.0119845
709.266,0.00890187
709.322,0.00666419
709.372,0.00513026
709.422,0.00392759
709.471,0.00299805
709.522,0.0022715
709.565,0.001808
709.607,0.00144699
709.658,0.00111978
709.709,8.80562E-4
709.759,7.09237E-4
709.815,5.70956E-4
709.87,4.72172E-4
709.934,3.92048E-4
710.011,3.25285E-4
710.104,2.70835E-4
710.21,2.28083E-4
710.34,1.91059E-4
710.518,1.55028E-4
710.719,1.26112E-4
710.929,1.04273E-4
711.165,8.6246E-5
711.442,7.08567E-5
711.788,5.73433E-5
712.101,4.86475E-5
712.534,4.02407E-5
712.911,3.52436E-5
713.364,3.11887E-5
713.981,2.80596E-5
714.663,2.69539E-5
715.338,2.78932E-5
716.017,3.09412E-5
716.616,3.5818E-5
717.122,4.22031E-5
717.605,5.12E-5
718.008,6.20425E-5
718.359,7.52802E-5
718.709,9.39296E-5
719.002,1.16035E-4
719.272,1.44987E-4
719.484,1.77228E-4
719.658,2.14888E-4
719.774,2.52303E-4
719.861,2.95583E-4
719.918,3.39062E-4
719.976,4.03515E-4
720.027,4.87965E-4
720.07,5.92668E-4
720.114,7.41483E-4
720.15,9.12926E-4
720.186,0.00114336
720.222,0.00145241
720.258,0.00186537
720.294,0.00241451
720.331,0.00314047
720.367,0.00409399
720.405,0.0054324
720.444,0.00719369
720.483,0.00949058
720.521,0.0124581
720.56,0.0162548
720.603,0.0217475
720.647,0.0288231
720.689,0.0375545
720.737,0.0503008
720.786,0.0664629
720.842,0.0898365
720.902,0.121938
720.967,0.165313
721.041,0.226773
721.143,0.331278
721.447,0.698371
721.56,0.794355
721.674,0.833502
721.685,0.833778
721.79,0.805245
721.895,0.725615
722.052,0.545127
722.233,0.324423
722.332,0.223912
722.406,0.162935
722.474,0.118509
722.534,0.0869044
722.588,0.064751
722.635,0.049354
722.683,0.0371396
722.73,0.027604
722.775,0.0205811
722.814,0.0157876
722.854,0.0120251
722.893,0.00910199
722.932,0.00685368
722.972,0.00514101
723.006,0.00401125
723.039,0.00312948
723.073,0.00244555
723.107,0.00191809
723.142,0.00150227
723.174,0.00120733
723.21,9.58437E-4
723.246,7.72734E-4
723.282,6.34317E-4
723.325,5.1373E-4
723.368,4.28368E-4
723.411,3.67259E-4
723.468,3.10649E-4
723.54,2.64163E-4
723.642,2.22201E-4
723.79,1.83619E-4
723.967,1.51829E-4
724.204,1.21655E-4
724.45,9.91977E-5
724.746,7.98516E-5
725.081,6.43085E-5
725.435,5.26297E-5
725.79,4.42893E-5
726.233,3.71781E-5
726.677,3.28824E-5
727.031,3.12679E-5
727.209,3.11126E-5
727.509,3.20476E-5
727.809,3.50202E-5
728.034,3.93368E-5
728.221,4.53012E-5
728.353,5.19411E-5
728.464,6.09209E-5
728.545,7.15896E-5
728.613,8.53641E-5
728.668,1.01652E-4
728.722,1.25155E-4
728.77,1.54329E-4
728.817,1.94879E-4
728.863,2.48002E-4
728.908,3.20199E-4
728.954,4.17643E-4
728.999,5.48057E-4
729.044,7.20898E-4
729.09,9.47486E-4
729.135,0.00124108
729.18,0.00161685
729.233,0.00218155
729.286,0.00290968
729.339,0.00383079
729.404,0.00524921
729.472,0.00717681
729.554,0.0100515
729.66,0.0146882
729.952,0.0295691
730.079,0.0341248
730.195,0.0356912
730.2,0.0356942
730.309,0.0344352
730.418,0.0309056
730.589,0.0225621
730.76,0.0138282
730.858,0.0096572
730.932,0.00710637
730.999,0.00526054
731.059,0.00392417
731.12,0.00287711
731.176,0.00212462
731.224,0.00162674
731.272,0.00123781
731.32,9.38223E-4
731.368,7.10481E-4
731.408,5.64592E-4
731.455,4.34473E-4
731.501,3.38963E-4
731.547,2.68085E-4
731.598,2.10851E-4
731.648,1.70082E-4
731.699,1.40977E-4
731.75,1.20037E-4
731.813,1.01841E-4
731.891,8.65163E-5
732.001,7.27308E-5
732.135,6.1881E-5
732.309,5.21636E-5
732.557,4.25516E-5
732.842,3.49242E-5
733.146,2.9136E-5
733.539,2.38251E-5
733.944,1.9932E-5
734.504,1.61205E-5
735.167,1.30098E-5
735.952,1.04729E-5
736.862,8.43591E-6
737.935,6.76041E-6
739.123,5.44383E-6
740.504,4.35331E-6
741.929,3.53564E-6
743.614,2.82867E-6
745.528,2.24441E-6
747.618,1.7791E-6
749.863,1.40732E-6
752.398,1.09617E-6
755.048,8.5469E-7
757.946,6.57494E-7
760.886,5.06702E-7
764.092,3.81673E-7
765.382,3.33724E-7
770.009,2.23939E-7
773.133,1.66177E-7
776.274,1.20722E-7
779.241,8.69875E-8
781.958,6.25876E-8
784.312,4.57461E-8
786.534,3.30956E-8
788.5,2.43635E-8
790.645,1.70937E-8
791.561,1.50467E-8
793.045,1.25417E-8
794.237,1.13817E-8
795.272,1.10592E-8
796.289,1.13918E-8
797.464,1.26233E-8
798.661,1.48881E-8
799.878,1.83422E-8
801.203,2.35905E-8
802.502,3.04891E-8
803.836,3.9796E-8
805.228,5.23017E-8
806.662,6.89539E-8
808.081,9.07371E-8
809.383,1.17038E-7
810.651,1.51178E-7
811.857,1.94978E-7
812.89,2.45461E-7
813.908,3.13419E-7
814.789,3.93623E-7
815.507,4.83133E-7
816.213,6.05189E-7
816.841,7.579E-7
817.39,9.46785E-7
817.838,1.16264E-6
818.23,1.42365E-6
818.6,1.76758E-6
818.914,2.17901E-6
819.172,2.64902E-6
819.407,3.24542E-6
819.598,3.91841E-6
819.766,4.75626E-6
819.906,5.77754E-6
820.013,6.92337E-6
820.102,8.33047E-6
820.181,1.01082E-5
820.248,1.22555E-5
820.315,1.52457E-5
820.374,1.88269E-5
820.433,2.36277E-5
820.492,3.00306E-5
820.551,3.84986E-5
820.61,4.95729E-5
820.674,6.5411E-5
820.737,8.54527E-5
820.807,1.13969E-4
820.884,1.54034E-4
820.968,2.09088E-4
821.073,2.94039E-4
821.25,4.69314E-4
821.425,6.41975E-4
821.56,7.3628E-4
821.683,7.70114E-4
821.692,7.70283E-4
821.806,7.45317E-4
821.918,6.76446E-4
822.084,5.21702E-4
822.3,3.04285E-4
822.411,2.11767E-4
822.501,1.52427E-4
822.581,1.10961E-4
822.651,8.26554E-5
822.714,6.27951E-5
822.779,4.71298E-5
822.837,3.62012E-5
822.896,2.78663E-5
822.955,2.15849E-5
823.014,1.68946E-5
823.073,1.34101E-5
823.134,1.07659E-5
823.201,8.63959E-6
823.269,7.10471E-6
823.353,5.77092E-6
823.435,4.85171E-6
823.549,3.95974E-6
823.679,3.25538E-6
823.837,2.65439E-6
824.025,2.14182E-6
824.239,1.72175E-6
824.468,1.3957E-6
824.736,1.11917E-6
825.041,8.92595E-7
825.386,7.11316E-7
825.721,5.84216E-7
826.124,4.7359E-7
826.55,3.90061E-7
827.053,3.21691E-7
827.596,2.72936E-7
828.152,2.4125E-7
828.884,2.18369E-7
829.75,2.10029E-7
830.7,2.17254E-7
831.674,2.38315E-7
832.891,2.80394E-7
834.274,3.4946E-7
835.596,4.39503E-7
836.922,5.61024E-7
838.108,7.04398E-7
839.294,8.93769E-7
840.321,1.11068E-6
841.351,1.39948E-6
842.323,1.76867E-6
843.238,2.23797E-6
844.039,2.80462E-6
844.77,3.51689E-6
845.411,4.37183E-6
845.989,5.4324E-6
846.506,6.74046E-6
846.97,8.3596E-6
847.36,1.02194E-5
847.741,1.27163E-5
848.067,1.56877E-5
848.346,1.91889E-5
848.616,2.38936E-5
848.852,2.97331E-5
849.055,3.69121E-5
849.196,4.39702E-5
849.308,5.17956E-5
849.404,6.10626E-5
849.494,7.34635E-5
849.573,8.90394E-5
849.64,1.07782E-4
849.705,1.32556E-4
849.764,1.63295E-4
849.823,2.04537E-4
849.882,2.59669E-4
849.941,3.3285E-4
850.002,4.31633E-4
850.065,5.67449E-4
850.128,7.44011E-4
850.191,9.69304E-4
850.259,0.00127193
850.338,0.00171626
850.43,0.00237451
850.552,0.00344536
850.875,0.00669636
851.006,0.00759526
851.132,0.0079223
851.137,0.00792283
851.26,0.00763067
851.386,0.0067977
851.587,0.0048297
851.765,0.00303922
851.868,0.00219074
851.958,0.00158867
852.037,0.00117281
852.107,8.81775E-4
852.177,6.56666E-4
852.241,5.01549E-4
852.301,3.87824E-4
852.36,3.03038E-4
852.419,2.38861E-4
852.478,1.9072E-4
852.537,1.54832E-4
852.605,1.24938E-4
852.675,1.0284E-4
852.759,8.45641E-5
852.858,7.04666E-5
852.97,5.99817E-5
853.101,5.20319E-5
853.275,4.53365E-5
853.424,4.17236E-5
853.623,3.89979E-5
853.822,3.82294E-5
854.036,3.95651E-5
854.197,4.23832E-5
854.358,4.75866E-5
854.492,5.51076E-5
854.599,6.49412E-5
854.691,7.82318E-5
854.766,9.4107E-5
854.841,1.16858E-4
854.904,1.4319E-4
854.966,1.78588E-4
855.035,2.313E-4
855.103,3.01645E-4
855.167,3.89477E-4
855.239,5.18569E-4
855.312,6.85827E-4
855.391,9.19048E-4
855.486,0.00127489
855.599,0.00180756
855.944,0.00373565
856.084,0.00429052
856.215,0.00448807
856.221,0.00448851
856.347,0.00432221
856.478,0.00383352
856.692,0.0026521
856.869,0.00167751
856.981,0.00117936
857.071,8.60133E-4
857.149,6.41027E-4
857.221,4.85342E-4
857.292,3.65301E-4
857.356,2.82677E-4
857.417,2.2273E-4
857.479,1.7562E-4
857.541,1.4012E-4
857.613,1.10318E-4
857.677,9.06908E-5
857.749,7.46453E-5
857.838,6.06669E-5
857.941,4.97721E-5
858.056,4.14975E-5
858.196,3.45881E-5
858.374,2.846E-5
858.576,2.35786E-5
858.821,1.93385E-5
859.124,1.56405E-5
859.469,1.26786E-5
859.852,1.03592E-5
860.271,8.52769E-6
860.761,6.97688E-6
861.277,5.78091E-6
861.892,4.74342E-6
862.647,3.83275E-6
863.523,3.08515E-6
864.422,2.53341E-6
865.441,2.07466E-6
866.684,1.64684E-6
868.512,1.26508E-6
870.112,1.02072E-6
871.956,8.17102E-7
873.757,6.71913E-7
875.989,5.36735E-7
878.133,4.405E-7
880.852,3.49891E-7
883.73,2.78714E-7
886.609,2.24137E-7
890.071,1.75388E-7
893.837,1.36036E-7
897.692,1.05752E-7
901.509,8.27766E-8
904.311,6.80455E-8
905.15,5.94278E-8
905.305,5.90745E-8
906.08,6.09793E-8
911.94,4.24609E-8
916.268,3.19315E-8
920.601,2.37847E-8
924.714,1.74679E-8
925.447,1.63946E-8
926.595,1.55423E-8
930.36,1.17941E-8
933.562,9.29784E-9
936.043,7.61195E-9
936.519,6.85898E-9
937.004,5.82933E-9
937.246,5.64469E-9
937.56,5.88241E-9
938.036,6.41527E-9
938.396,6.49188E-9
942.546,5.10004E-9
945.272,4.50099E-9
948.379,4.14152E-9
950.435,4.07825E-9
953.628,4.23809E-9
957.203,4.71577E-9
957.699,4.62345E-9
958.101,4.23392E-9
958.467,3.80496E-9
958.624,3.74545E-9
958.821,3.84689E-9
959.175,4.39418E-9
959.494,4.91227E-9
959.97,5.33101E-9
965.53,7.31032E-9
970.577,9.6682E-9
976.961,1.3475E-8
984.638,1.92544E-8
989.987,2.36641E-8
990.144,2.36755E-8
990.594,2.3084E-8
990.94,2.12655E-8
991.453,1.65485E-8
991.665,1.54253E-8
991.732,1.53484E-8
991.908,1.58641E-8
992.134,1.78162E-8
992.657,2.35176E-8
992.93,2.53461E-8
993.516,2.71232E-8
1006.6,4.36396E-8
1016.83,5.97485E-8
1022.68,6.97195E-8
1023.72,7.21014E-8
1036.02,1.01654E-7
1047.11,1.35973E-7
1053.45,1.58723E-7
1054.07,1.511E-7
1054.57,1.43037E-7
1054.58,1.43016E-7
1054.94,1.48222E-7
1055.51,1.6411E-7
1056.3,1.72491E-7
1066.32,2.2593E-7
1075.2,2.89403E-7
1083.17,3.665E-7
1090.78,4.6784E-7
1098.06,5.98658E-7
1098.59,5.96239E-7
1099.33,6.1951E-7
1100.56,6.66612E-7
1105.33,8.12342E-7
1108.4,9.19363E-7
1109.05,9.08048E-7
1109.6,9.40637E-7
1110.52,1.03148E-6
1114.92,1.31034E-6
1118.35,1.62061E-6
1121.23,1.99006E-6
1123.77,2.45568E-6
1125.91,3.00868E-6
1127.72,3.67632E-6
1129.36,4.53881E-6
1130.71,5.55509E-6
1131.92,6.8686E-6
1132.94,8.4457E-6
1133.77,1.02679E-5
1134.53,1.2587E-5
1135.22,1.55872E-5
1135.83,1.93802E-5
1136.32,2.3728E-5
1136.78,2.9435E-5
1137.18,3.65669E-5
1137.53,4.55358E-5
1137.81,5.59169E-5
1138.06,6.84645E-5
1138.27,8.41239E-5
1138.42,9.98439E-5
1138.57,1.20685E-4
1138.68,1.43579E-4
1138.79,1.74938E-4
1138.89,2.13492E-4
1138.98,2.62752E-4
1139.07,3.25637E-4
1139.16,4.09506E-4
1139.26,5.32349E-4
1139.35,6.99573E-4
1139.45,9.14757E-4
1139.55,0.00120896
1139.67,0.00163357
1139.83,0.00235578
1140.2,0.00427586
1140.38,0.00487596
1140.53,0.00505909
1140.66,0.00491477
1140.83,0.00436063
1141.08,0.003089
1141.3,0.00195665
1141.44,0.00139374
1141.54,0.00105154
1141.64,8.12321E-4
1141.73,6.12055E-4
1141.81,4.8321E-4
1141.9,3.79438E-4
1141.99,2.97912E-4
1142.07,2.37086E-4
1142.17,1.87633E-4
1142.28,1.50416E-4
1142.38,1.23636E-4
1142.49,1.01585E-4
1142.64,8.18556E-5
1142.81,6.69203E-5
1143.0,5.42451E-5
1143.21,4.43981E-5
1143.46,3.61381E-5
1143.74,2.917E-5
1144.08,2.33351E-5
1144.42,1.90337E-5
1144.79,1.55903E-5
1145.25,1.25665E-5
1145.73,1.02765E-5
1146.32,8.30689E-6
1146.9,6.96317E-6
1147.56,5.88604E-6
1148.35,5.01893E-6
1149.28,4.39618E-6
1150.18,4.06906E-6
1151.4,3.92477E-6
1152.78,4.08386E-6
1154.0,4.48018E-6
1155.4,5.26304E-6
1156.55,6.23698E-6
1157.66,7.56788E-6
1158.73,9.40859E-6
1159.68,1.17276E-5
1160.5,1.45406E-5
1161.22,1.79293E-5
1161.92,2.25636E-5
1162.53,2.82294E-5
1163.03,3.46085E-5
1163.52,4.34571E-5
1163.92,5.32758E-5
1164.26,6.49596E-5
1164.61,8.11207E-5
1164.91,1.00579E-4
1165.17,1.24651E-4
1165.38,1.52021E-4
1165.56,1.84107E-4
1165.7,2.20595E-4
1165.82,2.61956E-4
1165.92,3.12999E-4
1166.01,3.86349E-4
1166.1,4.7663E-4
1166.17,5.86156E-4
1166.25,7.35594E-4
1166.32,9.39368E-4
1166.39,0.00118562
1166.46,0.0015269
1166.53,0.00197424
1166.6,0.00255265
1166.68,0.00337232
1166.77,0.00452619
1166.85,0.00599123
1166.95,0.00811469
1167.07,0.0113419
1167.25,0.0171398
1167.5,0.0256901
1167.66,0.0296783
1167.81,0.0311335
1167.83,0.0311436
1167.97,0.0300443
1168.11,0.0269063
1168.35,0.0192258
1168.57,0.0118497
1168.69,0.00847897
1168.79,0.00627196
1168.88,0.00464061
1168.97,0.00348431
1169.05,0.00262396
1169.12,0.00203075
1169.19,0.00157111
1169.26,0.0012047
1169.34,9.31932E-4
1169.41,7.30698E-4
1169.49,5.83069E-4
1169.56,4.79249E-4
1169.64,3.88641E-4
1169.74,3.14978E-4
1169.84,2.63712E-4
1169.95,2.22164E-4
1170.09,1.87062E-4
1170.26,1.54373E-4
1170.48,1.26567E-4
1170.73,1.0259E-4
1171.01,8.38353E-5
1171.35,6.75518E-5
1171.72,5.45616E-5
1172.16,4.36814E-5
1172.64,3.51582E-5
1173.19,2.82293E-5
1173.77,2.29364E-5
1174.38,1.88401E-5
1175.14,1.51231E-5
1176.08,1.19045E-5
1177.27,8.41054E-6
1177.66,7.81351E-6
1178.56,7.22327E-6
1180.12,5.76311E-6
1181.64,4.79044E-6
1183.21,4.12894E-6
1185.13,3.64026E-6
1187.2,3.39863E-6
1188.24,3.36925E-6
1190.13,3.46336E-6
1192.17,3.79227E-6
1194.05,4.23375E-6
1194.8,4.10827E-6
1195.18,4.25898E-6
1196.1,5.26169E-6
1197.94,6.79869E-6
1199.28,8.36409E-6
1200.4,1.01798E-5
1201.53,1.27345E-5
1202.47,1.57133E-5
1203.33,1.94692E-5
1204.16,2.45543E-5
1204.89,3.07984E-5
1205.49,3.79862E-5
1206.01,4.63353E-5
1206.5,5.69933E-5
1206.96,7.07354E-5
1207.39,8.8325E-5
1207.78,1.10884E-4
1208.1,1.37114E-4
1208.4,1.71429E-4
1208.62,2.05385E-4
1208.79,2.42469E-4
1208.92,2.81222E-4
1209.04,3.304E-4
1209.13,3.94317E-4
1209.21,4.75241E-4
1209.28,5.69695E-4
1209.34,7.04622E-4
1209.4,8.70864E-4
1209.45,0.00107536
1209.5,0.0013661
1209.56,0.00176039
1209.61,0.00229229
1209.67,0.00300532
1209.72,0.00395345
1209.77,0.00520302
1209.83,0.00685736
1209.89,0.00917205
1209.94,0.0119056
1210.0,0.0157051
1210.06,0.0205289
1210.13,0.0278515
1210.2,0.0370813
1210.27,0.0500472
1210.35,0.0675124
1210.45,0.0918269
1210.56,0.129735
1210.74,0.201327
1211.0,0.309309
1211.15,0.353614
1211.29,0.372691
1211.32,0.373014
1211.46,0.359778
1211.62,0.315432
1211.87,0.209688
1212.05,0.136073
1212.18,0.0950658
1212.27,0.0691059
1212.36,0.0500882
1212.43,0.0375406
1212.51,0.0276453
1212.57,0.02077
1212.64,0.0155261
1212.7,0.0115716
1212.75,0.00877173
1212.81,0.00661137
1212.87,0.0049639
1212.92,0.00382074
1212.97,0.00297351
1213.02,0.00226568
1213.08,0.00173974
1213.13,0.00135166
1213.19,0.0010666
1213.24,8.57829E-4
1213.31,6.88863E-4
1213.37,5.58288E-4
1213.45,4.60507E-4
1213.54,3.82956E-4
1213.65,3.24027E-4
1213.8,2.69804E-4
1214.0,2.21907E-4
1214.26,1.80164E-4
1214.55,1.47109E-4
1214.9,1.18245E-4
1215.27,9.62749E-5
1215.72,7.74631E-5
1216.24,6.18448E-5
1216.8,4.98298E-5
1217.45,4.01025E-5
1218.19,3.20822E-5
1219.03,2.56165E-5
1219.96,2.0611E-5
1221.05,1.64466E-5
1222.24,1.32456E-5
1223.62,1.06242E-5
1224.99,8.75927E-6
1226.9,6.88424E-6
1228.69,5.63209E-6
1230.82,4.56909E-6
1233.41,3.65065E-6
1235.99,3.00095E-6
1238.9,2.46138E-6
1242.79,1.94357E-6
1243.88,1.79432E-6
1244.34,1.6502E-6
1245.07,1.28089E-6
1245.33,1.2348E-6
1245.57,1.26986E-6
1246.2,1.49063E-6
1246.69,1.55106E-6
1248.67,1.44141E-6
1253.59,1.16221E-6
1258.8,9.47746E-7
1265.26,7.57114E-7
1266.55,7.11866E-7
1267.4,6.73441E-7
1267.47,6.73265E-7
1268.2,6.81631E-7
1272.2,6.06254E-7
1273.34,5.65703E-7
1273.41,5.65533E-7
1274.16,5.7181E-7
1284.72,4.36758E-7
1293.53,3.55242E-7
1299.98,3.08723E-7
1310.56,2.50116E-7
1323.54,1.97618E-7
1337.89,1.55914E-7
1354.17,1.21945E-7
