28-Ni-58(n,&gamma;) ENDF/B-VII.1
398135.0,0.0037595
398184.0,0.00310578
398240.0,0.00257534
398304.0,0.00213657
398368.0,0.00182349
398460.0,0.00151215
398570.0,0.0012655
398707.0,0.00106836
398870.0,9.19289E-4
399099.0,7.94078E-4
399344.0,7.16142E-4
399638.0,6.65801E-4
399867.0,6.51794E-4
400063.0,6.64964E-4
400210.0,7.10318E-4
400291.0,7.69877E-4
400352.0,8.54353E-4
400400.0,9.67001E-4
400434.0,0.00110004
400461.0,0.00126353
400484.0,0.00148072
400504.0,0.00175812
400521.0,0.00210301
400534.0,0.00250423
400546.0,0.00300868
400555.0,0.00363352
400564.0,0.0044306
400570.0,0.00524522
400576.0,0.00642272
400581.0,0.00772997
400586.0,0.00953955
400590.0,0.0118292
400593.0,0.0145899
400597.0,0.0185275
400600.0,0.0233288
400604.0,0.0303289
400608.0,0.0391647
400611.0,0.0511295
400616.0,0.0684863
400621.0,0.0946579
400630.0,0.148992
400638.0,0.201163
400645.0,0.227962
400650.0,0.234865
400656.0,0.226028
400661.0,0.204214
400671.0,0.147621
400680.0,0.0934856
400685.0,0.0675503
400689.0,0.0494521
400693.0,0.0371315
400697.0,0.0284859
400701.0,0.0221601
400704.0,0.0173374
400708.0,0.0137834
400712.0,0.0111356
400715.0,0.00914069
400720.0,0.00748126
400724.0,0.00630262
400729.0,0.00533327
400736.0,0.00448076
400744.0,0.00369623
400754.0,0.00305461
400765.0,0.00259222
400779.0,0.00215891
400795.0,0.00182154
400815.0,0.00155218
400836.0,0.00137736
400866.0,0.00122056
400896.0,0.00114643
400916.0,0.00113373
400946.0,0.00117132
400965.0,0.00124625
400985.0,0.00138696
400999.0,0.00156544
401011.0,0.00179797
401021.0,0.00208866
401028.0,0.0024321
401033.0,0.00278432
401037.0,0.00329832
401040.0,0.0038492
401044.0,0.00464782
401046.0,0.00555032
401049.0,0.00678545
401052.0,0.00847454
401054.0,0.0105389
401056.0,0.0134365
401059.0,0.0172695
401061.0,0.0222777
401064.0,0.0287307
401067.0,0.03847
401070.0,0.0517135
401073.0,0.0702707
401077.0,0.0942825
401081.0,0.130429
401087.0,0.194306
401098.0,0.323617
401104.0,0.369281
401110.0,0.38533
401110.0,0.385343
401115.0,0.37124
401121.0,0.333399
401129.0,0.240307
401137.0,0.149709
401142.0,0.103912
401146.0,0.0762128
401149.0,0.0563746
401152.0,0.0426616
401155.0,0.031942
401158.0,0.0245512
401160.0,0.0193754
401162.0,0.015311
401165.0,0.0121549
401167.0,0.00972802
401169.0,0.00787647
401172.0,0.00623498
401174.0,0.00519584
401177.0,0.00436705
401180.0,0.00363065
401184.0,0.00303602
401188.0,0.00263545
401193.0,0.00227372
401200.0,0.00196347
401209.0,0.00168532
401220.0,0.0014499
401234.0,0.00125382
401253.0,0.00107514
401277.0,9.36583E-4
401306.0,8.34092E-4
401341.0,7.57787E-4
401377.0,7.08834E-4
401447.0,6.50731E-4
401551.0,6.0612E-4
401792.0,5.64835E-4
402265.0,5.41089E-4
402854.0,5.33864E-4
404117.0,5.50923E-4
404847.0,5.83223E-4
405183.0,6.25931E-4
405336.0,6.66843E-4
405451.0,7.21929E-4
405547.0,8.05064E-4
405617.0,9.12966E-4
405667.0,0.00104389
405710.0,0.00122807
405744.0,0.00145957
405768.0,0.00171151
405789.0,0.00204591
405807.0,0.00245545
405822.0,0.00294902
405836.0,0.00360821
405847.0,0.00435121
405857.0,0.00534632
405866.0,0.00659127
405873.0,0.00810195
405879.0,0.00999326
405884.0,0.0120265
405889.0,0.014807
405893.0,0.0184253
405898.0,0.0230448
405902.0,0.0291733
405906.0,0.0376705
405911.0,0.0492579
405917.0,0.0670195
405925.0,0.0999264
405937.0,0.147559
405944.0,0.166089
405950.0,0.1714
405956.0,0.165877
405962.0,0.148945
405974.0,0.103655
405983.0,0.069288
405989.0,0.0503945
405993.0,0.0385635
405998.0,0.0301609
406002.0,0.023346
406007.0,0.0183229
406012.0,0.0147784
406016.0,0.0122503
406021.0,0.00994533
406027.0,0.00829035
406034.0,0.00672957
406041.0,0.00563139
406050.0,0.00468594
406059.0,0.00393248
406071.0,0.00328563
406084.0,0.00277253
406100.0,0.00231836
406119.0,0.00194608
406144.0,0.00163015
406174.0,0.001388
406204.0,0.00123146
406248.0,0.00108973
406307.0,9.85906E-4
406385.0,9.28013E-4
406429.0,9.20733E-4
406509.0,9.44659E-4
406588.0,0.00102071
406657.0,0.00115122
406708.0,0.0013195
406754.0,0.00156503
406788.0,0.00185607
406817.0,0.00222252
406839.0,0.00263781
406858.0,0.00314117
406876.0,0.0038362
406892.0,0.00468026
406906.0,0.00579262
406917.0,0.00701263
406929.0,0.0087237
406937.0,0.0106339
406946.0,0.0132709
406954.0,0.0165859
406962.0,0.0209008
406971.0,0.0271696
406980.0,0.0365518
407004.0,0.0659588
407012.0,0.0723794
407020.0,0.0746786
407027.0,0.0728581
407037.0,0.0650194
407062.0,0.0348765
407070.0,0.0265443
407078.0,0.0209373
407087.0,0.0163145
407094.0,0.013183
407103.0,0.0106115
407113.0,0.00850904
407123.0,0.00698277
407136.0,0.00562805
407150.0,0.00460683
407165.0,0.00379982
407183.0,0.00313678
407202.0,0.00263564
407226.0,0.00218775
407256.0,0.00181749
407288.0,0.00155682
407332.0,0.00131904
407384.0,0.00114666
407444.0,0.00102536
407503.0,9.48911E-4
407617.0,8.69894E-4
407769.0,8.40143E-4
407893.0,8.62779E-4
407972.0,9.07012E-4
408049.0,9.9413E-4
408097.0,0.00110835
408126.0,0.00124625
408141.0,0.00137127
408151.0,0.00151653
408159.0,0.00171892
408164.0,0.00195941
408168.0,0.002313
408171.0,0.00270683
408174.0,0.00326969
408178.0,0.00406664
408181.0,0.00517813
408184.0,0.00669752
408187.0,0.00856102
408190.0,0.0112096
408194.0,0.0150551
408198.0,0.0204925
408204.0,0.0294475
408218.0,0.0570213
408224.0,0.0654094
408230.0,0.068263
408230.0,0.0682688
408235.0,0.0659427
408241.0,0.0587752
408250.0,0.0412757
408258.0,0.027149
408262.0,0.0198832
408267.0,0.0146845
408270.0,0.0111996
408274.0,0.00852923
408277.0,0.00684075
408280.0,0.00552734
408283.0,0.0044732
408286.0,0.00374187
408290.0,0.00324715
408294.0,0.00287088
408298.0,0.00265162
408304.0,0.00249357
408311.0,0.00245035
408321.0,0.00250996
408338.0,0.00279081
408356.0,0.00328619
408370.0,0.00394558
408383.0,0.0047953
408394.0,0.0058527
408402.0,0.00710435
408409.0,0.00861664
408415.0,0.0104087
408420.0,0.0125897
408425.0,0.0153478
408429.0,0.0190686
408433.0,0.0240647
408437.0,0.0301983
408441.0,0.0383649
408445.0,0.0490944
408449.0,0.0642888
408453.0,0.0850042
408459.0,0.118478
408466.0,0.177744
408477.0,0.258888
408483.0,0.294725
408490.0,0.307801
408490.0,0.307812
408495.0,0.300236
408501.0,0.268814
408511.0,0.192734
408521.0,0.123061
408526.0,0.0905004
408530.0,0.0678983
408534.0,0.0521676
408538.0,0.0400714
408542.0,0.0311535
408546.0,0.0247767
408550.0,0.0195768
408554.0,0.0158314
408559.0,0.0128394
408564.0,0.0107065
408570.0,0.00881585
408576.0,0.0073399
408584.0,0.00613267
408593.0,0.00510451
408604.0,0.00423855
408616.0,0.00353247
408631.0,0.00295822
408649.0,0.00247055
408671.0,0.00208067
408699.0,0.0017605
408727.0,0.00155098
408764.0,0.00137224
408820.0,0.00121899
408895.0,0.00112919
408951.0,0.00111019
409026.0,0.00113031
409120.0,0.00123111
409176.0,0.0013497
409232.0,0.00154375
409281.0,0.0018241
409318.0,0.00215439
409348.0,0.00257349
409370.0,0.00302418
409393.0,0.0036744
409412.0,0.00446425
409428.0,0.00545664
409442.0,0.00661502
409455.0,0.00818051
409466.0,0.0100436
409477.0,0.0126017
409488.0,0.0161869
409500.0,0.0210777
409520.0,0.0318471
409532.0,0.0378837
409543.0,0.0414856
409550.0,0.0420868
409557.0,0.0412299
409568.0,0.0378254
409600.0,0.0210517
409611.0,0.0162458
409622.0,0.0129255
409633.0,0.010388
409645.0,0.00842564
409658.0,0.00694183
409673.0,0.00580188
409689.0,0.00492629
409709.0,0.00425574
409724.0,0.00390248
409745.0,0.00361248
409767.0,0.00347522
409774.0,0.00346522
409801.0,0.00356653
409827.0,0.00390296
409846.0,0.00436005
409866.0,0.00508235
409884.0,0.00607058
409899.0,0.00737335
409910.0,0.00871247
409920.0,0.0105077
409929.0,0.0127284
409937.0,0.0153277
409944.0,0.0185934
409950.0,0.0228823
409956.0,0.0278408
409961.0,0.0341884
409966.0,0.0427768
409970.0,0.053541
409975.0,0.0678462
409980.0,0.0884639
409987.0,0.120356
409996.0,0.181078
410008.0,0.254459
410015.0,0.284392
410021.0,0.29481
410026.0,0.287972
410033.0,0.262485
410044.0,0.196911
410054.0,0.127118
410061.0,0.0944713
410066.0,0.0719337
410071.0,0.0560283
410076.0,0.0433719
410081.0,0.0348097
410087.0,0.0277422
410092.0,0.0226271
410099.0,0.0181689
410106.0,0.0147637
410115.0,0.0118966
410124.0,0.00980906
410135.0,0.00806602
410146.0,0.00670562
410161.0,0.00546132
410179.0,0.00444588
410196.0,0.00373947
410217.0,0.00313476
410244.0,0.00260542
410275.0,0.00217503
410313.0,0.00184101
410358.0,0.00157251
410404.0,0.00139368
410477.0,0.00121022
410568.0,0.00107502
410677.0,9.8194E-4
410823.0,9.15386E-4
411041.0,8.79339E-4
411151.0,8.97381E-4
411198.0,9.35894E-4
411221.0,9.80757E-4
411238.0,0.00105031
411246.0,0.00112948
411252.0,0.00124284
411256.0,0.00140567
411260.0,0.00163911
411262.0,0.00193074
411265.0,0.00236259
411268.0,0.0029024
411270.0,0.00364719
411273.0,0.00466223
411275.0,0.00602465
411277.0,0.00775762
411280.0,0.0103178
411283.0,0.0136611
411286.0,0.018416
411289.0,0.0251024
411292.0,0.0335309
411296.0,0.0456883
411301.0,0.0671041
411314.0,0.126912
411320.0,0.146242
411326.0,0.153532
411326.0,0.153585
411332.0,0.147891
411337.0,0.13207
411346.0,0.0949521
411353.0,0.0597919
411358.0,0.041392
411362.0,0.0307929
411365.0,0.0223291
411368.0,0.0166525
411371.0,0.0125779
411374.0,0.00942743
411376.0,0.00722546
411379.0,0.0055479
411381.0,0.00428986
411384.0,0.00336177
411386.0,0.00268633
411389.0,0.0022014
411392.0,0.00181661
411394.0,0.00155883
411398.0,0.00135382
411402.0,0.0012112
411408.0,0.00111109
411419.0,0.00102384
411442.0,9.53577E-4
411491.0,8.99971E-4
411569.0,8.74292E-4
411674.0,8.69039E-4
412117.0,9.15734E-4
412430.0,9.96511E-4
412664.0,0.00111071
412821.0,0.00124558
412930.0,0.00139952
413022.0,0.00160182
413095.0,0.00185286
413160.0,0.00219947
413215.0,0.00264998
413258.0,0.00318681
413292.0,0.00380754
413323.0,0.0046116
413349.0,0.00557437
413374.0,0.00687434
413395.0,0.00842692
413412.0,0.0102789
413428.0,0.0125338
413444.0,0.0156314
413458.0,0.0193483
413472.0,0.0242265
413487.0,0.0311047
413504.0,0.0416115
413530.0,0.0602014
413544.0,0.0662656
413553.0,0.0676983
413564.0,0.066118
413578.0,0.0591111
413614.0,0.034883
413628.0,0.0270339
413642.0,0.0215838
413655.0,0.0173889
413671.0,0.0138758
413687.0,0.0112802
413705.0,0.00914036
413725.0,0.00747411
413749.0,0.00608311
413774.0,0.00502545
413807.0,0.0040932
413844.0,0.00338223
413881.0,0.00289693
413933.0,0.00244346
413997.0,0.00209476
414052.0,0.00190224
414125.0,0.00173615
414238.0,0.00159951
414359.0,0.00155452
414473.0,0.00160481
414542.0,0.00171772
414586.0,0.00188394
414615.0,0.00210186
414637.0,0.00240021
414652.0,0.00274362
414663.0,0.00318814
414669.0,0.00356577
414676.0,0.0041562
414680.0,0.00477229
414684.0,0.0057035
414687.0,0.00693273
414690.0,0.00845148
414693.0,0.0104605
414696.0,0.0130531
414699.0,0.0165218
414701.0,0.0211094
414704.0,0.0270846
414707.0,0.0353328
414710.0,0.0470446
414714.0,0.0636233
414718.0,0.0867618
414723.0,0.123976
414731.0,0.200425
414740.0,0.273582
414745.0,0.308555
414751.0,0.321221
414756.0,0.309845
414762.0,0.278136
414770.0,0.202371
414779.0,0.128245
414784.0,0.0897294
414788.0,0.065276
414791.0,0.0480385
414795.0,0.0358315
414798.0,0.0275723
414801.0,0.0212058
414804.0,0.0162444
414806.0,0.0128078
414809.0,0.0105028
414812.0,0.00837791
414815.0,0.00687527
414818.0,0.0058122
414822.0,0.00493143
414827.0,0.00417567
414833.0,0.00363165
414840.0,0.00320692
414852.0,0.00279336
414869.0,0.00243911
414887.0,0.00222683
414906.0,0.00209618
414942.0,0.0019583
415015.0,0.00187492
415022.0,0.00187406
415157.0,0.00196419
415281.0,0.00216362
415421.0,0.00252279
415539.0,0.00299645
415631.0,0.00353961
415717.0,0.00428384
415784.0,0.00510187
415845.0,0.0061572
415905.0,0.00761436
415955.0,0.0093343
416001.0,0.0115839
416043.0,0.0143912
416083.0,0.0181521
416118.0,0.0226879
416151.0,0.0285018
416189.0,0.0372901
416250.0,0.0559999
416287.0,0.0658454
416315.0,0.0687745
416317.0,0.0687818
416335.0,0.0676338
416367.0,0.0610187
416451.0,0.0359428
416486.0,0.0278811
416522.0,0.0219313
416557.0,0.0175647
416594.0,0.0142276
416635.0,0.0115298
416682.0,0.00932207
416735.0,0.00754589
416797.0,0.00610838
416859.0,0.00510217
416930.0,0.0042874
417018.0,0.00359083
417130.0,0.00300806
417248.0,0.00260724
417401.0,0.00227086
417602.0,0.00202364
417861.0,0.00186383
418144.0,0.00180375
418239.0,0.00180108
418710.0,0.00188149
419182.0,0.00209878
419654.0,0.00247062
419984.0,0.00286691
420220.0,0.00327959
420349.0,0.00368203
420420.0,0.00411763
420467.0,0.0046597
420497.0,0.00527957
420514.0,0.00588016
420532.0,0.00681786
420547.0,0.00808165
420557.0,0.00953048
420567.0,0.011536
420575.0,0.0139105
420583.0,0.0173226
420590.0,0.0214691
420597.0,0.0276199
420607.0,0.0377587
420624.0,0.0591818
420633.0,0.0663191
420639.0,0.0678401
420647.0,0.0658306
420655.0,0.0593972
420678.0,0.0320076
420686.0,0.0241947
420693.0,0.019573
420699.0,0.0160974
420707.0,0.0131074
420714.0,0.0111536
420723.0,0.00958358
420733.0,0.00825258
420748.0,0.00710307
420766.0,0.00621456
420784.0,0.00567017
420820.0,0.00507702
420856.0,0.00478009
420928.0,0.00455077
421023.0,0.00447888
421708.0,0.00476876
422165.0,0.0045774
423612.0,0.00314489
424297.0,0.00268284
424735.0,0.00253844
424792.0,0.00253648
424983.0,0.00261486
425059.0,0.00272779
425135.0,0.00296816
425185.0,0.00330009
425218.0,0.00369797
425243.0,0.00419772
425264.0,0.00486912
425280.0,0.00568412
425292.0,0.00659157
425301.0,0.00764038
425311.0,0.00913815
425318.0,0.0109754
425324.0,0.0131852
425329.0,0.0160492
425334.0,0.0194665
425338.0,0.0241065
425342.0,0.0306161
425345.0,0.0382051
425349.0,0.0493818
425353.0,0.0648379
425358.0,0.087047
425362.0,0.116168
425368.0,0.162591
425385.0,0.314368
425390.0,0.35169
425396.0,0.370023
425397.0,0.370395
425403.0,0.359408
425408.0,0.326618
425417.0,0.251544
425427.0,0.154766
425433.0,0.110088
425437.0,0.0819569
425442.0,0.0615444
425446.0,0.0470965
425449.0,0.0371592
425453.0,0.0296668
425457.0,0.0235129
425461.0,0.0191064
425465.0,0.0159373
425470.0,0.0132366
425476.0,0.0110379
425483.0,0.00933755
425491.0,0.00790056
425502.0,0.00666243
425517.0,0.00559256
425532.0,0.00489638
425552.0,0.00426569
425579.0,0.00377735
425614.0,0.00341777
425656.0,0.00321341
425698.0,0.00315687
425740.0,0.00322587
425782.0,0.00346442
425812.0,0.00381375
425834.0,0.00427998
425852.0,0.00495247
425866.0,0.00580132
425876.0,0.00673346
425885.0,0.00794261
425891.0,0.00930803
425897.0,0.0112424
425902.0,0.0134287
425908.0,0.0165172
425912.0,0.0204826
425918.0,0.0265914
425924.0,0.0346823
425931.0,0.0474021
425949.0,0.0876508
425956.0,0.0979927
425963.0,0.101895
425968.0,0.0994639
425975.0,0.0895698
425987.0,0.0637258
425997.0,0.0431108
426003.0,0.0322005
426009.0,0.024712
426014.0,0.0197942
426019.0,0.0156665
426024.0,0.0127145
426030.0,0.0104585
426037.0,0.00872014
426046.0,0.00729291
426055.0,0.00624786
426067.0,0.00544586
426081.0,0.0048077
426098.0,0.00433187
426121.0,0.00395945
426160.0,0.00364804
426211.0,0.00354714
426268.0,0.00364499
426325.0,0.00391158
426384.0,0.00438711
426436.0,0.00506232
426479.0,0.00587137
426521.0,0.00706921
426557.0,0.00858379
426586.0,0.0103818
426615.0,0.012854
426640.0,0.0159747
426662.0,0.0198434
426686.0,0.0253583
426713.0,0.0337746
426752.0,0.0474724
426769.0,0.0515346
426784.0,0.0528437
426798.0,0.0518378
426820.0,0.0465021
426871.0,0.0286594
426895.0,0.0223503
426917.0,0.0179586
426942.0,0.0143276
426966.0,0.0118968
426994.0,0.00981516
427027.0,0.00812196
427065.0,0.00681189
427113.0,0.0057781
427151.0,0.00522058
427189.0,0.00483881
427253.0,0.00447644
427316.0,0.0043584
427392.0,0.00451687
427449.0,0.00484941
427508.0,0.00548007
427557.0,0.00629906
427606.0,0.00755874
427651.0,0.00926279
427702.0,0.0119479
427768.0,0.0158121
427798.0,0.0167314
427808.0,0.0167808
427834.0,0.0162671
427867.0,0.0144628
427939.0,0.00931862
427977.0,0.00723673
428012.0,0.00581024
428050.0,0.00473136
428091.0,0.00389129
428133.0,0.00329988
428181.0,0.00282155
428245.0,0.00241204
428311.0,0.00214883
428377.0,0.00199618
428448.0,0.00193752
428499.0,0.00199022
428533.0,0.00211334
428559.0,0.00230425
428580.0,0.00260314
428596.0,0.00298541
428607.0,0.00344853
428615.0,0.00401965
428621.0,0.00461637
428626.0,0.00539781
428630.0,0.00652587
428634.0,0.00802827
428638.0,0.00986408
428642.0,0.012404
428645.0,0.0158805
428648.0,0.0202598
428652.0,0.0263268
428656.0,0.0351038
428660.0,0.0475392
428665.0,0.0657105
428674.0,0.10273
428683.0,0.14408
428690.0,0.163796
428695.0,0.169849
428701.0,0.164291
428706.0,0.149325
428714.0,0.115939
428725.0,0.0689736
428730.0,0.0488956
428734.0,0.0360313
428738.0,0.027328
428742.0,0.0206387
428746.0,0.0159852
428749.0,0.0125529
428753.0,0.0100186
428756.0,0.00816963
428760.0,0.00670548
428764.0,0.00556514
428769.0,0.00465903
428775.0,0.00405902
428782.0,0.00352722
428792.0,0.00301678
428806.0,0.00262096
428825.0,0.00229318
428851.0,0.00204651
428871.0,0.00193142
428912.0,0.0018048
428973.0,0.00172243
429020.0,0.00170742
429142.0,0.00178819
429224.0,0.00192456
429305.0,0.00215188
429382.0,0.00250406
429446.0,0.00297073
429498.0,0.00354799
429541.0,0.00425669
429578.0,0.00514315
429610.0,0.0062845
429639.0,0.00772814
429663.0,0.00949927
429685.0,0.0117384
429703.0,0.0143463
429718.0,0.017434
429734.0,0.021742
429747.0,0.0271119
429759.0,0.0337317
429769.0,0.0413135
429778.0,0.0513543
429787.0,0.0641889
429796.0,0.0806826
429804.0,0.101876
429813.0,0.134303
429823.0,0.18117
429845.0,0.296446
429853.0,0.326869
429861.0,0.337879
429869.0,0.329323
429879.0,0.292373
429905.0,0.156973
429914.0,0.119214
429922.0,0.0934096
429931.0,0.0725801
429939.0,0.0582003
429948.0,0.0471567
429958.0,0.0382539
429969.0,0.0306805
429981.0,0.0249144
429994.0,0.0201689
430010.0,0.016309
430027.0,0.0131726
430048.0,0.010602
430069.0,0.00870178
430094.0,0.00708878
430123.0,0.00581414
430154.0,0.00482483
430192.0,0.00397895
430239.0,0.00326526
430294.0,0.00270843
430358.0,0.00227498
430438.0,0.00192462
430539.0,0.00164129
430661.0,0.00143206
430797.0,0.00128845
430973.0,0.00117454
431218.0,0.00109138
431380.0,0.0010716
431502.0,0.00108863
431574.0,0.00113861
431622.0,0.00122105
431653.0,0.0013429
431674.0,0.00151042
431687.0,0.00170084
431696.0,0.00193836
431702.0,0.00223908
431706.0,0.00252628
431710.0,0.00295159
431713.0,0.00349872
431717.0,0.00428535
431720.0,0.00528048
431723.0,0.00664363
431726.0,0.00848728
431729.0,0.0109411
431732.0,0.0142279
431735.0,0.0186606
431739.0,0.0250612
431743.0,0.0341059
431748.0,0.0475908
431756.0,0.0749064
431765.0,0.105931
431771.0,0.120302
431776.0,0.125488
431777.0,0.125499
431783.0,0.120751
431788.0,0.107044
431798.0,0.0735465
431806.0,0.0473462
431811.0,0.0338449
431815.0,0.0246952
431819.0,0.018377
431822.0,0.01401
431825.0,0.0107363
431828.0,0.00844578
431831.0,0.00669966
431834.0,0.00538704
431836.0,0.00441166
431839.0,0.00369258
431843.0,0.00305667
431847.0,0.00262367
431851.0,0.00224699
431857.0,0.00195695
431864.0,0.00177742
431876.0,0.00156381
431892.0,0.00140491
431912.0,0.00129223
431948.0,0.00118995
431985.0,0.00114062
432086.0,0.00109872
432115.0,0.00109753
432288.0,0.00114135
432410.0,0.00122122
432531.0,0.0013687
432612.0,0.00153711
432687.0,0.00179061
432744.0,0.00209242
432793.0,0.00249943
432833.0,0.00300989
432865.0,0.00360058
432894.0,0.00437608
432918.0,0.00527227
432940.0,0.00650065
432961.0,0.00808763
432979.0,0.0100059
432996.0,0.0125611
433012.0,0.0159349
433028.0,0.020349
433048.0,0.0275994
433076.0,0.0385976
433088.0,0.0414875
433098.0,0.0424388
433112.0,0.0409748
433130.0,0.0351747
433163.0,0.0224833
433180.0,0.0171566
433196.0,0.0134672
433212.0,0.0109252
433229.0,0.00879811
433248.0,0.00709085
433269.0,0.00583063
433292.0,0.00480484
433317.0,0.00401065
433343.0,0.00342519
433375.0,0.00291524
433416.0,0.00246548
433468.0,0.00209851
433520.0,0.00186373
433598.0,0.00164902
433700.0,0.00150714
433812.0,0.00144863
433850.0,0.00144505
433980.0,0.00148238
434110.0,0.00159491
434240.0,0.00180637
434349.0,0.00210536
434425.0,0.0024304
434497.0,0.00289739
434550.0,0.00343968
434585.0,0.00399571
434613.0,0.00468647
434631.0,0.00543228
434644.0,0.00620566
434651.0,0.00691679
434659.0,0.00804238
434663.0,0.00924657
434668.0,0.010908
434672.0,0.0131373
434675.0,0.0157812
434679.0,0.0194174
434682.0,0.0243682
434685.0,0.0310066
434689.0,0.040079
434692.0,0.0524943
434696.0,0.0700628
434701.0,0.0962249
434708.0,0.141111
434721.0,0.242695
434727.0,0.27824
434733.0,0.288962
434739.0,0.278408
434745.0,0.246575
434757.0,0.160163
434764.0,0.106387
434769.0,0.0766948
434773.0,0.0576311
434777.0,0.0444618
434781.0,0.0342312
434784.0,0.0269073
434787.0,0.0221295
434791.0,0.018622
434795.0,0.0155708
434799.0,0.0135667
434804.0,0.0120599
434810.0,0.0109446
434817.0,0.0103717
434830.0,0.00993651
434837.0,0.00989294
434859.0,0.0101705
434908.0,0.0117213
434971.0,0.0138685
435017.0,0.0144984
435017.0,0.0144985
435046.0,0.0142469
435096.0,0.0127944
435197.0,0.0087793
435254.0,0.00707693
435301.0,0.00607288
435349.0,0.00536044
435401.0,0.00489591
435452.0,0.00468705
435469.0,0.00467162
435528.0,0.00484061
435568.0,0.00518408
435607.0,0.00579007
435636.0,0.00649454
435666.0,0.00752958
435695.0,0.00908491
435720.0,0.0110712
435742.0,0.0135474
435760.0,0.016656
435775.0,0.0201586
435790.0,0.0249553
435802.0,0.0306776
435812.0,0.0374333
435823.0,0.0465413
435832.0,0.058122
435841.0,0.072833
435851.0,0.0933275
435861.0,0.12431
435890.0,0.225338
435900.0,0.248797
435906.0,0.252923
435914.0,0.247304
435925.0,0.220082
435953.0,0.121145
435963.0,0.0918923
435972.0,0.0717872
435982.0,0.056052
435992.0,0.0450659
436002.0,0.0366913
436014.0,0.0292725
436026.0,0.0239961
436040.0,0.0198167
436055.0,0.0163382
436072.0,0.013613
436092.0,0.0113823
436112.0,0.00980358
436140.0,0.00828851
436168.0,0.00732015
436196.0,0.00670857
436239.0,0.00627621
436254.0,0.00624703
436293.0,0.00644044
436331.0,0.00706709
436361.0,0.00794247
436390.0,0.00931942
436416.0,0.0111492
436438.0,0.0134366
436460.0,0.0166245
436478.0,0.0204535
436494.0,0.0253253
436511.0,0.0320315
436528.0,0.0416246
436546.0,0.0545949
436580.0,0.0814027
436595.0,0.0882296
436602.0,0.0890485
436613.0,0.0871239
436628.0,0.0786064
436668.0,0.0464211
436685.0,0.0358667
436701.0,0.0279523
436718.0,0.0221638
436735.0,0.0178452
436755.0,0.0141957
436775.0,0.011577
436798.0,0.00934672
436823.0,0.00769697
436849.0,0.00641936
436879.0,0.00532896
436915.0,0.00439853
436954.0,0.00368194
437003.0,0.00305417
437060.0,0.00254899
437130.0,0.00212897
437218.0,0.00177576
437325.0,0.00150315
437455.0,0.00129298
437594.0,0.00114917
437727.0,0.00105855
437905.0,9.8346E-4
438134.0,9.42142E-4
438186.0,9.40729E-4
438359.0,9.63135E-4
438509.0,0.00103131
438622.0,0.00113801
438713.0,0.00129079
438784.0,0.00148941
438840.0,0.00173015
438885.0,0.00202169
438923.0,0.0023727
438960.0,0.00288441
438988.0,0.00343871
439014.0,0.00415565
439037.0,0.00505875
439057.0,0.0061755
439076.0,0.00764479
439092.0,0.00934403
439107.0,0.0116476
439120.0,0.0144164
439131.0,0.0178059
439143.0,0.0224633
439154.0,0.0285955
439164.0,0.0364523
439177.0,0.0490332
439203.0,0.0787191
439212.0,0.086246
439223.0,0.0898583
439235.0,0.0859738
439247.0,0.0741842
439272.0,0.0456742
439284.0,0.0348944
439295.0,0.0270795
439306.0,0.0213672
439317.0,0.0173826
439329.0,0.0143435
439342.0,0.0118151
439353.0,0.0102781
439367.0,0.00899214
439376.0,0.00852775
439381.0,0.0084616
439389.0,0.00878691
439393.0,0.00945215
439398.0,0.010593
439401.0,0.0119653
439404.0,0.014378
439407.0,0.0173971
439410.0,0.0215827
439413.0,0.0272525
439417.0,0.0347517
439420.0,0.0444278
439423.0,0.0588824
439428.0,0.0808363
439432.0,0.111208
439440.0,0.176107
439450.0,0.249626
439456.0,0.282404
439461.0,0.291663
439467.0,0.28214
439472.0,0.255683
439480.0,0.193247
439490.0,0.116542
439495.0,0.0830949
439499.0,0.0598746
439502.0,0.0448622
439506.0,0.0344828
439509.0,0.0263607
439512.0,0.0201484
439515.0,0.0155649
439518.0,0.012332
439521.0,0.00993088
439523.0,0.00816512
439526.0,0.00687288
439530.0,0.00573444
439534.0,0.00483382
439539.0,0.00419772
439544.0,0.00371947
439553.0,0.00323747
439567.0,0.00278852
439586.0,0.00237253
439609.0,0.00205797
439641.0,0.00175709
439682.0,0.00151281
439733.0,0.00131219
439815.0,0.0011087
439899.0,9.76992E-4
440019.0,8.64272E-4
440189.0,7.66368E-4
440414.0,6.95561E-4
440748.0,6.41243E-4
441182.0,6.07695E-4
441318.0,6.03368E-4
441507.0,6.16779E-4
441589.0,6.50304E-4
441630.0,6.97838E-4
441657.0,7.66757E-4
441674.0,8.55996E-4
441685.0,9.53221E-4
441691.0,0.00105263
441697.0,0.00118847
441701.0,0.00136305
441705.0,0.00161041
441708.0,0.0019421
441711.0,0.00237302
441715.0,0.00297995
441717.0,0.00371721
441720.0,0.00469523
441723.0,0.00615881
441726.0,0.00809688
441730.0,0.0108303
441733.0,0.0143402
441737.0,0.0198109
441742.0,0.0280019
441749.0,0.0425416
441760.0,0.0668536
441766.0,0.0759466
441772.0,0.0794816
441772.0,0.0794952
441778.0,0.0764415
441784.0,0.0680304
441793.0,0.0471733
441801.0,0.0297406
441806.0,0.021292
441810.0,0.0154398
441814.0,0.0116483
441817.0,0.00868677
441820.0,0.00668569
