28-Ni-58(n,&gamma;) ENDF/B-VII.1
125267.0,0.0067457
125277.0,0.00800469
125284.0,0.00948273
125290.0,0.0112314
125295.0,0.0135116
125300.0,0.016063
125304.0,0.0194175
125307.0,0.0234619
125309.0,0.0281407
125311.0,0.0341063
125313.0,0.0413821
125315.0,0.0510634
125317.0,0.0645582
125318.0,0.0806423
125320.0,0.102031
125321.0,0.130187
125323.0,0.17047
125325.0,0.226402
125326.0,0.299056
125328.0,0.40578
125330.0,0.559637
125333.0,0.784074
125337.0,1.19468
125342.0,1.82298
125346.0,2.10378
125349.0,2.20602
125349.0,2.20698
125352.0,2.11918
125356.0,1.86368
125362.0,1.13051
125366.0,0.768742
125368.0,0.543449
125370.0,0.401455
125372.0,0.298903
125374.0,0.223094
125376.0,0.16797
125377.0,0.131021
125379.0,0.102648
125381.0,0.0795169
125382.0,0.0632933
125384.0,0.0512508
125386.0,0.0410714
125387.0,0.033843
125390.0,0.0278177
125392.0,0.0231903
125395.0,0.0191809
125399.0,0.0161521
125403.0,0.0132486
125409.0,0.0110941
125415.0,0.00926234
125423.0,0.00763928
125432.0,0.00630542
125443.0,0.00533541
125455.0,0.00455684
125472.0,0.00383432
125491.0,0.00330376
125516.0,0.00287737
125545.0,0.00255047
125590.0,0.00224708
125650.0,0.00200312
125735.0,0.00180285
125862.0,0.00162588
126073.0,0.00145164
126420.0,0.00129394
126951.0,0.00117047
127658.0,0.00109726
128366.0,0.00107542
129074.0,0.00110395
129364.0,0.00116311
129538.0,0.00126444
129640.0,0.00140538
129701.0,0.00157265
129741.0,0.00176231
129772.0,0.00198384
129802.0,0.00232394
129826.0,0.00275205
129846.0,0.00330304
129861.0,0.00393073
129874.0,0.00470887
129886.0,0.00578052
129897.0,0.00706898
129905.0,0.00858075
129913.0,0.0105453
129919.0,0.0129502
129925.0,0.0160082
129930.0,0.0198705
129934.0,0.0242933
129938.0,0.0296222
129940.0,0.0357451
129943.0,0.0436634
129946.0,0.0535265
129948.0,0.0667592
129951.0,0.0862168
129954.0,0.110091
129956.0,0.144796
129960.0,0.195363
129964.0,0.279391
129972.0,0.455576
129976.0,0.517423
129979.0,0.533407
129982.0,0.521264
129986.0,0.477656
129991.0,0.3665
129997.0,0.229598
130001.0,0.167543
130004.0,0.125957
130006.0,0.0984763
130009.0,0.0784145
130011.0,0.0632434
130014.0,0.0497134
130017.0,0.040279
130020.0,0.0321747
130023.0,0.0264302
130027.0,0.0213731
130032.0,0.0175602
130037.0,0.0143928
130042.0,0.0118149
130049.0,0.0095892
130057.0,0.00800502
130066.0,0.00655423
130076.0,0.0053774
130089.0,0.0044329
130104.0,0.00364753
130121.0,0.00306871
130141.0,0.00260286
130161.0,0.00228505
130187.0,0.00200145
130217.0,0.00178184
130258.0,0.00159493
130319.0,0.00143201
130420.0,0.00129859
130594.0,0.00121048
130960.0,0.00117266
131395.0,0.00119672
131470.0,0.00122741
131498.0,0.00127566
131505.0,0.00132361
131508.0,0.00138949
131510.0,0.0014787
131513.0,0.00164119
131514.0,0.00184436
131516.0,0.0021565
131518.0,0.00262784
131519.0,0.00318907
131521.0,0.00395315
131522.0,0.00497797
131524.0,0.0064796
131525.0,0.00846382
131527.0,0.0113142
131529.0,0.0149727
131531.0,0.0203851
131533.0,0.0281396
131536.0,0.0412629
131543.0,0.0712578
131546.0,0.0820286
131549.0,0.0866514
131550.0,0.0867605
131553.0,0.0838832
131556.0,0.0739634
131561.0,0.0503202
131565.0,0.0328456
131568.0,0.0232839
131570.0,0.0171374
131572.0,0.0126766
131574.0,0.00951707
131575.0,0.00731364
131577.0,0.00562334
131578.0,0.00435558
131580.0,0.00349421
131581.0,0.00280358
131583.0,0.00231671
131585.0,0.00197925
131586.0,0.0017494
131588.0,0.00157064
131590.0,0.001461
131594.0,0.0013526
131599.0,0.00130042
131619.0,0.00124951
131695.0,0.00122438
132307.0,0.00131246
132575.0,0.00141802
132649.0,0.00150194
132689.0,0.00158512
132726.0,0.00174069
132750.0,0.00196223
132763.0,0.00216021
132775.0,0.00248512
132783.0,0.00287063
132789.0,0.00326945
132794.0,0.00381566
132798.0,0.00446353
132801.0,0.00525319
132803.0,0.00612107
132804.0,0.00741233
132806.0,0.00913144
132808.0,0.0113135
132809.0,0.0143585
132811.0,0.0183807
132812.0,0.0230239
132813.0,0.0290205
132815.0,0.0366925
132816.0,0.0485954
132818.0,0.0640769
132819.0,0.0850746
132821.0,0.113192
132823.0,0.156092
132825.0,0.219603
132828.0,0.318409
132836.0,0.620928
132840.0,0.704931
132843.0,0.736306
132843.0,0.736363
132846.0,0.71049
132849.0,0.634036
132854.0,0.459573
132859.0,0.284031
132861.0,0.200179
132863.0,0.147396
132865.0,0.108697
132867.0,0.0815334
132869.0,0.0603985
132870.0,0.0461075
132872.0,0.0350849
132873.0,0.0267126
132875.0,0.0204534
132876.0,0.0158353
132878.0,0.0124666
132879.0,0.0100247
132881.0,0.00826303
132882.0,0.00690014
132884.0,0.00573176
132886.0,0.00495805
132889.0,0.00431829
132893.0,0.00374924
132898.0,0.00324442
132904.0,0.00282909
132913.0,0.00247921
132924.0,0.00221023
132939.0,0.00199715
132957.0,0.00185167
132981.0,0.00174743
133030.0,0.00166557
133064.0,0.00164967
133168.0,0.00169205
133285.0,0.00185238
133368.0,0.00208363
133431.0,0.00241057
133470.0,0.00275454
133498.0,0.0031309
133524.0,0.00364444
133545.0,0.00427815
133566.0,0.00516103
133583.0,0.00627321
133595.0,0.00741491
133607.0,0.00902764
133617.0,0.0108547
133626.0,0.0131151
133633.0,0.0158612
133640.0,0.0191037
133646.0,0.0232085
133651.0,0.0287566
133656.0,0.0348225
133660.0,0.0423876
133663.0,0.0512347
133666.0,0.0623508
133669.0,0.076727
133671.0,0.096995
133674.0,0.123136
133676.0,0.153863
133678.0,0.194232
133680.0,0.252478
133683.0,0.335729
133686.0,0.449463
133689.0,0.631735
133698.0,1.17909
133702.0,1.31572
133705.0,1.38907
133706.0,1.39074
133709.0,1.34614
133712.0,1.23491
133717.0,0.939859
133723.0,0.600737
133726.0,0.433122
133729.0,0.325736
133731.0,0.247784
133734.0,0.195264
133736.0,0.15465
133738.0,0.12111
133741.0,0.0960129
133743.0,0.0777451
133746.0,0.0630897
133749.0,0.0507317
133752.0,0.0420366
133756.0,0.0345852
133761.0,0.0283489
133766.0,0.0230683
133772.0,0.0191742
133779.0,0.0154767
133788.0,0.0125417
133798.0,0.0102418
133809.0,0.00837872
133821.0,0.00698563
133836.0,0.00582011
133853.0,0.0048876
133875.0,0.00409292
133901.0,0.00347335
133932.0,0.00299721
133971.0,0.00263168
134022.0,0.00235165
134087.0,0.00215395
134204.0,0.00199747
134382.0,0.00194354
134735.0,0.00203855
135177.0,0.00231638
135619.0,0.00276345
135835.0,0.0030933
135885.0,0.00324976
135902.0,0.00339167
135908.0,0.0035662
135911.0,0.00386312
135914.0,0.00420987
135916.0,0.00478514
135918.0,0.00553155
135919.0,0.00662922
135921.0,0.00813684
135923.0,0.0102268
135924.0,0.0130548
135926.0,0.0167907
135928.0,0.0221428
135930.0,0.0296578
135932.0,0.0407597
135935.0,0.0582577
135943.0,0.111085
135947.0,0.127622
135950.0,0.132404
135953.0,0.127228
135956.0,0.112918
135962.0,0.0754544
135966.0,0.0494667
135969.0,0.0361117
135971.0,0.0271347
135973.0,0.0200852
135975.0,0.015357
135976.0,0.0117847
135978.0,0.00948737
135980.0,0.00776584
135981.0,0.00632469
135983.0,0.00546043
135985.0,0.00469006
135987.0,0.00421753
135990.0,0.00383851
135995.0,0.00360427
136011.0,0.00348873
136017.0,0.00348034
136101.0,0.0035907
136283.0,0.00405282
136432.0,0.00469612
136476.0,0.00504051
136512.0,0.0054969
136540.0,0.00612101
136562.0,0.00700676
136573.0,0.00780355
136585.0,0.00907149
136593.0,0.0104962
136600.0,0.012354
136605.0,0.0143772
136608.0,0.0167103
136612.0,0.0198216
136614.0,0.0233441
136616.0,0.0275413
136618.0,0.0334593
136620.0,0.0411234
136621.0,0.0510448
136623.0,0.0644428
136625.0,0.0823306
136626.0,0.105913
136628.0,0.140469
136630.0,0.186745
136632.0,0.252451
136635.0,0.350119
136638.0,0.497412
136647.0,1.00142
136650.0,1.14605
136653.0,1.19576
136654.0,1.19582
136657.0,1.15035
136660.0,1.01694
136666.0,0.681394
136670.0,0.444387
136673.0,0.326064
136675.0,0.236536
136677.0,0.174258
136679.0,0.130902
136681.0,0.101651
136683.0,0.0791597
136685.0,0.0621256
136686.0,0.0500367
136688.0,0.0404606
136690.0,0.0334138
136692.0,0.0273733
136694.0,0.0225892
136696.0,0.0194242
136699.0,0.0165669
136703.0,0.0143433
136708.0,0.0124167
136716.0,0.0106046
136724.0,0.00943131
136735.0,0.00833981
136753.0,0.00743287
136772.0,0.00694848
136797.0,0.00663441
136847.0,0.00647686
136949.0,0.00680169
137083.0,0.00770037
137105.0,0.00810014
137110.0,0.00846968
137113.0,0.00907495
137116.0,0.00994682
137118.0,0.0114511
137120.0,0.0134536
137122.0,0.016148
137124.0,0.0201043
137126.0,0.0255603
137128.0,0.0328462
137130.0,0.0440248
137132.0,0.0591338
137135.0,0.0833242
137143.0,0.158855
137147.0,0.182008
137150.0,0.188916
137153.0,0.181935
137156.0,0.163914
137161.0,0.116951
137166.0,0.0745433
137169.0,0.0534891
137171.0,0.0399377
137173.0,0.0306288
137175.0,0.023627
137177.0,0.0191446
137179.0,0.0156687
137181.0,0.0132464
137183.0,0.0116043
137185.0,0.0102549
137188.0,0.00939098
137193.0,0.00889011
137206.0,0.00873743
137277.0,0.00924606
137458.0,0.011346
137640.0,0.0142041
137673.0,0.0151971
137678.0,0.0160185
137681.0,0.0172144
137685.0,0.0195527
137687.0,0.0229675
137689.0,0.0271053
137692.0,0.0337294
137694.0,0.0428919
137697.0,0.0564304
137700.0,0.0772621
137708.0,0.144219
137712.0,0.162733
137715.0,0.167346
137718.0,0.161129
137721.0,0.14359
137731.0,0.0699835
137734.0,0.0523572
137736.0,0.0410205
137739.0,0.0325519
137741.0,0.0268803
137743.0,0.0234122
137745.0,0.020355
137748.0,0.0185559
137752.0,0.0171718
137759.0,0.0166542
137762.0,0.0166339
138056.0,0.0216353
138207.0,0.022684
138324.0,0.0218872
138468.0,0.0194942
138781.0,0.0122542
138936.0,0.00942423
139081.0,0.00744696
139225.0,0.00602593
139375.0,0.00497438
139512.0,0.00429948
139669.0,0.00380276
139760.0,0.00362641
139799.0,0.00359925
139862.0,0.00368211
139896.0,0.00389123
139918.0,0.00416909
139932.0,0.00448957
139945.0,0.00499236
139955.0,0.00557043
139965.0,0.00650002
139971.0,0.00749054
139976.0,0.00871365
139980.0,0.010148
139983.0,0.0120405
139986.0,0.0144174
139988.0,0.0175845
139990.0,0.0215671
139992.0,0.0261844
139993.0,0.0324231
139995.0,0.0417711
139997.0,0.0538825
139999.0,0.0699779
140000.0,0.0910273
140002.0,0.118004
140004.0,0.153664
140006.0,0.211393
140009.0,0.295414
140012.0,0.422755
140020.0,0.780527
140023.0,0.889536
140026.0,0.929223
140027.0,0.929291
140030.0,0.898576
140033.0,0.809518
140038.0,0.596112
140043.0,0.371831
140046.0,0.262844
140048.0,0.191759
140050.0,0.140205
140052.0,0.106697
140054.0,0.0806622
140055.0,0.0614615
140057.0,0.0487719
140058.0,0.0389799
140060.0,0.0314905
140062.0,0.0248554
140064.0,0.0201212
140065.0,0.0168379
140067.0,0.0142465
140070.0,0.0120185
140073.0,0.0102515
140076.0,0.00873589
140081.0,0.0075685
140088.0,0.00645078
140096.0,0.00556214
140106.0,0.00488335
140120.0,0.00431725
140140.0,0.00381886
140160.0,0.00353567
140201.0,0.00321636
140255.0,0.00300689
140378.0,0.00279569
140493.0,0.00272404
140543.0,0.00280663
140553.0,0.00291507
140558.0,0.00310509
140562.0,0.00340795
140564.0,0.00373982
140565.0,0.00426313
140567.0,0.00507424
140569.0,0.006065
140570.0,0.00744524
140572.0,0.00933291
140574.0,0.0118624
140575.0,0.0154513
140577.0,0.0201351
140579.0,0.0269442
140581.0,0.0366507
140584.0,0.0514354
140587.0,0.0743053
140594.0,0.131627
140598.0,0.152237
140601.0,0.158944
140601.0,0.158957
140604.0,0.153219
140607.0,0.138246
140612.0,0.10096
140617.0,0.0636966
140620.0,0.0443669
140622.0,0.0325247
140624.0,0.0244355
140625.0,0.0186436
140627.0,0.0141653
140629.0,0.0110848
140630.0,0.00874991
140632.0,0.00718167
140633.0,0.00586216
140635.0,0.00484566
140637.0,0.00407459
140639.0,0.00358758
140642.0,0.00317976
140646.0,0.00293974
140656.0,0.00277041
140695.0,0.00263358
140759.0,0.00256334
141150.0,0.00245292
141296.0,0.00251026
141319.0,0.00257444
141326.0,0.00265685
141329.0,0.00278127
141331.0,0.00295011
141333.0,0.00325148
141335.0,0.00361877
141337.0,0.00428278
141339.0,0.00514116
141341.0,0.00637083
141342.0,0.0080942
141344.0,0.0104501
141346.0,0.0135939
141347.0,0.0176862
141349.0,0.0238474
141351.0,0.0323834
141354.0,0.0450273
141357.0,0.0668012
141364.0,0.110415
141367.0,0.12609
141371.0,0.131998
141371.0,0.132023
141374.0,0.127788
141377.0,0.115208
141381.0,0.0873238
141387.0,0.0515665
141389.0,0.0368526
141392.0,0.0269922
141394.0,0.02
141396.0,0.0151725
141397.0,0.011762
141399.0,0.00922203
141400.0,0.00730868
141402.0,0.0060337
141404.0,0.00487988
141405.0,0.00409313
141407.0,0.00356948
141409.0,0.00317581
141411.0,0.00294589
141416.0,0.00273863
141418.0,0.00268509
141441.0,0.00261311
141524.0,0.00272182
141592.0,0.00295718
141645.0,0.00330682
141686.0,0.00377812
141718.0,0.00441496
141741.0,0.00510845
141761.0,0.0060487
141777.0,0.00712945
141791.0,0.00841316
141803.0,0.0101374
141814.0,0.0122299
141824.0,0.0151079
141832.0,0.0185168
141839.0,0.0227433
141845.0,0.0275514
141851.0,0.034234
141856.0,0.0420325
141861.0,0.0518157
141866.0,0.0659579
141870.0,0.0834984
141875.0,0.109359
141882.0,0.1564
141891.0,0.21653
141896.0,0.240292
141901.0,0.249789
141905.0,0.243388
141911.0,0.218536
141926.0,0.116783
141931.0,0.0888278
141936.0,0.0693481
141940.0,0.0552878
141945.0,0.0444209
141950.0,0.0355768
141956.0,0.0287852
141962.0,0.0231635
141969.0,0.0191489
141977.0,0.0154471
141987.0,0.0125286
141999.0,0.0101999
142009.0,0.00872616
142024.0,0.00721907
142039.0,0.00610919
142058.0,0.0052219
142080.0,0.00451907
142110.0,0.00389329
142150.0,0.00342028
142195.0,0.00315848
142229.0,0.00310286
142264.0,0.00319356
142288.0,0.00338539
142312.0,0.00377853
142328.0,0.004282
142340.0,0.00487135
142349.0,0.00559093
142358.0,0.0065291
142365.0,0.00772854
142370.0,0.00923285
142375.0,0.0108075
142378.0,0.012841
142381.0,0.0149169
142383.0,0.0177816
142385.0,0.0213498
142386.0,0.0255024
142388.0,0.0311861
142390.0,0.0389863
142391.0,0.0495321
142393.0,0.062106
142394.0,0.0784448
142396.0,0.10351
142398.0,0.136562
142399.0,0.179372
142401.0,0.241133
142403.0,0.327447
142406.0,0.447306
142408.0,0.636915
142418.0,1.34789
142421.0,1.53413
142424.0,1.61363
142425.0,1.61445
142428.0,1.55949
142431.0,1.40587
142436.0,1.03171
142441.0,0.623921
142444.0,0.447139
142446.0,0.327361
142448.0,0.241061
142450.0,0.179308
142452.0,0.136501
142453.0,0.103433
142455.0,0.0783811
142457.0,0.0620284
142458.0,0.0494594
142460.0,0.039091
142461.0,0.0315712
142463.0,0.0260029
142465.0,0.0211813
142467.0,0.0173126
142469.0,0.0146711
142472.0,0.0122942
142475.0,0.0106774
142480.0,0.00886394
142484.0,0.00763377
142492.0,0.00635913
142501.0,0.00535166
142511.0,0.00455752
142524.0,0.00392578
142540.0,0.00342344
142559.0,0.00304235
142585.0,0.00271971
142611.0,0.00252036
142663.0,0.00229364
142746.0,0.00211432
142913.0,0.00196733
143247.0,0.00188128
143330.0,0.00187812
143706.0,0.00193956
143998.0,0.0021087
144207.0,0.00236236
144332.0,0.00261669
144457.0,0.00300994
144561.0,0.00352237
144645.0,0.00414066
144718.0,0.00492977
144780.0,0.00592767
144832.0,0.00712295
144879.0,0.0086543
144921.0,0.0105655
144958.0,0.0130413
144991.0,0.0161142
145018.0,0.0196729
145042.0,0.0239404
145064.0,0.0292613
145084.0,0.0363615
145104.0,0.0455806
145120.0,0.0567331
145135.0,0.0701853
145148.0,0.0861685
145161.0,0.107949
145171.0,0.133277
145182.0,0.167316
145193.0,0.210683
145204.0,0.273265
145219.0,0.377969
145235.0,0.49642
145246.0,0.541046
145250.0,0.54629
145256.0,0.537659
145267.0,0.485252
145294.0,0.288007
145306.0,0.220129
145316.0,0.174471
145328.0,0.136413
145339.0,0.109235
145352.0,0.0874932
145366.0,0.0703206
145380.0,0.0568359
145397.0,0.0456566
145416.0,0.0366267
145437.0,0.0291501
145459.0,0.0238033
145486.0,0.0191381
145515.0,0.0154998
145549.0,0.0125239
145586.0,0.0102462
145627.0,0.00839872
145679.0,0.00679628
145732.0,0.00568197
145795.0,0.00472982
145876.0,0.00391844
145959.0,0.00334557
146063.0,0.0028631
146168.0,0.00253535
146335.0,0.00219688
146543.0,0.00194868
146835.0,0.00176397
147242.0,0.00166331
147391.0,0.0016571
147765.0,0.00172144
147989.0,0.00185731
148157.0,0.00207831
148258.0,0.00232115
148347.0,0.00268079
148414.0,0.003126
148470.0,0.0037131
148513.0,0.0043835
148548.0,0.0052245
148579.0,0.00624816
148605.0,0.00750889
148628.0,0.00910169
148647.0,0.0108724
148665.0,0.0132562
148682.0,0.0163419
148696.0,0.01998
148709.0,0.0245796
148722.0,0.0308759
148733.0,0.0385331
148744.0,0.0489216
148755.0,0.0626742
148765.0,0.080208
148778.0,0.109739
148795.0,0.155469
148803.0,0.168181
148810.0,0.172602
148816.0,0.169308
148826.0,0.152765
148851.0,0.089319
148862.0,0.0687389
148872.0,0.0533991
148883.0,0.0422237
148894.0,0.0339104
148905.0,0.0275711
148917.0,0.0225457
148932.0,0.0181158
148947.0,0.0149649
148965.0,0.0121872
148985.0,0.010216
149007.0,0.00862425
149027.0,0.00772978
149046.0,0.00721236
149064.0,0.00704269
149078.0,0.007212
149092.0,0.00777742
149103.0,0.00867878
149110.0,0.00970806
149115.0,0.0108827
149120.0,0.0126963
149124.0,0.0147366
149127.0,0.0175262
149130.0,0.0205248
149132.0,0.0248916
149134.0,0.0305932
149136.0,0.0384715
149138.0,0.0477593
149140.0,0.0601399
149141.0,0.0764603
149143.0,0.0976691
149145.0,0.128872
149147.0,0.167713
149149.0,0.221003
149152.0,0.300178
149155.0,0.424854
149164.0,0.822449
149167.0,0.930259
149171.0,0.975913
149171.0,0.976299
149174.0,0.94165
149178.0,0.83227
149184.0,0.556188
149188.0,0.36845
149191.0,0.258862
149194.0,0.187631
149196.0,0.141962
149198.0,0.106438
149200.0,0.0821828
149202.0,0.0641012
149204.0,0.0495105
149206.0,0.0388015
149207.0,0.0310105
149209.0,0.0253718
149212.0,0.0205952
149214.0,0.017294
149216.0,0.0149519
149219.0,0.0127626
149223.0,0.0110357
149228.0,0.00940122
149234.0,0.00800859
149241.0,0.00686134
149249.0,0.00590666
149260.0,0.00509829
149276.0,0.00436232
149296.0,0.00373959
149324.0,0.00324094
149363.0,0.00283701
149415.0,0.00251605
149492.0,0.00225867
149618.0,0.00202216
149718.0,0.00192213
149994.0,0.00180074
150220.0,0.00178112
150615.0,0.00184898
150812.0,0.00196004
150953.0,0.00213538
151047.0,0.00238043
151111.0,0.00269708
151153.0,0.0030639
151185.0,0.0035027
151211.0,0.0040661
151234.0,0.0048141
151252.0,0.00567135
151268.0,0.00679106
151282.0,0.00826001
151294.0,0.0101167
151303.0,0.0121179
151311.0,0.0147417
151318.0,0.017804
151325.0,0.021811
151330.0,0.0266537
151335.0,0.0325963
151339.0,0.0396691
151344.0,0.0495535
151348.0,0.0623015
151351.0,0.0792108
151355.0,0.100726
151359.0,0.131934
151363.0,0.175461
151368.0,0.248843
151377.0,0.394167
151382.0,0.439593
151386.0,0.452093
151390.0,0.436343
151395.0,0.385587
151407.0,0.199696
151411.0,0.149173
151415.0,0.114275
151419.0,0.0894035
151422.0,0.0697108
151426.0,0.0563978
151430.0,0.045326
151433.0,0.0372925
151438.0,0.0304193
151443.0,0.0250979
151449.0,0.0204763
151456.0,0.016493
151465.0,0.013355
151475.0,0.0108368
151486.0,0.00883175
151498.0,0.00742602
151513.0,0.00612885
151531.0,0.00515665
151552.0,0.00438988
151576.0,0.00378305
151603.0,0.00334571
151646.0,0.00292146
151699.0,0.00262171
151762.0,0.00242248
151856.0,0.00227494
152007.0,0.00218822
152138.0,0.00217381
152627.0,0.00227946
153463.0,0.00267766
154246.0,0.00325004
155009.0,0.00405308
155342.0,0.00455412
155386.0,0.00473993
155399.0,0.00493137
155404.0,0.00525674
155408.0,0.00574904
155410.0,0.00654292
155412.0,0.00751679
155414.0,0.00892045
155416.0,0.010957
155418.0,0.0138373
155420.0,0.0178031
155422.0,0.0231018
155424.0,0.0307551
155427.0,0.0411369
155429.0,0.0571413
155433.0,0.0852655
155440.0,0.134457
155443.0,0.155705
155447.0,0.164033
155447.0,0.164179
155451.0,0.157985
155454.0,0.137586
155464.0,0.0639229
155467.0,0.0453532
155469.0,0.0334649
155472.0,0.0254827
155474.0,0.01935
155475.0,0.0154579
155477.0,0.0124899
155479.0,0.0102791
155480.0,0.00872714
155482.0,0.00744839
155485.0,0.00641949
155487.0,0.00580904
155491.0,0.00531861
155495.0,0.00511518
155510.0,0.00492715
155540.0,0.00485742
155917.0,0.00541895
156359.0,0.00635995
156556.0,0.00703895
156679.0,0.00786057
156746.0,0.0087541
156788.0,0.00975314
156821.0,0.0110317
156846.0,0.0125615
156868.0,0.0147827
156885.0,0.0174449
156900.0,0.020821
156912.0,0.0251857
156921.0,0.0299613
156929.0,0.0359749
156937.0,0.0433971
156943.0,0.0529545
156949.0,0.0646459
156954.0,0.0806505
156960.0,0.100272
156965.0,0.126625
156970.0,0.167508
156978.0,0.232306
156988.0,0.334259
156994.0,0.368405
156998.0,0.376863
157004.0,0.362092
157009.0,0.322375
157024.0,0.181209
157029.0,0.139437
157034.0,0.110718
157039.0,0.088978
157045.0,0.0704968
157051.0,0.0565425
157057.0,0.0466383
157064.0,0.0382071
157073.0,0.0313853
157083.0,0.02586
157095.0,0.0214358
157109.0,0.0180876
157125.0,0.0154671
157145.0,0.0134206
157166.0,0.0119907
157195.0,0.0107263
157239.0,0.00967528
157295.0,0.0089295
157373.0,0.0084201
157581.0,0.00800963
158413.0,0.00749071
159428.0,0.00619295
159454.0,0.00618364
159584.0,0.00630158
159663.0,0.00675737
159697.0,0.00726569
159725.0,0.00805514
159742.0,0.00887474
159758.0,0.010077
159771.0,0.0116815
159782.0,0.0137956
159791.0,0.0161459
159798.0,0.0191943
159803.0,0.0228222
159807.0,0.026794
159811.0,0.0315579
159814.0,0.0369661
159817.0,0.0446731
159819.0,0.054313
159822.0,0.0679992
159824.0,0.08508
159826.0,0.107372
159828.0,0.13718
159830.0,0.176465
159832.0,0.234512
159835.0,0.312877
159838.0,0.431519
159841.0,0.607819
159850.0,1.16029
159855.0,1.34444
159858.0,1.40728
159859.0,1.40764
159862.0,1.36391
159866.0,1.22266
159872.0,0.874583
159877.0,0.560501
159880.0,0.396422
159883.0,0.29607
159885.0,0.221778
159888.0,0.166649
159890.0,0.12818
159892.0,0.0995022
159894.0,0.0784303
159896.0,0.0637914
159899.0,0.0524113
159901.0,0.0429275
159904.0,0.0354326
159907.0,0.0297476
159912.0,0.0247821
159917.0,0.0206501
159923.0,0.0173254
159931.0,0.0145898
159940.0,0.0123207
159950.0,0.0107882
159964.0,0.00927249
159982.0,0.00811109
160003.0,0.00724139
160037.0,0.00641718
160083.0,0.00582941
160150.0,0.00536909
160270.0,0.00495301
160535.0,0.00453021
160710.0,0.00444017
160870.0,0.00460328
160944.0,0.00487747
160993.0,0.00522258
161040.0,0.00579648
161074.0,0.0064811
161102.0,0.00736823
161129.0,0.00866994
161150.0,0.0102564
161168.0,0.0123614
161183.0,0.0149946
161197.0,0.0183322
161207.0,0.0222426
161217.0,0.0274812
161224.0,0.0330657
161232.0,0.0409659
161238.0,0.0507603
161243.0,0.0611213
161247.0,0.0757184
161251.0,0.0921613
161255.0,0.114667
161258.0,0.140617
161261.0,0.174116
161264.0,0.218195
161266.0,0.276386
161269.0,0.355663
161273.0,0.476293
161277.0,0.660615
161288.0,1.22229
161293.0,1.37009
161296.0,1.41693
161301.0,1.36347
161305.0,1.20098
161317.0,0.599583
161321.0,0.435975
161324.0,0.335609
161327.0,0.258132
161331.0,0.200106
161334.0,0.157456
161337.0,0.127818
161340.0,0.10518
161343.0,0.0854055
161347.0,0.0696603
161352.0,0.0576605
161357.0,0.0473186
161363.0,0.0387339
161371.0,0.0314723
161378.0,0.0261766
161388.0,0.0212186
161400.0,0.0172545
161412.0,0.0142898
161427.0,0.0118054
161444.0,0.00995919
161464.0,0.00847303
161483.0,0.00748349
161499.0,0.00704132
161504.0,0.00714145
161508.0,0.00751437
161510.0,0.00816159
161513.0,0.00912897
161515.0,0.0105623
161517.0,0.0126918
161519.0,0.0158098
161520.0,0.0197276
161522.0,0.024972
161524.0,0.03269
161526.0,0.0427444
161528.0,0.0582887
161531.0,0.081467
161535.0,0.118431
161542.0,0.201049
161546.0,0.232597
161549.0,0.24364
161550.0,0.243696
161553.0,0.235634
161556.0,0.210333
161562.0,0.153604
161567.0,0.0952878
161570.0,0.0679157
161572.0,0.0499296
161574.0,0.03731
161576.0,0.0286648
161578.0,0.021979
161580.0,0.016944
161582.0,0.0132471
161583.0,0.0105969
161585.0,0.00873944
161587.0,0.00731649
161590.0,0.00640851
161592.0,0.0058371
161595.0,0.0053407
161601.0,0.00498721
161618.0,0.00461539
161662.0,0.00415021
161733.0,0.00373837
161858.0,0.00332366
162047.0,0.00298605
162362.0,0.00264913
162970.0,0.00225566
163796.0,0.00192076
164666.0,0.00170958
165157.0,0.0016624
165469.0,0.00170383
165647.0,0.00182134
165736.0,0.00196579
165803.0,0.00217412
165848.0,0.00241863
165880.0,0.00269413
165913.0,0.00315044
165937.0,0.00366679
165956.0,0.00430554
165974.0,0.00516608
165986.0,0.00605343
165997.0,0.00714766
166009.0,0.00869224
166019.0,0.0106935
166027.0,0.0132035
166036.0,0.0165001
166042.0,0.0204001
166049.0,0.0259068
166056.0,0.0331507
166063.0,0.0435977
166082.0,0.0774928
166089.0,0.0857566
166093.0,0.0870407
166099.0,0.0847921
166106.0,0.0757502
166123.0,0.0438154
166131.0,0.0330102
166137.0,0.0259382
166144.0,0.0206165
166151.0,0.0164607
166159.0,0.0132792
166167.0,0.0109953
166177.0,0.00896013
166187.0,0.00751678
166198.0,0.00626922
166211.0,0.00532617
166226.0,0.00453733
166246.0,0.00384297
166265.0,0.00337292
166292.0,0.00294171
166325.0,0.00260361
166370.0,0.00233912
166421.0,0.00217401
166506.0,0.00206204
166540.0,0.00205262
166629.0,0.00210305
166718.0,0.00228372
166785.0,0.00256936
166830.0,0.00290925
166871.0,0.00340088
166900.0,0.00395611
166924.0,0.00464973
166945.0,0.00552643
166964.0,0.00671723
166979.0,0.00810655
166993.0,0.00996057
167003.0,0.0120365
167013.0,0.0145201
167021.0,0.0178161
167029.0,0.0216294
167035.0,0.0264469
167041.0,0.0327453
167046.0,0.0404879
167051.0,0.0496713
167054.0,0.059838
167058.0,0.073801
167061.0,0.0922077
167064.0,0.116171
167067.0,0.147693
167070.0,0.189614
167073.0,0.24409
167077.0,0.325817
167081.0,0.44822
167091.0,0.795264
167096.0,0.88677
167100.0,0.919948
167104.0,0.889986
