92-U-238(n,&gamma;) ENDF/B-VII.1
730.857,1.51536
730.931,1.12376
730.994,0.853731
731.058,0.641345
731.111,0.504812
731.164,0.401536
731.216,0.328409
731.265,0.285809
731.303,0.267633
731.335,0.262898
731.38,0.272368
731.419,0.296074
731.457,0.335254
731.502,0.402519
731.547,0.495944
731.598,0.639599
731.649,0.828847
731.703,1.08444
731.767,1.47148
731.837,2.02375
731.92,2.84331
732.014,4.00688
732.199,6.77462
732.352,8.97426
732.473,10.1259
732.578,10.4711
732.691,10.0719
732.804,8.96763
732.981,6.40037
733.143,3.99888
733.238,2.81773
733.315,2.04934
733.381,1.52099
733.444,1.1219
733.499,0.846862
733.553,0.631471
733.6,0.487122
733.65,0.369202
733.697,0.281653
733.745,0.215267
733.793,0.165775
733.834,0.133517
733.876,0.109508
733.918,0.0921755
733.965,0.0789751
734.013,0.0715409
734.061,0.0689639
734.108,0.0706987
734.156,0.0765112
734.215,0.0895319
734.275,0.109312
734.334,0.13647
734.406,0.179992
734.48,0.237705
734.566,0.321943
734.694,0.476747
734.902,0.746584
735.032,0.871165
735.148,0.918076
735.166,0.918936
735.276,0.886337
735.392,0.788268
735.565,0.570699
735.733,0.354074
735.834,0.246364
735.915,0.177602
735.985,0.130223
736.051,0.0960235
736.111,0.0717501
736.167,0.0546921
736.223,0.041725
736.278,0.0320507
736.329,0.0255118
736.379,0.0206439
736.43,0.0170606
736.49,0.0140172
736.541,0.0122412
736.601,0.010746
736.682,0.00946325
736.783,0.00851957
736.966,0.00763164
737.331,0.00675239
737.879,0.00599944
738.609,0.00544481
739.34,0.00519889
739.705,0.00517681
740.214,0.00528435
740.723,0.00563953
741.105,0.006239
741.296,0.0067911
741.455,0.00761221
741.55,0.00850085
741.63,0.00973261
741.693,0.0112882
741.756,0.013613
741.807,0.0164125
741.858,0.0203655
741.902,0.0250039
741.946,0.0311681
741.99,0.0392962
742.034,0.0499175
742.078,0.0636591
742.129,0.0846105
742.18,0.11212
742.234,0.149383
742.29,0.200111
742.346,0.264629
742.411,0.357724
742.487,0.498727
742.569,0.686488
742.689,1.02393
742.941,1.80349
743.066,2.07776
743.184,2.17879
743.193,2.17928
743.3,2.10457
743.415,1.87878
743.591,1.3569
743.765,0.821729
743.857,0.587371
743.935,0.427099
743.999,0.320076
744.063,0.235064
744.12,0.176741
744.176,0.131295
744.226,0.100182
744.276,0.0760646
744.325,0.0576489
744.369,0.0453048
744.412,0.0357744
744.456,0.0284851
744.506,0.0222858
744.555,0.0178058
744.606,0.0145258
744.663,0.0119891
744.719,0.0102523
744.784,0.00891415
744.865,0.00784141
744.961,0.00704573
745.091,0.0063928
745.349,0.00563466
745.607,0.0051711
746.158,0.0045947
746.709,0.004284
747.811,0.00401661
748.84,0.00394232
750.45,0.00406246
751.657,0.00434719
752.643,0.00480386
753.228,0.00530012
753.666,0.00591064
754.031,0.00674587
754.287,0.0077245
754.433,0.00867716
754.542,0.00989524
754.614,0.011217
754.687,0.0132872
754.742,0.0156285
754.796,0.0189958
754.842,0.0229062
754.887,0.0281854
754.932,0.0352738
754.978,0.0447223
755.027,0.0583598
755.076,0.0765697
755.125,0.100575
755.174,0.131787
755.229,0.176845
755.283,0.235092
755.34,0.312241
755.406,0.425557
755.478,0.583918
755.557,0.801709
755.659,1.14534
755.967,2.3512
756.086,2.67514
756.203,2.80157
756.211,2.80206
756.328,2.69223
756.444,2.38878
756.637,1.6435
756.79,1.05054
756.886,0.741664
756.968,0.530954
757.037,0.388154
757.099,0.289616
757.151,0.222538
757.203,0.169336
757.256,0.127888
757.307,0.0965319
757.358,0.073103
757.404,0.0571001
757.45,0.0449126
757.496,0.0357267
757.546,0.0282235
757.597,0.0228512
757.648,0.0190328
757.709,0.0158937
757.77,0.0138208
757.852,0.0120904
757.933,0.0110526
758.089,0.00999257
758.348,0.00922993
758.763,0.00886462
759.323,0.00913349
759.883,0.00997852
760.442,0.0114153
760.932,0.0133319
761.381,0.015896
761.76,0.0189841
762.139,0.0234094
762.434,0.0283342
762.687,0.0342309
762.91,0.0415022
763.102,0.0502495
763.246,0.0594808
763.365,0.0705498
763.461,0.0837639
763.533,0.0983829
763.601,0.118515
763.661,0.144359
763.711,0.174538
763.76,0.215899
763.81,0.272684
763.86,0.350476
763.908,0.45159
763.956,0.586709
764.004,0.765646
764.052,1.00014
764.1,1.30393
764.148,1.69258
764.203,2.27618
764.263,3.08848
764.323,4.12914
764.387,5.52742
764.457,7.4316
764.547,10.476
764.662,15.2902
764.906,26.5003
765.024,30.626
765.144,32.666
765.177,32.7709
765.291,31.5719
765.404,28.2425
765.588,20.1254
765.762,12.2695
765.856,8.76476
765.936,6.34582
766.005,4.65932
766.071,3.40935
766.131,2.52545
766.185,1.90566
766.239,1.42522
766.288,1.08582
766.338,0.824846
766.387,0.626676
766.436,0.477902
766.484,0.370199
766.534,0.287187
766.584,0.226511
766.634,0.182292
766.684,0.150038
766.744,0.122464
766.81,0.101581
766.881,0.0859744
766.965,0.0734677
767.085,0.0614569
767.251,0.0504143
767.441,0.0417929
767.662,0.0347475
767.811,0.0314033
767.961,0.0293937
768.036,0.0290887
768.148,0.0299133
768.26,0.0328873
768.353,0.0375679
768.447,0.0446764
768.559,0.0566636
768.719,0.0792734
768.927,0.110749
769.07,0.125124
769.172,0.128433
769.288,0.124006
769.422,0.10941
769.77,0.0536125
769.882,0.0390886
769.974,0.0298929
770.055,0.0237993
770.135,0.0192993
770.216,0.0161031
770.299,0.0138654
770.398,0.0121821
770.517,0.0111382
770.637,0.0108461
770.756,0.0112977
770.856,0.012481
770.928,0.0140173
770.997,0.0162539
771.074,0.0199389
771.152,0.0251963
771.23,0.0323613
771.316,0.0428695
771.42,0.0591534
771.572,0.0890894
771.774,0.130072
771.898,0.147924
772.021,0.154677
772.026,0.154688
772.142,0.149035
772.269,0.131583
772.507,0.0828817
772.643,0.0566105
772.737,0.041638
772.825,0.0308689
772.898,0.0239345
772.972,0.0186061
773.047,0.014745
773.121,0.0120426
773.204,0.0100503
773.287,0.00880295
773.386,0.00793599
773.51,0.00739906
773.717,0.00707695
774.047,0.00697067
774.731,0.00710884
775.415,0.00763492
775.928,0.00841889
776.355,0.0094957
776.697,0.0108371
776.981,0.012524
777.23,0.0147525
777.404,0.0171246
777.529,0.0197273
777.633,0.0231917
777.714,0.0275492
777.781,0.0331833
777.835,0.0397964
777.889,0.0492126
777.937,0.0607045
777.984,0.0763757
778.029,0.0964865
778.074,0.123235
778.119,0.158544
778.164,0.20474
778.214,0.271446
778.263,0.358992
778.314,0.476209
778.367,0.631798
778.419,0.829753
778.479,1.117
778.539,1.47887
778.613,2.03559
778.697,2.83367
778.807,4.11908
779.104,8.11125
779.226,9.2697
779.345,9.7218
779.356,9.72485
779.464,9.4042
779.572,8.50712
779.742,6.35701
779.934,3.75809
780.037,2.60175
780.121,1.85699
780.188,1.37643
780.249,1.0316
780.31,0.76045
780.365,0.568111
780.419,0.424365
780.468,0.323375
780.517,0.245439
780.565,0.186077
780.614,0.141406
780.661,0.109484
780.705,0.0864465
780.75,0.0691341
780.801,0.0546326
780.852,0.04427
780.909,0.0360992
780.973,0.0299519
781.037,0.0258063
781.125,0.0220777
781.241,0.0190105
781.387,0.0166132
781.621,0.0141907
781.913,0.0123016
782.313,0.01077
782.826,0.00980701
783.34,0.00957704
783.885,0.00998551
784.158,0.0105948
784.295,0.011255
784.385,0.0120531
784.476,0.0134351
784.545,0.0151357
784.613,0.0177531
784.67,0.0209625
784.727,0.0254845
784.783,0.0317744
784.84,0.0404249
784.899,0.0524864
784.958,0.0685815
785.017,0.0896224
785.082,0.119935
785.153,0.163074
785.234,0.22506
785.328,0.316642
785.461,0.476595
785.693,0.775857
785.824,0.898005
785.951,0.947973
785.97,0.948977
786.103,0.912144
786.354,0.740782
786.459,0.703483
786.472,0.702618
786.546,0.717859
786.617,0.768852
786.688,0.858137
786.794,1.05759
786.974,1.52124
787.124,1.90175
787.256,2.10921
787.336,2.1474
787.448,2.07456
787.566,1.85711
787.74,1.36943
787.92,0.842259
788.021,0.595711
788.107,0.429353
788.178,0.320516
788.239,0.246866
788.3,0.189267
788.361,0.145408
788.414,0.116729
788.466,0.0950748
788.528,0.076914
788.589,0.0646676
788.642,0.0577331
788.712,0.0522507
788.8,0.0496498
788.817,0.0495525
788.923,0.0512021
789.012,0.05521
789.116,0.0633168
789.191,0.0725095
789.265,0.0864471
789.324,0.103019
789.384,0.127013
789.432,0.1544
789.482,0.193331
789.533,0.246792
789.583,0.319814
789.627,0.406271
789.678,0.534902
789.728,0.705848
789.778,0.930245
789.83,1.23313
789.882,1.62325
789.942,2.19791
790.005,2.98704
790.072,4.05492
790.15,5.63794
790.237,7.86085
790.351,11.3978
790.633,21.2059
790.758,24.2265
790.878,25.3614
790.886,25.3657
790.999,24.4827
791.124,21.6807
791.336,14.5607
791.481,9.77997
791.58,7.14162
791.657,5.53236
791.728,4.37921
791.8,3.53279
791.872,2.94596
791.944,2.56109
792.002,2.36299
792.127,2.13371
792.373,1.83712
792.53,1.51511
792.828,0.755316
792.937,0.526492
793.018,0.389024
793.089,0.292705
793.16,0.217158
793.221,0.166993
793.278,0.130448
793.34,0.100003
793.395,0.0800678
793.449,0.0651178
793.512,0.052808
793.574,0.0443872
793.637,0.0388857
793.699,0.0356019
793.776,0.0339156
793.799,0.0338443
793.868,0.0346904
793.96,0.0381492
794.052,0.0441927
794.167,0.0551669
794.337,0.0771445
794.536,0.103998
794.678,0.116793
794.779,0.119699
794.895,0.115843
795.019,0.103982
795.237,0.0722942
795.399,0.0491396
795.514,0.0359213
795.603,0.0280447
795.682,0.0227164
795.761,0.0187504
795.84,0.0159029
795.919,0.0139246
796.014,0.0123864
796.077,0.0117257
796.222,0.0109539
796.295,0.0108741
796.404,0.0111537
796.513,0.0120974
796.603,0.0136683
796.692,0.0162417
796.761,0.0191945
796.843,0.0240304
796.927,0.0308895
797.02,0.0409954
797.124,0.0552617
797.325,0.0893286
797.498,0.116825
797.631,0.129684
797.716,0.132173
797.834,0.127389
797.97,0.11163
798.318,0.0531232
798.422,0.0389871
798.513,0.0292763
798.593,0.0226936
798.674,0.0178225
798.742,0.014842
798.813,0.0125599
798.885,0.0109876
798.972,0.00978271
799.087,0.00894352
799.233,0.00864173
799.367,0.0089357
799.456,0.00954231
799.544,0.0107145
799.622,0.0124968
799.689,0.0148851
799.744,0.0177274
799.8,0.0215937
799.855,0.0267607
799.913,0.0338293
799.976,0.0440593
800.04,0.0573545
800.109,0.0759022
800.19,0.103455
800.282,0.143006
800.411,0.211304
800.653,0.348684
800.789,0.402555
800.91,0.420569
800.915,0.420596
801.026,0.406686
801.157,0.358294
801.359,0.246276
801.52,0.15695
801.618,0.112504
801.699,0.0830984
801.768,0.0630571
801.837,0.047386
801.901,0.0363738
801.964,0.0280524
802.021,0.0223967
802.079,0.0181925
802.137,0.0151247
802.206,0.0125691
802.275,0.0108932
802.344,0.00981612
802.436,0.00897009
802.528,0.00851862
802.713,0.00814863
803.137,0.00800623
804.091,0.0082746
805.236,0.00915976
805.809,0.00998261
806.283,0.0112185
806.495,0.0123249
806.601,0.0133497
806.707,0.0151751
806.777,0.0172428
806.848,0.0204898
806.91,0.0248271
806.963,0.0301646
807.016,0.0375681
807.069,0.0477313
807.122,0.061513
807.175,0.0797209
807.231,0.105547
807.287,0.13953
807.343,0.183422
807.405,0.246011
807.474,0.334368
807.55,0.458946
807.635,0.635699
807.75,0.92713
808.046,1.78712
808.177,2.05292
808.299,2.14515
808.304,2.14528
808.421,2.06552
808.539,1.84417
808.723,1.32521
808.902,0.808895
809.006,0.562788
809.083,0.416244
809.155,0.307341
809.221,0.228289
809.281,0.171788
809.336,0.131766
809.391,0.100794
809.446,0.0772515
809.501,0.0596595
809.556,0.0467269
809.611,0.0373637
809.666,0.0306794
809.721,0.0259668
809.776,0.0226793
809.842,0.0200424
809.93,0.0179459
810.04,0.0165944
810.205,0.0157405
810.585,0.0153244
811.227,0.0158223
812.083,0.0174711
813.153,0.0208119
814.042,0.0249212
814.909,0.030545
815.652,0.0375339
816.314,0.0464493
816.852,0.0566278
817.379,0.0706396
817.827,0.0875794
818.197,0.107042
818.556,0.133384
818.864,0.165338
819.138,0.205499
819.374,0.254086
819.564,0.309029
819.732,0.377203
819.873,0.459489
819.968,0.539371
820.058,0.645239
820.136,0.777343
820.203,0.935837
820.268,1.14532
820.327,1.40575
820.385,1.75638
820.444,2.22729
820.503,2.85586
820.563,3.7097
820.626,4.8917
820.689,6.43942
820.753,8.42847
820.82,11.1198
820.898,15.1023
820.988,20.8523
821.099,29.7397
821.421,59.8312
821.557,69.0124
821.681,72.3498
821.694,72.3829
821.817,69.6254
821.943,61.8156
822.156,42.1904
822.321,27.0584
822.423,19.3751
822.512,13.9972
822.591,10.3439
822.661,7.83985
822.724,6.12097
822.787,4.83294
822.844,3.97255
822.903,3.34444
822.972,2.8685
823.031,2.62994
823.09,2.50752
823.129,2.47422
823.255,2.52537
823.486,2.72083
823.505,2.72264
823.645,2.62262
823.778,2.34308
823.986,1.67377
824.163,1.09356
824.274,0.79187
824.371,0.585987
824.46,0.443454
824.539,0.347329
824.618,0.276448
824.689,0.230302
824.777,0.189392
824.865,0.161736
824.953,0.142865
825.097,0.123159
825.315,0.105292
825.68,0.086492
826.118,0.0709797
826.548,0.0601737
826.994,0.052685
827.172,0.0516614
827.306,0.0533133
827.396,0.0569392
827.485,0.0642197
827.563,0.0753138
827.633,0.0908128
827.698,0.111542
827.767,0.142038
827.832,0.181089
827.897,0.231985
827.973,0.308623
828.06,0.421233
828.154,0.573687
828.314,0.888831
828.525,1.31533
828.657,1.49498
828.776,1.55231
828.893,1.49734
829.032,1.30623
829.388,0.585913
829.49,0.417781
829.577,0.301856
829.649,0.227233
829.72,0.169208
829.786,0.128964
829.851,0.0986513
829.909,0.0782787
829.971,0.0623902
830.031,0.0513004
830.091,0.0433537
830.163,0.0368221
830.246,0.0320041
830.318,0.0294094
830.461,0.0265204
830.7,0.0243994
831.274,0.0219883
832.346,0.019507
833.668,0.0179354
835.21,0.0173428
836.879,0.017865
838.548,0.0195458
839.921,0.0220115
841.294,0.0258961
842.495,0.0311431
843.496,0.0376545
844.211,0.0446073
844.779,0.0528396
845.062,0.0597252
845.203,0.0662845
845.31,0.0751565
845.398,0.0877612
845.469,0.103609
845.531,0.12381
845.592,0.152297
845.655,0.192373
845.716,0.245883
845.777,0.317549
845.838,0.411696
845.905,0.548164
845.973,0.723919
846.054,0.993555
846.144,1.36982
846.256,1.95637
846.554,3.74245
846.69,4.33633
846.817,4.56551
846.832,4.56834
846.951,4.40468
847.071,3.9434
847.268,2.81381
847.441,1.80123
847.547,1.29482
847.637,0.95093
847.717,0.715035
847.791,0.551401
847.85,0.45206
847.909,0.376418
847.982,0.309077
848.056,0.265256
848.145,0.235127
848.233,0.221762
848.307,0.21914
848.439,0.226591
848.65,0.25719
848.886,0.311882
849.089,0.381537
849.241,0.458238
849.353,0.540195
849.452,0.643399
849.536,0.771278
849.616,0.947135
849.685,1.16284
849.754,1.46598
849.813,1.82266
849.872,2.29969
849.93,2.91632
849.989,3.74531
850.048,4.8238
850.115,6.43333
850.183,8.52887
850.259,11.5729
850.338,15.6007
850.43,21.567
850.552,31.2718
850.875,60.7279
851.006,68.8693
851.132,71.828
851.137,71.8326
851.26,69.1807
851.386,61.6292
851.587,43.7945
851.765,27.5726
851.868,19.8869
851.958,14.4342
852.037,10.6687
852.104,8.12741
852.172,6.14029
852.239,4.62125
852.298,3.60777
852.363,2.76847
852.419,2.22078
852.475,1.8049
852.543,1.43825
852.61,1.1778
852.68,0.987212
852.762,0.833785
852.857,0.715383
852.966,0.628295
853.102,0.560711
853.265,0.513909
853.428,0.490487
853.565,0.484414
853.801,0.499871
854.036,0.551148
854.213,0.622339
854.36,0.717273
854.478,0.834249
854.583,0.991755
854.67,1.18895
854.745,1.43247
854.82,1.77851
854.882,2.17737
854.943,2.69531
855.006,3.40435
855.068,4.34247
855.13,5.56886
855.199,7.32914
855.274,9.84476
855.343,12.7898
855.429,17.4688
855.533,24.5854
855.661,35.5002
855.947,62.1333
856.09,71.332
856.22,74.3245
856.221,74.3246
856.341,71.7867
856.467,64.3042
856.667,46.3384
856.858,28.6566
856.964,20.6281
857.055,15.0518
857.135,11.2139
857.206,8.53833
857.278,6.47835
857.342,5.06685
857.408,3.97334
857.47,3.20385
857.541,2.56631
857.613,2.11984
857.692,1.78122
857.775,1.5388
857.905,1.29193
858.196,0.919234
858.464,0.620092
858.634,0.469019
858.784,0.370362
858.91,0.310231
859.069,0.258167
859.227,0.223236
859.44,0.191411
859.758,0.158903
860.146,0.13101
860.636,0.10626
861.055,0.0911465
861.368,0.0833926
861.541,0.0819326
861.67,0.0840627
861.8,0.091425
861.908,0.103925
862.016,0.124598
862.124,0.155475
862.244,0.202741
862.408,0.286936
862.635,0.410357
862.767,0.459947
862.896,0.477767
863.011,0.463731
863.154,0.411408
863.534,0.203138
863.655,0.150957
863.759,0.117471
863.845,0.0971109
863.938,0.0818634
864.035,0.0715037
864.147,0.064941
864.259,0.0621938
864.333,0.0617974
864.482,0.063419
864.651,0.0688786
864.769,0.0763474
864.863,0.0867445
864.945,0.101898
865.004,0.118465
865.063,0.142338
865.122,0.176732
865.175,0.220288
865.228,0.280116
865.281,0.36156
865.33,0.462693
865.38,0.59615
865.435,0.788616
865.489,1.04037
865.549,1.39808
865.609,1.86014
865.672,2.48464
865.745,3.39288
865.824,4.65712
865.915,6.4434
866.049,9.69346
866.31,16.6111
866.446,19.1872
866.571,20.1477
866.585,20.1578
866.704,19.4391
866.831,17.2537
867.034,12.0363
867.208,7.50162
867.306,5.38899
867.394,3.83984
867.47,2.79269
867.54,2.04234
867.597,1.55982
867.654,1.17883
867.711,0.883418
867.767,0.66138
867.82,0.502302
867.873,0.382129
867.926,0.292436
867.979,0.226196
868.032,0.177707
868.085,0.142442
868.14,0.11633
868.197,0.0967696
868.254,0.0828559
868.33,0.0701396
868.425,0.0599577
868.539,0.0522494
868.691,0.0456289
868.952,0.0383785
869.249,0.0329503
869.62,0.0283213
870.073,0.024488
870.698,0.0209876
871.479,0.018076
872.417,0.0157427
873.757,0.0136073
875.543,0.0117563
877.597,0.0104555
880.276,0.00954151
882.579,0.009246
885.169,0.00940562
886.825,0.00993965
888.012,0.0108071
888.606,0.0115966
889.1,0.0128086
889.376,0.0141899
889.523,0.0157652
889.626,0.0178738
889.7,0.0204002
889.773,0.0243778
889.832,0.0291555
889.891,0.0359956
889.942,0.0442977
889.994,0.055474
890.045,0.0703636
890.097,0.0899717
890.153,0.11792
890.211,0.156414
890.269,0.206514
890.334,0.277763
890.404,0.378216
890.479,0.517695
890.567,0.721972
890.672,1.02863
890.83,1.58707
891.028,2.30725
891.168,2.67184
891.297,2.80478
891.308,2.80567
891.43,2.70404
891.559,2.39723
891.752,1.71879
891.931,1.07148
892.036,0.75738
892.123,0.548696
892.199,0.402508
892.268,0.29811
892.331,0.224642
892.393,0.167763
892.449,0.128861
892.504,0.0989658
892.555,0.0778353
892.604,0.0624991
892.652,0.0507579
892.71,0.040364
892.768,0.0330088
892.827,0.0278617
892.894,0.0238141
892.972,0.0208993
893.049,0.0191211
893.166,0.0176353
893.398,0.0164275
893.888,0.0158123
893.99,0.0157978
894.602,0.0161146
895.622,0.0176588
896.643,0.020284
897.636,0.0241841
898.337,0.0282477
898.571,0.0303978
898.747,0.0332378
898.893,0.0376812
899.008,0.0437904
899.109,0.0520899
899.21,0.0642328
899.311,0.0812059
899.426,0.107353
899.57,0.149836
899.866,0.249951
900.025,0.287131
900.157,0.297492
900.29,0.286648
900.442,0.252533
900.785,0.149619
900.919,0.119375
901.027,0.102335
901.156,0.0899511
901.26,0.0852086
901.364,0.083885
901.519,0.0862667
901.778,0.096978
902.105,0.118008
902.383,0.143269
902.656,0.178211
902.865,0.215761
903.039,0.259025
903.203,0.317573
903.327,0.383586
903.427,0.461588
903.514,0.561707
903.586,0.680695
903.655,0.842389
903.715,1.03312
903.774,1.29008
903.834,1.63545
903.894,2.09694
903.953,2.70814
904.013,3.50851
904.073,4.54274
904.138,6.01472
904.207,7.97794
904.281,10.7071
904.361,14.3725
904.46,20.1053
904.585,29.0037
904.896,53.4455
905.031,60.7648
905.16,63.4203
905.166,63.4248
905.293,61.059
905.42,54.4944
905.627,38.6246
905.812,24.1599
905.921,17.1259
906.008,12.6248
906.089,9.321
906.157,7.13584
906.224,5.4727
906.291,4.22092
906.351,3.39931
906.408,2.82593
906.468,2.41189
906.537,2.12014
906.597,1.99938
906.647,1.97016
906.726,2.02493
906.85,2.26766
907.05,2.75207
907.193,2.95501
907.246,2.97284
907.37,2.87872
907.517,2.53822
907.744,1.73157
907.919,1.11681
908.032,0.798045
908.12,0.599387
908.204,0.453389
908.28,0.353443
908.355,0.279005
908.431,0.225728
908.498,0.192961
908.565,0.171659
908.615,0.162331
908.674,0.15824
908.75,0.164059
908.813,0.179656
908.876,0.20714
908.939,0.249479
909.002,0.310568
909.065,0.394012
909.13,0.511808
909.195,0.667025
909.267,0.886535
909.338,1.16537
909.421,1.57186
909.522,2.18294
909.687,3.39768
909.885,4.8943
910.027,5.67206
910.156,5.95373
910.169,5.95636
910.294,5.73623
910.426,5.07686
910.636,3.50777
910.812,2.19876
910.915,1.56488
911.004,1.12531
911.082,0.82248
911.155,0.603817
911.221,0.448526
911.283,0.339318
911.344,0.256239
911.4,0.199104
911.455,0.155937
911.506,0.126556
911.561,0.102106
911.617,0.0842617
911.684,0.0692268
911.751,0.0590835
911.818,0.0522332
911.907,0.0463435
912.024,0.0417784
912.182,0.0382576
912.561,0.0336259
913.194,0.029186
913.953,0.0260887
914.971,0.0237919
915.989,0.0227282
916.668,0.0225613
918.143,0.0235901
919.372,0.0262269
920.109,0.0290332
920.798,0.0330161
921.388,0.0383405
921.879,0.0451533
922.281,0.0535588
922.601,0.0635323
922.868,0.0758115
923.061,0.0889468
923.197,0.102369
923.316,0.120018
923.401,0.13906
923.486,0.167722
923.553,0.201935
923.614,0.245497
923.669,0.299733
923.723,0.373616
923.778,0.473971
923.832,0.609487
923.887,0.790997
923.936,1.0075
923.987,1.29246
924.047,1.72492
924.106,2.28963
924.165,3.01445
924.235,4.09713
924.307,5.55981
924.387,7.5987
924.482,10.624
924.604,15.4731
924.918,29.6437
925.056,34.0634
925.184,35.7539
925.199,35.772
925.318,34.5977
925.447,30.891
925.648,22.1918
925.833,13.8362
925.942,9.74858
926.035,6.93835
926.114,5.06688
926.186,3.73452
926.254,2.75309
926.313,2.08722
926.372,1.5715
926.423,1.2283
926.477,0.948555
926.531,0.730536
926.586,0.566744
926.64,0.444875
926.695,0.354895
926.755,0.282659
926.816,0.231524
926.879,0.193731
926.952,0.164216
927.034,0.141601
927.137,0.123197
927.281,0.107099
927.487,0.0930866
927.746,0.0822744
928.09,0.0738013
928.521,0.068562
928.993,0.0668859
929.633,0.0689432
930.401,0.0765265
930.784,0.0839032
931.016,0.0923208
931.223,0.105418
931.441,0.12719
931.952,0.191922
932.304,0.218551
932.58,0.240552
933.056,0.292273
933.253,0.298812
933.695,0.288055
933.941,0.298647
934.166,0.329553
934.419,0.388692
934.654,0.469333
934.851,0.562016
935.042,0.686599
935.21,0.844118
935.35,1.03605
935.457,1.24595
935.555,1.51971
935.643,1.86788
935.724,2.31001
935.805,2.92089
935.883,3.73732
935.958,4.78117
936.036,6.24986
936.113,8.15543
936.19,10.6125
936.272,13.8957
936.366,18.6805
936.483,26.0884
936.674,40.949
936.9,58.6269
937.053,66.4447
937.175,68.5182
937.313,65.8231
937.453,58.3692
937.702,38.7861
937.872,25.6759
937.982,18.7314
938.072,14.1434
938.153,10.8325
938.234,8.22632
938.308,6.37328
938.379,5.00404
938.449,3.95272
938.52,3.15405
938.601,2.47843
938.678,2.00729
938.768,1.61428
938.858,1.33475
938.97,1.08909
939.083,0.916221
939.223,0.761781
939.391,0.630321
939.576,0.526743
939.773,0.448658
939.969,0.400614
940.097,0.391077
940.195,0.401262
940.293,0.432839
940.391,0.492694
940.489,0.587945
940.587,0.72434
940.71,0.955645
940.888,1.39067
941.114,1.95879
941.251,2.19181
941.374,2.26466
941.507,2.17806
941.638,1.94456
941.871,1.32715
942.039,0.883174
942.153,0.639819
942.249,0.477778
942.336,0.364593
942.415,0.287466
942.493,0.230039
942.563,0.192401
942.651,0.159011
942.738,0.136712
942.825,0.121985
942.946,0.109389
943.066,0.101849
943.308,0.0931101
943.911,0.0805058
944.755,0.0694285
945.729,0.0621912
946.703,0.0585597
947.352,0.0577791
948.701,0.0600363
949.6,0.0646446
950.724,0.0747075
951.551,0.0869511
951.928,0.0964895
952.154,0.10762
952.301,0.119819
952.472,0.141521
952.661,0.175834
953.006,0.250233
953.202,0.277336
953.325,0.282394
953.49,0.274639
953.921,0.223228
954.144,0.210341
954.219,0.209875
954.442,0.218263
954.74,0.245612
955.096,0.294841
955.457,0.365567
955.753,0.446476
956.011,0.544067
956.232,0.658754
956.444,0.811742
956.61,0.979641
956.767,1.20451
956.896,1.47192
957.013,1.82195
957.1,2.18469
957.193,2.71916
957.283,3.44076
957.363,4.31085
957.443,5.46895
957.516,6.86686
957.605,9.0564
957.693,11.9153
957.794,16.0881
957.912,22.3552
958.057,31.8592
958.372,54.5279
958.528,62.1496
958.668,64.5518
958.797,62.4981
958.951,55.3494
959.208,37.2769
959.388,24.8815
959.509,18.1097
959.611,13.5754
959.703,10.3543
959.796,7.88725
959.887,6.05394
959.975,4.72183
960.062,3.75363
960.153,2.99659
960.252,2.38722
960.353,1.93399
960.454,1.5966
960.569,1.30987
960.708,1.06139
960.858,0.870867
961.031,0.716273
961.238,0.587037
961.462,0.488198
961.761,0.394102
962.114,0.316183
962.495,0.257465
962.713,0.233847
962.931,0.222065
963.071,0.227406
963.175,0.243522
963.279,0.275442
963.367,0.318361
963.453,0.379837
963.552,0.475584
963.664,0.619764
963.816,0.870936
964.103,1.38372
964.245,1.54971
964.364,1.59762
964.493,1.54192
964.62,1.3899
964.834,1.00145
965.023,0.651193
965.136,0.478278
965.229,0.364801
965.321,0.276886
965.403,0.218875
965.484,0.175777
965.565,0.144692
965.646,0.122835
965.739,0.106042
965.855,0.0931625
965.994,0.0845165
966.18,0.0783032
966.618,0.070318
967.494,0.0599806
968.59,0.051348
969.685,0.0456468
971.023,0.0414176
972.36,0.0393594
973.252,0.039016
974.749,0.0405323
975.311,0.0424439
975.591,0.0446239
975.779,0.0484559
975.896,0.053875
975.989,0.0618114
976.071,0.0732456
976.141,0.0881164
976.211,0.109631
976.276,0.137465
976.343,0.176661
976.41,0.229244
976.477,0.298245
976.552,0.397877
976.634,0.539733
976.723,0.737014
976.827,1.02425
976.992,1.58236
977.223,2.39185
977.359,2.73218
977.493,2.87269
977.509,2.87438
977.628,2.78411
977.771,2.46358
977.99,1.71471
978.173,1.08313
978.285,0.766118
978.374,0.566225
978.45,0.429897
978.526,0.323225
978.596,0.248219
978.661,0.194675
978.726,0.154163
978.792,0.124361
978.849,0.105195
978.914,0.0893552
978.996,0.0762246
979.078,0.0681729
979.177,0.0627151
979.299,0.0595392
979.543,0.0581061
980.153,0.0606127
980.763,0.0663577
980.946,0.0706843
981.068,0.0760716
981.193,0.0855379
981.288,0.0970298
981.399,0.117146
981.494,0.141839
981.605,0.181093
981.723,0.236156
981.906,0.34408
982.162,0.499161
982.299,0.554387
982.429,0.572994
982.568,0.552915
982.71,0.496761
982.998,0.346093
983.102,0.306828
983.206,0.287116
983.239,0.285849
983.295,0.289857
983.384,0.313281
983.473,0.358668
983.576,0.438839
983.706,0.576392
984.036,0.986616
984.177,1.10554
984.308,1.14443
984.441,1.10469
984.6,0.968221
