26-Fe-56(n,elastic) ENDF/B-VII.1
210731.0,3.93106
210737.0,3.42989
210740.0,3.2149
210747.0,2.98851
210763.0,2.84176
210820.0,2.7556
214384.0,2.16173
215944.0,1.78498
215974.0,1.86549
215981.0,1.87937
216020.0,1.773
217165.0,1.35703
217863.0,1.01437
218402.0,0.68014
219076.0,0.201243
219201.0,0.123961
219278.0,0.0836847
219331.0,0.0610661
219373.0,0.0471981
219408.0,0.0385732
219431.0,0.0345031
219453.0,0.0320027
219476.0,0.0312814
219501.0,0.0325017
219526.0,0.0357212
219550.0,0.0416707
219575.0,0.0504774
219602.0,0.0634802
219632.0,0.0827587
219664.0,0.110551
219698.0,0.146847
219738.0,0.201264
219777.0,0.270227
219821.0,0.365487
219867.0,0.490361
219920.0,0.675666
219975.0,0.915576
220032.0,1.23139
220095.0,1.67382
220165.0,2.28954
220241.0,3.13466
220336.0,4.45688
220476.0,6.83622
220653.0,9.89531
220755.0,11.1948
220856.0,11.9547
220971.0,12.2076
221161.0,11.6967
221759.0,8.69792
221787.0,8.68616
221800.0,8.95952
221810.0,9.75517
221817.0,10.9739
221832.0,14.5411
221839.0,15.4994
221841.0,15.5332
221846.0,15.1258
221855.0,13.2243
221866.0,10.7065
221873.0,9.66829
221879.0,9.05892
221893.0,8.54945
221934.0,8.16061
222216.0,7.19155
222619.0,6.30024
223233.0,5.41479
223643.0,5.01848
223661.0,5.11574
223688.0,5.7488
223690.0,5.75231
223702.0,5.52618
223719.0,5.07008
223746.0,4.92811
224775.0,4.28561
225540.0,4.01185
225660.0,4.07376
225719.0,4.24356
225752.0,4.50946
225773.0,4.87912
225791.0,5.47513
225801.0,6.08174
225814.0,7.19568
225825.0,8.66695
225848.0,12.5742
225857.0,13.4431
225861.0,13.5854
225870.0,13.2
225882.0,11.5814
225900.0,8.63945
225912.0,7.18624
225925.0,6.2333
225939.0,5.55179
225957.0,5.04238
225986.0,4.60302
226026.0,4.30444
226111.0,4.04388
226374.0,3.81431
227687.0,3.45807
229860.0,3.11396
229892.0,3.1828
229910.0,3.25269
229946.0,3.10851
232139.0,2.8701
232351.0,2.91891
232425.0,3.05766
232450.0,3.19902
232468.0,3.40937
232480.0,3.65866
232490.0,3.98679
232498.0,4.47536
232505.0,5.10153
232511.0,6.05906
232518.0,7.46913
232525.0,9.65335
232540.0,14.5669
232546.0,15.8119
232550.0,16.0297
232556.0,15.4297
232564.0,13.316
232578.0,8.68708
232585.0,6.89517
232591.0,5.67347
232598.0,4.85778
232606.0,4.22238
232615.0,3.83918
232630.0,3.45794
232651.0,3.19882
232672.0,3.06765
232722.0,2.92809
232882.0,2.81569
234305.0,2.66989
234589.0,2.71629
234684.0,2.81824
234736.0,2.98356
234767.0,3.19996
234790.0,3.51154
234805.0,3.86716
234816.0,4.31697
234826.0,4.96397
234834.0,5.78458
234841.0,6.87738
234848.0,8.39578
234855.0,10.4431
234862.0,13.4498
234878.0,22.2013
234886.0,24.6141
234890.0,25.0141
234895.0,24.4089
234902.0,22.158
234920.0,12.6537
234927.0,10.0022
234933.0,7.98548
234939.0,6.68708
234946.0,5.64262
234955.0,4.85703
234965.0,4.23536
234978.0,3.75328
234998.0,3.34153
235018.0,3.10609
235046.0,2.92827
235111.0,2.74155
235288.0,2.60376
236612.0,2.43317
240273.0,2.03366
241394.0,1.86881
241502.0,1.90831
241539.0,2.00509
241552.0,2.09671
241564.0,2.27984
241572.0,2.55982
241577.0,2.90468
241581.0,3.29436
241586.0,3.9239
241590.0,4.8084
241596.0,6.30944
241610.0,11.0493
241616.0,12.2982
241620.0,12.5294
241625.0,12.132
241630.0,10.8797
241645.0,6.13494
241650.0,4.86034
241654.0,3.89452
241659.0,3.31968
241663.0,2.90726
241669.0,2.54187
241676.0,2.28687
241685.0,2.12576
241704.0,1.96671
241743.0,1.85688
241852.0,1.7723
242804.0,1.45884
243334.0,1.19775
243390.0,1.16862
243406.0,1.17165
243801.0,0.847915
244030.0,0.608609
244243.0,0.338916
244379.0,0.161875
244429.0,0.105015
244463.0,0.0736311
244487.0,0.0555527
244505.0,0.0455982
244521.0,0.0401897
244533.0,0.0380388
244539.0,0.0377727
244551.0,0.039031
244563.0,0.0429301
244576.0,0.049805
244588.0,0.0600302
244601.0,0.0760609
244615.0,0.0975316
244630.0,0.12869
244647.0,0.173217
244665.0,0.236109
244684.0,0.316594
244704.0,0.432119
244725.0,0.5791
244748.0,0.788096
244771.0,1.04977
244795.0,1.40409
244822.0,1.89705
244852.0,2.60077
244885.0,3.56613
244930.0,5.22386
245019.0,8.83448
245068.0,10.2591
245114.0,10.9107
245136.0,10.9915
245195.0,10.6945
245423.0,7.80452
245575.0,6.44412
245728.0,5.54941
245941.0,4.74674
246185.0,4.17393
246557.0,3.64617
247091.0,3.21203
247936.0,2.84017
249204.0,2.53536
251628.0,2.21712
252447.0,2.14378
252492.0,2.1804
252546.0,2.14008
252877.0,2.12528
253197.0,2.17444
253304.0,2.27381
253366.0,2.42954
253404.0,2.63751
253432.0,2.92903
253451.0,3.25062
253468.0,3.74922
253481.0,4.39304
253492.0,5.20947
253501.0,6.30884
253509.0,7.65428
253516.0,9.49151
253524.0,12.1992
253535.0,16.9582
253547.0,22.4108
253554.0,24.8593
253560.0,25.4147
253567.0,24.5953
253575.0,21.624
253594.0,13.0801
253602.0,10.1495
253609.0,8.12746
253617.0,6.63696
253625.0,5.56464
253634.0,4.71221
253645.0,4.06323
253658.0,3.53569
253675.0,3.11373
253701.0,2.74267
253729.0,2.52572
253765.0,2.35918
253850.0,2.18115
254030.0,2.06195
254820.0,1.94332
256010.0,1.85087
256097.0,1.8853
256112.0,1.96975
256118.0,2.07674
256125.0,2.28503
256131.0,2.64825
256137.0,3.2459
256151.0,4.96231
256158.0,5.38478
256160.0,5.4232
256165.0,5.27983
256172.0,4.64781
256184.0,3.1373
256189.0,2.65878
256195.0,2.29273
256202.0,2.08154
256211.0,1.94032
256223.0,1.8823
256310.0,1.83027
259731.0,1.54717
259791.0,1.56173
259823.0,1.61748
259837.0,1.69525
259846.0,1.8195
259853.0,2.02105
259859.0,2.33032
259863.0,2.7182
259868.0,3.24392
259873.0,4.06081
259879.0,5.52842
259891.0,8.2683
259897.0,9.13786
259901.0,9.36228
259905.0,9.16991
259911.0,8.28623
259927.0,4.72985
259933.0,3.71538
259938.0,3.04829
259944.0,2.59833
259950.0,2.28252
259959.0,2.04933
259969.0,1.90403
259985.0,1.78529
260015.0,1.69078
260082.0,1.61269
260372.0,1.53756
260723.0,1.49988
260757.0,1.50394
262694.0,1.3455
262788.0,1.34371
263060.0,1.36451
263186.0,1.41114
263299.0,1.52193
263356.0,1.64024
263407.0,1.82825
263446.0,2.08427
263478.0,2.42273
263504.0,2.88086
263526.0,3.45909
263545.0,4.1837
263564.0,5.19417
263584.0,6.73445
263621.0,10.0023
263637.0,10.7789
263643.0,10.8578
263655.0,10.5931
263673.0,9.43416
263709.0,6.33807
263730.0,5.00014
263750.0,4.12457
263770.0,3.468
263794.0,2.94429
263821.0,2.53262
263861.0,2.15949
263908.0,1.89067
263955.0,1.72345
264041.0,1.546
264195.0,1.38722
264299.0,1.31523
264311.0,1.33696
264323.0,1.4251
264340.0,1.58925
264344.0,1.59733
264357.0,1.52038
264372.0,1.38928
264380.0,1.357
264421.0,1.30834
264827.0,1.20553
265874.0,1.08323
266131.0,1.0722
266428.0,1.10008
266550.0,1.15164
266645.0,1.24042
266708.0,1.35292
266763.0,1.52572
266799.0,1.70663
266835.0,1.9907
266862.0,2.32994
266883.0,2.72305
266903.0,3.25583
266920.0,3.91349
266935.0,4.81018
266949.0,5.9448
266961.0,7.31628
266973.0,9.22703
266984.0,11.6835
266997.0,15.5286
267023.0,24.6598
267034.0,27.2233
267040.0,27.5474
267049.0,26.804
267060.0,24.0557
267087.0,14.2601
267100.0,10.9213
267112.0,8.5676
267123.0,6.87147
267137.0,5.5179
267151.0,4.52967
267167.0,3.69377
267187.0,3.0275
267207.0,2.56116
267235.0,2.1399
267263.0,1.84541
267305.0,1.57051
267356.0,1.36309
267404.0,1.24042
267496.0,1.09494
267606.0,1.00591
267616.0,1.00373
267636.0,1.02349
267646.0,1.086
267652.0,1.17765
267658.0,1.34181
267664.0,1.61281
267671.0,2.08139
267680.0,2.683
267686.0,2.94878
267691.0,3.02427
267696.0,2.90949
267704.0,2.51555
267715.0,1.7624
267721.0,1.4502
267726.0,1.27781
267732.0,1.14511
267740.0,1.0531
267751.0,0.995473
267782.0,0.946064
267945.0,0.871267
268421.0,0.767835
268913.0,0.702686
269040.0,0.698086
269167.0,0.708602
269294.0,0.754119
269383.0,0.837223
269433.0,0.923163
269482.0,1.06407
269522.0,1.24632
269557.0,1.49427
269585.0,1.80404
269610.0,2.18343
269632.0,2.67671
269652.0,3.28452
269671.0,4.09319
269692.0,5.23672
269721.0,7.37143
269748.0,9.31562
269767.0,10.0829
269773.0,10.1542
269789.0,9.88135
269811.0,8.69103
269854.0,5.80092
269879.0,4.55046
269903.0,3.67125
269929.0,2.98976
269956.0,2.47137
269989.0,2.0459
270024.0,1.73276
270064.0,1.48241
270113.0,1.26719
270173.0,1.09313
270247.0,0.947879
270334.0,0.835126
270468.0,0.719549
270659.0,0.615937
270960.0,0.509027
271437.0,0.3894
272111.0,0.253951
272667.0,0.158988
273024.0,0.107826
273282.0,0.0778646
273460.0,0.0622078
273619.0,0.0521256
273738.0,0.0478653
273818.0,0.046813
273897.0,0.0473345
273976.0,0.0495966
274076.0,0.0552094
274175.0,0.0642378
274274.0,0.0770251
274393.0,0.0982478
274506.0,0.124968
274645.0,0.164864
274653.0,0.171824
274662.0,0.189441
274670.0,0.219817
274685.0,0.291111
274693.0,0.306524
274694.0,0.306731
274701.0,0.296892
274719.0,0.238377
274727.0,0.224467
274736.0,0.21969
274769.0,0.227895
274880.0,0.283251
275017.0,0.373179
275154.0,0.488927
275292.0,0.637512
275429.0,0.830073
275558.0,1.06708
275673.0,1.34741
275773.0,1.68
275859.0,2.07504
275930.0,2.53947
275986.0,3.0484
276038.0,3.71144
276082.0,4.51271
276122.0,5.56395
276157.0,6.87398
276187.0,8.42899
276217.0,10.5314
276248.0,13.4369
276310.0,20.0618
276330.0,21.3822
276347.0,21.7636
276368.0,21.2347
276399.0,18.8359
276462.0,13.1563
276496.0,10.8955
276530.0,9.29732
276571.0,8.03042
276626.0,6.9971
276681.0,6.43176
276763.0,6.06266
276827.0,5.9981
276954.0,6.17937
277239.0,7.17615
277721.0,9.00497
278086.0,9.771
278305.0,9.89862
278743.0,9.58321
280404.0,6.70662
280898.0,6.08636
280933.0,6.17044
280944.0,6.35976
280953.0,6.72483
280961.0,7.43976
280975.0,9.32364
280984.0,10.4359
280990.0,10.708
280996.0,10.4543
281006.0,9.21093
281017.0,7.62584
281026.0,6.69427
281034.0,6.28486
281049.0,6.0053
281133.0,5.7759
282034.0,4.89996
282994.0,4.23274
283012.0,4.32087
283026.0,4.65295
283046.0,5.49616
283051.0,5.55859
283061.0,5.37616
283080.0,4.60192
283091.0,4.36157
283122.0,4.21815
283833.0,3.84503
283848.0,3.84431
283910.0,3.89884
283934.0,4.07836
283944.0,4.36894
283950.0,4.79234
283957.0,5.56842
283964.0,6.75762
283981.0,10.6253
283988.0,11.451
283990.0,11.5135
283996.0,11.0534
284004.0,9.56104
284016.0,6.80515
284021.0,5.71687
284027.0,4.95797
284035.0,4.3957
284042.0,4.11067
284055.0,3.90989
284103.0,3.74978
284773.0,3.44028
285328.0,3.28391
285407.0,3.31645
285458.0,3.45939
285476.0,3.63443
285488.0,3.88934
285497.0,4.2782
285504.0,4.84393
285510.0,5.54244
285516.0,6.65626
285523.0,8.47561
285540.0,14.0576
285546.0,15.4114
285550.0,15.6168
285556.0,15.0709
285563.0,13.4957
285578.0,8.4519
285585.0,6.6798
285591.0,5.63098
285598.0,4.81313
285604.0,4.32698
285613.0,3.95125
285627.0,3.65476
285650.0,3.43955
285698.0,3.27593
285855.0,3.13586
287354.0,2.73427
288400.0,2.55264
288566.0,2.59961
288633.0,2.72976
288664.0,2.90093
288686.0,3.16964
288701.0,3.55927
288711.0,4.02834
288719.0,4.63799
288727.0,5.58166
288735.0,6.97832
288745.0,9.43019
288758.0,12.6493
288766.0,13.856
288770.0,14.0661
288776.0,13.7267
288783.0,12.4995
288803.0,7.40599
288810.0,6.0094
288817.0,5.02593
288824.0,4.34597
288834.0,3.73282
288842.0,3.42825
288854.0,3.13938
288867.0,2.96064
288892.0,2.74851
288949.0,2.56387
289108.0,2.42763
290163.0,2.20055
290258.0,2.24045
290291.0,2.30828
290322.0,2.48791
290338.0,2.68988
290351.0,3.00771
290359.0,3.37393
290368.0,3.96761
290375.0,4.78421
290382.0,5.7909
290389.0,7.38418
290408.0,12.4073
290414.0,13.7738
290422.0,14.3232
290428.0,14.0001
290436.0,12.5578
290454.0,7.95079
290463.0,6.27671
290471.0,5.2622
290479.0,4.47289
290490.0,3.85129
290502.0,3.41659
290518.0,3.08648
290546.0,2.77532
290591.0,2.54133
290674.0,2.37966
290678.0,2.37835
290694.0,2.42536
290704.0,2.58744
290712.0,2.86075
290720.0,3.37039
290732.0,4.15412
290740.0,4.36401
290740.0,4.36515
290747.0,4.21344
290756.0,3.67256
290767.0,2.92438
290775.0,2.58948
290783.0,2.41427
290794.0,2.32309
290887.0,2.23158
291643.0,2.0617
292338.0,1.9915
292655.0,2.04567
292769.0,2.13396
292873.0,2.32121
292947.0,2.60849
292997.0,2.95986
293033.0,3.36744
293066.0,3.9428
293094.0,4.64554
293124.0,5.71045
293156.0,7.3177
293205.0,10.0559
293229.0,10.7218
293236.0,10.7536
293256.0,10.4434
293284.0,9.24261
293335.0,6.67195
293370.0,5.39903
293404.0,4.54404
293441.0,3.89432
293490.0,3.33227
293552.0,2.90345
293627.0,2.59577
293741.0,2.3295
293944.0,2.09738
294301.0,1.91807
295114.0,1.73755
295831.0,1.62967
295856.0,1.65278
295883.0,1.72359
295926.0,1.63354
298946.0,1.28935
299566.0,1.24145
299713.0,1.25687
299803.0,1.32007
299844.0,1.41569
299868.0,1.54471
299886.0,1.73405
299898.0,1.95435
299907.0,2.25417
299914.0,2.61899
299921.0,3.09233
299927.0,3.77174
299934.0,4.80959
299942.0,6.4325
299958.0,10.2313
299965.0,11.3477
299970.0,11.5591
299976.0,11.1878
299983.0,10.1069
300002.0,5.69675
300009.0,4.3823
300015.0,3.53732
300022.0,2.93596
300029.0,2.46948
300038.0,2.10051
300047.0,1.86666
300062.0,1.63806
300082.0,1.48167
300114.0,1.35195
300172.0,1.25574
300302.0,1.18371
300864.0,1.0951
302955.0,0.868317
302993.0,0.890325
303032.0,0.865522
304224.0,0.708228
304331.0,0.696316
304384.0,0.720686
304402.0,0.759995
304415.0,0.81973
304425.0,0.913668
304431.0,1.0268
304436.0,1.1601
304442.0,1.3852
304446.0,1.66528
304450.0,2.04094
304455.0,2.58415
304460.0,3.37359
304467.0,4.71682
304480.0,7.47283
304486.0,8.39611
304491.0,8.65603
304497.0,8.39224
304504.0,7.49729
304520.0,4.15448
304527.0,3.16805
304533.0,2.51137
304538.0,2.0981
304544.0,1.7655
304550.0,1.54205
304558.0,1.33983
304567.0,1.21233
304579.0,1.09164
304602.0,0.96992
304621.0,0.91249
304667.0,0.833187
304714.0,0.791557
304826.0,0.739757
305162.0,0.670611
306281.0,0.529697
306306.0,0.554122
306322.0,0.571225
306361.0,0.528557
306923.0,0.446039
306936.0,0.443481
306946.0,0.450175
306954.0,0.474673
306961.0,0.521585
306969.0,0.621585
306983.0,0.82953
306991.0,0.878978
306992.0,0.880426
306999.0,0.845269
307010.0,0.702957
307020.0,0.578691
307028.0,0.519334
307036.0,0.485242
307047.0,0.467308
307102.0,0.448277
307921.0,0.348607
309524.0,0.176
309960.0,0.136603
310172.0,0.124792
310237.0,0.123725
310336.0,0.126792
310401.0,0.133908
310467.0,0.147994
310514.0,0.164945
310565.0,0.193726
310609.0,0.231862
310648.0,0.28278
310680.0,0.342418
310711.0,0.424144
310736.0,0.517642
310761.0,0.641004
310782.0,0.790529
310804.0,0.994979
310823.0,1.23916
310841.0,1.54406
310859.0,1.96716
310876.0,2.49551
310893.0,3.1757
310912.0,4.23511
310957.0,7.29756
310971.0,7.97769
310984.0,8.19955
310999.0,7.96642
311020.0,6.97096
311059.0,4.61342
311080.0,3.61059
311102.0,2.84958
311125.0,2.27603
311150.0,1.8185
311178.0,1.47189
311206.0,1.21173
311239.0,0.995865
311280.0,0.80943
311328.0,0.659977
311376.0,0.555302
311435.0,0.463324
311508.0,0.385316
311599.0,0.319265
311708.0,0.266772
311818.0,0.231312
311963.0,0.199806
312145.0,0.175866
312364.0,0.161119
312732.0,0.151917
312789.0,0.142166
312795.0,0.145141
312801.0,0.154982
312806.0,0.174844
312810.0,0.201279
312815.0,0.250079
312822.0,0.331021
312833.0,0.485004
312839.0,0.544153
312844.0,0.55795
312849.0,0.544268
312855.0,0.491579
312869.0,0.334435
312875.0,0.281735
312880.0,0.249055
312887.0,0.225297
312895.0,0.211018
312912.0,0.199704
312965.0,0.192747
312983.0,0.192581
313118.0,0.200613
313361.0,0.231679
313604.0,0.278041
313868.0,0.348252
314071.0,0.422728
314240.0,0.510748
314356.0,0.603546
314421.0,0.682958
314478.0,0.789919
314518.0,0.910284
314553.0,1.07082
314579.0,1.25993
314601.0,1.5093
314618.0,1.80027
314634.0,2.18104
314645.0,2.61083
314656.0,3.12842
314666.0,3.86029
314675.0,4.838
314684.0,6.06091
314692.0,7.6489
314701.0,10.0521
314726.0,18.1278
314735.0,19.8108
314740.0,20.0825
314747.0,19.5885
314756.0,17.5788
314781.0,9.82962
314790.0,7.54902
314799.0,5.91718
314808.0,4.74243
314816.0,3.9468
314826.0,3.26119
314836.0,2.74983
314850.0,2.28671
314867.0,1.92194
314886.0,1.65189
314912.0,1.43001
314933.0,1.30871
314977.0,1.1691
315022.0,1.09991
315116.0,1.06133
315240.0,1.096
315489.0,1.26534
315845.0,1.61451
316273.0,2.15604
316771.0,2.96133
317412.0,4.24656
318693.0,7.04459
319334.0,8.01939
320046.0,8.48286
320224.0,8.5016
321185.0,8.12023
321679.0,7.77687
321722.0,7.89
321739.0,8.31038
321751.0,9.26131
321771.0,11.6736
321780.0,12.1458
321790.0,11.6331
321810.0,9.13171
321821.0,8.26783
321835.0,7.82666
321886.0,7.59013
323934.0,5.73885
323961.0,5.80433
323975.0,6.12724
323990.0,6.98227
324005.0,7.9935
324012.0,8.13646
324020.0,7.93425
324046.0,6.4104
324058.0,6.03527
324080.0,5.81787
324262.0,5.55474
325946.0,4.44037
329515.0,2.63075
330116.0,2.19788
330449.0,1.84531
330683.0,1.4919
330850.0,1.1427
330975.0,0.802851
331140.0,0.271193
331171.0,0.189381
331191.0,0.146711
331204.0,0.127167
331214.0,0.117339
331225.0,0.113861
331232.0,0.115722
331242.0,0.125005
331252.0,0.143273
331262.0,0.172014
331271.0,0.210205
331281.0,0.266323
331292.0,0.348243
331304.0,0.454639
331316.0,0.606157
331330.0,0.819684
331345.0,1.11718
331362.0,1.53775
331380.0,2.12265
331400.0,2.91887
331422.0,4.03045
331441.0,5.21953
331454.0,6.27992
331465.0,7.68647
331475.0,9.38397
331497.0,14.5028
331506.0,15.9276
331512.0,16.225
331520.0,15.6887
331535.0,13.0622
331548.0,10.7281
331559.0,9.65091
331569.0,9.04319
331588.0,8.51169
331750.0,6.6608
331852.0,5.81707
332003.0,4.996
332208.0,4.32416
332482.0,3.80134
332879.0,3.35771
333537.0,2.93254
334329.0,2.61882
334366.0,2.67303
334377.0,2.82646
334385.0,3.11347
334394.0,3.64694
334411.0,5.08475
334419.0,5.36735
334420.0,5.37129
334427.0,5.19475
334436.0,4.51235
334448.0,3.49766
334457.0,3.02545
334466.0,2.75834
334481.0,2.61597
334599.0,2.52759
336307.0,2.08555
339038.0,1.57371
339944.0,1.46435
340210.0,1.50368
340344.0,1.60261
340429.0,1.75572
340490.0,1.97548
340532.0,2.23306
340565.0,2.55809
340590.0,2.91914
340616.0,3.47561
340639.0,4.18275
340660.0,5.15838
340678.0,6.29195
340696.0,7.92797
340718.0,10.5304
340749.0,14.5657
340762.0,15.7464
340774.0,16.1458
340787.0,15.7574
340806.0,13.9937
340846.0,9.21562
340866.0,7.35403
340887.0,6.01172
340910.0,4.96141
340935.0,4.23973
340960.0,3.83738
340976.0,3.75859
340992.0,3.91011
341000.0,4.14799
341008.0,4.57475
341016.0,5.26182
341025.0,6.41684
341037.0,8.67309
341049.0,10.8757
341057.0,11.6163
341060.0,11.6781
341066.0,11.3065
341076.0,9.89119
341094.0,6.1298
341102.0,4.90058
341108.0,4.10834
341116.0,3.47507
341126.0,2.96955
341137.0,2.60762
341154.0,2.30703
341179.0,2.06883
341218.0,1.8673
341278.0,1.69591
341393.0,1.52255
341714.0,1.25096
341725.0,1.28288
341733.0,1.37442
341739.0,1.5298
341747.0,1.83821
341763.0,2.68552
341771.0,2.88681
341773.0,2.90169
341780.0,2.80762
341790.0,2.41222
341801.0,1.9136
341808.0,1.6978
341818.0,1.52767
341829.0,1.4341
341862.0,1.35416
341986.0,1.27189
342540.0,1.1275
343806.0,0.920646
344267.0,0.878057
344431.0,0.900029
344511.0,0.951353
344565.0,1.04185
344598.0,1.15414
344624.0,1.31614
344642.0,1.51399
344657.0,1.76239
344668.0,2.06866
344678.0,2.47095
344687.0,2.95522
344695.0,3.61453
344703.0,4.52733
344712.0,5.8894
344727.0,8.98454
344738.0,10.8918
344745.0,11.6332
344750.0,11.8051
344756.0,11.5311
344765.0,10.4643
344789.0,5.7698
344798.0,4.40363
344806.0,3.55012
344813.0,2.91352
344822.0,2.39106
344832.0,2.00204
344844.0,1.69983
344857.0,1.4695
344874.0,1.27557
344897.0,1.12014
344927.0,0.997975
344969.0,0.902026
345026.0,0.831547
345130.0,0.768332
345368.0,0.701383
346268.0,0.562106
347231.0,0.445537
347590.0,0.421913
347668.0,0.420981
347899.0,0.436836
348040.0,0.471609
348136.0,0.516891
348232.0,0.592789
348313.0,0.694917
348377.0,0.819093
348433.0,0.976723
348481.0,1.16753
348528.0,1.43131
348573.0,1.78795
348613.0,2.22926
348646.0,2.75044
348680.0,3.4637
348712.0,4.39735
348743.0,5.60161
348775.0,7.29893
348813.0,9.97314
348867.0,13.9738
348889.0,15.0424
348908.0,15.3731
348931.0,14.989
348967.0,13.0884
349032.0,8.74409
349072.0,6.74588
349110.0,5.32225
349150.0,4.27473
349194.0,3.42338
349242.0,2.79039
349298.0,2.26376
349362.0,1.84856
349426.0,1.55766
349507.0,1.30306
349603.0,1.09803
349715.0,0.946397
349812.0,0.873454
349889.0,0.851302
349954.0,0.867549
350019.0,0.938083
350059.0,1.02952
350089.0,1.14023
350122.0,1.33668
350146.0,1.55071
350169.0,1.8711
350187.0,2.22353
350203.0,2.68
350218.0,3.24899
350231.0,3.98809
350245.0,5.06027
350258.0,6.41251
350274.0,8.52271
350300.0,12.5383
350310.0,13.5084
350320.0,13.9153
350328.0,13.6586
350341.0,12.4301
350376.0,7.1548
350391.0,5.46426
350404.0,4.33934
350418.0,3.46558
350433.0,2.81167
350449.0,2.28904
350467.0,1.89087
350488.0,1.56204
350508.0,1.32716
350538.0,1.09269
350568.0,0.926343
350607.0,0.781677
350659.0,0.655016
350725.0,0.551853
350807.0,0.469801
350922.0,0.397304
351073.0,0.337345
351285.0,0.282615
351567.0,0.234749
351849.0,0.202256
352202.0,0.175532
352485.0,0.163294
352798.0,0.158718
353098.0,0.164551
353310.0,0.178556
353417.0,0.193658
353487.0,0.212589
353540.0,0.238667
353576.0,0.269212
353600.0,0.30348
353622.0,0.348573
353639.0,0.40575
353654.0,0.476237
353666.0,0.560454
353676.0,0.660597
353684.0,0.775279
353693.0,0.951503
353700.0,1.17241
353707.0,1.4611
353713.0,1.80509
353719.0,2.26123
353725.0,2.90569
353732.0,3.86502
353740.0,5.30259
353756.0,8.35835
353763.0,9.28661
353770.0,9.67617
353777.0,9.38516
353784.0,8.47273
353806.0,4.48062
353813.0,3.41908
353820.0,2.64019
353827.0,2.10544
353834.0,1.71706
353841.0,1.3959
353850.0,1.15455
353859.0,0.962463
353870.0,0.820705
353883.0,0.696653
353899.0,0.59737
353918.0,0.520834
353940.0,0.461249
353975.0,0.40423
354017.0,0.367358
354088.0,0.339677
354194.0,0.330394
354318.0,0.339155
354548.0,0.379679
354866.0,0.467591
355184.0,0.59042
355511.0,0.76104
355802.0,0.964832
356072.0,1.21357
356325.0,1.52143
356531.0,1.8564
356636.0,2.09899
356653.0,2.21522
356662.0,2.37296
356669.0,2.59747
356676.0,2.97752
356684.0,3.61593
356699.0,5.06916
356707.0,5.5067
356711.0,5.56936
356718.0,5.37188
356728.0,4.59768
356741.0,3.47681
356750.0,2.98079
356758.0,2.70984
356771.0,2.56107
356787.0,2.53016
356874.0,2.72225
357039.0,3.32089
357192.0,4.08833
357345.0,5.13143
357613.0,7.36518
357685.0,7.60514
357723.0,7.52998
357789.0,6.98342
357858.0,5.87975
357999.0,3.10753
358054.0,2.21366
358103.0,1.58212
358143.0,1.17464
358183.0,0.853843
358220.0,0.629528
358253.0,0.472547
358285.0,0.35084
358315.0,0.267612
358344.0,0.204217
358369.0,0.162628
358395.0,0.132159
358417.0,0.113739
358440.0,0.100772
358464.0,0.0941489
358480.0,0.0928668
358508.0,0.0960873
358536.0,0.105402
358571.0,0.124441
358616.0,0.158301
358679.0,0.219593
358767.0,0.324344
358922.0,0.542492
359272.0,1.10188
360108.0,2.57227
361702.0,5.49567
362436.0,6.7227
362538.0,7.23531
362581.0,7.78301
362609.0,8.50305
362630.0,9.45722
362648.0,10.7459
362667.0,12.857
362705.0,18.7266
362720.0,19.9544
362724.0,20.0078
362737.0,19.4694
362758.0,16.9515
362782.0,13.6374
362802.0,11.7308
362826.0,10.319
362861.0,9.16885
362908.0,8.44014
363002.0,7.89074
363199.0,7.63668
363378.0,7.61015
363660.0,7.61595
364694.0,7.34412
366104.0,6.26921
366671.0,5.79772
366725.0,5.90939
366745.0,6.2369
366755.0,6.74481
366765.0,7.70907
366775.0,9.31757
366789.0,11.9605
366798.0,12.8222
366800.0,12.8647
366808.0,12.358
366820.0,10.4301
366832.0,8.14924
366840.0,7.12359
366849.0,6.46253
366860.0,6.01469
366880.0,5.74829
366958.0,5.5141
368738.0,3.83562
370261.0,2.62395
371549.0,1.73162
372669.0,1.08022
373406.0,0.716891
373630.0,0.625208
373658.0,0.619481
373679.0,0.625463
373692.0,0.653559
373700.0,0.712889
373707.0,0.81204
373712.0,0.950053
373718.0,1.15513
373725.0,1.49728
373739.0,2.31725
373746.0,2.5526
373750.0,2.58994
373756.0,2.50128
373763.0,2.19394
373779.0,1.29419
373785.0,1.02527
373790.0,0.878859
373795.0,0.748426
373800.0,0.684597
373806.0,0.630862
373811.0,0.599874
373827.0,0.564617
373897.0,0.517536
374229.0,0.391783
374611.0,0.273584
374909.0,0.198498
375143.0,0.15166
375313.0,0.124119
375462.0,0.104834
375628.0,0.0890725
375743.0,0.081622
375935.0,0.0764449
376069.0,0.0785006
376203.0,0.0848016
376357.0,0.0978315
376549.0,0.123164
376722.0,0.154116
376956.0,0.206612
377146.0,0.249215
377177.0,0.255286
377187.0,0.265338
377194.0,0.285416
377199.0,0.312813
377203.0,0.361471
377208.0,0.428798
377212.0,0.526982
377216.0,0.662678
377221.0,0.864282
377227.0,1.20132
377240.0,1.95979
377246.0,2.22295
377252.0,2.30731
377258.0,2.22505
377265.0,1.95453
377280.0,1.13926
377285.0,0.899542
377291.0,0.722105
377296.0,0.609369
377302.0,0.524375
377309.0,0.469848
377319.0,0.432273
377337.0,0.410576
377366.0,0.402901
377458.0,0.42168
377693.0,0.522945
378056.0,0.728973
