26-Fe-56(n,elastic) ENDF/B-VII.1
378455.0,1.01195
378779.0,1.30304
378929.0,1.50639
378994.0,1.66753
379036.0,1.86325
379064.0,2.10804
379082.0,2.37881
379097.0,2.75883
379109.0,3.25283
379120.0,3.92534
379129.0,4.80252
379139.0,6.05971
379154.0,8.55645
379166.0,10.709
379174.0,11.5065
379180.0,11.7125
379189.0,11.2739
379200.0,9.74972
379221.0,6.34191
379231.0,4.96971
379241.0,4.05352
379252.0,3.40659
379263.0,2.98918
379280.0,2.61001
379303.0,2.32827
379326.0,2.18256
379372.0,2.05614
379434.0,2.01821
379573.0,2.08217
380127.0,2.63622
382100.0,4.82341
383332.0,5.88645
384627.0,6.59249
385884.0,6.98549
385905.0,7.35477
385928.0,7.87532
385930.0,7.88054
385948.0,7.56835
385969.0,7.07652
385997.0,6.94698
386543.0,7.12463
386651.0,7.42776
386696.0,7.79492
386730.0,8.37856
386758.0,9.36583
386780.0,10.774
386799.0,12.7381
386835.0,17.8788
386850.0,19.0693
386854.0,19.1189
386866.0,18.6394
386886.0,16.3443
386914.0,12.7811
386935.0,10.9679
386957.0,9.76339
386986.0,8.89463
387031.0,8.18451
387121.0,7.623
387338.0,7.26383
389200.0,6.86676
393278.0,5.99209
393404.0,6.1448
393432.0,6.36243
393453.0,6.76367
393466.0,7.29022
393484.0,8.49584
393509.0,10.5683
393522.0,11.0732
393523.0,11.0783
393537.0,10.6522
393572.0,8.19177
393589.0,7.40508
393616.0,6.77524
393664.0,6.36214
393773.0,6.09047
394456.0,5.77465
399333.0,4.39448
401045.0,3.84247
401075.0,3.84136
401299.0,3.90805
401421.0,4.08584
401507.0,4.39924
401563.0,4.81934
401609.0,5.46806
401637.0,6.11035
401665.0,7.087
401689.0,8.29428
401715.0,10.246
401766.0,15.1097
401781.0,15.9151
401790.0,16.0651
401808.0,15.5552
401835.0,13.3284
401870.0,9.94763
401894.0,8.27231
401922.0,6.92506
401950.0,6.04536
401987.0,5.3111
402043.0,4.70957
402120.0,4.33008
402244.0,4.16696
402384.0,4.32514
402501.0,4.71032
402598.0,5.2753
402695.0,6.17428
402788.0,7.49968
402875.0,9.27473
403062.0,14.1428
403133.0,15.0877
403149.0,15.1242
403205.0,14.7293
403292.0,12.8797
403450.0,8.74276
403546.0,6.82902
403639.0,5.43301
403743.0,4.28146
403863.0,3.319
403969.0,2.66567
404071.0,2.16659
404170.0,1.76895
404292.0,1.4037
404397.0,1.18643
404502.0,1.06102
404571.0,1.03241
404641.0,1.05132
404729.0,1.14529
404816.0,1.3191
404921.0,1.63452
405043.0,2.13482
405253.0,3.21749
405550.0,4.7961
405759.0,5.66755
406039.0,6.41167
406388.0,6.82354
406691.0,6.90644
407972.0,6.46915
410535.0,5.55327
414029.0,4.81685
415935.0,4.59943
416684.0,4.72493
417058.0,5.04356
417282.0,5.49434
417469.0,6.21863
417581.0,6.93925
417712.0,8.24371
417825.0,9.94731
417960.0,12.876
418083.0,15.7513
418178.0,17.0538
418210.0,17.1496
418277.0,16.7854
418416.0,14.4823
418592.0,11.3085
418741.0,9.44159
418853.0,8.54202
418956.0,8.18995
419002.0,8.44901
419031.0,9.11643
419048.0,10.0412
419060.0,11.1069
419073.0,13.0379
419093.0,17.2548
419107.0,20.0163
419119.0,20.9755
419120.0,20.9785
419131.0,20.1082
419148.0,16.8592
419166.0,12.8707
419179.0,10.7324
419193.0,9.3596
419210.0,8.34284
419237.0,7.49888
419273.0,6.95982
419349.0,6.4212
419535.0,5.8566
419938.0,5.27532
420674.0,4.77284
422174.0,4.31303
426402.0,3.67755
428461.0,3.38531
428527.0,3.47144
428545.0,3.67669
428558.0,4.0435
428570.0,4.70869
428591.0,6.09508
428601.0,6.44258
428603.0,6.45339
428614.0,6.17939
428644.0,4.50132
428656.0,4.07298
428675.0,3.76772
428714.0,3.56626
428874.0,3.41863
430882.0,3.08201
430941.0,3.14418
430957.0,3.33468
430968.0,3.69414
430991.0,4.70245
431000.0,4.82619
431010.0,4.64418
431035.0,3.49191
431048.0,3.19423
431069.0,3.05981
434045.0,2.40307
434102.0,2.40082
434310.0,2.4555
434427.0,2.60467
434497.0,2.82365
434550.0,3.14413
434586.0,3.5102
434612.0,3.92922
434642.0,4.6587
434667.0,5.58951
434688.0,6.74658
434709.0,8.29613
434752.0,12.214
434772.0,13.3628
434780.0,13.4712
434798.0,12.9428
434822.0,11.1149
434858.0,7.82776
434879.0,6.37524
434900.0,5.31603
434921.0,4.55694
434949.0,3.87734
434980.0,3.36652
435017.0,2.96123
435072.0,2.59485
435137.0,2.33036
435253.0,2.06039
435469.0,1.782
436477.0,0.871358
436956.0,0.407972
437088.0,0.300034
437178.0,0.23871
437250.0,0.202399
437304.0,0.184221
437360.0,0.175212
437379.0,0.17478
437436.0,0.182991
437475.0,0.197244
437523.0,0.226311
437575.0,0.274526
437633.0,0.349049
437691.0,0.449204
437755.0,0.595843
437827.0,0.803848
437914.0,1.12181
438012.0,1.5733
438146.0,2.32233
438511.0,4.55518
438618.0,5.18852
438635.0,5.47232
438648.0,5.97622
438660.0,6.91434
438680.0,8.77251
438691.0,9.1864
438691.0,9.18865
438702.0,8.85096
438729.0,6.6764
438741.0,6.15678
438759.0,5.87291
438783.0,5.82535
439108.0,6.2536
439251.0,6.29469
439450.0,6.24982
439472.0,6.34872
439492.0,6.83173
439517.0,7.71193
439523.0,7.76489
439537.0,7.47742
439564.0,6.59064
439595.0,6.29625
440667.0,5.42583
442052.0,4.72767
444066.0,4.1599
446684.0,3.75685
447062.0,3.7383
447591.0,3.83379
447792.0,4.04894
447886.0,4.29811
447949.0,4.60067
448012.0,5.13085
448064.0,5.8843
448114.0,7.0693
448190.0,9.44449
448222.0,10.0376
448235.0,10.0971
448268.0,9.81276
448362.0,7.87432
448398.0,7.40201
448459.0,7.09427
448504.0,7.23672
448549.0,7.7123
448594.0,8.60894
448631.0,9.82011
448668.0,11.6337
448706.0,14.3296
448774.0,20.0972
448797.0,21.1931
448810.0,21.3738
448838.0,20.5345
448881.0,17.0983
448933.0,12.5979
448971.0,10.2099
449009.0,8.5314
449056.0,7.15749
449112.0,6.11118
449186.0,5.28826
449260.0,4.79381
449397.0,4.28347
449569.0,3.95698
449927.0,3.64696
450745.0,3.36155
450877.0,3.34454
451027.0,3.40677
451088.0,3.54375
451135.0,3.82372
451164.0,4.20593
451188.0,4.77766
451205.0,5.50244
451222.0,6.55427
451238.0,8.09171
451273.0,12.305
451286.0,13.3338
451295.0,13.5934
451309.0,13.19
451327.0,11.6044
451355.0,8.69555
451376.0,7.20175
451393.0,6.31783
451417.0,5.53987
451452.0,4.8551
451487.0,4.46114
451551.0,4.07226
451666.0,3.75549
451891.0,3.52114
452605.0,3.29507
455035.0,2.97924
455102.0,3.01887
455118.0,3.13948
455130.0,3.42903
455143.0,4.01963
455160.0,4.91726
455170.0,5.12339
455178.0,4.98349
455192.0,4.30816
455206.0,3.62174
455217.0,3.25995
455225.0,3.12544
455244.0,3.00819
455457.0,2.92608
456680.0,2.74625
456821.0,2.80347
456870.0,2.90635
456906.0,3.0919
456936.0,3.43034
456955.0,3.80365
456973.0,4.39888
456994.0,5.42592
457022.0,7.15244
457039.0,7.75931
457045.0,7.81858
457059.0,7.62256
457083.0,6.60041
457113.0,5.20406
457135.0,4.50814
457165.0,3.93098
457208.0,3.50638
457269.0,3.21423
457352.0,3.02849
457526.0,2.88154
457599.0,2.86935
457737.0,2.97053
457810.0,3.20182
457855.0,3.53184
457892.0,4.03207
457919.0,4.67485
457941.0,5.49107
457964.0,6.70105
457987.0,8.48035
458030.0,12.4759
458050.0,13.5619
458057.0,13.6572
458072.0,13.3967
458093.0,12.1451
458140.0,8.64995
458166.0,7.23212
458192.0,6.24765
458228.0,5.3233
458274.0,4.62077
458337.0,4.05869
458423.0,3.65136
458515.0,3.40429
458690.0,3.15621
459039.0,2.9334
460055.0,2.67551
460147.0,2.66389
460201.0,2.69043
460215.0,2.7712
460226.0,2.94944
460238.0,3.32429
460261.0,4.40383
460270.0,4.55507
460280.0,4.39467
460305.0,3.22681
460316.0,2.91054
460328.0,2.74374
460354.0,2.65656
461604.0,2.42532
463796.0,2.08243
464029.0,2.1417
464124.0,2.2762
464168.0,2.41943
464210.0,2.68286
464239.0,3.02703
464262.0,3.49297
464280.0,4.10865
464294.0,4.82032
464306.0,5.75056
464319.0,7.12421
464334.0,9.2599
464362.0,14.2879
464373.0,15.5145
464380.0,15.7829
464392.0,15.1949
464406.0,13.0753
464431.0,8.69983
464443.0,6.92013
464455.0,5.70378
464469.0,4.71947
464485.0,3.95885
464503.0,3.40044
464526.0,2.96326
464554.0,2.64217
464593.0,2.37308
464643.0,2.18089
464753.0,1.97915
464964.0,1.81677
466499.0,1.20081
467266.0,0.816825
468146.0,0.319309
468363.0,0.216313
468575.0,0.131242
468578.0,0.130874
468587.0,0.13285
468592.0,0.138294
468597.0,0.149909
468603.0,0.171659
468606.0,0.196723
468611.0,0.235739
468615.0,0.290567
468619.0,0.364611
468624.0,0.476035
468629.0,0.646014
468638.0,0.963653
468649.0,1.41437
468656.0,1.6169
468663.0,1.69744
468664.0,1.69898
468671.0,1.63223
468678.0,1.44926
468696.0,0.835991
468703.0,0.664242
468709.0,0.535906
468716.0,0.44162
468723.0,0.3793
468730.0,0.339395
468742.0,0.302028
468756.0,0.277233
468778.0,0.257682
468813.0,0.246952
468826.0,0.246311
468871.0,0.253048
468938.0,0.28029
469016.0,0.333125
469102.0,0.419867
469189.0,0.537461
469285.0,0.706659
469391.0,0.944888
469506.0,1.26885
469660.0,1.80099
469917.0,2.87621
470277.0,4.39478
470546.0,5.22237
470854.0,5.73271
471188.0,5.88826
471855.0,5.63912
473524.0,4.7034
475321.0,4.09106
477888.0,3.59732
480070.0,3.37368
480527.0,3.44185
480681.0,3.55681
480809.0,3.80502
480892.0,4.19532
480942.0,4.66139
480984.0,5.35405
481014.0,6.16171
481039.0,7.23248
481060.0,8.54592
481083.0,10.649
481114.0,14.4771
481140.0,17.5677
481156.0,18.4868
481160.0,18.5269
481175.0,18.0559
481193.0,16.297
481235.0,11.0389
481258.0,8.84009
481281.0,7.36767
481307.0,6.22252
481332.0,5.49912
481366.0,4.86602
481408.0,4.37629
481441.0,4.12073
481521.0,3.75679
481652.0,3.48489
481936.0,3.27027
482934.0,3.07519
485137.0,2.83881
485208.0,2.87043
485238.0,2.95493
485259.0,3.13868
485275.0,3.4739
485288.0,3.99646
485305.0,5.06483
485321.0,6.0309
485332.0,6.37387
485334.0,6.38547
485344.0,6.21589
485361.0,5.38214
485381.0,4.33825
485397.0,3.82014
485418.0,3.45849
485446.0,3.23843
485502.0,3.06885
485623.0,2.95224
486376.0,2.81821
487225.0,2.76336
487455.0,2.81889
487485.0,2.89091
487500.0,3.01312
487511.0,3.20698
487523.0,3.65187
487548.0,4.93795
487558.0,5.13625
487567.0,4.96975
487579.0,4.31792
487595.0,3.38291
487606.0,2.97392
487615.0,2.79271
487635.0,2.68246
487666.0,2.6692
487846.0,2.67824
488474.0,2.66848
489084.0,2.73007
489336.0,2.88659
489466.0,3.1277
489533.0,3.39291
489589.0,3.7955
489634.0,4.36711
489668.0,5.07547
489696.0,5.97738
489724.0,7.32657
489753.0,9.25547
489798.0,12.5782
489822.0,13.5974
489831.0,13.6884
489854.0,13.209
489904.0,10.4099
489938.0,8.66857
489974.0,7.42871
490004.0,6.7511
490045.0,6.21716
490101.0,5.91901
490120.0,5.89945
490179.0,6.04898
490238.0,6.4968
490294.0,7.22843
490361.0,8.5752
490444.0,11.0039
490520.0,13.1694
490570.0,13.7221
490616.0,13.2384
490689.0,11.113
490782.0,8.24377
490853.0,6.65354
490926.0,5.5404
491010.0,4.70473
491094.0,4.15521
491219.0,3.63392
491345.0,3.31216
491607.0,2.93663
491973.0,2.67753
492748.0,2.41122
493576.0,2.22115
493672.0,2.27238
493703.0,2.36604
493724.0,2.52409
493740.0,2.78672
493751.0,3.10892
493762.0,3.63849
493772.0,4.34327
493782.0,5.43206
493805.0,8.22314
493816.0,9.02016
493822.0,9.16178
493830.0,8.91607
493842.0,7.89785
493866.0,5.37122
493877.0,4.50607
493888.0,3.90379
493898.0,3.50073
493915.0,3.12705
493938.0,2.83963
493974.0,2.61221
494029.0,2.44775
494116.0,2.32996
494430.0,2.17319
496432.0,1.64604
497321.0,1.31023
497959.0,0.978765
498737.0,0.476809
498854.0,0.425077
498920.0,0.415232
498976.0,0.429448
499017.0,0.464327
499054.0,0.524607
499085.0,0.609439
499110.0,0.716544
499134.0,0.87202
499155.0,1.07194
499172.0,1.29905
499189.0,1.6074
499203.0,1.97807
499218.0,2.48253
499232.0,3.15125
499246.0,4.01843
499262.0,5.33984
499298.0,8.65774
499309.0,9.34545
499321.0,9.6258
499332.0,9.40042
499348.0,8.467
499387.0,5.09623
499404.0,3.93084
499421.0,3.08657
499436.0,2.54574
499456.0,2.04287
499475.0,1.6877
499499.0,1.38543
499525.0,1.1634
499551.0,1.01472
499581.0,0.903179
499626.0,0.814102
499672.0,0.789216
499730.0,0.823875
499788.0,0.916827
499856.0,1.08913
499944.0,1.39967
500051.0,1.89821
500239.0,2.98889
500462.0,4.26583
500630.0,4.96546
500846.0,5.43881
501054.0,5.55318
501572.0,5.23816
502435.0,4.57871
502738.0,4.48366
502954.0,4.58976
503083.0,4.92151
503151.0,5.3695
503202.0,6.01712
503239.0,6.86368
503267.0,7.88094
503293.0,9.31732
503318.0,11.4251
503373.0,17.435
503394.0,18.6793
503400.0,18.7731
503421.0,18.0025
503449.0,15.1404
503484.0,11.3082
503505.0,9.53086
503530.0,8.05944
503558.0,6.93965
503595.0,5.99652
503641.0,5.30049
503696.0,4.81778
503789.0,4.38958
503934.0,4.0739
504282.0,3.76603
505253.0,3.43056
507905.0,2.97337
508124.0,2.94232
508193.0,3.01318
508213.0,3.20241
508226.0,3.50483
508239.0,4.02536
508260.0,5.1188
508271.0,5.40044
508274.0,5.40821
508281.0,5.31479
508298.0,4.64955
508317.0,3.82749
508329.0,3.49083
508345.0,3.26778
508373.0,3.11757
508484.0,2.98681
509527.0,2.83708
509937.0,2.82026
510527.0,2.89984
510796.0,3.07908
510975.0,3.36043
511110.0,3.77064
511222.0,4.37956
511312.0,5.18785
511390.0,6.2803
511462.0,7.72654
511626.0,12.1384
511682.0,13.0083
511706.0,13.1155
511757.0,12.7813
511845.0,11.0522
511965.0,8.44302
512064.0,6.90794
512177.0,5.77324
512289.0,5.04787
512423.0,4.49979
512603.0,4.10217
512735.0,4.00701
512867.0,4.16473
512944.0,4.50503
513008.0,5.06968
513057.0,5.80141
513132.0,7.43103
513178.0,8.4157
513217.0,8.8348
513247.0,8.88318
513262.0,8.87536
513292.0,9.0699
513308.0,9.56022
513324.0,10.6594
513340.0,12.6007
513362.0,15.7472
513375.0,16.8418
513378.0,16.9038
513391.0,16.224
513405.0,14.0722
513427.0,10.2293
513439.0,8.68266
513452.0,7.44625
513465.0,6.63329
513485.0,5.87865
513516.0,5.2284
513558.0,4.72348
513619.0,4.30434
513699.0,3.9783
513859.0,3.61933
514098.0,3.3484
514500.0,3.13186
514549.0,3.12742
514596.0,3.162
514624.0,3.28839
514637.0,3.47723
514650.0,3.87191
514661.0,4.5285
514680.0,6.17976
514691.0,6.99203
514701.0,7.29798
514701.0,7.29809
514710.0,7.08139
514721.0,6.26124
514740.0,4.66175
514751.0,4.03393
514764.0,3.58187
514779.0,3.3631
514808.0,3.19631
514905.0,3.06128
515607.0,2.87936
518092.0,2.63539
522931.0,2.3779
522977.0,2.42441
522990.0,2.53074
523000.0,2.7153
523013.0,3.13466
523030.0,3.73611
523041.0,3.88482
523052.0,3.73815
523080.0,2.79849
523091.0,2.58802
523109.0,2.44834
523207.0,2.38423
526175.0,2.26874
526806.0,2.32187
526974.0,2.40725
527082.0,2.55034
527164.0,2.80679
527214.0,3.14613
527248.0,3.57855
527271.0,4.05563
527288.0,4.59111
527307.0,5.50431
527323.0,6.63232
527339.0,8.22609
527361.0,11.1856
527381.0,13.8782
527395.0,14.8779
527400.0,14.976
527413.0,14.4786
527426.0,13.0697
527460.0,8.21395
527475.0,6.66619
527491.0,5.45049
527508.0,4.54621
527528.0,3.88618
527551.0,3.40787
527579.0,3.03858
527618.0,2.74607
527674.0,2.51821
527763.0,2.35268
527926.0,2.23531
528489.0,2.13892
530868.0,2.02205
531304.0,2.06838
531463.0,2.16588
531564.0,2.33512
531627.0,2.5752
531664.0,2.83616
531695.0,3.196
531720.0,3.65807
531742.0,4.29034
531760.0,5.11835
531778.0,6.26501
531794.0,7.8427
531817.0,10.7254
531841.0,13.8586
531855.0,14.8027
531860.0,14.8857
531875.0,14.3022
531890.0,12.7444
531923.0,8.31661
531939.0,6.65315
531957.0,5.40387
531974.0,4.54614
531993.0,3.91784
532018.0,3.36784
532049.0,2.94275
532090.0,2.61214
532138.0,2.38722
532207.0,2.20756
532356.0,2.03282
532704.0,1.89189
533180.0,1.81511
533312.0,1.85519
533381.0,1.97312
533418.0,2.14236
533445.0,2.40935
533463.0,2.73706
533479.0,3.21533
533492.0,3.82163
533505.0,4.6844
533521.0,6.17224
533545.0,8.75146
533556.0,9.48233
533564.0,9.70521
533575.0,9.5101
533589.0,8.54957
533618.0,5.75451
533634.0,4.633
533650.0,3.86989
533669.0,3.30759
533691.0,2.87711
533719.0,2.56929
533757.0,2.32088
533817.0,2.11437
533910.0,1.95749
534155.0,1.78262
534843.0,1.48309
535138.0,1.28431
535324.0,1.08825
535446.0,0.902676
535546.0,0.695551
535625.0,0.485466
535720.0,0.198293
535742.0,0.143446
535757.0,0.115235
535766.0,0.102054
535776.0,0.0948549
535779.0,0.0940467
535785.0,0.0952009
535794.0,0.103142
535800.0,0.115634
535807.0,0.134476
535815.0,0.166084
535824.0,0.213976
535832.0,0.278113
535842.0,0.371337
535853.0,0.504464
535864.0,0.679385
535876.0,0.924556
535890.0,1.29444
535910.0,1.88861
535966.0,3.87331
535989.0,4.47613
536017.0,4.89514
536044.0,5.00935
536088.0,4.84959
536234.0,3.86032
536330.0,3.43145
536458.0,3.06666
536689.0,2.70119
536989.0,2.46145
537360.0,2.32308
537544.0,2.30269
537785.0,2.34415
537946.0,2.45139
538107.0,2.69668
538228.0,3.07038
538309.0,3.49543
538369.0,3.96951
538440.0,4.7825
538500.0,5.79786
538567.0,7.38331
538692.0,10.9723
538741.0,11.8152
538768.0,11.9315
538809.0,11.6405
538888.0,10.0344
538994.0,7.5928
539067.0,6.34537
539148.0,5.33912
539249.0,4.50535
539350.0,3.95193
539470.0,3.50615
539672.0,3.04966
539936.0,2.71192
540304.0,2.45029
540948.0,2.20649
542651.0,1.86933
543657.0,1.65218
543870.0,1.59084
543906.0,1.63196
543919.0,1.71283
543931.0,1.89419
543942.0,2.19244
543956.0,2.75166
543971.0,3.41618
543981.0,3.62455
543984.0,3.63612
543993.0,3.52953
544008.0,3.02479
544025.0,2.42941
544037.0,2.12074
544052.0,1.93171
544073.0,1.82317
544112.0,1.77332
544159.0,1.81245
544192.0,1.90186
544225.0,2.07601
544250.0,2.30344
544274.0,2.67683
544296.0,3.19755
544313.0,3.82578
544331.0,4.71169
544350.0,6.09687
544392.0,9.59037
544411.0,10.498
544418.0,10.6162
544435.0,10.3488
544460.0,9.04225
544497.0,6.71384
544524.0,5.48054
544549.0,4.6967
544582.0,3.99748
544615.0,3.54157
544665.0,3.11142
544714.0,2.84947
544789.0,2.62099
544884.0,2.48744
544954.0,2.46183
545077.0,2.55673
545174.0,2.80167
545251.0,3.18734
545310.0,3.66939
545358.0,4.27737
545404.0,5.13261
545445.0,6.19806
545489.0,7.79165
545533.0,9.95438
545607.0,13.8635
545635.0,14.7337
545653.0,14.9165
545687.0,14.4523
545772.0,11.7911
545872.0,10.0345
545994.0,7.17925
546059.0,6.06078
546143.0,5.07151
546227.0,4.41222
546328.0,3.87859
546472.0,3.38841
546603.0,3.0982
546872.0,2.73157
547275.0,2.43683
547920.0,2.19473
549129.0,1.9659
551697.0,1.69621
551913.0,1.68748
552142.0,1.71672
552256.0,1.81144
552309.0,1.93689
552346.0,2.12413
552373.0,2.39823
552393.0,2.73904
552408.0,3.1893
552421.0,3.80202
552434.0,4.64669
552446.0,5.86149
552459.0,7.64697
552480.0,10.8238
552491.0,11.972
552500.0,12.3047
552509.0,12.028
552521.0,10.8296
552551.0,6.59317
552563.0,5.24514
552575.0,4.33183
552586.0,3.69028
552602.0,3.12294
552617.0,2.75857
552643.0,2.39434
552673.0,2.15262
552716.0,1.96287
552790.0,1.80587
552883.0,1.71484
553148.0,1.61188
554723.0,1.39843
556607.0,1.1673
556670.0,1.19167
556688.0,1.24745
556698.0,1.32619
556708.0,1.48164
556716.0,1.70706
556724.0,2.0678
556747.0,3.27887
556756.0,3.55876
556760.0,3.59589
556769.0,3.46864
556779.0,3.04886
556797.0,2.1024
556805.0,1.76536
556814.0,1.50928
556824.0,1.35952
556837.0,1.26294
556859.0,1.20315
556947.0,1.15367
557219.0,1.13077
557539.0,1.16432
557734.0,1.23724
557907.0,1.36905
558043.0,1.55116
558156.0,1.79235
558261.0,2.13603
558344.0,2.53187
558423.0,3.07374
558487.0,3.7013
558543.0,4.49839
558590.0,5.48584
558623.0,6.50306
558651.0,7.7502
558678.0,9.42101
558705.0,11.8005
558754.0,17.0451
558777.0,18.2584
558782.0,18.3087
558803.0,17.6507
558836.0,14.7401
558870.0,11.7099
558901.0,9.7544
558927.0,8.61094
558970.0,7.38187
559026.0,6.33959
559124.0,5.12175
559246.0,3.99169
559363.0,3.18731
559491.0,2.52307
559624.0,2.0106
559782.0,1.56997
559922.0,1.27465
560063.0,1.05727
560209.0,0.906389
560330.0,0.847642
560360.0,0.844833
560450.0,0.870384
560540.0,0.958642
560622.0,1.11109
560694.0,1.31646
560770.0,1.62499
560846.0,2.04595
560922.0,2.63039
560997.0,3.39328
561064.0,4.30444
561125.0,5.40734
561181.0,6.77688
561240.0,8.67193
561356.0,13.1087
561393.0,13.9469
561420.0,14.1522
561458.0,13.8521
561621.0,10.0215
561705.0,8.61922
561811.0,7.49729
561960.0,6.52512
562172.0,5.6542
562445.0,4.91707
562821.0,4.24318
563273.0,3.71239
563951.0,3.20949
564874.0,2.80626
565146.0,2.75341
565293.0,2.82929
565349.0,2.99018
565381.0,3.23249
565400.0,3.52174
565416.0,3.95391
565429.0,4.53583
565440.0,5.32061
565451.0,6.44494
565466.0,8.52483
565485.0,11.1961
565496.0,12.0472
565500.0,12.1333
565511.0,11.7455
565523.0,10.3498
565548.0,6.81427
565561.0,5.50543
565572.0,4.7123
565585.0,4.11203
565604.0,3.58538
565626.0,3.24843
565657.0,3.01083
565721.0,2.78508
565844.0,2.6295
566309.0,2.44676
567199.0,2.21027
567268.0,2.16661
567286.0,2.19463
567300.0,2.31518
567313.0,2.57158
567328.0,3.11726
567344.0,3.6843
567355.0,3.86578
567357.0,3.86964
567367.0,3.76487
567398.0,2.91756
567410.0,2.6885
567428.0,2.5214
567469.0,2.39037
567580.0,2.29495
568351.0,2.14538
568744.0,2.11673
568998.0,2.16305
569109.0,2.27507
569182.0,2.47844
569225.0,2.75472
569258.0,3.15664
569280.0,3.62271
569299.0,4.27834
569314.0,5.09681
569330.0,6.2706
569346.0,8.02389
569381.0,12.5141
569394.0,13.4908
569400.0,13.6358
569411.0,13.3247
569428.0,11.8207
569458.0,7.97291
569474.0,6.35637
569487.0,5.40745
569504.0,4.54099
569523.0,3.89433
569545.0,3.41569
569573.0,3.03739
569610.0,2.72862
569664.0,2.47769
569750.0,2.2832
569924.0,2.11891
570361.0,1.98434
572394.0,1.76063
574418.0,1.56934
574682.0,1.4943
574858.0,1.3758
574944.0,1.26008
575012.0,1.10314
575058.0,0.934795
575097.0,0.735363
575132.0,0.528081
575144.0,0.491601
575148.0,0.489282
575154.0,0.500586
575161.0,0.547428
575168.0,0.628487
575174.0,0.745986
575180.0,0.910539
575187.0,1.14638
575195.0,1.52097
575207.0,2.23445
575228.0,3.56759
575242.0,4.1776
575255.0,4.50321
575265.0,4.55741
575289.0,4.30792
575333.0,3.63297
575368.0,3.28621
575403.0,3.06501
575473.0,2.81816
575573.0,2.67171
575673.0,2.63402
575891.0,2.7367
576110.0,3.02802
576328.0,3.53861
576519.0,4.23898
576699.0,5.19721
576896.0,6.65578
577289.0,10.1861
577430.0,10.8971
577507.0,11.0077
577624.0,10.8066
577857.0,9.52167
578206.0,7.23935
578457.0,6.00376
578730.0,5.05875
578949.0,4.52973
579258.0,4.06546
579386.0,3.99797
579522.0,4.12113
579599.0,4.41229
579646.0,4.7761
579693.0,5.44682
579728.0,6.34438
579754.0,7.33997
579780.0,8.8302
579810.0,11.1815
579854.0,15.1214
579870.0,15.9383
579881.0,16.0992
579901.0,15.5337
579931.0,13.1954
579970.0,9.80037
579999.0,7.9486
580028.0,6.64599
580063.0,5.59971
580104.0,4.84953
580165.0,4.18736
580246.0,3.7052
580369.0,3.32481
580564.0,3.01315
580995.0,2.63845
581015.0,2.69529
581027.0,2.83091
581044.0,3.22307
581065.0,3.80273
581075.0,3.90235
581089.0,3.75743
581120.0,3.03988
581140.0,2.83552
581170.0,2.72514
581324.0,2.58869
582006.0,2.35393
583504.0,2.07805
586139.0,1.81453
589730.0,1.59744
589982.0,1.61607
590127.0,1.68831
590208.0,1.82935
590254.0,2.03482
590280.0,2.25742
590302.0,2.57475
590319.0,2.99511
590334.0,3.58142
590347.0,4.34453
590358.0,5.23456
590372.0,6.81743
590401.0,10.7015
590413.0,11.6663
590420.0,11.8646
590430.0,11.5842
590444.0,10.3534
590474.0,6.55525
590487.0,5.19173
590499.0,4.32508
590514.0,3.57999
590530.0,3.09004
590551.0,2.6492
590580.0,2.31227
590613.0,2.08594
590662.0,1.90666
590710.0,1.8056
590848.0,1.67175
591128.0,1.58296
591294.0,1.56489
591343.0,1.59215
591359.0,1.66235
591371.0,1.81175
591382.0,2.07017
591408.0,2.94594
591419.0,3.11579
591420.0,3.11894
591429.0,3.02763
591440.0,2.70281
591459.0,2.04283
591470.0,1.80984
591483.0,1.6492
591498.0,1.58258
591563.0,1.53858
594526.0,1.32394
594721.0,1.34968
594814.0,1.41087
594884.0,1.52693
594931.0,1.68544
594964.0,1.88309
594996.0,2.17767
595022.0,2.55096
595048.0,3.09156
595080.0,3.98766
595119.0,5.11625
595143.0,5.52918
595153.0,5.57636
595177.0,5.39599
595222.0,4.44564
595260.0,3.63503
595298.0,3.05144
595345.0,2.59239
595391.0,2.30581
595461.0,2.05118
595526.0,1.91815
595633.0,1.83541
595697.0,1.88462
595737.0,2.00374
595763.0,2.17682
595784.0,2.42707
595800.0,2.77037
595815.0,3.25391
595827.0,3.89643
595842.0,4.95251
595871.0,7.46932
595883.0,8.09633
595890.0,8.22851
595902.0,7.92533
595918.0,6.8539
595944.0,4.62262
595958.0,3.69822
595972.0,3.06505
595989.0,2.6022
596005.0,2.31148
596030.0,2.04871
596063.0,1.85479
596114.0,1.70004
596193.0,1.58647
596319.0,1.5039
596714.0,1.40407
597827.0,1.26293
597940.0,1.21444
597960.0,1.24018
597970.0,1.30895
597981.0,1.452
597993.0,1.72864
598012.0,2.26882
598023.0,2.42368
598026.0,2.43593
598035.0,2.37796
598051.0,2.06472
598067.0,1.74892
598076.0,1.61243
598089.0,1.50194
598114.0,1.4118
598187.0,1.3426
598495.0,1.28203
602165.0,1.01957
602857.0,0.922385
603347.0,0.790907
603397.0,0.814731
603429.0,0.874335
603450.0,0.960627
603465.0,1.073
603481.0,1.25721
603494.0,1.48914
603504.0,1.7698
603515.0,2.16145
603525.0,2.6965
603538.0,3.55294
603554.0,4.9792
603577.0,7.11287
603590.0,7.89478
603600.0,8.04973
603613.0,7.73206
603634.0,6.46912
