94-Pu-240(n,total fission) ENDF/B-VII.1
20.5952,4.12627
20.6083,3.13579
20.6215,2.36949
20.6333,1.84261
20.6452,1.44151
20.657,1.14003
20.6692,0.909777
20.6823,0.729287
20.6953,0.598049
20.7084,0.501322
20.7233,0.419719
20.7408,0.349855
20.7628,0.287397
20.7891,0.234335
20.8209,0.188999
20.8538,0.155261
20.8944,0.12513
20.9405,0.100678
20.9866,0.0828777
21.0392,0.0678443
21.1007,0.0550048
21.1709,0.0443614
21.2477,0.0359247
21.3288,0.0293934
21.421,0.0239394
21.5307,0.0192294
21.6536,0.0154514
21.794,0.0123631
21.9476,0.00994064
22.1231,0.00796208
22.2986,0.0065335
22.5136,0.00525787
22.7418,0.00428586
23.0227,0.00342746
23.2794,0.00287139
23.6045,0.00234051
23.9295,0.0019534
24.3358,0.00160334
24.8234,0.00130471
25.3922,0.00106641
25.961,9.02866E-4
26.6111,7.6639E-4
27.2612,6.69099E-4
28.0738,5.83985E-4
29.2112,5.06095E-4
30.4298,4.6082E-4
31.8515,4.40684E-4
32.867,4.51561E-4
33.6795,4.81798E-4
34.2888,5.25807E-4
34.8981,5.99395E-4
35.3368,6.86168E-4
35.6877,7.90911E-4
36.0387,9.49292E-4
36.3019,0.00112643
36.5323,0.00135117
36.7297,0.00162715
36.9106,0.00198848
37.0546,0.00239539
37.1794,0.00288243
37.3007,0.00354311
37.4015,0.00431021
37.4906,0.005246
37.5742,0.00646585
37.651,0.00804548
37.7168,0.0099592
37.7744,0.0123142
37.8223,0.0150509
37.8635,0.018292
37.8977,0.0220088
37.9306,0.0270308
37.9581,0.0330815
37.98,0.0399887
37.9992,0.0484379
38.0167,0.0591173
38.034,0.0736185
38.0513,0.0936872
38.0666,0.117865
38.0826,0.151149
38.099,0.196757
38.1155,0.256313
38.1325,0.335134
38.1516,0.447811
38.1747,0.617476
38.2076,0.915369
38.2608,1.42152
38.2904,1.6175
38.3176,1.6878
38.3198,1.68818
38.3459,1.63187
38.3748,1.45296
38.4215,1.01942
38.4609,0.651257
38.4856,0.464464
38.5065,0.339976
38.5229,0.262627
38.541,0.196533
38.5575,0.15107
38.5739,0.116864
38.5904,0.0914818
38.6068,0.0727987
38.6241,0.0584887
38.6438,0.0468348
38.6611,0.0394748
38.6819,0.0329522
38.7094,0.0268894
38.7423,0.021868
38.7793,0.0179103
38.8204,0.0147528
38.8684,0.0120842
38.926,0.00978752
38.9918,0.00792286
39.0617,0.00650301
39.1481,0.00525192
39.2468,0.00425053
39.3619,0.00344144
39.4881,0.00283174
39.6252,0.00237542
39.7897,0.00200984
39.9503,0.00178057
40.1032,0.00164828
40.307,0.00158301
40.4653,0.001624
40.6235,0.00177226
40.7569,0.00202707
40.8543,0.00233896
40.9379,0.00274863
41.0016,0.00320434
41.0683,0.00389825
41.1203,0.00469315
41.1665,0.00571722
41.2038,0.00692847
41.2331,0.00830001
41.2595,0.0100825
41.28,0.0120536
41.3013,0.0149413
41.3204,0.0186375
41.3374,0.0231727
41.3551,0.0295916
41.3726,0.0382723
41.3902,0.0498846
41.4072,0.0645407
41.4248,0.0838787
41.4453,0.112447
41.4697,0.154989
41.5051,0.231065
41.5602,0.353349
41.5919,0.400426
41.62,0.414812
41.6481,0.399887
41.6786,0.354616
41.732,0.236869
41.7701,0.154914
41.7947,0.112019
41.8152,0.0835931
41.8328,0.0643419
41.8515,0.0484311
41.8691,0.0371699
41.8867,0.0287539
41.9044,0.0225055
41.9219,0.0180096
41.9393,0.0147132
41.9592,0.0119881
41.9805,0.00991908
42.0069,0.00812134
42.0362,0.00673603
42.0728,0.0055299
42.1168,0.00452407
42.1681,0.00370294
42.2237,0.00306997
42.2956,0.0024956
42.3791,0.00203558
42.4758,0.00166934
42.5886,0.00137604
42.722,0.0011398
42.8861,9.44765E-4
43.0678,8.00022E-4
43.2876,6.82348E-4
43.5954,5.7553E-4
43.9471,4.98396E-4
44.3867,4.37182E-4
44.9142,3.90924E-4
45.7314,3.48693E-4
46.6127,3.22982E-4
47.9478,3.03285E-4
49.9504,2.95583E-4
52.3986,3.08388E-4
54.1793,3.31187E-4
55.9601,3.7232E-4
57.444,4.26217E-4
58.6312,4.90839E-4
59.6699,5.76053E-4
60.6155,6.9088E-4
61.4286,8.40549E-4
62.0541,0.00100992
62.5753,0.00121065
62.9923,0.00143436
63.4093,0.00174684
63.7845,0.00214815
64.0764,0.00258638
64.3449,0.00314433
64.5996,0.00389029
64.8166,0.00479015
65.0042,0.00588019
65.1684,0.00720543
65.3222,0.00894073
65.4499,0.0109503
65.5593,0.0133096
65.6688,0.0165833
65.76,0.020401
65.8382,0.0249076
65.9111,0.0307184
65.9763,0.0379789
66.031,0.0465171
66.0779,0.0567401
66.1186,0.0691849
66.1525,0.0837194
66.1863,0.104402
66.2124,0.126773
66.2385,0.157498
66.2645,0.200067
66.2864,0.248267
66.3114,0.321639
66.3365,0.419636
66.362,0.550571
66.3912,0.744151
66.4264,1.04283
66.4782,1.58806
66.5429,2.27501
66.5829,2.56217
66.6196,2.65522
66.6517,2.58475
66.6888,2.34334
66.7461,1.75846
66.8076,1.09683
66.8441,0.777602
66.8723,0.58331
66.8996,0.436668
66.9254,0.331932
66.9489,0.26009
66.9744,0.20187
67.0005,0.158777
67.0266,0.127654
67.0557,0.102714
67.087,0.0837991
67.1245,0.067883
67.1652,0.0557784
67.2121,0.0458107
67.2684,0.0372717
67.3289,0.0306661
67.4018,0.0249057
67.48,0.0204498
67.5712,0.0166877
67.6807,0.0134773
67.8084,0.0108607
67.9543,0.008794
68.1107,0.00725701
68.2671,0.00616524
68.4756,0.00515758
68.6841,0.00448562
68.8925,0.0040382
69.2053,0.00365684
69.5389,0.00353231
69.8829,0.00366422
70.2269,0.00407476
70.526,0.00474006
70.7702,0.00559998
70.9795,0.00668618
71.1615,0.00803046
71.3332,0.00983334
71.491,0.0122165
71.6259,0.0151309
71.7455,0.0188004
71.842,0.022936
71.9294,0.0280832
72.0045,0.0341546
72.0769,0.0422776
72.1413,0.0525184
72.1895,0.0632799
72.2351,0.0775993
72.2712,0.0938342
72.3007,0.112654
72.326,0.135135
72.352,0.167768
72.3761,0.210831
72.3976,0.264058
72.4191,0.336749
72.44,0.432584
72.46,0.553908
72.4822,0.731431
72.5029,0.945629
72.525,1.23482
72.5507,1.66048
72.582,2.30995
72.6249,3.40496
72.6991,5.40838
72.7383,6.1542
72.7766,6.44536
72.78,6.44712
72.8156,6.22707
72.8585,5.45452
72.9688,2.52001
73.0025,1.78404
73.0277,1.34387
73.0534,0.98803
73.0749,0.758028
73.0957,0.584325
73.1166,0.451365
73.1374,0.351168
73.157,0.280319
73.1785,0.222673
73.2,0.180441
73.2245,0.145619
73.2498,0.120048
73.2766,0.100532
73.3072,0.0844086
73.3456,0.0699841
73.3961,0.0566479
73.4513,0.0463877
73.5157,0.0377802
73.5892,0.0306969
73.6751,0.0247647
73.7732,0.0199213
73.8804,0.0161226
73.9939,0.013203
74.1226,0.010778
74.2759,0.00869224
74.4475,0.00702236
74.6437,0.00565894
74.8583,0.00458965
75.1035,0.00371469
75.3916,0.0029875
75.692,0.00244588
76.0263,0.00201132
76.4373,0.00162941
76.9167,0.00131998
77.3836,0.00110404
77.8504,9.45199E-4
78.6284,7.58996E-4
79.4065,6.32725E-4
80.3402,5.28366E-4
81.2738,4.58254E-4
82.559,3.9477E-4
83.533,3.64309E-4
84.8316,3.43108E-4
85.4808,3.40865E-4
86.4548,3.5096E-4
87.3122,3.824E-4
87.8538,4.23084E-4
88.2375,4.7023E-4
88.6212,5.44796E-4
88.8707,6.18575E-4
89.1201,7.26723E-4
89.3375,8.69348E-4
89.5166,0.00104599
89.67,0.00127171
89.7915,0.00153372
89.8875,0.00182729
89.9738,0.0021988
90.0521,0.00268204
90.1081,0.00317055
90.1593,0.00379959
90.1976,0.00446877
90.236,0.00543444
90.2648,0.00648004
90.2894,0.00771336
90.3163,0.00960029
90.3406,0.0119799
90.3649,0.0152617
90.3863,0.0191479
90.4098,0.0248248
90.4325,0.032024
90.4582,0.0427327
90.4851,0.0573068
90.5142,0.077526
90.5494,0.108388
90.6012,0.164721
90.6779,0.252825
90.7214,0.288762
90.7639,0.303714
90.7698,0.303949
90.8109,0.2929
90.857,0.257542
90.9823,0.116618
91.0181,0.0837808
91.0488,0.061371
91.0747,0.0465133
91.099,0.0356123
91.1233,0.0272361
91.1476,0.0209387
91.1697,0.0166587
91.1937,0.0132083
91.2177,0.0107037
91.2456,0.0086422
91.2736,0.00722259
91.3056,0.00611658
91.3456,0.00521484
91.3935,0.00454063
91.4575,0.00402004
91.5374,0.0037136
91.5886,0.00365585
91.6719,0.0037578
91.7551,0.00411951
91.8176,0.00461924
91.8696,0.00527272
91.9113,0.00606166
91.9493,0.00715202
91.9814,0.00856398
92.009,0.010375
92.032,0.0125439
92.055,0.0155953
92.0749,0.0192351
92.0963,0.0245609
92.1178,0.0318188
92.1392,0.0415944
92.1607,0.0545653
92.1821,0.0714759
92.2051,0.0948339
92.2307,0.128176
92.2583,0.174101
92.291,0.24188
92.3351,0.353623
92.4226,0.589807
92.4691,0.6748
92.5098,0.700509
92.5492,0.676199
92.5893,0.607146
92.6514,0.446164
92.7143,0.276049
92.7519,0.192336
92.7796,0.142655
92.8062,0.104923
92.8307,0.0778488
92.8522,0.0594724
92.8726,0.0458631
92.893,0.0353893
92.9134,0.0274426
92.9339,0.0214832
92.9553,0.0168633
92.9768,0.0134954
92.9982,0.0110402
93.0212,0.00913107
93.0488,0.00751241
93.0809,0.00621802
93.1177,0.0052068
93.1637,0.00433727
93.225,0.00354338
93.2985,0.00288767
93.3884,0.00233354
93.4885,0.00190542
93.611,0.00154272
93.7459,0.00126715
93.9032,0.00104353
94.0707,8.76517E-4
94.2851,7.27775E-4
94.5479,6.04855E-4
94.8764,5.03816E-4
95.205,4.36915E-4
95.6653,3.75455E-4
96.1914,3.30323E-4
96.7175,3.00336E-4
97.3551,2.77299E-4
97.9926,2.63686E-4
99.1201,2.54272E-4
100.182,2.62062E-4
100.978,2.82506E-4
101.642,3.17236E-4
102.04,3.52255E-4
102.407,4.01098E-4
102.764,4.75212E-4
103.02,5.55702E-4
103.244,6.58782E-4
103.459,8.03955E-4
103.635,9.80459E-4
103.772,0.00117857
103.901,0.00144149
104.011,0.00176044
104.104,0.00214179
104.181,0.00257625
104.255,0.00316408
104.316,0.00385752
104.367,0.00468108
104.408,0.00561131
104.445,0.00679486
104.475,0.00809989
104.508,0.0101385
104.539,0.0127975
104.566,0.0160718
104.594,0.0204771
104.621,0.0263426
104.65,0.0343527
104.68,0.0455578
104.713,0.0609411
104.752,0.0844394
104.806,0.124264
104.903,0.201321
104.951,0.227601
104.999,0.237364
105.0,0.237366
105.039,0.230913
105.09,0.205741
105.165,0.1474
105.233,0.0944093
105.274,0.0681158
105.309,0.0498776
105.34,0.0377124
105.371,0.0283857
105.4,0.0216272
105.428,0.0169327
105.455,0.0134346
105.482,0.0108844
105.513,0.00878613
105.547,0.0070827
105.586,0.00575066
105.633,0.00466435
105.684,0.00384049
105.745,0.0031473
105.814,0.00259425
105.903,0.00208952
105.998,0.00171482
106.105,0.00141146
106.23,0.00116029
106.381,9.48865E-4
106.541,7.90781E-4
106.74,6.54304E-4
106.991,5.38938E-4
107.271,4.53105E-4
107.603,3.86008E-4
108.001,3.33721E-4
108.43,2.96903E-4
108.92,2.69351E-4
109.573,2.46546E-4
110.717,2.26717E-4
112.039,2.20458E-4
113.51,2.27275E-4
114.714,2.44421E-4
115.682,2.69849E-4
116.547,3.08287E-4
117.145,3.49641E-4
117.73,4.0835E-4
118.231,4.86482E-4
118.589,5.68413E-4
118.954,6.88765E-4
119.274,8.44647E-4
119.524,0.00102189
119.764,0.00126567
119.958,0.0015488
120.117,0.00187395
120.266,0.00229337
120.403,0.002839
120.519,0.0034968
120.619,0.00428098
120.705,0.00521134
120.779,0.00632502
120.847,0.00777584
120.904,0.00953819
120.95,0.0116194
120.988,0.0142108
121.018,0.0171022
121.048,0.0211884
121.074,0.0260815
121.099,0.0325753
121.124,0.0413981
121.149,0.0533188
121.174,0.0693305
121.198,0.089541
121.224,0.118506
121.253,0.15978
121.282,0.212775
121.315,0.287948
121.355,0.405818
121.418,0.625675
121.502,0.928252
121.552,1.04995
121.6,1.09109
121.643,1.05659
121.691,0.947356
121.762,0.70193
121.838,0.42523
121.879,0.303117
121.914,0.221435
121.944,0.163536
121.973,0.121199
121.999,0.0924408
122.025,0.0703973
122.05,0.0537959
122.074,0.0423609
122.099,0.0332901
122.124,0.0266051
122.149,0.0216845
122.179,0.0174396
122.209,0.0144403
122.247,0.0117611
122.29,0.00973164
122.346,0.00793244
122.41,0.00650335
122.487,0.00529571
122.569,0.0043647
122.669,0.00355332
122.78,0.00290431
122.92,0.00232738
123.06,0.00191824
123.231,0.00156039
123.43,0.00126756
123.636,0.00105431
123.875,8.77076E-4
124.154,7.31746E-4
124.468,6.17965E-4
124.844,5.24094E-4
125.332,4.45677E-4
125.855,3.91059E-4
126.552,3.48095E-4
127.374,3.26342E-4
127.648,3.23642E-4
128.259,3.29239E-4
128.717,3.47661E-4
129.048,3.75004E-4
129.316,4.14401E-4
129.539,4.71603E-4
129.711,5.4779E-4
129.839,6.42253E-4
129.924,7.43082E-4
129.992,8.71861E-4
130.04,0.00101821
130.074,0.00117807
130.108,0.00141767
130.135,0.00169937
130.159,0.00205071
130.185,0.00257889
130.207,0.00317823
130.229,0.00396727
130.251,0.00499652
130.272,0.00632402
130.299,0.00840182
130.325,0.0111202
130.354,0.0150338
130.384,0.0202053
130.418,0.0275363
130.458,0.0382185
130.539,0.0644023
130.601,0.0832833
130.65,0.0938928
130.7,0.0977069
130.746,0.0943979
130.795,0.0844067
130.871,0.060674
130.944,0.0374946
130.988,0.0261532
131.022,0.0191214
131.051,0.0142676
131.079,0.0107665
131.106,0.00806087
131.129,0.00624323
131.152,0.00488453
131.176,0.00380978
131.2,0.00300943
131.224,0.0024197
131.251,0.00194824
131.278,0.00161631
131.31,0.00134394
131.34,0.00117087
131.379,0.00102093
131.437,8.82252E-4
131.514,7.74025E-4
131.631,6.81619E-4
131.805,6.12054E-4
131.98,5.83121E-4
132.096,5.77093E-4
132.329,5.8684E-4
132.679,6.44714E-4
132.971,7.34361E-4
133.242,8.65407E-4
133.491,0.00104833
133.7,0.00128004
133.881,0.00157516
134.029,0.00192688
134.165,0.00239005
134.281,0.00296496
134.371,0.00359855
134.449,0.0043546
134.513,0.00523441
134.565,0.00621799
134.613,0.00753662
134.652,0.00906567
134.688,0.0111649
134.719,0.0136753
134.746,0.0167054
134.773,0.0208247
134.799,0.0264229
134.826,0.0338577
134.851,0.0433325
134.879,0.0568993
134.908,0.075532
134.937,0.100212
134.971,0.136789
135.01,0.190314
135.052,0.26342
135.189,0.541371
135.241,0.617568
135.291,0.650263
135.3,0.650977
135.35,0.626359
135.405,0.55196
135.499,0.361233
135.561,0.239335
135.605,0.168484
135.64,0.123252
135.673,0.0906656
135.703,0.0679075
135.729,0.0526775
135.755,0.0408815
135.781,0.0318798
135.806,0.0250917
135.835,0.0196113
135.863,0.0156421
135.891,0.0127636
135.924,0.0103585
135.958,0.00862274
135.997,0.00721746
136.045,0.00599047
136.1,0.00501495
136.164,0.00419146
136.255,0.00337782
136.345,0.00280177
136.458,0.00228536
136.584,0.00187743
136.742,0.0015192
136.9,0.00126807
137.077,0.00106618
137.29,8.94484E-4
137.532,7.58E-4
137.854,6.35432E-4
138.242,5.41008E-4
138.681,4.73686E-4
139.224,4.23652E-4
139.948,3.89563E-4
140.883,3.75265E-4
142.051,3.88488E-4
142.908,4.15531E-4
143.843,4.64473E-4
144.704,5.32919E-4
145.491,6.2545E-4
146.18,7.42229E-4
146.771,8.8355E-4
147.361,0.0010838
147.853,0.00132014
148.313,0.00163915
148.683,0.00200194
149.031,0.00248148
149.335,0.00307336
149.596,0.00378313
149.835,0.00469074
150.053,0.00585349
150.248,0.00733638
150.4,0.0089373
150.542,0.0109707
150.672,0.0135725
150.783,0.0166547
150.878,0.0202647
150.974,0.0253225
151.052,0.0313732
151.107,0.0372916
151.15,0.0438282
151.19,0.0520717
151.228,0.0634663
151.261,0.0778465
151.289,0.0951379
151.317,0.117724
151.344,0.148572
151.371,0.190599
151.398,0.247455
151.425,0.322448
151.452,0.423912
151.48,0.55597
151.51,0.745756
151.544,1.01542
151.581,1.39052
151.623,1.92619
151.687,2.92949
151.786,4.5441
151.845,5.20748
151.899,5.43052
151.9,5.43055
151.954,5.21236
152.01,4.59894
152.113,2.92384
152.175,1.95145
152.217,1.41662
152.253,1.03923
152.286,0.772085
152.316,0.576685
152.344,0.441712
152.371,0.337319
152.398,0.257944
152.422,0.204967
152.446,0.163163
152.471,0.131433
152.499,0.104049
152.528,0.0842709
152.557,0.0693118
152.59,0.0576068
152.628,0.0479468
152.672,0.0401923
152.726,0.0333917
152.794,0.0274333
152.875,0.0223738
152.976,0.0179565
153.09,0.0144172
153.204,0.011861
153.334,0.00971423
153.487,0.00789024
153.66,0.00638439
153.851,0.00519352
154.063,0.00423146
154.291,0.00347584
154.557,0.00283352
154.856,0.00231301
155.204,0.00187941
155.58,0.00154519
156.043,0.00125186
156.506,0.00104618
157.181,8.40342E-4
157.759,7.18418E-4
158.54,6.07035E-4
159.32,5.36267E-4
160.233,4.93699E-4
160.537,4.90231E-4
161.06,5.05178E-4
161.353,5.36589E-4
161.591,5.91837E-4
161.752,6.63726E-4
161.855,7.44679E-4
161.917,8.2347E-4
161.978,9.534E-4
162.02,0.00109578
162.059,0.00130809
162.091,0.00156175
162.122,0.00192759
162.15,0.00239159
162.179,0.0030288
162.207,0.00389307
162.236,0.00504711
162.266,0.00668285
162.297,0.00886403
162.331,0.0120015
162.367,0.0161986
162.408,0.0221695
162.47,0.0330617
162.585,0.0549172
162.641,0.062412
162.696,0.0652339
162.7,0.0652439
162.752,0.0629511
162.814,0.0551485
162.922,0.0346459
162.988,0.0227824
163.032,0.0162589
163.07,0.0118819
163.104,0.00877901
163.132,0.00683579
163.158,0.00539112
163.183,0.00425652
163.209,0.00337916
163.235,0.00270997
163.261,0.00220545
163.286,0.00182852
163.315,0.00152231
163.349,0.00126698
163.39,0.00107188
163.435,9.31378E-4
163.493,8.23761E-4
163.561,7.44603E-4
163.653,6.78669E-4
163.818,6.10668E-4
163.983,5.74093E-4
164.276,5.45451E-4
164.459,5.40617E-4
164.936,5.54712E-4
165.412,5.97315E-4
165.943,6.79317E-4
166.384,7.84867E-4
166.826,9.40974E-4
167.175,0.00112229
167.473,0.00134188
167.755,0.00163499
167.988,0.0019738
168.209,0.00242599
168.402,0.00298422
168.568,0.00365267
168.712,0.00445432
168.847,0.00550692
168.955,0.00666624
169.055,0.00813423
169.138,0.00981863
169.215,0.0120253
169.271,0.0142548
169.315,0.0167248
169.358,0.0201005
169.396,0.0245155
169.43,0.0300668
169.459,0.036699
169.488,0.0457954
169.517,0.0579453
169.544,0.0739878
169.572,0.0954598
169.6,0.123892
169.629,0.163686
169.66,0.219077
169.691,0.290815
169.724,0.387043
169.763,0.530373
169.808,0.741774
169.875,1.12258
169.981,1.74274
170.04,1.98744
170.098,2.07604
170.1,2.07617
170.155,1.99863
170.211,1.78466
170.299,1.27666
170.379,0.805485
170.429,0.564647
170.471,0.405114
170.506,0.297038
170.54,0.219815
170.57,0.165413
170.598,0.127331
170.625,0.0981125
170.653,0.0760024
170.682,0.0587475
170.711,0.0461264
170.74,0.0369308
170.769,0.0302223
170.804,0.0244152
170.842,0.0201398
170.885,0.0166836
170.935,0.0139459
170.999,0.0115133
171.082,0.0093198
171.178,0.00753572
171.289,0.00609344
171.405,0.00500324
171.546,0.00404823
171.695,0.00331975
171.87,0.00270416
172.063,0.0022108
172.284,0.00180519
172.533,0.00147806
172.843,0.00119093
173.151,9.88956E-4
173.543,8.06651E-4
174.001,6.60753E-4
174.549,5.42117E-4
175.129,4.55022E-4
175.806,3.85365E-4
176.579,3.31127E-4
177.564,2.85487E-4
178.78,2.50902E-4
180.025,2.30917E-4
181.13,2.2432E-4
181.899,2.27592E-4
182.668,2.42366E-4
183.13,2.62082E-4
183.593,2.98857E-4
183.902,3.42117E-4
184.133,3.9337E-4
184.326,4.5797E-4
184.48,5.34121E-4
184.622,6.37162E-4
184.747,7.71665E-4
184.83,9.01169E-4
184.904,0.00106503
184.971,0.00128499
185.018,0.00151499
185.058,0.0017992
185.096,0.00218619
185.127,0.00263542
185.158,0.00325505
185.189,0.00411181
185.215,0.00506885
185.245,0.00655932
185.275,0.00850566
185.305,0.0110658
185.334,0.0143782
185.368,0.0193021
185.402,0.0255325
185.438,0.0338299
185.481,0.045995
185.541,0.0671115
185.672,0.117297
185.736,0.134643
185.795,0.140931
185.8,0.140964
185.859,0.135445
185.919,0.120269
186.02,0.0822813
186.1,0.0522891
186.148,0.0375559
186.186,0.0281295
186.221,0.0210552
186.254,0.015944
186.286,0.0120568
186.315,0.00927013
186.345,0.00713926
186.375,0.00553362
186.404,0.00436371
186.435,0.00343631
186.466,0.00276478
186.497,0.00227807
186.533,0.00187344
186.574,0.00155889
186.619,0.00132181
186.678,0.00110661
186.752,9.26249E-4
186.838,7.82326E-4
186.942,6.60282E-4
187.087,5.43744E-4
187.236,4.63228E-4
187.414,3.96681E-4
187.627,3.42592E-4
187.93,2.93305E-4
188.315,2.55757E-4
188.778,2.30282E-4
189.318,2.15716E-4
189.705,2.1278E-4
190.209,2.20355E-4
190.511,2.35994E-4
190.709,2.5572E-4
190.907,2.91122E-4
191.038,3.3338E-4
191.116,3.74576E-4
191.184,4.34207E-4
191.232,5.05078E-4
191.271,5.93374E-4
191.305,7.08222E-4
191.334,8.48303E-4
191.365,0.00105429
191.391,0.00130133
191.418,0.00163141
191.447,0.00211881
191.477,0.00277263
191.506,0.00363535
191.536,0.00479477
191.57,0.00647967
191.604,0.00863614
191.642,0.0116963
191.691,0.0165484
191.76,0.0250298
191.867,0.0390313
191.933,0.0453156
191.993,0.0475986
192.0,0.0476219
192.056,0.0459687
192.112,0.0413782
192.2,0.0304682
192.291,0.0186279
192.343,0.0130188
192.386,0.00937167
192.423,0.00686538
192.457,0.00509416
192.489,0.00381688
192.518,0.00291182
192.547,0.00222312
192.577,0.00170779
192.603,0.00135763
192.63,0.00109483
192.661,8.72219E-4
192.69,7.23356E-4
192.724,6.01188E-4
192.758,5.17011E-4
192.806,4.38104E-4
192.865,3.79882E-4
192.942,3.32473E-4
193.06,2.88883E-4
193.225,2.52666E-4
193.423,2.26706E-4
193.689,2.06314E-4
194.089,1.90203E-4
194.689,1.80765E-4
195.089,1.78587E-4
195.937,1.82495E-4
196.573,1.94854E-4
197.092,2.15552E-4
197.477,2.43162E-4
197.784,2.80753E-4
198.015,3.26016E-4
198.209,3.85084E-4
198.348,4.47745E-4
198.476,5.32284E-4
198.583,6.36275E-4
198.655,7.36931E-4
198.717,8.64797E-4
198.768,0.00101981
198.809,0.0012101
198.845,0.00144826
198.875,0.00172786
198.904,0.00211462
198.934,0.00265184
198.959,0.0032555
198.984,0.00404537
199.008,0.00507251
199.033,0.00639733
199.058,0.00808961
199.088,0.0107155
199.117,0.0140659
199.148,0.0186485
199.183,0.0251572
199.219,0.0335983
199.263,0.0467992
199.323,0.068721
199.467,0.129523
199.532,0.149175
199.594,0.156765
199.6,0.156828
199.657,0.151345
199.713,0.136653
199.804,0.10015
199.897,0.0608261
199.947,0.0435532
199.986,0.0322841
200.024,0.0237157
200.059,0.0175331
200.09,0.013202
200.117,0.0102379
200.147,0.00772976
200.172,0.00611648
200.196,0.00485523
200.221,0.00387839
200.246,0.00312767
200.272,0.00253422
200.302,0.00202911
200.331,0.00166504
200.367,0.00135774
200.409,0.00111671
200.456,9.35276E-4
200.51,7.99274E-4
200.581,6.77383E-4
200.67,5.73975E-4
200.797,4.74808E-4
