26-Fe-56(n,&gamma;) ENDF/B-VII.1
321680.0,0.00372878
321689.0,0.00443105
321696.0,0.00524352
321703.0,0.00640185
321709.0,0.00775844
321714.0,0.00931709
321719.0,0.0114068
321723.0,0.0140999
321726.0,0.0174579
321730.0,0.0221072
321733.0,0.0276065
321736.0,0.034835
321740.0,0.0457438
321743.0,0.0607373
321747.0,0.0826042
321752.0,0.114488
321759.0,0.173648
321769.0,0.254497
321774.0,0.285886
321780.0,0.298703
321780.0,0.298736
321785.0,0.288862
321791.0,0.258307
321800.0,0.183056
321807.0,0.117412
321812.0,0.0841221
321816.0,0.0640913
321820.0,0.0483619
321823.0,0.0369763
321826.0,0.0288458
321829.0,0.0232764
321833.0,0.0186064
321836.0,0.0149186
321840.0,0.012
321845.0,0.00970162
321849.0,0.00805597
321855.0,0.00659256
321862.0,0.00547342
321870.0,0.00456783
321880.0,0.00374463
321891.0,0.00308587
321905.0,0.00254659
321919.0,0.00217223
321936.0,0.00184714
321960.0,0.00154687
321984.0,0.00134729
322018.0,0.00115796
322058.0,0.00101995
322113.0,9.00826E-4
322193.0,8.02288E-4
322298.0,7.27505E-4
322521.0,6.45255E-4
322880.0,5.75822E-4
323364.0,5.2487E-4
323489.0,5.21278E-4
323649.0,5.3525E-4
323738.0,5.70889E-4
323790.0,6.1972E-4
323829.0,6.90715E-4
323855.0,7.76059E-4
323876.0,8.82583E-4
323893.0,0.00102214
323906.0,0.00119407
323916.0,0.00138473
323926.0,0.00166963
323934.0,0.00197254
323940.0,0.00237623
323945.0,0.00285812
323949.0,0.00337242
323953.0,0.00407347
323957.0,0.00505696
323960.0,0.00624246
323963.0,0.00783615
323967.0,0.0100053
323970.0,0.013117
323974.0,0.0171835
323978.0,0.0232879
323983.0,0.0319409
323999.0,0.0654772
324005.0,0.0740318
324010.0,0.0766131
324015.0,0.0741414
324021.0,0.065283
324037.0,0.0317332
324042.0,0.0231185
324046.0,0.0170515
324050.0,0.0130122
324053.0,0.00992466
324056.0,0.00784846
324060.0,0.00627782
324063.0,0.00497762
324067.0,0.0040437
324071.0,0.0033535
324075.0,0.00279612
324080.0,0.00234299
324086.0,0.00198444
324094.0,0.00165405
324104.0,0.0013689
324116.0,0.0011466
324131.0,9.70509E-4
324148.0,8.40614E-4
324172.0,7.26008E-4
324199.0,6.44653E-4
324241.0,5.73451E-4
324303.0,5.16887E-4
324345.0,4.94292E-4
324478.0,4.55411E-4
324695.0,4.26342E-4
325279.0,3.95494E-4
325946.0,3.85161E-4
326697.0,3.99403E-4
327280.0,4.33534E-4
327781.0,4.87376E-4
328198.0,5.59708E-4
328531.0,6.44933E-4
328865.0,7.68657E-4
329157.0,9.24207E-4
329407.0,0.00111726
329615.0,0.00134261
329816.0,0.00164473
329982.0,0.00199475
330149.0,0.00248636
330299.0,0.00311627
330416.0,0.00379629
330533.0,0.00474323
330633.0,0.00587536
330716.0,0.00716813
330800.0,0.00894334
330875.0,0.0111682
330938.0,0.0137608
330997.0,0.0169986
331052.0,0.0211876
331102.0,0.0263777
331149.0,0.0330126
331196.0,0.0421232
331239.0,0.0537981
331281.0,0.06859
331327.0,0.0905228
331451.0,0.160026
331463.0,0.172557
331476.0,0.198499
331499.0,0.264857
331508.0,0.274909
331517.0,0.265828
331528.0,0.232571
331545.0,0.167894
331556.0,0.141
331568.0,0.120561
331583.0,0.103943
331610.0,0.0852186
331647.0,0.0669568
331688.0,0.0521754
331727.0,0.0417491
331774.0,0.0327591
331820.0,0.0262275
331874.0,0.0207064
331926.0,0.0168183
331988.0,0.0134678
332054.0,0.0108284
332131.0,0.00863514
332208.0,0.00704343
332294.0,0.00574125
332397.0,0.00460711
332516.0,0.00367013
332633.0,0.0030107
332777.0,0.00242047
332941.0,0.00194462
333126.0,0.00156519
333317.0,0.00128714
333537.0,0.00106247
333729.0,9.28873E-4
333812.0,8.82582E-4
334008.0,8.29988E-4
334077.0,8.43948E-4
334146.0,9.00146E-4
334186.0,9.73977E-4
334220.0,0.00108301
334247.0,0.00122827
334269.0,0.00141746
334287.0,0.00166219
334302.0,0.00197253
334315.0,0.00236336
334326.0,0.00286331
334335.0,0.00348863
334342.0,0.00409806
334346.0,0.00478764
334351.0,0.00564751
334354.0,0.00659964
334358.0,0.00808351
334361.0,0.00996607
334364.0,0.0122198
334366.0,0.0152026
334369.0,0.0192388
334372.0,0.0246601
334375.0,0.0318625
334377.0,0.0412913
334380.0,0.0549384
334383.0,0.0736045
334387.0,0.0995319
334391.0,0.136962
334395.0,0.195332
334408.0,0.374541
334414.0,0.436098
334419.0,0.45787
334420.0,0.458221
334425.0,0.444172
334430.0,0.399315
334437.0,0.297906
334446.0,0.182445
334450.0,0.127184
334454.0,0.0917864
334458.0,0.0680225
334460.0,0.0518351
334463.0,0.0397354
334466.0,0.0304335
334469.0,0.0234039
334471.0,0.0184171
334474.0,0.0145849
334477.0,0.0117535
334480.0,0.00941537
334483.0,0.00771968
334487.0,0.00631392
334491.0,0.00522853
334496.0,0.0043243
334503.0,0.00357135
334511.0,0.00298879
334520.0,0.00249988
334531.0,0.00207083
334544.0,0.0017435
334561.0,0.00145596
334579.0,0.00124024
334601.0,0.00106488
334631.0,9.09898E-4
334666.0,7.93847E-4
334716.0,6.89939E-4
334777.0,6.12635E-4
334875.0,5.36685E-4
335042.0,4.65564E-4
335241.0,4.15235E-4
335508.0,3.67626E-4
335841.0,3.26326E-4
336374.0,2.80987E-4
337040.0,2.47259E-4
337706.0,2.30715E-4
338039.0,2.28594E-4
338572.0,2.36724E-4
338972.0,2.57761E-4
339238.0,2.85872E-4
339471.0,3.28107E-4
339638.0,3.7624E-4
339771.0,4.33551E-4
339904.0,5.18387E-4
340004.0,6.12683E-4
340087.0,7.23895E-4
340170.0,8.8274E-4
340237.0,0.00106457
340297.0,0.0012947
340350.0,0.00157615
340398.0,0.00194203
340439.0,0.0023744
340475.0,0.00291297
340509.0,0.00359394
340539.0,0.00447505
340566.0,0.00551832
340591.0,0.00695204
340612.0,0.00851606
340631.0,0.0104981
340651.0,0.0133395
340670.0,0.0170337
340686.0,0.0214564
340705.0,0.0281558
340743.0,0.0445958
340757.0,0.0489865
340773.0,0.0510109
340786.0,0.0494609
340805.0,0.0433213
340841.0,0.0280401
340859.0,0.0221011
340877.0,0.0179239
340892.0,0.0153515
340908.0,0.0133842
340926.0,0.0121791
340943.0,0.0118315
340956.0,0.0122538
340966.0,0.0131156
340976.0,0.0146835
340985.0,0.016835
340991.0,0.0194264
340999.0,0.0235282
341005.0,0.0289578
341010.0,0.0352536
341016.0,0.0439551
341022.0,0.0568441
341029.0,0.0766225
341047.0,0.130346
341054.0,0.146339
341060.0,0.150555
341066.0,0.146133
341074.0,0.130302
341094.0,0.0673736
341101.0,0.0501448
341107.0,0.0384322
341112.0,0.0302069
341118.0,0.0237731
341125.0,0.0189554
341132.0,0.0153341
341139.0,0.0125466
341147.0,0.0104423
341156.0,0.00862795
341166.0,0.00716875
341179.0,0.00590158
341194.0,0.00486187
341212.0,0.00400118
341233.0,0.00326862
341255.0,0.00274604
341284.0,0.00226374
341318.0,0.00187616
341354.0,0.00159051
341400.0,0.00133734
341447.0,0.00117062
341497.0,0.00106159
341548.0,0.00102525
341577.0,0.00104862
341606.0,0.00112273
341627.0,0.00123995
341645.0,0.00140954
341660.0,0.00162805
341673.0,0.00192926
341682.0,0.00225783
341690.0,0.00270664
341696.0,0.00323113
341701.0,0.00382329
341705.0,0.00459734
341708.0,0.00557446
341711.0,0.00672614
341714.0,0.00841647
341716.0,0.0104054
341719.0,0.0130651
341722.0,0.0165918
341724.0,0.0212195
341727.0,0.0275884
341730.0,0.0362997
341733.0,0.0487098
341736.0,0.0644991
341740.0,0.0875158
341744.0,0.123231
341753.0,0.205556
341760.0,0.269421
341765.0,0.301217
341770.0,0.311782
341775.0,0.301587
341780.0,0.271837
341787.0,0.204196
341796.0,0.122514
341800.0,0.0889285
341804.0,0.0652952
341807.0,0.0480465
341810.0,0.0367634
341813.0,0.0279288
341816.0,0.0211649
341818.0,0.0166406
341821.0,0.0129946
341823.0,0.0103296
341826.0,0.00833452
341829.0,0.00663758
341832.0,0.00543135
341835.0,0.00446257
341839.0,0.00369207
341844.0,0.00309902
341850.0,0.00260076
341857.0,0.00216656
341866.0,0.00182367
341878.0,0.00149717
341889.0,0.00127393
341905.0,0.00107498
341925.0,9.00686E-4
341949.0,7.64444E-4
341978.0,6.57386E-4
342019.0,5.61163E-4
342074.0,4.83584E-4
342150.0,4.1891E-4
342241.0,3.70396E-4
342344.0,3.36569E-4
342448.0,3.12136E-4
342632.0,2.85824E-4
342908.0,2.68285E-4
343046.0,2.6623E-4
343323.0,2.74834E-4
343530.0,2.95207E-4
343737.0,3.35631E-4
343875.0,3.82694E-4
343996.0,4.48274E-4
344082.0,5.18721E-4
344169.0,6.23839E-4
344238.0,7.49311E-4
344297.0,9.05288E-4
344347.0,0.00109652
344390.0,0.00132875
344429.0,0.00162184
344463.0,0.00198533
344493.0,0.00243165
344521.0,0.00301032
344544.0,0.00368328
344564.0,0.00449186
344584.0,0.00561737
344600.0,0.00687072
344616.0,0.00861912
344630.0,0.0107353
344642.0,0.0133246
344653.0,0.0165465
344662.0,0.0202726
344671.0,0.0249473
344679.0,0.0311421
344686.0,0.0392252
344693.0,0.0493892
344700.0,0.0626449
344708.0,0.082274
344717.0,0.113199
344734.0,0.174863
344743.0,0.196766
344750.0,0.202737
344758.0,0.194694
344766.0,0.172985
344788.0,0.0957259
344796.0,0.0727469
344804.0,0.0554542
344810.0,0.0441653
344817.0,0.0353451
344825.0,0.0284323
344833.0,0.0229787
344841.0,0.0188249
344851.0,0.0151658
344863.0,0.0121703
344876.0,0.00974505
344891.0,0.00778255
344906.0,0.0063832
344924.0,0.00514336
344943.0,0.0042058
344966.0,0.00338809
344992.0,0.00272378
345020.0,0.00222168
345051.0,0.00183438
345087.0,0.00150217
345129.0,0.00122782
345176.0,0.00101543
345228.0,8.4922E-4
345289.0,7.11555E-4
345357.0,6.06755E-4
345450.0,5.11008E-4
345562.0,4.37275E-4
345690.0,3.85555E-4
345819.0,3.53506E-4
346011.0,3.27852E-4
346300.0,3.16179E-4
346589.0,3.26783E-4
346910.0,3.61074E-4
347167.0,4.0944E-4
347398.0,4.78927E-4
347590.0,5.67626E-4
347764.0,6.87932E-4
347899.0,8.26085E-4
348024.0,0.00101209
348120.0,0.00121635
348200.0,0.00145142
348281.0,0.00177641
348353.0,0.00218979
348419.0,0.00272369
348476.0,0.00338738
348528.0,0.00421689
348573.0,0.00522744
348613.0,0.00646895
348651.0,0.00810903
348688.0,0.0102871
348720.0,0.0128684
348752.0,0.0162705
348790.0,0.0215984
348856.0,0.0330228
348882.0,0.0359557
348901.0,0.0366756
348926.0,0.035499
348958.0,0.03115
349023.0,0.0200163
349057.0,0.0155546
349091.0,0.0121593
349127.0,0.00955274
349165.0,0.00760019
349203.0,0.00616442
349247.0,0.0050043
349292.0,0.00414353
349343.0,0.00344424
349391.0,0.00297625
349455.0,0.00254427
349536.0,0.00221578
349619.0,0.00205191
349670.0,0.00202611
349747.0,0.00209666
349805.0,0.00225673
349859.0,0.00250765
349911.0,0.00288476
349954.0,0.00335407
349994.0,0.00399815
350031.0,0.00485415
350062.0,0.00588633
350089.0,0.00712335
350114.0,0.0087314
350138.0,0.0108639
350158.0,0.0134069
350176.0,0.016751
350193.0,0.0208329
350209.0,0.0263289
350223.0,0.0329712
350236.0,0.0416847
350249.0,0.0535726
350262.0,0.0694565
350281.0,0.0977775
350301.0,0.130469
350315.0,0.142559
350320.0,0.143594
350331.0,0.13859
350344.0,0.123435
350374.0,0.0741268
350387.0,0.0572842
350401.0,0.0444078
350413.0,0.0354843
350427.0,0.0279973
350442.0,0.0223602
350458.0,0.0178106
350476.0,0.0143081
350494.0,0.0116378
350516.0,0.00936626
350539.0,0.00765584
350565.0,0.00623436
350594.0,0.00508777
350626.0,0.00414369
350662.0,0.00340447
350705.0,0.00277668
350751.0,0.0022907
350800.0,0.00191258
350861.0,0.00157769
350927.0,0.00132215
351000.0,0.00112081
351100.0,9.27553E-4
351191.0,8.05658E-4
351332.0,6.7603E-4
351508.0,5.74313E-4
351685.0,5.10684E-4
351920.0,4.60208E-4
352202.0,4.31322E-4
352391.0,4.26563E-4
352673.0,4.4213E-4
352844.0,4.70583E-4
352992.0,5.16979E-4
353098.0,5.72659E-4
353204.0,6.63471E-4
353275.0,7.59309E-4
353337.0,8.84975E-4
353392.0,0.0010535
353439.0,0.00126538
353478.0,0.00153402
353514.0,0.00188567
353544.0,0.00232004
353567.0,0.00280241
353587.0,0.00337463
353607.0,0.00417614
353622.0,0.00507468
353637.0,0.00625369
353650.0,0.00759768
353662.0,0.00947327
353672.0,0.0115285
353681.0,0.0142419
353690.0,0.0176841
353697.0,0.0221561
353704.0,0.027295
353710.0,0.0340528
353716.0,0.0432547
353722.0,0.0559314
353729.0,0.0723568
353736.0,0.0975735
353757.0,0.181385
353764.0,0.200591
353770.0,0.205459
353776.0,0.200253
353783.0,0.181908
353796.0,0.129669
353806.0,0.0882664
353813.0,0.0663244
353819.0,0.0512998
353825.0,0.0408754
353831.0,0.0323085
353837.0,0.0260172
353844.0,0.0210775
353852.0,0.016923
353860.0,0.0136312
353869.0,0.0110945
353880.0,0.0090843
353892.0,0.00732822
353907.0,0.00587164
353922.0,0.0047797
353940.0,0.00389021
353961.0,0.00312715
353983.0,0.00258997
354009.0,0.00213105
354037.0,0.00178449
354073.0,0.00147214
354112.0,0.00123484
354159.0,0.00104632
354212.0,9.00942E-4
354283.0,7.74938E-4
354371.0,6.78929E-4
354442.0,6.29793E-4
354583.0,5.72706E-4
354795.0,5.39823E-4
354901.0,5.36197E-4
355184.0,5.51243E-4
355467.0,5.94068E-4
355750.0,6.67541E-4
355979.0,7.62654E-4
356177.0,8.91118E-4
356288.0,0.00100664
356380.0,0.001157
356444.0,0.00133002
356490.0,0.00153233
356519.0,0.00173179
356548.0,0.00203918
356568.0,0.00235433
356586.0,0.00279306
356599.0,0.0032574
356611.0,0.00388972
356621.0,0.00470057
356628.0,0.00548586
356635.0,0.00662729
356640.0,0.00779456
356644.0,0.00919808
356648.0,0.0111835
356652.0,0.0136359
356655.0,0.0169915
356658.0,0.0211296
356662.0,0.0266607
356665.0,0.0339693
356668.0,0.044442
356672.0,0.0577873
356676.0,0.0770714
356680.0,0.105736
356687.0,0.155493
356698.0,0.249232
356703.0,0.282455
356709.0,0.297499
356710.0,0.297898
356716.0,0.286023
356721.0,0.257649
356730.0,0.183645
356738.0,0.116829
356743.0,0.08565
356747.0,0.0634814
356751.0,0.047346
356754.0,0.036363
356758.0,0.0280352
356761.0,0.0217144
356764.0,0.0176037
356768.0,0.014084
356772.0,0.0115659
356775.0,0.00967676
356780.0,0.00800663
356786.0,0.00672101
356793.0,0.00564781
356801.0,0.00478936
356811.0,0.00411288
356824.0,0.00348162
356841.0,0.0030126
356857.0,0.00272737
356873.0,0.0025358
356904.0,0.00231642
356952.0,0.00220234
356968.0,0.00219647
357037.0,0.00227768
357122.0,0.00253691
357221.0,0.00302156
357315.0,0.00369005
357398.0,0.00450075
357481.0,0.00557216
357596.0,0.00753221
357729.0,0.00985787
357778.0,0.0103879
357823.0,0.0105513
357894.0,0.0101347
357982.0,0.00880125
358134.0,0.00607816
358224.0,0.00481295
358310.0,0.00389945
358412.0,0.00311348
358514.0,0.00255877
358630.0,0.00211533
358747.0,0.00180496
358903.0,0.00152256
359097.0,0.00129841
359291.0,0.00115805
359525.0,0.00105514
359914.0,9.69698E-4
360458.0,9.37417E-4
361224.0,9.71702E-4
361624.0,0.0010333
361858.0,0.00111238
362013.0,0.00121361
362130.0,0.0013497
362227.0,0.00154228
362285.0,0.00171936
362344.0,0.00199219
362392.0,0.00233902
362432.0,0.00276125
362469.0,0.00332337
362499.0,0.00402091
362525.0,0.00486575
362547.0,0.00588797
362567.0,0.00724398
362584.0,0.00880099
362600.0,0.0108014
362615.0,0.0133574
362629.0,0.0168053
362642.0,0.0211507
362655.0,0.0269088
362670.0,0.0360161
362700.0,0.0575745
362714.0,0.0633138
362720.0,0.0639229
362732.0,0.0615098
362748.0,0.0527223
362775.0,0.0330306
362788.0,0.0256325
362802.0,0.0200366
362815.0,0.0158438
362829.0,0.0126748
362845.0,0.0101226
362862.0,0.00823267
362882.0,0.00660832
362903.0,0.0054022
362926.0,0.00447411
362955.0,0.00364544
362987.0,0.00303176
363018.0,0.00259865
363064.0,0.00216865
363122.0,0.00181794
363188.0,0.00156192
363270.0,0.00135896
363387.0,0.00118482
363543.0,0.00105225
363754.0,9.48843E-4
364107.0,8.51308E-4
364788.0,7.42407E-4
365540.0,6.71172E-4
365775.0,6.64102E-4
366010.0,6.8096E-4
366182.0,7.19076E-4
366295.0,7.81541E-4
366381.0,8.75128E-4
366435.0,9.71957E-4
366488.0,0.001128
366524.0,0.00128907
366560.0,0.00153045
366587.0,0.00179977
366609.0,0.0021212
366630.0,0.00254257
366649.0,0.00309765
366663.0,0.00371776
366677.0,0.00450633
366688.0,0.00542041
366699.0,0.00671093
366709.0,0.00827316
366716.0,0.0100509
366723.0,0.0121989
366728.0,0.014708
366733.0,0.0179916
366738.0,0.0221042
366742.0,0.0278835
366746.0,0.0342006
366749.0,0.042548
366753.0,0.0534913
366756.0,0.0676554
366760.0,0.0876684
366765.0,0.115509
366770.0,0.161141
366778.0,0.246735
366788.0,0.341936
366795.0,0.38821
366800.0,0.400839
366805.0,0.389524
366810.0,0.357037
366819.0,0.27391
366829.0,0.169548
366834.0,0.123581
366839.0,0.0908555
366843.0,0.0709823
366847.0,0.0560891
366850.0,0.0445427
366854.0,0.0357151
366858.0,0.0285953
366862.0,0.0231174
366866.0,0.0187147
366871.0,0.0153225
366876.0,0.0126362
366883.0,0.0103561
366890.0,0.00854141
366899.0,0.00689189
366909.0,0.00567678
366922.0,0.00458678
366936.0,0.00372256
366952.0,0.00304567
366971.0,0.00249705
366991.0,0.00208635
367015.0,0.00174196
367044.0,0.00146542
367079.0,0.00122834
367122.0,0.00104162
367178.0,8.87805E-4
367237.0,7.8317E-4
367316.0,6.94265E-4
367423.0,6.20184E-4
367602.0,5.51549E-4
367832.0,5.03878E-4
368386.0,4.46306E-4
368855.0,4.18582E-4
369792.0,3.8509E-4
371198.0,3.65423E-4
371432.0,3.65002E-4
372469.0,3.75042E-4
372970.0,3.97239E-4
373071.0,4.05813E-4
373305.0,4.51608E-4
373406.0,5.0403E-4
373457.0,5.52347E-4
373508.0,6.34242E-4
373541.0,7.25501E-4
373564.0,8.1924E-4
373587.0,9.57856E-4
373608.0,0.00114906
373624.0,0.00137436
373638.0,0.00165116
373649.0,0.00198496
373658.0,0.00238358
373666.0,0.00286458
373671.0,0.00338435
373676.0,0.00397262
373681.0,0.00482186
373685.0,0.00591719
373688.0,0.00726743
373691.0,0.00906087
373694.0,0.0113952
373697.0,0.0145843
373701.0,0.0189033
373704.0,0.0248418
373707.0,0.0324733
373710.0,0.0434036
373713.0,0.0570556
373717.0,0.076559
373722.0,0.107862
373730.0,0.169268
373739.0,0.241753
373745.0,0.272786
373750.0,0.281726
373756.0,0.270553
373762.0,0.236544
373778.0,0.110098
373782.0,0.0790433
373786.0,0.0579704
373790.0,0.0434271
373793.0,0.0333686
373796.0,0.0255326
373799.0,0.0195521
373802.0,0.015068
373805.0,0.01193
373808.0,0.00958601
373811.0,0.00759719
373815.0,0.00618556
373818.0,0.00514827
373822.0,0.00429257
373827.0,0.00361134
373832.0,0.00302375
373840.0,0.00251526
373849.0,0.00206242
373861.0,0.00169641
373875.0,0.0014008
373891.0,0.00116959
373910.0,9.89183E-4
373933.0,8.43451E-4
373956.0,7.45962E-4
373992.0,6.45639E-4
374038.0,5.71445E-4
374094.0,5.19873E-4
374198.0,4.71157E-4
374399.0,4.38817E-4
374739.0,4.28994E-4
375666.0,4.53354E-4
376511.0,5.01285E-4
376741.0,5.31843E-4
376887.0,5.68816E-4
376984.0,6.29372E-4
377039.0,7.04561E-4
377074.0,7.91487E-4
377102.0,9.1128E-4
377123.0,0.00106148
377137.0,0.00122603
377149.0,0.00143151
377159.0,0.00167593
377167.0,0.00197596
377172.0,0.00228401
377177.0,0.00267661
377181.0,0.00317006
377185.0,0.00379488
377189.0,0.00469915
377192.0,0.00580132
377195.0,0.00733054
377198.0,0.0090413
377200.0,0.0116022
377204.0,0.01523
377207.0,0.0200336
377210.0,0.0262499
377213.0,0.0346921
377217.0,0.0471458
377222.0,0.0667372
377229.0,0.102376
377238.0,0.147821
377244.0,0.169425
377250.0,0.17691
377250.0,0.176937
377255.0,0.17098
377261.0,0.151846
377270.0,0.106189
377278.0,0.0690745
377283.0,0.0490301
377287.0,0.0358327
377290.0,0.0264444
377293.0,0.019914
377296.0,0.0154218
377299.0,0.0119788
377302.0,0.00925772
377305.0,0.00724916
377308.0,0.00578099
377312.0,0.0046617
377315.0,0.00377251
377319.0,0.0031578
377323.0,0.00266353
377328.0,0.00227917
377335.0,0.00191608
377344.0,0.00161218
377355.0,0.0013653
377370.0,0.00115764
377387.0,0.00100262
377408.0,8.84942E-4
377432.0,7.99656E-4
377462.0,7.3433E-4
377503.0,6.81228E-4
377585.0,6.31415E-4
377730.0,6.08057E-4
377754.0,6.07485E-4
377996.0,6.25827E-4
378213.0,6.71944E-4
378394.0,7.44652E-4
378503.0,8.17942E-4
378612.0,9.36678E-4
378684.0,0.00106227
378739.0,0.00119958
378793.0,0.00139877
378840.0,0.00164948
378880.0,0.00196313
378916.0,0.00239093
378946.0,0.0028927
378973.0,0.00355903
378994.0,0.00429548
379016.0,0.0053393
379033.0,0.0065265
379047.0,0.00797303
379061.0,0.00984954
379073.0,0.0120616
379083.0,0.0147046
379092.0,0.0181186
379101.0,0.0226391
379110.0,0.0285313
379118.0,0.0364396
379125.0,0.0459721
379133.0,0.0596366
379142.0,0.0801392
379163.0,0.136822
379171.0,0.153066
379180.0,0.159495
379188.0,0.153641
379197.0,0.135721
379220.0,0.075369
379229.0,0.056273
379237.0,0.0432337
379245.0,0.0336082
379253.0,0.0266152
379261.0,0.0213577
379270.0,0.0171036
379280.0,0.0138072
379290.0,0.0115065
379302.0,0.00939082
379316.0,0.0075799
379332.0,0.00620285
379349.0,0.00508651
379369.0,0.00415633
379392.0,0.00343265
379418.0,0.00281321
379447.0,0.00235115
379481.0,0.00197262
379522.0,0.00165525
379571.0,0.00139745
379638.0,0.00116996
379719.0,9.99573E-4
379811.0,8.79378E-4
379881.0,8.19452E-4
380004.0,7.47671E-4
380127.0,7.01365E-4
380374.0,6.47264E-4
380867.0,5.96741E-4
383825.0,4.58356E-4
384812.0,4.31963E-4
385181.0,4.4054E-4
385366.0,4.55168E-4
385490.0,4.79071E-4
385590.0,5.13498E-4
385667.0,5.6937E-4
385717.0,6.38217E-4
385751.0,7.23037E-4
385775.0,8.12495E-4
385792.0,9.1284E-4
385810.0,0.0010775
385823.0,0.00125217
385834.0,0.00145746
385842.0,0.00169852
385848.0,0.001967
385853.0,0.00232768
385857.0,0.00272153
385860.0,0.00317648
385863.0,0.00382536
385866.0,0.00458314
385868.0,0.00561934
385871.0,0.00703717
385874.0,0.00896721
385876.0,0.0115749
385879.0,0.0150622
385881.0,0.0196623
385884.0,0.0259885
385887.0,0.0341675
385890.0,0.0462279
385893.0,0.0630763
385897.0,0.0861231
385901.0,0.121173
385907.0,0.182074
385918.0,0.298527
385924.0,0.340713
385929.0,0.35785
385930.0,0.357977
385936.0,0.343726
385941.0,0.303148
385951.0,0.198265
385958.0,0.13008
385963.0,0.0911681
385966.0,0.0670673
385970.0,0.0493541
385973.0,0.0368731
385975.0,0.027615
385978.0,0.0206879
385981.0,0.0161268
385983.0,0.012596
385985.0,0.00989718
385988.0,0.00771233
385991.0,0.00608033
385993.0,0.00489899
385996.0,0.00395698
386000.0,0.00324054
386003.0,0.00275288
386007.0,0.00235608
386012.0,0.00202554
386018.0,0.00175898
386026.0,0.00154194
386038.0,0.00130396
386052.0,0.00113184
386069.0,0.00100102
386090.0,9.00523E-4
386116.0,8.31266E-4
386150.0,7.876E-4
386183.0,7.71345E-4
386237.0,7.85041E-4
386308.0,8.56421E-4
386362.0,9.51583E-4
386425.0,0.00112521
386470.0,0.00131148
386516.0,0.00158121
386555.0,0.00192567
386588.0,0.00234492
386616.0,0.00283487
386641.0,0.003445
386664.0,0.00421542
386684.0,0.00521042
386702.0,0.00638533
386720.0,0.00799445
386736.0,0.0100386
386750.0,0.0126429
386764.0,0.0160536
386776.0,0.0202244
386788.0,0.0260669
386803.0,0.0349455
386832.0,0.0549569
386845.0,0.0603772
386851.0,0.0609572
386863.0,0.0587921
386876.0,0.0516786
386905.0,0.031134
386920.0,0.0234237
386932.0,0.0182468
386945.0,0.0144324
386958.0,0.011467
386972.0,0.00930125
386988.0,0.0074609
387006.0,0.00595879
387025.0,0.00481979
387048.0,0.00386626
387072.0,0.00314709
387097.0,0.0025925
387127.0,0.00212715
387163.0,0.00173661
387200.0,0.00144648
387248.0,0.00118681
387302.0,9.83342E-4
387370.0,8.12009E-4
387438.0,6.95677E-4
387522.0,5.96253E-4
387641.0,5.04862E-4
387776.0,4.38674E-4
387980.0,3.77892E-4
388251.0,3.30735E-4
388658.0,2.90446E-4
389290.0,2.55179E-4
390285.0,2.2387E-4
391319.0,2.06529E-4
391759.0,2.04326E-4
392254.0,2.10377E-4
392502.0,2.21898E-4
392722.0,2.45101E-4
392860.0,2.74283E-4
392963.0,3.12565E-4
393049.0,3.66117E-4
393109.0,4.25594E-4
393162.0,5.05038E-4
393204.0,5.96671E-4
393238.0,7.06116E-4
393270.0,8.49604E-4
393298.0,0.00103845
393323.0,0.00127131
393345.0,0.00156207
393365.0,0.00193853
393381.0,0.00238929
393395.0,0.00292742
393407.0,0.00355932
393419.0,0.00443627
393429.0,0.0054458
393439.0,0.00678955
393448.0,0.00851582
393456.0,0.0107421
393465.0,0.0138183
393473.0,0.017889
393485.0,0.0246903
393503.0,0.0372216
393512.0,0.0411643
393520.0,0.0425626
393527.0,0.0415532
393537.0,0.037004
393563.0,0.0202186
393572.0,0.0154817
393580.0,0.0121061
393588.0,0.0094773
393597.0,0.00758413
393605.0,0.0061841
393615.0,0.00500681
393626.0,0.00403543
393638.0,0.00329123
393651.0,0.00266162
393666.0,0.00218119
393684.0,0.00176162
393703.0,0.00144425
393725.0,0.00118713
393748.0,9.85564E-4
393777.0,8.1175E-4
393812.0,6.66365E-4
393850.0,5.60402E-4
393893.0,4.74829E-4
393940.0,4.10724E-4
394008.0,3.47363E-4
394094.0,2.97881E-4
394180.0,2.66407E-4
394318.0,2.35538E-4
394538.0,2.09679E-4
394868.0,1.92136E-4
395391.0,1.82265E-4
395777.0,1.80611E-4
396801.0,1.88023E-4
397695.0,2.07484E-4
398439.0,2.37523E-4
399035.0,2.7746E-4
399482.0,3.23851E-4
399854.0,3.82236E-4
399982.0,4.11768E-4
400010.0,4.37323E-4
400114.0,6.30417E-4
400468.0,0.00134527
400748.0,0.00198627
401045.0,0.00280122
401157.0,0.00308873
401269.0,0.00355797
401343.0,0.00406363
401413.0,0.00481161
401464.0,0.00566367
401511.0,0.0068398
401548.0,0.00825203
401581.0,0.0100659
401607.0,0.0121842
401633.0,0.0151505
401656.0,0.0188464
401677.0,0.0235762
401697.0,0.029931
401721.0,0.039703
401762.0,0.0595835
401777.0,0.0644423
401790.0,0.0659624
401803.0,0.0643904
401823.0,0.0573876
401868.0,0.0357951
401888.0,0.0280484
401909.0,0.0221829
401931.0,0.0176926
401954.0,0.0144956
401979.0,0.0119409
402008.0,0.0098714
402042.0,0.00824658
402085.0,0.00691736
402136.0,0.00593978
402194.0,0.00526048
402252.0,0.00486846
