26-Fe-56(n,&gamma;) ENDF/B-VII.1
124794.0,8.93597E-4
124835.0,0.00102415
124875.0,0.00121809
124911.0,0.00147072
124940.0,0.00176666
124967.0,0.00216358
124990.0,0.00266352
125011.0,0.00327475
125028.0,0.00402859
125044.0,0.00492985
125059.0,0.00616192
125071.0,0.0075756
125082.0,0.00945447
125091.0,0.0115692
125100.0,0.0141543
125108.0,0.0176851
125115.0,0.0220549
125121.0,0.0273242
125127.0,0.0339106
125131.0,0.04205
125135.0,0.0514028
125139.0,0.0632612
125142.0,0.0768006
125145.0,0.0967557
125148.0,0.120897
125150.0,0.153455
125153.0,0.196143
125156.0,0.258487
125160.0,0.35002
125164.0,0.488205
125173.0,0.814403
125176.0,0.908965
125180.0,0.941625
125184.0,0.906515
125188.0,0.79694
125199.0,0.402117
125202.0,0.294035
125205.0,0.22344
125208.0,0.171067
125211.0,0.132129
125214.0,0.107221
125217.0,0.0850496
125220.0,0.0689906
125224.0,0.0555031
125227.0,0.0451904
125232.0,0.0363931
125237.0,0.029757
125243.0,0.0239193
125249.0,0.0195981
125256.0,0.0159297
125264.0,0.0129049
125273.0,0.0104148
125284.0,0.00838702
125295.0,0.00689829
125308.0,0.00556849
125322.0,0.00456182
125338.0,0.00373364
125357.0,0.00302843
125378.0,0.00246934
125400.0,0.00203142
125427.0,0.00166724
125456.0,0.00138145
125491.0,0.00114365
125534.0,9.40943E-4
125576.0,8.04934E-4
125631.0,6.78775E-4
125686.0,5.9508E-4
125741.0,5.31908E-4
125830.0,4.65516E-4
125947.0,4.11853E-4
126035.0,3.87155E-4
126212.0,3.60252E-4
126447.0,3.49826E-4
126800.0,3.63686E-4
127153.0,4.02794E-4
127506.0,4.69494E-4
127801.0,5.56054E-4
128036.0,6.55177E-4
128271.0,7.99521E-4
128463.0,9.69044E-4
128639.0,0.00119342
128794.0,0.00147534
128926.0,0.00181786
129036.0,0.00221474
129147.0,0.00276708
129246.0,0.00346684
129334.0,0.00433485
129411.0,0.00537544
129489.0,0.00679376
129566.0,0.00873149
129638.0,0.0111435
129745.0,0.0157805
129834.0,0.019443
129886.0,0.0206063
129907.0,0.0207274
129948.0,0.0203634
130007.0,0.0187099
130073.0,0.0163353
130098.0,0.0158935
130115.0,0.0163729
130123.0,0.0174746
130127.0,0.0188731
130130.0,0.020671
130132.0,0.0228984
130134.0,0.0263703
130136.0,0.0306971
130138.0,0.0368924
130140.0,0.0456483
130141.0,0.0578109
130143.0,0.0744003
130145.0,0.0965307
130146.0,0.126673
130148.0,0.168641
130151.0,0.230086
130153.0,0.317106
130157.0,0.465006
130163.0,0.767757
130166.0,0.876105
130170.0,0.921554
130170.0,0.922179
130173.0,0.887017
130176.0,0.790001
130181.0,0.557832
130186.0,0.356338
130189.0,0.256326
130191.0,0.189082
130193.0,0.142348
130195.0,0.105939
130196.0,0.0819303
130198.0,0.0624252
130200.0,0.0488173
130201.0,0.0387682
130203.0,0.0314551
130205.0,0.0262017
130207.0,0.0218444
130209.0,0.0189417
130211.0,0.0164895
130214.0,0.0146943
130218.0,0.0134312
130227.0,0.0118672
130240.0,0.010534
130262.0,0.0092186
130303.0,0.00773061
130345.0,0.00664955
130416.0,0.00533826
130486.0,0.00438365
130571.0,0.00353674
130661.0,0.00289244
130764.0,0.00235344
130883.0,0.0019134
131037.0,0.00152525
131208.0,0.001241
131345.0,0.0010787
131516.0,9.3266E-4
131722.0,8.08719E-4
131995.0,7.03848E-4
132269.0,6.39445E-4
132680.0,5.9043E-4
133090.0,5.72659E-4
133706.0,5.90291E-4
134390.0,6.55288E-4
135074.0,7.68726E-4
135690.0,9.23363E-4
136238.0,0.00112081
136717.0,0.00136181
137196.0,0.0016948
137606.0,0.00209076
138017.0,0.00263749
138359.0,0.00325821
138701.0,0.00408955
139077.0,0.00532879
139440.0,0.00688986
140138.0,0.0103013
140425.0,0.0110497
140520.0,0.0111077
140781.0,0.0107541
141027.0,0.0100995
141068.0,0.0103456
141089.0,0.0108797
141099.0,0.0116243
141104.0,0.012508
141108.0,0.0139402
141111.0,0.015742
141113.0,0.0183532
141115.0,0.0218045
141117.0,0.0259184
141118.0,0.0315555
141120.0,0.0391676
141121.0,0.0492967
141123.0,0.0640575
141125.0,0.0833934
141127.0,0.110703
141129.0,0.145329
141131.0,0.198397
141134.0,0.27591
141143.0,0.584292
141147.0,0.662936
141150.0,0.686515
141153.0,0.659898
141157.0,0.580646
141163.0,0.368156
141167.0,0.24574
141170.0,0.174772
141172.0,0.128884
141174.0,0.0956891
141176.0,0.0722131
141178.0,0.055816
141179.0,0.0433599
141181.0,0.0338828
141183.0,0.0271625
141184.0,0.0228496
141186.0,0.0192753
141188.0,0.0162622
141190.0,0.0143367
141193.0,0.0129081
141197.0,0.0117146
141203.0,0.0108274
141218.0,0.00989024
141248.0,0.00919052
141374.0,0.00814085
141783.0,0.00608608
142022.0,0.0051495
142126.0,0.00484742
142171.0,0.00479078
142216.0,0.00490827
142234.0,0.00512513
142249.0,0.00555006
142258.0,0.00610331
142262.0,0.00664266
142266.0,0.00747869
142268.0,0.00846764
142271.0,0.00986138
142272.0,0.011538
142274.0,0.0139533
142276.0,0.0174088
142277.0,0.02159
142279.0,0.0271882
142280.0,0.0345883
142282.0,0.0442114
142283.0,0.0569272
142285.0,0.076057
142287.0,0.100575
142289.0,0.137614
142292.0,0.189809
142295.0,0.274813
142303.0,0.501052
142306.0,0.579148
142310.0,0.604909
142310.0,0.604969
142313.0,0.581088
142317.0,0.508132
142326.0,0.233613
142329.0,0.165937
142332.0,0.121598
142333.0,0.0922199
142335.0,0.0708949
142337.0,0.0540509
142339.0,0.0410456
142340.0,0.0312113
142342.0,0.0240893
142343.0,0.019214
142345.0,0.0155895
142347.0,0.0126081
142348.0,0.0107491
142350.0,0.00923655
142352.0,0.00797355
142355.0,0.00702932
142358.0,0.00635073
142361.0,0.00592596
142367.0,0.00540751
142380.0,0.00485243
142400.0,0.00442704
142432.0,0.00410906
142484.0,0.00381725
142679.0,0.00325658
143004.0,0.00264114
143328.0,0.00217849
143710.0,0.00176144
144136.0,0.00142661
144683.0,0.00111446
145169.0,9.15867E-4
145777.0,7.37135E-4
146263.0,6.28252E-4
146871.0,5.24577E-4
147600.0,4.30578E-4
148420.0,3.55319E-4
149417.0,2.92973E-4
149547.0,2.89803E-4
149660.0,2.96821E-4
149696.0,3.077E-4
149727.0,3.29298E-4
149745.0,3.56086E-4
149760.0,3.98631E-4
149769.0,4.47929E-4
149776.0,5.07655E-4
149780.0,5.77373E-4
149782.0,6.50232E-4
149784.0,7.46748E-4
149786.0,8.62802E-4
149787.0,0.00103233
149789.0,0.0012738
149791.0,0.00159509
149792.0,0.00198138
149793.0,0.00249754
149794.0,0.00318278
149796.0,0.00408356
149797.0,0.0052557
149798.0,0.00676311
149800.0,0.00899422
149801.0,0.0117232
149803.0,0.0155734
149804.0,0.0204546
149806.0,0.0274953
149808.0,0.0378315
149810.0,0.0514913
149813.0,0.0741072
149818.0,0.120107
149823.0,0.170472
149827.0,0.192772
149830.0,0.200283
149833.0,0.192764
149837.0,0.17164
149842.0,0.123083
149847.0,0.0769966
149849.0,0.053838
149852.0,0.0383525
149854.0,0.0279831
149856.0,0.0211061
149857.0,0.0160928
149859.0,0.0121315
149860.0,0.00905588
149862.0,0.00688325
149863.0,0.00521565
149864.0,0.00405206
149866.0,0.00315866
149867.0,0.00247854
149868.0,0.00196631
149870.0,0.00154709
149871.0,0.00124611
149872.0,0.00103082
149874.0,8.5221E-4
149876.0,7.16823E-4
149879.0,6.20637E-4
149881.0,5.48608E-4
149885.0,4.93823E-4
149891.0,4.44443E-4
149900.0,3.94811E-4
149911.0,3.58838E-4
149933.0,3.20571E-4
149967.0,2.93902E-4
150021.0,2.75987E-4
150220.0,2.55247E-4
151248.0,2.16161E-4
151865.0,1.99379E-4
152790.0,1.85788E-4
153047.0,1.88274E-4
153304.0,1.99635E-4
153432.0,2.17076E-4
153532.0,2.42065E-4
153600.0,2.7493E-4
153645.0,3.1053E-4
153679.0,3.49947E-4
153713.0,4.08748E-4
153741.0,4.78925E-4
153764.0,5.62943E-4
153786.0,6.83607E-4
153803.0,8.14228E-4
153819.0,9.91932E-4
153834.0,0.00122689
153847.0,0.00151886
153857.0,0.00183912
153866.0,0.00227202
153875.0,0.00282111
153882.0,0.0035093
153888.0,0.00432731
153894.0,0.00532559
153898.0,0.00640529
153901.0,0.00772274
153904.0,0.00919273
153907.0,0.011257
153909.0,0.0136009
153912.0,0.0169765
153914.0,0.0211147
153916.0,0.0267224
153918.0,0.0345
153920.0,0.0446488
153922.0,0.0579415
153925.0,0.0775965
153927.0,0.10369
153930.0,0.141354
153934.0,0.207062
153942.0,0.349481
153945.0,0.401912
153949.0,0.427689
153950.0,0.429619
153953.0,0.41565
153957.0,0.372287
153963.0,0.263919
153968.0,0.168019
153971.0,0.122574
153974.0,0.0926365
153976.0,0.0701701
153979.0,0.0527474
153981.0,0.0406589
153983.0,0.0314973
153985.0,0.0246967
153987.0,0.0196546
153989.0,0.0159278
153991.0,0.0128338
153994.0,0.0104052
153997.0,0.00878706
154000.0,0.00714571
154004.0,0.00599186
154008.0,0.00495403
154013.0,0.00406439
154020.0,0.00328686
154027.0,0.00266435
154036.0,0.00214363
154046.0,0.00173528
154057.0,0.00140734
154070.0,0.00114789
154085.0,9.36051E-4
154102.0,7.62034E-4
154122.0,6.28323E-4
154146.0,5.20755E-4
154173.0,4.34751E-4
154201.0,3.75542E-4
154232.0,3.277E-4
154278.0,2.82041E-4
154334.0,2.45898E-4
154390.0,2.22747E-4
154483.0,1.98955E-4
154576.0,1.84372E-4
154761.0,1.67903E-4
155039.0,1.55819E-4
155873.0,1.40887E-4
156985.0,1.3334E-4
157837.0,1.30923E-4
159282.0,1.34807E-4
160004.0,1.43946E-4
160365.0,1.5223E-4
160726.0,1.68748E-4
160907.0,1.85208E-4
161057.0,2.07938E-4
161148.0,2.28667E-4
161230.0,2.57384E-4
161308.0,2.99509E-4
161367.0,3.48613E-4
161415.0,4.0626E-4
161457.0,4.7893E-4
161496.0,5.77883E-4
161528.0,6.96E-4
161555.0,8.40196E-4
161579.0,0.00101709
161602.0,0.00125402
161620.0,0.00153581
161636.0,0.00187172
161651.0,0.00229871
161664.0,0.00281826
161675.0,0.00343277
161686.0,0.00429321
161696.0,0.00536674
161704.0,0.00662934
161711.0,0.00813587
161717.0,0.0100267
161722.0,0.0124055
161727.0,0.0152354
161731.0,0.0185355
161734.0,0.0225107
161737.0,0.027538
161739.0,0.0344155
161742.0,0.042928
161744.0,0.0546589
161747.0,0.0687272
161749.0,0.0876781
161751.0,0.112933
161754.0,0.149062
161756.0,0.198035
161760.0,0.273072
161764.0,0.394165
161772.0,0.647594
161776.0,0.741073
161780.0,0.773083
161780.0,0.773414
161784.0,0.747737
161787.0,0.676882
161793.0,0.494039
161799.0,0.311941
161802.0,0.226179
161805.0,0.166434
161808.0,0.123858
161811.0,0.0937204
161813.0,0.0729925
161815.0,0.05735
161818.0,0.0448866
161820.0,0.0358449
161823.0,0.0292637
161825.0,0.0239977
161828.0,0.0201593
161832.0,0.0162607
161836.0,0.0134382
161841.0,0.0111275
161846.0,0.00912142
161852.0,0.00753854
161859.0,0.00619782
161867.0,0.00505871
161876.0,0.00409785
161887.0,0.00329783
161899.0,0.00268124
161912.0,0.00220189
161929.0,0.00176312
161947.0,0.00142339
161966.0,0.00117634
161988.0,9.65746E-4
162012.0,8.04112E-4
162043.0,6.6325E-4
162078.0,5.50125E-4
162120.0,4.58847E-4
162165.0,3.93318E-4
162229.0,3.31915E-4
162311.0,2.84617E-4
162396.0,2.55327E-4
162488.0,2.34446E-4
162662.0,2.13593E-4
162895.0,2.03187E-4
163127.0,2.00935E-4
163596.0,2.09219E-4
164184.0,2.33968E-4
164658.0,2.63912E-4
165131.0,3.06182E-4
165605.0,3.64617E-4
166019.0,4.39036E-4
166374.0,5.29021E-4
166730.0,6.57745E-4
166966.0,7.76314E-4
167203.0,9.34819E-4
167426.0,0.00113036
167650.0,0.00140995
167841.0,0.00174438
168000.0,0.00212572
168166.0,0.00267171
168300.0,0.00328581
168435.0,0.00413053
168547.0,0.00509813
168659.0,0.00643293
168749.0,0.00791412
168827.0,0.00971737
168883.0,0.0115424
168928.0,0.013648
168962.0,0.0159969
168990.0,0.0189937
169009.0,0.0222254
169025.0,0.0259241
169038.0,0.0307959
169049.0,0.036866
169059.0,0.0445714
169066.0,0.0535846
169073.0,0.0644082
169078.0,0.0777761
169083.0,0.094771
169088.0,0.11743
169092.0,0.147867
169096.0,0.187088
169101.0,0.243598
169106.0,0.327966
169113.0,0.479155
169121.0,0.666309
169127.0,0.739017
169130.0,0.75255
169134.0,0.732885
169139.0,0.657245
169154.0,0.341547
169159.0,0.254764
169163.0,0.194889
169167.0,0.153589
169172.0,0.121633
169176.0,0.0989693
169181.0,0.0827279
169186.0,0.069524
169192.0,0.0585679
169199.0,0.0494746
169208.0,0.0422253
169220.0,0.0354541
169232.0,0.0310943
169250.0,0.0269141
169277.0,0.0235609
169304.0,0.0216441
169357.0,0.0195368
169694.0,0.0109829
169829.0,0.00828851
169954.0,0.00640952
170074.0,0.00507791
170195.0,0.0040873
170339.0,0.00322116
170484.0,0.00259598
170652.0,0.00207008
170821.0,0.00168986
171013.0,0.00137426
171206.0,0.0011437
171446.0,9.34997E-4
171687.0,7.85801E-4
171976.0,6.59546E-4
172265.0,5.74741E-4
172554.0,5.25841E-4
172746.0,5.18183E-4
172891.0,5.39868E-4
172963.0,5.66957E-4
173011.0,6.05182E-4
173046.0,6.50113E-4
173077.0,7.28367E-4
173098.0,8.26111E-4
173112.0,9.32347E-4
173123.0,0.00107777
173130.0,0.00124393
173136.0,0.00143235
173139.0,0.00164915
173142.0,0.00192393
173145.0,0.00230121
173147.0,0.00279643
173149.0,0.00339169
173151.0,0.00422479
173153.0,0.00538484
173155.0,0.00680153
173156.0,0.00855328
173158.0,0.010958
173160.0,0.0140491
173162.0,0.0186949
173164.0,0.0246571
173166.0,0.0337035
173169.0,0.0455277
173172.0,0.0645958
173182.0,0.133818
173186.0,0.151832
173190.0,0.158373
173190.0,0.158385
173194.0,0.152593
173197.0,0.136459
173203.0,0.0973206
173208.0,0.0614292
173211.0,0.0438507
173214.0,0.0316625
173216.0,0.0237752
173218.0,0.0176005
173220.0,0.0132514
173222.0,0.0102151
173224.0,0.00789615
173226.0,0.00615521
173228.0,0.00497681
173229.0,0.00400149
173231.0,0.00326133
173233.0,0.00275392
173235.0,0.0023108
173238.0,0.00196267
173241.0,0.00173667
173246.0,0.00150523
173251.0,0.00134221
173260.0,0.00118587
173271.0,0.00108397
173282.0,0.00102926
173304.0,9.89057E-4
173339.0,0.00102091
173374.0,0.00112279
173406.0,0.00127867
173439.0,0.0015119
173467.0,0.00180751
173492.0,0.00219408
173512.0,0.0026417
173532.0,0.00327
173550.0,0.00405253
173564.0,0.00495539
173578.0,0.00615927
173590.0,0.00759442
173600.0,0.00945756
173610.0,0.0117469
173618.0,0.0143259
173625.0,0.0178763
173632.0,0.0219892
173638.0,0.0271413
173644.0,0.0346471
173650.0,0.0441425
173656.0,0.0571042
173663.0,0.0760522
173679.0,0.131243
173685.0,0.144856
173690.0,0.148253
173695.0,0.143884
173702.0,0.12702
173719.0,0.0719357
173726.0,0.0538983
173732.0,0.0412995
173738.0,0.0325407
173744.0,0.0259634
173750.0,0.0205283
173758.0,0.0164935
173765.0,0.0133253
173774.0,0.0107188
173783.0,0.00871032
173794.0,0.00705267
173806.0,0.00575903
173819.0,0.00466092
173835.0,0.00376832
173852.0,0.00307196
173871.0,0.00252833
173894.0,0.0020424
173918.0,0.00169271
173946.0,0.00140291
173978.0,0.00116561
174020.0,9.57125E-4
174069.0,7.92052E-4
174130.0,6.56898E-4
174203.0,5.52698E-4
174276.0,4.83849E-4
174393.0,4.13375E-4
174511.0,3.68925E-4
174686.0,3.27027E-4
174921.0,2.93892E-4
175253.0,2.67421E-4
175605.0,2.54161E-4
175644.0,2.5395E-4
175732.0,2.58779E-4
175783.0,2.71008E-4
175810.0,2.92503E-4
175821.0,3.10468E-4
175829.0,3.33955E-4
175834.0,3.64273E-4
175838.0,4.01789E-4
175841.0,4.56696E-4
175843.0,5.25314E-4
175844.0,6.11908E-4
175846.0,7.38468E-4
175847.0,8.79892E-4
175849.0,0.00107635
175850.0,0.00134894
175852.0,0.00171468
175853.0,0.00220025
175855.0,0.00283805
175856.0,0.00366388
175857.0,0.00472256
175859.0,0.00631186
175861.0,0.00836182
175863.0,0.0113721
175865.0,0.0156291
175867.0,0.0215863
175870.0,0.0306185
175874.0,0.0451605
175882.0,0.0811552
175886.0,0.0953456
175889.0,0.100517
175890.0,0.10061
175893.0,0.09741
175897.0,0.0882321
175902.0,0.0664116
175908.0,0.0393525
175911.0,0.02715
175914.0,0.0193815
175916.0,0.0143154
175918.0,0.0105602
175920.0,0.00786789
175921.0,0.00595525
175923.0,0.00446987
175924.0,0.00343772
175926.0,0.00264831
175927.0,0.00208854
175928.0,0.00165546
175930.0,0.0013237
175931.0,0.00107204
175933.0,8.8242E-4
175934.0,7.17023E-4
175936.0,6.01248E-4
175937.0,5.20555E-4
175940.0,4.49603E-4
175942.0,3.9688E-4
175946.0,3.6154E-4
175951.0,3.31135E-4
175960.0,3.06172E-4
175975.0,2.82823E-4
176006.0,2.62581E-4
176082.0,2.47278E-4
176310.0,2.3814E-4
176614.0,2.35728E-4
177221.0,2.3966E-4
177980.0,2.59887E-4
178504.0,2.89153E-4
178812.0,3.2126E-4
179017.0,3.57668E-4
179171.0,4.03957E-4
179274.0,4.54962E-4
179364.0,5.28991E-4
179428.0,6.16618E-4
179475.0,7.17329E-4
179516.0,8.52046E-4
179548.0,0.00100856
179573.0,0.00119446
179596.0,0.00142884
179614.0,0.00170735
179630.0,0.0020422
179647.0,0.00252266
179660.0,0.00310268
179671.0,0.00379827
179682.0,0.0047155
179690.0,0.00571566
179698.0,0.00699146
179704.0,0.0085097
179710.0,0.0105771
179715.0,0.0130076
179720.0,0.0161631
179724.0,0.0197672
179728.0,0.0247493
179731.0,0.0308213
179734.0,0.0384127
179738.0,0.0498798
179742.0,0.0660821
179746.0,0.0882462
179752.0,0.12794
179761.0,0.194656
179765.0,0.216606
179770.0,0.226987
179770.0,0.227033
179774.0,0.22182
179778.0,0.20135
179785.0,0.152331
179793.0,0.0976497
179797.0,0.0724557
179801.0,0.0547506
179804.0,0.0430367
179807.0,0.0343485
179811.0,0.02775
179814.0,0.022061
179818.0,0.0178383
179822.0,0.0146096
179826.0,0.0121262
179832.0,0.009957
179837.0,0.00825173
179844.0,0.00681655
179851.0,0.00560365
179860.0,0.00460618
179870.0,0.00374039
179882.0,0.00306059
179895.0,0.00251637
179910.0,0.00209765
179929.0,0.00172183
179952.0,0.0014307
179980.0,0.00119737
180012.0,0.00102764
180044.0,9.19814E-4
180095.0,8.19085E-4
180146.0,7.68896E-4
180223.0,7.46664E-4
180317.0,7.73644E-4
180420.0,8.58244E-4
180497.0,9.64719E-4
180574.0,0.00112392
180639.0,0.00132185
180705.0,0.0016127
180756.0,0.00194272
180799.0,0.00233202
180838.0,0.00283202
180873.0,0.00345699
180902.0,0.00420182
180930.0,0.00518953
180955.0,0.00642532
180974.0,0.00779754
180991.0,0.00948806
181005.0,0.0116096
181016.0,0.0138119
181023.0,0.0161635
181030.0,0.0190256
181035.0,0.0226161
181038.0,0.0267792
181042.0,0.0321684
181045.0,0.0395635
181048.0,0.0485821
181050.0,0.0606976
181054.0,0.079196
181057.0,0.105259
181061.0,0.14308
181072.0,0.271088
181076.0,0.308663
181080.0,0.320425
181084.0,0.31092
181089.0,0.27775
181100.0,0.161789
181104.0,0.129564
181107.0,0.110155
181111.0,0.0978476
181114.0,0.0924009
181116.0,0.0918616
181120.0,0.0944706
181125.0,0.105742
181130.0,0.124944
181135.0,0.153336
181140.0,0.189212
181144.0,0.237319
181149.0,0.310384
181155.0,0.419041
181170.0,0.723731
181175.0,0.796698
181180.0,0.823197
181185.0,0.799762
181191.0,0.712894
181207.0,0.37779
181212.0,0.28287
181217.0,0.219585
181222.0,0.174312
181226.0,0.139018
181232.0,0.110623
181237.0,0.0899036
181243.0,0.0735428
181249.0,0.0595847
181256.0,0.048317
181264.0,0.039478
181273.0,0.0323678
181283.0,0.0260776
181296.0,0.0208038
181309.0,0.0168136
181324.0,0.0135408
181340.0,0.0110599
181358.0,0.00900063
181380.0,0.00721236
181405.0,0.00576963
181431.0,0.00470555
181461.0,0.00383558
181493.0,0.00317231
181532.0,0.00258913
181574.0,0.00214855
181620.0,0.00180623
181675.0,0.00152024
181735.0,0.00129699
181810.0,0.00110454
181900.0,9.51189E-4
182020.0,8.22914E-4
182139.0,7.44744E-4
182319.0,6.79504E-4
182559.0,6.44214E-4
182724.0,6.3953E-4
183159.0,6.71093E-4
183678.0,7.64559E-4
184155.0,8.9856E-4
184672.0,0.00110638
185110.0,0.00134985
185587.0,0.00171104
186064.0,0.00220079
186532.0,0.00283103
186800.0,0.00331633
186895.0,0.00362887
186942.0,0.00394227
186970.0,0.00428441
186993.0,0.00482681
187009.0,0.00549622
187019.0,0.00619297
187027.0,0.0070629
187034.0,0.00828546
187038.0,0.00970598
187042.0,0.0114952
187045.0,0.0135013
187048.0,0.016413
187051.0,0.019853
187053.0,0.0244943
187056.0,0.0310902
187058.0,0.0400072
187061.0,0.0518112
187063.0,0.068653
187067.0,0.0935272
187070.0,0.132195
187081.0,0.258998
187086.0,0.298656
187090.0,0.312616
187090.0,0.312662
187094.0,0.302701
187097.0,0.275552
187103.0,0.209087
187110.0,0.130479
187113.0,0.0952944
187116.0,0.0707475
187119.0,0.0543315
187121.0,0.0416337
187124.0,0.0320949
187127.0,0.0254407
187129.0,0.0203763
187132.0,0.0167313
187135.0,0.0137549
187138.0,0.0114763
187142.0,0.0097478
187147.0,0.00837544
187154.0,0.00719488
187162.0,0.00635748
187173.0,0.00563538
187188.0,0.00504914
187207.0,0.00465403
187244.0,0.00428953
187296.0,0.00410274
187396.0,0.0040326
187758.0,0.00410476
187975.0,0.00407299
188018.0,0.00415708
188024.0,0.00434712
188028.0,0.00468806
188032.0,0.00527486
188034.0,0.00608451
188037.0,0.00716193
188039.0,0.00870426
188041.0,0.0108417
188044.0,0.0136964
188046.0,0.0179731
188049.0,0.024168
188053.0,0.0345262
188061.0,0.0577871
188065.0,0.0662822
188069.0,0.0705266
188070.0,0.0706868
188073.0,0.0685003
188077.0,0.061021
188084.0,0.0427314
188089.0,0.0276736
188093.0,0.0201513
188095.0,0.0153261
188098.0,0.0116919
188100.0,0.00945982
188102.0,0.00763351
188105.0,0.00635807
188107.0,0.00564224
188110.0,0.00488939
188114.0,0.00443084
188118.0,0.00417428
188128.0,0.00404943
188265.0,0.00383624
189288.0,0.00255004
189483.0,0.00240908
189531.0,0.00239903
189653.0,0.0024805
189726.0,0.00270188
189773.0,0.00302115
189807.0,0.00346774
189831.0,0.00398175
189849.0,0.00459272
189865.0,0.00535104
189879.0,0.00639362
189890.0,0.00760564
189899.0,0.00915974
189907.0,0.011056
189914.0,0.0134206
189920.0,0.0162492
189925.0,0.0199981
189930.0,0.0249956
189935.0,0.0316156
189940.0,0.0410314
189945.0,0.0541415
189955.0,0.0839573
189963.0,0.10785
189969.0,0.11885
189975.0,0.121461
189982.0,0.120211
189988.0,0.124221
189992.0,0.133339
189997.0,0.153208
190003.0,0.193254
190011.0,0.259236
190016.0,0.281882
190020.0,0.288761
190024.0,0.279024
190029.0,0.249131
190043.0,0.121021
190047.0,0.0905556
190051.0,0.0678555
190054.0,0.0519999
190058.0,0.0409773
190061.0,0.0328624
190064.0,0.026918
190068.0,0.0220454
190073.0,0.0180153
190078.0,0.014694
190085.0,0.0119899
190093.0,0.00984354
190101.0,0.00812627
190112.0,0.00669129
190125.0,0.00553059
190140.0,0.00467792
190159.0,0.00389886
190181.0,0.00330308
190207.0,0.00283966
190237.0,0.00248995
190280.0,0.00216809
190344.0,0.0018777
190420.0,0.00166804
190547.0,0.00145762
190740.0,0.00126447
191038.0,0.00107286
191448.0,8.98986E-4
191830.0,7.96688E-4
192128.0,7.64369E-4
192308.0,7.84294E-4
192415.0,8.26397E-4
192521.0,9.15425E-4
192600.0,0.00104367
192654.0,0.00118593
192704.0,0.0013971
192746.0,0.00167345
192780.0,0.00201498
192808.0,0.00243135
192831.0,0.00294947
192853.0,0.00361393
192871.0,0.0044487
192888.0,0.00552192
192902.0,0.00681332
192914.0,0.00837344
192924.0,0.0103153
192934.0,0.012688
192942.0,0.0158409
192950.0,0.019634
192957.0,0.0245419
192962.0,0.0302575
192967.0,0.0368278
192972.0,0.0459051
192976.0,0.0565918
192980.0,0.0716401
192983.0,0.0899117
192987.0,0.116267
192992.0,0.151815
192997.0,0.206507
193010.0,0.376821
193015.0,0.425329
193020.0,0.440311
193024.0,0.429522
193029.0,0.387224
193038.0,0.271402
193045.0,0.186328
193050.0,0.136578
193054.0,0.104529
193058.0,0.0831147
193062.0,0.0647342
193066.0,0.0510155
193071.0,0.0409822
193076.0,0.0326409
193081.0,0.0266239
193087.0,0.0219116
193094.0,0.0177032
193102.0,0.0142582
193111.0,0.0114239
193121.0,0.00915
193133.0,0.00745543
193144.0,0.00619151
193159.0,0.00498793
193177.0,0.00401189
193196.0,0.0032724
193219.0,0.0026465
193242.0,0.00221865
193270.0,0.00184261
193302.0,0.00153699
193343.0,0.0012775
193390.0,0.00107339
193442.0,9.2354E-4
193509.0,7.94887E-4
193588.0,6.93836E-4
193694.0,6.08742E-4
193847.0,5.3444E-4
194067.0,4.76361E-4
194286.0,4.47699E-4
194469.0,4.39649E-4
194689.0,4.51224E-4
194853.0,4.83155E-4
194991.0,5.37616E-4
195100.0,6.1514E-4
195183.0,7.0924E-4
195250.0,8.25612E-4
195315.0,9.92002E-4
195366.0,0.00119099
195411.0,0.00144486
195451.0,0.00177695
195484.0,0.00216714
195515.0,0.002692
195540.0,0.00330871
195565.0,0.004136
195585.0,0.00510594
195602.0,0.00624867
195618.0,0.00776503
195633.0,0.00960467
195646.0,0.0118495
195659.0,0.0149619
195669.0,0.0186613
195679.0,0.0230348
195690.0,0.02954
195700.0,0.0380873
195711.0,0.0504199
195736.0,0.0831916
195745.0,0.0905082
195750.0,0.0916597
195757.0,0.0898314
195766.0,0.0812468
195793.0,0.0464278
195803.0,0.0357382
195813.0,0.0277013
195823.0,0.0218092
195834.0,0.0174898
195845.0,0.0141009
195857.0,0.0113623
195871.0,0.00902093
195887.0,0.00722226
195903.0,0.00585217
195922.0,0.00470378
195943.0,0.00383905
195967.0,0.00309132
195992.0,0.00252755
196022.0,0.00206552
196054.0,0.00170161
196091.0,0.00139702
196136.0,0.00114164
196190.0,9.30372E-4
196252.0,7.6541E-4
196326.0,6.33334E-4
196409.0,5.33863E-4
196518.0,4.46304E-4
196656.0,3.76659E-4
196793.0,3.31093E-4
196994.0,2.87498E-4
197287.0,2.48856E-4
197653.0,2.2013E-4
198165.0,1.96843E-4
198824.0,1.82591E-4
199117.0,1.81001E-4
199519.0,1.85378E-4
199822.0,1.95419E-4
200101.0,2.15099E-4
200302.0,2.40593E-4
200487.0,2.79187E-4
200639.0,3.30641E-4
200765.0,3.98262E-4
200866.0,4.80859E-4
200941.0,5.70658E-4
201017.0,6.99631E-4
201080.0,8.541E-4
201137.0,0.0010546
201187.0,0.00131108
201231.0,0.00163337
201269.0,0.00202655
201303.0,0.00252066
201331.0,0.00310802
201358.0,0.00387824
201380.0,0.00473127
201400.0,0.00585994
201418.0,0.00723176
201435.0,0.00900432
201451.0,0.0113089
201464.0,0.014112
201475.0,0.0173936
201486.0,0.0214978
201494.0,0.0263203
