40-Zr-90(n,&gamma;) ENDF/B-VII.1
28831.3,0.0246214
28833.3,0.0202195
28835.6,0.0163979
28838.4,0.0131188
28841.4,0.010601
28844.9,0.0084926
28848.6,0.00693567
28852.7,0.00563837
28857.3,0.00457994
28862.8,0.00368971
28868.5,0.00300527
28875.4,0.00241718
28883.0,0.00195605
28891.2,0.00159344
28900.9,0.00129044
28911.9,0.0010439
28924.6,8.44761E-4
28938.8,6.89324E-4
28954.0,5.69061E-4
28972.8,4.64453E-4
28994.2,3.82456E-4
29015.7,3.24674E-4
29038.1,2.81693E-4
29069.9,2.38108E-4
29108.0,2.02541E-4
29146.1,1.79607E-4
29197.0,1.579E-4
29260.5,1.40717E-4
29336.7,1.27581E-4
29438.4,1.17467E-4
29590.9,1.0972E-4
29845.0,1.04537E-4
30048.3,1.03742E-4
30759.9,1.09867E-4
31471.5,1.22116E-4
32441.4,1.49959E-4
33087.7,1.7949E-4
33577.4,2.13817E-4
33929.9,2.52468E-4
34184.5,2.96508E-4
34380.3,3.4997E-4
34517.4,4.07439E-4
34634.9,4.81992E-4
34732.9,5.76388E-4
34811.2,6.90019E-4
34879.8,8.38459E-4
34928.7,9.908E-4
34977.7,0.00120823
35021.7,0.00149302
35056.0,0.00181189
35085.4,0.00218635
35109.9,0.00261626
35134.4,0.00320678
35156.4,0.00394937
35176.0,0.00487153
35193.1,0.00599294
35208.8,0.00740979
35223.2,0.00923851
35235.2,0.0113463
35247.0,0.0142057
35256.8,0.0175169
35265.3,0.0214625
35273.7,0.0267102
35281.4,0.0334608
35288.3,0.0419562
35294.3,0.0519756
35299.9,0.0644267
35305.0,0.0800763
35309.9,0.100031
35314.8,0.126585
35320.0,0.163808
35332.2,0.27489
35336.1,0.301017
35340.0,0.310683
35342.7,0.305825
35347.7,0.275535
35359.9,0.164619
35365.3,0.126128
35370.5,0.0981984
35375.4,0.0786895
35380.9,0.0624505
35386.8,0.0498223
35393.2,0.0397075
35400.1,0.0319521
35407.6,0.0257904
35416.4,0.0205419
35425.7,0.0165606
35436.7,0.0131846
35448.2,0.0106612
35461.9,0.00850685
35477.1,0.00682391
35494.7,0.00544029
35513.8,0.00438369
35535.9,0.00352441
35560.3,0.00285389
35584.8,0.00237374
35614.2,0.00195993
35648.5,0.00161925
35682.7,0.00137508
35731.7,0.00113197
35790.5,9.4123E-4
35849.2,8.15036E-4
35927.6,7.0544E-4
36025.5,6.23217E-4
36162.6,5.61022E-4
36338.8,5.28892E-4
36475.9,5.235E-4
36789.3,5.47054E-4
37181.0,6.20176E-4
37592.3,7.42896E-4
37925.2,8.8316E-4
38277.8,0.00109175
38518.4,0.00128913
38703.2,0.00147659
38949.5,0.00180086
39134.3,0.00214153
39257.5,0.00246796
39334.4,0.00278971
39390.3,0.00315384
39419.5,0.00349833
39440.7,0.00391456
39457.7,0.00447251
39470.5,0.00516318
39481.1,0.00610229
39487.5,0.00695583
39494.2,0.00828679
39499.1,0.00968636
39503.5,0.0115284
39507.6,0.0139768
39511.0,0.0170543
39513.7,0.0204955
39516.1,0.0246674
39518.0,0.0296083
39519.5,0.0352423
39521.0,0.0429811
39522.1,0.0522037
39523.1,0.0636791
39524.0,0.0775472
39524.8,0.0969403
39525.5,0.119706
39526.3,0.150124
39527.0,0.193314
39527.8,0.248505
39528.5,0.320358
39529.3,0.42398
39530.2,0.560578
39531.1,0.756391
39532.2,1.04917
39533.7,1.51125
39537.0,2.71367
39538.6,3.0897
39540.0,3.21286
39541.3,3.11431
39542.8,2.77136
39545.0,2.01405
39547.1,1.26903
39548.3,0.899526
39549.3,0.654705
39550.3,0.484311
39551.1,0.361045
39551.9,0.27601
39552.6,0.215433
39553.4,0.166405
39554.2,0.130016
39555.0,0.103249
39555.8,0.0820901
39556.7,0.0669907
39557.6,0.0548068
39558.6,0.0462159
39559.8,0.0384209
39561.4,0.0317385
39563.2,0.0266289
39565.5,0.0219535
39568.3,0.0181019
39571.6,0.0149228
39575.6,0.0123017
39579.8,0.0104139
39584.7,0.00892476
39590.8,0.00766612
39598.9,0.00657132
39607.3,0.00583934
39615.8,0.00535676
39632.7,0.00480651
39653.4,0.00446976
39683.4,0.00430779
39698.5,0.00427763
39758.6,0.00440275
39848.8,0.00489605
39957.1,0.00583775
40029.2,0.00676922
40092.4,0.00796545
40137.5,0.00924599
40173.6,0.0107713
40205.1,0.0128292
40227.7,0.0150765
40246.5,0.0178616
40261.5,0.0211145
40274.7,0.0252053
40286.0,0.0301996
40297.0,0.0372496
40306.2,0.04561
40314.5,0.0560208
40322.4,0.0695527
40331.2,0.0900167
40348.6,0.141788
40354.6,0.154889
40360.0,0.15917
40364.8,0.155873
40372.6,0.138772
40388.6,0.0914884
40397.6,0.0709154
40406.4,0.0564025
40415.6,0.0457847
40426.2,0.0374844
40437.4,0.0315152
40448.7,0.0274619
40463.7,0.0239042
40478.8,0.0216532
40504.3,0.019536
40537.4,0.0185118
40552.4,0.0184151
40588.6,0.0188155
40645.8,0.0205246
40708.9,0.0237792
40772.0,0.0285369
40835.1,0.0353073
40887.7,0.0432199
40940.3,0.0542594
40987.6,0.0682977
41029.7,0.0858365
41066.5,0.10717
41098.1,0.132118
41129.6,0.166159
41155.9,0.204541
41182.2,0.255813
41208.5,0.324744
41237.4,0.426918
41269.5,0.575497
41308.4,0.765404
41329.5,0.825479
41339.8,0.833318
41358.9,0.80626
41386.8,0.693681
41435.7,0.45386
41463.6,0.348867
41487.3,0.280858
41513.6,0.223771
41539.9,0.181224
41571.4,0.14377
41603.0,0.116593
41639.8,0.0936392
41681.9,0.0750912
41718.7,0.0633887
41763.3,0.0530775
41815.1,0.0448676
41862.0,0.0399724
41918.3,0.0366926
41955.9,0.035993
41999.7,0.0368813
42046.6,0.0403968
42084.2,0.0458526
42121.7,0.0544948
42163.0,0.0681723
42209.9,0.0855321
42235.0,0.0911514
42247.5,0.0919222
42272.5,0.0887974
42305.7,0.0772867
42365.1,0.0525453
42402.1,0.0408549
42436.2,0.0328788
42473.7,0.026495
42516.0,0.0213881
42562.9,0.017395
42619.2,0.0140647
42684.9,0.0113996
42750.6,0.00952936
42825.7,0.00798876
42925.9,0.00654239
43026.0,0.00552142
43151.2,0.0046149
43301.4,0.00386686
43476.6,0.00330055
43651.8,0.00297029
43802.0,0.00286489
43914.6,0.00292261
44002.3,0.00306287
44098.9,0.00339287
44171.4,0.00382809
44235.3,0.00443503
44286.5,0.00516312
44337.6,0.00624323
44381.3,0.00762185
44418.6,0.00933419
44450.6,0.0114541
44475.7,0.0137673
44499.6,0.016798
44523.6,0.0210775
44544.4,0.0263609
44561.5,0.0323943
44577.7,0.0403254
44592.6,0.0504415
44606.7,0.0638152
44619.5,0.0807309
44631.5,0.102734
44642.2,0.129383
44653.5,0.167585
44666.4,0.225344
44685.5,0.323277
44694.0,0.351869
44699.9,0.358232
44708.5,0.345109
44720.0,0.2961
44740.2,0.193409
44750.9,0.151023
44761.5,0.118909
44772.2,0.0949152
44784.2,0.0750514
44795.9,0.0607918
44810.3,0.0480472
44825.8,0.0382693
44842.8,0.0305495
44861.2,0.0245788
44882.8,0.0195798
44903.6,0.0161048
44930.2,0.0128938
44956.8,0.0105848
44985.6,0.00875768
45024.0,0.00701865
45062.4,0.00578298
45107.1,0.00474737
45151.9,0.00399608
45215.8,0.00323214
45279.8,0.00269833
45360.8,0.00222571
45446.0,0.00187192
45552.6,0.00155939
45680.5,0.00130081
45829.7,0.00109183
46021.5,9.06054E-4
46234.7,7.63299E-4
46533.1,6.25759E-4
46874.1,5.17643E-4
47300.4,4.23762E-4
47769.4,3.50924E-4
48366.2,2.85509E-4
48963.0,2.38378E-4
49730.3,1.95179E-4
50497.7,1.65386E-4
51179.8,1.47851E-4
51711.8,1.41392E-4
51758.1,1.41308E-4
52117.2,1.45911E-4
52360.5,1.5796E-4
52522.7,1.75242E-4
52638.6,1.96296E-4
52731.2,2.22926E-4
52800.8,2.52381E-4
52870.3,2.95191E-4
52928.2,3.4749E-4
52974.5,4.06624E-4
53020.9,4.89585E-4
53061.4,5.94507E-4
53096.2,7.22509E-4
53125.1,8.71476E-4
53154.1,0.00108119
53177.3,0.00131733
53199.3,0.00163054
53220.1,0.00205094
53237.8,0.00256005
53252.0,0.00313086
53265.6,0.00388797
53277.2,0.00478068
53288.5,0.00599376
53297.7,0.00737716
53306.9,0.00927213
53315.0,0.0116595
53322.1,0.0146023
53327.9,0.0179217
53333.7,0.022519
53338.9,0.0283445
53343.4,0.0354147
53347.6,0.0446481
53351.2,0.0553141
53354.8,0.0702866
53358.2,0.0899942
53361.4,0.114708
53364.8,0.149034
53369.6,0.211121
53374.4,0.275552
53377.0,0.299139
53380.0,0.309841
53383.0,0.29919
53386.3,0.267529
53394.8,0.153678
53398.5,0.116289
53401.7,0.0910324
53404.9,0.0727156
53408.4,0.0581304
53411.9,0.0475845
53415.9,0.0388516
53419.4,0.0335941
53423.5,0.0295003
53426.6,0.028179
53427.0,0.0281785
53429.0,0.0293502
53430.4,0.0320999
53431.3,0.0355875
53432.2,0.0411626
53433.0,0.0480907
53433.8,0.0578723
53434.6,0.0714315
53435.3,0.0898766
53436.1,0.114515
53436.9,0.150494
53437.8,0.19774
53438.7,0.264498
53439.6,0.349273
53440.8,0.483194
53442.2,0.692797
53446.5,1.42173
53448.3,1.6455
53449.9,1.71856
53450.0,1.71869
53451.6,1.65082
53453.3,1.44999
53456.3,0.941957
53458.2,0.614522
53459.5,0.44165
53460.6,0.322314
53461.6,0.236004
53462.4,0.176163
53463.2,0.135171
53464.0,0.102828
53464.7,0.0798034
53465.4,0.0621218
53466.2,0.0487215
53466.9,0.0386813
53467.6,0.0312271
53468.4,0.0252148
53469.2,0.0208954
53470.1,0.0175169
53471.2,0.0149165
53472.5,0.0128104
53474.3,0.0109894
53476.9,0.00939593
53480.9,0.00784155
53485.7,0.00660213
53492.3,0.00546697
53497.4,0.00489385
53500.0,0.0115917
53500.0,0.00470808
54000.0,0.0115317
59000.0,0.0109802
64000.0,0.0105015
69000.0,0.010079
74000.0,0.00970144
79000.0,0.00936032
84000.0,0.00904952
89000.0,0.00876436
94000.0,0.00850124
99000.0,0.00825727
100000.0,0.00769601
100000.0,0.00821056
132500.0,0.00718299
160000.0,0.0069349
165000.0,0.00701177
320000.0,0.00646933
580000.0,0.00628292
790000.0,0.00654018
1050000.0,0.00741637
1300000.0,0.00873253
1600000.0,0.0108672
1850000.0,0.0130769
2073000.0,0.0150481
2300000.0,0.0137728
2400000.0,0.00816903
2500000.0,0.00710686
2900000.0,0.00565629
3400000.0,0.00475721
3600000.0,0.00453342
4000000.0,0.00460549
4600000.0,0.0035629
4800000.0,0.00331174
5200000.0,0.0030162
5400000.0,0.00300819
5500000.0,0.00306935
5600000.0,0.00301445
5800000.0,0.00304424
6000000.0,0.00301658
6800000.0,0.00256464
7270000.0,0.00211961
8000000.0,0.00177652
8600000.0,0.00166417
9500000.0,0.00133645
1.02E7,0.00118025
1.16E7,9.75125E-4
1.24E7,9.62885E-4
1.35E7,9.74784E-4
1.475E7,9.11998E-4
1.625E7,7.47608E-4
1.725E7,6.08687E-4
1.8125E7,4.70406E-4
2.0E7,2.45271E-4
