92-U-234(n,elastic) ENDF/B-VII.1
556.446,58.2429
556.526,46.5005
556.609,37.7471
556.691,31.6742
556.786,27.0593
556.875,24.1916
557.003,21.6057
557.173,19.5366
557.512,17.1854
558.079,15.0253
559.367,12.2237
559.984,10.9609
560.134,11.193
560.243,11.9255
560.363,13.5434
560.489,16.341
560.824,26.035
560.962,28.2056
561.023,28.4475
561.131,27.7819
561.311,24.4383
561.577,18.6635
561.726,16.4665
561.875,15.1019
562.104,14.0101
562.492,13.1941
563.527,12.2258
566.663,10.9204
570.533,9.54679
571.968,8.52873
572.569,7.71954
573.157,6.45968
573.224,6.4022
573.331,6.59401
573.411,7.1719
573.478,8.13555
573.531,9.35837
573.585,11.1071
573.645,13.858
573.698,17.1369
573.763,22.2815
573.839,30.2092
573.919,40.7485
574.053,62.1822
574.232,91.4354
574.349,104.468
574.453,108.599
574.552,105.391
574.657,95.5588
574.983,49.8704
575.088,38.3631
575.18,30.8109
575.272,25.4032
575.375,21.3397
575.476,18.8541
575.576,17.2782
575.776,15.5427
576.017,14.4702
576.538,13.2245
577.58,12.0132
580.414,10.2245
581.125,9.432
581.454,9.04254
581.603,9.27069
581.702,9.81551
581.804,10.8709
581.909,12.5877
582.047,15.8072
582.312,22.8253
582.445,24.878
582.53,25.2385
582.642,24.5545
582.832,21.3377
583.082,16.4876
583.267,14.1152
583.424,12.9489
583.664,12.0036
584.665,10.2063
584.754,10.2055
584.886,10.5026
584.987,11.1059
585.13,12.6994
585.313,15.9235
585.548,20.2436
585.69,21.5569
585.742,21.6588
585.898,20.8128
586.314,15.3861
586.482,13.9443
586.676,13.0069
586.87,12.5204
587.681,11.745
590.242,10.956
592.708,10.3291
593.367,9.96722
593.576,10.1947
593.792,10.9888
594.182,12.9184
594.337,13.1519
594.54,12.8411
594.95,11.669
595.419,11.1021
597.721,10.5928
610.591,9.57726
612.456,9.12677
613.286,8.54691
613.563,8.30713
613.736,8.46611
613.865,9.06041
613.969,10.0264
614.09,11.8549
614.237,15.0612
614.498,21.4097
614.637,23.3848
614.707,23.6964
614.835,23.0602
614.998,20.5855
615.274,15.5339
615.447,13.3937
615.646,12.04
615.871,11.3392
616.433,10.7104
618.441,10.0558
622.952,9.22659
624.162,8.61263
624.814,7.94214
624.955,8.09197
625.05,8.50031
625.144,9.32076
625.243,10.7952
625.343,13.034
625.451,16.3916
625.775,28.6156
625.909,31.7017
626.002,32.3063
626.127,31.0925
626.306,26.4367
626.548,19.1645
626.689,16.0841
626.816,14.2164
626.958,12.9494
627.147,12.0595
627.525,11.3269
627.903,10.9784
629.669,10.3143
635.878,9.389
636.306,9.22166
636.675,9.50238
637.198,10.5489
637.31,10.6053
638.358,9.813
641.695,8.96789
642.55,8.36043
642.731,8.62739
642.866,9.3131
643.006,10.6558
643.179,13.1741
643.441,17.2636
643.597,18.4972
643.653,18.5897
643.821,17.823
644.269,13.0979
644.45,11.918
644.659,11.1826
644.868,10.8147
645.741,10.2589
648.001,9.8486
668.093,8.79456
669.652,8.49222
670.395,8.18084
670.627,8.46231
670.859,9.34444
671.246,11.2968
671.418,11.596
671.618,11.3133
672.16,9.76355
672.686,9.25243
675.399,8.71368
678.481,8.08625
679.412,7.56313
679.965,7.06943
680.106,7.21168
680.242,7.82577
680.347,8.85585
680.453,10.5581
680.561,13.1007
680.701,17.536
680.961,26.4854
681.102,29.4682
681.201,30.0695
681.325,29.0027
681.503,24.8748
681.764,17.6553
681.923,14.4394
682.057,12.68
682.15,11.8577
682.338,10.882
682.713,10.0987
683.568,9.4617
687.56,8.23952
688.511,7.61592
688.966,7.28395
689.113,7.57051
689.212,8.0872
689.334,9.28512
689.436,10.8534
689.566,13.5922
689.884,21.5828
690.03,23.7635
690.115,24.1441
690.248,23.3889
690.445,20.1361
690.713,15.0172
690.848,13.1741
691.003,11.7681
691.158,10.9414
691.448,10.2027
691.737,9.85717
692.895,9.244
698.787,7.91506
699.806,7.4416
700.486,6.83582
700.905,6.41562
701.038,6.60708
701.144,7.15548
701.224,7.94718
701.306,9.24302
701.381,10.9334
701.474,13.8507
701.58,18.3232
701.739,26.8248
701.945,37.891
702.079,42.4328
702.176,43.5179
702.304,41.9247
702.448,36.8464
702.758,22.7254
702.886,18.3186
703.013,15.2122
703.141,13.2062
703.3,11.7578
703.459,10.978
703.841,10.118
704.657,9.32893
706.924,8.02518
707.916,7.04377
708.042,7.16958
708.143,7.56587
708.244,8.4023
708.329,9.603
708.417,11.4338
708.523,14.5344
708.655,19.7386
708.943,32.6588
709.083,36.6894
709.183,37.6429
709.293,36.7013
709.43,33.127
709.765,20.8428
709.906,16.9219
710.037,14.4202
710.188,12.6426
710.39,11.422
710.662,10.6914
711.115,10.1324
712.234,9.50361
715.88,8.75596
722.809,7.9145
724.383,7.50995
725.196,7.11814
725.368,7.31907
725.54,7.91835
725.721,9.06675
726.078,11.8099
726.259,12.4051
726.295,12.4166
726.479,11.9805
726.918,9.75788
727.202,8.9043
727.401,8.60638
728.232,8.13613
732.752,7.08372
733.598,6.66414
733.786,6.79493
733.942,7.21965
734.099,8.05367
734.562,11.7569
734.738,12.3478
734.769,12.3564
734.929,11.9801
735.383,9.38217
735.641,8.44295
735.907,7.98707
736.448,7.62297
739.372,6.91786
745.862,5.60909
748.956,4.68796
750.846,3.90489
752.388,3.04355
753.406,2.2945
754.22,1.54338
755.02,0.703976
755.151,0.592014
755.26,0.530009
755.326,0.518387
755.391,0.538657
755.435,0.577986
755.478,0.646025
755.522,0.75219
755.566,0.908832
755.609,1.13201
755.651,1.42737
755.689,1.78637
755.729,2.2782
755.771,2.95145
755.813,3.82874
755.857,5.01636
755.9,6.54914
755.949,8.78597
755.995,11.4513
756.046,15.2654
756.096,20.1336
756.155,27.243
756.215,36.609
756.28,49.5488
756.355,68.3628
756.443,95.7774
756.556,139.955
756.862,276.734
756.987,316.724
757.108,333.358
757.126,333.665
757.24,322.773
757.379,283.026
757.728,136.866
757.833,100.606
757.93,74.0363
758.015,56.0625
758.09,43.8499
758.16,35.2621
758.236,28.1649
758.313,22.9726
758.402,18.6736
758.503,15.3414
758.62,12.8189
758.751,10.9192
758.947,9.01568
759.204,7.32263
759.542,5.73936
759.934,4.34997
760.407,3.0206
760.844,2.00026
761.189,1.3107
761.435,0.896509
761.608,0.656649
761.744,0.507929
761.853,0.422324
761.935,0.382258
762.008,0.367484
762.081,0.375819
762.151,0.409787
762.222,0.473805
762.29,0.569573
762.363,0.715411
762.431,0.901189
762.508,1.18164
762.581,1.5291
762.656,1.99055
762.736,2.6372
762.816,3.4892
762.896,4.6172
762.968,5.9676
763.041,7.7407
763.114,10.0929
763.179,12.8855
763.245,16.544
763.31,21.3602
763.376,27.7144
763.441,36.0914
763.507,47.0912
763.572,61.4338
763.64,80.53
763.712,107.273
763.785,141.598
763.867,190.731
763.958,259.771
764.074,370.663
764.263,591.504
764.453,811.573
764.595,927.143
764.72,966.086
764.735,966.285
764.85,936.311
764.984,839.477
765.217,584.524
765.391,395.018
765.504,295.577
765.606,225.569
765.69,182.309
765.777,150.195
765.864,130.448
765.93,123.16
765.973,121.657
766.039,124.119
766.123,134.849
766.225,157.684
766.448,227.656
766.619,274.948
766.757,292.64
766.788,293.34
766.9,285.562
767.05,253.725
767.418,141.511
767.543,111.578
767.665,89.6966
767.784,74.5204
767.903,64.0158
768.052,55.315
768.234,48.5881
768.487,42.6597
768.892,36.6527
769.488,31.1175
770.084,27.4839
771.037,23.6362
772.134,20.7667
773.665,18.1495
775.563,16.0107
779.253,12.851
779.534,13.1957
780.148,15.3007
780.281,15.3789
780.68,14.5272
780.976,13.7352
781.567,12.9014
784.78,10.5898
785.953,9.22892
786.589,7.93384
786.915,7.27392
786.935,7.26873
787.053,7.48438
787.139,8.06233
787.21,8.98494
787.281,10.4781
787.353,12.7302
787.424,15.9463
787.489,19.9026
787.563,25.684
787.648,34.3595
787.748,47.0837
787.928,75.2334
788.117,104.101
788.251,117.544
788.365,121.52
788.486,117.568
788.613,105.725
788.973,57.3957
789.094,44.353
789.206,35.2778
789.319,28.8223
789.429,24.5255
789.53,21.8622
789.693,19.2716
789.897,17.5488
790.272,15.951
790.907,14.5548
792.179,13.1548
794.836,11.7505
803.929,8.78458
806.573,7.53678
808.488,6.19289
809.636,5.04022
810.5,3.88501
811.206,2.68197
811.658,1.83471
811.795,1.64836
811.887,1.60335
811.965,1.65935
812.018,1.77013
812.083,2.02465
812.135,2.35007
812.194,2.88359
812.253,3.6389
812.312,4.66678
812.368,5.93549
812.436,7.96775
812.508,10.7192
812.593,14.8592
812.698,21.2611
812.868,33.9312
813.07,48.7757
813.208,55.7424
813.358,58.8502
813.583,59.8989
813.671,63.0713
813.754,69.9814
813.831,81.5415
813.903,98.0529
813.975,121.116
814.06,157.66
814.161,214.316
814.285,301.79
814.573,528.093
814.705,601.747
814.837,633.172
814.865,633.617
814.996,607.317
815.138,534.708
815.496,282.838
815.62,211.845
815.735,160.292
815.84,125.677
815.944,100.431
816.037,84.1536
816.15,70.0913
816.285,58.8144
816.443,50.3078
816.668,42.6968
816.952,36.7206
817.274,32.2457
817.789,27.6142
818.446,23.9443
819.323,20.8639
821.469,16.0637
821.556,16.0206
821.806,16.6609
822.011,18.4565
822.485,24.8381
822.689,25.7827
822.911,24.6448
823.374,19.9005
823.631,18.2694
823.974,17.2073
824.845,16.1082
826.43,15.0933
830.196,13.7869
838.978,12.2685
844.281,11.4119
845.22,10.9966
845.513,11.2042
845.904,12.3796
846.276,13.4702
846.379,13.5449
846.775,13.0058
847.361,12.0523
849.344,11.3828
853.225,10.3714
854.61,9.32175
854.802,9.55457
854.946,10.2452
855.066,11.3558
855.21,13.4812
855.402,17.5541
855.681,23.8773
855.843,25.9679
855.923,26.2682
856.069,25.5518
856.29,22.216
856.587,16.9387
856.779,14.5552
857.009,12.8926
857.278,11.9295
858.372,10.0431
858.474,9.98246
858.627,10.1733
858.784,11.0404
858.914,12.6138
859.021,14.663
859.164,18.5675
859.563,32.4258
859.721,35.6736
859.821,36.2257
859.967,34.9048
860.163,30.2166
860.469,21.6791
860.642,18.2355
860.799,16.2175
860.971,14.893
861.2,13.9693
861.679,13.1536
862.824,12.3854
864.822,11.8152
877.196,10.1863
879.509,9.41031
880.193,8.89495
880.877,8.16277
881.048,8.39469
881.162,8.98294
881.276,10.1613
881.371,11.7456
881.482,14.4986
881.593,18.289
881.744,24.9073
882.026,38.1996
882.18,42.869
882.298,44.018
882.437,42.5004
882.613,37.1387
882.935,24.5706
883.089,19.995
883.243,16.8452
883.409,14.7667
883.523,13.8796
883.751,12.8575
884.252,11.8971
885.474,10.8508
887.496,9.37356
888.162,8.49104
888.531,7.82261
888.679,7.67219
888.827,7.883
888.938,8.56116
889.023,9.59691
889.108,11.2548
889.192,13.7366
889.276,17.2303
889.36,21.8855
889.464,29.304
889.601,41.6928
889.899,71.5184
890.047,81.4702
890.183,84.5574
890.295,82.2963
890.455,72.8544
890.832,41.0868
890.966,32.3896
891.099,26.0561
891.202,22.5925
891.313,20.0001
891.461,17.8125
891.683,16.0751
891.964,14.9986
892.586,13.8462
893.829,12.8197
896.006,12.0657
902.042,11.3028
926.462,10.2784
948.551,9.34742
953.585,8.89753
955.783,8.43911
956.694,8.03711
956.905,8.20146
957.149,8.95726
957.377,10.3567
957.762,13.1002
957.976,13.7122
958.008,13.7138
958.223,13.1888
958.703,10.7821
958.971,9.91729
959.345,9.36233
959.719,9.11614
966.378,7.24848
968.351,6.33316
969.673,5.39374
970.602,4.44744
971.367,3.38165
971.994,2.26619
972.342,1.62293
972.481,1.43512
972.586,1.37982
972.667,1.43345
972.736,1.58944
972.797,1.84977
972.85,2.20105
972.899,2.67733
972.951,3.38057
973.003,4.34734
973.056,5.65135
973.108,7.38201
973.16,9.64592
973.214,12.7149
973.272,16.9507
973.331,22.404
973.395,30.2562
973.46,40.2957
973.535,54.9025
973.618,75.8917
973.711,105.418
973.822,149.608
973.98,225.821
974.245,359.849
974.398,414.491
974.543,435.019
974.558,435.166
974.676,423.377
974.825,380.227
975.085,264.022
975.28,178.821
975.415,131.837
975.53,101.449
975.634,80.7849
975.736,65.8167
975.837,54.923
975.959,45.7932
976.101,38.7841
976.264,33.6536
976.496,29.1006
976.844,25.0156
977.29,21.8311
977.981,18.8857
978.77,16.8547
980.023,14.8646
981.481,13.2254
981.754,13.473
982.452,15.4841
982.588,15.5686
982.998,14.8698
983.604,13.5905
984.802,12.7437
987.668,11.8489
1002.55,9.343
1004.94,8.55803
1006.39,7.72039
1007.37,6.75615
1008.02,5.72086
1008.56,4.63704
1008.65,4.57266
1008.77,4.72033
1008.84,5.06296
1008.92,5.71591
1008.98,6.59346
1009.04,7.87668
1009.11,9.68071
1009.17,12.1358
1009.24,15.7586
1009.31,20.5366
1009.38,27.2886
1009.46,35.8441
1009.55,48.2676
1009.66,69.0297
1009.87,112.76
1010.07,156.309
1010.23,178.481
1010.37,185.166
1010.5,178.934
1010.67,155.794
1011.06,82.5958
1011.2,61.3948
1011.32,48.2055
1011.44,38.4147
1011.55,31.9087
1011.67,26.8605
1011.8,23.5754
1011.98,20.6921
1012.22,18.5992
1012.58,16.8501
1013.09,15.3854
1013.92,14.0379
1015.66,12.6445
1018.02,11.7353
1024.73,10.476
1030.26,9.49165
1032.64,8.73456
1034.26,7.75102
1035.08,6.86579
1035.69,5.81029
1035.91,5.37395
1036.08,5.22622
1036.2,5.40467
1036.28,5.80836
1036.36,6.50975
1036.43,7.6568
1036.49,9.06694
1036.56,11.0023
1036.62,13.5793
1036.69,17.4259
1036.77,22.9768
1036.86,30.6684
1036.96,42.4578
1037.09,60.7168
1037.46,125.128
1037.62,144.018
1037.76,150.487
1037.78,150.495
1037.92,144.742
1038.07,128.733
1038.47,67.8575
1038.62,50.6851
1038.74,40.1026
1038.86,32.138
1038.99,26.6842
1039.11,23.0661
1039.24,20.6907
1039.41,18.6672
1039.69,16.8135
1040.14,15.2581
1041.02,13.7028
1042.49,12.4632
1045.55,11.2802
1048.44,10.4591
1050.19,9.53773
1050.37,9.76238
1050.55,10.4887
1050.75,12.0617
1050.96,14.6716
1051.3,19.3259
1051.5,20.6652
1051.56,20.7711
1051.73,20.2422
1052.06,17.1212
1052.35,14.3998
1052.58,12.99
1052.91,11.9859
1053.24,11.5583
1054.96,10.8148
1063.76,9.29432
1065.66,8.59818
1066.15,8.35645
1066.45,8.61545
1066.69,9.45376
1067.29,12.937
1067.51,13.3742
1067.74,12.8813
1068.35,10.2185
1068.74,9.33104
1069.67,8.46407
1070.98,7.29823
1071.86,6.0579
1071.91,6.03937
1072.03,6.14341
1072.12,6.42768
1072.23,7.18492
1072.31,8.2606
1072.39,9.78937
1072.48,12.025
1072.56,15.0765
1072.65,19.7179
1072.75,26.2254
1072.88,36.6029
1073.28,74.1705
1073.43,84.224
1073.58,87.3924
1073.73,84.1469
1073.9,73.6172
1074.29,41.2033
1074.43,31.9574
1074.55,26.0789
1074.67,21.7453
1074.79,18.4615
1074.92,16.2905
1075.09,14.5133
1075.35,13.0917
1075.8,11.8735
1076.69,10.5804
1080.15,7.44107
1081.02,6.27841
1081.64,5.13033
1082.26,3.68861
1082.42,3.52231
1082.52,3.64577
1082.6,3.97793
1082.67,4.49648
1082.73,5.32323
1082.8,6.56487
1082.86,8.14423
1082.92,10.2761
1082.98,13.2077
1083.04,17.0289
1083.11,22.6986
1083.18,29.9998
1083.26,40.5878
1083.35,56.1601
1083.45,78.1807
1083.59,115.137
1083.94,220.048
1084.1,254.2
1084.25,266.888
1084.26,267.077
1084.39,260.421
1084.56,231.275
1084.99,118.1
1085.13,89.413
1085.25,70.0023
1085.36,55.4434
1085.48,44.9768
1085.6,37.6725
1085.74,31.9796
1085.91,27.5113
1086.09,24.7705
1086.35,22.2158
1086.79,19.694
1087.49,17.3992
1088.67,15.3352
1090.24,13.8797
1091.95,12.8193
1092.92,13.1808
1095.22,12.1963
1103.71,10.3032
1105.52,9.58569
1106.73,8.70942
1107.52,7.64061
1107.95,6.97827
1107.99,6.96365
1108.12,7.11838
1108.22,7.56018
1108.32,8.46346
1108.4,9.72502
1108.49,11.6073
1108.57,14.2722
1108.65,17.8769
1108.75,23.6287
1108.85,31.0551
1108.98,43.462
1109.38,86.9509
1109.54,98.8484
1109.69,102.506
1109.85,98.027
1110.02,86.0026
1110.39,50.5557
1110.55,38.4058
1110.68,31.1999
1110.82,25.5265
1110.96,21.7952
1111.1,19.4215
1111.24,17.9161
1111.53,16.2504
1111.98,14.9643
1112.77,13.823
1114.36,12.7499
1116.97,11.9471
1123.55,10.7501
1125.04,10.1666
1125.36,10.5727
1125.64,11.5795
1126.14,13.9399
1126.32,14.2608
1126.58,13.9284
1127.19,11.9189
1127.69,11.003
1128.41,10.3834
1128.64,10.6135
1128.81,11.1969
1129.02,12.5092
1129.56,17.1659
1129.79,17.9685
1129.97,17.6421
1130.67,13.5054
1131.03,12.3796
1131.56,11.7864
1133.31,11.0475
1134.43,11.5992
1136.34,11.0463
1144.68,9.98708
1146.25,9.49353
1147.2,8.83764
1147.7,8.4223
1147.89,8.59378
1148.01,9.02944
1148.15,10.1323
1148.28,11.7315
1148.4,14.101
1148.55,18.2226
1148.79,26.6994
1149.04,35.2561
1149.21,38.7478
1149.31,39.3579
1149.48,37.9701
1149.7,32.8507
1150.05,22.5951
1150.25,18.4101
1150.39,16.2493
1150.57,14.5114
1150.76,13.5018
1151.09,12.6036
1151.63,11.9609
1153.56,11.0868
1157.63,9.95581
1158.17,9.69629
1158.5,9.95785
1158.75,10.7953
1159.09,12.9057
1159.42,14.8169
1159.63,15.2058
1159.9,14.6144
1160.45,12.2277
1160.8,11.3692
1161.5,10.7531
1164.13,9.74
1165.28,8.88079
1165.6,8.64475
1165.78,8.79852
1165.92,9.24993
1166.07,10.3568
1166.18,11.8793
1166.3,14.0965
1166.45,17.8967
1166.74,27.3913
1166.97,34.2319
1167.14,37.0578
1167.23,37.3622
1167.39,36.0923
1167.61,31.1248
1167.97,21.633
1168.15,18.1315
1168.32,15.835
1168.44,14.7427
1168.68,13.4314
1169.04,12.5613
1169.64,11.9519
1171.32,11.2528
1180.57,9.89753
1182.34,9.19788
1182.52,9.42793
1182.71,10.081
1182.92,11.5326
1183.18,14.4185
1183.51,18.1274
1183.72,19.2559
1183.78,19.3199
1183.93,18.9486
1184.27,16.4117
1184.6,13.6949
1184.79,12.6743
1185.12,11.6628
1185.46,11.2304
1186.9,10.6339
1192.16,9.83741
1193.84,9.31751
1194.31,9.11504
1194.58,9.30231
1194.77,9.82682
1194.99,10.9909
1195.56,15.2705
1195.79,15.9868
1195.83,15.9888
1196.06,15.3909
1196.68,12.1522
1196.87,11.5179
1197.28,10.8415
1197.68,10.5653
1199.82,10.0563
1209.43,8.93337
1212.75,8.16565
1214.21,7.38861
1214.95,6.79078
1215.14,6.98409
1215.3,7.61897
1215.42,8.58517
1215.54,10.2305
1215.67,12.6585
1215.81,16.3893
1216.03,23.8678
1216.31,33.2595
1216.48,36.975
1216.6,37.7751
1216.74,36.8515
1216.91,33.4209
1217.38,19.9098
1217.56,16.1085
1217.73,13.4971
1217.92,11.7615
1218.11,10.7474
1218.41,9.87832
1219.23,8.7549
1220.8,6.93775
1220.84,6.93275
1221.03,7.18996
1221.17,7.88885
1221.27,8.87488
1221.38,10.3979
1221.49,12.6615
1221.6,15.9387
1221.76,21.6923
1222.18,40.9609
1222.36,46.0146
1222.5,47.3688
1222.67,45.4891
1222.86,39.7665
1223.24,24.9679
1223.41,19.8174
1223.58,16.1149
1223.74,13.7612
1223.91,12.1658
1224.12,11.0575
1224.39,10.2554
1225.21,9.01898
1227.48,6.52045
1228.31,5.27434
1228.98,3.93088
1229.26,3.3103
1229.45,3.06913
1229.47,3.06302
1229.55,3.10983
1229.63,3.31728
1229.7,3.62729
1229.76,4.12034
1229.82,4.85489
1229.88,5.90244
1229.94,7.34896
1230.0,9.29501
1230.07,11.8572
1230.13,15.1629
1230.2,20.1451
1230.27,26.8655
1230.35,35.3909
1230.44,47.8023
1230.54,66.2034
1230.66,94.9176
1230.85,147.046
1231.13,225.512
1231.3,259.886
1231.45,272.111
1231.47,272.292
1231.61,264.368
1231.8,232.353
1232.25,119.517
1232.4,90.8236
1232.54,69.6537
1232.65,56.208
1232.77,46.2977
1232.91,38.2009
1233.04,32.7691
1233.2,28.7249
1233.4,25.3311
1233.66,22.7167
1234.05,20.2564
1234.6,18.1054
1235.34,16.3385
1236.57,14.6093
1238.79,12.9399
1244.8,10.1728
1245.8,9.27262
1246.4,8.59837
1246.62,8.84864
1246.76,9.56878
1246.87,10.6
1246.97,12.2062
1247.08,14.518
1247.21,18.3451
1247.37,24.5685
1247.79,44.7263
1247.97,50.2394
1248.11,51.5496
1248.24,50.4408
1248.41,46.0649
1248.89,27.3848
1249.05,22.565
1249.21,19.0813
1249.37,16.7496
1249.58,14.8994
1249.8,13.8857
1250.23,12.8517
1251.45,11.4891
1253.03,10.0206
1253.99,8.78582
1254.15,8.9383
1254.29,9.5412
1254.41,10.702
1254.51,12.122
1254.61,14.5408
1254.72,17.9225
1254.86,23.6131
1255.04,33.0715
1255.38,53.2399
1255.56,60.1632
1255.71,62.0031
1255.84,60.623
1256.01,54.9385
1256.48,32.5943
1256.66,25.6543
1256.82,21.5872
1256.98,18.8532
1257.13,17.0988
1257.29,15.989
1257.6,14.7782
1258.17,13.7759
1259.39,12.763
1261.36,11.9657
1268.35,10.1795
1269.91,9.3518
1270.97,8.16678
1271.31,7.94155
1271.46,8.24633
1271.57,8.86423
1271.68,10.0055
1271.79,11.8746
1271.9,14.6822
1272.01,18.273
1272.13,23.9427
1272.3,33.6379
1272.67,57.8865
1272.85,65.7522
1273.0,68.0982
1273.15,66.0628
1273.34,58.7221
1273.77,35.1767
1273.93,28.1656
1274.1,22.935
1274.26,19.4592
1274.44,17.1164
1274.69,15.402
1275.02,14.3016
1275.92,13.0098
1277.58,11.7243
1277.84,11.6514
1278.27,12.0817
1278.98,13.7135
1279.12,13.7932
1279.63,13.1957
1280.34,12.2341
1281.85,11.6641
1286.43,10.8248
1287.73,10.4485
1288.15,10.9147
1288.88,12.5585
1289.05,12.6464
1289.67,11.8855
1290.22,11.2585
1293.48,9.97472
1293.86,9.77502
1294.14,9.93978
1294.33,10.4716
1294.55,11.738
1294.8,14.1327
1295.21,18.5351
1295.42,19.6781
1295.48,19.7618
1295.74,18.9597
1296.32,14.4069
1296.57,13.1242
1296.82,12.3803
1297.31,11.7411
1297.8,11.4734
1301.54,10.7875
1314.23,9.65786
1318.47,8.96414
1320.97,8.15625
1322.46,7.20183
1323.2,6.35618
1323.76,5.58581
1323.87,5.56141
1324.02,5.81286
1324.12,6.3171
1324.23,7.2536
1324.3,8.30426
1324.39,10.1742
1324.49,12.8191
1324.58,16.3891
1324.69,21.8822
1324.8,29.4414
1324.96,42.4516
1325.34,76.1593
1325.51,87.1392
1325.67,90.8841
1325.68,90.9115
1325.82,88.2958
1325.98,80.1114
1326.45,43.6686
1326.59,34.8383
1326.72,29.479
1326.83,26.3868
1326.96,25.192
1326.98,25.1835
1327.08,25.8955
1327.25,29.1121
1327.68,41.1791
1327.87,43.697
1327.93,43.8121
1328.12,42.0322
1328.37,35.8218
1328.74,25.162
1328.91,21.4407
1329.09,18.6133
1329.29,16.5867
1329.55,15.0623
1329.95,13.9314
1330.61,12.9646
1331.93,11.916
1338.33,9.1648
1339.64,8.13283
1340.4,7.09929
1340.84,6.42348
1340.95,6.39026
1341.06,6.53315
1341.16,6.97511
1341.27,7.88983
1341.35,8.95041
1341.44,10.7636
1341.53,13.3575
1341.62,16.9033
1341.72,21.7195
1341.83,29.4299
1341.97,41.3037
1342.19,64.7241
1342.46,93.2743
1342.64,106.038
1342.79,109.846
1342.96,105.577
1343.16,91.7161
1343.57,53.0742
1343.75,40.2925
1343.89,32.3342
1344.01,27.4098
1344.15,23.3985
1344.32,20.1632
1344.53,17.9122
1344.82,16.2514
1345.28,14.8925
1346.24,13.4665
1347.85,12.3169
1353.19,10.2744
1353.54,10.4567
1354.39,11.9142
1354.5,11.9641
1354.93,11.6152
1355.56,10.698
1357.76,8.92849
1358.53,8.09936
1358.73,8.36637
1358.86,9.04047
1358.96,9.97609
1359.08,11.712
1359.2,14.3239
1359.33,18.2804
1359.47,24.0275
1359.69,35.2181
1359.98,50.6483
1360.17,56.9111
1360.32,58.4791
1360.44,57.201
1360.62,51.9445
1361.13,29.7574
1361.32,23.4537
1361.48,19.7684
1361.65,17.1816
1361.85,15.3026
1362.09,14.0368
1362.55,12.8181
1362.97,12.4051
1363.3,12.7554
1364.04,14.7157
1364.15,14.7984
1364.54,14.3376
1365.11,12.9717
1365.87,12.1131
1368.45,11.2688
1372.21,10.5261
1374.42,9.78142
1375.06,9.4504
1375.31,9.658
1375.54,10.3989
1375.73,11.6876
1375.99,14.3391
1376.39,18.7453
1376.61,20.0165
1376.69,20.0991
1376.91,19.3954
1377.58,14.0419
1377.84,12.7271
1378.15,11.8623
1378.94,11.1289
1381.51,10.4177
1388.91,9.06844
1391.72,8.08745
1392.96,7.27812
1393.87,6.27963
1394.44,5.42996
1394.54,5.37292
1394.67,5.46253
1394.76,5.72192
1394.88,6.41545
1394.97,7.40173
1395.06,8.9211
1395.15,11.004
1395.23,13.8009
1395.33,18.0051
1395.43,24.0776
1395.55,32.9328
1395.7,46.4947
1396.14,94.9541
1396.32,107.947
1396.48,112.438
1396.49,112.453
1396.66,107.929
1396.85,94.885
1397.28,53.6832
1397.45,40.9738
1397.59,32.2236
1397.72,26.9402
1397.87,22.2773
1398.02,19.2255
1398.2,16.9521
1398.45,15.2283
1398.81,13.8408
1399.52,12.4122
1400.68,11.1139
1405.13,7.91319
1406.27,6.70337
1407.08,5.46877
1407.86,3.91727
1408.03,3.76802
1408.13,3.85206
1408.23,4.17355
1408.31,4.71857
1408.38,5.50012
1408.46,6.70173
1408.54,8.42349
1408.61,10.8059
1408.69,14.0049
1408.76,18.1881
1408.84,23.5226
1408.93,31.6625
1409.03,42.3716
1409.15,59.1241
1409.3,86.2192
1409.71,168.153
1409.89,192.828
1410.05,202.709
1410.08,202.984
1410.23,196.888
1410.4,178.214
1410.85,106.611
1411.01,86.8292
1411.16,74.339
1411.34,64.2852
1411.62,55.9367
1412.07,43.6615
1412.47,32.139
1412.72,26.7122
1412.98,23.1942
1413.26,20.8404
1413.74,18.7218
1414.5,16.8907
1415.78,15.1898
1417.32,14.0055
1420.63,12.5892
1429.67,10.1451
1432.23,9.00641
1433.58,7.93407
1434.5,6.86638
1434.58,6.85293
1434.75,7.04408
1434.89,7.56775
1435.03,8.60657
1435.15,10.0834
1435.29,12.5556
1435.45,16.3986
1435.69,24.1254
1435.98,33.1404
1436.16,36.751
1436.29,37.5005
1436.47,36.074
1436.66,31.8807
1437.11,18.125
1437.27,14.3049
1437.4,11.9083
1437.51,10.4398
1437.6,9.86574
1437.66,9.77179
1437.75,10.1359
1437.84,11.2212
1437.92,12.9592
1438.01,15.7259
1438.09,19.6341
1438.18,25.1681
1438.28,33.5266
1438.4,45.7448
1438.53,63.5772
1438.74,97.7974
1439.03,147.905
1439.22,169.241
1439.37,176.527
1439.4,176.647
1439.56,170.847
1439.75,151.277
1440.24,80.8459
1440.4,61.9017
1440.55,49.0351
1440.7,39.7469
1440.85,33.334
1440.98,29.3241
1441.19,25.4817
1441.44,22.7289
1441.75,20.7961
1442.26,18.867
1443.11,17.0237
1444.54,15.3737
1446.92,13.9934
1451.39,12.7286
1460.6,10.9161
1463.15,9.96789
1464.62,8.92342
1465.43,7.90034
1466.14,6.69984
1466.25,6.65597
1466.41,6.94804
1466.52,7.56633
1466.6,8.37891
1466.7,9.84862
1466.79,12.0524
