24-Cr-52(n,elastic) ENDF/B-VII.1
864459.0,2.47878
864538.0,2.41818
864660.0,2.49497
864881.0,2.87065
865114.0,3.48454
865340.0,4.31195
865579.0,5.48682
866128.0,8.96167
866305.0,9.64305
866394.0,9.74066
866553.0,9.4571
866784.0,8.23782
867191.0,5.54994
867439.0,4.28953
867672.0,3.42166
867904.0,2.79508
868170.0,2.29416
868436.0,1.95617
868702.0,1.73812
868901.0,1.64257
869078.0,1.61013
869236.0,1.6424
869342.0,1.71711
869448.0,1.86943
869528.0,2.07107
869607.0,2.40218
869674.0,2.83873
869727.0,3.34801
869788.0,4.16314
869860.0,5.47347
869950.0,7.19828
869987.0,7.67182
870038.0,7.89001
870091.0,7.63169
870295.0,5.47783
870398.0,4.7662
870487.0,4.39257
870647.0,4.08425
870736.0,4.03473
870916.0,4.17294
871138.0,4.69191
871316.0,5.43792
871493.0,6.54514
871716.0,8.27522
871756.0,8.38933
871808.0,8.08427
871849.0,7.21933
871887.0,5.85234
871938.0,3.75217
871959.0,3.10537
871977.0,2.77266
871991.0,2.6764
872007.0,2.72452
872028.0,2.99302
872056.0,3.63663
872147.0,6.14924
872205.0,7.3568
872258.0,8.09422
872328.0,8.58114
872377.0,8.67647
872503.0,8.30503
872880.0,6.02043
873067.0,5.24586
873278.0,4.68558
873542.0,4.28982
873964.0,4.01915
875541.0,3.70728
876277.0,3.34085
876851.0,2.86844
877242.0,2.38264
877493.0,1.92764
877688.0,1.44317
877897.0,0.841384
877955.0,0.72405
877998.0,0.683636
878012.0,0.682926
878044.0,0.70974
878076.0,0.781895
878108.0,0.904938
878146.0,1.11838
878193.0,1.47884
878358.0,3.01991
878444.0,3.62453
878564.0,4.15519
878851.0,4.98547
879020.0,5.7485
879167.0,6.80401
879369.0,8.55948
879471.0,9.02025
879492.0,9.03507
879602.0,8.6415
879785.0,6.94392
879941.0,5.51676
880097.0,4.45525
880253.0,3.70075
880438.0,3.06504
880638.0,2.56471
880867.0,2.1483
881015.0,1.97644
881098.0,1.94461
881171.0,1.99273
881243.0,2.16948
881292.0,2.40802
881341.0,2.81082
881391.0,3.434
881439.0,4.29444
881551.0,6.79702
881596.0,7.4809
881636.0,7.69371
881687.0,7.48422
881891.0,5.19454
881984.0,4.43142
882093.0,3.8039
882235.0,3.24475
882406.0,2.79415
882633.0,2.3879
882934.0,2.02025
883338.0,1.67387
883884.0,1.33501
884244.0,1.17187
884492.0,1.11878
884601.0,1.14032
884674.0,1.19105
884747.0,1.29747
884800.0,1.43601
884850.0,1.64451
884890.0,1.91187
884925.0,2.23154
884963.0,2.73462
884998.0,3.38702
885040.0,4.40098
885105.0,6.13799
885140.0,6.6671
885154.0,6.72836
885188.0,6.5085
885238.0,5.57454
885307.0,4.11683
885358.0,3.32035
885415.0,2.7023
885479.0,2.23165
885542.0,1.91039
885634.0,1.60166
885743.0,1.3604
885889.0,1.15096
886086.0,0.966945
886314.0,0.821099
886671.0,0.66117
887040.0,0.542577
887347.0,0.471941
887593.0,0.437942
887740.0,0.431774
887925.0,0.447584
888048.0,0.480033
888170.0,0.539193
888263.0,0.608553
888370.0,0.728059
888462.0,0.876541
888551.0,1.07621
888637.0,1.33972
888724.0,1.69485
888812.0,2.17915
888910.0,2.89175
889043.0,4.12888
889196.0,5.61834
889291.0,6.25528
889392.0,6.48627
889515.0,6.21102
889897.0,4.29196
890112.0,3.50712
890297.0,3.04098
890543.0,2.62196
890788.0,2.35409
891157.0,2.12736
891575.0,2.04303
891875.0,2.11878
891984.0,2.21895
892077.0,2.3911
892144.0,2.64934
892190.0,2.97034
892227.0,3.43826
892254.0,3.97434
892276.0,4.66324
892300.0,5.70091
892353.0,8.78371
892371.0,9.39653
892380.0,9.47231
892394.0,9.26163
892414.0,8.36611
892462.0,5.27156
892484.0,4.23941
892503.0,3.60904
892526.0,3.08222
892555.0,2.69367
892598.0,2.37377
892640.0,2.20632
892726.0,2.05609
892859.0,1.98743
892935.0,1.98003
893467.0,2.06895
895292.0,2.65985
898790.0,3.83684
899247.0,4.17269
899513.0,4.5729
899684.0,5.04495
899826.0,5.71247
899937.0,6.54297
900046.0,7.79353
900168.0,9.86743
900268.0,11.6468
900339.0,12.167
900404.0,11.693
900496.0,9.8675
900604.0,7.59407
900684.0,6.42521
900764.0,5.7178
900833.0,5.45657
900849.0,5.4455
900910.0,5.59573
900970.0,6.10329
901041.0,7.21295
901146.0,9.17525
901205.0,9.60465
901266.0,9.31858
901472.0,6.9976
901605.0,6.04519
901765.0,5.37158
902031.0,4.77615
902371.0,4.39705
903062.0,4.04116
904674.0,3.69383
906352.0,3.55749
907494.0,3.67527
908166.0,3.94132
908703.0,4.37083
909173.0,5.02598
909576.0,5.91312
909992.0,7.2554
910744.0,10.3321
911033.0,10.9646
911129.0,11.0087
911362.0,10.7463
911685.0,9.71535
912464.0,6.55537
912934.0,5.14036
913390.0,4.14112
913948.0,3.26296
914559.0,2.57042
915169.0,2.04678
915706.0,1.69483
916146.0,1.48196
916585.0,1.35312
916854.0,1.3279
917123.0,1.35326
917489.0,1.48292
917875.0,1.74739
918343.0,2.22169
919198.0,3.18206
919760.0,3.60482
920370.0,3.79507
920602.0,3.8121
921640.0,3.6514
925546.0,2.52789
928964.0,1.77092
932993.0,0.949701
934067.0,0.717355
934305.0,0.685545
934424.0,0.681104
934602.0,0.703878
934721.0,0.754958
934810.0,0.826821
934899.0,0.945225
934977.0,1.10793
935044.0,1.3134
935110.0,1.60325
935176.0,2.00725
935242.0,2.57264
935316.0,3.42317
935468.0,5.53873
935518.0,5.99384
935571.0,6.17011
935607.0,6.10059
935684.0,5.5708
935869.0,3.80694
935966.0,3.10317
936085.0,2.47987
936209.0,2.01474
936351.0,1.64205
936511.0,1.34587
936695.0,1.10547
936865.0,0.954349
937035.0,0.863018
937168.0,0.840542
937267.0,0.860775
937347.0,0.907703
937442.0,1.00797
937544.0,1.18547
937652.0,1.46682
937775.0,1.91262
937990.0,2.79606
938076.0,3.0468
938170.0,3.19159
938208.0,3.20823
938321.0,3.13932
938548.0,2.71413
938804.0,2.22155
938946.0,2.03621
939086.0,1.95693
939184.0,1.99148
939281.0,2.13318
939372.0,2.40122
939462.0,2.84254
939552.0,3.50712
939664.0,4.64794
939890.0,7.17724
939922.0,7.73579
939943.0,8.3629
939969.0,9.59989
940014.0,12.4886
940033.0,12.9863
940050.0,12.6587
940080.0,10.9014
940113.0,8.88395
940138.0,7.90315
940177.0,7.01106
940246.0,6.19724
940382.0,5.22503
940564.0,4.34257
940786.0,3.61589
941024.0,3.08915
941322.0,2.64206
941738.0,2.23008
942214.0,1.92051
942889.0,1.63085
943682.0,1.40451
944780.0,1.19636
946084.0,1.03728
946558.0,1.00745
946748.0,1.03559
946825.0,1.10005
946860.0,1.17332
946886.0,1.27373
946911.0,1.45169
946925.0,1.63919
946940.0,1.93488
946953.0,2.32729
946966.0,2.88358
946983.0,3.85217
947012.0,5.72427
947026.0,6.27916
947033.0,6.35817
947044.0,6.22145
947056.0,5.73123
947096.0,3.29552
947111.0,2.61509
947125.0,2.14121
947140.0,1.82748
947159.0,1.58093
947184.0,1.38547
947220.0,1.24176
947263.0,1.14731
947352.0,1.05712
947506.0,0.995615
947980.0,0.934528
949284.0,0.882879
949996.0,0.875846
951742.0,0.905957
953106.0,0.984503
953560.0,1.04224
953736.0,1.09457
953829.0,1.15896
953891.0,1.2605
953924.0,1.38406
953944.0,1.52702
953960.0,1.71691
953974.0,2.00812
953987.0,2.40819
954000.0,2.97024
954033.0,4.8054
954046.0,5.277
954055.0,5.36402
954062.0,5.28232
954075.0,4.82584
954100.0,3.3446
954115.0,2.47913
954128.0,1.97186
954140.0,1.63864
954152.0,1.42539
954166.0,1.27388
954185.0,1.16901
954212.0,1.10359
954263.0,1.0605
954331.0,1.04847
955063.0,1.13679
955777.0,1.2742
956224.0,1.41821
956554.0,1.59621
956804.0,1.83317
956960.0,2.07496
957088.0,2.37623
957202.0,2.77634
957306.0,3.33326
957390.0,3.98896
957473.0,4.92426
957557.0,6.2262
957708.0,9.02921
957750.0,9.5419
957791.0,9.72239
957844.0,9.3966
957929.0,7.95452
958045.0,5.72584
958126.0,4.56905
958205.0,3.75855
958285.0,3.19256
958368.0,2.78011
958487.0,2.38755
958636.0,2.09188
958815.0,1.88933
959054.0,1.74797
959452.0,1.65822
959637.0,1.6489
960026.0,1.68547
960235.0,1.76251
960411.0,1.91943
960531.0,2.15366
960611.0,2.44401
960667.0,2.77133
960724.0,3.2756
960772.0,3.9326
960816.0,4.81304
960863.0,6.09905
960956.0,9.1765
960995.0,9.88479
961010.0,9.94663
961042.0,9.68956
961100.0,8.33742
961177.0,6.31065
961238.0,5.14157
961298.0,4.36064
961368.0,3.75595
961449.0,3.31008
961549.0,2.96065
961709.0,2.64543
961933.0,2.42927
962286.0,2.28979
962991.0,2.23075
964556.0,2.2778
965080.0,2.26256
965217.0,2.28667
965302.0,2.37732
965360.0,2.55298
965404.0,2.84861
965446.0,3.32722
965522.0,4.58526
965550.0,4.87638
965573.0,4.95972
965608.0,4.8318
965707.0,3.99132
965793.0,3.52566
965878.0,3.27241
966049.0,3.03414
966334.0,2.89897
966796.0,2.85885
967991.0,2.98777
968680.0,3.20063
969140.0,3.52821
969427.0,3.95262
969599.0,4.38928
969771.0,5.08105
969918.0,6.00033
970068.0,7.3789
970334.0,10.6215
970447.0,11.4121
970484.0,11.4732
970582.0,11.1532
970785.0,9.25057
970976.0,7.48237
971156.0,6.33585
971357.0,5.50678
971529.0,5.04225
971874.0,4.49242
972218.0,4.22235
972448.0,4.16305
972620.0,4.23846
972737.0,4.46349
972825.0,4.91101
972878.0,5.46552
972926.0,6.30436
973018.0,8.62901
973056.0,9.04575
973086.0,8.82118
973142.0,7.57351
973197.0,6.32356
973255.0,5.45242
973328.0,4.84436
973416.0,4.4626
973597.0,4.11461
973896.0,3.90779
974925.0,3.72203
979910.0,3.41606
981663.0,3.12258
982372.0,2.96428
982528.0,3.03074
982606.0,3.18825
982664.0,3.48822
982703.0,3.9008
982731.0,4.41298
982757.0,5.15282
982784.0,6.2292
982842.0,9.27854
982864.0,9.91344
982875.0,10.0057
982898.0,9.64012
982933.0,8.23428
982978.0,6.3148
983007.0,5.42951
983039.0,4.75038
983079.0,4.21331
983132.0,3.76987
983211.0,3.38844
983364.0,3.00928
983680.0,2.60939
984645.0,1.64218
985193.0,1.05983
985420.0,0.872843
985597.0,0.778859
985766.0,0.745822
985884.0,0.759495
986061.0,0.837683
986238.0,0.978763
986503.0,1.2762
987181.0,2.13755
987653.0,2.59583
988108.0,2.89716
988799.0,3.16466
989979.0,3.33829
990653.0,3.35857
992844.0,3.23256
993686.0,3.04517
993996.0,2.90975
994051.0,3.01405
994075.0,3.18594
994099.0,3.55509
994119.0,4.12185
994145.0,5.18403
994175.0,6.59453
994196.0,7.12032
994204.0,7.16386
994227.0,6.86335
994286.0,5.17139
994322.0,4.52765
994370.0,4.06666
994427.0,3.77639
994533.0,3.50499
995025.0,2.86979
995058.0,2.94076
995076.0,3.10313
995095.0,3.4698
995113.0,4.05713
995142.0,5.45779
995166.0,6.55585
995182.0,6.90262
995186.0,6.93157
995201.0,6.84101
995239.0,5.86849
995275.0,5.03381
995315.0,4.48872
995355.0,4.18875
995424.0,3.91111
995569.0,3.64699
995851.0,3.4466
996817.0,3.20854
1001170.0,2.59845
1001430.0,2.6676
1001540.0,2.84406
1001610.0,3.1071
1001650.0,3.49353
1001680.0,3.99848
1001700.0,4.65272
1001730.0,5.62779
1001790.0,8.59573
1001810.0,9.09435
1001810.0,9.10685
1001830.0,8.75626
1001860.0,7.41027
1001900.0,5.51332
1001920.0,4.55984
1001950.0,3.85282
1001990.0,3.33357
1002030.0,2.94258
1002100.0,2.6422
1002230.0,2.40493
1002550.0,2.13374
1003160.0,1.67492
1003410.0,1.4779
1003440.0,1.472
1003510.0,1.51753
1003550.0,1.63431
1003580.0,1.81174
1003610.0,2.06009
1003630.0,2.40756
1003640.0,2.85052
1003660.0,3.47241
1003680.0,4.44879
1003720.0,6.76679
1003740.0,7.36328
1003750.0,7.42792
1003770.0,7.14552
1003790.0,6.14937
1003830.0,4.00518
1003860.0,3.14172
1003880.0,2.50969
1003900.0,2.0564
1003920.0,1.67342
1003950.0,1.36824
1003990.0,1.13505
1004030.0,0.967774
1004070.0,0.873309
1004100.0,0.838481
1004110.0,0.837992
1004150.0,0.868249
1004200.0,0.970949
1004250.0,1.17325
1004350.0,1.64327
1004480.0,2.29276
1004590.0,2.684
1004720.0,2.92039
1004890.0,2.99734
1005210.0,2.93578
1005360.0,3.02723
1005450.0,3.26433
1005520.0,3.67395
1005570.0,4.3011
1005630.0,5.27349
1005740.0,7.42258
1005790.0,7.92671
1005810.0,7.96472
1005870.0,7.64227
1006040.0,5.8541
1006160.0,5.00464
1006320.0,4.39446
1006550.0,3.89318
1006930.0,3.4781
1007610.0,3.11438
1008860.0,2.78069
1010240.0,2.61119
1010360.0,2.60953
1010970.0,2.69024
1011310.0,2.89116
1011540.0,3.19531
1011710.0,3.61715
1011850.0,4.15811
1011960.0,4.86481
1012080.0,5.97846
1012230.0,7.84712
1012370.0,9.67555
1012460.0,10.1729
1012480.0,10.1761
1012570.0,9.73834
1012860.0,6.39321
1013000.0,5.28904
1013150.0,4.434
1013320.0,3.80955
1013550.0,3.29109
1013860.0,2.8832
1014320.0,2.53934
1015060.0,2.23637
1016440.0,1.91996
1019540.0,1.44366
1023560.0,0.931991
1025680.0,0.717369
1027020.0,0.628078
1027740.0,0.609062
1028200.0,0.626838
1028430.0,0.670758
1028580.0,0.738306
1028670.0,0.832491
1028740.0,0.948268
1028790.0,1.09372
1028840.0,1.3014
1028880.0,1.54882
1028910.0,1.85659
1028940.0,2.29441
1028970.0,2.90395
1029010.0,4.03931
1029050.0,5.06288
1029080.0,5.39959
1029090.0,5.41679
1029110.0,5.2011
1029150.0,4.43823
1029200.0,3.12594
1029230.0,2.53673
1029260.0,2.10287
1029300.0,1.74607
1029340.0,1.47036
1029390.0,1.24614
1029460.0,1.0665
1029540.0,0.929202
1029670.0,0.822362
1029860.0,0.734451
1030350.0,0.583721
1030470.0,0.546674
1030470.0,0.546599
1030520.0,0.564494
1030550.0,0.608879
1030580.0,0.677127
1030600.0,0.773219
1030620.0,0.925409
1030630.0,1.13309
1030650.0,1.39441
1030660.0,1.79695
1030680.0,2.3675
1030720.0,3.66341
1030740.0,4.70656
1030760.0,5.1602
1030780.0,5.25636
1030800.0,5.08304
1030880.0,3.47405
1030920.0,2.94826
1030960.0,2.5433
1031010.0,2.26442
1031090.0,1.98739
1031180.0,1.81061
1031340.0,1.67439
1031570.0,1.62361
1031930.0,1.68472
1032490.0,1.92992
1033050.0,2.31075
1033480.0,2.7325
1033790.0,3.19588
1033980.0,3.64121
1034100.0,4.11243
1034200.0,4.63755
1034290.0,5.411
1034370.0,6.39698
1034470.0,7.99336
1034600.0,10.4406
1034670.0,10.9516
1034670.0,10.9547
1034740.0,10.5126
1034960.0,7.21301
1035070.0,6.05913
1035200.0,5.12496
1035380.0,4.36128
1035700.0,3.43086
1036450.0,1.65005
1036690.0,1.16551
1036840.0,0.930767
1036940.0,0.829988
1037010.0,0.806142
1037070.0,0.832134
1037110.0,0.90055
1037150.0,1.00872
1037180.0,1.18595
1037220.0,1.4323
1037250.0,1.82639
1037340.0,2.97388
1037380.0,3.24995
1037400.0,3.29536
1037440.0,3.20702
1037570.0,2.53357
1037650.0,2.32415
1037740.0,2.24407
1037880.0,2.33888
1038170.0,2.81739
1038490.0,3.34955
1038730.0,3.527
1038790.0,3.5408
1039080.0,3.40543
1039430.0,3.00765
1040190.0,1.92242
1040580.0,1.50364
1040890.0,1.23414
1041280.0,1.00083
1041600.0,0.87246
1041980.0,0.780635
1042360.0,0.742414
1042490.0,0.739421
1043000.0,0.76612
1043630.0,0.864403
1044650.0,1.10907
1047840.0,1.9987
1049850.0,2.46209
1050070.0,2.62682
1050180.0,2.83694
1050260.0,3.15803
1050310.0,3.50718
1050350.0,3.97241
1050390.0,4.70972
1050420.0,5.65988
1050470.0,7.55099
1050520.0,9.16197
1050550.0,9.60538
1050550.0,9.60715
1050580.0,9.18895
1050680.0,6.04683
1050720.0,5.07413
1050770.0,4.36645
1050830.0,3.80479
1050920.0,3.39637
1051050.0,3.0909
1051260.0,2.90676
1051320.0,2.89504
1051470.0,2.98952
1051550.0,3.21585
1051620.0,3.6198
1051710.0,4.44539
1051790.0,5.14947
1051840.0,5.30732
1051920.0,5.03558
1052090.0,4.25186
1052260.0,3.81842
1052530.0,3.52115
1053060.0,3.3423
1053890.0,3.29207
1054880.0,3.38066
1055160.0,3.57424
1055290.0,3.87428
1055370.0,4.27812
1055430.0,4.86767
1055490.0,5.77065
1055580.0,7.8021
1055620.0,8.07365
1055650.0,7.74383
1055760.0,5.57609
1055810.0,4.80779
1055880.0,4.26245
1055980.0,3.86129
1056150.0,3.57305
1056520.0,3.39018
1058670.0,3.22481
1062000.0,2.94083
1064390.0,2.5434
1066500.0,2.04818
1066610.0,2.04219
1066890.0,2.10259
1067070.0,2.26477
1067190.0,2.50786
1067290.0,2.83644
1067380.0,3.36703
1067480.0,4.15554
1067640.0,5.98067
1067710.0,6.27911
1067720.0,6.28054
1067780.0,6.02732
1067880.0,5.02002
1068000.0,3.75054
1068090.0,2.98508
1068190.0,2.43905
1068290.0,1.99732
1068420.0,1.6463
1068550.0,1.37689
1068660.0,1.25265
1068700.0,1.2379
1068760.0,1.27169
1068810.0,1.37164
1068850.0,1.5363
1068890.0,1.81439
1068920.0,2.19166
1068950.0,2.72644
1069000.0,3.70788
1069060.0,5.08516
1069100.0,5.56245
1069120.0,5.64206
1069160.0,5.43925
1069300.0,3.69786
1069380.0,2.98875
1069450.0,2.50874
1069540.0,2.11449
1069650.0,1.80313
1069810.0,1.5131
1069990.0,1.29041
1070200.0,1.13288
1070450.0,1.03648
1070730.0,1.00474
1071030.0,1.04339
1071440.0,1.18564
1072110.0,1.54763
1073240.0,2.19189
1074230.0,2.57416
1075390.0,2.80365
1076240.0,2.85002
1077310.0,2.7471
1077860.0,2.60716
1077990.0,2.67944
1078060.0,2.87619
1078100.0,3.16174
1078140.0,3.59371
1078180.0,4.28149
1078230.0,5.67756
1078280.0,6.92094
1078320.0,7.31933
1078330.0,7.33467
1078370.0,7.02731
1078490.0,5.42786
1078570.0,4.69052
1078680.0,4.14562
1078830.0,3.75556
1078980.0,3.61941
1079070.0,3.72829
1079140.0,4.03897
1079210.0,4.66733
1079290.0,5.55151
1079330.0,5.70378
1079390.0,5.43609
1079520.0,4.56236
1079650.0,4.09281
1079860.0,3.73025
1080330.0,3.40491
1080830.0,3.10573
1080910.0,3.03427
1080950.0,3.11651
1080970.0,3.38158
1081000.0,4.03535
1081030.0,4.63955
1081050.0,4.76566
1081080.0,4.54459
1081140.0,3.95319
1081210.0,3.66104
1081360.0,3.43773
1081890.0,3.24422
1085450.0,2.7024
1086340.0,2.49865
1086530.0,2.57669
1086630.0,2.75731
1086710.0,3.06632
1086780.0,3.54742
1086840.0,4.26814
1086930.0,5.71346
1087000.0,6.92617
1087060.0,7.32653
1087070.0,7.33845
1087150.0,6.99553
1087340.0,5.42198
1087490.0,4.68305
1087680.0,4.13158
1087960.0,3.69315
1088440.0,3.34886
1089880.0,2.84614
1090020.0,2.67075
1090050.0,2.59768
1090080.0,2.67462
1090100.0,2.93364
1090120.0,3.54822
1090140.0,4.23146
1090160.0,4.40676
1090160.0,4.40694
1090180.0,4.20812
1090230.0,3.57593
1090270.0,3.30684
1090360.0,3.11545
1090680.0,2.96323
1091700.0,2.83353
1092000.0,2.90211
1092100.0,3.06882
1092150.0,3.33064
1092180.0,3.68884
1092210.0,4.22698
1092230.0,5.03303
1092280.0,7.50581
1092290.0,7.92224
1092300.0,7.92969
1092320.0,7.61721
1092340.0,6.41719
1092370.0,4.91773
1092390.0,4.15395
1092420.0,3.64652
1092450.0,3.28831
1092500.0,3.02515
1092610.0,2.84536
1092950.0,2.72894
1093600.0,2.68832
1094310.0,2.77015
1094650.0,2.96223
1094880.0,3.26521
1095030.0,3.66905
1095160.0,4.28491
1095290.0,5.21319
1095500.0,7.03936
1095580.0,7.33417
1095590.0,7.33432
1095680.0,7.01706
1095950.0,4.89641
1096080.0,4.16589
1096250.0,3.59645
1096470.0,3.17431
1096800.0,2.84979
1097340.0,2.58836
1098440.0,2.34593
1104680.0,1.5127
1104920.0,1.50391
1105360.0,1.55225
1105690.0,1.69594
1106040.0,1.98789
1106480.0,2.4763
1106580.0,2.72787
1106670.0,3.1347
1106780.0,3.91998
1106920.0,5.02523
1107110.0,6.05013
1107160.0,6.58751
1107190.0,7.43929
1107230.0,9.02627
1107270.0,10.5477
1107290.0,10.786
1107320.0,10.3559
1107360.0,8.55544
1107390.0,6.86364
1107420.0,5.89367
1107460.0,5.22213
1107520.0,4.69972
1107620.0,4.23738
1107860.0,3.6947
1108300.0,3.08697
1108950.0,2.47721
1109290.0,2.27504
1109320.0,2.27271
1109430.0,2.34314
1109500.0,2.51361
1109550.0,2.79572
1109600.0,3.22119
1109640.0,3.86912
1109700.0,5.11688
1109750.0,6.31321
1109790.0,6.69202
1109800.0,6.70635
1109850.0,6.44679
1109980.0,4.70036
1110060.0,3.99617
1110170.0,3.44715
1110310.0,3.01529
1110520.0,2.6473
1110880.0,2.31132
1111410.0,2.02042
1111620.0,1.97198
1111740.0,2.03032
1111800.0,2.17284
1111830.0,2.39021
1111860.0,2.69085
1111870.0,3.11479
1111890.0,3.82188
1111930.0,5.56054
1111950.0,5.91686
1111950.0,5.92864
1111970.0,5.69607
1111990.0,4.92272
1112020.0,3.27332
1112030.0,2.65764
1112050.0,2.24086
1112070.0,1.95374
1112080.0,1.79278
1112120.0,1.64492
1112180.0,1.53154
1112440.0,1.3658
1112730.0,1.25122
1112770.0,1.24832
1112890.0,1.29405
1112980.0,1.40427
1113050.0,1.60182
1113120.0,1.91008
1113220.0,2.53275
1113330.0,3.19507
1113410.0,3.46158
1113460.0,3.49961
1113580.0,3.33011
1113900.0,2.61169
1114170.0,2.20617
1114550.0,1.86096
1114980.0,1.61134
1115240.0,1.54763
1115410.0,1.59426
1115530.0,1.73388
1115620.0,1.93937
1115690.0,2.24004
1115760.0,2.66305
1115820.0,3.2609
1115900.0,4.31374
1116000.0,5.64547
1116060.0,6.03188
1116080.0,6.05749
1116140.0,5.82169
1116340.0,3.79496
1116440.0,3.09663
1116550.0,2.56185
1116680.0,2.16859
1116820.0,1.86599
1117000.0,1.66326
1117150.0,1.59408
1117170.0,1.59375
1117310.0,1.65229
1117420.0,1.81843
1117520.0,2.0697
1117600.0,2.41998
1117670.0,2.86065
1117740.0,3.48458
1117810.0,4.35964
1117880.0,5.60627
1117970.0,7.64755
1118070.0,10.0454
1118130.0,10.7979
1118150.0,10.8517
1118210.0,10.4172
1118390.0,8.03867
1118530.0,6.83372
1118690.0,5.93648
1118890.0,5.36705
1119170.0,5.0707
1120900.0,4.45061
1121060.0,4.43891
1121570.0,4.60201
1121910.0,4.98529
1122220.0,5.68025
1122490.0,6.74425
1123060.0,9.85229
1123230.0,10.2259
1123430.0,9.82459
1124030.0,6.55194
1124300.0,5.47309
1124610.0,4.63061
1124990.0,3.95167
1125490.0,3.40903
1126190.0,2.96307
1127230.0,2.57587
1128770.0,2.23673
1131390.0,1.87493
1135940.0,1.43857
1138200.0,1.28268
1138360.0,1.28023
1138820.0,1.31594
1139030.0,1.40481
1139150.0,1.53938
1139230.0,1.72764
1139280.0,1.97175
1139330.0,2.3005
1139360.0,2.67996
1139390.0,3.1722
1139420.0,3.88178
1139450.0,5.03683
1139500.0,6.8583
1139520.0,7.32242
1139530.0,7.34567
1139550.0,7.04958
1139580.0,6.04018
1139630.0,4.13845
1139650.0,3.26106
1139680.0,2.72448
1139710.0,2.28986
1139740.0,1.96156
1139780.0,1.70182
1139840.0,1.48865
1139920.0,1.32718
1140040.0,1.20894
1140270.0,1.1233
1140780.0,1.06271
1141080.0,1.05483
1141530.0,1.08876
1141780.0,1.17253
1141950.0,1.29865
1142060.0,1.46639
1142150.0,1.69255
1142230.0,1.99354
1142290.0,2.35276
1142340.0,2.80001
1142380.0,3.43867
1142430.0,4.3353
1142500.0,6.02301
1142560.0,7.35701
1142600.0,7.75957
1142610.0,7.7648
1142650.0,7.46048
1142700.0,6.35298
1142770.0,4.58976
1142820.0,3.69076
1142870.0,3.03602
1142930.0,2.50335
1143000.0,2.09559
1143080.0,1.76698
1143180.0,1.52195
1143310.0,1.32749
1143490.0,1.1795
1143760.0,1.07198
1144150.0,1.00706
1144450.0,0.994606
1144770.0,1.01996
1144850.0,1.07734
1144890.0,1.16356
1144910.0,1.28559
1144930.0,1.46571
1144950.0,1.72562
1144960.0,2.08742
1144970.0,2.652
1145020.0,4.62628
1145030.0,5.05742
1145040.0,5.11505
1145050.0,4.91175
1145070.0,4.23197
1145100.0,2.95967
1145120.0,2.38835
1145130.0,2.0585
1145150.0,1.79866
1145170.0,1.59657
1145200.0,1.46109
1145250.0,1.35477
1145340.0,1.27709
1145460.0,1.25676
1145800.0,1.32245
1146310.0,1.54229
1146910.0,1.93341
1148110.0,2.8734
1148750.0,3.18392
1149260.0,3.25797
1150130.0,3.12238
1152440.0,2.46378
1153820.0,2.24654
1154400.0,2.21888
1155210.0,2.27208
1155830.0,2.42953
1156360.0,2.68525
1156830.0,3.08567
1157230.0,3.62709
1157570.0,4.27927
1157970.0,5.36737
1158730.0,7.84251
1159040.0,8.32636
1159090.0,8.33922
1159400.0,8.00911
1159880.0,6.61984
1160400.0,5.08127
1160800.0,4.15114
1161270.0,3.37066
1161810.0,2.76227
1162410.0,2.30384
1163150.0,1.9327
1164090.0,1.6246
1165310.0,1.36783
1166990.0,1.13454
1170260.0,0.812957
1170360.0,0.810279
1170580.0,0.833723
1170710.0,0.895897
1170790.0,0.990541
1170860.0,1.12022
1170910.0,1.28437
1170950.0,1.49842
1170980.0,1.75686
1171020.0,2.1231
1171050.0,2.64211
1171090.0,3.36281
1171130.0,4.52521
1171200.0,6.6436
1171230.0,7.26213
1171250.0,7.34282
1171280.0,7.06514
1171340.0,5.83386
1171400.0,4.48788
1171450.0,3.66838
1171510.0,3.0122
1171570.0,2.51833
1171650.0,2.12575
1171740.0,1.81225
1171870.0,1.56752
1172040.0,1.3752
1172280.0,1.22037
1172670.0,1.08463
1173340.0,0.968336
1175340.0,0.775307
1175470.0,0.797767
1175540.0,0.855368
1175590.0,0.943834
1175620.0,1.07348
1175650.0,1.25193
1175670.0,1.46082
1175690.0,1.77137
1175710.0,2.14059
1175730.0,2.64006
1175750.0,3.43305
1175800.0,5.89438
1175820.0,6.4772
1175830.0,6.57201
1175850.0,6.42863
1175870.0,5.87462
1175930.0,3.89096
1175960.0,3.16573
1175980.0,2.6586
1176020.0,2.23685
1176050.0,1.95955
1176100.0,1.70718
1176170.0,1.49057
1176260.0,1.33383
1176390.0,1.21113
1176600.0,1.10319
1176990.0,1.01941
1177760.0,0.9646
1178610.0,0.952856
1180590.0,0.98593
1180800.0,1.03339
1180910.0,1.11839
1180960.0,1.2109
1181010.0,1.34636
1181040.0,1.52893
1181070.0,1.78583
1181100.0,2.12632
1181120.0,2.53845
1181140.0,3.1089
1181170.0,4.05124
1181220.0,6.24022
1181250.0,6.93595
1181260.0,7.06015
1181290.0,6.76857
1181320.0,5.62705
1181370.0,4.26217
1181400.0,3.48332
1181430.0,2.94959
1181470.0,2.55568
1181520.0,2.23732
1181570.0,2.0236
1181640.0,1.82544
1181740.0,1.7107
1181830.0,1.68176
1181960.0,1.7386
1182080.0,1.90757
1182180.0,2.18978
1182310.0,2.6979
1182500.0,3.60539
