24-Cr-52(n,elastic) ENDF/B-VII.1
304151.0,0.872272
304296.0,0.989111
304405.0,1.1312
304500.0,1.32548
304580.0,1.57845
304643.0,1.88442
304693.0,2.23432
304739.0,2.68772
304781.0,3.29068
304816.0,4.02505
304848.0,4.9259
304875.0,6.03789
304904.0,7.62202
304929.0,9.61104
304954.0,12.1925
304982.0,16.239
305029.0,23.7105
305042.0,25.1823
305058.0,25.8606
305077.0,25.0152
305101.0,21.7321
305146.0,14.0613
305170.0,10.9501
305192.0,8.63942
305215.0,6.91532
305241.0,5.49412
305269.0,4.36359
305297.0,3.56567
305328.0,2.91421
305364.0,2.37875
305406.0,1.9357
305451.0,1.60042
305502.0,1.33571
305553.0,1.1471
305621.0,0.969505
305701.0,0.829221
305803.0,0.709256
305930.0,0.613782
306111.0,0.530711
306329.0,0.471832
306601.0,0.432275
306708.0,0.427432
306839.0,0.439452
306903.0,0.460184
306967.0,0.502018
307015.0,0.559637
307055.0,0.639746
307087.0,0.740562
307114.0,0.868166
307136.0,1.02506
307155.0,1.2101
307174.0,1.47245
307190.0,1.8006
307206.0,2.2427
307219.0,2.77459
307231.0,3.46647
307242.0,4.3585
307252.0,5.42795
307262.0,6.79096
307272.0,8.84363
307283.0,11.5265
307311.0,20.0758
307322.0,22.2417
307329.0,22.6217
307340.0,21.5915
307352.0,18.6829
307375.0,11.9799
307387.0,9.31448
307399.0,7.31852
307410.0,5.91685
307422.0,4.84795
307435.0,3.97891
307452.0,3.21321
307470.0,2.61197
307492.0,2.131
307518.0,1.75161
307546.0,1.47444
307580.0,1.24344
307622.0,1.05083
307664.0,0.919934
307732.0,0.782173
307811.0,0.68153
307918.0,0.597284
308053.0,0.531193
308232.0,0.477413
308530.0,0.42248
308949.0,0.377966
309486.0,0.348301
309695.0,0.345064
310024.0,0.355895
310278.0,0.387746
310464.0,0.436185
310614.0,0.501862
310744.0,0.591818
310856.0,0.707353
310950.0,0.84533
311043.0,1.04064
311127.0,1.2895
311202.0,1.59644
311271.0,1.98348
311338.0,2.49298
311403.0,3.15813
311474.0,4.11959
311556.0,5.5733
311676.0,7.91756
311737.0,8.67452
311774.0,8.82172
311828.0,8.58918
311912.0,7.49082
312049.0,5.30638
312143.0,4.15169
312227.0,3.38177
312320.0,2.75288
312432.0,2.21702
312544.0,1.83861
312675.0,1.52418
312824.0,1.27076
313011.0,1.05101
313235.0,0.871516
313489.0,0.732289
313787.0,0.618488
314205.0,0.50998
314624.0,0.434128
315221.0,0.357173
315953.0,0.28974
316834.0,0.218306
317123.0,0.186923
317144.0,0.186439
317190.0,0.193042
317212.0,0.205375
317227.0,0.220432
317241.0,0.245576
317252.0,0.275546
317263.0,0.32164
317272.0,0.377661
317279.0,0.445546
317286.0,0.544322
317292.0,0.662325
317297.0,0.798775
317302.0,0.985085
317307.0,1.24634
317312.0,1.60552
317317.0,2.04289
317322.0,2.67054
317328.0,3.58429
317335.0,5.13139
317350.0,8.41521
317357.0,9.5627
317364.0,9.97505
317371.0,9.62225
317378.0,8.44317
317397.0,4.79369
317404.0,3.6198
317410.0,2.84731
317417.0,2.31056
317423.0,1.90923
317431.0,1.56706
317439.0,1.31805
317448.0,1.11751
317460.0,0.950334
317474.0,0.809626
317495.0,0.682112
317515.0,0.597659
317543.0,0.523299
317582.0,0.456805
317631.0,0.406805
317713.0,0.359568
317810.0,0.328757
318013.0,0.297943
318318.0,0.280763
318578.0,0.277291
319071.0,0.286464
319633.0,0.317584
320246.0,0.379919
320802.0,0.465031
321357.0,0.5863
321912.0,0.754133
322468.0,0.982131
323023.0,1.28745
323648.0,1.74578
324218.0,2.29465
324395.0,2.49872
324438.0,2.73974
324440.0,2.74052
324486.0,2.63255
325013.0,3.33086
325851.0,4.73634
327192.0,7.15566
327946.0,8.06846
328442.0,8.42808
328460.0,8.84508
328486.0,10.0586
328490.0,10.1008
328502.0,9.78755
328526.0,8.69638
328545.0,8.42095
328594.0,8.38165
328717.0,8.38322
329676.0,8.11799
329845.0,8.28767
329913.0,8.70007
329950.0,9.31905
329973.0,10.1275
329992.0,11.3949
330007.0,13.1914
330021.0,15.7047
330036.0,19.8988
330056.0,25.4605
330065.0,26.8403
330070.0,27.0091
330079.0,26.1871
330094.0,22.633
330115.0,16.45
330129.0,13.6681
330140.0,12.0516
330156.0,10.6647
330179.0,9.50352
330202.0,8.87215
330242.0,8.29519
330328.0,7.78045
330592.0,7.25857
330798.0,7.0761
330877.0,7.27922
330903.0,7.63861
330920.0,8.20496
330934.0,9.17304
330946.0,10.5391
330957.0,12.5912
330976.0,16.8536
330987.0,18.2745
330992.0,18.4948
331000.0,18.1034
331012.0,16.2841
331032.0,12.2751
331046.0,10.3517
331058.0,9.38638
331069.0,8.75914
331092.0,8.04355
331126.0,7.53153
331199.0,7.0804
331423.0,6.60591
332540.0,5.50428
334090.0,4.40831
335764.0,3.56281
337590.0,2.88763
339114.0,2.47492
339160.0,2.51455
339172.0,2.62809
339180.0,2.82676
339188.0,3.18781
339197.0,3.89412
339211.0,5.16492
339219.0,5.51496
339221.0,5.53145
339228.0,5.3299
339237.0,4.66182
339249.0,3.52459
339258.0,2.97835
339264.0,2.73304
339273.0,2.55728
339285.0,2.47409
339409.0,2.39695
341879.0,1.88527
344430.0,1.48672
345144.0,1.4286
345416.0,1.45235
345584.0,1.52613
345681.0,1.63919
345749.0,1.81069
345790.0,2.00347
345822.0,2.25697
345850.0,2.62243
345871.0,3.08128
345888.0,3.6543
345903.0,4.4191
345914.0,5.28352
345926.0,6.56901
345936.0,8.11072
345948.0,10.4445
345977.0,17.9753
345988.0,19.8053
345994.0,20.1019
346003.0,19.5508
346013.0,17.8021
346041.0,10.5184
346053.0,8.21735
346064.0,6.5384
346076.0,5.32005
346088.0,4.44962
346103.0,3.74009
346120.0,3.20788
346137.0,2.85389
346164.0,2.50777
346192.0,2.29005
346229.0,2.12735
346285.0,2.02843
346313.0,2.01759
346384.0,2.06638
346473.0,2.26052
346548.0,2.55777
346621.0,3.0177
346679.0,3.56554
346736.0,4.36548
346789.0,5.43372
346836.0,6.74507
346882.0,8.52235
346943.0,11.6063
347011.0,15.1968
347052.0,16.454
347071.0,16.5986
347105.0,16.1416
347159.0,14.0721
347249.0,9.89406
347306.0,7.89669
347361.0,6.45484
347419.0,5.36388
347489.0,4.42106
347565.0,3.72499
347659.0,3.13088
347753.0,2.72355
347866.0,2.38248
348030.0,2.05233
348223.0,1.80267
348487.0,1.5838
348863.0,1.3868
349465.0,1.19021
350632.0,0.94236
352194.0,0.648726
352312.0,0.640125
352400.0,0.654574
352457.0,0.688136
352498.0,0.737613
352540.0,0.82922
352571.0,0.953617
352596.0,1.10736
352617.0,1.31216
352635.0,1.57222
352649.0,1.88111
352664.0,2.32402
352677.0,2.89273
352688.0,3.55666
352700.0,4.45677
352711.0,5.75839
352724.0,7.53465
352753.0,12.3544
352763.0,13.4513
352771.0,13.733
352783.0,13.2492
352796.0,11.6591
352824.0,7.35597
352838.0,5.67484
352852.0,4.52752
352864.0,3.70519
352880.0,2.99539
352896.0,2.48381
352914.0,2.05855
352935.0,1.71527
352962.0,1.41643
352991.0,1.18406
353029.0,0.97642
353075.0,0.804423
353120.0,0.68211
353163.0,0.601875
353203.0,0.564409
353213.0,0.563369
353235.0,0.579934
353252.0,0.617257
353268.0,0.688344
353282.0,0.787106
353296.0,0.941113
353308.0,1.14566
353318.0,1.38374
353328.0,1.71268
353338.0,2.16849
353347.0,2.71846
353356.0,3.44683
353366.0,4.53061
353377.0,6.10724
353394.0,9.1377
353410.0,12.087
353421.0,13.3944
353432.0,13.8859
353442.0,13.5618
353457.0,11.9567
353486.0,8.22962
353503.0,6.58508
353519.0,5.48184
353538.0,4.48071
353561.0,3.72559
353588.0,3.09509
353616.0,2.66836
353652.0,2.28862
353704.0,1.92991
353766.0,1.66391
353851.0,1.43659
353939.0,1.28223
354090.0,1.11615
354267.0,0.994009
354532.0,0.876896
354909.0,0.769662
355550.0,0.648088
356613.0,0.508039
357075.0,0.459053
357094.0,0.471903
357105.0,0.512035
357114.0,0.576529
357132.0,0.747174
357141.0,0.78203
357141.0,0.782085
357149.0,0.755216
357163.0,0.622011
357172.0,0.542828
357182.0,0.486559
357192.0,0.459154
357213.0,0.446043
358282.0,0.347896
359233.0,0.278331
360082.0,0.234957
360657.0,0.219095
361016.0,0.216514
361519.0,0.224557
362093.0,0.251436
362463.0,0.27552
362517.0,0.292203
362542.0,0.313527
362561.0,0.346447
362573.0,0.384511
362582.0,0.427746
362590.0,0.493944
362598.0,0.585854
362605.0,0.703636
362611.0,0.865186
362618.0,1.07977
362624.0,1.37086
362631.0,1.82313
362639.0,2.48624
362655.0,4.01516
362664.0,4.57151
362672.0,4.72618
362679.0,4.56072
362689.0,3.96454
362707.0,2.50002
362716.0,1.96194
362725.0,1.58231
362733.0,1.32064
362742.0,1.12814
362753.0,0.97911
362763.0,0.87669
362782.0,0.756319
362807.0,0.663532
362841.0,0.59731
362893.0,0.549089
362975.0,0.521771
363041.0,0.51773
363214.0,0.538157
363521.0,0.622604
363844.0,0.751058
364214.0,0.950271
364583.0,1.21395
364952.0,1.55607
365352.0,2.03316
365813.0,2.74483
366367.0,3.83661
367567.0,6.53141
368121.0,7.31806
368582.0,7.52174
369136.0,7.27634
370213.0,6.03807
371444.0,4.57466
372521.0,3.59606
373597.0,2.87541
374828.0,2.26546
376059.0,1.80953
377059.0,1.53849
377463.0,1.48932
377675.0,1.52234
377792.0,1.61627
377840.0,1.74038
377864.0,1.89994
377876.0,2.0698
377885.0,2.30274
377893.0,2.66139
377900.0,3.13955
377906.0,3.84678
377913.0,4.82547
377923.0,6.69663
377934.0,8.9492
377941.0,9.87572
377947.0,10.1344
377953.0,9.88551
377959.0,9.13353
377972.0,6.70284
377981.0,4.88298
377988.0,3.86822
377994.0,3.22187
378000.0,2.77134
378007.0,2.4306
378016.0,2.17525
378028.0,2.02754
378051.0,1.92466
378066.0,1.90896
378124.0,1.9753
378201.0,2.2148
378268.0,2.56232
378336.0,3.09592
378396.0,3.79825
378453.0,4.7287
378594.0,7.66567
378643.0,8.16833
378656.0,8.19659
378700.0,7.96173
378774.0,6.81169
378878.0,5.01856
378951.0,4.09511
379027.0,3.40729
379123.0,2.8161
379220.0,2.42109
379354.0,2.05681
379509.0,1.78944
379740.0,1.5376
380004.0,1.35578
380401.0,1.17808
381018.0,0.997021
381943.0,0.81143
382907.0,0.670724
383066.0,0.65983
383142.0,0.674401
383175.0,0.707901
383192.0,0.751283
383203.0,0.818911
383211.0,0.918183
383218.0,1.05852
383224.0,1.25391
383229.0,1.53473
383235.0,1.91738
383242.0,2.5238
383261.0,4.70781
383267.0,5.207
383273.0,5.32864
383279.0,5.13929
383287.0,4.48523
383304.0,2.51185
383311.0,1.89868
383316.0,1.51194
383322.0,1.23092
383328.0,1.06059
383334.0,0.922224
383341.0,0.833001
383348.0,0.778489
383362.0,0.718797
383391.0,0.666352
383455.0,0.625417
383639.0,0.587259
384416.0,0.510594
384934.0,0.485481
385020.0,0.48479
385279.0,0.493944
385520.0,0.530388
385650.0,0.572807
385779.0,0.647175
385885.0,0.751807
385963.0,0.874349
386034.0,1.04789
386086.0,1.23502
386136.0,1.49451
386179.0,1.82228
386215.0,2.22017
386250.0,2.75282
386280.0,3.4147
386306.0,4.20386
386332.0,5.2989
386356.0,6.72892
386380.0,8.66101
386405.0,11.3589
386459.0,18.4733
386472.0,19.5986
386488.0,20.126
386506.0,19.3999
386530.0,16.8317
386575.0,10.782
386599.0,8.34091
386621.0,6.65398
386644.0,5.3043
386670.0,4.21146
386697.0,3.37953
386727.0,2.72613
386761.0,2.21071
386800.0,1.78842
386840.0,1.47727
386889.0,1.21329
386947.0,0.994738
387011.0,0.82893
387076.0,0.710412
387174.0,0.589399
387277.0,0.503357
387385.0,0.441238
387558.0,0.37468
387782.0,0.320309
388041.0,0.279764
388386.0,0.244338
388904.0,0.211215
389508.0,0.189428
390199.0,0.179406
390372.0,0.178981
391062.0,0.185824
391839.0,0.208086
393049.0,0.258716
393256.0,0.26176
393425.0,0.260811
393490.0,0.262145
393566.0,0.274888
393601.0,0.294369
393630.0,0.32852
393647.0,0.363011
393663.0,0.415871
393677.0,0.483815
393690.0,0.576436
393701.0,0.702466
393710.0,0.842755
393718.0,1.01519
393725.0,1.25323
393732.0,1.55327
393739.0,1.93996
393746.0,2.46862
393754.0,3.19926
393762.0,4.25095
393773.0,6.11464
393788.0,8.73432
393796.0,9.69436
393806.0,10.1825
393807.0,10.1858
393814.0,9.92978
393825.0,8.81304
393848.0,5.39348
393859.0,4.18278
393870.0,3.34912
393880.0,2.75343
393891.0,2.2882
393903.0,1.95991
393919.0,1.63737
393939.0,1.37699
393960.0,1.19482
393989.0,1.03586
394028.0,0.901552
394080.0,0.7967
394149.0,0.719572
394242.0,0.666494
394400.0,0.631786
394548.0,0.625729
394971.0,0.660387
395613.0,0.769751
396424.0,0.962426
397235.0,1.21462
397843.0,1.46852
398266.0,1.72931
398519.0,1.9776
398688.0,2.23334
398815.0,2.51724
398942.0,2.94149
399048.0,3.47426
399153.0,4.26695
399246.0,5.2612
399462.0,8.29575
399535.0,8.86904
399567.0,8.93612
399652.0,8.58541
399913.0,6.10995
400042.0,5.2668
400198.0,4.60588
400404.0,4.12929
400715.0,3.82932
401077.0,3.75142
401852.0,3.93406
402990.0,4.46481
403107.0,4.64895
403179.0,4.97614
403221.0,5.43921
403246.0,5.96991
403272.0,6.90593
403291.0,8.06407
403309.0,9.73623
403337.0,13.3943
403358.0,15.8046
403374.0,16.5516
403388.0,16.1862
403407.0,14.53
403439.0,11.1067
403462.0,9.39579
403489.0,8.10542
403516.0,7.30862
403556.0,6.60549
403610.0,6.10852
403690.0,5.75269
403840.0,5.51406
404033.0,5.45257
405298.0,5.89552
407550.0,6.67231
409694.0,6.91205
411731.0,6.71169
414707.0,5.8881
417136.0,4.81201
418556.0,3.90214
419498.0,3.12825
419573.0,3.10275
419652.0,3.17343
419694.0,3.36133
419714.0,3.57885
419733.0,3.99257
419745.0,4.49194
419755.0,5.14481
419765.0,6.15357
419775.0,7.5926
419787.0,10.0695
419801.0,13.2254
419810.0,14.5955
419818.0,14.9807
419826.0,14.498
419835.0,13.097
419859.0,7.93145
419868.0,6.30142
419877.0,5.28335
419887.0,4.49472
419897.0,3.98191
419912.0,3.51349
419933.0,3.14826
419960.0,2.89799
420019.0,2.62885
420153.0,2.33736
421193.0,0.745468
421376.0,0.508161
421494.0,0.385328
421573.0,0.322867
421632.0,0.287745
421691.0,0.265445
421750.0,0.257834
421810.0,0.266783
421869.0,0.292517
421930.0,0.339348
421997.0,0.414652
422064.0,0.51703
422141.0,0.671898
422241.0,0.928111
422372.0,1.35204
422450.0,1.66162
422491.0,1.91954
422544.0,2.06752
423070.0,4.41143
423324.0,5.29664
423593.0,5.94206
423947.0,6.41348
424527.0,6.62637
426120.0,6.24145
426335.0,6.38136
426411.0,6.69013
426449.0,7.08688
426479.0,7.71224
426501.0,8.5973
426517.0,9.72305
426536.0,11.6564
426567.0,15.4248
426582.0,16.3881
426585.0,16.4218
426597.0,15.9836
426615.0,14.0655
426641.0,10.8186
426658.0,9.25336
426674.0,8.35992
426694.0,7.60145
426714.0,7.13577
426754.0,6.62649
426803.0,6.33101
426908.0,6.05642
427393.0,5.7104
430071.0,4.87539
430119.0,4.98509
430133.0,5.25267
430145.0,5.77114
430168.0,7.25975
430179.0,7.52302
430189.0,7.26436
430214.0,5.68852
430227.0,5.20912
430236.0,5.03441
430272.0,4.87021
432164.0,4.3749
435024.0,3.81322
435065.0,3.89329
435099.0,4.1105
435144.0,3.81685
439787.0,3.01608
440143.0,2.96501
440196.0,3.01357
440225.0,3.09344
440266.0,2.95999
443651.0,2.47176
444484.0,2.41878
445016.0,2.47284
445300.0,2.59306
445557.0,2.86045
445716.0,3.21064
445836.0,3.68188
445916.0,4.18563
445995.0,4.95964
446055.0,5.83248
446115.0,7.1093
446168.0,8.75556
446221.0,11.068
446283.0,14.6813
446335.0,17.8557
446370.0,19.3955
446399.0,19.8345
446430.0,19.3306
446477.0,17.0647
446563.0,11.7939
446613.0,9.37045
446667.0,7.51096
446720.0,6.19671
446780.0,5.1635
446839.0,4.44043
446919.0,3.77873
447019.0,3.24135
447138.0,2.83282
447311.0,2.47643
447533.0,2.21076
447852.0,1.98966
448490.0,1.74361
449943.0,1.40585
453842.0,0.669169
455260.0,0.435943
456058.0,0.330077
456678.0,0.267975
457033.0,0.243954
457539.0,0.227038
457585.0,0.226476
457619.0,0.229673
457642.0,0.246608
457664.0,0.265108
457666.0,0.265398
457681.0,0.258235
457704.0,0.236817
457735.0,0.229378
457745.0,0.229154
458024.0,0.23707
458377.0,0.26148
458730.0,0.304852
459082.0,0.366951
459435.0,0.453586
459847.0,0.585083
460317.0,0.780845
460846.0,1.06432
461493.0,1.50228
462375.0,2.24215
464609.0,4.34458
465844.0,5.21666
466083.0,5.41327
466100.0,5.66308
466121.0,6.41985
466139.0,6.98838
466142.0,7.01323
466155.0,6.78388
466178.0,5.86058
466187.0,5.65286
466210.0,5.44091
466230.0,5.42485
467715.0,5.85109
468785.0,6.029
468861.0,6.19577
468909.0,6.54988
468935.0,7.10083
468951.0,7.86177
468965.0,9.02013
468978.0,10.8778
469003.0,15.322
469014.0,16.5727
469020.0,16.7354
469030.0,16.2337
469041.0,14.6481
469063.0,10.6615
469077.0,8.90912
469090.0,7.82748
469107.0,7.11105
469134.0,6.56248
469185.0,6.19523
469302.0,5.97451
469691.0,5.85004
469896.0,6.00137
469971.0,6.37279
470016.0,7.00631
470046.0,7.90716
470068.0,9.08448
470091.0,10.9459
470130.0,14.8673
470149.0,16.0103
470155.0,16.1095
470171.0,15.7775
470198.0,13.7833
470233.0,11.0884
470259.0,9.65919
470289.0,8.62279
470334.0,7.73263
470394.0,7.11865
470520.0,6.56326
470761.0,6.20085
471679.0,5.82595
473822.0,5.3453
473983.0,5.43288
474053.0,5.66159
474106.0,6.17193
474135.0,6.79628
474166.0,7.88783
474210.0,9.92802
474233.0,10.4808
474236.0,10.5003
474262.0,10.1457
474327.0,7.93989
474375.0,6.96108
474410.0,6.5561
474480.0,6.10455
474606.0,5.74989
474927.0,5.44567
475813.0,5.18394
475851.0,5.21645
475872.0,5.3701
475886.0,5.71791
475916.0,6.8727
475924.0,6.97026
475936.0,6.73374
475962.0,5.67226
475980.0,5.29828
476036.0,5.14197
480041.0,4.48842
483230.0,4.10081
483339.0,4.17586
483357.0,4.35034
483368.0,4.61176
483381.0,5.21991
483404.0,6.75711
483415.0,7.05187
483424.0,6.85483
483440.0,5.90301
483452.0,5.09801
483462.0,4.64759
483478.0,4.28697
483495.0,4.15748
483612.0,4.06144
486748.0,3.73886
486993.0,3.81278
487051.0,3.97687
487071.0,4.15999
487086.0,4.46814
487098.0,4.97531
487108.0,5.70411
487119.0,6.87707
487141.0,10.0767
487151.0,10.9327
487155.0,11.0261
487164.0,10.6305
487174.0,9.49321
487194.0,6.50996
487205.0,5.38329
487213.0,4.77096
487224.0,4.30909
487236.0,4.05573
487252.0,3.89171
487300.0,3.72903
487594.0,3.62117
489597.0,3.4473
490069.0,3.52653
490226.0,3.68343
490337.0,3.98688
490403.0,4.39123
490452.0,4.98057
490485.0,5.66606
490513.0,6.63545
490537.0,7.85819
490559.0,9.63941
490583.0,12.1844
490621.0,16.984
490639.0,18.1613
490645.0,18.2501
490663.0,17.5307
490688.0,14.793
490722.0,10.6795
490743.0,8.70828
490764.0,7.37804
490788.0,6.28488
490817.0,5.4543
490858.0,4.73503
490907.0,4.24301
490989.0,3.81688
491116.0,3.51769
491352.0,3.29386
492650.0,2.76658
493070.0,2.44812
493280.0,2.16499
493427.0,1.85442
493532.0,1.52995
493613.0,1.19246
493690.0,0.785368
493747.0,0.463671
493771.0,0.358046
493784.0,0.31629
493797.0,0.293525
493803.0,0.290271
493814.0,0.299633
493824.0,0.330956
493835.0,0.388485
493844.0,0.469639
493856.0,0.599202
493868.0,0.784389
493880.0,1.03732
493896.0,1.43093
493916.0,2.05585
493975.0,4.12948
494001.0,4.82468
494031.0,5.34027
494073.0,5.65158
494092.0,5.68105
494187.0,5.42243
494358.0,4.79915
494568.0,4.33495
494904.0,3.94663
495506.0,3.62035
496878.0,3.30319
498168.0,3.13286
498228.0,3.151
500707.0,2.8
500963.0,2.67107
501036.0,2.55795
501084.0,2.36827
501109.0,2.11707
501127.0,1.91019
501133.0,1.8845
501139.0,1.91184
501148.0,2.07794
501159.0,2.45339
501176.0,3.21974
501186.0,3.51729
501196.0,3.63181
501209.0,3.58661
501250.0,3.20996
501300.0,3.03579
501402.0,2.90699
501577.0,2.83667
501674.0,2.88824
501732.0,3.05549
501766.0,3.32667
501789.0,3.69092
501807.0,4.15759
501824.0,4.90829
501840.0,5.98412
501857.0,7.58564
501887.0,10.68
501901.0,11.4986
501908.0,11.5952
501923.0,11.1664
501945.0,9.45591
501974.0,7.1768
501996.0,5.96944
502019.0,5.16056
502048.0,4.54167
502082.0,4.10121
502117.0,3.82907
502195.0,3.4902
502320.0,3.24919
502527.0,3.0805
503106.0,2.92656
503438.0,2.90481
503785.0,2.96901
503958.0,3.14316
504056.0,3.42479
504110.0,3.75511
504155.0,4.25869
504190.0,4.94675
504218.0,5.85211
504243.0,7.02021
504270.0,8.87526
504305.0,11.4867
504326.0,12.4397
504334.0,12.5328
504352.0,12.111
504379.0,10.3734
504417.0,7.60056
504442.0,6.24394
504469.0,5.25813
504496.0,4.60753
504532.0,4.05465
504586.0,3.58267
504659.0,3.25777
504767.0,3.02477
504940.0,2.86396
505489.0,2.70476
510933.0,2.21128
511552.0,2.10442
511645.0,2.15133
511688.0,2.25749
511717.0,2.43528
511737.0,2.66671
511751.0,2.95656
511766.0,3.41827
511780.0,4.09119
511793.0,5.08724
511808.0,6.52465
511834.0,9.52748
511848.0,10.4339
511856.0,10.5565
511866.0,10.2855
511884.0,8.98319
511912.0,6.48797
511929.0,5.40232
511949.0,4.57146
511968.0,4.03492
511998.0,3.53883
512027.0,3.23864
512074.0,2.95287
512155.0,2.69745
512299.0,2.50012
512646.0,2.33091
513755.0,2.16104
520868.0,1.51199
521928.0,1.39754
521963.0,1.44698
521998.0,1.58059
522000.0,1.58133
522018.0,1.52592
522042.0,1.41678
522083.0,1.37381
524703.0,1.02234
526852.0,0.661212
528610.0,0.342667
529196.0,0.254753
529522.0,0.217675
529815.0,0.195287
530108.0,0.186624
530303.0,0.190387
530544.0,0.208079
530727.0,0.234538
530863.0,0.267502
530948.0,0.299916
531012.0,0.337031
531067.0,0.387444
531112.0,0.453036
531148.0,0.532787
531177.0,0.626805
531202.0,0.747078
531225.0,0.903036
531246.0,1.11078
531265.0,1.38584
531282.0,1.7162
531298.0,2.16225
531314.0,2.76175
531329.0,3.50477
531346.0,4.67578
531373.0,6.96971
531396.0,8.82598
531412.0,9.57096
531419.0,9.7023
531435.0,9.4714
531455.0,8.42894
531497.0,5.73783
531520.0,4.63049
531542.0,3.83125
531569.0,3.18528
531597.0,2.71891
531625.0,2.40077
531671.0,2.07059
531716.0,1.86959
531784.0,1.704
531890.0,1.6013
531950.0,1.58952
532131.0,1.65989
532403.0,1.92296
532766.0,2.43736
533172.0,3.18851
533400.0,3.74702
533536.0,4.22452
533627.0,4.71733
533695.0,5.31323
533751.0,6.13916
533791.0,7.07743
533825.0,8.331
533857.0,10.1221
533889.0,12.7345
533931.0,16.7514
533952.0,18.0402
533965.0,18.2726
533982.0,17.8162
534008.0,15.8993
534057.0,11.1456
534086.0,9.19601
534117.0,7.79379
534148.0,6.88209
534190.0,6.14478
534252.0,5.5683
534357.0,5.19018
534532.0,5.06116
535720.0,5.34656
535761.0,5.34703
537062.0,5.11145
539404.0,4.46408
539646.0,4.44477
540008.0,4.51872
540243.0,4.77997
540370.0,5.15709
540461.0,5.70468
540521.0,6.34936
540566.0,7.10739
540612.0,8.26344
540649.0,9.69709
540693.0,12.08
540771.0,17.4312
540803.0,18.3722
540805.0,18.3785
540826.0,18.0191
540863.0,16.0401
540929.0,11.3928
540969.0,9.33592
541013.0,7.80664
541058.0,6.7653
541119.0,5.88869
541179.0,5.34394
541239.0,4.98478
541360.0,4.55465
541529.0,4.24391
541916.0,3.93217
542978.0,3.61202
543302.0,3.5726
543479.0,3.65784
543537.0,3.84791
543563.0,4.09711
543581.0,4.45523
543596.0,5.00848
543611.0,5.94286
543629.0,7.60444
543646.0,9.20474
543657.0,9.77495
543661.0,9.8347
543672.0,9.51183
543688.0,8.24481
543708.0,6.28463
543723.0,5.24753
543735.0,4.71138
543747.0,4.36484
543771.0,3.98892
543809.0,3.73764
543891.0,3.55856
544247.0,3.40086
547200.0,3.00554
547272.0,3.05117
547398.0,2.98584
549398.0,2.80094
549449.0,2.8727
549475.0,2.93189
549536.0,2.7906
552084.0,2.63432
552678.0,2.69157
552974.0,2.85214
553128.0,3.08407
553214.0,3.34633
553291.0,3.75871
553342.0,4.21957
553381.0,4.74136
553422.0,5.59397
553457.0,6.66786
553489.0,8.14013
553522.0,10.2644
553586.0,15.1627
553606.0,16.0976
553619.0,16.2793
553645.0,15.6077
553678.0,13.2852
553727.0,9.53702
553762.0,7.58267
553796.0,6.23237
553831.0,5.31155
553866.0,4.65335
553918.0,4.03378
553981.0,3.56006
554058.0,3.22121
554191.0,2.9064
554396.0,2.68434
554805.0,2.51137
556073.0,2.34339
563098.0,1.85399
563366.0,1.88041
563519.0,1.95695
563615.0,2.07218
563710.0,2.31543
563774.0,2.63232
563822.0,3.03219
563866.0,3.61419
563899.0,4.2783
563934.0,5.27418
563971.0,6.71304
564045.0,10.1645
564075.0,10.9383
564085.0,11.0063
564118.0,10.5772
564174.0,8.60535
564226.0,6.75941
564272.0,5.56973
564319.0,4.71068
564367.0,4.11717
564431.0,3.58326
564527.0,3.09185
564654.0,2.72043
564833.0,2.436
565139.0,2.18118
565534.0,1.94767
565711.0,1.7703
565735.0,1.77003
565753.0,1.85082
565764.0,2.0229
565773.0,2.25997
565781.0,2.63707
565791.0,3.26465
565803.0,4.30416
565819.0,5.84497
565830.0,6.57923
565838.0,6.75805
565847.0,6.60116
565862.0,5.74802
565883.0,4.3005
565898.0,3.60354
565910.0,3.22507
565929.0,2.90138
565952.0,2.67246
566003.0,2.43099
566069.0,2.28831
566203.0,2.15796
566560.0,2.02691
567833.0,1.86129
569555.0,1.75063
569821.0,1.77353
569947.0,1.84744
570000.0,1.94472
570032.0,2.06872
570055.0,2.24409
570073.0,2.50948
570087.0,2.86039
570096.0,3.26765
570106.0,3.86908
570116.0,4.71867
570129.0,6.26122
570146.0,8.34207
570156.0,9.27721
570165.0,9.5697
570175.0,9.18843
570188.0,7.87695
570209.0,5.07438
570220.0,3.95742
570229.0,3.32901
570239.0,2.82972
570249.0,2.49495
570262.0,2.22123
570279.0,2.0275
570303.0,1.88792
570354.0,1.75959
570456.0,1.68152
571069.0,1.60003
572758.0,1.44417
573004.0,1.49344
573092.0,1.5701
573180.0,1.74216
573239.0,1.97233
573283.0,2.26591
573323.0,2.69637
573354.0,3.19246
573383.0,3.85849
573413.0,4.83493
573444.0,6.17256
573505.0,9.31649
573533.0,10.2445
573548.0,10.4048
573576.0,10.0907
573620.0,8.59893
573675.0,6.54034
573719.0,5.32053
573763.0,4.4828
573807.0,3.8975
573866.0,3.36547
573939.0,2.93593
574042.0,2.56818
574165.0,2.3065
574364.0,2.0683
574658.0,1.88612
575162.0,1.73176
576555.0,1.53713
577205.0,1.42805
577459.0,1.36256
577518.0,1.39692
577548.0,1.46978
577568.0,1.57378
577587.0,1.77158
577602.0,2.03525
577615.0,2.38319
577626.0,2.84323
577638.0,3.55201
577652.0,4.64993
577681.0,7.51395
